time,voltageSource.pin_p.reference.gamma,inductor.i.im,inductor.i.re
0.577,2.091858227,-3.10328514,1.079574631
0.578,2.099115312,-3.073896333,1.056505785
0.579,2.106384964,-3.045008955,1.034175344
0.58,2.113667182,-3.016615133,1.012518008
0.581,2.120961966,-2.988703022,0.9915444031
0.582,2.128269317,-2.96126579,0.9712295245
0.583,2.135589234,-2.934294334,0.951559759
0.584,2.142921718,-2.907777912,0.9324814591
0.585,2.150266767,-2.881706644,0.913956521
0.586,2.157624384,-2.856072288,0.8959883488
0.587,2.164994566,-2.830868323,0.8785614818
0.588,2.172377315,-2.806086656,0.8616629368
0.589,2.179772631,-2.781715313,0.8452491434
0.59,2.187180513,-2.757744034,0.8292886362
0.591,2.194600961,-2.734167114,0.8137873913
0.592,2.202033975,-2.710978224,0.7987306407
0.593,2.209479556,-2.688170926,0.7841110113
0.594,2.216937703,-2.665733913,0.7698978314
0.595,2.224408417,-2.643654579,0.7560536742
0.596,2.231891697,-2.621931319,0.7425949428
0.597,2.239387543,-2.600555873,0.7294998454
0.598,2.246895956,-2.579524478,0.7167683264
0.599,2.254416935,-2.558828269,0.7043826237
0.6,2.26195048,-2.538453271,0.6923072682
0.601,2.269496592,-2.518397358,0.6805474894
0.602,2.277055271,-2.498653304,0.6690908854
0.603,2.284626515,-2.479218008,0.657935274
0.604,2.292210326,-2.460086278,0.647074328
0.605,2.299806703,-2.441248,0.6364882858
0.606,2.307415647,-2.422690112,0.6261492021
0.607,2.315037157,-2.404416763,0.6160764171
0.608,2.322671234,-2.386417561,0.6062482404
0.609,2.330317876,-2.368691621,0.5966676651
0.61,2.337977086,-2.351233541,0.5873275051
0.611,2.345648861,-2.334033411,0.5782103947
0.612,2.353333203,-2.317080192,0.5692962999
0.613,2.361030111,-2.300378471,0.5606008321
0.614,2.368739586,-2.283918912,0.5521070107
0.615,2.376461627,-2.267701035,0.5438171981
0.616,2.384196234,-2.25172035,0.5357260515
0.617,2.391943408,-2.235968362,0.5278205233
0.618,2.399703148,-2.220432701,0.5200801107
0.619,2.407475455,-2.205121936,0.5125245154
0.62,2.415260328,-2.190024014,0.5051337841
0.621,2.423057767,-2.17513964,0.4979113078
0.622,2.430867773,-2.160466038,0.4908546506
0.623,2.438690345,-2.145996948,0.4839555494
0.624,2.446525483,-2.131722633,0.4771999137
0.625,2.454373188,-2.117640833,0.470586073
0.626,2.462233459,-2.103751391,0.4641162706
0.627,2.470106296,-2.090049768,0.4577843495
0.628,2.4779917,-2.076535346,0.4515909092
0.629,2.48588967,-2.063204533,0.4455321452
0.63,2.493800207,-2.050050762,0.4395998494
0.631,2.50172331,-2.037064487,0.4337814097
0.632,2.509658979,-2.024250325,0.4280851092
0.633,2.517607215,-2.011602449,0.422504024
0.634,2.525568017,-1.999119515,0.4170370421
0.635,2.533541385,-1.986800699,0.411684116
0.636,2.54152732,-1.974642664,0.4064418725
0.637,2.549525821,-1.962639558,0.4013036121
0.638,2.557536889,-1.950783019,0.3962593094
0.639,2.565560523,-1.939077021,0.3913152201
0.64,2.573596723,-1.927517363,0.3864670215
0.641,2.58164549,-1.916102152,0.3817128011
0.642,2.589706823,-1.904831093,0.3770529312
0.643,2.597780722,-1.893701788,0.3724852739
0.644,2.605867188,-1.882709736,0.3680051807
0.645,2.61396622,-1.871848333,0.3636054928
0.646,2.622077819,-1.861114935,0.359283729
0.647,2.630201983,-1.850513617,0.3550456507
0.648,2.638338715,-1.840038158,0.3508843727
0.649,2.646488012,-1.829689213,0.3468011112
0.65,2.654649876,-1.819465691,0.3427951886
0.651,2.662824307,-1.809364755,0.3388640336
0.652,2.671011303,-1.799381823,0.3350031814
0.653,2.679210867,-1.789510567,0.3312062734
0.654,2.687422996,-1.779753885,0.3274769242
0.655,2.695647692,-1.770110304,0.3238142061
0.656,2.703884954,-1.760576918,0.3202152507
0.657,2.712134783,-1.751154071,0.3166807528
0.658,2.720397178,-1.741840668,0.3132099794
0.659,2.728672139,-1.732634173,0.3098007703
0.66,2.736959667,-1.723530607,0.3064495372
0.661,2.745259761,-1.714524552,0.3031512645
0.662,2.753572421,-1.705617804,0.2999080532
0.663,2.761897648,-1.696810801,0.296720833
0.664,2.770235441,-1.688099787,0.293586094
0.665,2.778585801,-1.679485324,0.2905045912
0.666,2.786948727,-1.670966788,0.2874760039
0.667,2.795324219,-1.662542374,0.284498936
0.668,2.803712278,-1.654209091,0.2815709158
0.669,2.812112903,-1.645962767,0.2786883963
0.67,2.820526094,-1.637799156,0.2758477566
0.671,2.828951852,-1.629727106,0.2730573103
0.672,2.837390176,-1.621738026,0.2703095544
0.673,2.845841067,-1.613832984,0.2676055493
0.674,2.854304523,-1.606012077,0.2649455452
0.675,2.862780547,-1.598274432,0.2623289831
0.676,2.871269136,-1.590618212,0.2597544941
0.677,2.879770292,-1.583040608,0.2572198996
0.678,2.888284015,-1.575537845,0.2547222114
0.679,2.896810303,-1.568107743,0.2522597611
0.68,2.905349159,-1.560756933,0.24983832
0.681,2.91390058,-1.553478442,0.2474522428
0.682,2.922464568,-1.546273173,0.2451023405
0.683,2.931041122,-1.539141238,0.2427888151
0.684,2.939630243,-1.53208196,0.2405112595
0.685,2.94823193,-1.525093872,0.2382686577
0.686,2.956846183,-1.518174718,0.2360593844
0.687,2.965473003,-1.511321453,0.2338812054
0.688,2.974112389,-1.504530241,0.2317312775
0.689,2.982764341,-1.497808925,0.2296157583
0.69,2.99142886,-1.491151191,0.2275299828
0.691,3.000105945,-1.48455695,0.2254739084
0.692,3.008795597,-1.478026603,0.2234478978
0.693,3.017497815,-1.471559906,0.2214518562
0.694,3.026212599,-1.465155979,0.219485231
0.695,3.03493995,-1.458813294,0.2175470117
0.696,3.043679867,-1.452529686,0.2156357304
0.697,3.05243235,-1.446302346,0.2137494611
0.698,3.0611974,-1.440129216,0.2118868052
0.699,3.069975016,-1.434017603,0.2100530807
0.7,3.078765199,-1.427960471,0.2082433873
0.701,3.087567948,-1.421958637,0.2064583156
0.702,3.096383263,-1.416012399,0.2046981122
0.703,3.105211145,-1.410121533,0.2029626802
0.704,3.114051593,-1.404285296,0.201251579
0.705,3.122904607,-1.398502423,0.1995640245
0.706,3.131770188,-1.39277113,0.1978988885
0.707,3.140648335,-1.387089113,0.1962546997
0.708,3.149539048,-1.381453545,0.1946296425
0.709,3.158442328,-1.375871547,0.1930284628
0.71,3.167358174,-1.370337707,0.1914477102
0.711,3.176286587,-1.364851727,0.1898871863
0.712,3.185227566,-1.359414033,0.1883471833
0.713,3.194181111,-1.35402463,0.1868277361
0.714,3.203147223,-1.348683101,0.1853286215
0.715,3.212125901,-1.34338861,0.1838493588
0.716,3.221117146,-1.338139899,0.1823892094
0.717,3.230120956,-1.332935287,0.1809471771
0.718,3.239137334,-1.327772675,0.1795220078
0.719,3.248166277,-1.322650666,0.1781128743
0.72,3.257207787,-1.317576046,0.1767239785
0.721,3.266261863,-1.312542388,0.1753514595
0.722,3.275328506,-1.307550366,0.1739957172
0.723,3.284407715,-1.302600311,0.1726569583
0.724,3.293499491,-1.297692214,0.1713351967
0.725,3.302603832,-1.292825728,0.1700302528
0.726,3.311720741,-1.288000163,0.1687417545
0.727,3.320850215,-1.283214492,0.1674691363
0.728,3.329992256,-1.278467345,0.1662116398
0.729,3.339146863,-1.273757013,0.1649683137
0.73,3.348314037,-1.269081448,0.1637380135
0.731,3.357493777,-1.264446483,0.1625240618
0.732,3.366686083,-1.259848284,0.1613243594
0.733,3.375890956,-1.255286019,0.1601384237
0.734,3.385108395,-1.250760096,0.1589664797
0.735,3.394338401,-1.246270652,0.1578086079
0.736,3.403580973,-1.241817547,0.1566647446
0.737,3.412836111,-1.237400368,0.1555346818
0.738,3.422103815,-1.233018428,0.154418067
0.739,3.431384086,-1.228670765,0.1533144034
0.74,3.440676924,-1.224356144,0.1522230499
0.741,3.449982327,-1.220073055,0.1511432211
0.742,3.459300298,-1.215819712,0.1500739872
0.743,3.468630834,-1.211603077,0.1490190174
0.744,3.477973937,-1.207417498,0.1479753971
0.745,3.487329606,-1.203263092,0.146943171
0.746,3.496697842,-1.199140211,0.1459225147
0.747,3.506078644,-1.19504899,0.1449134962
0.748,3.515472012,-1.190989338,0.1439160754
0.749,3.524877947,-1.186960948,0.1429301047
0.75,3.534296448,-1.18296329,0.1419553287
0.751,3.543727515,-1.178995612,0.1409913843
0.752,3.553171149,-1.175056944,0.1400378005
0.753,3.562627349,-1.171146093,0.1390939987
0.754,3.572096116,-1.167261646,0.1381592925
0.755,3.581577449,-1.163405658,0.1372346797
0.756,3.591071348,-1.159579676,0.136320955
0.757,3.600577813,-1.155780444,0.135416536
0.758,3.610096845,-1.152008376,0.1345216089
0.759,3.619628444,-1.14826371,0.1336362796
0.76,3.629172609,-1.144546503,0.1327605739
0.761,3.63872934,-1.140856637,0.1318944371
0.762,3.648298637,-1.137193817,0.1310377345
0.763,3.657880501,-1.133557568,0.1301902509
0.764,3.667474931,-1.129947238,0.129351691
0.765,3.677081928,-1.126362001,0.128521679
0.766,3.686701491,-1.122800848,0.1276997591
0.767,3.69633362,-1.119262596,0.126885395
0.768,3.705978316,-1.115748273,0.1260790443
0.769,3.715635578,-1.112260933,0.1252821116
0.77,3.725305407,-1.108796658,0.124492838
0.771,3.734987802,-1.105355838,0.1237113827
0.772,3.744682763,-1.101938718,0.1229378451
0.773,3.75439029,-1.098545403,0.1221722652
0.774,3.764110384,-1.095175853,0.121414623
0.775,3.773843045,-1.091829887,0.1206648392
0.776,3.783588271,-1.088507181,0.1199227746
0.777,3.793346064,-1.085207269,0.1191882304
0.778,3.803116424,-1.081929542,0.1184609482
0.779,3.81289935,-1.078673247,0.11774061
0.78,3.822694842,-1.075437491,0.117026838
0.781,3.8325029,-1.072221237,0.1163191947
0.782,3.842323525,-1.069026861,0.1156186652
0.783,3.852156717,-1.06585515,0.1149256035
0.784,3.862002474,-1.062703432,0.1142388926
0.785,3.871860798,-1.059572033,0.1135586525
0.786,3.881731689,-1.056461161,0.1128849591
0.787,3.891615145,-1.053370911,0.1122178439
0.788,3.901511169,-1.050301265,0.1115572943
0.789,3.911419758,-1.047252087,0.1109032534
0.79,3.921340914,-1.04422313,0.1102556203
0.791,3.931274636,-1.041214032,0.1096142496
0.792,3.941220925,-1.038224316,0.1089789519
0.793,3.95117978,-1.035253391,0.1083494934
0.794,3.961151201,-1.03230055,0.1077255964
0.795,3.971135189,-1.029364975,0.1071069386
0.796,3.981131743,-1.02644573,0.1064931537
0.797,3.991140863,-1.023548491,0.1058864275
0.798,4.00116255,-1.020668621,0.1052849955
0.799,4.011196804,-1.01780615,0.1046888536
0.8,4.021243623,-1.014961324,0.1040980837
0.801,4.031303009,-1.012134296,0.1035127349
0.802,4.041374961,-1.009325131,0.1029328236
0.803,4.05145948,-1.006533798,0.1023583338
0.804,4.061556565,-1.003760179,0.1017892164
0.805,4.071666217,-1.00100406,0.1012253901
0.806,4.081788434,-0.9982651389,0.1006667407
0.807,4.091923219,-0.9955430199,0.1001131212
0.808,4.102070569,-0.9928372163,0.09956435227
0.809,4.112230486,-0.9901471496,0.09902022164
0.81,4.122402969,-0.9874721499,0.0984804845
0.811,4.132588019,-0.9848114556,0.09794486335
0.812,4.142785635,-0.9821680503,0.09741441079
0.813,4.152995818,-0.9795413945,0.09688895425
0.814,4.163218566,-0.976929656,0.09636783557
0.815,4.173453881,-0.9743330803,0.09585112895
0.816,4.183701763,-0.9717518396,0.09533888453
0.817,4.193962211,-0.9691860325,0.09483112843
0.818,4.204235225,-0.9666356847,0.09432786271
0.819,4.214520806,-0.9641007481,0.09382906541
0.82,4.224818953,-0.9615811017,0.09333469052
0.821,4.235129666,-0.9590765511,0.09284466799
0.822,4.245452946,-0.9565868283,0.09235890374
0.823,4.255788792,-0.9541115924,0.09187727965
0.824,4.266137204,-0.9516504288,0.09139965356
0.825,4.276498183,-0.9492028498,0.09092585925
0.826,4.286871729,-0.9467682944,0.0904557065
0.827,4.29725784,-0.9443461282,0.08998898102
0.828,4.307656518,-0.9419381701,0.0895262682
0.829,4.318067762,-0.939545621,0.08906797387
0.83,4.328491573,-0.9371658842,0.08861324768
0.831,4.33892795,-0.9347991864,0.08816215151
0.832,4.349376894,-0.9324456959,0.0877147296
0.833,4.359838404,-0.9301055221,0.0872710086
0.834,4.37031248,-0.927778716,0.08683099755
0.835,4.380799122,-0.92546527,0.08639468787
0.836,4.391298331,-0.9231651177,0.08596205335
0.837,4.401810106,-0.9208781343,0.08553305021
0.838,4.412334448,-0.9186041362,0.08510761701
0.839,4.422871356,-0.9163428815,0.08468567472
0.84,4.433420831,-0.9140940693,0.08426712672
0.841,4.443982871,-0.9118573404,0.08385185873
0.842,4.454557479,-0.9096322769,0.08343973889
0.843,4.465144652,-0.9074184022,0.08303061772
0.844,4.475744392,-0.9052151812,0.08262432813
0.845,4.486356698,-0.9030240196,0.08222128218
0.846,4.496981571,-0.9008466476,0.08182200764
0.847,4.50761901,-0.8986802913,0.08142567417
0.848,4.518269015,-0.8965251525,0.08103233108
0.849,4.528931587,-0.8943813864,0.08064201484
0.85,4.539606725,-0.8922491012,0.08025474912
0.851,4.55029443,-0.8901283584,0.07987054471
0.852,4.5609947,-0.8880191726,0.07948939959
0.853,4.571707538,-0.8859215118,0.07911129891
0.854,4.582432941,-0.8838352971,0.07873621496
0.855,4.593170911,-0.8817604027,0.07836410723
0.856,4.603921448,-0.8796966561,0.07799492234
0.857,4.61468455,-0.8776438381,0.07762859409
0.858,4.625460219,-0.8756016827,0.07726504344
0.859,4.636248455,-0.8735698768,0.07690417854
0.86,4.647049257,-0.8715480609,0.07654589466
0.861,4.657862625,-0.8695358285,0.07619007427
0.862,4.668688559,-0.8675327264,0.07583658699
0.863,4.67952706,-0.8655399966,0.07548576378
0.864,4.690378128,-0.863559488,0.07513811719
0.865,4.701241761,-0.861588448,0.07479289629
0.866,4.712117961,-0.8596270539,0.07445013953
0.867,4.723006728,-0.8576754458,0.07410987607
0.868,4.733908061,-0.8557337262,0.07377212578
0.869,4.74482196,-0.8538019604,0.07343689925
0.87,4.755748425,-0.8518801765,0.07310419775
0.871,4.766687457,-0.8499683651,0.07277401328
0.872,4.777639056,-0.8480664797,0.07244632853
0.873,4.78860322,-0.8461744363,0.0721211169
0.874,4.799579951,-0.8442921137,0.0717983425
0.875,4.810569249,-0.8424193532,0.07147796015
0.876,4.821571112,-0.840555959,0.07115991537
0.877,4.832585542,-0.8387016979,0.07084414437
0.878,4.843612539,-0.8368562994,0.0705305741
0.879,4.854652102,-0.8350194556,0.07021912219
0.88,4.865704231,-0.8331908214,0.06990969699
0.881,4.876768927,-0.8313700143,0.06960219755
0.882,4.887846189,-0.8295579655,0.06929684695
0.883,4.898936017,-0.8277569082,0.06899420385
0.884,4.910038412,-0.8259639744,0.0686935598
0.885,4.921153373,-0.8241793205,0.06839494463
0.886,4.9322809,-0.8224030729,0.06809838152
0.887,4.943420994,-0.8206353285,0.06780388697
0.888,4.954573654,-0.8188761543,0.06751147078
0.889,4.965738881,-0.8171255877,0.0672211361
0.89,4.976916674,-0.8153836364,0.0669328794
0.891,4.988107033,-0.8136502782,0.06664669044
0.892,4.999309959,-0.8119254614,0.06636255235
0.893,5.010525451,-0.8102091044,0.06608044154
0.894,5.021753509,-0.8085010962,0.06580032778
0.895,5.032994134,-0.8068012956,0.06552217413
0.896,5.044247325,-0.8051095321,0.06524593699
0.897,5.055513083,-0.8034256052,0.06497156608
0.898,5.066791407,-0.8017492849,0.06469900445
0.899,5.078082297,-0.8000803114,0.06442818846
0.9,5.089385754,-0.7984183951,0.0641590478
0.901,5.100701777,-0.7967632167,0.06389150547
0.902,5.112030366,-0.795114919,0.06362558692
0.903,5.123371522,-0.7934769835,0.06336206984
0.904,5.134725244,-0.7918459907,0.06310019691
0.905,5.146091532,-0.7902220804,0.06283999151
0.906,5.157470387,-0.7886053691,0.06258147221
0.907,5.168861809,-0.7869959495,0.06232465288
0.908,5.180265796,-0.7853938905,0.06206954261
0.909,5.19168235,-0.7837992376,0.06181614575
0.91,5.203111471,-0.7822120126,0.06156446189
0.911,5.214553157,-0.7806322137,0.06131448588
0.912,5.22600741,-0.7790598154,0.0610662078
0.913,5.23747423,-0.7774947685,0.06081961299
0.914,5.248953616,-0.7759370003,0.06057468205
0.915,5.260445568,-0.7743864145,0.06033139081
0.916,5.271950086,-0.772842891,0.06008971036
0.917,5.283467171,-0.7713062861,0.05984960701
0.918,5.294996823,-0.7697764327,0.05961104237
0.919,5.30653904,-0.7682531398,0.05937397325
0.92,5.318093825,-0.7667361928,0.05913835173
0.921,5.329661175,-0.7652253535,0.05890412514
0.922,5.341241092,-0.7637203602,0.05867123605
0.923,5.352833575,-0.7622209274,0.05843962229
0.924,5.364438624,-0.7607298899,0.05820984425
0.925,5.37605624,-0.7592458358,0.05798162915
0.926,5.387686423,-0.757767805,0.0577547808
0.927,5.399329171,-0.7562959072,0.05752931443
0.928,5.410984486,-0.7548302333,0.05730524191
0.929,5.422652368,-0.7533708554,0.05708257178
0.93,5.434332816,-0.751917827,0.05686130923
0.931,5.44602583,-0.7504711827,0.05664145613
0.932,5.45773141,-0.7490309383,0.05642301097
0.933,5.469449557,-0.7475970909,0.05620596895
0.934,5.48118027,-0.7461696188,0.05599032188
0.935,5.49292355,-0.7447484815,0.05577605827
0.936,5.504679396,-0.74333362,0.05556316325
0.937,5.516447808,-0.7419249562,0.05535161865
0.938,5.528228787,-0.7405223933,0.05514140292
0.939,5.540022332,-0.7391258159,0.05493249119
0.94,5.551828444,-0.7377350897,0.05472485526
0.941,5.563647121,-0.7363500617,0.05451846355
0.942,5.575478366,-0.7349705601,0.05431328119
0.943,5.587322176,-0.7335963943,0.05410926993
0.944,5.599178553,-0.7322273551,0.0539063882
0.945,5.611047497,-0.7308632142,0.05370459106
0.946,5.622929006,-0.7295038036,0.05350384404
0.947,5.634823082,-0.7281529225,0.05330481512
0.948,5.646729725,-0.7268071157,0.05310690237
0.949,5.658648934,-0.7254664895,0.05291011848
0.95,5.670580709,-0.7241311352,0.05271447381
0.951,5.68252505,-0.7228011293,0.05251997641
0.952,5.694481958,-0.7214765333,0.05232663202
0.953,5.706451433,-0.7201573941,0.05213444406
0.954,5.718433473,-0.7188437433,0.05194341365
0.955,5.73042808,-0.7175355981,0.0517535396
0.956,5.742435254,-0.7162329604,0.05156481837
0.957,5.754454993,-0.7149358177,0.05137724415
0.958,5.7664873,-0.7136441421,0.05119080879
0.959,5.778532172,-0.7123578913,0.05100550184
0.96,5.790589611,-0.7110770078,0.05082131054
0.961,5.802659616,-0.7098014193,0.0506382198
0.962,5.814742188,-0.7085310389,0.05045621222
0.963,5.826837326,-0.7072657643,0.0502752681
0.964,5.83894503,-0.7060054789,0.05009536543
0.965,5.851065301,-0.7047500508,0.04991647986
0.966,5.863198138,-0.7034993335,0.04973858474
0.967,5.875343542,-0.7022531654,0.04956165112
0.968,5.887501511,-0.7010113702,0.04938564773
0.969,5.899672048,-0.6997737567,0.04921054097
0.97,5.91185515,-0.6985401188,0.04903629494
0.971,5.924050819,-0.6973136703,0.04886340024
0.972,5.936259055,-0.6960920099,0.0486914956
0.973,5.948479856,-0.6948747579,0.04852051823
0.974,5.960713224,-0.6936619962,0.04835047562
0.975,5.972959159,-0.6924537946,0.04818137371
0.976,5.98521766,-0.6912502114,0.04801321688
0.977,5.997488727,-0.690051293,0.04784600791
0.978,6.00977236,-0.688857074,0.04767974804
0.979,6.02206856,-0.6876675774,0.04751443693
0.98,6.034377327,-0.6864828143,0.04735007265
0.981,6.046698659,-0.685302784,0.04718665174
0.982,6.059032558,-0.6841274743,0.04702416913
0.983,6.071379024,-0.6829568609,0.04686261822
0.984,6.083738055,-0.6817909079,0.0467019908
0.985,6.096109654,-0.6806295677,0.04654227712
0.986,6.108493818,-0.6794727808,0.04638346584
0.987,6.120890549,-0.6783204761,0.04622554407
0.988,6.133299846,-0.6771725706,0.04606849735
0.989,6.14572171,-0.6760289695,0.04591230962
0.99,6.15815614,-0.6748895664,0.04575696327
0.991,6.170603136,-0.673754243,0.04560243915
0.992,6.183062699,-0.6726228693,0.04544871648
0.993,6.195534828,-0.6714953037,0.04529577296
0.994,6.208019524,-0.6703713924,0.04514358469
0.995,6.220516786,-0.6692509703,0.04499212623
0.996,6.233026614,-0.6681343478,0.04484143132
0.997,6.245549008,-0.6670238525,0.0446918152
0.998,6.258083969,-0.6659170919,0.0445429686
0.999,6.270631497,-0.6648147171,0.04439495105
1,6.28319159,-0.6637162659,0.04424771419
