time,coupling.w_ref,coupling.w_sim,coupling.w_relerr,coupling.tau_ref,coupling.tau_sim,coupling.tau_relerr,multiSensor.i_ref,multiSensor.i_sim,multiSensor.i_relerr
0.13860001,4.2887252e-05,38.10953389,0.440306,-0.00033777687,-315.0921356,4.95002,0.00024999975,233.5598238,6.30223
0.13869999,4.2875145e-05,38.09544569,0.440144,-0.00033776477,-315.1027436,4.95018,0.00024999975,233.6502837,6.30467
0.1388,4.2863037e-05,38.08142124,0.439982,-0.00033775254,-315.1133194,4.95035,0.00024999975,233.7407753,6.30711
0.1389,4.2850941e-05,38.0674662,0.43982,-0.00033774017,-315.123859,4.95052,0.00024999975,233.8312611,6.30955
0.139,4.2838845e-05,38.05357917,0.43966,-0.00033772769,-315.1343635,4.95068,0.00024999975,233.9217485,6.31199
0.1391,4.2826756e-05,38.03976019,0.4395,-0.00033771506,-315.144833,4.95085,0.00024999975,234.0122362,6.31443
0.1392,4.2814674e-05,38.02600927,0.439341,-0.00033770231,-315.1552676,4.95101,0.00024999975,234.1027226,6.31688
0.1393,4.2802596e-05,38.01232643,0.439183,-0.00033768942,-315.1656674,4.95117,0.00024999975,234.1932063,6.31932
0.13940001,4.2790522e-05,37.99871033,0.439026,-0.00033767641,-315.1760336,4.95134,0.00024999975,234.2836947,6.32176
0.13950001,4.2778454e-05,37.98516371,0.438869,-0.00033766325,-315.1863643,4.9515,0.00024999975,234.3741685,6.3242
0.13959999,4.2766391e-05,37.9716879,0.438714,-0.00033764995,-315.1966585,4.95166,0.00024999975,234.464617,6.32664
0.1397,4.2754335e-05,37.95827619,0.438559,-0.00033763653,-315.2069215,4.95182,0.00024999975,234.5550841,6.32908
0.1398,4.2742282e-05,37.94493399,0.438405,-0.00033762297,-315.2171493,4.95198,0.00024999975,234.6455321,6.33152
0.1399,4.2730237e-05,37.93165994,0.438251,-0.00033760929,-315.227343,4.95214,0.00024999975,234.7359685,6.33396
0.14,4.2718195e-05,37.91845407,0.438099,-0.00033759547,-315.2375027,4.9523,0.00024999975,234.8263921,6.3364
0.1401,4.2706157e-05,37.90531639,0.437947,-0.00033758153,-315.2476287,4.95246,0.00024999975,234.9168013,6.33884
0.1402,4.2694126e-05,37.8922469,0.437796,-0.00033756744,-315.2577208,4.95262,0.00024999975,235.0071946,6.34128
0.14030001,4.2682103e-05,37.87924431,0.437646,-0.00033755324,-315.2677804,4.95278,0.00024999975,235.0975798,6.34372
0.14040001,4.2670079e-05,37.86631124,0.437496,-0.00033753889,-315.2778054,4.95293,0.00024999975,235.1879373,6.34616
0.14049999,4.2658066e-05,37.85344893,0.437348,-0.0003375244,-315.287795,4.95309,0.00024999975,235.2782567,6.3486
0.1406,4.2646054e-05,37.84065099,0.4372,-0.00033750979,-315.2977544,4.95325,0.00024999975,235.3685817,6.35103
0.1407,4.2634048e-05,37.82792254,0.437053,-0.00033749503,-315.3076795,4.9534,0.00024999975,235.4588747,6.35347
0.1408,4.262205e-05,37.81526232,0.436906,-0.00033748016,-315.3175716,4.95356,0.00024999975,235.5491435,6.35591
0.1409,4.2610056e-05,37.8026703,0.436761,-0.00033746517,-315.3274308,4.95371,0.00024999975,235.6393866,6.35834
0.141,4.2598065e-05,37.79014651,0.436616,-0.00033745001,-315.3372571,4.95387,0.00024999975,235.7296026,6.36077
0.1411,4.2586082e-05,37.77769093,0.436472,-0.00033743473,-315.3470506,4.95402,0.00024999975,235.8197901,6.36321
0.14120001,4.2574102e-05,37.76530232,0.436329,-0.00033741933,-315.3568125,4.95418,0.00024999975,235.9099568,6.36564
0.14129999,4.2562129e-05,37.75298562,0.436187,-0.00033740379,-315.366539,4.95433,0.00024999975,236.0000652,6.36807
0.14139999,4.255016e-05,37.74073465,0.436045,-0.0003373881,-315.376235,4.95448,0.00024999975,236.0901591,6.3705
0.1415,4.2538199e-05,37.72855066,0.435905,-0.0003373723,-315.3858996,4.95463,0.00024999975,236.180228,6.37293
0.1416,4.2526241e-05,37.71643608,0.435765,-0.00033735638,-315.3955311,4.95478,0.00024999975,236.2702525,6.37536
0.1417,4.2514286e-05,37.70438967,0.435625,-0.00033734032,-315.4051305,4.95494,0.00024999975,236.3602403,6.37779
0.1418,4.2502339e-05,37.69241143,0.435487,-0.00033732411,-315.4146979,4.95509,0.00024999975,236.4501901,6.38022
0.1419,4.2490396e-05,37.68050135,0.435349,-0.00033730778,-315.4242335,4.95524,0.00024999975,236.5401004,6.38264
0.142,4.2478459e-05,37.66865941,0.435213,-0.00033729131,-315.4337372,4.95538,0.00024999975,236.62997,6.38507
0.14210001,4.2466527e-05,37.65688443,0.435077,-0.00033727469,-315.4432103,4.95553,0.00024999975,236.7198065,6.38749
0.14219999,4.2454601e-05,37.64518107,0.434941,-0.00033725795,-315.4526489,4.95568,0.00024999975,236.8095726,6.38992
0.14229999,4.244268e-05,37.63354347,0.434807,-0.0003372411,-315.462058,4.95583,0.00024999975,236.899312,6.39234
0.1424,4.2430762e-05,37.6219728,0.434673,-0.0003372241,-315.4714367,4.95598,0.00024999975,236.9890142,6.39476
0.1425,4.2418851e-05,37.61047135,0.43454,-0.00033720696,-315.4807832,4.95612,0.00024999975,237.07866,6.39718
0.1426,4.2406948e-05,37.59903795,0.434408,-0.0003371897,-315.4900985,4.95627,0.00024999975,237.1682571,6.39959
0.1427,4.2395044e-05,37.58767257,0.434277,-0.00033717233,-315.4993829,4.95642,0.00024999975,237.2578042,6.40201
0.1428,4.2383152e-05,37.5763752,0.434146,-0.00033715478,-315.5086362,4.95656,0.00024999975,237.3473,6.40443
0.1429,4.2371259e-05,37.56514581,0.434017,-0.00033713711,-315.5178588,4.95671,0.00024999975,237.436743,6.40684
0.14300001,4.2359374e-05,37.55398326,0.433888,-0.00033711933,-315.5270515,4.95685,0.00024999975,237.5261411,6.40925
0.14309999,4.2347496e-05,37.54289197,0.43376,-0.0003371014,-315.5362109,4.95699,0.00024999975,237.6154572,6.41166
0.1432,4.2335621e-05,37.53186527,0.433632,-0.00033708336,-315.5453425,4.95714,0.00024999975,237.7047435,6.41407
0.1433,4.2323751e-05,37.52090755,0.433506,-0.00033706517,-315.5544427,4.95728,0.00024999975,237.7939631,6.41648
0.1434,4.2311887e-05,37.51001769,0.43338,-0.00033704683,-315.5635126,4.95742,0.00024999975,237.8831236,6.41888
0.1435,4.2300031e-05,37.49919564,0.433255,-0.00033702838,-315.5725523,4.95757,0.00024999975,237.9722237,6.42129
0.1436,4.2288175e-05,37.48844139,0.43313,-0.00033700978,-315.5815619,4.95771,0.00024999975,238.0612622,6.42369
0.1437,4.2276326e-05,37.47775489,0.433007,-0.00033699107,-315.5905415,4.95785,0.00024999975,238.1502378,6.42609
0.14380001,4.2264484e-05,37.46713507,0.432884,-0.00033697221,-315.599492,4.95799,0.00024999975,238.2391582,6.42849
0.14390001,4.2252646e-05,37.456584,0.432762,-0.00033695324,-315.6084119,4.95813,0.00024999975,238.3280043,6.43089
0.14399999,4.2240812e-05,37.44610268,0.432641,-0.00033693411,-315.6173002,4.95827,0.00024999975,238.4167659,6.43328
0.1441,4.2228985e-05,37.43568584,0.432521,-0.00033691488,-315.6261616,4.95841,0.00024999975,238.5054863,6.43568
0.1442,4.2217165e-05,37.42533763,0.432401,-0.00033689549,-315.6349926,4.95855,0.00024999975,238.5941287,6.43807
0.1443,4.2205349e-05,37.41505696,0.432283,-0.00033687596,-315.6437941,4.95868,0.00024999975,238.6827006,6.44046
0.1444,4.2193537e-05,37.4048438,0.432165,-0.00033685632,-315.6525664,4.95882,0.00024999975,238.771201,6.44285
0.1445,4.2181728e-05,37.39469811,0.432047,-0.00033683653,-315.6613094,4.95896,0.00024999975,238.8596286,6.44523
0.1446,4.2169926e-05,37.38461984,0.431931,-0.00033681662,-315.6700232,4.9591,0.00024999975,238.9479821,6.44762
0.14470001,4.2158132e-05,37.37460795,0.431815,-0.00033679657,-315.6787089,4.95923,0.00024999975,239.0362691,6.45
0.14480001,4.2146341e-05,37.3646644,0.4317,-0.0003367764,-315.6873648,4.95937,0.00024999975,239.1244709,6.45238
0.14489999,4.2134554e-05,37.35479012,0.431586,-0.00033675609,-315.6959902,4.9595,0.00024999975,239.2125773,6.45476
0.145,4.2122774e-05,37.34498011,0.431473,-0.00033673565,-315.7045893,4.95964,0.00024999975,239.3006313,6.45713
0.1451,4.2110998e-05,37.33523829,0.43136,-0.00033671508,-315.713159,4.95977,0.00024999975,239.3885964,6.45951
0.1452,4.2099229e-05,37.32556362,0.431249,-0.00033669436,-315.7217001,4.95991,0.00024999975,239.4764802,6.46188
0.1453,4.2087464e-05,37.31595605,0.431138,-0.00033667352,-315.7302128,4.96004,0.00024999975,239.5642815,6.46425
0.1454,4.2075706e-05,37.30641552,0.431027,-0.00033665256,-315.7386971,4.96018,0.00024999975,239.6519992,6.46661
0.1455,4.2063952e-05,37.29694199,0.430918,-0.00033663143,-315.7471531,4.96031,0.00024999975,239.7396321,6.46898
0.14560001,4.2052201e-05,37.28753447,0.430809,-0.00033661022,-315.7555818,4.96044,0.00024999975,239.8271877,6.47134
0.14569999,4.2040458e-05,37.27819664,0.430701,-0.00033658883,-315.7639799,4.96057,0.00024999975,239.9146299,6.4737
0.14579999,4.2028718e-05,37.26892376,0.430594,-0.00033656735,-315.7723517,4.9607,0.00024999975,240.0020013,6.47606
0.1459,4.2016985e-05,37.25971675,0.430488,-0.00033654569,-315.7806964,4.96084,0.00024999975,240.0892919,6.47841
0.146,4.2005257e-05,37.25057738,0.430382,-0.00033652392,-315.7890125,4.96097,0.00024999975,240.1764831,6.48077
0.1461,4.1993535e-05,37.24150466,0.430277,-0.00033650204,-315.7973009,4.9611,0.00024999975,240.2635826,6.48312
0.1462,4.1981817e-05,37.23249855,0.430173,-0.00033648001,-315.8055616,4.96123,0.00024999975,240.3505891,6.48546
0.1463,4.1970106e-05,37.22355897,0.43007,-0.00033645783,-315.8137949,4.96136,0.00024999975,240.4375015,6.48781
0.1464,4.1958399e-05,37.21468587,0.429968,-0.00033643554,-315.8220007,4.96148,0.00024999975,240.5243187,6.49015
0.14650001,4.1946696e-05,37.20587831,0.429866,-0.0003364131,-315.8301799,4.96161,0.00024999975,240.6110482,6.49249
0.14659999,4.1935e-05,37.19713972,0.429765,-0.00033639054,-315.8383295,4.96174,0.00024999975,240.6976543,6.49483
0.14669999,4.1923307e-05,37.18846566,0.429665,-0.00033636784,-315.8464536,4.96187,0.00024999975,240.7841791,6.49716
0.1468,4.1911622e-05,37.17985689,0.429565,-0.00033634502,-315.8545513,4.962,0.00024999975,240.8706129,6.4995
0.1469,4.1899941e-05,37.171315,0.429466,-0.00033632206,-315.8626212,4.96212,0.00024999975,240.9569375,6.50183
0.147,4.1888263e-05,37.16283925,0.429368,-0.00033629895,-315.8706643,4.96225,0.00024999975,241.0431602,6.50415
0.1471,4.1876592e-05,37.15442957,0.429271,-0.00033627573,-315.8786806,4.96237,0.00024999975,241.12928,6.50648
0.1472,4.1864929e-05,37.14608588,0.429175,-0.00033625239,-315.8866701,4.9625,0.00024999975,241.2152958,6.5088
0.1473,4.1853269e-05,37.13780811,0.429079,-0.0003362289,-315.8946331,4.96263,0.00024999975,241.3012064,6.51112
0.14740001,4.1841613e-05,37.12959537,0.428984,-0.00033620527,-315.9025703,4.96275,0.00024999975,241.3870194,6.51343
0.14749999,4.1829964e-05,37.12145085,0.42889,-0.00033618152,-315.9104786,4.96287,0.00024999975,241.4726993,6.51574
0.1476,4.1818319e-05,37.11336959,0.428797,-0.00033615762,-315.9183631,4.963,0.00024999975,241.5582967,6.51805
0.1477,4.1806677e-05,37.10535477,0.428704,-0.00033613361,-315.9262204,4.96312,0.00024999975,241.643776,6.52036
0.1478,4.1795043e-05,37.09740548,0.428612,-0.00033610946,-315.9340516,4.96324,0.00024999975,241.7291449,6.52266
0.1479,4.1783416e-05,37.08952167,0.428521,-0.00033608516,-315.9418566,4.96337,0.00024999975,241.8144023,6.52496
0.148,4.1771793e-05,37.08170324,0.428431,-0.00033606074,-315.9496357,4.96349,0.00024999975,241.899547,6.52726
0.1481,4.1760173e-05,37.07395012,0.428341,-0.0003360362,-315.9573889,4.96361,0.00024999975,241.9845782,6.52956
0.14820001,4.1748561e-05,37.06626146,0.428253,-0.00033601152,-315.9651169,4.96373,0.00024999975,242.0695031,6.53185
0.14830001,4.1736952e-05,37.05863873,0.428165,-0.0003359867,-315.9728185,4.96385,0.00024999975,242.1543039,6.53413
0.14839999,4.172535e-05,37.05108256,0.428077,-0.00033596175,-315.9804929,4.96397,0.00024999975,242.238971,6.53642
0.1485,4.1713753e-05,37.04358912,0.427991,-0.00033593667,-315.988144,4.96409,0.00024999975,242.3235458,6.5387
0.1486,4.1702158e-05,37.03616133,0.427905,-0.00033591146,-315.9957688,4.96421,0.00024999975,242.4079933,6.54098
0.1487,4.1690571e-05,37.02879836,0.42782,-0.00033588611,-316.0033682,4.96433,0.00024999975,242.4923211,6.54326
0.1488,4.1678992e-05,37.02150012,0.427736,-0.00033586062,-316.0109423,4.96445,0.00024999975,242.5765281,6.54553
0.1489,4.1667416e-05,37.01426653,0.427652,-0.00033583501,-316.0184912,4.96457,0.00024999975,242.6606132,6.5478
0.149,4.1655843e-05,37.0070975,0.427569,-0.00033580928,-316.0260149,4.96469,0.00024999975,242.7445756,6.55006
0.14910001,4.1644278e-05,36.99999224,0.427487,-0.00033578341,-316.0335142,4.96481,0.00024999975,242.8284226,6.55232
0.14920001,4.1632717e-05,36.99295208,0.427406,-0.00033575739,-316.0409879,4.96492,0.00024999975,242.9121364,6.55458
0.14929999,4.1621159e-05,36.98597761,0.427325,-0.00033573125,-316.0484351,4.96504,0.00024999975,242.9957077,6.55684
0.1494,4.1609608e-05,36.97906526,0.427245,-0.00033570497,-316.0558597,4.96516,0.00024999975,243.0791774,6.55909
0.1495,4.1598065e-05,36.97221772,0.427166,-0.00033567857,-316.0632589,4.96527,0.00024999975,243.1625111,6.56134
0.1496,4.1586525e-05,36.96543421,0.427088,-0.00033565203,-316.0706334,4.96539,0.00024999975,243.245716,6.56358
0.1497,4.1574989e-05,36.95871464,0.42701,-0.00033562537,-316.0779833,4.96551,0.00024999975,243.3287914,6.56583
0.1498,4.156354e-05,36.95205892,0.426933,-0.00033559924,-316.0853088,4.96562,0.00024999975,243.4117361,6.56806
0.1499,4.1552281e-05,36.94546695,0.426857,-0.00033557447,-316.0926098,4.96574,0.00024999975,243.4945493,6.5703
0.15000001,4.1541032e-05,36.93893799,0.426782,-0.00033554962,-316.0998872,4.96585,0.00024999975,243.5772383,6.57253
0.15009999,4.1529798e-05,36.93247453,0.426707,-0.0003355247,-316.1071382,4.96596,0.00024999975,243.6597691,6.57476
0.15019999,4.1518571e-05,36.92607325,0.426633,-0.0003354997,-316.1143665,4.96608,0.00024999975,243.742182,6.57698
0.1503,4.1507355e-05,36.91973471,0.42656,-0.00033547461,-316.1215713,4.96619,0.00024999975,243.8244678,6.5792
0.1504,4.1496154e-05,36.91346009,0.426487,-0.00033544944,-316.1287515,4.9663,0.00024999975,243.9066092,6.58142
0.1505,4.1484964e-05,36.90724865,0.426415,-0.00033542418,-316.1359078,4.96642,0.00024999975,243.9886135,6.58363
0.1506,4.1473781e-05,36.90110028,0.426344,-0.00033539886,-316.1430401,4.96653,0.00024999975,244.0704797,6.58584
0.1507,4.1462612e-05,36.8950149,0.426274,-0.00033537342,-316.1501488,4.96664,0.00024999975,244.1522069,6.58805
0.1508,4.1451458e-05,36.88899241,0.426205,-0.00033534796,-316.1572337,4.96675,0.00024999975,244.2337942,6.59025
0.15090001,4.1440311e-05,36.8830321,0.426136,-0.00033532237,-316.1642957,4.96686,0.00024999975,244.3152489,6.59244
0.15099999,4.1429179e-05,36.87713625,0.426068,-0.0003352967,-316.1713321,4.96697,0.00024999975,244.3965376,6.59464
0.15109999,4.1418058e-05,36.87130179,0.426,-0.00033527098,-316.1783464,4.96708,0.00024999975,244.4776999,6.59683
0.1512,4.1406947e-05,36.86552923,0.425933,-0.00033524519,-316.1853381,4.96719,0.00024999975,244.5587269,6.59901
0.1513,4.1395848e-05,36.85981963,0.425867,-0.00033521929,-316.1923057,4.9673,0.00024999975,244.6396015,6.6012
0.1514,4.1384763e-05,36.8541723,0.425802,-0.00033519333,-316.1992501,4.96741,0.00024999975,244.7203309,6.60338
0.1515,4.1373689e-05,36.84858713,0.425738,-0.00033516728,-316.2061714,4.96752,0.00024999975,244.8009142,6.60555
0.1516,4.1362626e-05,36.84306402,0.425674,-0.00033514117,-316.2130696,4.96763,0.00024999975,244.8813505,6.60772
0.1517,4.1351577e-05,36.83760286,0.425611,-0.00033511498,-316.2199449,4.96774,0.00024999975,244.9616391,6.60989
0.15180001,4.134054e-05,36.83220301,0.425548,-0.0003350887,-316.2267979,4.96784,0.00024999975,245.041787,6.61205
0.15189999,4.1329513e-05,36.8268665,0.425487,-0.00033506236,-316.233626,4.96795,0.00024999975,245.1217614,6.61421
0.152,4.1318501e-05,36.82159001,0.425426,-0.00033503593,-316.2404334,4.96806,0.00024999975,245.2016095,6.61636
0.1521,4.1307499e-05,36.81637558,0.425366,-0.00033500942,-316.2472174,4.96816,0.00024999975,245.2812984,6.61851
0.1522,4.1296509e-05,36.81122256,0.425306,-0.00033498285,-316.2539789,4.96827,0.00024999975,245.3608353,6.62066
0.1523,4.1285533e-05,36.80613083,0.425247,-0.00033495622,-316.2607178,4.96838,0.00024999975,245.4402193,6.6228
0.1524,4.1274569e-05,36.80110029,0.425189,-0.0003349295,-316.2674342,4.96848,0.00024999975,245.5194497,6.62494
0.1525,4.1263618e-05,36.79613082,0.425132,-0.0003349027,-316.2741283,4.96859,0.00024999975,245.5985256,6.62707
0.15260001,4.1252675e-05,36.79122182,0.425075,-0.00033487583,-316.2808007,4.96869,0.00024999975,245.6774541,6.6292
0.15270001,4.124175e-05,36.78637416,0.425019,-0.00033484888,-316.2874502,4.9688,0.00024999975,245.7562186,6.63133
0.15279999,4.1230836e-05,36.78158818,0.424964,-0.00033482187,-316.2940762,4.9689,0.00024999975,245.8348105,6.63345
0.1529,4.1219933e-05,36.77686138,0.424909,-0.00033479481,-316.3006822,4.969,0.00024999975,245.9132682,6.63556
0.153,4.1209045e-05,36.77219555,0.424855,-0.00033476762,-316.3072654,4.96911,0.00024999975,245.9915596,6.63768
0.1531,4.1198167e-05,36.76759011,0.424802,-0.00033474041,-316.3138267,4.96921,0.00024999975,246.0696917,6.63979
0.1532,4.1187304e-05,36.76304493,0.424749,-0.00033471311,-316.3203662,4.96931,0.00024999975,246.1476638,6.64189
0.1533,4.1176452e-05,36.7585599,0.424698,-0.00033468576,-316.3268839,4.96942,0.00024999975,246.225475,6.64399
0.1534,4.1165615e-05,36.75413488,0.424646,-0.00033465831,-316.3333798,4.96952,0.00024999975,246.3031246,6.64608
0.15350001,4.1154788e-05,36.74976935,0.424596,-0.00033463081,-316.3398548,4.96962,0.00024999975,246.3806195,6.64818
0.15360001,4.1143976e-05,36.74546403,0.424546,-0.00033460322,-316.3463075,4.96972,0.00024999975,246.4579436,6.65026
0.15369999,4.1133175e-05,36.74121922,0.424497,-0.00033457557,-316.3527374,4.96982,0.00024999975,246.5350883,6.65234
0.1538,4.1122388e-05,36.73703268,0.424449,-0.00033454786,-316.3591478,4.96992,0.00024999975,246.6120915,6.65442
0.1539,4.1111616e-05,36.73290597,0.424401,-0.00033452007,-316.3655363,4.97002,0.00024999975,246.6889216,6.65649
0.154,4.1100855e-05,36.72883856,0.424354,-0.00033449222,-316.3719034,4.97012,0.00024999975,246.7655856,6.65856
0.1541,4.1090108e-05,36.72483032,0.424308,-0.0003344643,-316.3782493,4.97022,0.00024999975,246.8420827,6.66063
0.1542,4.1079373e-05,36.72088112,0.424262,-0.00033443634,-316.3845741,4.97032,0.00024999975,246.9184122,6.66269
0.1543,4.1068655e-05,36.71699084,0.424217,-0.00033440828,-316.3908778,4.97042,0.00024999975,246.9945734,6.66474
0.15440001,4.1057945e-05,36.71315896,0.424173,-0.00033438017,-316.3971611,4.97052,0.00024999975,247.0705731,6.66679
0.15449999,4.1047253e-05,36.70938688,0.424129,-0.00033435196,-316.4034216,4.97062,0.00024999975,247.1463803,6.66884
0.15459999,4.1036572e-05,36.70567258,0.424087,-0.0003343237,-316.4096624,4.97072,0.00024999975,247.2220322,6.67088
0.1547,4.1025902e-05,36.70201631,0.424044,-0.00033429542,-316.4158831,4.97081,0.00024999975,247.2975204,6.67292
0.1548,4.101525e-05,36.69841869,0.424003,-0.00033426701,-316.4220825,4.97091,0.00024999975,247.3728293,6.67495
0.1549,4.1004609e-05,36.69487921,0.423962,-0.00033423858,-316.4282612,4.97101,0.00024999975,247.4479655,6.67698
0.155,4.0993982e-05,36.69139774,0.423922,-0.00033421008,-316.4344192,4.9711,0.00024999975,247.5229285,6.679
0.1551,4.098337e-05,36.68797415,0.423882,-0.0003341815,-316.4405568,4.9712,0.00024999975,247.5977175,6.68102
0.1552,4.0972769e-05,36.68460831,0.423843,-0.00033415286,-316.4466739,4.9713,0.00024999975,247.6723319,6.68303
0.15530001,4.0962183e-05,36.68129975,0.423805,-0.00033412417,-316.4527712,4.97139,0.00024999975,247.7467784,6.68504
0.15539999,4.0951611e-05,36.67804965,0.423767,-0.00033409541,-316.4588464,4.97149,0.00024999975,247.8210267,6.68704
0.15549999,4.0941053e-05,36.67485611,0.42373,-0.00033406657,-316.4649026,4.97158,0.00024999975,247.8951135,6.68904
0.1556,4.0930507e-05,36.67171929,0.423694,-0.0003340377,-316.4709391,4.97168,0.00024999975,247.9690308,6.69104
0.1557,4.0919975e-05,36.66863993,0.423659,-0.00033400874,-316.4769549,4.97177,0.00024999975,248.0427627,6.69303
0.1558,4.0909461e-05,36.66561759,0.423624,-0.00033397973,-316.4829506,4.97187,0.00024999975,248.1163159,6.69501
0.1559,4.0898958e-05,36.66265211,0.423589,-0.00033395068,-316.4889264,4.97196,0.00024999975,248.1896898,6.69699
0.156,4.0888466e-05,36.65974335,0.423556,-0.00033392155,-316.4948823,4.97205,0.00024999975,248.2628837,6.69897
0.1561,4.0877992e-05,36.65689119,0.423523,-0.00033389236,-316.5008183,4.97215,0.00024999975,248.3358971,6.70094
0.15620001,4.0867533e-05,36.6540952,0.423491,-0.00033386311,-316.5067352,4.97224,0.00024999975,248.4087366,6.7029
0.15629999,4.0857085e-05,36.65135633,0.423459,-0.0003338338,-316.5126305,4.97233,0.00024999975,248.4813724,6.70486
0.1564,4.0846651e-05,36.64867281,0.423428,-0.00033380443,-316.518508,4.97243,0.00024999975,248.5538477,6.70682
0.1565,4.0836236e-05,36.64604558,0.423398,-0.00033377501,-316.5243653,4.97252,0.00024999975,248.6261326,6.70877
0.1566,4.0825831e-05,36.64347423,0.423368,-0.00033374553,-316.5302031,4.97261,0.00024999975,248.6982339,6.71071
0.1567,4.0815441e-05,36.64095862,0.423339,-0.00033371599,-316.5360214,4.9727,0.00024999975,248.770151,6.71265
0.1568,4.0805066e-05,36.63849859,0.42331,-0.00033368639,-316.5418204,4.97279,0.00024999975,248.8418833,6.71459
0.1569,4.0794705e-05,36.63609402,0.423283,-0.00033365673,-316.5476,4.97288,0.00024999975,248.9134301,6.71652
0.15700001,4.0784358e-05,36.63374453,0.423255,-0.00033362702,-316.5533609,4.97297,0.00024999975,248.9847981,6.71844
0.15710001,4.0774026e-05,36.63145043,0.423229,-0.00033359724,-316.5591021,4.97306,0.00024999975,249.0559724,6.72037
0.15719999,4.0763709e-05,36.62921179,0.423203,-0.00033356744,-316.564823,4.97315,0.00024999975,249.1269453,6.72228
0.1573,4.0753406e-05,36.62702735,0.423178,-0.00033353755,-316.5705265,4.97324,0.00024999975,249.1977519,6.72419
0.1574,4.0743118e-05,36.62489786,0.423153,-0.0003335076,-316.5762105,4.97333,0.00024999975,249.268363,6.7261
0.1575,4.0732844e-05,36.62282296,0.423129,-0.00033347763,-316.5818755,4.97342,0.00024999975,249.3387853,6.728
0.1576,4.0722585e-05,36.62080249,0.423106,-0.00033344759,-316.5875216,4.97351,0.00024999975,249.4090182,6.72989
0.1577,4.0712344e-05,36.6188363,0.423083,-0.0003334175,-316.5931489,4.9736,0.00024999975,249.4790612,6.73178
0.1578,4.0702114e-05,36.61692426,0.423061,-0.00033338735,-316.5987574,4.97369,0.00024999975,249.5489137,6.73367
0.15790001,4.0691899e-05,36.61506603,0.42304,-0.00033335714,-316.6043479,4.97377,0.00024999975,249.6185821,6.73555
0.15800001,4.0681702e-05,36.61326184,0.423019,-0.00033332687,-316.6099191,4.97386,0.00024999975,249.688052,6.73742
0.15809999,4.0671515e-05,36.6115117,0.422999,-0.00033329657,-316.6154706,4.97395,0.00024999975,249.7573159,6.73929
0.1582,4.0661347e-05,36.60981458,0.422979,-0.00033326622,-316.6210053,4.97404,0.00024999975,249.826408,6.74115
0.1583,4.0651194e-05,36.60817104,0.42296,-0.0003332358,-316.626521,4.97412,0.00024999975,249.8953,6.74301
0.1584,4.0641055e-05,36.60658075,0.422942,-0.00033320533,-316.6320183,4.97421,0.00024999975,249.9639983,6.74487
0.1585,4.063093e-05,36.60504357,0.422924,-0.00033317483,-316.6374973,4.9743,0.00024999975,250.0325025,6.74672
0.1586,4.0620824e-05,36.60355935,0.422907,-0.00033314424,-316.6429581,4.97438,0.00024999975,250.1008119,6.74856
0.1587,4.0610728e-05,36.60212793,0.42289,-0.00033311365,-316.6484006,4.97447,0.00024999975,250.1689262,6.7504
0.15880001,4.0600651e-05,36.60074903,0.422874,-0.00033308298,-316.6538255,4.97455,0.00024999975,250.2368516,6.75223
0.15889999,4.0590588e-05,36.59942304,0.422859,-0.00033305227,-316.6592307,4.97464,0.00024999975,250.3045605,6.75406
0.15899999,4.058054e-05,36.59814913,0.422844,-0.00033302151,-316.664619,4.97472,0.00024999975,250.3720862,6.75588
0.1591,4.057051e-05,36.59692731,0.42283,-0.00033299069,-316.6699899,4.97481,0.00024999975,250.4394216,6.7577
0.1592,4.0560491e-05,36.59575766,0.422817,-0.00033295984,-316.6753423,4.97489,0.00024999975,250.5065525,6.75951
0.1593,4.0550491e-05,36.59463991,0.422804,-0.00033292893,-316.6806769,4.97497,0.00024999975,250.5734853,6.76131
0.1594,4.0540504e-05,36.59357391,0.422791,-0.00033289797,-316.6859937,4.97506,0.00024999975,250.6402196,6.76311
0.1595,4.0530536e-05,36.5925595,0.42278,-0.00033286697,-316.6912928,4.97514,0.00024999975,250.7067548,6.76491
0.1596,4.0520583e-05,36.59159654,0.422769,-0.00033283592,-316.6965742,4.97522,0.00024999975,250.7730905,6.7667
0.15970001,4.0510644e-05,36.59068477,0.422758,-0.0003328048,-316.7018385,4.97531,0.00024999975,250.8392329,6.76848
0.15979999,4.0500719e-05,36.5898244,0.422748,-0.00033277366,-316.7070837,4.97539,0.00024999975,250.9051551,6.77026
0.15989999,4.0490813e-05,36.58901483,0.422739,-0.00033274249,-316.7123125,4.97547,0.00024999975,250.9708896,6.77204
0.16,4.0480925e-05,36.58825601,0.42273,-0.00033271126,-316.7175244,4.97555,0.00024999975,251.0364293,6.7738
0.1601,4.0471048e-05,36.58754794,0.422722,-0.00033267998,-316.7227184,4.97563,0.00024999975,251.1017608,6.77557
0.1602,4.0461189e-05,36.58689038,0.422714,-0.00033264866,-316.727895,4.97572,0.00024999975,251.1668901,6.77732
0.1603,4.0451345e-05,36.58628319,0.422707,-0.00033261729,-316.7330544,4.9758,0.00024999975,251.2318168,6.77908
0.1604,4.0441519e-05,36.58572619,0.422701,-0.00033258589,-316.7381967,4.97588,0.00024999975,251.2965404,6.78082
0.1605,4.0431707e-05,36.58521925,0.422695,-0.00033255442,-316.7433217,4.97596,0.00024999975,251.3610607,6.78256
