time,dcpm1.inertiaRotor.wˍt,dcdcInverter1.idealDcDc.powerMot.currentSensor.p.v,dcdcInverter1.gain.y,dcdcInverter1.iDCSensor.i,dcdcInverter2.iDCFilter.u,dcdcInverter2.iDCFilter.y,dcdcInverter2.vMotFilter.y,dcdcInverter2.idealDcDc.deadTime.y,dcdcInverter2.iMotFilter.y,dcdcInverter2.vDCFilter.y,dcdcInverter1.iDCFilter.y,dcdcInverter1.vMotFilter.y,dcdcInverter1.iMotFilter.y,coupling.flange_a.phi,dcpm1.inertiaRotor.w,switch.s,dcpm2.pin_an.i,dcdcInverter1.iMotFilter.u,coupling.w,multiSensor.i,multiSensor.v,coupling.tau
0.04207358512,904.8900796,-3.602041893e-14,-98.51288032,4.185848834e-14,298.5018397,297.4239367,49.99999995,50,586.0012547,98.51288032,-6.650675838e-14,3.521821535e-14,-145.9006405,0.5395948599,31.90933808,-588.0933464,588.0933464,-161.6739424,31.90933808,298.5018397,98.5074908,-238.6583404
0.04709755325,807.8492332,-4.91277741e-15,-98.51225849,9.918664977e-15,296.656158,297.5483014,50,50,586.2430183,98.51225849,2.135412836e-15,4.989688314e-17,-186.979974,0.710942192,36.22124224,-584.5118127,584.5118127,-203.8218302,36.22124224,296.656158,98.51671921,-250.9343921
0.05252022659,682.3262729,-9.620455086e-14,-98.53557564,2.222844347e-13,290.4311532,292.8848715,50,50,577.1911517,98.53557564,5.35194428e-14,-2.120258945e-14,-233.5126179,0.9186415638,40.26921728,-572.4272516,572.4272516,-250.8885707,40.26921728,290.4311532,98.54784423,-262.0695657
0.0582230782,537.3658329,-1.335460386e-13,-98.57881459,3.796724609e-13,280.7180192,284.2370821,50,50,560.3940205,98.57881459,1.183246597e-13,-3.612739455e-14,-283.0609101,1.158612217,43.7509682,-553.5557398,553.5557398,-300.3280568,43.7509682,280.7180192,98.5964099,-271.7996541
0.06438295393,377.1986356,-3.942574656e-16,-98.63812476,2.093097643e-14,268.2829534,272.3750472,50,50,537.329672,98.63812476,7.991367427e-14,-1.343127731e-14,-335.1629098,1.437292666,46.56690604,-529.3682907,529.3682907,-351.6176213,46.56690604,268.2829534,98.65858523,-280.4265254
0.07121099139,207.6927917,2.845703548e-13,-98.70926709,-1.108687601e-12,253.9916507,258.146582,50,50,509.6274149,98.70926709,-3.590743839e-13,8.358006892e-14,-388.7990584,1.762702181,48.55566547,-501.5320845,501.5320845,-403.6591622,48.55566547,253.9916507,98.73004175,-288.1313227
0.07885119097,40.95121554,-6.312198915e-14,-98.78497516,2.565485816e-13,239.3092303,243.0049679,50,50,480.1032843,98.78497516,-6.350595104e-14,3.503231696e-15,-441.1377852,2.1380452,49.48656831,-472.8915346,472.8915346,-453.5937289,49.48656831,239.3092303,98.80345385,-294.9094188
0.08649139054,-92.06743302,-7.674945847e-14,-98.84816631,3.699603944e-13,227.4893715,230.3667377,50,50,455.4256058,98.84816631,1.317174698e-13,-2.589257947e-14,-483.5018714,2.515944007,49.26775831,-449.8035753,449.8035753,-493.189331,49.26775831,227.4893715,98.86255314,-300.1639647
0.09413159012,-186.7061257,2.376633334e-14,-98.89378962,-1.184409237e-13,219.3575997,221.2420769,50,50,437.5888724,98.89378962,4.635765228e-16,-3.887992349e-16,-515.049526,2.888656409,48.17787584,-433.9034076,433.9034076,-521.8865965,48.17787584,219.3575997,98.903212,-304.2374074
0.1018646358,-243.3440721,-6.835381144e-15,-98.92021955,3.668482062e-14,215.0991259,215.9560907,50,50,427.2483445,98.92021955,5.087588921e-15,-3.664156004e-16,-536.132213,3.254975735,46.49048786,-425.5714823,425.5714823,-540.2446747,46.49048786,215.0991259,98.92450437,-307.428831
0.1096259518,-264.2299428,-1.381782571e-15,-98.92754057,7.601692293e-15,214.5704488,214.4918853,50,50,424.3830878,98.92754057,3.688121659e-15,-8.174876252e-16,-547.3256173,3.60818008,44.49924576,-424.5368529,424.5368529,-549.05228,44.49924576,214.5704488,98.92714776,-309.9030461
0.1174588475,-255.1230624,2.507753637e-14,-98.91816119,-1.393089799e-13,217.2127262,216.3677623,50,50,428.0539816,98.91816119,-4.296976828e-14,7.526160482e-15,-550.1363074,3.948656713,42.44787764,-429.7073258,429.7073258,-549.9312366,42.44787764,217.2127262,98.91393637,-311.8286393
0.1253717042,-223.112375,-1.523043718e-14,-98.89562138,8.406083407e-14,222.2701564,220.8757232,50,50,436.8726837,98.89562138,2.479392741e-14,-4.425769103e-15,-546.3540013,4.276838165,40.54344427,-439.5999257,439.5999257,-544.7391554,40.54344427,222.2701564,98.88864922,-313.3248609
0.1334418292,-175.5976003,2.925055934e-14,-98.86387876,-1.598091905e-13,228.9364344,227.2242486,50,50,449.2851517,98.86387876,-4.008341609e-14,7.529051437e-15,-537.8767819,4.597249488,38.92743498,-452.6316973,452.6316973,-535.380117,38.92743498,228.9364344,98.85531783,-314.4939281
0.1416825795,-120.2418645,1.012746231e-14,-98.82729264,-5.433828759e-14,236.3445663,234.5414719,50,50,463.5816673,98.82729264,-1.83051543e-14,3.567414941e-15,-526.641949,4.912695996,37.70648267,-467.1032752,467.1032752,-523.7659189,37.70648267,236.3445663,98.81827717,-315.4034604
0.1501870795,-63.77746698,1.052919263e-13,-98.78980765,-5.502292978e-13,243.7315502,242.0384703,50,50,478.2183963,98.78980765,-1.840946959e-13,3.656601184e-14,-514.3951961,5.229714828,36.92689527,-481.52261,481.52261,-511.5770333,36.92689527,243.7315502,98.78134225,-316.1134344
0.1591944428,-11.46548601,-7.715274399e-14,-98.75456349,3.965546273e-13,250.5028297,249.0873017,50,50,491.9699505,98.75456349,8.944949676e-14,-1.626550664e-14,-502.5342154,5.560483537,36.59581979,-494.7305061,494.7305061,-500.1334891,36.59581979,250.5028297,98.74748585,-316.6750451
0.1698186512,34.45173574,-3.546604299e-14,-98.72267668,1.76828712e-13,256.4382169,255.4646644,50,50,504.4030098,98.72267668,8.630579625e-14,-1.897784881e-14,-491.710384,5.949590844,36.73474809,-506.3003868,506.3003868,-490.0653888,36.73474809,256.4382169,98.71780892,-317.1530766
0.177235111,54.93469707,-5.755807897e-15,-98.70766519,2.832335682e-14,259.1137003,258.4669617,50,50,510.2533596,98.70766519,1.975634703e-14,-4.020549714e-15,-486.6890702,6.223189884,37.07213796,-511.5134152,511.5134152,-485.6260491,37.07213796,259.1137003,98.7044315,-317.3993494
0.1860190536,67.27845788,-1.992109766e-14,-98.69750184,9.770344218e-14,260.7864028,260.4996329,50,50,514.2132498,98.69750184,3.531927396e-14,-7.256866201e-15,-483.4792528,6.551147115,37.61787521,-514.771853,514.771853,-483.0676266,37.61787521,260.7864028,98.69606799,-317.6221712
0.1948029962,68.47623378,-1.894892494e-15,-98.69461536,9.274279668e-15,261.0653528,261.0769272,50,50,515.3377376,98.69461536,9.945962912e-15,-1.989626771e-15,-482.9143256,6.88422345,38.2213591,-515.3151931,515.3151931,-483.0465281,38.2213591,261.0653528,98.69467324,-317.7884058
0.2035869389,61.21478208,-3.344298575e-15,-98.69741765,1.640645334e-14,260.2870232,260.5164703,50,50,514.2460512,98.69741765,5.980880219e-15,-1.261724901e-15,-484.4235458,7.222528758,38.79605878,-513.7991102,513.7991102,-484.9523237,38.79605878,260.2870232,98.69856488,-317.9124553
0.2123708815,48.50627547,-2.600878139e-14,-98.7040663,1.282916566e-13,258.8246074,259.18674,50,50,511.655688,98.7040663,4.61310554e-14,-9.239076565e-15,-487.3255598,7.565522274,39.28083729,-510.9501931,510.9501931,-488.0921493,39.28083729,258.8246074,98.70587696,-318.0050543
