time,damper.phi_rel_ref,damper.phi_rel_sim,damper.phi_rel_relerr,damper.w_rel_ref,damper.w_rel_sim,damper.w_rel_relerr,inertia3.phi_ref,inertia3.phi_sim,inertia3.phi_relerr,inertia3.w_ref,inertia3.w_sim,inertia3.w_relerr
0.1545,-0.0403632512,0.06323806008,0.628349,-0.1622038208,0.3208939335,1.12403,0.04160685218,-0.06513210252,0.643838,0.1922549499,-0.2418739226,0.845818
0.155,-0.04044343534,0.06339731404,0.629801,-0.1585380127,0.3161253393,1.10441,0.04170220165,-0.06525186433,0.645136,0.1891269686,-0.2371881616,0.830594
0.1555,-0.04052179104,0.06355418783,0.631228,-0.1548903409,0.311381524,1.08488,0.04179597763,-0.06536930054,0.64641,0.1859607422,-0.2326015814,0.815489
0.156,-0.04059832771,0.0637086948,0.632629,-0.1512619109,0.3066634599,1.06546,0.04188816069,-0.06548446337,0.64766,0.1827556757,-0.2281138015,0.800501
0.1565,-0.04067305527,0.06386084866,0.634006,-0.1476538121,0.3019721037,1.04615,0.04197873107,-0.06559740437,0.648888,0.1795112507,-0.22372438,0.785628
0.157,-0.04074598425,0.06401066349,0.635356,-0.1440671171,0.2973083969,1.02696,0.04206766867,-0.06570817444,0.650093,0.1762270286,-0.2194328132,0.770868
0.1575,-0.04081712559,0.06415815374,0.636682,-0.1405028861,0.2926732653,1.00788,0.04215495359,-0.06581682384,0.651274,0.1729026245,-0.2152385356,0.756219
0.158,-0.04088649031,0.06430333422,0.637984,-0.1369621778,0.2880676194,0.988925,0.04224056747,-0.06592340218,0.652434,0.1695376403,-0.2111409201,0.74168
0.1585,-0.04095409077,0.06444622012,0.63926,-0.133446004,0.2834923542,0.970098,0.04232448868,-0.06602795843,0.653571,0.1661319296,-0.207139278,0.727248
0.159,-0.04101993951,0.06458682699,0.640512,-0.1299553693,0.2789483493,0.951404,0.04240669671,-0.06613054088,0.654685,0.1626853636,-0.2032328589,0.712922
0.1595,-0.0410840496,0.06472517076,0.64174,-0.126491259,0.2744364689,0.932846,0.04248717093,-0.0662311972,0.655778,0.1591979019,-0.1994208505,0.698701
0.16,-0.04114643461,0.06486126772,0.642944,-0.1230546381,0.2699575616,0.914429,0.04256589065,-0.06632997441,0.656848,0.1556695949,-0.1957023791,0.684582
0.1605,-0.04120710848,0.06499513453,0.644124,-0.1196464586,0.2655124607,0.896156,0.0426428356,-0.06642691886,0.657897,0.1521005435,-0.1920765091,0.670564
0.161,-0.0412660853,0.06512678822,0.64528,-0.1162676715,0.2611019839,0.878033,0.04271798683,-0.06652207628,0.658925,0.1484908261,-0.1885422433,0.656645
0.1615,-0.04132338026,0.06525624619,0.646413,-0.1129191699,0.2567269336,0.860062,0.04279132309,-0.06661549172,0.65993,0.1448408247,-0.1850985228,0.642824
0.162,-0.04137900876,0.06538352621,0.647522,-0.1096018407,0.2523880967,0.842249,0.04286282425,-0.06670720961,0.660915,0.1411509276,-0.1817442271,0.6291
0.1625,-0.04143298663,0.0655086464,0.648609,-0.1063165489,0.2480862448,0.824596,0.04293247033,-0.06679727371,0.661878,0.1374216183,-0.1784781738,0.615471
0.163,-0.04148533016,0.06563162528,0.649672,-0.1030641367,0.2438221337,0.807107,0.04300024158,-0.06688572714,0.662821,0.1336534773,-0.175299119,0.601936
0.1635,-0.04153605597,0.06575248173,0.650713,-0.09984543348,0.2395965041,0.789786,0.04306611886,-0.06697261238,0.663742,0.1298471272,-0.1722057571,0.588493
0.164,-0.04158518081,0.06587123498,0.651731,-0.09666126703,0.2354100811,0.772637,0.04313008417,-0.06705797124,0.664643,0.1260031648,-0.1691967207,0.575141
0.1645,-0.04163272236,0.06598790464,0.652727,-0.09351240002,0.2312635744,0.755662,0.04319211824,-0.06714184489,0.665523,0.1221225224,-0.1662705808,0.561879
0.165,-0.04167869849,0.0661025107,0.653701,-0.0903995896,0.2271576781,0.738866,0.04325220292,-0.06722427386,0.666382,0.1182061278,-0.1634258468,0.548707
0.1655,-0.04172312744,0.0662150735,0.654653,-0.08732356928,0.2230930712,0.722252,0.04331032049,-0.06730529802,0.667222,0.1142550054,-0.1606609661,0.535622
0.166,-0.04176602783,0.06632561377,0.655583,-0.0842850485,0.2190704169,0.705823,0.04336645375,-0.0673849566,0.668041,0.1102702776,-0.1579743248,0.522624
0.1665,-0.04180741853,0.06643415258,0.656493,-0.08128472462,0.2150903632,0.689581,0.04342058625,-0.06746328818,0.66884,0.1062530963,-0.1553642471,0.509712
0.167,-0.04184731863,0.0665407114,0.657381,-0.07832329217,0.2111535425,0.673531,0.04347270254,-0.06754033067,0.669619,0.1022045891,-0.1528289955,0.496885
0.1675,-0.04188574787,0.06664531205,0.658249,-0.0754013768,0.2072605718,0.657675,0.043522787,-0.06761612137,0.670378,0.09812623029,-0.1503667708,0.484142
0.168,-0.04192272618,0.06674797672,0.659095,-0.07251959926,0.2034120527,0.642015,0.04357082504,-0.0676906969,0.671118,0.09401947937,-0.1479757123,0.471482
0.1685,-0.0419582738,0.06684872798,0.659922,-0.06967855605,0.1996085713,0.626555,0.04361680283,-0.06776409323,0.671838,0.08988588869,-0.1456538975,0.458905
0.169,-0.04199241128,0.06694758875,0.660729,-0.06687881904,0.1958506983,0.611298,0.04366070732,-0.06783634571,0.672538,0.08572710414,-0.143399342,0.446409
0.1695,-0.04202515938,0.06704458293,0.661516,-0.0641209496,0.1921389457,0.596245,0.04370252631,-0.0679074882,0.67322,0.08154478525,-0.1412097305,0.433995
0.17,-0.04205653905,0.06713973712,0.662283,-0.06140550425,0.1884736331,0.581398,0.04374224849,-0.06797754916,0.673882,0.07734057236,-0.1390819884,0.421658
0.1705,-0.04208657172,0.06723306875,0.663031,-0.05873297052,0.1848557347,0.566762,0.04377986343,-0.06804656745,0.674525,0.07311644341,-0.1370171674,0.409406
0.171,-0.04211527897,0.06732460209,0.663761,-0.05610383161,0.1812857324,0.552339,0.04381536169,-0.06811457246,0.67515,0.06887435184,-0.1350130057,0.397236
0.1715,-0.04214268261,0.06741436157,0.664471,-0.05351854672,0.1777641013,0.53813,0.04384873483,-0.0681815927,0.675755,0.0646163351,-0.1330672735,0.385149
0.172,-0.04216880471,0.06750237184,0.665163,-0.05097755086,0.1742913099,0.524137,0.04387997546,-0.06824765577,0.676342,0.06034451436,-0.131177772,0.373145
0.1725,-0.04219366751,0.06758865769,0.665838,-0.04848127047,0.1708678201,0.510364,0.04390907706,-0.06831278837,0.67691,0.05606100727,-0.1293423339,0.361223
0.173,-0.04221729342,0.06767324412,0.666494,-0.04603012486,0.1674940868,0.496811,0.04393603398,-0.06837701633,0.67746,0.05176791875,-0.1275588236,0.349384
0.1735,-0.04223970513,0.06775615631,0.667133,-0.04362446757,0.1641705588,0.483481,0.04396084238,-0.06844036458,0.677992,0.04746766323,-0.1258251366,0.337628
0.174,-0.04226092546,0.0678374196,0.667754,-0.04126464821,0.1608976777,0.470375,0.04398349935,-0.06850285714,0.678506,0.0431626223,-0.1241391999,0.325956
0.1745,-0.04228097743,0.06791705953,0.668359,-0.03895099356,0.1576758788,0.457495,0.04400400319,-0.06856451716,0.679001,0.03885524774,-0.122498972,0.314368
0.175,-0.04229988418,0.06799510182,0.668947,-0.03668380757,0.1545055907,0.444844,0.04402235353,-0.06862536688,0.679479,0.03454806035,-0.1209024428,0.302866
0.1755,-0.04231766903,0.06807157238,0.669519,-0.03446338759,0.1513872352,0.432422,0.04403855075,-0.06868542765,0.679939,0.03024356048,-0.1193476336,0.29145
0.176,-0.04233435548,0.06814649727,0.670074,-0.0322900217,0.1483212275,0.420232,0.04405259615,-0.06874471995,0.680382,0.02594424144,-0.117832597,0.280122
0.1765,-0.04234996707,0.06821990278,0.670614,-0.03016393828,0.1453079762,0.408274,0.04406449369,-0.06880326333,0.680806,0.021652862,-0.1163554172,0.268883
0.177,-0.04236452749,0.06829181534,0.671139,-0.02808536206,0.1423478831,0.39655,0.04407424811,-0.06886107646,0.681214,0.01737214078,-0.1149142098,0.257735
0.1775,-0.04237806053,0.06836226158,0.671648,-0.02605449692,0.1394413437,0.385062,0.0440818656,-0.06891817714,0.681604,0.01310484857,-0.1135071217,0.246679
0.178,-0.04239059009,0.06843126831,0.672142,-0.02407152601,0.1365887463,0.373811,0.04408735381,-0.06897458225,0.681978,0.008853806427,-0.1121323314,0.235719
0.1785,-0.04240214019,0.06849886253,0.672622,-0.02213662771,0.133790473,0.362798,0.04409072103,-0.06903030779,0.682334,0.004621799769,-0.1107880486,0.224854
0.179,-0.04241273499,0.0685650714,0.673088,-0.02024996946,0.1310468991,0.352025,0.04409197659,-0.06908536885,0.682674,0.0004116098243,-0.1094725146,0.214088
0.1795,-0.04242239855,0.06862992228,0.67354,-0.01841166731,0.1283583931,0.341493,0.04409113306,-0.06913977966,0.682997,-0.003773773177,-0.1081840021,0.203424
0.18,-0.04243115508,0.0686934427,0.673979,-0.01662183388,0.125725317,0.331202,0.04408820371,-0.06919355352,0.683304,-0.007931405388,-0.1069208151,0.192862
0.1805,-0.0424390288,0.06875566039,0.674404,-0.01488056353,0.1231480262,0.321154,0.04408320339,-0.06924670287,0.683594,-0.01205831209,-0.1056812891,0.182407
0.181,-0.04244604399,0.06881660325,0.674816,-0.01318793262,0.1206268693,0.311349,0.04407614851,-0.06929923922,0.683868,-0.01615149031,-0.104463791,0.17206
0.1815,-0.04245222507,0.06887629936,0.675215,-0.01154401416,0.1181621882,0.30179,0.04406705595,-0.06935117323,0.684127,-0.02020798454,-0.1032667193,0.161824
0.182,-0.04245759651,0.06893477698,0.675603,-0.009948869389,0.1157543184,0.292476,0.04405594374,-0.06940251464,0.684369,-0.02422484542,-0.1020885035,0.151703
0.1825,-0.04246218258,0.06899206456,0.675978,-0.008402517989,0.1134035885,0.283409,0.04404283359,-0.06945327229,0.684597,-0.02819897915,-0.100927605,0.141698
0.183,-0.04246600768,0.06904819073,0.676341,-0.006904976329,0.1111103205,0.274588,0.04402774779,-0.06950345415,0.684808,-0.0321273436,-0.09978251629,0.131813
0.1835,-0.04246909616,0.06910318429,0.676694,-0.005456245619,0.1088748297,0.266016,0.04401071026,-0.06955306728,0.685005,-0.03600688931,-0.09865176142,0.122052
0.184,-0.0424714724,0.06915707425,0.677035,-0.004056312274,0.106697425,0.257693,0.04399174652,-0.06960211786,0.685186,-0.0398345626,-0.09753389582,0.112416
0.1845,-0.0424731609,0.06920988976,0.677366,-0.002705160097,0.1045784083,0.249619,0.04397088234,-0.06965061117,0.685353,-0.0436073646,-0.09642750637,0.10291
0.185,-0.04247418618,0.06926166019,0.677686,-0.001402761412,0.1025180751,0.241795,0.04394814481,-0.0696985516,0.685505,-0.04732231077,-0.09533121133,0.0935362
0.1855,-0.04247457244,0.06931241542,0.677996,-0.0001490575867,0.1005167007,0.234221,0.04392356486,-0.06974593704,0.685642,-0.05097634026,-0.09424358743,0.084298
0.186,-0.04247434399,0.06936218632,0.678296,0.00105601325,0.09857452845,0.226898,0.04389717389,-0.06979276023,0.685766,-0.05456644835,-0.09316338772,0.0751988
0.1865,-0.0424735251,0.06941100065,0.678588,0.002212524751,0.09669192668,0.219827,0.04386900491,-0.06983906171,0.685875,-0.05808964751,-0.09209011053,0.0662435
0.187,-0.04247213997,0.06945888835,0.67887,0.003320561906,0.09486917628,0.213008,0.04383909252,-0.06988484026,0.685971,-0.06154297093,-0.09102268628,0.0574356
0.1875,-0.04247021296,0.06950587954,0.679143,0.004380212334,0.09310655592,0.206441,0.04380747126,-0.06993009477,0.686053,-0.06492350846,-0.08996012517,0.0487791
0.188,-0.04246776838,0.06955200441,0.679408,0.005391573616,0.09140434203,0.200128,0.04377417722,-0.06997482425,0.686122,-0.06822837964,-0.08890151715,0.0402777
0.1885,-0.04246483017,0.06959729331,0.679665,0.00635476365,0.08976280877,0.194067,0.04373925024,-0.07001902783,0.686178,-0.07145469487,-0.08784603194,0.0319354
0.189,-0.04246142236,0.06964177669,0.679914,0.007269903534,0.08818222803,0.18826,0.04370273049,-0.07006270473,0.686221,-0.07459962434,-0.08679291899,0.0237563
0.1895,-0.04245756891,0.06968548514,0.680156,0.008137122686,0.08666286948,0.182707,0.04366465969,-0.07010585431,0.686252,-0.07766037973,-0.08574150754,0.0157445
0.19,-0.04245329367,0.06972844937,0.68039,0.008956558346,0.08520500052,0.177409,0.04362508105,-0.07014847602,0.68627,-0.08063421797,-0.08469120657,0.00790427
0.1905,-0.04244862069,0.06977070019,0.680618,0.009728351268,0.08380888628,0.172365,0.04358403744,-0.07019056944,0.686276,-0.08351844853,-0.08364150482,0.000239752
0.191,-0.04244357386,0.06981226856,0.68084,0.01045264935,0.08247478966,0.167575,0.04354157339,-0.07023213424,0.686271,-0.08631043334,-0.08259197079,0.00724472
0.1915,-0.04243817673,0.06985318555,0.681055,0.01112961084,0.08120297131,0.163041,0.04349773695,-0.07027317024,0.686254,-0.08900758709,-0.08154225274,0.0145448
0.192,-0.0424324529,0.06989348236,0.681265,0.01175939719,0.0799936896,0.158762,0.04345257635,-0.07031367733,0.686226,-0.09160738719,-0.08049207868,0.0216561
0.1925,-0.04242642586,0.06993319031,0.681469,0.0123421748,0.07884720067,0.154738,0.0434061412,-0.07035365555,0.686187,-0.0941073754,-0.07944125638,0.0285742
0.193,-0.04242011902,0.06997234084,0.681668,0.01287811454,0.0777637584,0.150971,0.04335848247,-0.07039310502,0.686138,-0.09650516156,-0.07838967339,0.0352946
0.1935,-0.04241355594,0.07001096551,0.681863,0.01336739254,0.0767436144,0.147459,0.04330965048,-0.07043202601,0.686078,-0.09879839799,-0.07733729698,0.0418129
0.194,-0.04240676002,0.07004909602,0.682053,0.01381018805,0.07578701805,0.144203,0.04325969733,-0.07047041886,0.686008,-0.100984819,-0.0762841742,0.0481245
0.1945,-0.04239975428,0.07008676416,0.682239,0.014206682,0.07489421647,0.141203,0.04320867813,-0.07050828405,0.685929,-0.1030622647,-0.07523043187,0.0542251
0.195,-0.0423925618,0.07012400188,0.682421,0.0145570585,0.07406545451,0.138459,0.0431566481,-0.07054562217,0.68584,-0.10502864,-0.07417627654,0.06011
0.1955,-0.04238520556,0.07016084123,0.6826,0.01486150361,0.07330097479,0.135972,0.04310366356,-0.07058243392,0.685743,-0.1068819344,-0.07312199454,0.0657748
0.196,-0.0423777084,0.07019731438,0.682775,0.0151202048,0.07260101767,0.133742,0.04304978198,-0.07061872011,0.685636,-0.1086202258,-0.07206795194,0.0712152
0.1965,-0.04237009335,0.07023345365,0.682948,0.01533335735,0.07196582124,0.131768,0.04299505997,-0.07065448166,0.685522,-0.1102416185,-0.07101459458,0.0764264
0.197,-0.04236238322,0.07026929145,0.683119,0.01550115463,0.07139562135,0.130051,0.04293955588,-0.07068971962,0.6854,-0.111744334,-0.06996244807,0.0814041
0.1975,-0.04235460049,0.07030486033,0.683288,0.01562378478,0.0708906516,0.12859,0.04288333046,-0.07072443514,0.68527,-0.1131267408,-0.06891211774,0.0861438
0.198,-0.04234676767,0.07034019297,0.683454,0.01570143916,0.07045114332,0.127387,0.04282644445,-0.07075862947,0.685133,-0.1143872737,-0.06786428872,0.0906412
0.1985,-0.04233890715,0.07037532215,0.68362,0.01573430852,0.07007732561,0.126441,0.04276895942,-0.070792304,0.68499,-0.1155244685,-0.06681972587,0.094892
0.199,-0.04233104123,0.07041028078,0.683784,0.0157225825,0.0697694253,0.125752,0.04271093776,-0.0708254602,0.68484,-0.1165369654,-0.06577927382,0.0988917
0.1995,-0.04232319235,0.07044510192,0.683948,0.01566646168,0.06952766696,0.12532,0.04265244091,-0.0708580997,0.684684,-0.1174234111,-0.06474385696,0.102636
0.2,-0.0423153827,0.07047981871,0.684111,0.01556613909,0.06935227293,0.125145,0.04259353181,-0.07089022419,0.684522,-0.1181826077,-0.06371447943,0.106121
0.2005,-0.04230763422,0.07051446445,0.684274,0.01542179771,0.06924346327,0.125228,0.04253427518,-0.0709218355,0.684355,-0.1188135317,-0.06269222514,0.109342
0.201,-0.04229996885,0.07054907254,0.684437,0.0152336238,0.06920145581,0.125568,0.04247473555,-0.07095293558,0.684184,-0.1193152266,-0.06167825773,0.112295
0.2015,-0.04229240842,0.07058367696,0.684601,0.01500180104,0.06922650047,0.126166,0.04241497798,-0.07098352354,0.684008,-0.1196868486,-0.06067404617,0.114975
0.202,-0.04228497467,0.07061831176,0.684766,0.01472651017,0.06931879879,0.127021,0.042355068,-0.07101360324,0.683828,-0.1199276699,-0.05968094822,0.117379
0.2025,-0.04227768945,0.07065300859,0.684933,0.01440794639,0.06947837803,0.128133,0.04229507012,-0.07104319511,0.683644,-0.120036946,-0.05869926618,0.119505
0.203,-0.04227057438,0.07068780146,0.685101,0.0140462915,0.06970546016,0.129503,0.04223505004,-0.07107230352,0.683458,-0.1200141262,-0.05773061665,0.121348
0.2035,-0.04226365086,0.07072272445,0.68527,0.01364171466,0.07000025803,0.13113,0.04217507453,-0.07110093391,0.683269,-0.1198588478,-0.0567766546,0.122904
0.204,-0.0422569403,0.07075781166,0.685442,0.01319438841,0.07036297541,0.133015,0.04211521,-0.07112909281,0.683078,-0.1195708138,-0.05583907332,0.124169
0.2045,-0.04225046401,0.07079309725,0.685617,0.01270448153,0.07079380695,0.135158,0.04205552306,-0.07115678788,0.682885,-0.1191498472,-0.05491960441,0.12514
0.205,-0.04224424319,0.07082861546,0.685795,0.0121721587,0.07129293819,0.137557,0.04199608042,-0.07118402782,0.68269,-0.118595893,-0.05402001784,0.125814
0.2055,-0.04223829914,0.07086440055,0.685976,0.01159760272,0.07186054558,0.140215,0.04193694779,-0.07121082246,0.682495,-0.1179088546,-0.05314212189,0.126186
0.206,-0.04223265295,0.07090048684,0.68616,0.0109809775,0.07249679644,0.14313,0.0418781916,-0.07123718271,0.6823,-0.1170888654,-0.05228776317,0.126253
0.2065,-0.04222732554,0.0709369087,0.686349,0.01032243383,0.07320184901,0.146303,0.04181987863,-0.07126312057,0.682105,-0.1161362457,-0.05145882665,0.126012
0.207,-0.04222233784,0.07097370056,0.686542,0.009622126162,0.07397585239,0.149733,0.04176207519,-0.07128864915,0.68191,-0.1150513794,-0.05065723559,0.12546
0.2075,-0.04221771066,0.0710108969,0.686739,0.008880204731,0.0748189466,0.153421,0.04170484738,-0.07131378262,0.681716,-0.1138347716,-0.04988495162,0.124594
0.208,-0.04221346475,0.07104853225,0.686942,0.008096815325,0.07573126256,0.157366,0.04164826105,-0.07133853628,0.681524,-0.1124870498,-0.04914397469,0.123412
0.2085,-0.04220962089,0.07108664117,0.68715,0.007272125334,0.07671292204,0.161569,0.04159238118,-0.0713629265,0.681335,-0.1110087762,-0.04843634307,0.121911
0.209,-0.04220619969,0.07112525832,0.687363,0.006406278606,0.07776403775,0.166029,0.04153727281,-0.07138697074,0.681147,-0.1094007723,-0.04776413338,0.120087
0.2095,-0.04220322167,0.07116441836,0.687583,0.005499407418,0.07888471328,0.170747,0.04148300074,-0.07141068757,0.680963,-0.1076640325,-0.04712946056,0.11794
0.21,-0.0422007073,0.07120415604,0.687808,0.004551648098,0.0800750431,0.175722,0.04142962909,-0.07143409664,0.680782,-0.1057996115,-0.0465344779,0.115467
0.2105,-0.04219867697,0.07124450614,0.688041,0.003563133105,0.08133511257,0.180954,0.04137722144,-0.07145721869,0.680605,-0.1038086806,-0.04598137699,0.112666
0.211,-0.04219715104,0.0712855035,0.68828,0.002533990918,0.08266499798,0.186442,0.04132584078,-0.07148007557,0.680433,-0.1016925285,-0.0454723878,0.109534
0.2115,-0.04219614979,0.07132718301,0.688527,0.001464374523,0.08406476647,0.192188,0.04127554939,-0.0715026902,0.680266,-0.09945235677,-0.04500977859,0.106071
0.212,-0.04219569344,0.07136957962,0.688781,0.0003544102276,0.0855344761,0.19819,0.04122640889,-0.07152508661,0.680105,-0.09708964648,-0.04459585596,0.102274
0.2125,-0.04219580212,0.0714127283,0.689044,-0.0007957841219,0.08707417581,0.204449,0.0411784801,-0.07154728991,0.67995,-0.09460602717,-0.04423296488,0.0981424
0.213,-0.04219649592,0.07145666412,0.689314,-0.00198608604,0.08868390544,0.210964,0.04113182303,-0.07156932632,0.679801,-0.0920031828,-0.0439234886,0.0936742
0.2135,-0.04219779488,0.07150142216,0.689594,-0.003216375802,0.09036369573,0.217734,0.0410864968,-0.07159122313,0.67966,-0.08928290444,-0.04366984873,0.0888684
0.214,-0.04219971895,0.07154703758,0.689882,-0.004486536426,0.09211356829,0.224761,0.04104255961,-0.07161300874,0.679527,-0.08644708989,-0.04347450521,0.0837239
0.2145,-0.04220228799,0.07159354557,0.69018,-0.005796424397,0.09393353565,0.232044,0.04100006922,-0.07163471265,0.679401,-0.08349753298,-0.04333995632,0.0782394
0.215,-0.04220552186,0.07164098139,0.690487,-0.007145924015,0.09582360122,0.239581,0.04095908188,-0.07165636542,0.679285,-0.08043631381,-0.04326873865,0.072414
0.2155,-0.04220944035,0.07168938033,0.690804,-0.008534923828,0.0977837593,0.247374,0.04091965267,-0.07167799874,0.679177,-0.0772656291,-0.04326342716,0.0662468
0.216,-0.04221406319,0.07173878075,0.691132,-0.00996330693,0.09981417658,0.255421,0.04088183568,-0.07169965246,0.67908,-0.07398772223,-0.04332772049,0.0597352
0.2165,-0.04221941006,0.07178921135,0.69147,-0.01143095738,0.1019144459,0.263723,0.04084568381,-0.07172135001,0.678992,-0.07060492902,-0.04346175075,0.0528833
0.217,-0.04222550058,0.07184070784,0.69182,-0.01293776008,0.1040845396,0.272278,0.04081124874,-0.07174312872,0.678916,-0.06711967653,-0.04366823795,0.0456907
0.2175,-0.04223235418,0.07189330576,0.69218,-0.01448357251,0.1063244097,0.281086,0.04077858211,-0.07176502694,0.678851,-0.06353427747,-0.04394985621,0.0381565
0.218,-0.04223999037,0.07194704052,0.692552,-0.01606827869,0.1086339882,0.290147,0.04074773305,-0.0717870841,0.678798,-0.05985132199,-0.04430923274,0.0302808
0.2185,-0.0422484286,0.07200194735,0.692937,-0.01769176213,0.1110131867,0.29946,0.04071874936,-0.07180934063,0.678758,-0.05607348087,-0.0447489478,0.0220637
0.219,-0.04225768826,0.07205806135,0.693333,-0.01935389984,0.1134618966,0.309025,0.04069167766,-0.07183183805,0.67873,-0.05220346155,-0.04527153478,0.0135055
0.2195,-0.04226778865,0.07211541746,0.693742,-0.0210545674,0.115979989,0.318841,0.04066656315,-0.07185461889,0.678716,-0.04824404507,-0.04587948012,0.00460691
0.22,-0.04227874905,0.07217405046,0.694164,-0.02279363879,0.1185673149,0.328907,0.04064344956,-0.07187772674,0.678716,-0.04419808408,-0.04657522336,0.00463141
0.2205,-0.04229058843,0.07223399501,0.6946,-0.0245709611,0.121223705,0.339223,0.040622381,-0.07190120624,0.67873,-0.04006831444,-0.04736115711,0.0142087
0.221,-0.04230332595,0.07229528558,0.695049,-0.02638640394,0.1239489695,0.349788,0.0406033981,-0.07192510305,0.67876,-0.03585772315,-0.04823962709,0.0241238
0.2215,-0.04231698069,0.07235795651,0.695512,-0.02823983171,0.1267428988,0.360601,0.04058654011,-0.07194946391,0.678805,-0.03156934139,-0.04921293207,0.0343752
0.222,-0.04233157163,0.07242204198,0.695989,-0.03013110098,0.1296052628,0.371662,0.04057184497,-0.07197433658,0.678867,-0.02720622479,-0.05028332392,0.0449614
0.2225,-0.04234711769,0.07248757602,0.696481,-0.03206006415,0.132535811,0.382968,0.04055934902,-0.07199976986,0.678945,-0.02277148048,-0.05145300761,0.0558805
0.223,-0.0423636377,0.07255459252,0.696987,-0.03402656913,0.135534273,0.39452,0.04054908694,-0.0720258136,0.67904,-0.01826826442,-0.05272414117,0.0671307
0.2235,-0.04238115017,0.07262312519,0.697509,-0.03603043901,0.1386003579,0.406317,0.04054109422,-0.07205251872,0.679153,-0.01369962234,-0.05409883572,0.0787102
0.224,-0.04239967382,0.07269320761,0.698046,-0.03807151257,0.1417337546,0.418356,0.04053540197,-0.07207993715,0.679284,-0.009068806384,-0.05557915547,0.0906166
0.2245,-0.04241922726,0.07276487321,0.6986,-0.0401496193,0.1449341318,0.430638,0.04053204001,-0.07210812188,0.679434,-0.004379079714,-0.0571671177,0.102847
0.225,-0.04243982901,0.07283815526,0.699169,-0.04226457931,0.1482011381,0.44316,0.04053103675,-0.07213712693,0.679602,0.0003662844483,-0.05886469279,0.1154
0.2255,-0.04246149748,0.07291308688,0.699755,-0.04441620551,0.1515344014,0.455922,0.04053241889,-0.07216700739,0.679791,0.005163985599,-0.0606738042,0.128272
0.226,-0.042484251,0.07298970104,0.700358,-0.04660430327,0.1549335299,0.468922,0.04053621134,-0.07219781937,0.68,0.01001069918,-0.06259632846,0.141461
0.2265,-0.04250810745,0.07306803055,0.700977,-0.04882865679,0.1583981112,0.482158,0.04054244025,-0.07222962004,0.680229,0.01490319494,-0.06463409521,0.154963
0.227,-0.04253308505,0.07314810808,0.701615,-0.05108905637,0.1619277127,0.49563,0.04055112661,-0.07226246761,0.68048,0.01983809887,-0.06678888715,0.168776
0.2275,-0.04255920181,0.07322996614,0.702269,-0.05338528007,0.1655218817,0.509335,0.04056229031,-0.07229642133,0.680752,0.02481205269,-0.06906244007,0.182897
0.228,-0.04258647562,0.0733136371,0.702942,-0.05571709482,0.1691801451,0.523273,0.0405759498,-0.07233154149,0.681046,0.02982170429,-0.07145644284,0.197321
0.2285,-0.04261492426,0.07339915316,0.703634,-0.05808425735,0.1729020096,0.53744,0.04059212175,-0.07236788945,0.681363,0.03486369943,-0.07397253744,0.212047
0.229,-0.0426445654,0.07348654638,0.704343,-0.06048651369,0.1766869617,0.551836,0.04061082101,-0.07240552758,0.681703,0.03993468534,-0.0766123189,0.22707
0.2295,-0.04267541617,0.07357584866,0.705072,-0.06292359395,0.1805344675,0.566458,0.04063206408,-0.07244451932,0.682066,0.04503137843,-0.07937733534,0.242387
0.23,-0.04270749409,0.07366709505,0.70582,-0.06539522225,0.184444042,0.581306,0.04065586161,-0.07248494582,0.682453,0.0501504304,-0.08226946756,0.257995
0.2305,-0.0427408164,0.07376030965,0.706588,-0.06790110909,0.1884150006,0.596375,0.04068222353,-0.07252684136,0.682865,0.05528852626,-0.08528912807,0.273889
0.231,-0.04277540019,0.07385552252,0.707375,-0.07044095198,0.1924467134,0.611666,0.04071115828,-0.07257026761,0.683302,0.0604423749,-0.08843743615,0.290064
0.2315,-0.04281126241,0.07395276474,0.708182,-0.07301443532,0.1965385507,0.627174,0.04074267257,-0.07261529308,0.683763,0.06560870786,-0.09171559295,0.306517
0.232,-0.04284841984,0.07405206691,0.70901,-0.07562122992,0.2006898579,0.642898,0.04077677132,-0.07266198616,0.684251,0.07078428319,-0.09512469273,0.323242
0.2325,-0.04288688872,0.07415345917,0.709858,-0.07826099725,0.2048999555,0.658836,0.04081346139,-0.07271041512,0.684764,0.07596589464,-0.09866572286,0.340237
0.233,-0.04292668561,0.07425697116,0.710727,-0.08093337874,0.2091681391,0.674985,0.0408527434,-0.07276064815,0.685304,0.0811503637,-0.1023395638,0.357495
0.2335,-0.04296782677,0.07436263205,0.711618,-0.08363800267,0.2134936794,0.691342,0.04089461765,-0.07281275329,0.685871,0.08633455192,-0.1061469893,0.375014
0.234,-0.04301032827,0.07447047055,0.712529,-0.08637448238,0.2178758222,0.707905,0.04093908297,-0.07286679849,0.686465,0.0915153632,-0.110088666,0.392787
0.2345,-0.04305420596,0.07458051486,0.713463,-0.08914241558,0.2223137885,0.724671,0.04098613655,-0.07292285158,0.687087,0.09668974732,-0.1141651537,0.410811
0.235,-0.04309947554,0.07469279273,0.714418,-0.09194138389,0.2268067742,0.741637,0.04103577391,-0.07298098028,0.687737,0.1018547038,-0.1183769054,0.42908
0.2355,-0.04314615205,0.07480733143,0.715396,-0.09477096729,0.2313539505,0.758801,0.04108799269,-0.0730412522,0.688416,0.1070072277,-0.1227242673,0.447588
