Model:  Modelica.Mechanics.MultiBody.Examples.Loops.EngineV6_analytic
Time:    17.686 s
Success: true

--- Parser output ---
line 5:27 mismatched input 'unit' expecting ')'
line 5:37 extraneous input ')' expecting ';'
line 40:27 mismatched input 'unit' expecting ')'
line 40:37 extraneous input ')' expecting ';'
line 75:27 mismatched input 'unit' expecting ')'
line 75:37 extraneous input ')' expecting ';'
line 110:27 mismatched input 'unit' expecting ')'
line 110:37 extraneous input ')' expecting ';'
line 145:27 mismatched input 'unit' expecting ')'
line 145:37 extraneous input ')' expecting ';'
line 180:27 mismatched input 'unit' expecting ')'
line 180:37 extraneous input ')' expecting ';'
line 18317:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18317:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18318:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18318:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18319:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18319:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18962:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18962:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18963:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18963:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18964:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 18964:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 19607:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 19607:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 19608:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 19608:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 19609:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 19609:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20252:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20252:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20253:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20253:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20254:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20254:321 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 20897:183 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
