time,dcse.ie,dcse.airGapDC.psi_eˍt,dcse.phiMechanical,dcse.inertiaRotor.w,dcse.inertiaRotor.a,loadInertia.w,dcse.la.i,loadInertia.phi
0.7141559417,99.00717221,0.01940081288,37.82879654,99.21770281,112.1999746,99.21770281,99.00717221,37.82879654
0.7299196177,99.62678142,0.01990515647,39.4067382,100.9798459,111.3781152,100.9798459,99.62678142,39.4067382
0.7456832937,100.2622769,0.02040851082,41.01235761,102.7294152,110.6048453,102.7294152,100.2622769,41.01235761
0.7614469696,100.9136203,0.02091041627,42.64546262,104.4671835,109.8809988,104.4671835,100.9136203,42.64546262
0.7772106456,101.5807586,0.02141041972,44.30587337,106.1939353,109.2072381,106.1939353,101.5807586,44.30587337
0.7929743215,102.2636249,0.0219080748,45.99342247,107.9104643,108.5840577,107.9104643,102.2636249,45.99342247
0.8087379975,102.9621382,0.02240294235,47.70795504,109.6175706,108.0117886,109.6175706,102.9621382,47.70795504
0.8245016735,103.6762038,0.02289459091,49.4493289,111.3160584,107.4906026,111.3160584,103.6762038,49.4493289
0.8402653494,104.4057135,0.02338259751,51.21741454,113.0067332,107.0205171,113.0067332,104.4057135,51.21741454
0.8560290254,105.150546,0.02386654841,53.01209512,114.6903997,106.6013999,114.6903997,105.150546,53.01209512
0.8717927013,105.910567,0.02434604014,54.83326652,116.3678594,106.2329741,116.3678594,105.910567,54.83326652
0.8875563773,106.6856296,0.02482068058,56.68083715,118.0399082,105.9148239,118.0399082,106.6856296,56.68083715
0.9033200533,107.475575,0.02529009013,58.55472795,119.7073346,105.6463999,119.7073346,107.475575,58.55472795
0.9190837292,108.2802323,0.02575390307,60.45487222,121.3709171,105.4270246,121.3709171,108.2802323,60.45487222
0.9348474052,109.0994197,0.0262117689,62.38121541,123.031423,105.2558991,123.031423,109.0994197,62.38121541
0.9506110811,109.9329442,0.02666335384,64.33371498,124.6896056,105.1321085,124.6896056,109.9329442,64.33371498
0.9663747571,110.7806028,0.02710834225,66.31234016,126.3462033,105.0546291,126.3462033,110.7806028,66.31234016
0.9821384331,111.6421829,0.02754643822,68.31707166,128.0019373,105.0223346,128.0019373,111.6421829,68.31707166
0.997902109,112.5174627,0.02797736704,70.34790144,129.6575104,105.0340034,129.6575104,112.5174627,70.34790144
0.9992365329,112.5921783,0.02801352301,70.52101303,129.7976722,105.0369676,129.7976722,112.5921783,70.52101303
0.9998831571,112.628418,0.02803102435,70.60496532,129.8655921,105.0385138,129.8655921,112.628418,70.60496532
1.000028446,112.6365265,0.02715320169,70.62383448,129.8808531,105.0386928,129.8808531,112.6365265,70.62383448
1.000092466,112.6398779,0.02520463864,70.63214968,129.8875777,105.037712,129.8875777,112.6398779,70.63214968
1.000679941,112.6599794,0.009685775832,70.70847343,129.9492713,104.9777937,129.9492713,112.6599794,70.70847343
1.001267415,112.6640328,-0.002265134629,70.7848334,130.0109062,104.8412258,130.0109062,112.6640328,70.7848334
1.002030583,112.6512977,-0.01376718332,70.88408405,130.0908226,104.5780196,130.0908226,112.6512977,70.88408405
1.002869998,112.6203075,-0.02259352321,70.99332107,130.1784565,104.2078781,130.1784565,112.6203075,70.99332107
1.003855429,112.5685221,-0.02944142883,71.12165349,130.2809015,103.7007082,130.2809015,112.5685221,71.12165349
1.004957372,112.4979894,-0.03415761582,71.26527839,130.3948332,103.0747749,130.3948332,112.4979894,71.26527839
1.006210904,112.4081487,-0.03719690591,71.4288133,130.5235706,102.3190625,130.5235706,112.4081487,71.4288133
1.00762019,112.30059,-0.03890229009,71.61285972,130.6671512,101.4411638,130.6671512,112.30059,71.61285972
1.009217076,112.1749064,-0.03965617564,71.82164911,130.8283364,100.4322261,130.8283364,112.1749064,71.82164911
1.01102917,112.0308343,-0.03976087148,72.05888668,131.0092896,99.28560453,131.0092896,112.0308343,72.05888668
1.013100499,111.8666745,-0.03944426058,72.33046202,131.2135926,97.98421095,131.2135926,111.8666745,72.33046202
1.01547791,111.6804657,-0.03885775337,72.64268613,131.4447842,96.50983529,131.4447842,111.6804657,72.64268613
1.018205726,111.4705376,-0.03809347949,73.00160033,131.7057705,94.84728467,131.7057705,111.4705376,73.00160033
1.021297502,111.237722,-0.03720879393,73.40925543,131.9961534,93.00168916,131.9961534,111.237722,73.40925543
1.02472631,110.9858798,-0.03624434329,73.86238767,132.3115969,91.00258236,132.3115969,110.9858798,73.86238767
1.028452328,110.7195938,-0.03522806552,74.35600988,132.6467125,88.88556127,132.6467125,110.7195938,74.35600988
1.032445486,110.4424729,-0.03417743841,74.88639181,132.9972194,86.67872938,132.9972194,110.4424729,74.88639181
1.036683513,110.1573595,-0.03310465805,75.45080918,133.3597224,84.40425692,133.3597224,110.1573595,75.45080918
1.041148692,109.8666028,-0.03201925112,76.0471179,133.7313874,82.08051181,133.7313874,109.8666028,76.0471179
1.045825888,109.5722171,-0.03092912458,76.67349497,134.1097514,79.72330092,134.1097514,109.5722171,76.67349497
1.050702457,109.2759072,-0.0298407925,77.32842879,134.4926985,77.34605888,134.4926985,109.2759072,77.32842879
1.05576783,108.9791152,-0.02875960708,78.01066647,134.8784073,74.96020782,134.8784073,108.9791152,78.01066647
