Model:  Modelica.Mechanics.MultiBody.Examples.Elementary.LineForceWithTwoMasses
Time:    13.376 s
Success: true

--- Parser output ---
line 7:23 mismatched input 'unit' expecting ')'
line 7:33 mismatched input ')' expecting ';'
line 8:4 extraneous input 'Real' expecting {'model', 'type', 'record', 'pure', 'constant', 'impure', 'function', '@'}
line 4817:492 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:629 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:766 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:933 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1070 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1207 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1374 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1511 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1648 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1815 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:1952 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2089 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2256 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2393 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2530 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2697 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2834 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:2971 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:3140 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:3277 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:3414 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:3586 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:3723 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:3860 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:4024 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:4161 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4817:4298 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:497 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:634 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:771 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:938 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1075 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1212 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1379 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1516 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1653 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1820 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:1957 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2094 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2261 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2398 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2535 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2702 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2839 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:2976 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:3145 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:3282 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:3419 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:3591 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:3728 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:3865 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:4029 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:4166 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4818:4303 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:492 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:629 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:766 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:933 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1070 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1207 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1374 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1511 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1648 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1815 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:1952 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2089 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2256 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2393 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2530 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2697 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2834 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:2971 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:3140 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:3277 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:3414 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:3586 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:3723 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:3860 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:4024 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:4161 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
line 4819:4298 extraneous input '-' expecting {'end', 'pure', '(', 'der', 'initial', 'false', 'true', '[', '{', '.', IDENT, UNSIGNED_NUMBER, STRING}
