time,opAmp.outp.v,resistor.i,resistor1.i,opAmp.x,opAmp.v_source,opAmp.v_in,opAmp.q_fr3,opAmp.q_fr1,opAmp.q_fr2,opAmp.q_fp1
0.0004184430644,-11.83267744,0.0005905832897,0.0005905240089,-11.96571182,-11.96571182,0.02119726318,0.02119281069,0.02119108116,0.02119293455,-11.80651064
0.0004202979721,-11.58853505,0.000578368856,0.0005783096426,-11.71882228,-11.71882228,0.02134219596,0.02133790216,0.02133623063,0.02133802127,-11.55857255
0.0004224634207,-11.30149622,0.0005640091374,0.0005639499954,-11.42855369,-11.42855369,0.02149631309,0.02149227996,0.02149071182,0.02149239202,-11.26710889
0.0004249190262,-10.97348041,0.0005475995552,0.0005475404997,-11.09684705,-11.09684705,0.02167041207,0.02166639481,0.02166483205,0.02166650636,-10.93409802
0.0004277658316,-10.58994043,0.0005284127664,0.0005283538037,-10.70899152,-10.70899152,0.02186435719,0.0218605196,0.02185902704,0.02186062619,-10.54477007
0.0004312278536,-10.11896381,0.0005048524698,0.0005047936167,-10.23271556,-10.23271556,0.02209148128,0.02208781141,0.02208638393,0.02208791332,-10.06677713
0.0004351936599,-9.573581777,0.0004775708975,0.0004775121632,-9.681197053,-9.681197053,0.02233851234,0.0223350376,0.02233368602,0.02233513409,-9.513388424
0.0004406440135,-8.814416584,0.0004395966408,0.0004395380584,-8.913490062,-8.913490062,0.02265541652,0.02265222004,0.02265097667,0.0226523088,-8.743280941
0.0004478387389,-7.796604832,0.0003886869934,0.0003886285908,-7.884226513,-7.884226513,0.02303301686,0.0230301932,0.0230290948,0.0230302716,-7.711154704
0.0004550334643,-6.76286619,0.0003369833783,0.000336925132,-6.838857071,-6.838857071,0.02336355067,0.02336110462,0.02336015307,0.02336117253,-6.663276245
0.0004631998667,-5.57289408,0.0002774687597,0.0002774106615,-5.635496585,-5.635496585,0.02368085014,0.02367883882,0.02367805633,0.02367889466,-5.457502837
0.0004721125319,-4.257553402,0.0002116878432,0.0002116298709,-4.305357293,-4.305357293,0.02395598291,0.02395445179,0.02395385605,0.02395449429,-4.125265022
0.0004819129088,-2.795959813,0.0001385972781,0.0001385394009,-2.827319966,-2.827319966,0.02417179471,0.02417079705,0.02417040875,0.02417082473,-2.645572136
0.0004927248956,-1.171432056,5.736425049e-05,5.730642471e-05,-1.184515778,-1.184515778,0.02430356161,0.0243031566,0.02430299879,0.02430316782,-1.001740946
0.0005049393986,0.6699282891,-3.470445606e-05,-3.476229124e-05,0.6775599232,0.6775599232,0.02431753571,0.02431780207,0.02431790535,0.02431779464,0.8604805463
0.0005214540674,3.151240687,-0.0001587595191,-0.0001588174808,3.186786304,3.186786304,0.02410892834,0.02411009774,0.02411055222,0.02411006523,3.368192584
0.0005379687362,5.598636526,-0.0002811056572,-0.0002811638748,5.66171359,5.66171359,0.02364097015,0.02364302965,0.02364383032,0.02364297242,5.839654052
0.0005544834049,7.985788039,-0.0004004267364,-0.0004004853367,8.07571785,8.07571785,0.02291869556,0.02292162306,0.02292276131,0.02292154172,8.248278308
0.0005709980737,10.28701554,-0.0005154391651,-0.0005154982707,10.40283053,10.40283053,0.02194987418,0.02195363817,0.02195510176,0.0219535336,10.56815467
0.0005875127425,12.47756366,-0.0006249057015,-0.0006249654296,12.6180178,12.6180178,0.02074492818,0.02074948817,0.02075126136,0.02074936149,12.77432715
0.0006040274113,14.53386768,-0.0007276487636,-0.0007277092248,14.69744987,14.69744987,0.01931681968,0.01932212662,0.01932419033,0.01932197919,14.84306295
0.0006048227213,14.62911889,-0.0007324075792,-0.0007324680788,14.79377239,14.79377239,0.01924268297,0.01924804135,0.01925012478,0.01924789247,14.9388303
0.0006050147056,14.65205751,-0.0007335536019,-0.0007336141107,14.816969,14.816969,0.01922470042,0.0192300681,0.01923215528,0.01922991898,14.96189232
0.0006051615059,14.66958308,-0.0007344291848,-0.0007344897006,14.83469168,14.83469168,0.01921092921,0.01921630396,0.01921839388,0.01921615464,14.97951192
0.0006053177856,14.68822663,-0.0007353606207,-0.0007354211441,14.85354492,14.85354492,0.01919624933,0.01920163141,0.01920372419,0.01920148189,14.99825527
0.0006053279083,14.68943373,-0.0007354209278,-0.0007354814516,14.8547656,14.8547656,0.0191952978,0.01920068035,0.01920277331,0.01920053081,14.99946882
0.000605331758,14.68989279,-0.0007354438622,-0.0007355043863,14.85522981,14.85522981,0.01919493591,0.01920031863,0.01920241166,0.01920016909,14.99993033
0.0006053335388,14.69010514,-0.000735454471,-0.0007355149952,14.85544455,14.85544455,0.01919476813,0.01920015129,0.01920224436,0.01920000172,15.00013358
0.0006053343677,14.69020393,-0.000735459409,-0.0007355199312,14.85554446,14.85554446,0.01919469064,0.01920007339,0.01920216648,0.01919992383,15.00013358
0.0006053426567,14.69118818,-0.0007355087522,-0.0007355691226,14.85653977,14.85653977,0.01919427442,0.01919931573,0.01920139844,0.01919918137,15.00013358
0.000605356492,14.6928159,-0.0007355907776,-0.0007356506382,14.85818581,14.85818581,0.01919686732,0.01919870956,0.01920040701,0.01919873347,15.00013358
0.0006053765188,14.69513902,-0.0007357084999,-0.0007357674826,14.86053512,14.86053512,0.01921063278,0.01920170764,0.01920098356,0.01920219375,15.00013358
0.0006054059281,14.69848092,-0.0007358790661,-0.0007359367321,14.86391478,14.86391478,0.01925372133,0.01921893232,0.01921033131,0.01922034542,15.00013358
0.0006054511348,14.70346067,-0.0007361359746,-0.0007361916459,14.868951,14.868951,0.01937225065,0.01928281432,0.01925499555,0.01928594133,15.00013358
0.000605513969,14.71007745,-0.0007364828239,-0.0007365357909,14.87564322,14.87564322,0.01963836383,0.0194579239,0.01939592821,0.01946369642,15.00013358
0.0006055944985,14.71806583,-0.000736910829,-0.0007369604402,14.88372336,14.88372336,0.02014297407,0.01983821595,0.01972816375,0.01984747105,15.00013358
0.0006057006347,14.72780668,-0.0007374484612,-0.0007374938263,14.89357727,14.89357727,0.02106984095,0.02060452465,0.02043165305,0.02061820513,15.00013358
0.0006058408922,14.73942397,-0.0007381167418,-0.0007381567773,14.90533141,14.90533141,0.02271157148,0.02205062229,0.0218008718,0.02206966261,15.00013358
0.0006060354989,14.75344744,-0.0007389734975,-0.000739006609,14.91952379,14.91952379,0.02568473864,0.02478642313,0.02444328176,0.02481195595,15.00013358
0.0006063342848,14.77099524,-0.000740154823,-0.0007401781995,14.93729107,14.93729107,0.03156875034,0.0303735906,0.02991363046,0.03040724022,15.00013358
0.0006066713053,14.78618133,-0.0007413320035,-0.0007413454375,14.9526786,14.9526786,0.03972741614,0.03827603383,0.03771523524,0.03831668897,15.00013358
0.0006070830766,14.79976889,-0.0007426024602,-0.0007426048698,14.96646252,14.96646252,0.05132850744,0.04964884804,0.04899820327,0.04969574407,15.00013358
0.0006075536875,14.8105158,-0.000743892281,-0.0007438831786,14.9773859,14.9773859,0.06614777524,0.06428885091,0.0635676426,0.06434064717,15.00013357
0.0006080987226,14.81865848,-0.0007452392266,-0.0007452177794,14.98568975,14.98568975,0.08469710989,0.08270404469,0.08193002469,0.08275950675,15.00013357
0.0006087174231,14.82433016,-0.0007466450429,-0.0007466104156,14.99150841,14.99150841,0.106878154,0.1047938039,0.1039838316,0.1048517594,15.00013357
0.0006094225255,14.82802312,-0.0007481497266,-0.000748100744,14.99534085,14.99534085,0.1329917597,0.130850708,0.1300183868,0.1309102106,15.00013357
0.0006102241623,14.83022041,-0.0007497873127,-0.0007497225178,14.99767626,14.99767626,0.163229942,0.1610586388,0.1602143712,0.1611189647,15.00013356
0.0006111414432,14.83138957,-0.0007516080938,-0.0007515255868,14.99898941,14.99898941,0.1981221705,0.1959392856,0.1950904115,0.1959999237,15.00013356
0.0006121989458,14.83190286,-0.000753668591,-0.0007535659588,14.99965958,14.99965958,0.2384163185,0.2362344282,0.2353858882,0.2362950337,15.00013355
0.0006134341445,14.83203007,-0.0007560449124,-0.0007559190265,14.99996422,14.99996422,0.2853504583,0.2831779309,0.2823330078,0.2832382741,15.00013355
0.0006149023624,14.83194259,-0.0007588408888,-0.0007586876251,15.00008373,15.00008373,0.3408099109,0.3386527823,0.3378138376,0.3387126968,15.00013354
0.000616691131,14.83173231,-0.0007622131993,-0.000762026914,15.00012232,15.00012232,0.407805971,0.4056696592,0.4048388062,0.4057289952,15.00013353
0.0006189461107,14.83143203,-0.0007664147016,-0.000766187288,15.00013182,15.00013182,0.4913137306,0.489204707,0.4883844642,0.4892632847,15.00013353
0.00062193018,14.83102998,-0.0007718898855,-0.0007716089036,15.00013338,15.00013338,0.6001480892,0.5980760126,0.5972701366,0.5981335639,15.00013351
0.0006261485777,14.83047191,-0.0007794622662,-0.0007791072545,15.0001335,15.0001335,0.7506731765,0.7486546043,0.7478695337,0.7487106692,15.0001335
0.0006322337236,14.82969288,-0.0007900301935,-0.0007895719875,15.00013347,15.00013347,0.9607468719,0.9588079722,0.9580538829,0.9588618238,15.00013347
0.0006397523676,14.82877457,-0.0008024871256,-0.0008019074835,15.00013344,15.00013344,1.208375098,1.20653854,1.205824248,1.206589549,15.00013344
0.0006487679665,14.82774062,-0.0008165124712,-0.0008157964146,15.00013341,15.00013341,1.487187673,1.485479217,1.484814738,1.485526666,15.0001334
0.0006592898303,14.82663075,-0.0008315671485,-0.0008307051232,15.00013336,15.00013336,1.786471717,1.784919665,1.784316005,1.784962769,15.00013336
0.0006713042695,14.82549685,-0.0008469469561,-0.0008459364641,15.00013331,15.00013331,2.092232433,2.090867221,2.090336219,2.090905135,15.00013331
0.0006847620462,14.82440325,-0.0008617792011,-0.0008606264544,15.00013325,15.00013325,2.387125843,2.385979098,2.385533051,2.386010944,15.00013325
0.0006995921527,14.82342309,-0.0008750713181,-0.0008737924036,15.00013319,15.00013319,2.651424983,2.65052841,2.650179649,2.650553306,15.00013319
0.0007157052985,14.82263502,-0.0008857563294,-0.0008843779158,15.00013313,15.00013313,2.863923296,2.863307283,2.863067627,2.863324386,15.00013312
0.0007330017016,14.82211882,-0.000892751763,-0.0008913112176,15.00013305,15.00013305,3.003105532,3.002797622,3.002677782,3.002806166,15.00013305
0.0007513749326,14.82195096,-0.0008950201713,-0.0008935650732,15.00013298,15.00013298,3.048350501,3.048373772,3.048382723,3.048373116,15.00013297
0.0007707179213,14.82220004,-0.0008916310096,-0.0008902180487,15.0001329,15.0001329,2.981160933,2.981532447,2.981676827,2.981522118,15.00013289
0.000790947342,14.82292367,-0.0008818027671,-0.0008804962367,15.00013281,15.00013281,2.786001069,2.786730837,2.787014541,2.786710557,15.00013281
0.0008119859164,14.82416599,-0.0008649365562,-0.0008638065072,15.00013272,15.00013272,2.450964155,2.452053938,2.452477652,2.452023658,15.00013272
0.0008337529163,14.82595397,-0.0008406668991,-0.000839786791,15.00013263,15.00013263,1.968781852,1.970224028,1.970784789,1.970183959,15.00013263
0.000856178785,14.82829566,-0.0008088846453,-0.0008083287826,15.00013254,15.00013254,1.337279989,1.339056991,1.33974797,1.339007623,15.00013253
0.0008792039226,14.83117909,-0.0007697526585,-0.0007695934792,15.00013244,15.00013244,0.5596904951,0.5617745664,0.5625849711,0.5617166692,15.00013244
0.0008839191289,14.83182422,-0.0007609975959,-0.0007609269022,15.00013242,15.00013242,0.3857138207,0.3878556362,0.3886884988,0.3877961352,15.00013242
0.0008924750711,14.83303866,-0.0007445168043,-0.000744612465,15.00013239,15.00013239,0.05821063601,0.0604523211,0.06132402578,0.06039004631,15.00013238
0.0008929873079,14.8331131,-0.000743506606,-0.0007436124551,15.00013239,15.00013239,0.03813599946,0.04038346279,0.04125741477,0.04032102751,15.00013238
0.0008934242742,14.83317676,-0.0007426428028,-0.0007427573631,15.00013238,15.00013238,0.02097050605,0.02322287884,0.02409874029,0.02316030721,15.00013238
0.0008937242492,14.83322053,-0.0007420487183,-0.0007421692694,15.00013238,15.00013238,0.009164855448,0.01142058873,0.01229775718,0.01135792377,15.00013238
0.0008939365159,14.83325155,-0.0007416278016,-0.0007417525971,15.00013238,15.00013238,0.0008003923268,0.003058498703,0.003936590133,0.002995767833,15.00013238
0.0008940242836,14.83326442,-0.0007414536357,-0.0007415801846,15.00013242,15.00013242,-0.002660731356,-0.0004016238583,0.0004768591942,-0.0004643824793,15.00011076
0.0008940634397,14.83326557,-0.0007413758129,-0.0007415030602,15.00012779,15.00012779,-0.004204367927,-0.001945536755,-0.001067015802,-0.002008275397,14.99980425
0.0008941790076,14.83313436,-0.0007411420887,-0.0007412705862,14.99997816,14.99997816,-0.008722638194,-0.006483144758,-0.005610633513,-0.006545207348,14.99669398
0.0008942945755,14.83258303,-0.0007408950057,-0.0007410235903,14.99940417,14.99940417,-0.01311122491,-0.01093068681,-0.01007912979,-0.01099092789,14.99032424
0.0008944697726,14.8303888,-0.0007404762467,-0.0007406029539,14.99716194,14.99716194,-0.01932972174,-0.01731546761,-0.01652581223,-0.01737083132,14.974683
0.0008946888734,14.82438346,-0.0007398453355,-0.0007399668226,14.99106385,14.99106385,-0.02604700915,-0.02434837686,-0.02367885032,-0.02439472865,14.94582784
0.0008949616409,14.81050864,-0.0007388481018,-0.0007389598673,14.97700945,14.97700945,-0.03231129589,-0.0311147328,-0.03063866237,-0.03114696979,14.89794001
0.0008952650866,14.78582636,-0.0007374310889,-0.0007375298525,14.9520348,14.9520348,-0.03622931195,-0.03564312974,-0.03540423559,-0.03565839241,14.83379524
0.0008955960871,14.74820831,-0.0007355279438,-0.000735612468,14.91399081,14.91399081,-0.03695894857,-0.03699248963,-0.03699614918,-0.03699068136,14.75767458
0.0008959467089,14.69845605,-0.0007331790488,-0.0007332509511,14.86368829,14.86368829,-0.0344370293,-0.03497656963,-0.03517995229,-0.03496097998,14.67786964
0.0008963189675,14.63855731,-0.0007304449333,-0.0007305080883,14.80313459,14.80313459,-0.02939553958,-0.03024075339,-0.03056668757,-0.0302170158,14.60123892
0.0008967141871,14.57227877,-0.0007274472615,-0.0007275070641,14.7361339,14.7361339,-0.02313749243,-0.02404082038,-0.02439291873,-0.0240158013,14.53375737
0.0008971399449,14.50334095,-0.0007242943876,-0.0007243565384,14.66644274,14.66644274,-0.01721017734,-0.01793216197,-0.01821638166,-0.01791242748,14.47787355
0.0008976070787,14.43511992,-0.0007210773525,-0.0007211465592,14.59746931,14.59746931,-0.01318873832,-0.01355399033,-0.01370055681,-0.01354426628,14.4322865
0.0008980973413,14.37331399,-0.000718024366,-0.0007181022895,14.53497151,14.53497151,-0.01226819468,-0.01224808173,-0.01224410539,-0.01224899961,14.39326304
0.0008985876039,14.31943822,-0.000715234725,-0.0007153194547,14.48048297,14.48048297,-0.01404913014,-0.0137624059,-0.01365298548,-0.01377056559,14.3536487
0.0008990933034,14.26776165,-0.0007124872581,-0.0007125752212,14.42821301,14.42821301,-0.01725723014,-0.01687637337,-0.01672835341,-0.01688696194,14.30506387
0.0008996242392,14.21277728,-0.0007095785243,-0.0007096658107,14.37259805,14.37259805,-0.02046106975,-0.02015340237,-0.0200323759,-0.02016182056,14.24300318
0.0009002046531,14.14788862,-0.0007062383058,-0.000706321962,14.30697193,14.30697193,-0.02244938159,-0.02232471988,-0.02227439015,-0.02232801012,14.16489974
0.0009008041281,14.07473308,-0.0007025808519,-0.0007026603604,14.23299311,14.23299311,-0.02252587612,-0.02258021493,-0.0226000404,-0.02257858339,14.07968064
0.0009014036031,13.99745162,-0.0006987814277,-0.0006988584788,14.15484689,14.15484689,-0.02128204001,-0.02142494859,-0.02148019032,-0.02142094744,13.99645879
0.0009020279059,13.91606103,-0.0006947892547,-0.0006948661596,14.07254645,14.07254645,-0.01973783465,-0.01986628629,-0.01991672068,-0.01986276286,13.91545763
0.0009027067939,13.82955942,-0.0006905096121,-0.0006905882,13.98507523,13.98507523,-0.01879541838,-0.01883939801,-0.01885725828,-0.01883824697,13.83317205
0.0009034198554,13.74178102,-0.0006861124725,-0.000686193062,13.89630886,13.89630886,-0.01891978299,-0.0188802671,-0.01886536399,-0.01888140819,13.74895323
0.000904132917,13.65564496,-0.000681766219,-0.0006818477294,13.80920088,13.80920088,-0.01969037307,-0.01962246728,-0.01959605441,-0.0196243532,13.66272348
0.0009048903432,13.56359674,-0.000677127014,-0.0006772081888,13.71611433,13.71611433,-0.02043296144,-0.02039008615,-0.02037312101,-0.02039124998,13.56727547
0.0009057365115,13.45859103,-0.000671866204,-0.0006719464155,13.60992645,13.60992645,-0.02066272173,-0.02066478309,-0.02066534832,-0.02066470374,13.45774206
0.0009065826799,13.35181118,-0.0006665396373,-0.0006666193455,13.50194622,13.50194622,-0.02042427185,-0.0204451668,-0.02045328145,-0.02044458529,13.34824495
0.0009074721074,13.2392023,-0.0006609211769,-0.0006610010996,13.3880714,13.3880714,-0.02018030806,-0.02018926237,-0.02019286767,-0.02018902511,13.23469577
0.0009084804576,13.11206245,-0.0006545605387,-0.0006546409696,13.25950099,13.25950099,-0.02024305438,-0.02023176247,-0.02022744274,-0.02023208283,13.10672726
0.0009094888078,12.98497117,-0.000648193017,-0.0006482736118,13.13097898,13.13097898,-0.02049893627,-0.02048477582,-0.02047923879,-0.02048516636,12.97766048
0.0009106103609,12.84266405,-0.0006410691166,-0.000641149558,12.98707025,12.98707025,-0.02067289437,-0.02066838848,-0.0206665917,-0.02066850949,12.83243395
0.0009117488466,12.69710716,-0.0006337900788,-0.0006338704479,12.83987575,12.83987575,-0.02069820538,-0.02069785005,-0.02069771605,-0.0206978603,12.68433025
0.0009129725603,12.53999703,-0.0006259320886,-0.0006260125789,12.68099795,12.68099795,-0.02074544781,-0.020741307,-0.02073971615,-0.02074142384,12.52497161
0.0009143060644,12.36820004,-0.0006173354044,-0.0006174160052,12.50726774,12.50726774,-0.02087993459,-0.02087371796,-0.02087129751,-0.02087389037,12.35055966
0.0009157077553,12.18664473,-0.0006082512316,-0.0006083318478,12.32366946,12.32366946,-0.02100777708,-0.02100349304,-0.02100181988,-0.02100361138,12.16601412
0.000917241012,11.98685684,-0.0005982567259,-0.0005983373849,12.12163357,12.12163357,-0.0211091456,-0.02110532193,-0.02110383766,-0.0211054284,11.96307534
0.0009190014963,11.75614558,-0.0005867144571,-0.0005867951996,11.88832631,11.88832631,-0.02124158427,-0.02123701959,-0.02123524459,-0.0212371464,11.72881661
0.0009208012714,11.51881192,-0.000574840846,-0.0005749216465,11.64832213,11.64832213,-0.02137898935,-0.02137484536,-0.02137323248,-0.02137496035,11.48778623
0.0009228998206,11.24019539,-0.0005609025408,-0.000560983414,11.36657062,11.36657062,-0.02152711387,-0.02152305137,-0.02152147182,-0.02152316424,11.20489341
0.000925348156,10.91268742,-0.0005445184009,-0.0005445993583,11.03537753,11.03537753,-0.02170025291,-0.02169627732,-0.02169473074,-0.0216963877,10.8724022
0.0009282207364,10.52513562,-0.0005251309944,-0.0005252120455,10.64346504,10.64346504,-0.02189470569,-0.02189088192,-0.02188939471,-0.02189098812,10.47901403
0.0009316054534,10.06410092,-0.0005020681122,-0.0005021492697,10.17724287,10.17724287,-0.02211552518,-0.02211187509,-0.02211045534,-0.02211197646,10.01112185
0.0009355650468,9.518998508,-0.0004748006049,-0.0004748818804,9.626007137,9.626007137,-0.02236089959,-0.02235744436,-0.02235610037,-0.02235754031,9.458028615
0.0009410916492,8.748395032,-0.0004362543121,-0.0004363357405,8.846733176,8.846733176,-0.02268022329,-0.02267705003,-0.02267581568,-0.02267713815,8.676335724
0.0009478149051,7.796803802,-0.0003886570045,-0.0003887386003,7.884435226,7.884435226,-0.02303179544,-0.02302897037,-0.02302787143,-0.02302904882,7.711372326
0.0009550184937,6.761832087,-0.0003368917088,-0.0003369734611,6.837818837,6.837818837,-0.02336286532,-0.02336041845,-0.02335946658,-0.02336048639,6.662242862
0.0009630747269,5.58804743,-0.0002781866523,-0.000278268551,5.650827927,5.650827927,-0.02367640942,-0.02367439135,-0.02367360624,-0.02367444738,5.472867634
0.0009719122978,4.284066037,-0.0002129737487,-0.000213055773,4.332175715,4.332175715,-0.02395057672,-0.02394903474,-0.02394843478,-0.02394907755,4.152124412
0.0009816271977,2.835546505,-0.0001405368682,-0.0001406189878,2.867359528,2.867359528,-0.02416674963,-0.02416573633,-0.02416534196,-0.02416576445,2.685650238
0.0009923514074,1.224482622,-5.997691722e-05,-6.005908958e-05,1.238170673,1.238170673,-0.02430083038,-0.02430040485,-0.02430023906,-0.02430041664,1.055417274
0.001004456947,-0.6004016286,3.126822968e-05,3.118606415e-05,-0.6072435957,-0.6072435957,-0.02431965442,-0.02431989426,-0.02431998723,-0.02431988757,-0.7901789024
0.001020462762,-3.006190138,0.0001515479932,0.0001514659446,-3.04009651,-3.04009651,-0.02412875414,-0.02412986973,-0.02413030328,-0.02412983871,-3.221649008
0.001036468577,-5.381616359,0.0002702973291,0.0002702155192,-5.442244646,-5.442244646,-0.02369402542,-0.02369600516,-0.0236967748,-0.02369595014,-5.62057969
0.001052474392,-7.702675895,0.0003863162397,0.0003862347878,-7.789413573,-7.789413573,-0.02301986125,-0.02302268517,-0.02302378314,-0.02302260671,-7.962729036
0.001068480207,-9.945913741,0.0004984323189,0.0004983513408,-10.05788444,-10.05788444,-0.02211307416,-0.02211671372,-0.02211812891,-0.0221166126,-10.22442892
0.001084486022,-12.0886613,0.0006055125999,0.0006054322065,-12.22473368,-12.22473368,-0.02098282758,-0.020987246,-0.02098896412,-0.02098712325,-12.38282418
0.001100491837,-14.10926547,0.0007064750043,0.0007063953007,-14.26806461,-14.26806461,-0.01964054297,-0.0196456956,-0.01964769928,-0.01964555246,-14.41610359
0.001104336387,-14.57411625,0.0007296997311,0.0007296202084,-14.73814363,-14.73814363,-0.01928792327,-0.01929325732,-0.0192953315,-0.01929310914,-14.88354146
0.001104709858,-14.61882432,0.0007319333752,0.0007318538703,-14.78335454,-14.78335454,-0.0192530876,-0.0192584367,-0.01926051667,-0.01925828809,-14.92849123
0.001105006362,-14.65426141,0.0007337038291,0.0007336243384,-14.8191902,-14.8191902,-0.01922535542,-0.01923071754,-0.01923280257,-0.01923056857,-14.96411902
0.00110513032,-14.66906139,0.0007344432414,0.0007343637567,-14.83415663,-14.83415663,-0.01921374132,-0.01921910897,-0.01922119614,-0.01921895984,-14.9789984
0.001105206031,-14.67809658,0.0007348946422,0.0007348151611,-14.84329344,-14.84329344,-0.01920664174,-0.01921201277,-0.01921410126,-0.01921186355,-14.988082
0.00110529202,-14.68835414,0.0007354071125,0.0007353276355,-14.85366637,-14.85366637,-0.01919857302,-0.01920394791,-0.0192060379,-0.01920379859,-14.99839445
0.001105301335,-14.68946509,0.000735462616,0.0007353831395,-14.85478981,-14.85478981,-0.01919769858,-0.01920307389,-0.01920516405,-0.01920292456,-14.99951135
0.00110530478,-14.68987592,0.000735483141,0.0007354036647,-14.85520526,-14.85520526,-0.01919737519,-0.01920275066,-0.01920484087,-0.01920260131,-14.99992437
0.001105306482,-14.69007894,0.000735493284,0.0007354138077,-14.85541057,-14.85541057,-0.01919721505,-0.0192025909,-0.01920468115,-0.01920244154,-15.0001187
0.001105307279,-14.690174,0.000735498035,0.0007354185569,-14.85550669,-14.85550669,-0.01919714057,-0.01920251607,-0.01920460633,-0.01920236671,-15.0001187
0.001105315253,-14.69112111,0.0007355455113,0.0007354658913,-14.85646446,-14.85646446,-0.0191967178,-0.01920178587,-0.01920386743,-0.01920165005,-15.0001187
0.001105328879,-14.69272496,0.0007356263203,0.0007355462037,-14.85808637,-14.85808637,-0.01919910956,-0.01920114505,-0.01920287207,-0.01920115958,-15.0001187
0.001105348655,-14.69502061,0.0007357426265,0.0007356616449,-14.86040789,-14.86040789,-0.01921228577,-0.01920391102,-0.01920333101,-0.01920437521,-15.0001187
0.001105377666,-14.69832044,0.0007359109966,0.0007358287158,-14.86374499,-14.86374499,-0.01925387863,-0.01922032617,-0.01921213198,-0.01922169779,-15.0001187
0.001105422175,-14.7032303,0.0007361641852,0.0007360799388,-14.86871052,-14.86871052,-0.0193684798,-0.01928157896,-0.01925468631,-0.01928462975,-15.0001187
0.001105484539,-14.70981022,0.0007365088816,0.0007364219481,-14.87536544,-14.87536544,-0.01962874268,-0.01945187667,-0.01939124737,-0.01945754761,-15.0001187
0.001105564257,-14.71773745,0.0007369332447,0.0007368429847,-14.88338371,-14.88338371,-0.02012223974,-0.01982236796,-0.01971421977,-0.01983148763,-15.0001187
0.001105669453,-14.72742278,0.0007374671769,0.0007373727012,-14.89318141,-14.89318141,-0.02103124198,-0.02057192531,-0.02040140916,-0.0205854412,-15.0001187
0.001105808237,-14.73896611,0.0007381300893,0.0007380303289,-14.90486063,-14.90486063,-0.02264046323,-0.02198683215,-0.02173996132,-0.02200567234,-15.0001187
0.001106000473,-14.75289888,0.000738979154,0.0007388725354,-14.91896106,-14.91896106,-0.02555182913,-0.02466237711,-0.02432272504,-0.02468766768,-15.0001187
0.001106294083,-14.77029624,0.0007401452662,0.0007400290458,-14.93657564,-14.93657564,-0.03128467946,-0.03010090711,-0.02964542986,-0.0301342455,-15.0001187
0.0011066306,-14.78563229,0.0007413266027,0.0007412004148,-14.95211457,-14.95211457,-0.03937600454,-0.03793344484,-0.03737611997,-0.03797385889,-15.00011869
0.001107038664,-14.79927395,0.0007425916997,0.0007424545456,-14.9659526,-14.9659526,-0.05081696338,-0.04914516912,-0.04849762153,-0.04919185028,-15.00011869
0.001107507325,-14.81014297,0.0007438819671,0.0007437333093,-14.97699904,-14.97699904,-0.06552321617,-0.06367005379,-0.06295111518,-0.06372169269,-15.00011869
0.001108049099,-14.818381,0.0007452259364,0.0007450649729,-14.98539873,-14.98539873,-0.08391846036,-0.08192949855,-0.0811570958,-0.08198484863,-15.00011869
0.001108664922,-14.82414232,0.0007466294137,0.0007464553024,-14.99130753,-14.99130753,-0.1059637295,-0.1038819243,-0.1030729562,-0.1039398105,-15.00011869
0.001109366356,-14.82790277,0.0007481295559,0.0007479411408,-14.99520762,-14.99520762,-0.1319200468,-0.1297803516,-0.1289485671,-0.1298398174,-15.00011868
0.001110163979,-14.83014935,0.0007497614308,0.0007495572644,-14.99759226,-14.99759226,-0.1619959402,-0.1598251114,-0.1589810337,-0.1598854247,-15.00011868
0.001111076298,-14.83135091,0.0007515742406,0.0007513524433,-14.99893747,-14.99893747,-0.1966979596,-0.1945149452,-0.1936660236,-0.1945755872,-15.00011868
0.001112127741,-14.83188404,0.0007536244294,0.0007533826096,-14.99962687,-14.99962687,-0.2367681501,-0.2345857286,-0.2337369835,-0.234646349,-15.00011867
0.0011133551,-14.8320225,0.0007559870268,0.0007557220886,-14.99994182,-14.99994182,-0.2834192718,-0.2812459389,-0.2804007032,-0.2813063046,-15.00011867
0.001114812858,-14.83194119,0.0007587645525,0.0007584724173,-15.00006618,-15.00006618,-0.3385071516,-0.336349001,-0.3355096591,-0.3364089439,-15.00011866
0.001116586884,-14.83173473,0.0007621109562,0.0007617860526,-15.00010669,-15.00010669,-0.404986322,-0.4028487643,-0.4020174268,-0.4029081348,-15.00011866
0.001118819793,-14.83143787,0.0007662741124,0.0007659084551,-15.00011679,-15.00011679,-0.4877312274,-0.4856206574,-0.4847998134,-0.4856792781,-15.00011865
0.001121768059,-14.83104046,0.0007716882386,0.0007712696087,-15.00011848,-15.00011848,-0.5953517157,-0.5932776118,-0.5924709475,-0.5933352194,-15.00011864
0.001125924481,-14.83048995,0.0007791583163,0.0007786666537,-15.00011862,-15.00011862,-0.7438431256,-0.7418216749,-0.7410354851,-0.7418778198,-15.00011862
0.001131939361,-14.82971859,0.0007896221539,0.0007890283072,-15.0001186,-15.0001186,-0.9518475525,-0.9499047326,-0.9491491188,-0.949958693,-15.0001186
0.001139405578,-14.82880458,0.0008020208423,0.0008013061173,-15.00011858,-15.00011858,-1.198317761,-1.196476392,-1.195760228,-1.196527534,-15.00011857
