time,heatCapacitor.T_ref,heatCapacitor.T_sim,heatCapacitor.T_relerr,onOffController.y_ref,onOffController.y_sim,onOffController.y_relerr
3.958,305.5611235,323.7513034,0.0561166,1,NaN,NaN
3.9585,305.5652708,323.7542375,0.0561128,1,NaN,NaN
3.959,305.5694178,323.7571714,0.0561091,1,NaN,NaN
3.9595,305.5735646,323.7601051,0.0561053,1,NaN,NaN
3.96,305.577711,323.7630387,0.0561016,1,NaN,NaN
3.9605,305.5818572,323.765972,0.0560978,1,NaN,NaN
3.961,305.5860031,323.7689051,0.0560941,1,NaN,NaN
3.9615,305.5901487,323.7718381,0.0560904,1,NaN,NaN
3.962,305.594294,323.7747708,0.0560866,1,NaN,NaN
3.9625,305.5984391,323.7777034,0.0560829,1,NaN,NaN
3.963,305.6025839,323.7806357,0.0560791,1,NaN,NaN
3.9635,305.6067283,323.7835679,0.0560754,1,NaN,NaN
3.964,305.6108726,323.7864999,0.0560717,1,NaN,NaN
3.9645,305.6150165,323.7894317,0.0560679,1,NaN,NaN
3.965,305.6191601,323.7923633,0.0560642,1,NaN,NaN
3.9655,305.6233035,323.7952947,0.0560604,1,NaN,NaN
3.966,305.6274466,323.7982259,0.0560567,1,NaN,NaN
3.9665,305.6315894,323.8011569,0.056053,1,NaN,NaN
3.967,305.6357319,323.8040877,0.0560492,1,NaN,NaN
3.9675,305.6398742,323.8070184,0.0560455,1,NaN,NaN
3.968,305.6440162,323.8099488,0.0560417,1,NaN,NaN
3.9685,305.6481578,323.8128791,0.056038,1,NaN,NaN
3.969,305.6522993,323.8158091,0.0560343,1,NaN,NaN
3.9695,305.6564404,323.818739,0.0560305,1,NaN,NaN
3.97,305.6605812,323.8216686,0.0560268,1,NaN,NaN
3.9705,305.6647218,323.8245981,0.0560231,1,NaN,NaN
3.971,305.6688621,323.8275274,0.0560193,1,NaN,NaN
3.9715,305.6730021,323.8304565,0.0560156,1,NaN,NaN
3.972,305.6771418,323.8333854,0.0560119,1,NaN,NaN
3.9725,305.6812813,323.8363141,0.0560081,1,NaN,NaN
3.973,305.6854204,323.8392426,0.0560044,1,NaN,NaN
3.9735,305.6895593,323.842171,0.0560007,1,NaN,NaN
3.974,305.6936979,323.8450991,0.0559969,1,NaN,NaN
3.9745,305.6978363,323.848027,0.0559932,1,NaN,NaN
3.975,305.7019743,323.8509548,0.0559895,1,NaN,NaN
3.9755,305.7061121,323.8538824,0.0559857,1,NaN,NaN
3.976,305.7102496,323.8568097,0.055982,1,NaN,NaN
3.9765,305.7143868,323.8597369,0.0559783,1,NaN,NaN
3.977,305.7185237,323.8626639,0.0559745,1,NaN,NaN
3.9775,305.7226603,323.8655907,0.0559708,1,NaN,NaN
3.978,305.7267967,323.8685173,0.0559671,1,NaN,NaN
3.9785,305.7309328,323.8714437,0.0559633,1,NaN,NaN
3.979,305.7350686,323.8743699,0.0559596,1,NaN,NaN
3.9795,305.7392041,323.8772959,0.0559559,1,NaN,NaN
3.98,305.7433393,323.8802217,0.0559521,1,NaN,NaN
3.9805,305.7474743,323.8831474,0.0559484,1,NaN,NaN
3.981,305.751609,323.8860728,0.0559447,1,NaN,NaN
3.9815,305.7557434,323.8889981,0.0559409,1,NaN,NaN
3.982,305.7598775,323.8919231,0.0559372,1,NaN,NaN
3.9825,305.7640113,323.894848,0.0559335,1,NaN,NaN
3.983,305.7681449,323.8977727,0.0559297,1,NaN,NaN
3.9835,305.7722782,323.9006972,0.055926,1,NaN,NaN
3.984,305.7764112,323.9036215,0.0559223,1,NaN,NaN
3.9845,305.7805439,323.9065456,0.0559186,1,NaN,NaN
3.985,305.7846763,323.9094695,0.0559148,1,NaN,NaN
3.9855,305.7888085,323.9123932,0.0559111,1,NaN,NaN
3.986,305.7929404,323.9153167,0.0559074,1,NaN,NaN
3.9865,305.797072,323.9182401,0.0559036,1,NaN,NaN
3.987,305.8012033,323.9211632,0.0558999,1,NaN,NaN
3.9875,305.8053343,323.9240862,0.0558962,1,NaN,NaN
3.988,305.8094651,323.9270089,0.0558925,1,NaN,NaN
3.9885,305.8135956,323.9299315,0.0558887,1,NaN,NaN
3.989,305.8177258,323.9328539,0.055885,1,NaN,NaN
3.9895,305.8218557,323.935776,0.0558813,1,NaN,NaN
3.99,305.8259853,323.938698,0.0558776,1,NaN,NaN
3.9905,305.8301147,323.9416198,0.0558738,1,NaN,NaN
3.991,305.8342438,323.9445414,0.0558701,1,NaN,NaN
3.9915,305.8383726,323.9474629,0.0558664,1,NaN,NaN
3.992,305.8425011,323.9503841,0.0558627,1,NaN,NaN
3.9925,305.8466293,323.9533051,0.0558589,1,NaN,NaN
3.993,305.8507573,323.956226,0.0558552,1,NaN,NaN
3.9935,305.8548849,323.9591466,0.0558515,1,NaN,NaN
3.994,305.8590123,323.9620671,0.0558478,1,NaN,NaN
3.9945,305.8631394,323.9649873,0.055844,1,NaN,NaN
3.995,305.8672663,323.9679074,0.0558403,1,NaN,NaN
3.9955,305.8713928,323.9708273,0.0558366,1,NaN,NaN
3.996,305.8755191,323.973747,0.0558329,1,NaN,NaN
3.9965,305.8796451,323.9766665,0.0558292,1,NaN,NaN
3.997,305.8837708,323.9795858,0.0558254,1,NaN,NaN
3.9975,305.8878962,323.9825049,0.0558217,1,NaN,NaN
3.998,305.8920214,323.9854239,0.055818,1,NaN,NaN
3.9985,305.8961463,323.9883426,0.0558143,1,NaN,NaN
3.999,305.9002709,323.9912611,0.0558106,1,NaN,NaN
3.9995,305.9043952,323.9941795,0.0558068,1,NaN,NaN
4,305.9085192,323.9970977,0.0558031,1,NaN,NaN
4.0005,305.9126429,324.0000156,0.0557994,1,NaN,NaN
4.001,305.9167664,324.0029334,0.0557957,1,NaN,NaN
4.0015,305.9208896,324.005851,0.055792,1,NaN,NaN
4.002,305.9250125,324.0087684,0.0557882,1,NaN,NaN
4.0025,305.9291351,324.0116856,0.0557845,1,NaN,NaN
4.003,305.9332575,324.0146026,0.0557808,1,NaN,NaN
4.0035,305.9373796,324.0175194,0.0557771,1,NaN,NaN
4.004,305.9415013,324.0204361,0.0557734,1,NaN,NaN
4.0045,305.9456229,324.0233525,0.0557696,1,NaN,NaN
4.005,305.9497441,324.0262687,0.0557659,1,NaN,NaN
4.0055,305.953865,324.0291848,0.0557622,1,NaN,NaN
4.006,305.9579857,324.0321007,0.0557585,1,NaN,NaN
4.0065,305.9621061,324.0350163,0.0557548,1,NaN,NaN
4.007,305.9662262,324.0379318,0.0557511,1,NaN,NaN
4.0075,305.970346,324.0408471,0.0557473,1,NaN,NaN
4.008,305.9744656,324.0437622,0.0557436,1,NaN,NaN
4.0085,305.9785848,324.0466771,0.0557399,1,NaN,NaN
4.009,305.9827038,324.0495918,0.0557362,1,NaN,NaN
4.0095,305.9868225,324.0525064,0.0557325,1,NaN,NaN
4.01,305.9909409,324.0554207,0.0557288,1,NaN,NaN
4.0105,305.9950591,324.0583348,0.0557251,1,NaN,NaN
4.011,305.9991769,324.0612488,0.0557213,1,NaN,NaN
4.0115,306.0032945,324.0641626,0.0557176,1,NaN,NaN
4.012,306.0074118,324.0670761,0.0557139,1,NaN,NaN
4.0125,306.0115289,324.0699895,0.0557102,1,NaN,NaN
4.013,306.0156456,324.0729027,0.0557065,1,NaN,NaN
4.0135,306.0197621,324.0758157,0.0557028,1,NaN,NaN
4.014,306.0238782,324.0787285,0.0556991,1,NaN,NaN
4.0145,306.0279941,324.0816411,0.0556953,1,NaN,NaN
4.015,306.0321098,324.0845535,0.0556916,1,NaN,NaN
4.0155,306.0362251,324.0874658,0.0556879,1,NaN,NaN
4.016,306.0403402,324.0903778,0.0556842,1,NaN,NaN
4.0165,306.0444549,324.0932897,0.0556805,1,NaN,NaN
4.017,306.0485694,324.0962013,0.0556768,1,NaN,NaN
4.0175,306.0526837,324.0991128,0.0556731,1,NaN,NaN
4.018,306.0567976,324.1020241,0.0556694,1,NaN,NaN
4.0185,306.0609113,324.1049352,0.0556657,1,NaN,NaN
4.019,306.0650246,324.1078461,0.055662,1,NaN,NaN
4.0195,306.069138,324.1107568,0.0556582,1,NaN,NaN
4.02,306.073251,324.1136673,0.0556545,1,NaN,NaN
4.0205,306.0773638,324.1165776,0.0556508,1,NaN,NaN
4.021,306.0814763,324.1194877,0.0556471,1,NaN,NaN
4.0215,306.0855885,324.1223977,0.0556434,1,NaN,NaN
4.022,306.0897004,324.1253074,0.0556397,1,NaN,NaN
4.0225,306.0938121,324.128217,0.055636,1,NaN,NaN
4.023,306.0979234,324.1311264,0.0556323,1,NaN,NaN
4.0235,306.1020345,324.1340356,0.0556286,1,NaN,NaN
4.024,306.1061454,324.1369445,0.0556249,1,NaN,NaN
4.0245,306.1102559,324.1398533,0.0556212,1,NaN,NaN
4.025,306.1143662,324.1427619,0.0556174,1,NaN,NaN
4.0255,306.1184762,324.1456704,0.0556137,1,NaN,NaN
4.026,306.1225859,324.1485786,0.05561,1,NaN,NaN
4.0265,306.1266953,324.1514866,0.0556063,1,NaN,NaN
4.027,306.1308045,324.1543945,0.0556026,1,NaN,NaN
4.0275,306.1349134,324.1573021,0.0555989,1,NaN,NaN
4.028,306.139022,324.1602096,0.0555952,1,NaN,NaN
4.0285,306.1431303,324.1631168,0.0555915,1,NaN,NaN
4.029,306.1472384,324.1660239,0.0555878,1,NaN,NaN
4.0295,306.1513462,324.1689308,0.0555841,1,NaN,NaN
4.03,306.1554537,324.1718375,0.0555804,1,NaN,NaN
4.0305,306.1595609,324.174744,0.0555767,1,NaN,NaN
4.031,306.1636679,324.1776503,0.055573,1,NaN,NaN
4.0315,306.1677745,324.1805565,0.0555693,1,NaN,NaN
4.032,306.1718809,324.1834624,0.0555656,1,NaN,NaN
4.0325,306.1759871,324.1863682,0.0555619,1,NaN,NaN
4.033,306.1800929,324.1892737,0.0555582,1,NaN,NaN
4.0335,306.1841985,324.1921791,0.0555545,1,NaN,NaN
4.034,306.1883038,324.1950843,0.0555508,1,NaN,NaN
4.0345,306.1924088,324.1979892,0.0555471,1,NaN,NaN
4.035,306.1965135,324.200894,0.0555434,1,NaN,NaN
4.0355,306.200618,324.2037986,0.0555397,1,NaN,NaN
4.036,306.2047222,324.206703,0.055536,1,NaN,NaN
4.0365,306.2088261,324.2096073,0.0555323,1,NaN,NaN
4.037,306.2129297,324.2125113,0.0555286,1,NaN,NaN
4.0375,306.2170331,324.2154151,0.0555249,1,NaN,NaN
4.038,306.2211361,324.2183188,0.0555212,1,NaN,NaN
4.0385,306.2252389,324.2212223,0.0555175,1,NaN,NaN
4.039,306.2293415,324.2241255,0.0555138,1,NaN,NaN
4.0395,306.2334437,324.2270286,0.0555101,1,NaN,NaN
4.04,306.2375457,324.2299315,0.0555064,1,NaN,NaN
4.0405,306.2416474,324.2328342,0.0555027,1,NaN,NaN
4.041,306.2457488,324.2357367,0.055499,1,NaN,NaN
4.0415,306.2498499,324.238639,0.0554953,1,NaN,NaN
4.042,306.2539508,324.2415412,0.0554916,1,NaN,NaN
4.0425,306.2580514,324.2444431,0.0554879,1,NaN,NaN
4.043,306.2621517,324.2473448,0.0554842,1,NaN,NaN
4.0435,306.2662517,324.2502464,0.0554805,1,NaN,NaN
4.044,306.2703515,324.2531478,0.0554768,1,NaN,NaN
4.0445,306.274451,324.2560489,0.0554731,1,NaN,NaN
4.045,306.2785502,324.2589499,0.0554694,1,NaN,NaN
4.0455,306.2826491,324.2618507,0.0554657,1,NaN,NaN
4.046,306.2867477,324.2647513,0.055462,1,NaN,NaN
4.0465,306.2908461,324.2676517,0.0554583,1,NaN,NaN
4.047,306.2949442,324.270552,0.0554546,1,NaN,NaN
4.0475,306.299042,324.273452,0.0554509,1,NaN,NaN
4.048,306.3031396,324.2763519,0.0554472,1,NaN,NaN
4.0485,306.3072368,324.2792515,0.0554435,1,NaN,NaN
4.049,306.3113338,324.282151,0.0554398,1,NaN,NaN
4.0495,306.3154305,324.2850503,0.0554361,1,NaN,NaN
4.05,306.319527,324.2879493,0.0554324,1,NaN,NaN
4.0505,306.3236231,324.2908482,0.0554287,1,NaN,NaN
4.051,306.327719,324.2937469,0.055425,1,NaN,NaN
4.0515,306.3318146,324.2966455,0.0554214,1,NaN,NaN
4.052,306.3359099,324.2995438,0.0554177,1,NaN,NaN
4.0525,306.340005,324.3024419,0.055414,1,NaN,NaN
4.053,306.3440998,324.3053399,0.0554103,1,NaN,NaN
4.0535,306.3481943,324.3082376,0.0554066,1,NaN,NaN
4.054,306.3522885,324.3111352,0.0554029,1,NaN,NaN
4.0545,306.3563824,324.3140326,0.0553992,1,NaN,NaN
4.055,306.3604761,324.3169297,0.0553955,1,NaN,NaN
4.0555,306.3645695,324.3198267,0.0553918,1,NaN,NaN
4.056,306.3686626,324.3227235,0.0553881,1,NaN,NaN
4.0565,306.3727554,324.3256202,0.0553844,1,NaN,NaN
4.057,306.376848,324.3285166,0.0553807,1,NaN,NaN
4.0575,306.3809403,324.3314128,0.0553771,1,NaN,NaN
4.058,306.3850323,324.3343089,0.0553734,1,NaN,NaN
4.0585,306.389124,324.3372047,0.0553697,1,NaN,NaN
4.059,306.3932155,324.3401004,0.055366,1,NaN,NaN
4.0595,306.3973066,324.3429959,0.0553623,1,NaN,NaN
4.06,306.4013975,324.3458911,0.0553586,1,NaN,NaN
4.0605,306.4054882,324.3487862,0.0553549,1,NaN,NaN
4.061,306.4095785,324.3516811,0.0553512,1,NaN,NaN
4.0615,306.4136686,324.3545759,0.0553475,1,NaN,NaN
4.062,306.4177584,324.3574704,0.0553439,1,NaN,NaN
4.0625,306.4218479,324.3603647,0.0553402,1,NaN,NaN
4.063,306.4259371,324.3632589,0.0553365,1,NaN,NaN
4.0635,306.4300261,324.3661528,0.0553328,1,NaN,NaN
4.064,306.4341148,324.3690466,0.0553291,1,NaN,NaN
4.0645,306.4382032,324.3719402,0.0553254,1,NaN,NaN
4.065,306.4422913,324.3748336,0.0553217,1,NaN,NaN
4.0655,306.4463792,324.3777268,0.0553181,1,NaN,NaN
4.066,306.4504668,324.3806198,0.0553144,1,NaN,NaN
4.0665,306.4545541,324.3835126,0.0553107,1,NaN,NaN
4.067,306.4586411,324.3864052,0.055307,1,NaN,NaN
4.0675,306.4627278,324.3892977,0.0553033,1,NaN,NaN
4.068,306.4668143,324.3921899,0.0552996,1,NaN,NaN
4.0685,306.4709005,324.395082,0.0552959,1,NaN,NaN
4.069,306.4749864,324.3979738,0.0552923,1,NaN,NaN
4.0695,306.4790721,324.4008655,0.0552886,1,NaN,NaN
4.07,306.4831574,324.403757,0.0552849,1,NaN,NaN
4.0705,306.4872425,324.4066483,0.0552812,1,NaN,NaN
4.071,306.4913273,324.4095394,0.0552775,1,NaN,NaN
4.0715,306.4954119,324.4124304,0.0552739,1,NaN,NaN
4.072,306.4994961,324.4153211,0.0552702,1,NaN,NaN
4.0725,306.5035801,324.4182116,0.0552665,1,NaN,NaN
4.073,306.5076638,324.421102,0.0552628,1,NaN,NaN
4.0735,306.5117472,324.4239922,0.0552591,1,NaN,NaN
4.074,306.5158304,324.4268821,0.0552554,1,NaN,NaN
4.0745,306.5199133,324.4297719,0.0552518,1,NaN,NaN
4.075,306.5239959,324.4326615,0.0552481,1,NaN,NaN
4.0755,306.5280782,324.4355509,0.0552444,1,NaN,NaN
4.076,306.5321602,324.4384401,0.0552407,1,NaN,NaN
4.0765,306.536242,324.4413292,0.055237,1,NaN,NaN
4.077,306.5403235,324.444218,0.0552334,1,NaN,NaN
4.0775,306.5444047,324.4471067,0.0552297,1,NaN,NaN
4.078,306.5484856,324.4499951,0.055226,1,NaN,NaN
4.0785,306.5525663,324.4528834,0.0552223,1,NaN,NaN
4.079,306.5566467,324.4557715,0.0552186,1,NaN,NaN
4.0795,306.5607268,324.4586594,0.055215,1,NaN,NaN
4.08,306.5648066,324.4615471,0.0552113,1,NaN,NaN
4.0805,306.5688862,324.4644346,0.0552076,1,NaN,NaN
4.081,306.5729655,324.4673219,0.0552039,1,NaN,NaN
4.0815,306.5770445,324.470209,0.0552003,1,NaN,NaN
4.082,306.5811232,324.473096,0.0551966,1,NaN,NaN
4.0825,306.5852016,324.4759827,0.0551929,1,NaN,NaN
4.083,306.5892798,324.4788693,0.0551892,1,NaN,NaN
4.0835,306.5933577,324.4817557,0.0551856,1,NaN,NaN
4.084,306.5974353,324.4846419,0.0551819,1,NaN,NaN
4.0845,306.6015126,324.4875279,0.0551782,1,NaN,NaN
4.085,306.6055897,324.4904137,0.0551745,1,NaN,NaN
4.0855,306.6096665,324.4932993,0.0551709,1,NaN,NaN
4.086,306.613743,324.4961847,0.0551672,1,NaN,NaN
4.0865,306.6178192,324.49907,0.0551635,1,NaN,NaN
4.087,306.6218952,324.501955,0.0551598,1,NaN,NaN
4.0875,306.6259709,324.5048399,0.0551562,1,NaN,NaN
4.088,306.6300463,324.5077246,0.0551525,1,NaN,NaN
4.0885,306.6341214,324.5106091,0.0551488,1,NaN,NaN
4.089,306.6381963,324.5134934,0.0551451,1,NaN,NaN
4.0895,306.6422708,324.5163775,0.0551415,1,NaN,NaN
4.09,306.6463451,324.5192614,0.0551378,1,NaN,NaN
4.0905,306.6504191,324.5221451,0.0551341,1,NaN,NaN
4.091,306.6544929,324.5250287,0.0551305,1,NaN,NaN
4.0915,306.6585663,324.527912,0.0551268,1,NaN,NaN
4.092,306.6626395,324.5307952,0.0551231,1,NaN,NaN
4.0925,306.6667124,324.5336782,0.0551194,1,NaN,NaN
4.093,306.6707851,324.536561,0.0551158,1,NaN,NaN
4.0935,306.6748574,324.5394436,0.0551121,1,NaN,NaN
4.094,306.6789295,324.542326,0.0551084,1,NaN,NaN
4.0945,306.6830013,324.5452082,0.0551048,1,NaN,NaN
4.095,306.6870729,324.5480902,0.0551011,1,NaN,NaN
4.0955,306.6911441,324.5509721,0.0550974,1,NaN,NaN
4.096,306.6952151,324.5538537,0.0550937,1,NaN,NaN
4.0965,306.6992858,324.5567352,0.0550901,1,NaN,NaN
4.097,306.7033562,324.5596164,0.0550864,1,NaN,NaN
4.0975,306.7074263,324.5624975,0.0550827,1,NaN,NaN
4.098,306.7114962,324.5653784,0.0550791,1,NaN,NaN
4.0985,306.7155658,324.5682591,0.0550754,1,NaN,NaN
4.099,306.7196351,324.5711397,0.0550717,1,NaN,NaN
4.0995,306.7237042,324.57402,0.0550681,1,NaN,NaN
4.1,306.7277729,324.5769001,0.0550644,1,NaN,NaN
4.1005,306.7318414,324.5797801,0.0550607,1,NaN,NaN
4.101,306.7359096,324.5826598,0.0550571,1,NaN,NaN
4.1015,306.7399775,324.5855394,0.0550534,1,NaN,NaN
4.102,306.7440452,324.5884188,0.0550497,1,NaN,NaN
4.1025,306.7481126,324.591298,0.0550461,1,NaN,NaN
4.103,306.7521797,324.594177,0.0550424,1,NaN,NaN
4.1035,306.7562465,324.5970558,0.0550387,1,NaN,NaN
4.104,306.760313,324.5999345,0.0550351,1,NaN,NaN
4.1045,306.7643793,324.6028129,0.0550314,1,NaN,NaN
4.105,306.7684453,324.6056912,0.0550278,1,NaN,NaN
4.1055,306.772511,324.6085692,0.0550241,1,NaN,NaN
4.106,306.7765765,324.6114471,0.0550204,1,NaN,NaN
4.1065,306.7806416,324.6143248,0.0550168,1,NaN,NaN
4.107,306.7847065,324.6172023,0.0550131,1,NaN,NaN
4.1075,306.7887711,324.6200796,0.0550094,1,NaN,NaN
4.108,306.7928354,324.6229567,0.0550058,1,NaN,NaN
4.1085,306.7968995,324.6258337,0.0550021,1,NaN,NaN
4.109,306.8009633,324.6287104,0.0549984,1,NaN,NaN
4.1095,306.8050268,324.631587,0.0549948,1,NaN,NaN
4.11,306.80909,324.6344634,0.0549911,1,NaN,NaN
4.1105,306.813153,324.6373395,0.0549875,1,NaN,NaN
4.111,306.8172156,324.6402155,0.0549838,1,NaN,NaN
4.1115,306.821278,324.6430913,0.0549801,1,NaN,NaN
4.112,306.8253401,324.6459669,0.0549765,1,NaN,NaN
4.1125,306.829402,324.6488424,0.0549728,1,NaN,NaN
4.113,306.8334635,324.6517176,0.0549692,1,NaN,NaN
4.1135,306.8375248,324.6545927,0.0549655,1,NaN,NaN
4.114,306.8415858,324.6574675,0.0549618,1,NaN,NaN
4.1145,306.8456466,324.6603422,0.0549582,1,NaN,NaN
4.115,306.849707,324.6632167,0.0549545,1,NaN,NaN
4.1155,306.8537672,324.666091,0.0549509,1,NaN,NaN
4.116,306.8578271,324.6689651,0.0549472,1,NaN,NaN
4.1165,306.8618868,324.671839,0.0549436,1,NaN,NaN
4.117,306.8659461,324.6747127,0.0549399,1,NaN,NaN
4.1175,306.8700052,324.6775863,0.0549362,1,NaN,NaN
4.118,306.874064,324.6804596,0.0549326,1,NaN,NaN
4.1185,306.8781225,324.6833328,0.0549289,1,NaN,NaN
4.119,306.8821807,324.6862058,0.0549253,1,NaN,NaN
4.1195,306.8862387,324.6890786,0.0549216,1,NaN,NaN
4.12,306.8902964,324.6919512,0.054918,1,NaN,NaN
4.1205,306.8943538,324.6948236,0.0549143,1,NaN,NaN
4.121,306.898411,324.6976958,0.0549106,1,NaN,NaN
4.1215,306.9024678,324.7005679,0.054907,1,NaN,NaN
4.122,306.9065244,324.7034397,0.0549033,1,NaN,NaN
4.1225,306.9105807,324.7063114,0.0548997,1,NaN,NaN
4.123,306.9146367,324.7091828,0.054896,1,NaN,NaN
4.1235,306.9186925,324.7120541,0.0548924,1,NaN,NaN
4.124,306.922748,324.7149252,0.0548887,1,NaN,NaN
4.1245,306.9268032,324.7177961,0.0548851,1,NaN,NaN
4.125,306.9308581,324.7206669,0.0548814,1,NaN,NaN
4.1255,306.9349127,324.7235374,0.0548778,1,NaN,NaN
4.126,306.9389671,324.7264077,0.0548741,1,NaN,NaN
4.1265,306.9430212,324.7292779,0.0548705,1,NaN,NaN
4.127,306.947075,324.7321479,0.0548668,1,NaN,NaN
4.1275,306.9511286,324.7350176,0.0548631,1,NaN,NaN
4.128,306.9551818,324.7378872,0.0548595,1,NaN,NaN
4.1285,306.9592348,324.7407566,0.0548558,1,NaN,NaN
4.129,306.9632875,324.7436258,0.0548522,1,NaN,NaN
4.1295,306.9673399,324.7464949,0.0548485,1,NaN,NaN
4.13,306.9713921,324.7493637,0.0548449,1,NaN,NaN
4.1305,306.975444,324.7522324,0.0548412,1,NaN,NaN
4.131,306.9794956,324.7551008,0.0548376,1,NaN,NaN
4.1315,306.9835469,324.7579691,0.0548339,1,NaN,NaN
4.132,306.987598,324.7608372,0.0548303,1,NaN,NaN
4.1325,306.9916487,324.7637051,0.0548266,1,NaN,NaN
4.133,306.9956992,324.7665728,0.054823,1,NaN,NaN
4.1335,306.9997494,324.7694403,0.0548193,1,NaN,NaN
4.134,307.0037994,324.7723077,0.0548157,1,NaN,NaN
4.1345,307.007849,324.7751748,0.054812,1,NaN,NaN
4.135,307.0118984,324.7780418,0.0548084,1,NaN,NaN
4.1355,307.0159475,324.7809086,0.0548048,1,NaN,NaN
4.136,307.0199964,324.7837751,0.0548011,1,NaN,NaN
4.1365,307.0240449,324.7866415,0.0547975,1,NaN,NaN
4.137,307.0280932,324.7895077,0.0547938,1,NaN,NaN
4.1375,307.0321412,324.7923738,0.0547902,1,NaN,NaN
4.138,307.036189,324.7952396,0.0547865,1,NaN,NaN
4.1385,307.0402364,324.7981053,0.0547829,1,NaN,NaN
4.139,307.0442836,324.8009707,0.0547792,1,NaN,NaN
4.1395,307.0483305,324.803836,0.0547756,1,NaN,NaN
4.14,307.0523771,324.8067011,0.0547719,1,NaN,NaN
4.1405,307.0564234,324.809566,0.0547683,1,NaN,NaN
4.141,307.0604697,324.8124307,0.0547646,1,NaN,NaN
4.1415,307.064516,324.8152952,0.054761,1,NaN,NaN
4.142,307.0685619,324.8181595,0.0547574,1,NaN,NaN
4.1425,307.0726076,324.8210237,0.0547537,1,NaN,NaN
4.143,307.0766529,324.8238876,0.0547501,1,NaN,NaN
4.1435,307.0806981,324.8267514,0.0547464,1,NaN,NaN
4.144,307.0847429,324.829615,0.0547428,1,NaN,NaN
4.1445,307.0887875,324.8324784,0.0547391,1,NaN,NaN
4.145,307.0928318,324.8353416,0.0547355,1,NaN,NaN
4.1455,307.0968758,324.8382046,0.0547318,1,NaN,NaN
4.146,307.1009196,324.8410674,0.0547282,1,NaN,NaN
4.1465,307.104963,324.8439301,0.0547246,1,NaN,NaN
4.147,307.1090062,324.8467925,0.0547209,1,NaN,NaN
4.1475,307.1130492,324.8496548,0.0547173,1,NaN,NaN
4.148,307.1170918,324.8525169,0.0547136,1,NaN,NaN
4.1485,307.1211342,324.8553788,0.05471,1,NaN,NaN
4.149,307.1251763,324.8582405,0.0547064,1,NaN,NaN
4.1495,307.1292182,324.861102,0.0547027,1,NaN,NaN
4.15,307.1332597,324.8639633,0.0546991,1,NaN,NaN
4.1505,307.137301,324.8668245,0.0546954,1,NaN,NaN
4.151,307.141342,324.8696854,0.0546918,1,NaN,NaN
4.1515,307.1453828,324.8725462,0.0546881,1,NaN,NaN
4.152,307.1494233,324.8754068,0.0546845,1,NaN,NaN
4.1525,307.1534634,324.8782672,0.0546809,1,NaN,NaN
4.153,307.1575034,324.8811274,0.0546772,1,NaN,NaN
4.1535,307.161543,324.8839874,0.0546736,1,NaN,NaN
4.154,307.1655824,324.8868472,0.05467,1,NaN,NaN
4.1545,307.1696215,324.8897069,0.0546663,1,NaN,NaN
4.155,307.1736603,324.8925663,0.0546627,1,NaN,NaN
4.1555,307.1776989,324.8954256,0.054659,1,NaN,NaN
4.156,307.1817372,324.8982847,0.0546554,1,NaN,NaN
4.1565,307.1857752,324.9011436,0.0546518,1,NaN,NaN
4.157,307.1898129,324.9040023,0.0546481,1,NaN,NaN
4.1575,307.1938504,324.9068608,0.0546445,1,NaN,NaN
4.158,307.1978876,324.9097192,0.0546409,1,NaN,NaN
4.1585,307.2019245,324.9125773,0.0546372,1,NaN,NaN
4.159,307.2059611,324.9154353,0.0546336,1,NaN,NaN
4.1595,307.2099975,324.918293,0.0546299,1,NaN,NaN
4.16,307.2140336,324.9211506,0.0546263,1,NaN,NaN
4.1605,307.2180694,324.924008,0.0546227,1,NaN,NaN
4.161,307.222105,324.9268652,0.054619,1,NaN,NaN
4.1615,307.2261403,324.9297223,0.0546154,1,NaN,NaN
4.162,307.2301753,324.9325791,0.0546118,1,NaN,NaN
4.1625,307.23421,324.9354357,0.0546081,1,NaN,NaN
4.163,307.2382445,324.9382922,0.0546045,1,NaN,NaN
4.1635,307.2422787,324.9411485,0.0546009,1,NaN,NaN
4.164,307.2463126,324.9440046,0.0545972,1,NaN,NaN
4.1645,307.2503462,324.9468605,0.0545936,1,NaN,NaN
4.165,307.2543796,324.9497162,0.05459,1,NaN,NaN
4.1655,307.2584127,324.9525717,0.0545863,1,NaN,NaN
4.166,307.2624455,324.9554271,0.0545827,1,NaN,NaN
4.1665,307.266478,324.9582822,0.0545791,1,NaN,NaN
4.167,307.2705103,324.9611372,0.0545754,1,NaN,NaN
4.1675,307.2745423,324.963992,0.0545718,1,NaN,NaN
4.168,307.278574,324.9668465,0.0545682,1,NaN,NaN
4.1685,307.2826055,324.9697009,0.0545645,1,NaN,NaN
4.169,307.2866366,324.9725552,0.0545609,1,NaN,NaN
4.1695,307.2906675,324.9754092,0.0545573,1,NaN,NaN
4.17,307.2946982,324.978263,0.0545536,1,NaN,NaN
4.1705,307.2987285,324.9811167,0.05455,1,NaN,NaN
4.171,307.3027586,324.9839702,0.0545464,1,NaN,NaN
4.1715,307.3067884,324.9868235,0.0545428,1,NaN,NaN
4.172,307.310818,324.9896766,0.0545391,1,NaN,NaN
4.1725,307.3148472,324.9925295,0.0545355,1,NaN,NaN
4.173,307.3188762,324.9953822,0.0545319,1,NaN,NaN
4.1735,307.3229049,324.9982347,0.0545282,1,NaN,NaN
