time,addA.opAmp.v_out_ref,addA.opAmp.v_out_sim,addA.opAmp.v_out_relerr,addB.y_ref,addB.y_sim,addB.y_relerr
0.088,2.327525248e-26,0,2.11584e-27,0,0,0
0.0885,2.342556419e-26,0,2.12951e-27,0,0,0
0.089,2.35758759e-26,0,2.14317e-27,0,0,0
0.0895,2.372618761e-26,0,2.15683e-27,0,0,0
0.09,2.387649932e-26,0,2.1705e-27,0,0,0
0.0905,2.402681104e-26,0,2.18416e-27,0,0,0
0.091,2.417712275e-26,0,2.19783e-27,0,0,0
0.0915,2.432743446e-26,0,2.21149e-27,0,0,0
0.092,2.447774617e-26,0,2.22516e-27,0,0,0
0.0925,2.462805788e-26,0,2.23882e-27,0,0,0
0.093,2.47783696e-26,0,2.25248e-27,0,0,0
0.0935,2.492868131e-26,0,2.26615e-27,0,0,0
0.094,2.507899302e-26,0,2.27981e-27,0,0,0
0.0945,2.522930473e-26,0,2.29348e-27,0,0,0
0.095,2.537961644e-26,0,2.30714e-27,0,0,0
0.0955,2.552992815e-26,0,2.3208e-27,0,0,0
0.096,2.568023987e-26,0,2.33447e-27,0,0,0
0.0965,2.583055158e-26,0,2.34813e-27,0,0,0
0.097,2.598086329e-26,0,2.3618e-27,0,0,0
0.0975,2.6131175e-26,0,2.37546e-27,0,0,0
0.098,2.628148671e-26,0,2.38912e-27,0,0,0
0.0985,2.643179843e-26,0,2.40279e-27,0,0,0
0.099,2.658211014e-26,0,2.41645e-27,0,0,0
0.0995,2.673242185e-26,0,2.43012e-27,0,0,0
0.1,2.688273356e-26,-2.285710772e-09,2.07783e-10,0,2.28685383e-09,2.07896e-10
0.1,2.688273356e-26,-2.285710772e-09,2.07783e-10,0,2.28685383e-09,2.07896e-10
0.1005,-0.249823014,-0.2498230441,2.73677e-09,0.2499485365,0.2499485666,2.73585e-09
0.101,-0.4993417364,-0.4993417206,1.43149e-09,0.4995936645,0.4995936487,1.43506e-09
0.1015,-0.7482668621,-0.7482668319,2.74453e-09,0.7486457259,0.7486456957,2.74927e-09
0.102,-0.9963240367,-0.9963240124,2.20765e-09,0.9968300281,0.9968300038,2.21275e-09
0.1025,-1.243253337,-1.243253332,4.27791e-10,1.243886324,1.24388632,4.32454e-10
0.103,-1.488808864,-1.488808925,5.59237e-09,1.489568406,1.489568468,5.58917e-09
0.1035,-1.732758439,-1.732758578,1.26339e-08,1.733643801,1.73364394,1.26333e-08
0.104,-1.974883144,-1.974883356,1.92593e-08,1.975893312,1.975893523,1.92616e-08
0.1045,-2.214976971,-2.214977273,2.74248e-08,2.216110662,2.216110964,2.74317e-08
0.105,-2.452846423,-2.452846798,3.40676e-08,2.454102104,2.454102479,3.40795e-08
0.1055,-2.688310178,-2.688310584,3.69049e-08,2.68968608,2.689686486,3.69199e-08
0.106,-2.921198678,-2.921199093,3.76964e-08,2.922692805,2.922693219,3.77145e-08
0.1065,-3.151353737,-3.151354152,3.77419e-08,3.152963885,3.1529643,3.77626e-08
0.107,-3.378628218,-3.378628627,3.72145e-08,3.380351984,3.380352394,3.72369e-08
0.1075,-3.602885688,-3.602886064,3.42171e-08,3.604720487,3.604720864,3.42395e-08
0.108,-3.824000058,-3.824000432,3.40226e-08,3.825943134,3.825943508,3.40511e-08
0.1085,-4.041855215,-4.041855623,3.70271e-08,4.043903653,4.043904061,3.70688e-08
0.109,-4.25634468,-4.256345056,3.41892e-08,4.258495418,4.258495795,3.42412e-08
0.1095,-4.467371279,-4.467371639,3.27528e-08,4.469621124,4.469621485,3.28164e-08
0.11,-4.674846786,-4.674847025,2.17252e-08,4.67719242,4.67719266,2.17876e-08
0.1105,-4.878691574,-4.878691797,2.03115e-08,4.88112957,4.881129794,2.03723e-08
0.111,-5.078834349,-5.078834601,2.2931e-08,5.081361181,5.081361433,2.29815e-08
0.1115,-5.275211835,-5.275212022,1.69986e-08,5.277823887,5.277824075,1.7023e-08
0.112,-5.467768401,-5.467768584,1.66659e-08,5.470461979,5.470462163,1.66701e-08
0.1125,-5.656455786,-5.656455835,4.47336e-09,5.65922713,5.659227179,4.44175e-09
0.113,-5.841232805,-5.841232811,5.66583e-10,5.844078095,5.8440781,5.14218e-10
0.1135,-6.022065051,-6.022065105,4.84227e-09,6.024980419,6.024980472,4.78345e-09
0.114,-6.198924589,-6.198924632,3.90965e-09,6.201906128,6.201906171,3.84286e-09
0.1145,-6.371789702,-6.371789633,6.33577e-09,6.374833476,6.374833406,6.42052e-09
0.115,-6.540644581,-6.540644515,5.96326e-09,6.54374663,6.543746564,6.0532e-09
0.1155,-6.705479096,-6.705478857,2.17165e-08,6.708635449,6.708635209,2.18346e-08
0.116,-6.866288487,-6.866288219,2.43555e-08,6.869495165,6.869494896,2.44871e-08
0.1165,-7.023073156,-7.023072957,1.80922e-08,7.026326184,7.026325984,1.8227e-08
0.117,-7.175838365,-7.175838177,1.70136e-08,7.179133775,7.179133586,1.71598e-08
0.1175,-7.324594042,-7.324593732,2.8167e-08,7.327927885,7.327927573,2.83402e-08
0.118,-7.46935449,-7.469354217,2.48348e-08,7.472722837,7.472722562,2.50116e-08
0.1185,-7.610138212,-7.610137752,4.17989e-08,7.613537165,7.613536702,4.20106e-08
0.119,-7.746967622,-7.746967061,5.10606e-08,7.750393316,7.750392752,5.12932e-08
0.1195,-7.879868893,-7.879868386,4.60804e-08,7.883317504,7.883316994,4.63102e-08
0.12,-8.008871672,-8.008871258,3.76204e-08,8.012339422,8.012339006,3.78454e-08
0.1205,-8.134008947,-8.134008491,4.14723e-08,8.137492109,8.13749165,4.17074e-08
0.121,-8.25531677,-8.255316183,5.33847e-08,8.258811672,8.258811082,5.36451e-08
0.1215,-8.372834138,-8.372833599,4.89584e-08,8.376337168,8.376336627,4.92173e-08
0.122,-8.486602727,-8.486601996,6.64746e-08,8.490110338,8.490109604,6.67699e-08
0.1225,-8.596666787,-8.596665958,7.53437e-08,8.600175499,8.600174667,7.56596e-08
0.123,-8.703072884,-8.703072135,6.80951e-08,8.706579288,8.706578536,6.84042e-08
0.1235,-8.805869809,-8.805869169,5.82353e-08,8.809370572,8.809369928,5.85338e-08
0.124,-8.905108333,-8.905107697,5.77888e-08,8.908600197,8.908599558,5.80901e-08
0.1245,-9.000841123,-9.000840351,7.01745e-08,9.004320913,9.004320138,7.04999e-08
0.125,-9.093122512,-9.093121806,6.41759e-08,9.096587135,9.096586426,6.44938e-08
0.1255,-9.182008426,-9.182007568,7.8008e-08,9.185454876,9.185454014,7.8354e-08
0.126,-9.267556163,-9.267555159,9.12501e-08,9.270981519,9.270980511,9.16213e-08
0.1265,-9.349824332,-9.349823334,9.06818e-08,9.353225763,9.353224761,9.10564e-08
0.127,-9.428872638,-9.428871769,7.89971e-08,9.432247404,9.432246531,7.93528e-08
0.1275,-9.504761842,-9.504761063,7.08096e-08,9.508107294,9.508106511,7.11558e-08
0.128,-9.577553544,-9.577552732,7.37889e-08,9.580867128,9.580866313,7.41403e-08
0.1285,-9.64731016,-9.647309219,8.55404e-08,9.650589415,9.65058847,8.59149e-08
0.129,-9.714094715,-9.714093862,7.75534e-08,9.717337275,9.717336418,7.79145e-08
0.1295,-9.777970824,-9.777969823,9.10206e-08,9.781174419,9.781173413,9.14078e-08
0.13,-9.839002502,-9.839001389,1.01152e-07,9.842164957,9.84216384,1.01559e-07
0.1305,-9.897254147,-9.897253052,9.9512e-08,9.900373384,9.900372285,9.99165e-08
0.131,-9.952790364,-9.952789393,8.82621e-08,9.955864402,9.955863427,8.86495e-08
0.1315,-10.00567596,-10.00567508,7.93233e-08,10.00870291,10.00870203,7.96964e-08
0.132,-10.05597575,-10.05597488,7.91643e-08,10.05895383,10.05895296,7.95369e-08
0.1325,-10.10375462,-10.10375364,8.85545e-08,10.10668212,10.10668114,8.8947e-08
0.133,-10.14907727,-10.14907635,8.34352e-08,10.15195261,10.15195169,8.38174e-08
0.1335,-10.19200832,-10.19200734,8.96585e-08,10.19482999,10.194829,9.0053e-08
0.134,-10.2326121,-10.23261101,9.91772e-08,10.23537868,10.23537758,9.95897e-08
0.1345,-10.27095266,-10.27095155,1.01322e-07,10.27366283,10.27366171,1.01736e-07
0.135,-10.30709367,-10.30709264,9.39102e-08,10.30974621,10.30974517,9.43096e-08
0.1355,-10.34109839,-10.34109746,8.44704e-08,10.34369216,10.34369123,8.48523e-08
0.136,-10.37302958,-10.37302872,7.85972e-08,10.37556353,10.37556266,7.89683e-08
0.1365,-10.40294949,-10.4029486,8.15353e-08,10.40542266,10.40542176,8.19103e-08
0.137,-10.43091975,-10.43091879,8.73835e-08,10.43333128,10.43333031,8.77698e-08
0.1375,-10.4570014,-10.4570005,8.23199e-08,10.45935049,10.45934958,8.26937e-08
0.138,-10.48125476,-10.48125381,8.68535e-08,10.4835407,10.48353974,8.72329e-08
0.1385,-10.50373948,-10.50373847,9.19848e-08,10.50596166,10.50596064,9.2374e-08
0.139,-10.52451441,-10.52451342,9.08191e-08,10.52667228,10.52667128,9.12083e-08
0.1395,-10.54363766,-10.54363673,8.52862e-08,10.54573076,10.54572982,8.56727e-08
0.14,-10.56116648,-10.56116562,7.77646e-08,10.56319441,10.56319355,7.81481e-08
0.1405,-10.57715729,-10.57715648,7.36732e-08,10.57911975,10.57911894,7.40658e-08
0.141,-10.59166561,-10.5916648,7.38509e-08,10.59356237,10.59356155,7.42555e-08
0.1415,-10.60474611,-10.60474526,7.72795e-08,10.60657699,10.60657613,7.77059e-08
0.142,-10.61645246,-10.61645164,7.4242e-08,10.61821736,10.61821654,7.46759e-08
0.1425,-10.62683745,-10.62683663,7.51124e-08,10.62853635,10.62853552,7.55549e-08
0.143,-10.63595287,-10.63595203,7.58871e-08,10.63758579,10.63758495,7.63345e-08
0.1435,-10.64384954,-10.64384872,7.51382e-08,10.64541658,10.64541575,7.55879e-08
0.144,-10.65057729,-10.6505765,7.17299e-08,10.65207861,10.65207782,7.21794e-08
0.1445,-10.65618494,-10.65618419,6.78487e-08,10.65762076,10.65762001,6.82965e-08
0.145,-10.66072029,-10.66071958,6.40556e-08,10.66209088,10.66209017,6.45017e-08
0.1455,-10.66423012,-10.66422944,6.23517e-08,10.66553581,10.66553512,6.28012e-08
0.146,-10.66676018,-10.6667595,6.18429e-08,10.66800135,10.66800066,6.22938e-08
0.1465,-10.66835518,-10.66835449,6.22175e-08,10.66953226,10.66953157,6.26731e-08
0.147,-10.66905877,-10.6690581,6.08283e-08,10.67017225,10.67017157,6.12851e-08
0.1475,-10.6689136,-10.66891296,5.81878e-08,10.669964,10.66996335,5.86402e-08
0.148,-10.66796123,-10.66796062,5.52443e-08,10.66894912,10.66894851,5.56866e-08
0.1485,-10.6662422,-10.66624162,5.34815e-08,10.6671682,10.66716761,5.39199e-08
0.149,-10.66379601,-10.66379543,5.21936e-08,10.66466076,10.66466019,5.26339e-08
0.1495,-10.6606611,-10.66066053,5.1494e-08,10.66146531,10.66146474,5.19349e-08
0.15,-10.65687488,-10.65687433,5.00233e-08,10.65761928,10.65761872,5.04626e-08
0.1505,-10.65247374,-10.65247322,4.79195e-08,10.65315909,10.65315856,4.83519e-08
0.151,-10.64749304,-10.64749255,4.49695e-08,10.64812014,10.64811964,4.53928e-08
0.1515,-10.64196712,-10.64196661,4.62731e-08,10.64253679,10.64253628,4.66982e-08
0.152,-10.63592931,-10.63592881,4.53301e-08,10.63644241,10.6364419,4.57535e-08
0.1525,-10.62941193,-10.6294115,3.8809e-08,10.62986934,10.62986891,3.92103e-08
0.153,-10.62244631,-10.62244595,3.28169e-08,10.62284894,10.62284858,3.31991e-08
0.1535,-10.61506281,-10.61506248,3.05285e-08,10.6154116,10.61541126,3.09026e-08
0.154,-10.60729081,-10.60729047,3.14768e-08,10.60758671,10.60758636,3.18509e-08
0.1545,-10.59915874,-10.59915836,3.41932e-08,10.59940271,10.59940233,3.45741e-08
0.155,-10.59069405,-10.59069366,3.58391e-08,10.59088709,10.59088669,3.62207e-08
0.1555,-10.5819233,-10.58192292,3.47251e-08,10.58206641,10.58206603,3.51007e-08
0.156,-10.57287209,-10.57287176,3.02725e-08,10.5729663,10.57296597,3.06331e-08
0.1565,-10.56356515,-10.56356487,2.53915e-08,10.56361149,10.56361121,2.57351e-08
0.157,-10.55402627,-10.5540259,3.37095e-08,10.55402579,10.55402542,3.40688e-08
0.1575,-10.54427841,-10.5442781,2.80887e-08,10.54423217,10.54423185,2.84297e-08
0.158,-10.53434363,-10.53434345,1.62763e-08,10.53425268,10.5342525,1.65814e-08
0.1585,-10.52424315,-10.52424307,7.46933e-09,10.52410858,10.52410849,7.74673e-09
0.159,-10.51399737,-10.51399731,5.15371e-09,10.51382025,10.51382019,5.42148e-09
0.1595,-10.50362585,-10.50362576,9.05595e-09,10.50340726,10.50340716,9.32866e-09
0.16,-10.49314738,-10.4931472,1.61534e-08,10.49288841,10.49288823,1.64413e-08
0.1605,-10.48257993,-10.48257968,2.25322e-08,10.48228166,10.48228141,2.28306e-08
0.161,-10.47194072,-10.47194045,2.4552e-08,10.47160424,10.47160397,2.4852e-08
0.1615,-10.46124622,-10.46124599,2.07139e-08,10.46087262,10.46087239,2.09982e-08
0.162,-10.45051215,-10.45051201,1.28932e-08,10.45010252,10.45010238,1.31504e-08
0.1625,-10.43975353,-10.4397534,1.15443e-08,10.43930895,10.43930882,1.17925e-08
0.163,-10.42898467,-10.42898438,2.61433e-08,10.42850622,10.42850593,2.64189e-08
0.1635,-10.41821918,-10.418219,1.57483e-08,10.41770793,10.41770775,1.59893e-08
0.164,-10.40747001,-10.40747002,1.13547e-09,10.40692704,10.40692705,9.44016e-10
0.1645,-10.39674947,-10.39674962,1.39484e-08,10.39617583,10.39617598,1.37953e-08
0.165,-10.38606921,-10.38606941,1.82625e-08,10.38546596,10.38546616,1.81272e-08
0.1655,-10.3754403,-10.37544045,1.30412e-08,10.37480849,10.37480863,1.29001e-08
0.166,-10.36487318,-10.3648732,2.06696e-09,10.36421383,10.36421386,1.90838e-09
0.1665,-10.35437771,-10.3543776,9.80665e-09,10.35369186,10.35369175,9.98665e-09
0.167,-10.34396317,-10.34396298,1.74176e-08,10.34325184,10.34325165,1.76075e-08
0.1675,-10.33363832,-10.33363814,1.69884e-08,10.33290251,10.33290232,1.71687e-08
0.168,-10.32341137,-10.32341128,7.84634e-09,10.32265206,10.32265197,7.99629e-09
0.1685,-10.31328999,-10.31329006,6.3151e-09,10.31250818,10.31250825,6.20346e-09
0.169,-10.30328137,-10.30328154,1.55628e-08,10.30247802,10.30247819,1.54834e-08
0.1695,-10.29339221,-10.29339222,4.41688e-10,10.29256826,10.29256827,3.38426e-10
0.17,-10.28362874,-10.28362888,1.32378e-08,10.28278514,10.28278528,1.31702e-08
0.1705,-10.27399671,-10.2739971,3.46373e-08,10.27313439,10.27313477,3.46224e-08
0.171,-10.26450146,-10.26450205,5.39496e-08,10.26362131,10.2636219,5.39857e-08
0.1715,-10.25514787,-10.25514858,6.42881e-08,10.25425079,10.2542515,6.4355e-08
0.172,-10.24594045,-10.24594116,6.38915e-08,10.24502733,10.24502803,6.39627e-08
0.1725,-10.23688328,-10.2368839,5.60087e-08,10.23595496,10.23595558,5.60697e-08
0.173,-10.22798006,-10.22798056,4.4969e-08,10.22703739,10.22703789,4.50155e-08
0.1735,-10.21923414,-10.21923452,3.48774e-08,10.21827795,10.21827834,3.49077e-08
0.174,-10.21064851,-10.21064884,2.96091e-08,10.20967961,10.20967994,2.96326e-08
0.1745,-10.20222579,-10.20222616,3.41879e-08,10.20124497,10.20124534,3.4228e-08
0.175,-10.19396831,-10.19396882,4.6912e-08,10.19297634,10.19297686,4.69884e-08
0.1755,-10.18587807,-10.18587876,6.26912e-08,10.18487572,10.18487641,6.28062e-08
0.176,-10.17795678,-10.17795751,6.634e-08,10.17694478,10.17694551,6.64701e-08
0.1765,-10.17020584,-10.17020651,6.09792e-08,10.1691849,10.16918558,6.11089e-08
0.177,-10.16262638,-10.16262719,7.36745e-08,10.16159722,10.16159803,7.38343e-08
0.1775,-10.1552193,-10.15522029,8.99474e-08,10.1541826,10.15418359,9.01435e-08
0.178,-10.14798518,-10.14798633,1.04011e-07,10.1469416,10.14694275,1.04239e-07
0.1785,-10.14092442,-10.14092565,1.11488e-07,10.13987461,10.13987584,1.11735e-07
0.179,-10.13403717,-10.13403839,1.10886e-07,10.13298175,10.13298297,1.11138e-07
0.1795,-10.12732336,-10.1273245,1.03663e-07,10.12626295,10.1262641,1.03905e-07
0.18,-10.12078268,-10.12078373,9.587e-08,10.11971788,10.11971894,9.61034e-08
0.1805,-10.11441468,-10.11441567,8.93247e-08,10.11334606,10.11334705,8.9551e-08
0.181,-10.10821871,-10.10821966,8.6337e-08,10.10714683,10.10714778,8.65622e-08
0.1815,-10.10219392,-10.1021949,8.96519e-08,10.1011193,10.10112029,8.98865e-08
0.182,-10.09633927,-10.09634037,9.977e-08,10.09526246,10.09526356,1.00028e-07
0.1825,-10.09065363,-10.09065486,1.11426e-07,10.08957511,10.08957634,1.11708e-07
0.183,-10.08513569,-10.08513689,1.0912e-07,10.08405595,10.08405716,1.09403e-07
0.1835,-10.07978396,-10.07978514,1.07027e-07,10.07870347,10.07870466,1.07314e-07
0.184,-10.07459687,-10.07459816,1.16866e-07,10.07351608,10.07351737,1.1717e-07
0.1845,-10.06957272,-10.06957414,1.2872e-07,10.06849207,10.06849349,1.29044e-07
