time,Inductor3.i,Inductor2.i,Capacitor2.v,Capacitor1.v,IdealDiode3.i,IdealDiode2.i,IdealDiode1.i,Inductor3.v
0.01566961655,154.1789241,0.3019702875,266.4949273,266.4949273,153.6437806,-0.1155097835,-0.5351437984,0.4416860116
0.0156699296,154.1812567,0.3018720252,266.4913063,266.4913063,153.6461205,-0.1155552937,-0.5351365586,0.4527766533
0.01567032471,154.1842881,0.3017550717,266.4867362,266.4867362,153.6491609,-0.1156092003,-0.5351274212,0.4679489499
0.01567085773,154.1885371,0.3015988242,266.4805709,266.4805709,153.6534223,-0.1156811588,-0.5351150948,0.4886661831
0.01567165232,154.1952132,0.3013660996,266.4713803,266.4713803,153.6601168,-0.1157883306,-0.5350967202,0.5195709115
0.01567305248,154.207973,0.3009559779,266.4551859,266.4551859,153.672909,-0.1159771969,-0.5350643436,0.5739889579
0.01567657459,154.2456797,0.2999240577,266.4144515,266.4144515,153.7106971,-0.1164524226,-0.5349829115,0.7106390881
0.01568986728,154.4599942,0.2960262231,266.2607687,266.2607687,153.9253187,-0.1182476571,-0.5346757567,1.223271223
0.01575763015,157.2856688,0.2760772243,265.4802388,265.4802388,156.7525516,-0.1274416266,-0.5331175042,3.758689664
0.01594580009,179.2598744,0.2200532806,263.381646,263.381646,178.7309323,-0.1533550057,-0.528942241,10.06905812
0.01621676122,241.4982252,0.1380803511,260.7309379,260.7309379,240.9745223,-0.1916907624,-0.5237029864,17.05932312
0.01654597207,350.1694713,0.03719766873,258.4526299,258.4526299,349.6502164,-0.2398537956,-0.5192549453,21.84634295
0.01695363112,502.139194,-0.08815621949,257.4320132,257.4320132,501.6218283,-0.301510123,-0.5173655581,21.76969929
0.01743082437,647.6631393,-0.2329099818,258.6899805,258.6899805,647.1431122,-0.3751449714,-0.5200268692,13.40331202
0.0179770507,690.2319654,-0.3920040735,262.000996,262.000996,689.7052737,-0.4580030328,-0.5266913033,-5.469661746
0.01849604649,542.1409849,-0.5325671665,264.2835833,264.2835833,541.6098761,-0.5305671665,-0.5311082418,-29.41418947
0.01849604649,542.1409849,-0.5325671665,264.2835833,264.2835833,541.6098761,-0.5305671665,-0.5311082418,-29.41418947
0.01905790967,244.8429507,-220.5333372,262.3339699,262.3339699,244.3160385,-0.5268879443,-0.5266917208,-34.51592251
0.01907535658,234.7778525,-234.2494891,262.1817067,262.1817067,234.2512548,-0.5265971342,-0.5263634133,-34.71159728
0.01907535658,234.7778525,-234.2494891,262.1817067,262.1817067,234.2512548,-0.5265971342,-0.5263634133,-34.71159728
0.01907535658,234.7778525,-234.2494891,262.1817067,262.1817067,234.2512548,-0.5265971342,-0.5263634133,-34.71159728
0.01907535658,234.7778525,-234.2494891,262.1817067,262.1817067,234.2512548,-0.5265971342,-0.5263634133,-34.71159728
0.01907556943,234.7152859,-234.3587469,262.1798138,262.1798138,234.188692,-0.5265934578,-0.4404492846,-6.077332866
0.01907575158,234.7110977,-234.4029341,262.1781941,262.1781941,234.1845071,-0.5265902625,-0.4162600246,1.982502544
0.01907593373,234.7223066,-234.4317619,262.1765744,262.1765744,234.1957193,-0.5265870521,-0.4074489235,4.916278689
0.01907612065,234.7396013,-234.4555922,262.1749125,262.1749125,234.2130173,-0.526583752,-0.4041794514,6.002756724
0.01907633043,234.7614489,-234.4799457,262.1730475,262.1730475,234.2348686,-0.5265800464,-0.4029246576,6.417263964
0.01907656508,234.786879,-234.5062515,262.1709617,262.1709617,234.2603028,-0.5265759011,-0.4024847029,6.559710756
0.01907684135,234.8172185,-234.5369084,262.168506,262.168506,234.2906472,-0.5265710204,-0.4023235607,6.608471412
0.01907717742,234.8542982,-234.574142,262.1655193,262.1655193,234.3277329,-0.5265650842,-0.402243624,6.629088072
0.01907761012,234.9021665,-234.622147,262.1616743,262.1616743,234.3756088,-0.5265574423,-0.4021714065,6.645392188
0.01907820859,234.9685538,-234.6887117,262.1563575,262.1563575,234.4420066,-0.5265468753,-0.4020773851,6.665977727
0.01907913705,235.07195,-234.7923818,262.1481118,262.1481118,234.5454192,-0.5265304874,-0.4019321752,6.697671609
0.01908089469,235.2690303,-234.9899807,262.1325106,262.1325106,234.7425305,-0.5264994828,-0.4016572861,6.757587639
0.01908880822,236.1780353,-235.9013216,262.0624144,262.0624144,235.6516748,-0.5263602018,-0.4004192622,7.02615857
0.01914785271,244.056649,-243.7974166,261.5477642,261.5477642,243.5313099,-0.5253387985,-0.3911639544,8.967557532
0.01933221768,280.0774119,-279.873311,260.0684245,260.0684245,279.5549955,-0.5224161979,-0.3621188752,14.28438529
0.01960923191,360.2612021,-360.141166,258.3749305,258.3749305,359.7420925,-0.519109481,-0.3183929604,19.97027159
0.01993806719,479.535811,-479.5166932,257.4680144,257.4680144,479.0183959,-0.5174150261,-0.2670269305,22.83292303
0.02034900789,631.0322841,-631.1394426,258.2279065,258.2279065,630.5131978,-0.5190864314,-0.2046486554,20.27662263
0.02082502859,753.5371498,-753.7882158,261.3755766,261.3755766,753.0116457,-0.525504414,-0.1358425886,9.257505684
0.02136537215,748.1199636,-748.5274207,266.1565758,266.1565758,747.5849029,-0.535061142,-0.06242803548,-11.69409052
0.02186539226,551.9232151,-552.4650525,268.918706,268.918706,551.3828263,-0.5403893347,0.001999999999,-35.82967934
0.02186539226,551.9232151,-552.4650525,268.918706,268.918706,551.3828263,-0.5403893347,0.001999999999,-35.82967933
0.02186539226,551.9232151,-552.4650525,268.918706,268.918706,551.3828263,-0.5403893347,0.002,-35.82967934
0.02186539226,551.9232151,-552.4650525,268.918706,268.918706,551.3828263,-0.5403893347,0.002,-35.82967934
0.02240909316,0.5375396659,-206.0520611,266.769833,266.769833,0.002000000001,-0.5357451803,204.9787768,-85.67623623
0.02240909316,0.5375396659,-206.0520611,266.769833,266.769833,0.002,-0.5357451803,204.9787768,-85.67623623
0.02240909316,0.5375396659,-206.0520611,266.769833,266.769833,0.002,-0.5357451803,204.9787768,-85.67623623
0.02240909316,0.5375396659,-206.0520611,266.769833,266.769833,0.002,-0.5357451803,204.9787768,-85.67623623
0.02240927679,0.3731618073,-205.9760892,266.768024,266.768024,-0.0801871203,-0.5357414863,205.0671862,-30.90161399
0.02240946041,0.313861255,-205.9526757,266.766215,266.766215,-0.1098355875,-0.5357378449,205.1030769,-11.15279587
0.02240964404,0.2924459955,-205.9482247,266.764406,266.764406,-0.1205414083,-0.5357342226,205.1200448,-4.032421608
0.02240982766,0.2846901589,-205.9506232,266.7625971,266.7625971,-0.1244175177,-0.5357306072,205.1302027,-1.465193188
0.02241001128,0.2818591838,-205.955504,266.7607883,266.7607883,-0.1258311963,-0.5357269943,205.1379181,-0.5395872253
0.02241019491,0.2808038515,-205.9612923,266.7589794,266.7589794,-0.1263570537,-0.5357233825,205.1447654,-0.2058630923
0.02241037853,0.2803887211,-205.9674206,266.7571707,266.7571707,-0.1265628101,-0.535719771,205.1513124,-0.08554009722
0.02241056216,0.2802044128,-205.9736841,266.7553619,266.7553619,-0.1266531555,-0.5357161598,205.1577638,-0.04215821338
0.02241074578,0.2801033261,-205.9800089,266.7535532,266.7535532,-0.1267018901,-0.5357125487,205.1641933,-0.02651720592
0.0224109358,0.2800300258,-205.9865905,266.7516816,266.7516816,-0.1267366687,-0.535708812,205.1708519,-0.0207671561
0.02241114017,0.2799634922,-205.9936991,266.7496686,266.7496686,-0.1267679225,-0.5357047931,205.1780311,-0.01868469421
0.02241136858,0.2798939908,-206.0016749,266.7474189,266.7474189,-0.1268004235,-0.5357003019,205.1860809,-0.01797629508
0.02241163352,0.2798151942,-206.0109661,266.7448095,266.7448095,-0.1268372124,-0.5356950922,205.1954561,-0.01776315122
0.02241195363,0.2797206047,-206.0222469,266.7416568,266.7416568,-0.1268813545,-0.5356887982,205.2068378,-0.01771081358
0.0224123601,0.279600664,-206.0366578,266.7376538,266.7376538,-0.1269373218,-0.5356808065,205.2213767,-0.01770186481
0.0224129124,0.2794377203,-206.0563943,266.7322149,266.7322149,-0.1270133547,-0.5356699484,205.2412869,-0.01770170808
0.02241374354,0.2791925024,-206.0864315,266.7240308,266.7240308,-0.1271277796,-0.5356536103,205.2715857,-0.01770303144
0.02241523096,0.2787536082,-206.1411961,266.7093864,266.7093864,-0.1273325824,-0.5356243764,205.3268184,-0.01770548834
0.02241917801,0.2775886534,-206.2927872,266.6705395,266.6705395,-0.1278762128,-0.5355468342,205.479652,-0.01771199018
0.022435065,0.272895379,-206.9944678,266.5144003,266.5144003,-0.1300667108,-0.5352352578,206.1863374,-0.01773788471
0.02247742455,0.2603487714,-209.5696077,266.1003051,266.1003051,-0.1359259194,-0.5344096433,208.7748496,-0.01780476597
0.02255171147,0.2382355191,-216.4641225,265.3854488,265.3854488,-0.1462676893,-0.5329868268,215.6929004,-0.01791443666
0.02265526327,0.2071970511,-230.7810605,264.4249901,264.4249901,-0.1608264645,-0.5310802281,230.0427834,-0.01805101984
0.02279135812,0.1660759887,-257.0071092,263.2537815,263.2537815,-0.1802157872,-0.5287640393,256.3122694,-0.0182014563
0.0229667659,0.1126395321,-301.0501275,261.9487127,261.9487127,-0.2056289466,-0.5261979473,300.4112902,-0.018346246
0.02318945786,0.04432681717,-368.7782234,260.7069097,260.7069097,-0.2385435011,-0.5237820718,368.2101145,-0.01844978574
0.02347616794,-0.0438960523,-464.8113347,259.8964996,259.8964996,-0.2818445257,-0.5222572862,464.3329734,-0.01845015466
0.02390770204,-0.1757850191,-596.5856339,260.362482,260.362482,-0.3482549915,-0.5233210242,596.2380978,-0.01816906482
0.02433923613,-0.3044481181,-668.8307249,262.3534274,262.3534274,-0.4145774865,-0.5273751562,668.6077976,-0.01755455879
0.02477937601,-0.4299061452,-636.9964173,264.7332085,264.7332085,-0.4796862811,-0.5321028792,636.8942201,-0.01659606451
0.0251736463,-0.5353887471,-491.6021672,265.6943735,265.6943735,-0.5333887471,-0.5338798134,491.6036756,-0.01544587148
0.0251736463,-0.5353887471,-491.6021672,265.6943735,265.6943735,-0.5333887471,-0.5338798134,491.6036756,-0.01544587148
0.02561916775,-141.1286241,-108.8120616,263.7820582,263.7820582,-0.5297047133,-0.5296723968,249.4108721,-37.56235722
0.02570508001,-199.9532217,-0.529981484,262.990742,262.990742,-0.528180907,-0.527981484,199.9550217,-44.59006518
0.02570508001,-199.9532217,-0.529981484,262.990742,262.990742,-0.528180907,-0.527981484,199.9550217,-44.59006518
0.02570508001,-199.9532217,-0.529981484,262.990742,262.990742,-0.528180907,-0.527981484,199.9550217,-44.59006518
0.02570508001,-199.9532217,-0.529981484,262.990742,262.990742,-0.528180907,-0.527981484,199.9550217,-44.59006518
0.02570529394,-200.0534283,-0.3641392665,262.9885949,262.9885949,-0.5281767131,-0.4450582282,199.8893905,-16.96793074
0.02570550787,-200.096028,-0.3135663675,262.986448,262.986448,-0.5281724618,-0.4197696317,199.8814216,-8.557367463
0.02570572179,-200.1210952,-0.2981139864,262.9843012,262.9843012,-0.5281681932,-0.4120412944,199.8910407,-6.000228532
0.02570593743,-200.1409888,-0.2933422684,262.9821373,262.9821373,-0.5281638854,-0.4096532715,199.9061669,-5.223346735
0.02570617063,-200.1607274,-0.2917956535,262.9797973,262.9797973,-0.5281592252,-0.4088776241,199.9243635,-4.985480308
0.02570643248,-200.1823139,-0.2912916363,262.9771701,262.9771701,-0.5281539923,-0.4086229882,199.9454513,-4.923823843
0.02570674138,-200.2076335,-0.2910941608,262.9740711,262.9740711,-0.5281478197,-0.4085211515,199.9705795,-4.91727016
0.02570712369,-200.2389955,-0.290961203,262.9702358,262.9702358,-0.5281401805,-0.4084508374,200.0018162,-4.92773134
0.0257076288,-200.2805546,-0.2908101062,262.9651693,262.9651693,-0.528130089,-0.4083702224,200.0432344,-4.945641714
0.02570835966,-200.3409584,-0.2905951051,262.9578397,262.9578397,-0.5281154903,-0.4082553923,200.1034377,-4.9721486
0.02570958612,-200.4430486,-0.2902345492,262.9455432,262.9455432,-0.5280909993,-0.4080628178,200.2051919,-5.016640061
0.02571232943,-200.6746916,-0.2894279141,262.9180537,262.9180537,-0.5280362521,-0.4076320107,200.4360829,-5.115995065
0.02572129513,-201.463338,-0.286790179,262.828364,262.828364,-0.5278576615,-0.4062234535,201.2222703,-5.439123254
0.02576296661,-205.7543833,-0.2745007678,262.4149087,262.4149087,-0.5270350428,-0.3996652926,205.5018487,-6.908754373
0.02594364763,-235.4516428,-0.2206988561,260.7163696,260.7163696,-0.5236676651,-0.3710657976,235.1486738,-12.63512744
0.02621974448,-309.7058497,-0.1371711724,258.5891159,258.5891159,-0.5194874161,-0.3271747021,309.3235333,-19.17015511
0.02654783527,-427.2662246,-0.03662456042,257.1175044,257.1175044,-0.5166617565,-0.2754297847,426.7861874,-23.11059723
0.02696116048,-586.1371597,0.09046419289,257.2018356,257.2018356,-0.5169892894,-0.2119697392,585.5297063,-21.85485566
0.02744242965,-727.5055491,0.2363782712,259.801817,259.801817,-0.5223306152,-0.1416126814,726.7468405,-11.96461301
0.02799259468,-749.5777558,0.3963843726,264.4373547,264.4373547,-0.5316237535,-0.06624516836,748.649748,8.521139183
0.02852110297,-565.2957505,0.5390243916,267.5121958,267.5121958,-0.5375891478,0.002,564.2191375,33.88361774
0.02852110297,-565.2957505,0.5390243916,267.5121958,267.5121958,-0.5375891478,0.002,564.2191375,33.88361774
0.02907196205,-230.456048,210.3909499,265.6838298,265.6838298,-0.53359758,209.8573724,19.53171092,39.29648603
0.02908571191,-221.4335666,220.8984517,265.5574728,265.5574728,-0.5333358439,220.3651164,0.002000000003,39.44639211
0.02908571191,-221.4335666,220.8984517,265.5574728,265.5574728,-0.5333358439,220.3651164,0.002000000002,39.44639211
0.02908571191,-221.4335666,220.8984517,265.5574728,265.5574728,-0.5333358439,220.3651164,0.002000000002,39.44639211
0.02908571191,-221.4335666,220.8984517,265.5574728,265.5574728,-0.5333358439,220.3651164,0.002000000002,39.44639211
0.02908590501,-221.3600341,220.9943856,265.5556696,265.5556696,-0.5333321638,220.4610538,-0.08273143487,11.20479918
0.0290860981,-221.342253,221.0346108,265.5538664,265.5538664,-0.5333285397,220.5012826,-0.1117327578,1.539930099
0.02908626608,-221.3428683,221.0535548,265.5522978,265.5522978,-0.5333254032,220.5202297,-0.1208955341,-1.512374893
0.02908643405,-221.3490448,221.0669699,265.5507293,265.5507293,-0.5333222723,220.5336479,-0.1245132798,-2.716333562
0.02908662313,-221.3585478,221.0795589,265.5489638,265.5489638,-0.5333187508,220.5462404,-0.1260545108,-3.227872813
0.0290868279,-221.369949,221.092128,265.547052,265.547052,-0.5333149385,220.5588134,-0.1266365576,-3.41949942
0.02908706338,-221.3835368,221.1061666,265.5448534,265.5448534,-0.5333105549,220.5728563,-0.1268597903,-3.491160957
0.0290873391,-221.3996543,221.1224763,265.5422793,265.5422793,-0.5333054229,220.5891712,-0.1269532783,-3.519102036
0.02908767794,-221.4195766,221.1425245,265.5391161,265.5391161,-0.5332991164,220.6092257,-0.1270130784,-3.535072643
0.02908811519,-221.445397,221.1684783,265.5350345,265.5350345,-0.533290979,220.6351876,-0.127075667,-3.550815918
0.02908872437,-221.4815548,221.2048163,265.5293487,265.5293487,-0.5332796437,220.6715369,-0.127160114,-3.571821478
0.02908967695,-221.5385221,221.2620649,265.5204592,265.5204592,-0.5332619217,220.7288033,-0.1272918759,-3.604545923
0.02909150877,-221.6495302,221.373614,265.5033697,265.5033697,-0.5332278537,220.8403865,-0.1275452829,-3.667396279
0.02909833282,-222.0799162,221.8060162,265.4397681,265.4397681,-0.533101081,221.2729153,-0.1284897537,-3.900661168
0.02913803491,-225.1035033,224.8413578,265.071933,265.071933,-0.5323684352,224.3089897,-0.1339991915,-5.230293928
0.02928638026,-243.7852586,243.5673795,263.7470277,263.7470277,-0.5297373089,243.0376424,-0.1548075076,-9.765241732
0.02953908345,-298.3798228,298.2383878,261.7890813,261.7890813,-0.5258760145,297.7125119,-0.1910715633,-15.78665329
0.02984696912,-391.6145239,391.567382,260.1661039,260.1661039,-0.5227232976,391.0446588,-0.2365951613,-19.94951331
0.03023251607,-522.9571904,523.0286427,259.6004428,259.6004428,-0.521723319,522.5069193,-0.2953265749,-19.95631947
0.03068424033,-650.6653131,650.8742578,260.9575501,260.9575501,-0.5245652389,650.3496924,-0.3654299134,-12.71622503
0.03120460799,-694.0926344,694.4545879,264.1374926,264.1374926,-0.5309685449,693.923619,-0.4451142369,4.010317263
0.03175035488,-551.5791634,552.0911507,266.685009,266.685009,-0.5359210592,551.5552292,-0.5226786758,28.0976007
0.03184867156,-501.6824945,502.2200362,266.7708343,266.7708343,-0.536042813,501.6839929,-0.5355416686,32.81315316
0.03184867156,-501.6824945,502.2200362,266.7708343,266.7708343,-0.536042813,501.6839929,-0.5355416686,32.81315316
0.03184867156,-501.6824945,502.2200362,266.7708343,266.7708343,-0.536042813,501.6839929,-0.5355416686,32.81315316
0.03184867156,-501.6824945,502.2200362,266.7708343,266.7708343,-0.536042813,501.6839929,-0.5355416686,32.81315316
0.03237741706,-0.5322969052,197.8412991,264.1484526,264.1484526,-0.5302969051,197.3108049,-0.5304936817,80.81927936
0.03237741706,-0.5322969052,197.8412991,264.1484526,264.1484526,-0.5302969051,197.3108049,-0.5304936817,80.81927936
0.03237741706,-0.5322969052,197.8412991,264.1484526,264.1484526,-0.5302969051,197.3108049,-0.5304936817,80.81927936
0.03237741706,-0.5322969052,197.8412991,264.1484526,264.1484526,-0.5302969051,197.3108049,-0.5304936817,80.81927936
0.03237762847,-0.3647292711,197.7710536,264.1463122,264.1463122,-0.4465109477,197.2405637,-0.5304894981,24.98406584
0.03237783987,-0.3129105767,197.7587096,264.1441718,264.1441718,-0.4205994602,197.2282241,-0.530485257,7.731871235
0.03237805128,-0.2968564668,197.764275,264.1420316,264.1420316,-0.412570265,197.2337937,-0.5304809981,2.401217147
0.03237826268,-0.2918530451,197.7753928,264.1398915,264.1398915,-0.410066414,197.2449158,-0.530476734,0.7541298834
0.03237847408,-0.2902641097,197.7882449,264.1377514,264.1377514,-0.4092698063,197.2577721,-0.5304724684,0.245206309
0.03237868549,-0.2897301956,197.8016515,264.1356115,264.1356115,-0.4090007093,197.271183,-0.5304682024,0.08795725173
0.03237889689,-0.2895222654,197.8152482,264.1334716,264.1334716,-0.4088946043,197.284784,-0.5304639365,0.03937003901
0.0323791083,-0.2894150582,197.8289223,264.1313319,264.1313319,-0.408838861,197.2984623,-0.5304596708,0.02435761172
0.03237932122,-0.2893384734,197.8427375,264.1291769,264.1291769,-0.4087984136,197.3122819,-0.5304553747,0.01970185318
0.03237955127,-0.2892663668,197.8577003,264.1268486,264.1268486,-0.408760032,197.3272493,-0.5304507332,0.01821845133
0.0323798091,-0.2891892304,197.8745101,264.1242393,264.1242393,-0.4087188545,197.3440643,-0.5304455315,0.01778270908
0.0323801125,-0.289099667,197.8943422,264.1211691,264.1211691,-0.4086710026,197.3639025,-0.530439411,0.01767179435
0.03238048659,-0.2889895755,197.9188724,264.1173838,264.1173838,-0.4086121715,197.3884402,-0.530431865,0.01765025383
0.03238097789,-0.2888450621,197.951217,264.1124128,264.1124128,-0.4085349439,197.4207947,-0.5304219556,0.01764812865
0.03238168215,-0.2886379113,197.9978352,264.1052883,264.1052883,-0.4084242439,197.4674271,-0.5304077534,0.01764913031
0.03238284452,-0.2882959759,198.0754341,264.0935315,264.0935315,-0.4082415194,197.5450494,-0.5303843177,0.01765111209
0.03238535011,-0.2875587789,198.2454743,264.0681993,264.0681993,-0.4078475887,197.7151402,-0.5303338241,0.01765538426
0.03239339403,-0.2851908898,198.8168674,263.9869719,263.9869719,-0.4065824168,198.2866952,-0.5301719432,0.01766902549
0.03242214176,-0.2767136352,201.1733027,263.6980479,263.6980479,-0.4020548655,200.6437059,-0.5295964608,0.01771685433
0.03248123648,-0.2592174093,207.5181869,263.1124684,263.1124684,-0.392721173,206.989755,-0.5284316652,0.01781063003
0.03257107694,-0.2324491216,220.8261703,262.251125,262.251125,-0.3784756858,220.2994477,-0.5267223151,0.01794142499
0.03268872928,-0.1971175246,244.3428346,261.1946886,261.1946886,-0.3597534509,243.8182014,-0.5246329962,0.01809108291
0.0328427425,-0.1504671851,284.1088834,259.9731556,259.9731556,-0.3352067481,283.5866535,-0.5222297454,0.01824961656
0.03303838715,-0.09071317893,346.0506085,258.7524743,258.7524743,-0.3041090637,345.530758,-0.5198503866,0.01838937061
0.03328618959,-0.01456626293,435.8066256,257.8348962,257.8348962,-0.2651180277,435.2885205,-0.5181050643,0.01846665485
0.03361180755,0.08555311374,556.9691022,257.7873707,257.7873707,-0.2150108138,556.450971,-0.5181312758,0.01839816275
0.03402174382,0.2101986416,681.8706268,259.4593997,259.4593997,-0.1543600788,681.3490266,-0.5216003566,0.01803872345
0.03443168009,0.3313627048,736.4886599,262.4036565,262.4036565,-0.09672230416,735.9611166,-0.5275436036,0.017380513
0.03485630894,0.4510580956,681.7606558,265.4993186,265.4993186,-0.0399702708,681.2269759,-0.5336803132,0.01639537557
0.03518226729,0.5376091899,546.3659362,266.804595,266.804595,0.002,545.8297812,-0.5361555553,0.01542815639
0.03518226729,0.5376091899,546.3659362,266.804595,266.804595,0.002,545.8297812,-0.5361555553,0.01542815639
0.03561337465,130.2714609,167.4091623,265.6974837,265.6974837,129.7379362,166.8756005,-0.5336921123,35.84830408
0.03574118045,217.6490151,0.5333207638,264.6603819,264.6603819,217.1174772,0.002000000006,-0.5315384126,46.16751299
0.03574118045,217.6490151,0.5333207638,264.6603819,264.6603819,217.1174772,0.002000000003,-0.5315384126,46.16751299
0.03574118045,217.6490151,0.5333207638,264.6603819,264.6603819,217.1174772,0.002000000003,-0.5315384126,46.16751299
0.03574118045,217.6490151,0.5333207638,264.6603819,264.6603819,217.1174772,0.002000000003,-0.5315384126,46.16751299
0.03574138214,217.7478583,0.3631806595,264.6584766,264.6584766,217.2163241,-0.08306814682,-0.5315345307,17.82774216
0.03574158383,217.7894178,0.3076549794,264.6565713,264.6565713,217.2578874,-0.1108290816,-0.5315307062,8.590393453
0.03574178552,217.8123122,0.2895070231,264.6546662,264.6546662,217.2807856,-0.1199011546,-0.5315269007,5.582670591
0.03574198858,217.829241,0.2835264399,264.6527481,264.6527481,217.2977182,-0.1228895282,-0.5315230755,4.602959803
0.03574220491,217.8451382,0.281481411,264.650705,264.650705,217.3136195,-0.1239099995,-0.5315190031,4.280287516
0.03574244456,217.8619979,0.2807839227,264.6484416,264.6484416,217.3304837,-0.1242564802,-0.5315144924,4.184163804
0.03574272208,217.8812882,0.2805252648,264.6458207,264.6458207,217.3497792,-0.1243831883,-0.5315092697,4.164356015
0.03574305765,217.9045867,0.2803856158,264.6426519,264.6426519,217.373084,-0.124449844,-0.5315029553,4.169254638
0.03574348622,217.9344151,0.2802524369,264.6386052,264.6386052,217.4029205,-0.1245123867,-0.5314948915,4.183036278
0.03574407518,217.9755753,0.2800780549,264.6330448,264.6330448,217.4440918,-0.1245940173,-0.5314838118,4.203406954
0.0357449803,218.0392226,0.2798110356,264.624501,264.624501,217.5077561,-0.1247189832,-0.5314667876,4.23485877
0.03574666844,218.1591974,0.279313009,264.6085713,264.6085713,217.6277627,-0.1249520668,-0.5314350477,4.293462099
0.03575231486,218.5724441,0.277646654,264.5553399,264.5553399,218.0411154,-0.1257320129,-0.5313289965,4.488860905
0.03578019313,220.8799189,0.269406599,264.2937483,264.2937483,220.3491111,-0.1295904488,-0.5308081132,5.439593551
0.03592389677,239.447631,0.2266178772,262.99114,262.99114,238.9194098,-0.1496822014,-0.528221424,9.95582647
0.03617988895,296.2249053,0.1493072766,260.9804743,260.9804743,295.7006486,-0.186326836,-0.5242567966,16.27471257
0.03649562123,395.2589646,0.05267977039,259.3232352,259.3232352,394.7379233,-0.23298335,-0.521041259,20.72567937
0.03689121949,535.4576904,-0.06900739162,258.8489612,258.8489612,534.9374575,-0.293352657,-0.5202327888,20.76454949
0.0373574973,671.9940358,-0.2109261839,260.51786,260.51786,671.4703286,-0.3659809519,-0.5237069774,13.02732985
0.03789410151,714.8677598,-0.3684734768,264.1902635,264.1902635,714.336665,-0.4484270019,-0.5310944932,-4.822523454
0.03844752384,558.3365058,-0.5199688408,267.0378093,267.0378093,557.7998723,-0.5270222297,-0.5366328965,-29.86840956
0.03851811694,521.1730315,-0.5382566171,267.1283086,267.1283086,520.6362542,-0.5362566171,-0.5367767131,-33.30972721
0.03851811694,521.1730315,-0.5382566171,267.1283086,267.1283086,520.6362542,-0.5362566171,-0.5367767131,-33.30972721
0.03905673833,204.1495869,-203.616204,264.6914577,264.6914577,203.6180004,-0.531585998,-0.5313829154,-37.59143926
0.03905673833,204.1495869,-203.616204,264.6914577,264.6914577,203.6180004,-0.531585998,-0.5313829154,-37.59143926
0.03905673833,204.1495869,-203.616204,264.6914577,264.6914577,203.6180004,-0.531585998,-0.5313829154,-37.59143926
0.03905673833,204.1495869,-203.616204,264.6914577,264.6914577,203.6180004,-0.531585998,-0.5313829154,-37.59143926
0.03905695077,204.0767518,-203.7146987,264.6893514,264.6893514,203.5451695,-0.5315818839,-0.4457158595,-9.039246002
0.03905716321,204.0632697,-203.7538942,264.6872452,264.6872452,203.5316917,-0.5315777108,-0.419374998,-0.2624721444
0.03905735224,204.0671202,-203.7729684,264.6853713,264.6853713,203.5355459,-0.5315739819,-0.4117612588,2.272308323
0.03905754126,204.0759224,-203.7871334,264.6834974,264.6834974,203.5443519,-0.5315702483,-0.4090779981,3.163593104
0.03905775208,204.0877385,-203.8009824,264.6814075,264.6814075,203.5561722,-0.5315660825,-0.4080594535,3.499609015
0.03905798354,204.101504,-203.8154568,264.6791131,264.6791131,203.5699423,-0.5315615082,-0.407702737,3.614670876
0.03905825304,204.1178498,-203.8320719,264.6764418,264.6764418,203.5862933,-0.5315561822,-0.4075654054,3.65597053
0.03905857609,204.1375912,-203.8519541,264.67324,264.67324,203.6060412,-0.5315497984,-0.4074918154,3.675130113
0.03905898587,204.1627476,-203.8772393,264.6691788,264.6691788,203.6312057,-0.5315417013,-0.4074233413,3.691137445
0.03905954115,204.1970004,-203.9116565,264.6636762,264.6636762,203.6654694,-0.5315307305,-0.4073356396,3.711124524
0.03906037677,204.2488935,-203.9637957,264.6553966,264.6553966,203.717379,-0.5315142235,-0.4072043011,3.740969238
0.03906187391,204.3429058,-204.0582489,264.6405662,264.6405662,203.8114208,-0.5314846572,-0.4069690066,3.794376346
0.03906587585,204.6007395,-204.3172616,264.6009472,264.6009472,204.0693336,-0.5314056783,-0.4063399205,3.936812495
0.03908147002,205.695623,-205.4167432,264.4469125,264.4469125,205.164524,-0.5310987087,-0.4038868073,4.487315694
0.03916308596,213.7005705,-213.4458629,263.6523188,263.6523188,213.1710527,-0.529517552,-0.3910060945,7.248281332
0.03936430635,248.2614107,-248.0669806,261.827278,261.827278,247.7355084,-0.5259020951,-0.3590423318,13.13706168
0.03964551657,324.6356985,-324.5267548,259.7911837,259.7911837,324.1137921,-0.5219063702,-0.314263081,18.96619902
0.03998619495,442.9666122,-442.9623074,258.4405158,258.4405158,442.4472887,-0.5193234727,-0.2605928901,21.94785919
0.04040280414,590.1721864,-590.2957886,258.6742766,258.6742766,589.6522482,-0.5199383271,-0.1968731795,19.30792591
0.04088641313,705.9975619,-706.2668441,261.1640276,261.1640276,705.4725284,-0.525033795,-0.1265229378,8.067909186
0.04143043618,689.3214687,-689.7470529,265.0165607,265.0165607,688.7887468,-0.5327223337,-0.05222443533,-12.95333668
0.0418481033,531.3793103,-531.9167057,266.6977325,266.6977325,530.843384,-0.5359268438,0.002,-32.7420399
0.0418481033,531.3793103,-531.9167057,266.6977325,266.6977325,530.843384,-0.5359268438,0.002,-32.7420399
0.0418481033,531.3793103,-531.9167057,266.6977325,266.6977325,530.843384,-0.5359268438,0.002,-32.7420399
