time,len.y,phi.y
0.4817234469,0.4817244469,6.053515367
0.483747495,0.483748495,6.078950306
0.4857715431,0.4857725431,6.104385244
0.4877955912,0.4877965912,6.129820183
0.4898196393,0.4898206393,6.155255121
0.4918436874,0.4918446874,6.18069006
0.4938677355,0.4938687355,6.206124998
0.4958917836,0.4958927836,6.231559937
0.4979158317,0.4979168317,6.256994875
0.4999398798,0.4999408798,6.282429814
0.5019639279,0.5019649279,6.307864752
0.503987976,0.503988976,6.333299691
0.506012024,0.506013024,6.35873463
0.5080360721,0.5080370721,6.384169568
0.5100601202,0.5100611202,6.409604507
0.5120841683,0.5120851683,6.435039445
0.5141082164,0.5141092164,6.460474384
0.5161322645,0.5161332645,6.485909322
0.5181563126,0.5181573126,6.511344261
0.5201803607,0.5201813607,6.536779199
0.5222044088,0.5222054088,6.562214138
0.5242284569,0.5242294569,6.587649076
0.526252505,0.526253505,6.613084015
0.5282765531,0.5282775531,6.638518953
0.5303006012,0.5303016012,6.663953892
0.5323246493,0.5323256493,6.68938883
0.5343486974,0.5343496974,6.714823769
0.5363727455,0.5363737455,6.740258707
0.5383967936,0.5383977936,6.765693646
0.5404208417,0.5404218417,6.791128584
0.5424448898,0.5424458898,6.816563523
0.5444689379,0.5444699379,6.841998461
0.546492986,0.546493986,6.8674334
0.5485170341,0.5485180341,6.892868338
0.5505410822,0.5505420822,6.918303277
0.5525651303,0.5525661303,6.943738215
0.5545891784,0.5545901784,6.969173154
0.5566132265,0.5566142265,6.994608092
0.5586372745,0.5586382745,7.020043031
0.5606613226,0.5606623226,7.045477969
0.5626853707,0.5626863707,7.070912908
0.5647094188,0.5647104188,7.096347847
0.5667334669,0.5667344669,7.121782785
0.568757515,0.568758515,7.147217724
0.5707815631,0.5707825631,7.172652662
0.5728056112,0.5728066112,7.198087601
0.5748296593,0.5748306593,7.223522539
0.5768537074,0.5768547074,7.248957478
0.5788777555,0.5788787555,7.274392416
0.5809018036,0.5809028036,7.299827355
0.5829258517,0.5829268517,7.325262293
0.5849498998,0.5849508998,7.350697232
0.5869739479,0.5869749479,7.37613217
0.588997996,0.588998996,7.401567109
0.5910220441,0.5910230441,7.427002047
0.5930460922,0.5930470922,7.452436986
0.5950701403,0.5950711403,7.477871924
0.5970941884,0.5970951884,7.503306863
0.5991182365,0.5991192365,7.528741801
0.6011422846,0.6011432846,7.55417674
0.6031663327,0.6031673327,7.579611678
0.6051903808,0.6051913808,7.605046617
0.6072144289,0.6072154289,7.630481555
0.609238477,0.609239477,7.655916494
0.6112625251,0.6112635251,7.681351432
0.6132865731,0.6132875731,7.706786371
0.6153106212,0.6153116212,7.732221309
0.6173346693,0.6173356693,7.757656248
0.6193587174,0.6193597174,7.783091187
0.6213827655,0.6213837655,7.808526125
0.6234068136,0.6234078136,7.833961064
0.6254308617,0.6254318617,7.859396002
0.6274549098,0.6274559098,7.884830941
0.6294789579,0.6294799579,7.910265879
0.631503006,0.631504006,7.935700818
0.6335270541,0.6335280541,7.961135756
0.6355511022,0.6355521022,7.986570695
0.6375751503,0.6375761503,8.012005633
0.6395991984,0.6396001984,8.037440572
0.6416232465,0.6416242465,8.06287551
0.6436472946,0.6436482946,8.088310449
0.6456713427,0.6456723427,8.113745387
0.6476953908,0.6476963908,8.139180326
0.6497194389,0.6497204389,8.164615264
0.651743487,0.651744487,8.190050203
0.6537675351,0.6537685351,8.215485141
0.6557915832,0.6557925832,8.24092008
0.6578156313,0.6578166313,8.266355018
0.6598396794,0.6598406794,8.291789957
0.6618637275,0.6618647275,8.317224895
0.6638877756,0.6638887756,8.342659834
0.6659118236,0.6659128236,8.368094772
0.6679358717,0.6679368717,8.393529711
0.6699599198,0.6699609198,8.418964649
0.6719839679,0.6719849679,8.444399588
0.674008016,0.674009016,8.469834527
0.6760320641,0.6760330641,8.495269465
0.6780561122,0.6780571122,8.520704404
0.6800801603,0.6800811603,8.546139342
0.6821042084,0.6821052084,8.571574281
0.6841282565,0.6841292565,8.597009219
0.6861523046,0.6861533046,8.622444158
0.6881763527,0.6881773527,8.647879096
0.6902004008,0.6902014008,8.673314035
0.6922244489,0.6922254489,8.698748973
0.694248497,0.694249497,8.724183912
0.6962725451,0.6962735451,8.74961885
0.6982965932,0.6982975932,8.775053789
0.7003206413,0.7003216413,8.800488727
0.7023446894,0.7023456894,8.825923666
0.7043687375,0.7043697375,8.851358604
0.7063927856,0.7063937856,8.876793543
0.7084168337,0.7084178337,8.902228481
0.7104408818,0.7104418818,8.92766342
0.7124649299,0.7124659299,8.953098358
0.714488978,0.714489978,8.978533297
0.7165130261,0.7165140261,9.003968235
0.7185370741,0.7185380741,9.029403174
0.7205611222,0.7205621222,9.054838112
0.7225851703,0.7225861703,9.080273051
0.7246092184,0.7246102184,9.105707989
0.7266332665,0.7266342665,9.131142928
0.7286573146,0.7286583146,9.156577866
0.7306813627,0.7306823627,9.182012805
0.7327054108,0.7327064108,9.207447744
0.7347294589,0.7347304589,9.232882682
0.736753507,0.736754507,9.258317621
0.7387775551,0.7387785551,9.283752559
0.7408016032,0.7408026032,9.309187498
0.7428256513,0.7428266513,9.334622436
0.7448496994,0.7448506994,9.360057375
0.7468737475,0.7468747475,9.385492313
0.7488977956,0.7488987956,9.410927252
0.7509218437,0.7509228437,9.43636219
0.7529458918,0.7529468918,9.461797129
0.7549699399,0.7549709399,9.487232067
0.756993988,0.756994988,9.512667006
0.7590180361,0.7590190361,9.538101944
0.7610420842,0.7610430842,9.563536883
0.7630661323,0.7630671323,9.588971821
0.7650901804,0.7650911804,9.61440676
0.7671142285,0.7671152285,9.639841698
0.7691382766,0.7691392766,9.665276637
0.7711623246,0.7711633246,9.690711575
0.7731863727,0.7731873727,9.716146514
0.7752104208,0.7752114208,9.741581452
0.7772344689,0.7772354689,9.767016391
0.779258517,0.779259517,9.792451329
0.7812825651,0.7812835651,9.817886268
0.7833066132,0.7833076132,9.843321206
0.7853306613,0.7853316613,9.868756145
0.7873547094,0.7873557094,9.894191084
0.7893787575,0.7893797575,9.919626022
0.7914028056,0.7914038056,9.945060961
0.7934268537,0.7934278537,9.970495899
0.7954509018,0.7954519018,9.995930838
0.7974749499,0.7974759499,10.02136578
0.799498998,0.799499998,10.04680071
0.8015230461,0.8015240461,10.07223565
0.8035470942,0.8035480942,10.09767059
0.8055711423,0.8055721423,10.12310553
0.8075951904,0.8075961904,10.14854047
0.8096192385,0.8096202385,10.17397541
0.8116432866,0.8116442866,10.19941035
0.8136673347,0.8136683347,10.22484528
0.8156913828,0.8156923828,10.25028022
0.8177154309,0.8177164309,10.27571516
0.819739479,0.819740479,10.3011501
0.8217635271,0.8217645271,10.32658504
0.8237875752,0.8237885752,10.35201998
0.8258116232,0.8258126232,10.37745492
0.8278356713,0.8278366713,10.40288985
0.8298597194,0.8298607194,10.42832479
0.8318837675,0.8318847675,10.45375973
0.8339078156,0.8339088156,10.47919467
0.8359318637,0.8359328637,10.50462961
0.8379559118,0.8379569118,10.53006455
0.8399799599,0.8399809599,10.55549948
0.842004008,0.842005008,10.58093442
0.8440280561,0.8440290561,10.60636936
0.8460521042,0.8460531042,10.6318043
0.8480761523,0.8480771523,10.65723924
0.8501002004,0.8501012004,10.68267418
0.8521242485,0.8521252485,10.70810912
0.8541482966,0.8541492966,10.73354405
0.8561723447,0.8561733447,10.75897899
0.8581963928,0.8581973928,10.78441393
0.8602204409,0.8602214409,10.80984887
0.862244489,0.862245489,10.83528381
0.8642685371,0.8642695371,10.86071875
0.8662925852,0.8662935852,10.88615369
0.8683166333,0.8683176333,10.91158862
0.8703406814,0.8703416814,10.93702356
0.8723647295,0.8723657295,10.9624585
0.8743887776,0.8743897776,10.98789344
0.8764128257,0.8764138257,11.01332838
0.8784368737,0.8784378737,11.03876332
0.8804609218,0.8804619218,11.06419826
0.8824849699,0.8824859699,11.08963319
0.884509018,0.884510018,11.11506813
0.8865330661,0.8865340661,11.14050307
0.8885571142,0.8885581142,11.16593801
0.8905811623,0.8905821623,11.19137295
0.8926052104,0.8926062104,11.21680789
0.8946292585,0.8946302585,11.24224282
0.8966533066,0.8966543066,11.26767776
0.8986773547,0.8986783547,11.2931127
0.9007014028,0.9007024028,11.31854764
0.9027254509,0.9027264509,11.34398258
0.904749499,0.904750499,11.36941752
0.9067735471,0.9067745471,11.39485246
0.9087975952,0.9087985952,11.42028739
0.9108216433,0.9108226433,11.44572233
0.9128456914,0.9128466914,11.47115727
0.9148697395,0.9148707395,11.49659221
0.9168937876,0.9168947876,11.52202715
0.9189178357,0.9189188357,11.54746209
0.9209418838,0.9209428838,11.57289703
0.9229659319,0.9229669319,11.59833196
0.92498998,0.92499098,11.6237669
0.9270140281,0.9270150281,11.64920184
0.9290380762,0.9290390762,11.67463678
0.9310621242,0.9310631242,11.70007172
0.9330861723,0.9330871723,11.72550666
0.9351102204,0.9351112204,11.7509416
0.9371342685,0.9371352685,11.77637653
0.9391583166,0.9391593166,11.80181147
0.9411823647,0.9411833647,11.82724641
0.9432064128,0.9432074128,11.85268135
0.9452304609,0.9452314609,11.87811629
0.947254509,0.947255509,11.90355123
0.9492785571,0.9492795571,11.92898616
0.9513026052,0.9513036052,11.9544211
0.9533266533,0.9533276533,11.97985604
0.9553507014,0.9553517014,12.00529098
0.9573747495,0.9573757495,12.03072592
0.9593987976,0.9593997976,12.05616086
0.9614228457,0.9614238457,12.0815958
0.9634468938,0.9634478938,12.10703073
0.9654709419,0.9654719419,12.13246567
0.96749499,0.96749599,12.15790061
0.9695190381,0.9695200381,12.18333555
0.9715430862,0.9715440862,12.20877049
0.9735671343,0.9735681343,12.23420543
0.9755911824,0.9755921824,12.25964037
0.9776152305,0.9776162305,12.2850753
0.9796392786,0.9796402786,12.31051024
0.9816633267,0.9816643267,12.33594518
0.9836873747,0.9836883747,12.36138012
0.9857114228,0.9857124228,12.38681506
0.9877354709,0.9877364709,12.41225
0.989759519,0.989760519,12.43768494
0.9917835671,0.9917845671,12.46311987
0.9938076152,0.9938086152,12.48855481
0.9958316633,0.9958326633,12.51398975
0.9978557114,0.9978567114,12.53942469
0.9998797595,0.9998807595,12.56485963
1.001903808,1.000001,12.56637061
1.003927856,1.000001,12.56637061
1.005951904,1.000001,12.56637061
1.007975952,1.000001,12.56637061
1.01,1.000001,12.56637061
