time,len.y,phi.y
0,1e-06,0
0.002024048096,0.002025048096,0.02543493852
0.004048096192,0.004049096192,0.05086987704
0.006072144289,0.006073144289,0.07630481555
0.008096192385,0.008097192385,0.1017397541
0.01012024048,0.01012124048,0.1271746926
0.01214428858,0.01214528858,0.1526096311
0.01416833667,0.01416933667,0.1780445696
0.01619238477,0.01619338477,0.2034795081
0.01821643287,0.01821743287,0.2289144467
0.02024048096,0.02024148096,0.2543493852
0.02226452906,0.02226552906,0.2797843237
0.02428857715,0.02428957715,0.3052192622
0.02631262525,0.02631362525,0.3306542007
0.02833667335,0.02833767335,0.3560891393
0.03036072144,0.03036172144,0.3815240778
0.03238476954,0.03238576954,0.4069590163
0.03440881764,0.03440981764,0.4323939548
0.03643286573,0.03643386573,0.4578288933
0.03845691383,0.03845791383,0.4832638318
0.04048096192,0.04048196192,0.5086987704
0.04250501002,0.04250601002,0.5341337089
0.04452905812,0.04453005812,0.5595686474
0.04655310621,0.04655410621,0.5850035859
0.04857715431,0.04857815431,0.6104385244
0.0506012024,0.0506022024,0.635873463
0.0526252505,0.0526262505,0.6613084015
0.0546492986,0.0546502986,0.68674334
0.05667334669,0.05667434669,0.7121782785
0.05869739479,0.05869839479,0.737613217
0.06072144289,0.06072244289,0.7630481555
0.06274549098,0.06274649098,0.7884830941
0.06476953908,0.06477053908,0.8139180326
0.06679358717,0.06679458717,0.8393529711
0.06881763527,0.06881863527,0.8647879096
0.07084168337,0.07084268337,0.8902228481
0.07286573146,0.07286673146,0.9156577866
0.07488977956,0.07489077956,0.9410927252
0.07691382766,0.07691482766,0.9665276637
0.07893787575,0.07893887575,0.9919626022
0.08096192385,0.08096292385,1.017397541
0.08298597194,0.08298697194,1.042832479
0.08501002004,0.08501102004,1.068267418
0.08703406814,0.08703506814,1.093702356
0.08905811623,0.08905911623,1.119137295
0.09108216433,0.09108316433,1.144572233
0.09310621242,0.09310721242,1.170007172
0.09513026052,0.09513126052,1.19544211
0.09715430862,0.09715530862,1.220877049
0.09917835671,0.09917935671,1.246311987
0.1012024048,0.1012034048,1.271746926
0.1032264529,0.1032274529,1.297181864
0.105250501,0.105251501,1.322616803
0.1072745491,0.1072755491,1.348051741
0.1092985972,0.1092995972,1.37348668
0.1113226453,0.1113236453,1.398921618
0.1133466934,0.1133476934,1.424356557
0.1153707415,0.1153717415,1.449791496
0.1173947896,0.1173957896,1.475226434
0.1194188377,0.1194198377,1.500661373
0.1214428858,0.1214438858,1.526096311
0.1234669339,0.1234679339,1.55153125
0.125490982,0.125491982,1.576966188
0.1275150301,0.1275160301,1.602401127
0.1295390782,0.1295400782,1.627836065
0.1315631263,0.1315641263,1.653271004
0.1335871743,0.1335881743,1.678705942
0.1356112224,0.1356122224,1.704140881
0.1376352705,0.1376362705,1.729575819
0.1396593186,0.1396603186,1.755010758
0.1416833667,0.1416843667,1.780445696
0.1437074148,0.1437084148,1.805880635
0.1457314629,0.1457324629,1.831315573
0.147755511,0.147756511,1.856750512
0.1497795591,0.1497805591,1.88218545
0.1518036072,0.1518046072,1.907620389
0.1538276553,0.1538286553,1.933055327
0.1558517034,0.1558527034,1.958490266
0.1578757515,0.1578767515,1.983925204
0.1598997996,0.1599007996,2.009360143
0.1619238477,0.1619248477,2.034795081
0.1639478958,0.1639488958,2.06023002
0.1659719439,0.1659729439,2.085664958
0.167995992,0.167996992,2.111099897
0.1700200401,0.1700210401,2.136534836
0.1720440882,0.1720450882,2.161969774
0.1740681363,0.1740691363,2.187404713
0.1760921844,0.1760931844,2.212839651
0.1781162325,0.1781172325,2.23827459
0.1801402806,0.1801412806,2.263709528
0.1821643287,0.1821653287,2.289144467
0.1841883768,0.1841893768,2.314579405
0.1862124248,0.1862134248,2.340014344
0.1882364729,0.1882374729,2.365449282
0.190260521,0.190261521,2.390884221
0.1922845691,0.1922855691,2.416319159
0.1943086172,0.1943096172,2.441754098
0.1963326653,0.1963336653,2.467189036
0.1983567134,0.1983577134,2.492623975
0.2003807615,0.2003817615,2.518058913
0.2024048096,0.2024058096,2.543493852
0.2044288577,0.2044298577,2.56892879
0.2064529058,0.2064539058,2.594363729
0.2084769539,0.2084779539,2.619798667
0.210501002,0.210502002,2.645233606
0.2125250501,0.2125260501,2.670668544
0.2145490982,0.2145500982,2.696103483
0.2165731463,0.2165741463,2.721538421
0.2185971944,0.2185981944,2.74697336
0.2206212425,0.2206222425,2.772408298
0.2226452906,0.2226462906,2.797843237
0.2246693387,0.2246703387,2.823278176
0.2266933868,0.2266943868,2.848713114
0.2287174349,0.2287184349,2.874148053
0.230741483,0.230742483,2.899582991
0.2327655311,0.2327665311,2.92501793
0.2347895792,0.2347905792,2.950452868
0.2368136273,0.2368146273,2.975887807
0.2388376754,0.2388386754,3.001322745
0.2408617234,0.2408627234,3.026757684
0.2428857715,0.2428867715,3.052192622
0.2449098196,0.2449108196,3.077627561
0.2469338677,0.2469348677,3.103062499
0.2489579158,0.2489589158,3.128497438
0.2509819639,0.2509829639,3.153932376
0.253006012,0.253007012,3.179367315
0.2550300601,0.2550310601,3.204802253
0.2570541082,0.2570551082,3.230237192
0.2590781563,0.2590791563,3.25567213
0.2611022044,0.2611032044,3.281107069
0.2631262525,0.2631272525,3.306542007
0.2651503006,0.2651513006,3.331976946
0.2671743487,0.2671753487,3.357411884
0.2691983968,0.2691993968,3.382846823
0.2712224449,0.2712234449,3.408281761
0.273246493,0.273247493,3.4337167
0.2752705411,0.2752715411,3.459151638
0.2772945892,0.2772955892,3.484586577
0.2793186373,0.2793196373,3.510021515
0.2813426854,0.2813436854,3.535456454
0.2833667335,0.2833677335,3.560891393
0.2853907816,0.2853917816,3.586326331
0.2874148297,0.2874158297,3.61176127
0.2894388778,0.2894398778,3.637196208
0.2914629259,0.2914639259,3.662631147
0.2934869739,0.2934879739,3.688066085
0.295511022,0.295512022,3.713501024
0.2975350701,0.2975360701,3.738935962
0.2995591182,0.2995601182,3.764370901
0.3015831663,0.3015841663,3.789805839
0.3036072144,0.3036082144,3.815240778
0.3056312625,0.3056322625,3.840675716
0.3076553106,0.3076563106,3.866110655
0.3096793587,0.3096803587,3.891545593
0.3117034068,0.3117044068,3.916980532
0.3137274549,0.3137284549,3.94241547
0.315751503,0.315752503,3.967850409
0.3177755511,0.3177765511,3.993285347
0.3197995992,0.3198005992,4.018720286
0.3218236473,0.3218246473,4.044155224
0.3238476954,0.3238486954,4.069590163
0.3258717435,0.3258727435,4.095025101
0.3278957916,0.3278967916,4.12046004
0.3299198397,0.3299208397,4.145894978
0.3319438878,0.3319448878,4.171329917
0.3339679359,0.3339689359,4.196764855
0.335991984,0.335992984,4.222199794
0.3380160321,0.3380170321,4.247634733
0.3400400802,0.3400410802,4.273069671
0.3420641283,0.3420651283,4.29850461
0.3440881764,0.3440891764,4.323939548
0.3461122244,0.3461132244,4.349374487
0.3481362725,0.3481372725,4.374809425
0.3501603206,0.3501613206,4.400244364
0.3521843687,0.3521853687,4.425679302
0.3542084168,0.3542094168,4.451114241
0.3562324649,0.3562334649,4.476549179
0.358256513,0.358257513,4.501984118
0.3602805611,0.3602815611,4.527419056
0.3623046092,0.3623056092,4.552853995
0.3643286573,0.3643296573,4.578288933
0.3663527054,0.3663537054,4.603723872
0.3683767535,0.3683777535,4.62915881
0.3704008016,0.3704018016,4.654593749
0.3724248497,0.3724258497,4.680028687
0.3744488978,0.3744498978,4.705463626
0.3764729459,0.3764739459,4.730898564
0.378496994,0.378497994,4.756333503
0.3805210421,0.3805220421,4.781768441
0.3825450902,0.3825460902,4.80720338
0.3845691383,0.3845701383,4.832638318
0.3865931864,0.3865941864,4.858073257
0.3886172345,0.3886182345,4.883508195
0.3906412826,0.3906422826,4.908943134
0.3926653307,0.3926663307,4.934378073
0.3946893788,0.3946903788,4.959813011
0.3967134269,0.3967144269,4.98524795
0.3987374749,0.3987384749,5.010682888
0.400761523,0.400762523,5.036117827
0.4027855711,0.4027865711,5.061552765
0.4048096192,0.4048106192,5.086987704
0.4068336673,0.4068346673,5.112422642
0.4088577154,0.4088587154,5.137857581
0.4108817635,0.4108827635,5.163292519
0.4129058116,0.4129068116,5.188727458
0.4149298597,0.4149308597,5.214162396
0.4169539078,0.4169549078,5.239597335
0.4189779559,0.4189789559,5.265032273
0.421002004,0.421003004,5.290467212
0.4230260521,0.4230270521,5.31590215
0.4250501002,0.4250511002,5.341337089
0.4270741483,0.4270751483,5.366772027
0.4290981964,0.4290991964,5.392206966
0.4311222445,0.4311232445,5.417641904
0.4331462926,0.4331472926,5.443076843
0.4351703407,0.4351713407,5.468511781
0.4371943888,0.4371953888,5.49394672
0.4392184369,0.4392194369,5.519381658
0.441242485,0.441243485,5.544816597
0.4432665331,0.4432675331,5.570251535
0.4452905812,0.4452915812,5.595686474
0.4473146293,0.4473156293,5.621121412
0.4493386774,0.4493396774,5.646556351
0.4513627255,0.4513637255,5.67199129
0.4533867735,0.4533877735,5.697426228
0.4554108216,0.4554118216,5.722861167
0.4574348697,0.4574358697,5.748296105
0.4594589178,0.4594599178,5.773731044
0.4614829659,0.4614839659,5.799165982
0.463507014,0.463508014,5.824600921
0.4655310621,0.4655320621,5.850035859
0.4675551102,0.4675561102,5.875470798
0.4695791583,0.4695801583,5.900905736
0.4716032064,0.4716042064,5.926340675
0.4736272545,0.4736282545,5.951775613
0.4756513026,0.4756523026,5.977210552
0.4776753507,0.4776763507,6.00264549
0.4796993988,0.4797003988,6.028080429
