time,mass3.v,mass3.s,mass2.v,mass2.s,mass1.v,mass1.s
0,0,0,0,0,0,0
0.0001,0.0001,5e-09,0.0001,5e-09,0.0001,5e-09
0.002415277624,0.002415277624,2.916783e-06,0.002415277624,2.916783e-06,0.002415277624,2.916783e-06
0.02556805386,0.02556805386,0.0003268626891,0.02556805386,0.0003268626891,0.02556805386,0.0003268626891
0.2570958162,0.2570958162,0.03304912936,0.2570958162,0.03304912936,0.2570958162,0.03304912936
1,1,0.5,1,0.5,1,0.5
