time,capacitor2.v,inductor2.i,capacitor1.v,inductor1.i,cosineCurrent.phi,sineCurrent.phi
0.004,6.400113977,1.745487345,0.06172598399,0.004198854779,0.01005309649,0.01005309649
0.0041,5.921104427,1.77866899,0.06544337503,0.004584540777,0.0105620345,0.0105620345
0.0042,5.422226628,1.80867845,0.0692351588,0.004992573128,0.01108353888,0.01108353888
0.0043,4.90550154,1.835407825,0.07309508785,0.005423327299,0.01161760963,0.01161760963
0.0044,4.373027074,1.858761812,0.0770166502,0.005877139866,0.01216424675,0.01216424675
0.0045,3.826986322,1.878657975,0.08099304275,0.006354307818,0.01272345025,0.01272345025
0.0046,3.269511774,1.895029062,0.08501759876,0.006855078937,0.01329522011,0.01329522011
0.0047,2.702861734,1.907821655,0.08908322974,0.007379659001,0.01387955634,0.01387955634
0.0048,2.129320059,1.916996566,0.0931827432,0.00792820888,0.01447645895,0.01447645895
0.0049,1.551169284,1.922528994,0.09730892768,0.008500843599,0.01508592792,0.01508592792
0.005,0.9706906245,1.924408528,0.1014545528,0.009097632342,0.01570796327,0.01570796327
0.0051,0.390163976,1.922639138,0.1056123693,0.009718598446,0.01634256498,0.01634256498
0.0052,-0.1881320868,1.917239186,0.109775109,0.01036371941,0.01698973307,0.01698973307
0.0053,-0.7619203096,1.908241415,0.1139354846,0.01103292687,0.01764946753,0.01764946753
0.0054,-1.328917151,1.895693633,0.1180861648,0.01172610467,0.01832176836,0.01832176836
0.0055,-1.88695986,1.879653529,0.122220186,0.01244310314,0.01900663555,0.01900663555
0.0056,-2.43386309,1.860196313,0.1263304842,0.01318371724,0.01970406912,0.01970406912
0.0057,-2.967486346,1.837410669,0.1304101166,0.01394769831,0.02041406906,0.02041406906
0.0058,-3.485766921,1.811396948,0.1344523679,0.01473475926,0.02113663537,0.02113663537
0.0059,-3.986719897,1.782267176,0.1384507513,0.01554457456,0.02187176805,0.02187176805
0.006,-4.468438144,1.750145045,0.1423990081,0.01637678026,0.02261946711,0.02261946711
0.0061,-4.929092322,1.715165922,0.1462911076,0.01723097397,0.02337973253,0.02337973253
0.0062,-5.366930881,1.677476842,0.1501212473,0.01810671485,0.02415256432,0.02415256432
0.0063,-5.780273207,1.637238296,0.1538838279,0.01900351813,0.02493796248,0.02493796248
0.0064,-6.167596079,1.594610946,0.1575737499,0.01992089585,0.02573592702,0.02573592702
0.0065,-6.527453591,1.54977093,0.1611861338,0.02085830955,0.02654645792,0.02654645792
0.0066,-6.858499504,1.502905118,0.1647163992,0.02181518505,0.0273695552,0.0273695552
0.0067,-7.159516693,1.454205404,0.1681603669,0.02279093004,0.02820521884,0.02820521884
0.0068,-7.429417144,1.403868704,0.1715142597,0.0237849341,0.02905344886,0.02905344886
0.0069,-7.667241955,1.352096958,0.1747747017,0.02479656868,0.02991424525,0.02991424525
0.007,-7.872161341,1.299097128,0.1779387188,0.02582518714,0.03078760801,0.03078760801
0.0071,-8.043474623,1.245081202,0.1810037383,0.0268701247,0.03167353713,0.03167353713
0.0072,-8.180610241,1.19026619,0.1839675893,0.02793069846,0.03257203263,0.03257203263
0.0073,-8.283135087,1.134876772,0.1868285273,0.029006199,0.0334830945,0.0334830945
0.0074,-8.350736599,1.079122176,0.1895852162,0.0300959638,0.03440672274,0.03440672274
0.0075,-8.383264994,1.023225665,0.1922368128,0.03119928321,0.03534291735,0.03534291735
0.0076,-8.380712385,0.9674120612,0.1947829215,0.03231544034,0.03629167833,0.03629167833
0.0077,-8.343203741,0.9119023408,0.197223574,0.03344372835,0.03725300569,0.03725300569
0.0078,-8.270996886,0.8569136361,0.1995592298,0.03458345038,0.03822689941,0.03822689941
0.0079,-8.1644825,0.8026592341,0.2017907758,0.03573391961,0.0392133595,0.0392133595
0.008,-8.024184117,0.7493485767,0.2039195264,0.03689445923,0.04021238597,0.04021238597
0.0081,-7.850758126,0.6971872607,0.2059472238,0.03806440246,0.0412239788,0.0412239788
0.0082,-7.644993773,0.6463770382,0.2078760374,0.03924309251,0.04224813801,0.04224813801
0.0083,-7.407813157,0.5971158159,0.2097085645,0.04042988264,0.04328486358,0.04328486358
0.0084,-7.140287707,0.5495977398,0.2114478813,0.04162413592,0.04433415553,0.04433415553
0.0085,-6.843469886,0.5039952533,0.2130970399,0.04282528412,0.04539601384,0.04539601384
0.0086,-6.518666042,0.4604853127,0.2146598888,0.04403274092,0.04647043853,0.04647043853
0.0087,-6.16727434,0.4192348467,0.2161405835,0.04524595043,0.04755742959,0.04755742959
0.0088,-5.79077271,0.3803996841,0.2175435501,0.04646439062,0.04865698702,0.04865698702
0.0089,-5.390718846,0.3441245536,0.2188734851,0.04768757341,0.04976911082,0.04976911082
0.009,-4.968750207,0.3105430841,0.2201353556,0.04891504462,0.05089380099,0.05089380099
0.0091,-4.526584018,0.2797778042,0.2213343991,0.05014638399,0.05203105753,0.05203105753
0.0092,-4.066017269,0.2519401428,0.2224761237,0.05138120518,0.05318088044,0.05318088044
0.0093,-3.588926714,0.2271304287,0.223566308,0.05261915575,0.05434326972,0.05434326972
0.0094,-3.097268874,0.2054378907,0.2246110012,0.05385991718,0.05551822537,0.05551822537
0.0095,-2.5930822,0.1869393223,0.2256165308,0.05510320968,0.0567057474,0.0567057474
0.0096,-2.078258955,0.1716964719,0.2265887869,0.0563488025,0.05790583579,0.05790583579
0.0097,-1.554928007,0.1597588174,0.2275344265,0.05759650088,0.05911849056,0.05911849056
0.0098,-1.025213106,0.1511626011,0.228460111,0.05884615204,0.06034371169,0.06034371169
0.0099,-0.4912310439,0.1459308237,0.2293725007,0.06009764529,0.0615814992,0.0615814992
0.01,0.04490834201,0.1440732443,0.2302782541,0.06135091203,0.06283185307,0.06283185307
0.0101,0.5811021733,0.1455863806,0.2311840284,0.06260592569,0.06409477332,0.06409477332
0.0102,1.115254528,0.1504535087,0.2320964794,0.06386270179,0.06537025994,0.06537025994
0.0103,1.645276442,0.1586446632,0.2330222615,0.06512129789,0.06665831292,0.06665831292
0.0104,2.169085906,0.1701166374,0.2339680277,0.06638181366,0.06795893228,0.06795893228
0.0105,2.684600385,0.1848124107,0.2349404539,0.06764439257,0.06927211801,0.06927211801
0.0106,3.189793653,0.2026633384,0.2359460549,0.06890921642,0.07059787011,0.07059787011
0.0107,3.682791122,0.2235946916,0.236990876,0.07017648748,0.07193618858,0.07193618858
0.0108,4.161638198,0.2475099534,0.238081247,0.0714464769,0.07328707342,0.07328707342
0.0109,4.62446797,0.2743031558,0.2392232341,0.07271948706,0.07465052463,0.07465052463
0.011,5.069501211,0.3038588799,0.2404226395,0.07399585158,0.07602654222,0.07602654222
0.0111,5.495046377,0.3360522559,0.2416850018,0.07527593531,0.07741512617,0.07741512617
0.0112,5.899499609,0.3707489626,0.243015596,0.07656013434,0.07881627649,0.07881627649
0.0113,6.281344731,0.4078052282,0.2444194329,0.07784887599,0.08022999319,0.08022999319
0.0114,6.639153251,0.4470678295,0.2459012598,0.07914261883,0.08165627625,0.08165627625
0.0115,6.97158436,0.4883740924,0.2474655604,0.08044185265,0.08309512569,0.08309512569
0.0116,7.27738034,0.5315495334,0.2491165717,0.08174710621,0.08454654149,0.08454654149
0.0117,7.555416266,0.576419844,0.2508581094,0.08305890994,0.08601052367,0.08601052367
0.0118,7.804705298,0.6228117082,0.2526935519,0.0843777919,0.08748707222,0.08748707222
0.0119,8.024339875,0.6705300844,0.2546260546,0.08570435166,0.08897618713,0.08897618713
0.012,8.213539664,0.7193786899,0.2566583703,0.08703919443,0.09047786842,0.09047786842
0.0121,8.371651555,0.7691600012,0.2587928494,0.08838293113,0.09199211608,0.09199211608
0.0122,8.498149665,0.8196752536,0.2610314402,0.08973617832,0.09351893011,0.09351893011
0.0123,8.592635337,0.8707244415,0.2633756885,0.09109955824,0.09505831051,0.09505831051
0.0124,8.654837139,0.9221063181,0.2658267379,0.09247369879,0.09661025728,0.09661025728
0.0125,8.684610866,0.9736183958,0.2683853296,0.09385923356,0.09817477042,0.09817477042
0.0126,8.681939537,1.025056946,0.2710518023,0.0952568018,0.09975184994,0.09975184994
0.0127,8.646933398,1.076216999,0.2738260927,0.09666704843,0.1013414958,0.1013414958
0.0128,8.579854113,1.126888901,0.2767076607,0.0980906364,0.1029437081,0.1029437081
0.0129,8.481001627,1.176884753,0.2796958164,0.09952815878,0.1045584867,0.1045584867
0.013,8.350860907,1.226010075,0.2827892891,0.1009802322,0.1061858317,0.1061858317
0.0131,8.190073676,1.27406812,0.2859863096,0.1024474839,0.1078257431,0.1078257431
0.0132,7.999383802,1.320869736,0.2892847716,0.103930518,0.1094782208,0.1094782208
0.0133,7.779637301,1.36623336,0.2926822322,0.1054299158,0.1111432649,0.1111432649
0.0134,7.531782334,1.409985022,0.2961759117,0.1069462357,0.1128208754,0.1128208754
0.0135,7.256869209,1.451958344,0.2997626938,0.1084800131,0.1145110522,0.1145110522
0.0136,6.956050381,1.49199454,0.3034391254,0.1100317607,0.1162137954,0.1162137954
0.0137,6.630580449,1.529942415,0.3072014167,0.111601968,0.117929105,0.117929105
0.0138,6.281816161,1.565658364,0.311045441,0.1131911018,0.119656981,0.119656981
0.0139,5.911216409,1.599006377,0.3149667351,0.1147996059,0.1213974233,0.1213974233
0.014,5.520392528,1.629857169,0.3189603361,0.1164279062,0.123150432,0.123150432
0.0141,5.110805175,1.658100024,0.32302174,0.1180763654,0.1249160071,0.1249160071
0.0142,4.68411252,1.683631664,0.3271457987,0.1197453251,0.1266941485,0.1266941485
0.0143,4.242113422,1.706357623,0.3313268963,0.1214351024,0.1284848563,0.1284848563
0.0144,3.786628557,1.726195623,0.3355593282,0.1231459754,0.1302881305,0.1302881305
0.0145,3.319500415,1.743075577,0.3398373005,0.1248781835,0.1321039711,0.1321039711
0.0146,2.8425933,1.756939582,0.3441549306,0.1266319269,0.133932378,0.133932378
0.0147,2.357793332,1.767741929,0.3485062469,0.1284073671,0.1357733513,0.1357733513
0.0148,1.867008447,1.775449094,0.3528851888,0.1302046266,0.137626891,0.137626891
0.0149,1.372168394,1.780039743,0.357285607,0.1320237888,0.139492997,0.139492997
0.015,0.875224737,1.781504731,0.3617012631,0.1338648985,0.1413716694,0.1413716694
0.0151,0.3781508569,1.7798471,0.3661258296,0.1357279615,0.1432629082,0.1432629082
0.0152,-0.1170499422,1.775082535,0.3705528631,0.1376129434,0.1451667133,0.1451667133
0.0153,-0.6083837167,1.767239853,0.374975923,0.1395197712,0.1470830849,0.1470830849
0.0154,-1.094103006,1.756349794,0.379389367,0.1414483548,0.1490120227,0.1490120227
0.0155,-1.572241168,1.742468236,0.3837867964,0.1433985322,0.150953527,0.150953527
0.0156,-2.040900366,1.725660828,0.3881620149,0.1453701084,0.1529075976,0.1529075976
0.0157,-2.498251566,1.706002988,0.3925090292,0.1473628556,0.1548742346,0.1548742346
0.0158,-2.942534538,1.683579905,0.3968220484,0.1493765134,0.156853438,0.156853438
0.0159,-3.372057857,1.658486538,0.4010954845,0.1514107885,0.1588452078,0.1588452078
0.016,-3.785198902,1.630827614,0.405323952,0.153465355,0.1608495439,0.1608495439
0.0161,-4.180403854,1.600717632,0.4095022682,0.1555398541,0.1628664463,0.1628664463
0.0162,-4.556187701,1.56828086,0.413625453,0.1576338943,0.1648959152,0.1648959152
0.0163,-4.911134231,1.533651336,0.4176887291,0.1597470514,0.1669379504,0.1669379504
0.0164,-5.24389604,1.496972868,0.4216875216,0.1618788682,0.168992552,0.168992552
0.0165,-5.553185812,1.45840379,0.4256174157,0.1640288431,0.17105972,0.17105972
0.0166,-5.837913586,1.418085139,0.4294746684,0.1661965226,0.1731394543,0.1731394543
0.0167,-6.097041725,1.376180628,0.4332556549,0.1683813801,0.175231755,0.175231755
0.0168,-6.329618736,1.332865182,0.4369569978,0.1705828537,0.1773366221,0.1773366221
0.0169,-6.534809754,1.288315591,0.4405756863,0.1728003732,0.1794540556,0.1794540556
0.017,-6.711896536,1.242710503,0.4441090771,0.1750333595,0.1815840554,0.1815840554
0.0171,-6.860277466,1.196230425,0.4475548941,0.1772812256,0.1837266216,0.1837266216
0.0172,-6.97946755,1.149057728,0.4509112282,0.1795433756,0.1858817541,0.1858817541
0.0173,-7.06909842,1.10137664,0.4541765376,0.1818192054,0.1880494531,0.1880494531
0.0174,-7.128918332,1.053373251,0.4573496476,0.1841081022,0.1902297184,0.1902297184
0.0175,-7.158792167,1.005235513,0.4604297507,0.1864094451,0.19242255,0.19242255
0.0176,-7.15870143,0.9571532347,0.4634164067,0.1887226044,0.1946279481,0.1946279481
0.0177,-7.128757011,0.9093201907,0.4663095757,0.1910469363,0.1968459125,0.1968459125
0.0178,-7.069180387,0.8619249365,0.4691095717,0.1933818152,0.1990764433,0.1990764433
0.0179,-6.980208609,0.8151336066,0.4718168292,0.1957266767,0.2013195404,0.2013195404
0.018,-6.862340068,0.7691350214,0.4744325365,0.1980808872,0.203575204,0.203575204
0.0181,-6.716166929,0.7241109178,0.4769581913,0.2004438332,0.2058434338,0.2058434338
0.0182,-6.542375132,0.6802359485,0.4793955999,0.2028149217,0.2081242301,0.2081242301
0.0183,-6.341744392,0.6376776823,0.4817468784,0.2051935797,0.2104175928,0.2104175928
0.0184,-6.115148197,0.596596604,0.4840144516,0.2075792544,0.2127235218,0.2127235218
0.0185,-5.863553811,0.5571461145,0.4862010535,0.2099714134,0.2150420171,0.2150420171
0.0186,-5.588022272,0.5194725306,0.4883097275,0.2123695445,0.2173730789,0.2173730789
0.0187,-5.289708394,0.4837150855,0.4903438259,0.2147731556,0.219716707,0.219716707
0.0188,-4.969860765,0.4500059279,0.4923070103,0.2171817748,0.2220729015,0.2220729015
0.0189,-4.629821747,0.4184701231,0.4942032514,0.2195949508,0.2244416624,0.2244416624
0.019,-4.271027476,0.3892256521,0.4960368289,0.222012252,0.2268229896,0.2268229896
0.0191,-3.895067037,0.3623832117,0.4978124996,0.2244332756,0.2292168832,0.2292168832
0.0192,-3.503241394,0.3380330031,0.4995341895,0.2268576752,0.2316233432,0.2316233432
0.0193,-3.097208459,0.316261763,0.5012069228,0.2292851158,0.2340423695,0.2340423695
0.0194,-2.678686189,0.2971459613,0.502835923,0.2317152952,0.2364739622,0.2364739622
0.0195,-2.249404232,0.2807507284,0.5044264689,0.2341479462,0.2389181213,0.2389181213
0.0196,-1.811103928,0.2671298542,0.5059838952,0.2365828364,0.2413748468,0.2413748468
0.0197,-1.365538309,0.2563257891,0.507513592,0.2390197685,0.2438441386,0.2438441386
0.0198,-0.9144720994,0.2483696432,0.5090210046,0.2414585799,0.2463259968,0.2463259968
0.0199,-0.4596817147,0.2432811869,0.5105116344,0.2438991432,0.2488204213,0.2488204213
0.02,-0.002955263163,0.2410688506,0.5119910379,0.2463413658,0.2513274123,0.2513274123
0.0201,0.4539074551,0.2417297244,0.5134648274,0.24878519,0.2538469696,0.2538469696
0.0202,0.9090949479,0.2452495589,0.5149386705,0.251230593,0.2563790933,0.2563790933
0.0203,1.360784031,0.2516027645,0.5164182905,0.2536775872,0.2589237833,0.2589237833
0.0204,1.807093269,0.2607485738,0.517909603,0.2561262371,0.2614810397,0.2614810397
0.0205,2.246402298,0.2726487651,0.5194177253,0.2585765987,0.2640508625,0.2640508625
0.0206,2.677031469,0.2872470753,0.5209479821,0.2610287802,0.2666332517,0.2666332517
0.0207,3.097241714,0.3044698972,0.5225058859,0.2634829501,0.2692282072,0.2692282072
0.0208,3.505368559,0.3242355406,0.5240967256,0.2659393025,0.2718357291,0.2718357291
0.0209,3.89982213,0.3464542317,0.525725567,0.2683980574,0.2744558174,0.2744558174
0.021,4.279087145,0.371028114,0.5273972524,0.2708594607,0.277088472,0.277088472
0.0211,4.641722922,0.3978512476,0.5291164009,0.2733237839,0.2797336931,0.2797336931
0.0212,4.986363373,0.4268096096,0.5308874081,0.2757913243,0.2823914804,0.2823914804
0.0213,5.311717007,0.4577810937,0.5327144463,0.2782624052,0.2850618342,0.2850618342
0.0214,5.616566931,0.4906355106,0.5346014646,0.2807373753,0.2877447543,0.2877447543
0.0215,5.899770845,0.525234588,0.5365521885,0.2832166094,0.2904402408,0.2904402408
0.0216,6.160261049,0.5614319701,0.5385701204,0.2857005079,0.2931482937,0.2931482937
0.0217,6.397041315,0.5990705119,0.5406585458,0.2881895081,0.2958689129,0.2958689129
0.0218,6.609233789,0.637994195,0.5428203675,0.2906840531,0.2986020985,0.2986020985
0.0219,6.796101736,0.6780600348,0.5450580714,0.2931845276,0.3013478505,0.3013478505
0.022,6.956972363,0.7190944767,0.5473739259,0.2956914276,0.3041061689,0.3041061689
0.0221,7.091281946,0.7609242365,0.5497698533,0.2982052486,0.3068770536,0.3068770536
0.0222,7.198575832,0.8033763006,0.5522474303,0.3007264859,0.3096605047,0.3096605047
0.0223,7.278508437,0.846277926,0.5548078879,0.3032556342,0.3124565221,0.3124565221
0.0224,7.330843248,0.8894566399,0.5574521111,0.3057931879,0.315265106,0.315265106
0.0225,7.355452819,0.9327402402,0.5601806392,0.3083396407,0.3180862562,0.3180862562
0.0226,7.352318776,0.9759567954,0.5629936657,0.3108954862,0.3209199727,0.3209199727
0.0227,7.321531814,1.018934644,0.5658910384,0.3134612175,0.3237662557,0.3237662557
0.0228,7.263291699,1.061502396,0.5688722592,0.316037327,0.326625105,0.326625105
0.0229,7.177907264,1.103488931,0.5719364843,0.3186243071,0.3294965207,0.3294965207
0.023,7.065796415,1.144723399,0.5750825241,0.3212226494,0.3323805027,0.3323805027
0.0231,6.927544329,1.185031426,0.5783086208,0.3238328743,0.3352770512,0.3352770512
0.0232,6.763594386,1.224273415,0.5816135236,0.3264553635,0.338186166,0.338186166
0.0233,6.574709072,1.262289802,0.5849949147,0.3290905798,0.3411078471,0.3411078471
0.0234,6.361750888,1.298925965,0.5884501382,0.3317389741,0.3440420947,0.3440420947
0.0235,6.125652486,1.334035493,0.5919763041,0.3344009706,0.3469889086,0.3469889086
0.0236,5.867416669,1.367480192,0.5955702881,0.3370769669,0.3499482889,0.3499482889
0.0237,5.588116393,1.399130076,0.5992287314,0.3397673341,0.3529202355,0.3529202355
0.0238,5.288894762,1.428863377,0.6029480409,0.3424724169,0.3559047485,0.3559047485
0.0239,4.970965032,1.456566536,0.6067243894,0.3451925333,0.3589018279,0.3589018279
0.024,4.635610611,1.482134211,0.6105537152,0.3479279748,0.3619114737,0.3619114737
0.0241,4.284185056,1.505469269,0.6144317224,0.3506790063,0.3649336858,0.3649336858
0.0242,3.918112076,1.526482795,0.6183538806,0.3534458664,0.3679684643,0.3679684643
0.0243,3.538885531,1.545094082,0.6223154253,0.3562287669,0.3710158092,0.3710158092
0.0244,3.148077679,1.56123068,0.6263113281,0.3590278941,0.3740757204,0.3740757204
0.0245,2.747338355,1.574831211,0.6303362529,0.3618434214,0.3771481981,0.3771481981
0.0246,2.338004155,1.585845356,0.6343859739,0.3646754416,0.380233242,0.380233242
0.0247,1.921802596,1.594234163,0.6384548834,0.3675240423,0.3833308524,0.3833308524
0.0248,1.500445697,1.599968961,0.6425374087,0.3703892764,0.3864410291,0.3864410291
0.0249,1.075629974,1.603031363,0.6466280117,0.3732711622,0.3895637722,0.3895637722
0.025,0.6490364485,1.603413266,0.6507211892,0.3761696833,0.3926990817,0.3926990817
0.0251,0.2223306386,1.601116848,0.6548114727,0.3790847885,0.3958469575,0.3958469575
0.0252,-0.2028374353,1.596154571,0.6588934284,0.382016392,0.3990073997,0.3990073997
0.0253,-0.6248332524,1.588549179,0.6629616573,0.3849643732,0.4021804083,0.4021804083
0.0254,-1.042037791,1.578333701,0.6670107953,0.387928577,0.4053659833,0.4053659833
0.0255,-1.45284753,1.565551447,0.6710355129,0.3909088134,0.4085641246,0.4085641246
0.0256,-1.855674446,1.550256009,0.6750305154,0.3939048578,0.4117748323,0.4117748323
0.0257,-2.248946016,1.532511264,0.678990543,0.396916451,0.4149981064,0.4149981064
0.0258,-2.631092005,1.512392527,0.6829103208,0.3999433007,0.4182339468,0.4182339468
0.0259,-3.000674575,1.489977589,0.6867849945,0.4029851148,0.4214823536,0.4214823536
0.026,-3.356345055,1.465353109,0.6906099811,0.406041549,0.4247433268,0.4247433268
0.0261,-3.69672445,1.438621787,0.6943805455,0.4091122216,0.4280168663,0.4280168663
0.0262,-4.020516068,1.40989224,0.6980922058,0.4121967285,0.4313029722,0.4313029722
0.0263,-4.32650552,1.379278998,0.7017407329,0.4152946444,0.4346016445,0.4346016445
0.0264,-4.613560717,1.346902509,0.7053221511,0.4184055215,0.4379128832,0.4379128832
0.0265,-4.880631875,1.312889136,0.7088327374,0.4215288904,0.4412366882,0.4412366882
0.0266,-5.126751511,1.277371156,0.7122690218,0.42466426,0.4445730596,0.4445730596
0.0267,-5.351034446,1.240486764,0.7156277877,0.4278111169,0.4479219974,0.4479219974
0.0268,-5.552677802,1.202380068,0.7189060712,0.4309689261,0.4512835015,0.4512835015
0.0269,-5.730961002,1.163201094,0.7221011615,0.4341371306,0.454657572,0.454657572
0.027,-5.885262635,1.12311237,0.7252105846,0.4373151474,0.4580442089,0.4580442089
0.0271,-6.015053205,1.082246885,0.7282323698,0.440502455,0.4614434121,0.4614434121
0.0272,-6.119914199,1.040767888,0.7311647271,0.4436984523,0.4648551818,0.4648551818
0.0273,-6.199528802,0.9988407745,0.734006169,0.4469025313,0.4682795178,0.4682795178
0.0274,-6.253679519,0.9566292058,0.7367555283,0.4501140862,0.4717164201,0.4717164201
0.0275,-6.282248177,0.9142951025,0.7394119588,0.4533325131,0.4751658889,0.4751658889
0.0276,-6.285215926,0.8719986473,0.7419749348,0.4565572097,0.478627924,0.478627924
0.0277,-6.262663233,0.8298982844,0.7444442517,0.4597875758,0.4821025254,0.4821025254
0.0278,-6.214769891,0.7881507196,0.7468200255,0.463023013,0.4855896933,0.4855896933
0.0279,-6.141815009,0.7469109202,0.7491026928,0.4662629247,0.4890894275,0.4890894275
0.028,-6.044177021,0.7063321153,0.7512930112,0.4695067163,0.4926017281,0.4926017281
0.0281,-5.922333681,0.6665657952,0.7533920589,0.4727537949,0.496126595,0.496126595
0.0282,-5.776862064,0.6277617122,0.7554012349,0.4760035696,0.4996640284,0.4996640284
0.0283,-5.608478754,0.5900708842,0.7573223445,0.4792554544,0.5032140281,0.5032140281
0.0284,-5.417845583,0.5536245722,0.7591571183,0.4825089231,0.5067765941,0.5067765941
0.0285,-5.205752607,0.5185511677,0.7609077043,0.4857634378,0.5103517266,0.5103517266
0.0286,-4.973175375,0.484982051,0.7625767507,0.4890184671,0.5139394254,0.5139394254
0.0287,-4.721143219,0.453040236,0.7641670931,0.4922735031,0.5175396906,0.5175396906
0.0288,-4.450739252,0.4228403702,0.7656817546,0.4955280613,0.5211525221,0.5211525221
0.0289,-4.163100372,0.3944887343,0.7671239454,0.4987816809,0.52477792,0.52477792
0.029,-3.859417255,0.3680832426,0.7684970632,0.5020339241,0.5284158843,0.5284158843
0.0291,-3.540934364,0.3437134427,0.769804693,0.505284377,0.532066415,0.532066415
0.0292,-3.208949939,0.3214605157,0.7710506069,0.5085326489,0.535729512,0.535729512
0.0293,-2.864816007,0.3013972763,0.7722387646,0.5117783728,0.5394051754,0.5394051754
0.0294,-2.509938375,0.2835881725,0.773373313,0.515021205,0.5430934052,0.5430934052
0.0295,-2.145776633,0.2680892856,0.7744585863,0.5182608253,0.5467942014,0.5467942014
0.0296,-1.773844151,0.2549483307,0.7754991061,0.5214969369,0.5505075639,0.5505075639
0.0297,-1.395741967,0.2442021482,0.7764996138,0.5247293125,0.5542334928,0.5542334928
0.0298,-1.012760528,0.2358808021,0.7774640845,0.5279576876,0.557971988,0.557971988
0.0299,-0.6265207242,0.2300000516,0.7783973816,0.5311818758,0.5617230496,0.5617230496
0.03,-0.238622798,0.2265663547,0.7793043183,0.5344017188,0.5654866776,0.5654866776
0.0301,0.1493581936,0.2255769393,0.7801896468,0.5376170858,0.569262872,0.569262872
0.0302,0.5358723796,0.2270198032,0.7810580577,0.5408278731,0.5730516328,0.5730516328
