time,elastoGap1.v_rel_ref,elastoGap1.v_rel_sim,elastoGap1.v_rel_relerr,elastoGap2.s_rel_ref,elastoGap2.s_rel_sim,elastoGap2.s_rel_relerr
4.415,-1.006680495,0,0.293737,2.615414321,0,0.777983
4.42,-0.9948883047,0,0.290296,2.620418486,0,0.779471
4.425,-0.9825987002,0,0.28671,2.62536244,0,0.780942
4.43,-0.9698178401,0,0.282981,2.630243698,0,0.782394
4.435,-0.9565521069,0,0.27911,2.635059827,0,0.783826
4.44,-0.942809737,0,0.2751,2.639808407,0,0.785239
4.445,-0.9286956898,0,0.270982,2.644487258,0,0.786631
4.45,-0.9144422038,0,0.266823,2.649095155,0,0.788001
4.455,-0.9000698655,0,0.262629,2.653631485,0,0.789351
4.46,-0.8855803467,0,0.258401,2.658095659,0,0.790679
4.465,-0.8709782908,0,0.25414,2.662487103,0,0.791985
4.47,-0.8562683472,0,0.249848,2.666805271,0,0.79327
4.475,-0.841455068,0,0.245526,2.671049632,0,0.794532
4.48,-0.8265429142,0,0.241175,2.675219694,0,0.795772
4.485,-0.8115362894,0,0.236796,2.679314982,0,0.796991
4.49,-0.796439649,0,0.232391,2.683335021,0,0.798186
4.495,-0.7812574659,0,0.227961,2.687279391,0,0.79936
4.5,-0.7659941824,0,0.223507,2.691147616,0,0.80051
4.505,-0.7506541508,0,0.219031,2.694939362,0,0.801638
4.51,-0.7352417784,0,0.214534,2.698654225,0,0.802743
4.515,-0.7197614634,0,0.210017,2.702291823,0,0.803825
4.52,-0.7042175172,0,0.205482,2.705851906,0,0.804884
4.525,-0.6886143472,0,0.200929,2.709334072,0,0.80592
4.53,-0.6729562231,0,0.19636,2.712738118,0,0.806933
4.535,-0.6572474871,0,0.191777,2.716063738,0,0.807922
4.54,-0.6414924535,0,0.187179,2.719310656,0,0.808888
4.545,-0.6256953324,0,0.18257,2.72247871,0,0.80983
4.55,-0.609860402,0,0.17795,2.725567668,0,0.810749
4.555,-0.5939918942,0,0.173319,2.728577345,0,0.811644
4.56,-0.5780940225,0,0.168681,2.731507576,0,0.812516
4.565,-0.5621709558,0,0.164034,2.734358234,0,0.813364
4.57,-0.5462268192,0,0.159382,2.737129226,0,0.814188
4.575,-0.5302657703,0,0.154725,2.739820448,0,0.814989
4.58,-0.5142919217,0,0.150064,2.742431835,0,0.815765
4.585,-0.4983093638,0,0.1454,2.74496334,0,0.816518
4.59,-0.4823221153,0,0.140735,2.747414917,0,0.817248
4.595,-0.4663341526,0,0.13607,2.749786532,0,0.817953
4.6,-0.4503495105,0,0.131406,2.752078213,0,0.818635
4.605,-0.4343721595,0,0.126744,2.754289989,0,0.819293
4.61,-0.4184060441,0,0.122086,2.756421911,0,0.819927
4.615,-0.4024550134,0,0.117431,2.758474038,0,0.820537
4.62,-0.3865228856,0,0.112782,2.760446445,0,0.821124
4.625,-0.3706135423,0,0.10814,2.762339249,0,0.821687
4.63,-0.3547307899,0,0.103506,2.764152577,0,0.822227
4.635,-0.3388784053,0,0.0988804,2.765886573,0,0.822742
4.64,-0.323060058,0,0.0942648,2.767541389,0,0.823235
4.645,-0.3072794011,0,0.0896602,2.769117197,0,0.823703
4.65,-0.2915401332,0,0.0850677,2.770614204,0,0.824149
4.655,-0.2758458776,0,0.0804883,2.77203263,0,0.824571
4.66,-0.2602002246,0,0.0759231,2.773372714,0,0.824969
4.665,-0.244606655,0,0.0713731,2.774634692,0,0.825345
4.67,-0.2290686439,0,0.0668393,2.775818831,0,0.825697
4.675,-0.2135896875,0,0.0623228,2.776925428,0,0.826026
4.68,-0.1981732111,0,0.0578244,2.777954788,0,0.826332
4.685,-0.1828226039,0,0.0533453,2.778907238,0,0.826615
4.69,-0.1675411614,0,0.0488864,2.779783104,0,0.826876
4.695,-0.1523321632,0,0.0444486,2.780582738,0,0.827114
4.7,-0.1371988779,0,0.0400329,2.781306518,0,0.827329
4.705,-0.1221445112,0,0.0356402,2.781954831,0,0.827522
4.71,-0.1071722256,0,0.0312715,2.782528082,0,0.827692
4.715,-0.09228512926,0,0.0269276,2.783026684,0,0.827841
4.72,-0.07748629104,0,0.0226095,2.78345107,0,0.827967
4.725,-0.06277873727,0,0.018318,2.78380169,0,0.828071
4.73,-0.04816544473,0,0.0140541,2.784079009,0,0.828154
4.735,-0.0336493428,0,0.00981845,2.784283504,0,0.828215
4.74,-0.01923333323,0,0.00561204,2.784415669,0,0.828254
4.745,-0.004920255797,0,0.00143567,2.784476011,0,0.828272
4.75,0.009287101268,0,0.00270986,2.784465051,0,0.828269
4.755,0.0233859932,0,0.00682374,2.784383324,0,0.828244
4.76,0.03737372373,0,0.0109052,2.784231379,0,0.828199
4.765,0.05124762696,0,0.0149534,2.784009779,0,0.828133
4.77,0.06500510076,0,0.0189677,2.783719098,0,0.828047
4.775,0.07864359233,0,0.0229472,2.783359926,0,0.82794
4.78,0.09216059442,0,0.0268913,2.782932865,0,0.827813
4.785,0.1055536489,0,0.0307992,2.782438527,0,0.827666
4.79,0.1188203422,0,0.0346703,2.781877537,0,0.827499
4.795,0.1319583149,0,0.0385038,2.781250534,0,0.827312
4.8,0.1449652566,0,0.042299,2.780558168,0,0.827107
4.805,0.1578389065,0,0.0460554,2.7798011,0,0.826881
4.81,0.1705770541,0,0.0497722,2.778980002,0,0.826637
4.815,0.1831775327,0,0.0534489,2.778095554,0,0.826374
4.82,0.1956382332,0,0.0570848,2.777148451,0,0.826092
4.825,0.2079570959,0,0.0606792,2.776139397,0,0.825792
4.83,0.2201321114,0,0.0642318,2.775069106,0,0.825474
4.835,0.2321613216,0,0.0677417,2.773938301,0,0.825137
4.84,0.2440428201,0,0.0712086,2.772747716,0,0.824783
4.845,0.255774752,0,0.0746318,2.771498094,0,0.824412
4.85,0.2673553147,0,0.0780109,2.770190186,0,0.824022
4.855,0.2787827576,0,0.0813453,2.768824753,0,0.823616
4.86,0.2900553828,0,0.0846345,2.767402564,0,0.823193
4.865,0.301171495,0,0.087878,2.765924408,0,0.822754
4.87,0.312129525,0,0.0910754,2.764391065,0,0.822297
4.875,0.3229279273,0,0.0942263,2.762803331,0,0.821825
4.88,0.3335652085,0,0.0973301,2.761162007,0,0.821337
4.885,0.3440399279,0,0.100386,2.759467904,0,0.820833
4.89,0.3543506976,0,0.103395,2.757721841,0,0.820314
4.895,0.3644961829,0,0.106355,2.755924641,0,0.819779
4.9,0.3744751023,0,0.109267,2.754077136,0,0.819229
4.905,0.3842862191,0,0.11213,2.752180163,0,0.818665
4.91,0.3939282194,0,0.114943,2.750234545,0,0.818086
4.915,0.4034000557,0,0.117707,2.748241142,0,0.817493
4.92,0.4127006437,0,0.120421,2.746200809,0,0.816887
4.925,0.4218289508,0,0.123084,2.744114405,0,0.816266
4.93,0.4307839968,0,0.125697,2.741982793,0,0.815632
4.935,0.4395648533,0,0.128259,2.739806842,0,0.814985
4.94,0.4481706441,0,0.130771,2.737587425,0,0.814324
4.945,0.4566005453,0,0.13323,2.735325418,0,0.813652
4.95,0.464853765,0,0.135638,2.733021705,0,0.812966
4.955,0.4729294575,0,0.137995,2.730677173,0,0.812269
4.96,0.4808270264,0,0.140299,2.728292708,0,0.81156
4.965,0.4885458401,0,0.142551,2.725869204,0,0.810839
4.97,0.4960853176,0,0.144751,2.723407553,0,0.810106
4.975,0.5034449281,0,0.146899,2.720908654,0,0.809363
4.98,0.5106241916,0,0.148994,2.718373408,0,0.808609
4.985,0.5176226781,0,0.151036,2.715802715,0,0.807844
4.99,0.5244399995,0,0.153025,2.713197482,0,0.807069
4.995,0.5310757578,0,0.154961,2.710558616,0,0.806284
5,0.5375297097,0,0.156844,2.707887024,0,0.80549
5,0.5375297097,0,0.156844,2.707887024,0,0.80549
