time,dcse.flange.phi,dcse.airGapDC.pin_ep.i,loadInertia.a,loadInertia.w,dcse.airGapDC.pin_ep.iˍt,dcse.la.i,loadInertia.phi
1.740454709,153.6465956,-57.41900068,-101.8526887,132.8638379,36072.91232,-57.41900068,153.6465956
1.741056617,153.726546,-34.81749214,-145.8958632,132.7883485,38804.57133,-34.81749214,153.726546
1.741658677,153.8064644,-10.97455228,-168.8171091,132.692439,40166.11365,-10.97455228,153.8064644
1.742273248,153.8879811,13.76396782,-167.0828134,132.5878927,40092.51602,13.76396782,153.8879811
1.742887819,153.9694355,38.00141297,-140.211313,132.4922456,38539.53098,38.00141297,153.9694355
1.743544902,154.0564671,62.34761341,-88.170382,132.4160898,35300.69315,62.34761341,154.0564671
1.744202667,154.1435514,84.08300296,-20.53724617,132.3797794,30550.67216,84.08300296,154.1435514
1.744766897,154.218244,99.91515262,41.26518603,132.385664,25419.79151,99.91515262,154.218244
1.745331126,154.2929496,112.6158317,98.44324933,132.4254722,19479.74546,112.6158317,154.2929496
1.745895356,154.3676862,121.780243,143.8493246,132.4945297,12918.3323,121.780243,154.3676862
1.746459586,154.4424682,127.1162417,171.8005849,132.5845034,5945.870084,127.1162417,154.4424682
1.747023815,154.5173043,128.4548791,178.8024996,132.6844428,-1212.687917,128.4548791,154.5173043
1.747588045,154.5921968,125.7561939,163.9918985,132.7821549,-8326.590247,125.7561939,154.5921968
1.748152274,154.6671409,119.1099311,129.240347,132.8657347,-15168.29762,119.1099311,154.6671409
1.748730229,154.7439502,108.4349075,77.53814037,132.9261282,-21668.6576,108.4349075,154.7439502
1.749308184,154.8207852,94.20249325,16.26648712,132.9535103,-27445.3895,94.20249325,154.8207852
1.749886139,154.8976255,76.88567175,-46.58103308,132.9446261,-32313.92675,76.88567175,154.8976255
1.750464095,154.9744505,57.05517389,-102.8324832,132.9009433,-36121.19716,57.05517389,154.9744505
1.751047514,155.0519673,35.14855153,-145.5059486,132.827655,-38767.55655,35.14855153,155.0519673
1.75163424,155.1298741,11.93741364,-168.4575436,132.7344698,-40131.44725,11.93741364,155.1298741
1.752235969,155.2097134,-12.28240281,-168.0155388,132.6319894,-40131.59005,-12.28240281,155.2097134
1.752837698,155.2894926,-36.07424448,-143.3565318,132.5371506,-38712.29601,-36.07424448,155.2894926
1.753486596,155.3754687,-60.28252161,-93.65532552,132.4591337,-35642.5099,-60.28252161,155.3754687
1.754136764,155.4615739,-82.04946113,-27.8075956,132.4190519,-31080.75789,-82.04946113,155.4615739
1.754692385,155.5351476,-97.98674389,33.07681798,132.4205076,-26138.984,-97.98674389,155.5351476
1.755248006,155.6087314,-110.9466671,90.44796656,132.455155,-20390.66622,-110.9466671,155.6087314
1.755803628,155.6823429,-120.5287711,137.3510092,132.5190706,-14011.62051,-120.5287711,155.6823429
1.756359249,155.7559963,-126.4367361,168.092128,132.6047797,-7199.816332,-126.4367361,155.7559963
1.75691487,155.8297012,-128.4887742,178.9415436,132.7021624,-168.2656631,-128.4887742,155.8297012
1.757470492,155.9034607,-126.623772,168.5930469,132.799685,6863.06119,-126.623772,155.9034607
1.758026113,155.9772717,-120.9028268,138.320063,132.8858049,13675.60872,-120.9028268,155.9772717
1.758597514,156.0532229,-111.1883161,90.30407992,132.9518096,20233.2986,-111.1883161,156.0532229
1.759170122,156.1293639,-97.87487362,31.14861897,132.9869367,26140.59964,-97.87487362,156.1293639
1.75974273,156.205515,-81.41425692,-31.47768205,132.9868164,31197.03936,-81.41425692,156.205515
1.760213117,156.2680649,-65.9103694,-79.87955355,132.9604205,34603.02973,-65.9103694,156.2680649
1.760755155,156.3401204,-46.29676724,-126.4355308,132.9039397,37592.99247,-46.29676724,156.3401204
1.761297193,156.4121391,-25.35169758,-158.079564,132.8260593,39504.57549,-25.35169758,156.4121391
1.761860881,156.4869854,-2.803155431,-171.308973,132.7322217,40292.00363,-2.803155431,156.4869854
1.76243058,156.5625752,20.07706974,-162.6734794,132.6360379,39819.03306,20.07706974,156.5625752
1.76300028,156.6381128,42.3262397,-132.9904668,132.5508857,38081.61014,42.3262397,156.6381128
1.76361452,156.7195088,64.79467864,-81.74339146,132.4840763,34849.20982,64.79467864,156.7195088
1.764239704,156.8023238,85.20249137,-16.70405519,132.4528682,30224.83541,85.20249137,156.8023238
1.76479799,156.876271,100.6850452,44.3492388,132.4606428,25095.40682,100.6850452,156.876271
1.765356277,156.950232,113.0776047,100.4588993,132.5014637,19183.68163,113.0776047,156.950232
1.765914564,157.0242239,121.9934056,144.7557557,132.5706051,12672.81475,121.9934056,157.0242239
