time,cuboidLeft.Phi.re,cuboidLeft.Phi.im,source.port_p.reference.gamma
0.657,3.145183047e-11,0,206.4026373
0.658,3.149970236e-11,0,206.7167966
0.659,3.154757425e-11,0,207.0309559
0.66,3.159544613e-11,0,207.3451151
0.661,3.164331802e-11,0,207.6592744
0.662,3.169118991e-11,0,207.9734337
0.663,3.17390618e-11,0,208.2875929
0.664,3.178693369e-11,0,208.6017522
0.665,3.183480557e-11,0,208.9159115
0.666,3.188267746e-11,0,209.2300707
0.667,3.193054935e-11,0,209.54423
0.668,3.197842124e-11,0,209.8583893
0.669,3.202629313e-11,0,210.1725485
0.67,3.207416501e-11,0,210.4867078
0.671,3.21220369e-11,0,210.8008671
0.672,3.216990879e-11,0,211.1150263
0.673,3.221778068e-11,0,211.4291856
0.674,3.226565257e-11,0,211.7433449
0.675,3.231352445e-11,0,212.0575041
0.676,3.236139634e-11,0,212.3716634
0.677,3.240926823e-11,0,212.6858226
0.678,3.245714012e-11,0,212.9999819
0.679,3.250501201e-11,0,213.3141412
0.68,3.255288389e-11,0,213.6283004
0.681,3.260075578e-11,0,213.9424597
0.682,3.264862767e-11,0,214.256619
0.683,3.269649956e-11,0,214.5707782
0.684,3.274437145e-11,0,214.8849375
0.685,3.279224334e-11,0,215.1990968
0.686,3.284011522e-11,0,215.513256
0.687,3.288798711e-11,0,215.8274153
0.688,3.2935859e-11,0,216.1415746
0.689,3.298373089e-11,0,216.4557338
0.69,3.303160278e-11,0,216.7698931
0.691,3.307947466e-11,0,217.0840524
0.692,3.312734655e-11,0,217.3982116
0.693,3.317521844e-11,0,217.7123709
0.694,3.322309033e-11,0,218.0265302
0.695,3.327096222e-11,0,218.3406894
0.696,3.33188341e-11,0,218.6548487
0.697,3.336670599e-11,0,218.969008
0.698,3.341457788e-11,0,219.2831672
0.699,3.346244977e-11,0,219.5973265
0.7,3.351032166e-11,0,219.9114858
0.701,3.355819354e-11,0,220.225645
0.702,3.360606543e-11,0,220.5398043
0.703,3.365393732e-11,0,220.8539635
0.704,3.370180921e-11,0,221.1681228
0.705,3.37496811e-11,0,221.4822821
0.706,3.379755299e-11,0,221.7964413
0.707,3.384542487e-11,0,222.1106006
0.708,3.389329676e-11,0,222.4247599
0.709,3.394116865e-11,0,222.7389191
0.71,3.398904054e-11,0,223.0530784
0.711,3.403691243e-11,0,223.3672377
0.712,3.408478431e-11,0,223.6813969
0.713,3.41326562e-11,0,223.9955562
0.714,3.418052809e-11,0,224.3097155
0.715,3.422839998e-11,0,224.6238747
0.716,3.427627187e-11,0,224.938034
0.717,3.432414375e-11,0,225.2521933
0.718,3.437201564e-11,0,225.5663525
0.719,3.441988753e-11,0,225.8805118
0.72,3.446775942e-11,0,226.1946711
0.721,3.451563131e-11,0,226.5088303
0.722,3.456350319e-11,0,226.8229896
0.723,3.461137508e-11,0,227.1371489
0.724,3.465924697e-11,0,227.4513081
0.725,3.470711886e-11,0,227.7654674
0.726,3.475499075e-11,0,228.0796267
0.727,3.480286263e-11,0,228.3937859
0.728,3.485073452e-11,0,228.7079452
0.729,3.489860641e-11,0,229.0221044
0.73,3.49464783e-11,0,229.3362637
0.731,3.499435019e-11,0,229.650423
0.732,3.504222208e-11,0,229.9645822
0.733,3.509009396e-11,0,230.2787415
0.734,3.513796585e-11,0,230.5929008
0.735,3.518583774e-11,0,230.90706
0.736,3.523370963e-11,0,231.2212193
0.737,3.528158152e-11,0,231.5353786
0.738,3.53294534e-11,0,231.8495378
0.739,3.537732529e-11,0,232.1636971
0.74,3.542519718e-11,0,232.4778564
0.741,3.547306907e-11,0,232.7920156
0.742,3.552094096e-11,0,233.1061749
0.743,3.556881284e-11,0,233.4203342
0.744,3.561668473e-11,0,233.7344934
0.745,3.566455662e-11,0,234.0486527
0.746,3.571242851e-11,0,234.362812
0.747,3.57603004e-11,0,234.6769712
0.748,3.580817228e-11,0,234.9911305
0.749,3.585604417e-11,0,235.3052898
0.75,3.590391606e-11,0,235.619449
0.751,3.595178795e-11,0,235.9336083
0.752,3.599965984e-11,0,236.2477675
0.753,3.604753172e-11,0,236.5619268
0.754,3.609540361e-11,0,236.8760861
0.755,3.61432755e-11,0,237.1902453
0.756,3.619114739e-11,0,237.5044046
0.757,3.623901928e-11,0,237.8185639
0.758,3.628689117e-11,0,238.1327231
0.759,3.633476305e-11,0,238.4468824
0.76,3.638263494e-11,0,238.7610417
0.761,3.643050683e-11,0,239.0752009
0.762,3.647837872e-11,0,239.3893602
0.763,3.652625061e-11,0,239.7035195
0.764,3.657412249e-11,0,240.0176787
0.765,3.662199438e-11,0,240.331838
0.766,3.666986627e-11,0,240.6459973
0.767,3.671773816e-11,0,240.9601565
0.768,3.676561005e-11,0,241.2743158
0.769,3.681348193e-11,0,241.5884751
0.77,3.686135382e-11,0,241.9026343
0.771,3.690922571e-11,0,242.2167936
0.772,3.69570976e-11,0,242.5309529
0.773,3.700496949e-11,0,242.8451121
0.774,3.705284137e-11,0,243.1592714
0.775,3.710071326e-11,0,243.4734307
0.776,3.714858515e-11,0,243.7875899
0.777,3.719645704e-11,0,244.1017492
0.778,3.724432893e-11,0,244.4159084
0.779,3.729220081e-11,0,244.7300677
0.78,3.73400727e-11,0,245.044227
0.781,3.738794459e-11,0,245.3583862
0.782,3.743581648e-11,0,245.6725455
0.783,3.748368837e-11,0,245.9867048
0.784,3.753156026e-11,0,246.300864
0.785,3.757943214e-11,0,246.6150233
0.786,3.762730403e-11,0,246.9291826
0.787,3.767517592e-11,0,247.2433418
0.788,3.772304781e-11,0,247.5575011
0.789,3.77709197e-11,0,247.8716604
0.79,3.781879158e-11,0,248.1858196
0.791,3.786666347e-11,0,248.4999789
0.792,3.791453536e-11,0,248.8141382
0.793,3.796240725e-11,0,249.1282974
0.794,3.801027914e-11,0,249.4424567
0.795,3.805815102e-11,0,249.756616
0.796,3.810602291e-11,0,250.0707752
0.797,3.81538948e-11,0,250.3849345
0.798,3.820176669e-11,0,250.6990938
0.799,3.824963858e-11,0,251.013253
0.8,3.829751046e-11,0,251.3274123
0.801,3.834538235e-11,0,251.6415716
0.802,3.839325424e-11,0,251.9557308
0.803,3.844112613e-11,0,252.2698901
0.804,3.848899802e-11,0,252.5840493
0.805,3.853686991e-11,0,252.8982086
0.806,3.858474179e-11,0,253.2123679
0.807,3.863261368e-11,0,253.5265271
0.808,3.868048557e-11,0,253.8406864
0.809,3.872835746e-11,0,254.1548457
0.81,3.877622935e-11,0,254.4690049
0.811,3.882410123e-11,0,254.7831642
0.812,3.887197312e-11,0,255.0973235
0.813,3.891984501e-11,0,255.4114827
0.814,3.89677169e-11,0,255.725642
0.815,3.901558879e-11,0,256.0398013
0.816,3.906346067e-11,0,256.3539605
0.817,3.911133256e-11,0,256.6681198
0.818,3.915920445e-11,0,256.9822791
0.819,3.920707634e-11,0,257.2964383
0.82,3.925494823e-11,0,257.6105976
0.821,3.930282011e-11,0,257.9247569
0.822,3.9350692e-11,0,258.2389161
0.823,3.939856389e-11,0,258.5530754
0.824,3.944643578e-11,0,258.8672347
0.825,3.949430767e-11,0,259.1813939
0.826,3.954217955e-11,0,259.4955532
0.827,3.959005144e-11,0,259.8097125
0.828,3.963792333e-11,0,260.1238717
0.829,3.968579522e-11,0,260.438031
0.83,3.973366711e-11,0,260.7521902
0.831,3.9781539e-11,0,261.0663495
0.832,3.982941088e-11,0,261.3805088
0.833,3.987728277e-11,0,261.694668
0.834,3.992515466e-11,0,262.0088273
0.835,3.997302655e-11,0,262.3229866
0.836,4.002089844e-11,0,262.6371458
0.837,4.006877032e-11,0,262.9513051
0.838,4.011664221e-11,0,263.2654644
0.839,4.01645141e-11,0,263.5796236
0.84,4.021238599e-11,0,263.8937829
0.841,4.026025788e-11,0,264.2079422
0.842,4.030812976e-11,0,264.5221014
0.843,4.035600165e-11,0,264.8362607
0.844,4.040387354e-11,0,265.15042
0.845,4.045174543e-11,0,265.4645792
0.846,4.049961732e-11,0,265.7787385
0.847,4.05474892e-11,0,266.0928978
0.848,4.059536109e-11,0,266.407057
0.849,4.064323298e-11,0,266.7212163
0.85,4.069110487e-11,0,267.0353756
0.851,4.073897676e-11,0,267.3495348
0.852,4.078684864e-11,0,267.6636941
0.853,4.083472053e-11,0,267.9778534
0.854,4.088259242e-11,0,268.2920126
0.855,4.093046431e-11,0,268.6061719
0.856,4.09783362e-11,0,268.9203311
0.857,4.102620809e-11,0,269.2344904
0.858,4.107407997e-11,0,269.5486497
0.859,4.112195186e-11,0,269.8628089
0.86,4.116982375e-11,0,270.1769682
0.861,4.121769564e-11,0,270.4911275
0.862,4.126556753e-11,0,270.8052867
0.863,4.131343941e-11,0,271.119446
0.864,4.13613113e-11,0,271.4336053
0.865,4.140918319e-11,0,271.7477645
0.866,4.145705508e-11,0,272.0619238
0.867,4.150492697e-11,0,272.3760831
0.868,4.155279885e-11,0,272.6902423
0.869,4.160067074e-11,0,273.0044016
0.87,4.164854263e-11,0,273.3185609
0.871,4.169641452e-11,0,273.6327201
0.872,4.174428641e-11,0,273.9468794
0.873,4.179215829e-11,0,274.2610387
0.874,4.184003018e-11,0,274.5751979
0.875,4.188790207e-11,0,274.8893572
0.876,4.193577396e-11,0,275.2035165
0.877,4.198364585e-11,0,275.5176757
0.878,4.203151773e-11,0,275.831835
0.879,4.207938962e-11,0,276.1459943
0.88,4.212726151e-11,0,276.4601535
0.881,4.21751334e-11,0,276.7743128
0.882,4.222300529e-11,0,277.088472
0.883,4.227087718e-11,0,277.4026313
0.884,4.231874906e-11,0,277.7167906
0.885,4.236662095e-11,0,278.0309498
0.886,4.241449284e-11,0,278.3451091
0.887,4.246236473e-11,0,278.6592684
0.888,4.251023662e-11,0,278.9734276
0.889,4.25581085e-11,0,279.2875869
0.89,4.260598039e-11,0,279.6017462
0.891,4.265385228e-11,0,279.9159054
0.892,4.270172417e-11,0,280.2300647
0.893,4.274959606e-11,0,280.544224
0.894,4.279746794e-11,0,280.8583832
0.895,4.284533983e-11,0,281.1725425
0.896,4.289321172e-11,0,281.4867018
0.897,4.294108361e-11,0,281.800861
0.898,4.29889555e-11,0,282.1150203
0.899,4.303682738e-11,0,282.4291796
0.9,4.308469927e-11,0,282.7433388
0.901,4.313257116e-11,0,283.0574981
0.902,4.318044305e-11,0,283.3716574
0.903,4.322831494e-11,0,283.6858166
0.904,4.327618683e-11,0,283.9999759
0.905,4.332405871e-11,0,284.3141351
0.906,4.33719306e-11,0,284.6282944
0.907,4.341980249e-11,0,284.9424537
0.908,4.346767438e-11,0,285.2566129
0.909,4.351554627e-11,0,285.5707722
0.91,4.356341815e-11,0,285.8849315
0.911,4.361129004e-11,0,286.1990907
0.912,4.365916193e-11,0,286.51325
0.913,4.370703382e-11,0,286.8274093
0.914,4.375490571e-11,0,287.1415685
0.915,4.380277759e-11,0,287.4557278
0.916,4.385064948e-11,0,287.7698871
0.917,4.389852137e-11,0,288.0840463
0.918,4.394639326e-11,0,288.3982056
0.919,4.399426515e-11,0,288.7123649
0.92,4.404213703e-11,0,289.0265241
0.921,4.409000892e-11,0,289.3406834
0.922,4.413788081e-11,0,289.6548427
0.923,4.41857527e-11,0,289.9690019
0.924,4.423362459e-11,0,290.2831612
0.925,4.428149647e-11,0,290.5973205
0.926,4.432936836e-11,0,290.9114797
0.927,4.437724025e-11,0,291.225639
0.928,4.442511214e-11,0,291.5397983
0.929,4.447298403e-11,0,291.8539575
0.93,4.452085592e-11,0,292.1681168
0.931,4.45687278e-11,0,292.482276
0.932,4.461659969e-11,0,292.7964353
0.933,4.466447158e-11,0,293.1105946
0.934,4.471234347e-11,0,293.4247538
0.935,4.476021536e-11,0,293.7389131
0.936,4.480808724e-11,0,294.0530724
0.937,4.485595913e-11,0,294.3672316
0.938,4.490383102e-11,0,294.6813909
0.939,4.495170291e-11,0,294.9955502
0.94,4.49995748e-11,0,295.3097094
0.941,4.504744668e-11,0,295.6238687
0.942,4.509531857e-11,0,295.938028
0.943,4.514319046e-11,0,296.2521872
0.944,4.519106235e-11,0,296.5663465
0.945,4.523893424e-11,0,296.8805058
0.946,4.528680612e-11,0,297.194665
0.947,4.533467801e-11,0,297.5088243
0.948,4.53825499e-11,0,297.8229836
0.949,4.543042179e-11,0,298.1371428
0.95,4.547829368e-11,0,298.4513021
0.951,4.552616556e-11,0,298.7654614
0.952,4.557403745e-11,0,299.0796206
0.953,4.562190934e-11,0,299.3937799
0.954,4.566978123e-11,0,299.7079392
0.955,4.571765312e-11,0,300.0220984
0.956,4.576552501e-11,0,300.3362577
0.957,4.581339689e-11,0,300.6504169
0.958,4.586126878e-11,0,300.9645762
0.959,4.590914067e-11,0,301.2787355
0.96,4.595701256e-11,0,301.5928947
0.961,4.600488445e-11,0,301.907054
0.962,4.605275633e-11,0,302.2212133
0.963,4.610062822e-11,0,302.5353725
0.964,4.614850011e-11,0,302.8495318
0.965,4.6196372e-11,0,303.1636911
0.966,4.624424389e-11,0,303.4778503
0.967,4.629211577e-11,0,303.7920096
0.968,4.633998766e-11,0,304.1061689
0.969,4.638785955e-11,0,304.4203281
0.97,4.643573144e-11,0,304.7344874
0.971,4.648360333e-11,0,305.0486467
0.972,4.653147521e-11,0,305.3628059
0.973,4.65793471e-11,0,305.6769652
0.974,4.662721899e-11,0,305.9911245
0.975,4.667509088e-11,0,306.3052837
0.976,4.672296277e-11,0,306.619443
0.977,4.677083465e-11,0,306.9336023
0.978,4.681870654e-11,0,307.2477615
0.979,4.686657843e-11,0,307.5619208
0.98,4.691445032e-11,0,307.8760801
0.981,4.696232221e-11,0,308.1902393
0.982,4.70101941e-11,0,308.5043986
0.983,4.705806598e-11,0,308.8185578
0.984,4.710593787e-11,0,309.1327171
0.985,4.715380976e-11,0,309.4468764
0.986,4.720168165e-11,0,309.7610356
0.987,4.724955354e-11,0,310.0751949
0.988,4.729742542e-11,0,310.3893542
0.989,4.734529731e-11,0,310.7035134
0.99,4.73931692e-11,0,311.0176727
0.991,4.744104109e-11,0,311.331832
0.992,4.748891298e-11,0,311.6459912
0.993,4.753678486e-11,0,311.9601505
0.994,4.758465675e-11,0,312.2743098
0.995,4.763252864e-11,0,312.588469
0.996,4.768040053e-11,0,312.9026283
0.997,4.772827242e-11,0,313.2167876
0.998,4.77761443e-11,0,313.5309468
0.999,4.782401619e-11,0,313.8451061
1,4.787188808e-11,0,314.1592654
