time,C2.v,C1.v,L.i
1718,0.2470957266,2.578593674,1.246657123
1719,0.2477600789,2.58715261,1.259532957
1720,0.2483400809,2.595613788,1.27243409
1721,0.2488354201,2.603974006,1.285355847
1722,0.2492458157,2.612230101,1.29829355
1723,0.2495710176,2.620378947,1.311242513
1724,0.2498108071,2.62841746,1.324198047
1725,0.2499649967,2.636342592,1.337155459
1726,0.25003343,2.644151333,1.350110048
1727,0.2500159819,2.651840716,1.363057111
1728,0.2499125583,2.659407808,1.375991938
1729,0.2497230965,2.666849718,1.388909816
1730,0.2494475649,2.674163592,1.401806025
1731,0.249085963,2.681346615,1.414675841
1732,0.2486383215,2.688396012,1.427514535
1733,0.2481047025,2.695309045,1.440317373
1734,0.2474851989,2.702083016,1.453079616
1735,0.2467799352,2.708715266,1.465796521
1736,0.2459890668,2.715203173,1.478463339
1737,0.2451127804,2.721544156,1.491075316
1738,0.2441512938,2.727735671,1.503627692
1739,0.243104856,2.733775213,1.516115705
1740,0.2419737474,2.739660317,1.528534586
1741,0.2407582793,2.745388556,1.540879561
1742,0.2394587942,2.750957541,1.553145852
1743,0.238075666,2.756364922,1.565328675
1744,0.2366099538,2.761607438,1.577420176
1745,0.2350611225,2.766684723,1.589420942
1746,0.2334296856,2.771594636,1.601326227
1747,0.231716197,2.776335083,1.613131273
1748,0.2299212356,2.780904043,1.624831384
1749,0.2280454057,2.785299563,1.636421927
1750,0.2260893366,2.789519763,1.647898334
1751,0.224053683,2.793562834,1.659256095
1752,0.2219391248,2.797427038,1.670490767
1753,0.2197463672,2.801110707,1.681597969
1754,0.2174761404,2.804612246,1.692573381
1755,0.2151292001,2.80793013,1.703412747
1756,0.2127063271,2.811062905,1.714111873
1757,0.2102083275,2.81400919,1.72466663
1758,0.2076360325,2.816767672,1.735072949
1759,0.2049902986,2.819337112,1.745326826
1760,0.2022720076,2.82171634,1.755424317
1761,0.1994820664,2.823904259,1.765361544
1762,0.1966214072,2.825899842,1.775134689
1763,0.1936909875,2.827702133,1.784739999
1764,0.19069179,2.829310248,1.794173782
1765,0.1876248224,2.830723374,1.803432411
1766,0.184491118,2.831940768,1.812512318
1767,0.1812917351,2.832961759,1.821410002
1768,0.1780277573,2.833785748,1.830122023
1769,0.1747002933,2.834412205,1.838645002
1770,0.1713104773,2.834840673,1.846975625
1771,0.1678594685,2.835070766,1.855110641
1772,0.1643484514,2.835102168,1.86304686
1773,0.1607786358,2.834934635,1.870781156
1774,0.1571512566,2.834567994,1.878310466
1775,0.153467574,2.834002143,1.885631788
1776,0.1497288735,2.833237051,1.892742185
1777,0.1459364656,2.832272759,1.899638782
1778,0.1420916864,2.831109378,1.906318766
1779,0.1381958969,2.82974709,1.912779387
1780,0.1342504834,2.82818615,1.919017959
1781,0.1302568576,2.826426882,1.925031857
1782,0.1262164562,2.824469682,1.93081852
1783,0.1221307414,2.822315018,1.93637545
1784,0.1180012003,2.819963428,1.94170021
1785,0.1138297788,2.817415947,1.94679017
1786,0.1096182263,2.814673585,1.951643095
1787,0.1053665938,2.81173574,1.956257862
1788,0.1010765157,2.808603375,1.960632417
1789,0.09674962935,2.805277514,1.964764802
1790,0.09238757547,2.801759241,1.968653154
1791,0.08799199802,2.798049703,1.972295705
1792,0.08356454421,2.794150106,1.975690785
1793,0.07910686449,2.790061721,1.978836816
1794,0.07462061255,2.785785876,1.981732317
1795,0.07010744533,2.781323963,1.984375905
1796,0.06556902304,2.776677434,1.98676629
1797,0.06100700911,2.771847804,1.988902277
1798,0.05642307023,2.766836647,1.990782768
1799,0.05181887633,2.761645599,1.99240676
1800,0.04719610059,2.756276358,1.993773347
1801,0.04255641945,2.750730684,1.994881716
1802,0.03790151259,2.745010395,1.995731152
1803,0.03323306292,2.739117374,1.996321034
1804,0.02855275663,2.733053564,1.996650836
1805,0.02386228313,2.726820967,1.99672013
1806,0.01916333508,2.72042165,1.996528582
1807,0.01445760842,2.713857738,1.996075953
1808,0.009746802292,2.707131421,1.995362101
1809,0.005032619114,2.700244945,1.994386978
1810,0.0003167645447,2.693200623,1.993150633
1811,-0.004399052511,2.686000825,1.99165321
1812,-0.009113119901,2.678647985,1.989894948
1813,-0.01382372222,2.671144596,1.987876183
1814,-0.01852914083,2.663493214,1.985597345
1815,-0.02322765382,2.655696456,1.983058961
1816,-0.02791753606,2.647756999,1.980261651
1817,-0.03259705916,2.639677582,1.977206135
1818,-0.03726449146,2.631461007,1.973893224
1819,-0.0419180981,2.623110135,1.970323826
1820,-0.04655614093,2.614627888,1.966498947
1821,-0.05117687858,2.606017252,1.962419686
1822,-0.05577856641,2.597281272,1.958087237
1823,-0.06035945655,2.588423054,1.953502892
1824,-0.06491779788,2.579445767,1.948668036
1825,-0.06945183601,2.570352639,1.943584153
1826,-0.07395981335,2.561146963,1.938252819
1827,-0.07843974252,2.551832563,1.932675992
1828,-0.08289006223,2.54241246,1.926855241
1829,-0.08730969477,2.532888769,1.920791693
1830,-0.09169690671,2.523265034,1.914487407
1831,-0.09604998438,2.513544818,1.907944517
1832,-0.1003672339,2.503731703,1.90116523
1833,-0.1046469813,2.493829289,1.894151831
1834,-0.1088875721,2.483841193,1.88690668
1835,-0.113087372,2.473771053,1.879432211
1836,-0.1172447662,2.463622525,1.871730935
1837,-0.1213581598,2.45339928,1.863805438
1838,-0.1254259776,2.443105013,1.855658381
1839,-0.1294466644,2.432743433,1.8472925
1840,-0.1334186845,2.42231827,1.838710608
1841,-0.1373405223,2.41183327,1.829915592
1842,-0.1412106817,2.401292201,1.820910415
1843,-0.1450276865,2.390698846,1.811698115
1844,-0.1487900804,2.380057009,1.802281806
1845,-0.1524964268,2.36937051,1.792664677
1846,-0.1561453088,2.35864319,1.782849993
1847,-0.1597353294,2.347878907,1.772841093
1848,-0.1632651114,2.337081537,1.762641393
1849,-0.1667332973,2.326254976,1.752254384
1850,-0.1701385495,2.315403137,1.741683631
1851,-0.17347955,2.304529952,1.730932777
1852,-0.1767550009,2.293639372,1.720005537
1853,-0.1799636238,2.282735366,1.708905706
1854,-0.1831041602,2.271821922,1.69763715
1855,-0.1861753715,2.260903044,1.686203813
1856,-0.1891760386,2.249982758,1.674609714
1857,-0.1921049624,2.239065106,1.662858946
1858,-0.1949609637,2.22815415,1.650955679
1859,-0.1977428828,2.217253969,1.638904158
1860,-0.20044958,2.206368661,1.626708703
1861,-0.2030799352,2.195502344,1.61437371
1862,-0.2056325192,2.184661198,1.601906347
1863,-0.2081068269,2.173846276,1.589307245
1864,-0.2105019129,2.163061231,1.576580414
1865,-0.2128167613,2.152310287,1.563730666
1866,-0.2150503904,2.141597634,1.550762827
1867,-0.2172018518,2.130927425,1.537681741
1868,-0.2192702309,2.120303778,1.524492268
1869,-0.2212546466,2.109730778,1.511199285
1870,-0.2231542517,2.099212473,1.497807686
1871,-0.2249682323,2.088752876,1.48432238
1872,-0.2266958085,2.078355966,1.470748295
1873,-0.2283362339,2.068025685,1.457090373
1874,-0.2298887956,2.057765942,1.443353575
1875,-0.2313528145,2.04758061,1.429542877
1876,-0.2327276452,2.037473527,1.415663273
1877,-0.2340126758,2.027448494,1.401719771
1878,-0.2352073282,2.017509281,1.3877174
1879,-0.2363110578,2.007659619,1.373661201
1880,-0.2373233537,1.997903206,1.359556234
1881,-0.2382437387,1.988243704,1.345407576
1882,-0.2390717692,1.97868474,1.33122032
1883,-0.2398070351,1.969229907,1.316999574
1884,-0.2404491603,1.959882762,1.302750466
1885,-0.2409978021,1.950646826,1.288478138
1886,-0.2414526514,1.941525586,1.274187749
1887,-0.2418134328,1.932522494,1.259884476
1888,-0.2420799048,1.923640967,1.24557351
1889,-0.242251859,1.914884385,1.231260062
1890,-0.2423291213,1.906256096,1.216949356
1891,-0.2423115507,1.89775941,1.202646636
1892,-0.2421990401,1.889397604,1.188357161
1893,-0.2419915161,1.881173919,1.174086206
1894,-0.2416889388,1.873091561,1.159839063
1895,-0.2412913019,1.8651537,1.145621042
1896,-0.2407986331,1.857363473,1.131437468
1897,-0.2402109932,1.84972398,1.117293683
1898,-0.2395284772,1.842238286,1.103195046
1899,-0.2387512133,1.834909422,1.089146932
1900,-0.2378793636,1.827740383,1.075154734
1901,-0.236913394,1.820734959,1.061225859
1902,-0.2358532768,1.813894866,1.047363125
1903,-0.2346991095,1.807222196,1.033570264
1904,-0.2334512415,1.800719724,1.019852719
1905,-0.2321100529,1.794390151,1.006215876
1906,-0.2306759548,1.788236102,0.9926650651
1907,-0.2291493891,1.782260127,0.9792055605
1908,-0.2275308284,1.776464701,0.9658425784
1909,-0.2258207762,1.770852227,0.9525812794
1910,-0.2240197667,1.765425028,0.9394267671
1911,-0.222128365,1.760185356,0.9263840887
1912,-0.220147167,1.755135386,0.9134582349
1913,-0.2180767993,1.750277221,0.9006541399
1914,-0.2159179194,1.745612886,0.8879766811
1915,-0.2136712157,1.741144332,0.8754306797
1916,-0.2113374071,1.736873435,0.8630208999
1917,-0.2089172437,1.732801998,0.8507520499
1918,-0.206411506,1.728931746,0.8386287808
1919,-0.2038210056,1.725264332,0.8266556876
1920,-0.2011465849,1.721801332,0.8148373085
1921,-0.1983891168,1.718544248,0.8031781251
1922,-0.1955495054,1.715494507,0.7916825627
1923,-0.1926286854,1.712653462,0.7803549899
1924,-0.1896276223,1.710022388,0.7691997187
1925,-0.1865473125,1.70760249,0.7582210046
1926,-0.183388783,1.705394894,0.7474230466
1927,-0.1801530918,1.703400653,0.7368099871
1928,-0.1768413277,1.701620744,0.7263859119
1929,-0.1734546103,1.700056071,0.7161548504
1930,-0.1699940898,1.69870746,0.7061207753
1931,-0.1664609476,1.697575666,0.6962876029
1932,-0.1628563954,1.696661366,0.6866591927
1933,-0.1591816762,1.695965164,0.6772393479
1934,-0.1554380634,1.695487587,0.668031815
1935,-0.1516268616,1.69522909,0.6590402841
1936,-0.1477494058,1.69519005,0.6502683885
1937,-0.1438070621,1.695370772,0.6417197053
1938,-0.1398012273,1.695771484,0.6333977548
1939,-0.1357333289,1.69639234,0.6253060007
1940,-0.1316053118,1.697233129,0.6174484571
1941,-0.1274184066,1.698293879,0.6098279305
1942,-0.1231732124,1.699574939,0.6024463551
1943,-0.1188713224,1.701076042,0.5953068605
1944,-0.1145143411,1.702796847,0.5884124738
1945,-0.1101038833,1.704736936,0.5817661205
1946,-0.105641575,1.706895814,0.5753706235
1947,-0.1011290529,1.709272915,0.569228704
1948,-0.09656796443,1.711867595,0.563342981
1949,-0.09195996807,1.714679135,0.5577159713
1950,-0.08730673299,1.71770674,0.5523500898
1951,-0.08260993923,1.720949541,0.5472476491
1952,-0.07787127765,1.724406594,0.54241086
1953,-0.07309244996,1.728076877,0.5378418309
1954,-0.06827516869,1.731959297,0.5335425683
1955,-0.06342115721,1.736052682,0.5295149765
1956,-0.05853214971,1.740355786,0.5257608579
1957,-0.05360989124,1.744867287,0.5222819126
1958,-0.04865613765,1.74958579,0.5190797387
1959,-0.04367265564,1.754509822,0.5161558323
1960,-0.03866122275,1.759637836,0.5135115873
1961,-0.03362362733,1.76496821,0.5111482955
1962,-0.02856166859,1.770499245,0.5090671466
1963,-0.02347715654,1.776229169,0.5072692284
1964,-0.01837191205,1.782156133,0.5057555263
1965,-0.01324776682,1.788278213,0.504526924
1966,-0.008106563369,1.794593411,0.5035842028
1967,-0.002950155056,1.801099652,0.502928042
1968,0.002219593926,1.807794785,0.5025590188
1969,0.007400808553,1.814676588,0.5024776084
1970,0.01259160297,1.821742758,0.5026841838
1971,0.01779008048,1.828990921,0.503179016
1972,0.02299433357,1.836418626,0.5039622739
1973,0.02820244388,1.844023346,0.5050340242
1974,0.03341248223,1.85180248,0.5063942317
1975,0.03862250859,1.859753351,0.508042759
1976,0.04383057211,1.867873208,0.5099793666
1977,0.0490347111,1.876159222,0.5122037129
1978,0.05423295305,1.884608491,0.5147153542
1979,0.05942305017,1.893217522,0.5175134723
1980,0.06460261911,1.901982406,0.5205968592
1981,0.06977117935,1.910902866,0.5239661289
1982,0.07492670164,1.919975583,0.5276202653
1983,0.0800671728,1.929197204,0.531558159
1984,0.08519059577,1.93856434,0.5357786071
1985,0.09029498956,1.94807357,0.5402803131
1986,0.09537838927,1.957721437,0.545061887
1987,0.1004388461,1.96750445,0.5501218451
1988,0.1054744273,1.977419085,0.5554586104
1989,0.1104832163,1.987461784,0.5610705124
1990,0.1154633124,1.997628953,0.5669557868
1991,0.1204128313,2.007916965,0.5731125759
1992,0.1253299046,2.018322158,0.5795389287
1993,0.13021268,2.028840837,0.5862328003
1994,0.1350593213,2.039469272,0.5931920525
1995,0.1398680084,2.050203699,0.6004144536
1996,0.1446369373,2.061040319,0.6078976781
1997,0.14936432,2.071975302,0.6156393072
1998,0.1540483848,2.083004778,0.6236368287
1999,0.1586873758,2.094124849,0.6318876365
2000,0.1632795533,2.105331579,0.6403890312
2001,0.167823194,2.116620998,0.6491382199
2002,0.1723165901,2.127989104,0.6581323161
2003,0.1767580503,2.139431858,0.6673683398
2004,0.1811458994,2.15094519,0.6768432174
2005,0.1854784781,2.162524992,0.6865537818
2006,0.1897541432,2.174167125,0.6964967724
2007,0.1939712677,2.185867415,0.7066688352
2008,0.1981282407,2.197621652,0.7170665223
2009,0.2022234672,2.209425594,0.7276862927
2010,0.2062553686,2.221274964,0.7385245116
2011,0.210222382,2.233165451,0.7495774508
2012,0.2141229609,2.24509271,0.7608412885
2013,0.2179555748,2.257052361,0.7723121093
2014,0.2217187093,2.269039989,0.7839859044
2015,0.2254108659,2.281051148,0.7958585716
2016,0.2290305625,2.293081355,0.8079259147
2017,0.2325763328,2.305126094,0.8201836445
2018,0.2360467268,2.317180814,0.832627378
2019,0.2394397547,2.329238408,0.8452496512
2020,0.2427550899,2.341298715,0.8580509306
2021,0.245991381,2.353357135,0.8710265242
2022,0.2491472865,2.365408982,0.8841715807
2023,0.2522215004,2.3774496,0.8974812157
2024,0.2552127522,2.389474359,0.9109505116
2025,0.2581198065,2.40147866,0.9245745183
2026,0.2609414639,2.413457929,0.9383482525
2027,0.2636765599,2.425407619,0.9522666977
2028,0.2663239659,2.437323215,0.9663248049
2029,0.2688825885,2.449200225,0.9805174919
2030,0.2713513697,2.461034187,0.9948396435
2031,0.273729287,2.472820667,1.009286112
2032,0.2760153536,2.484555259,1.023851715
2033,0.2782086177,2.496233584,1.03853124
2034,0.2803081633,2.50785129,1.05331944
2035,0.2823131097,2.519404055,1.068211033
2036,0.2842226116,2.530887582,1.083200709
2037,0.2860358592,2.542297604,1.09828312
2038,0.2877520783,2.553629882,1.113452888
2039,0.2893705299,2.564880203,1.128704602
2040,0.2908905105,2.576044382,1.144032815
2041,0.2923113521,2.587118263,1.159432052
2042,0.2936324222,2.598097718,1.1748968
2043,0.2948531237,2.608978644,1.190421516
2044,0.2959728948,2.61975697,1.206000625
2045,0.2969912094,2.630428649,1.221628515
2046,0.2979075767,2.640989663,1.237299546
2047,0.2987215413,2.651436023,1.25300804
2048,0.2994326833,2.661763767,1.268748291
2049,0.3000406183,2.671968959,1.284514555
2050,0.3005449973,2.682047694,1.30030106
2051,0.3009455068,2.691996093,1.316101998
2052,0.3012418686,2.701810304,1.331911528
2053,0.3014338401,2.711486505,1.347723777
2054,0.301521214,2.721020899,1.363532839
2055,0.3015038186,2.730409719,1.379332776
2056,0.3013815176,2.739649225,1.395117613
2057,0.30115421,2.748735705,1.410881348
2058,0.3008220895,2.757664063,1.426614989
2059,0.3003848613,2.766432933,1.442316909
2060,0.2998424903,2.775039352,1.457982207
2061,0.2991950768,2.783479792,1.473604741
2062,0.2984427575,2.791750806,1.489178416
2063,0.2975857052,2.799849025,1.504697186
2064,0.2966241287,2.807771157,1.520155058
2065,0.2955582728,2.815513986,1.535546086
2066,0.2943884185,2.823074378,1.550864372
2067,0.2931148829,2.830449272,1.566104071
2068,0.2917380192,2.837635689,1.581259386
2069,0.2902582165,2.844630724,1.596324568
2070,0.2886759003,2.851431552,1.611293921
2071,0.2869915319,2.858035426,1.626161794
2072,0.285205609,2.864439675,1.640922589
2073,0.2833186649,2.870641707,1.655570756
2074,0.2813312695,2.876639008,1.670100796
2075,0.2792440285,2.882429142,1.684507257
2076,0.2770575838,2.888009748,1.698784738
2077,0.2747726134,2.893378547,1.712927888
2078,0.2723898311,2.898533335,1.726931405
2079,0.2699099873,2.903471985,1.740790036
2080,0.2673338681,2.90819245,1.754498578
2081,0.2646622958,2.912692761,1.768051878
2082,0.2618961288,2.916971024,1.78144483
2083,0.2590362615,2.921025425,1.794672382
2084,0.2560836246,2.924854228,1.807729527
2085,0.2530391847,2.928455772,1.82061131
2086,0.2499039445,2.931828477,1.833312824
2087,0.2466789428,2.93497084,1.845829215
2088,0.2433652547,2.937881434,1.858155673
2089,0.239963991,2.940558911,1.870287443
2090,0.2364762989,2.943002001,1.882219815
2091,0.2329033616,2.945209512,1.893948131
2092,0.2292463983,2.947180329,1.905467782
2093,0.2255066643,2.948913414,1.916774208
2094,0.2216854512,2.950407809,1.9278629
2095,0.2177840865,2.951662632,1.938729397
2096,0.2138039338,2.95267708,1.949369288
2097,0.2097463927,2.953450426,1.959778211
2098,0.2056141876,2.953982593,1.969949921
2099,0.2014069132,2.954272492,1.979883496
2100,0.1971258711,2.954319664,1.989575246
2101,0.1927726645,2.954123843,1.999021124
2102,0.1883489121,2.953684849,2.008217194
2103,0.1838562478,2.953002588,2.017159628
2104,0.1792963214,2.952077052,2.025844708
2105,0.1746707979,2.950908318,2.034268826
2106,0.1699813578,2.94949655,2.042428482
2107,0.1652296971,2.947841996,2.050320286
2108,0.1604175273,2.945944991,2.057940958
2109,0.1555465755,2.943805957,2.065287326
2110,0.1506185839,2.941425399,2.072356328
2111,0.1456353107,2.93880391,2.079145012
2112,0.1405985293,2.935942169,2.085650532
2113,0.1355100284,2.932840939,2.091870157
2114,0.1303716125,2.92950107,2.09780126
2115,0.1251851015,2.925923498,2.103441325
2116,0.1199523307,2.922109244,2.108787948
2117,0.114675151,2.918059416,2.11383883
2118,0.1093554285,2.913775207,2.118591784
2119,0.1039950451,2.909257895,2.123044732
2120,0.09859589811,2.904508846,2.127195704
2121,0.09315990019,2.899529509,2.131042841
2122,0.08768897959,2.894321422,2.134584392
2123,0.08218508,2.888886207,2.137818716
2124,0.07665016061,2.883225571,2.140744281
2125,0.07108619607,2.877341308,2.143359666
2126,0.06549517652,2.871235299,2.145663555
2127,0.05987910759,2.864909508,2.147654746
2128,0.05424001037,2.858365988,2.149332144
2129,0.04857992145,2.851606874,2.150694764
2130,0.04290089288,2.84463439,2.151741729
2131,0.03720499221,2.837450845,2.152472273
2132,0.03149430245,2.830058633,2.152885739
2133,0.0257709221,2.822460236,2.152981578
2134,0.02003696515,2.814658218,2.152759351
2135,0.01429456106,2.806655232,2.152218729
2136,0.008545854761,2.798454016,2.151359492
2137,0.00279300668,2.790057394,2.150181529
2138,-0.002961807284,2.781468274,2.148684839
2139,-0.00871639575,2.772689654,2.146869528
2140,-0.0144669862,2.763727604,2.144737322
2141,-0.02021400977,2.754580552,2.142286545
2142,-0.02595529593,2.745251739,2.139517766
2143,-0.03168858965,2.735744634,2.136431744
2144,-0.03741165203,2.726062746,2.133029345
2145,-0.04312226026,2.716209627,2.129311538
2146,-0.04881820767,2.70618887,2.1252794
2147,-0.0544973037,2.696004108,2.120934112
2148,-0.06015737391,2.685659018,2.116276962
2149,-0.06579625997,2.675157314,2.111309342
2150,-0.07141181968,2.664502757,2.106032751
2151,-0.07700192694,2.653699144,2.100448793
2152,-0.08256447179,2.642750316,2.094559176
2153,-0.08809736037,2.631660155,2.088365717
2154,-0.09359851494,2.620432584,2.081870335
2155,-0.09906587389,2.609071569,2.075075056
2156,-0.1044973917,2.597581114,2.067982013
2157,-0.109891039,2.585965267,2.060593442
2158,-0.1152448025,2.574228116,2.052911686
2159,-0.1205566851,2.562373791,2.044939193
2160,-0.1258247058,2.550406464,2.036678517
2161,-0.1310468996,2.538330346,2.028132318
2162,-0.1362213177,2.526149691,2.01930336
2163,-0.1413460274,2.513868795,2.010194514
2164,-0.1464191123,2.501491994,2.000808757
2165,-0.1514386717,2.489023666,1.991149168
2166,-0.1564028215,2.476468229,1.981218936
2167,-0.1613096935,2.463830144,1.971021354
2168,-0.1661574354,2.451113912,1.960559819
2169,-0.1709442114,2.438324077,1.949837835
2170,-0.1756682016,2.425465223,1.938859012
2171,-0.1803276022,2.412541976,1.927627065
2172,-0.1849206256,2.399559002,1.916145813
2173,-0.1894455004,2.38652101,1.904419184
2174,-0.1939004712,2.373432749,1.892451208
2175,-0.1982837986,2.36029901,1.880246022
2176,-0.2025937595,2.347124625,1.86780787
2177,-0.2068286469,2.333914469,1.8551411
2178,-0.2109867699,2.320673455,1.842250164
2179,-0.2150664536,2.30740654,1.829139623
2180,-0.2190660394,2.294118722,1.815814141
2181,-0.2229838191,2.280815323,1.802278819
2182,-0.2268175087,2.267504481,1.788542188
2183,-0.2305669816,2.25418523,1.774602343
2184,-0.2342306761,2.240862814,1.760464578
2185,-0.2378070701,2.227542444,1.746134226
2186,-0.2412946805,2.214229301,1.731616654
2187,-0.2446920635,2.200928535,1.716917263
2188,-0.2479978146,2.187645264,1.702041492
2189,-0.2512105686,2.174384574,1.686994814
2190,-0.2543289995,2.16115152,1.671782737
2191,-0.2573518206,2.147951126,1.656410806
2192,-0.2602777844,2.134788384,1.640884601
2193,-0.2631056828,2.121668256,1.625209736
2194,-0.2658343468,2.108595672,1.609391862
2195,-0.2684626467,2.095575528,1.593436665
2196,-0.2709894923,2.082612693,1.577349867
2197,-0.2734138323,2.069712001,1.561137224
2198,-0.2757346548,2.056878256,1.544804529
2199,-0.2779509873,2.044116232,1.528357611
2200,-0.2800618964,2.031430669,1.511802331
2201,-0.282066488,2.018826278,1.495144589
2202,-0.2839639072,2.006307736,1.47839032
2203,-0.2857533387,1.993879691,1.461545492
2204,-0.2874340059,1.981546759,1.444616112
2205,-0.2890051719,1.969313523,1.42760822
2206,-0.290466139,1.957184537,1.410527891
2207,-0.2918162486,1.945164322,1.393381238
2208,-0.2930548815,1.933257368,1.376174407
2209,-0.2941814576,1.921468135,1.358913581
2210,-0.2951954363,1.909801048,1.341604978
2211,-0.2960963162,1.898260505,1.324254851
2212,-0.2968836349,1.886850869,1.30686949
2213,-0.2975569696,1.875576474,1.289455218
2214,-0.2981159367,1.864441622,1.272018395
2215,-0.2985601916,1.853450583,1.254565416
2216,-0.2988894293,1.842607595,1.237102713
2217,-0.2991033839,1.831916867,1.219636751
2218,-0.2992018287,1.821382575,1.202174033
2219,-0.2991845764,1.811008863,1.184721094
2220,-0.299051479,1.800799844,1.167284508
2221,-0.2988024275,1.790759602,1.149870883
2222,-0.2984373524,1.780892186,1.132486862
2223,-0.2979563177,1.771202074,1.115140105
2224,-0.2973596276,1.761694192,1.097839566
2225,-0.2966467865,1.752369195,1.08058523
2226,-0.2958179602,1.743230939,1.063383942
2227,-0.2948733537,1.734283191,1.046242487
2228,-0.2938132109,1.725529631,1.029167588
2229,-0.2926378145,1.716973849,1.012165909
2230,-0.2913474865,1.708619348,0.9952440531
2231,-0.2899425877,1.700469542,0.9784085619
2232,-0.2884235181,1.692527759,0.9616659173
2233,-0.2867907165,1.684797236,0.9450225406
2234,-0.2850446608,1.677281122,0.9284847922
2235,-0.2831858679,1.66998248,0.9120589723
2236,-0.2812148938,1.662904283,0.8957513205
2237,-0.2791323334,1.656049416,0.8795680157
2238,-0.2769388206,1.649420675,0.8635151765
2239,-0.2746350282,1.64302077,0.8475988606
2240,-0.2722216684,1.636852321,0.8318250657
2241,-0.2696994919,1.63091786,0.8161997284
2242,-0.2670692887,1.62521983,0.800728725
2243,-0.2643318879,1.619760589,0.7854178714
2244,-0.2614881573,1.614542402,0.7702729227
2245,-0.2585390038,1.609567449,0.7552995737
2246,-0.2554853736,1.604837822,0.7405034584
2247,-0.2523282515,1.600355522,0.7258901505
2248,-0.2490686616,1.596122465,0.711465163
2249,-0.2457076667,1.592140477,0.6972339485
2250,-0.242246369,1.588411295,0.6832018988
2251,-0.2386859093,1.58493657,0.6693743455
2252,-0.2350274678,1.581717863,0.6557565595
2253,-0.2312722633,1.578756647,0.642353751
2254,-0.227421554,1.576054308,0.6291710699
2255,-0.2234766368,1.573612142,0.6162136056
2256,-0.2194388478,1.571431357,0.6034863866
2257,-0.215309562,1.569513075,0.5909943812
2258,-0.2110901934,1.567858327,0.578742497
2259,-0.206782195,1.566468058,0.5667355812
2260,-0.202387059,1.565343122,0.5549784203
2261,-0.1979063164,1.564484287,0.5434757404
2262,-0.1933415372,1.563892233,0.5322322069
2263,-0.1886943305,1.56356755,0.5212524247
2264,-0.1839663443,1.563510741,0.5105409384
2265,-0.1791597233,1.563721986,0.5001028645
2266,-0.1742766466,1.564201209,0.4899429704
2267,-0.1693169505,1.56494944,0.4800626163
2268,-0.1642825124,1.565966652,0.4704659715
2269,-0.1591752239,1.567252723,0.4611570813
2270,-0.1539969908,1.568807442,0.4521398678
2271,-0.1487497331,1.570630502,0.4434181294
2272,-0.1434353854,1.572721506,0.4349955407
2273,-0.1380558961,1.575079962,0.4268756529
2274,-0.1326132281,1.577705286,0.4190618937
2275,-0.1271093587,1.580596803,0.4115575671
2276,-0.1215462791,1.583753743,0.4043658533
2277,-0.1159259952,1.587175245,0.3974898093
2278,-0.1102505268,1.590860353,0.3909323682
2279,-0.1045219082,1.594808021,0.3846963397
2280,-0.09874218773,1.599017108,0.3787844097
2281,-0.09291342821,1.603486383,0.3731991408
2282,-0.08703770662,1.60821452,0.3679429718
2283,-0.08111711422,1.6132001,0.3630182179
2284,-0.07515375652,1.618441613,0.3584270709
2285,-0.0691497533,1.623937456,0.3541715986
2286,-0.06310723861,1.629685932,0.3502537458
2287,-0.05702836077,1.635685254,0.3466753332
2288,-0.05091528234,1.641933538,0.3434380581
2289,-0.04477018016,1.648428811,0.3405434942
2290,-0.03859524533,1.655169006,0.3379930917
2291,-0.03239268322,1.662151963,0.3357881771
2292,-0.02616471346,1.669375431,0.3339299532
2293,-0.01991356992,1.676837063,0.3324194996
2294,-0.01364150077,1.684534422,0.3312577717
2295,-0.007350768431,1.692464979,0.330445602
2296,-0.001043649571,1.700626108,0.3299836988
2297,0.00527756486,1.709015096,0.3298726472
2298,0.01161056966,1.717629133,0.3301129086
2299,0.01795304535,1.726465317,0.3307048206
2300,0.02430265819,1.735520656,0.3316485977
2301,0.0306570602,1.744792061,0.3329443302
2302,0.03701388911,1.754276355,0.3345919853
2303,0.0433707684,1.763970265,0.3365914064
2304,0.04972530728,1.773870425,0.3389423132
2305,0.05607510069,1.783973379,0.3416443021
2306,0.06241772933,1.794275577,0.3446968456
2307,0.06875010552,1.80477207,0.3480985712
2308,0.07506972609,1.815458839,0.3518483511
2309,0.08137612985,1.826335862,0.3559471829
2310,0.08766682105,1.837399044,0.3603938007
2311,0.09393932468,1.848644256,0.3651868263
2312,0.1001911864,1.860067327,0.3703247691
2313,0.1064199727,1.871664046,0.3758060262
2314,0.1126232707,1.883430164,0.3816288823
2315,0.1187986883,1.895361393,0.3877915096
2316,0.124943854,1.907453405,0.394291968
2317,0.1310564171,1.919701833,0.4011282052
2318,0.1371340477,1.932102272,0.4082980561
2319,0.1431744365,1.944650274,0.4157992438
2320,0.1491752949,1.957341357,0.4236293784
2321,0.1551343552,1.970170997,0.4317859581
2322,0.1610493702,1.983134629,0.4402663685
2323,0.1669181135,1.996227652,0.4490678829
2324,0.1727383796,2.009445425,0.4581876621
2325,0.1785079835,2.022783266,0.4676227548
2326,0.1842247608,2.036236456,0.477370097
2327,0.1898865683,2.049800235,0.4874265125
2328,0.195491283,2.063469805,0.4977887127
2329,0.2010368029,2.077240329,0.5084532965
2330,0.2065210467,2.091106929,0.5194167507
