time,heatCapacitor2.T_ref,heatCapacitor2.T_sim,heatCapacitor2.T_relerr,pipe2.T_ref,pipe2.T_sim,pipe2.T_relerr,pipe3.T_ref,pipe3.T_sim,pipe3.T_relerr
0.205,305.0539095,305.8580252,0.00251298,299.0527029,300.9400835,0.00607501,295.5432961,294.4631665,0.00353241
0.2055,305.0738915,305.8834342,0.00252994,299.0679452,300.9646633,0.00610507,295.5534678,294.4682523,0.00354904
0.206,305.0938497,305.9088391,0.00254696,299.083173,300.9892472,0.00613518,295.5636458,294.473338,0.0035657
0.2065,305.1137844,305.9342399,0.00256404,299.0983865,301.0138352,0.00616536,295.57383,294.4784235,0.00358237
0.207,305.1336955,305.9596366,0.00258118,299.1135854,301.0384272,0.00619559,295.5840203,294.4835088,0.00359907
0.2075,305.1535832,305.9850292,0.00259839,299.1287699,301.0630233,0.00622589,295.5942166,294.4885938,0.00361578
0.208,305.1734473,306.0104179,0.00261565,299.1439398,301.0876233,0.00625624,295.6044188,294.4936784,0.00363252
0.2085,305.1932876,306.0358026,0.00263298,299.1590958,301.1122272,0.00628665,295.6146268,294.4987627,0.00364927
0.209,305.2131045,306.0611834,0.00265037,299.1742374,301.136835,0.00631712,295.6248404,294.5038467,0.00366605
0.2095,305.232898,306.0865603,0.00266782,299.1893646,301.1614467,0.00634765,295.6350598,294.5089301,0.00368285
0.21,305.2526681,306.1119333,0.00268533,299.2044773,301.1860621,0.00637823,295.6452847,294.5140131,0.00369966
0.2105,305.2724149,306.1373026,0.0027029,299.2195755,301.2106814,0.00640888,295.6555151,294.5190955,0.0037165
0.211,305.2921385,306.162668,0.00272053,299.2346593,301.2353043,0.00643958,295.665751,294.5241774,0.00373335
0.2115,305.3118389,306.1880298,0.00273822,299.2497286,301.259931,0.00647035,295.6759921,294.5292586,0.00375023
0.212,305.3315161,306.2133878,0.00275597,299.2647835,301.2845613,0.00650117,295.6862386,294.5343392,0.00376712
0.2125,305.3511702,306.2387422,0.00277379,299.2798238,301.3091953,0.00653205,295.6964902,294.5394191,0.00378404
0.213,305.3708012,306.264093,0.00279166,299.2948497,301.3338329,0.00656299,295.7067468,294.5444983,0.00380097
0.2135,305.3904092,306.2894401,0.0028096,299.3098611,301.358474,0.00659398,295.7170085,294.5495767,0.00381792
0.214,305.4099941,306.3147837,0.0028276,299.3248579,301.3831186,0.00662504,295.7272752,294.5546543,0.00383489
0.2145,305.4295561,306.3401238,0.00284565,299.3398403,301.4077667,0.00665615,295.7375467,294.559731,0.00385188
0.215,305.4490952,306.3654604,0.00286377,299.3548082,301.4324183,0.00668732,295.7478229,294.5648068,0.00386889
0.2155,305.4686114,306.3907936,0.00288195,299.3697615,301.4570732,0.00671854,295.7581039,294.5698816,0.00388591
0.216,305.4881047,306.4161233,0.00290019,299.3847004,301.4817316,0.00674983,295.7683895,294.5749555,0.00390296
0.2165,305.5075753,306.4414497,0.00291849,299.3996247,301.5063933,0.00678117,295.7786796,294.5800284,0.00392002
0.217,305.5270231,306.4667727,0.00293685,299.4145345,301.5310583,0.00681257,295.7889742,294.5851002,0.0039371
0.2175,305.5464482,306.4920924,0.00295527,299.4294298,301.5557266,0.00684403,295.7992731,294.590171,0.0039542
0.218,305.5658506,306.5174088,0.00297376,299.4443105,301.5803982,0.00687554,295.8095764,294.5952406,0.00397131
0.2185,305.5852303,306.542722,0.0029923,299.4591768,301.6050729,0.00690711,295.8198839,294.600309,0.00398845
0.219,305.6045875,306.5680319,0.0030109,299.4740285,301.6297509,0.00693874,295.8301956,294.6053762,0.0040056
0.2195,305.6239221,306.5933387,0.00302957,299.4888656,301.6544319,0.00697043,295.8405113,294.6104422,0.00402277
0.22,305.6432341,306.6186423,0.00304829,299.5036883,301.6791161,0.00700217,295.850831,294.6155068,0.00403995
0.2205,305.6625237,306.6439428,0.00306707,299.5184964,301.7038034,0.00703397,295.8611547,294.6205702,0.00405716
0.221,305.6817908,306.6692402,0.00308592,299.5332899,301.7284938,0.00706582,295.8714822,294.6256322,0.00407438
0.2215,305.7010355,306.6945346,0.00310483,299.548069,301.7531871,0.00709773,295.8818135,294.6306928,0.00409161
0.222,305.7202579,306.7198259,0.00312379,299.5628335,301.7778835,0.0071297,295.8921485,294.6357519,0.00410887
0.2225,305.7394579,306.7451142,0.00314282,299.5775835,301.8025828,0.00716173,295.9024872,294.6408096,0.00412614
0.223,305.7586355,306.7703996,0.00316191,299.5923189,301.827285,0.00719381,295.9128294,294.6458658,0.00414342
0.2235,305.777791,306.7956821,0.00318105,299.6070398,301.8519901,0.00722594,295.9231751,294.6509204,0.00416073
0.224,305.7969242,306.8209616,0.00320026,299.6217462,301.8766981,0.00725814,295.9335242,294.6559735,0.00417805
0.2245,305.8160352,306.8462383,0.00321953,299.636438,301.9014089,0.00729039,295.9438766,294.6610249,0.00419538
0.225,305.835124,306.8715121,0.00323886,299.6511153,301.9261226,0.00732269,295.9542323,294.6660747,0.00421274
0.2255,305.8541907,306.8967831,0.00325825,299.6657781,301.950839,0.00735505,295.9645912,294.6711228,0.0042301
0.226,305.8732354,306.9220513,0.0032777,299.6804263,301.9755581,0.00738747,295.9749532,294.6761692,0.00424749
0.2265,305.8922579,306.9473168,0.00329721,299.69506,302.00028,0.00741994,295.9853183,294.6812139,0.00426489
0.227,305.9112585,306.9725796,0.00331678,299.7096792,302.0250046,0.00745246,295.9956864,294.6862567,0.0042823
0.2275,305.9302371,306.9978396,0.00333641,299.7242839,302.0497318,0.00748505,296.0060574,294.6912977,0.00429973
0.228,305.9491937,307.023097,0.0033561,299.7388741,302.0744617,0.00751768,296.0164312,294.6963369,0.00431718
0.2285,305.9681285,307.0483517,0.00337585,299.7534497,302.0991942,0.00755038,296.0268078,294.7013741,0.00433464
0.229,305.9870413,307.0736039,0.00339566,299.7680108,302.1239292,0.00758312,296.0371871,294.7064094,0.00435212
0.2295,306.0059323,307.0988534,0.00341553,299.7825574,302.1486668,0.00761592,296.047569,294.7114428,0.00436961
0.23,306.0248015,307.1241004,0.00343547,299.7970895,302.1734069,0.00764878,296.0579535,294.7164742,0.00438712
0.2305,306.0436489,307.1493449,0.00345546,299.8116071,302.1981495,0.00768169,296.0683405,294.7215035,0.00440464
0.231,306.0624746,307.1745868,0.00347551,299.8261102,302.2228946,0.00771466,296.07873,294.7265308,0.00442218
0.2315,306.0812786,307.1998263,0.00349562,299.8405988,302.2476422,0.00774768,296.0891218,294.731556,0.00443973
0.232,306.1000608,307.2250633,0.00351579,299.8550729,302.2723921,0.00778076,296.0995159,294.7365791,0.00445729
0.2325,306.1188215,307.2502979,0.00353603,299.8695325,302.2971445,0.00781389,296.1099122,294.7416,0.00447487
0.233,306.1375605,307.2755301,0.00355632,299.8839777,302.3218992,0.00784707,296.1203107,294.7466187,0.00449246
0.2335,306.156278,307.3007599,0.00357667,299.8984083,302.3466562,0.00788031,296.1307113,294.7516352,0.00451007
0.234,306.1749739,307.3259873,0.00359708,299.9128245,302.3714156,0.0079136,296.1411139,294.7566494,0.00452769
0.2345,306.1936499,307.3512125,0.00361755,299.9272241,302.3961772,0.00794695,296.1515186,294.7616614,0.00454533
0.235,306.212305,307.3764353,0.00363807,299.9416086,302.4209412,0.00798036,296.1619252,294.766671,0.00456298
0.2355,306.2309387,307.4016558,0.00365866,299.9559784,302.4457073,0.00801383,296.1723337,294.7716783,0.00458064
0.236,306.2495512,307.4268741,0.0036793,299.9703336,302.4704757,0.00804734,296.182744,294.7766833,0.00459832
0.2365,306.2681425,307.4520902,0.00370001,299.9846742,302.4952463,0.00808091,296.193156,294.7816858,0.00461601
0.237,306.2867126,307.4773041,0.00372077,299.9990001,302.520019,0.00811454,296.2035697,294.7866858,0.00463372
0.2375,306.3052615,307.5025158,0.00374159,300.0133114,302.5447939,0.00814822,296.213985,294.7916835,0.00465143
0.238,306.3237893,307.5277253,0.00376247,300.027608,302.5695709,0.00818195,296.2244018,294.7966786,0.00466917
0.2385,306.342296,307.5529327,0.00378341,300.0418899,302.5943501,0.00821574,296.2348201,294.8016711,0.00468691
0.239,306.3607816,307.578138,0.00380441,300.0561572,302.6191312,0.00824958,296.2452398,294.8066612,0.00470467
0.2395,306.3792462,307.6033411,0.00382547,300.0704099,302.6439145,0.00828348,296.2556609,294.8116486,0.00472244
0.24,306.3976899,307.6285423,0.00384659,300.0846479,302.6686998,0.00831743,296.2660833,294.8166334,0.00474022
0.2405,306.4161126,307.6537413,0.00386777,300.0988713,302.6934871,0.00835143,296.2765069,294.8216156,0.00475802
0.241,306.4345143,307.6789384,0.003889,300.11308,302.7182764,0.00838549,296.2869316,294.8265951,0.00477582
0.2415,306.4528952,307.7041334,0.0039103,300.1272741,302.7430676,0.0084196,296.2973576,294.8315719,0.00479364
0.242,306.4712553,307.7293265,0.00393165,300.1414536,302.7678608,0.00845376,296.3077845,294.836546,0.00481148
0.2425,306.4895945,307.7545175,0.00395307,300.1556184,302.792656,0.00848798,296.3182125,294.8415173,0.00482932
0.243,306.5079129,307.7797067,0.00397454,300.1697686,302.817453,0.00852225,296.3286414,294.8464859,0.00484718
0.2435,306.5262106,307.8048939,0.00399607,300.1839042,302.8422519,0.00855657,296.3390712,294.8514516,0.00486505
0.244,306.5444876,307.8300792,0.00401766,300.1980252,302.8670527,0.00859094,296.3495018,294.8564145,0.00488293
0.2445,306.5627439,307.8552627,0.00403931,300.2121315,302.8918554,0.00862537,296.3599332,294.8613745,0.00490082
0.245,306.5809795,307.8804443,0.00406101,300.2262232,302.9166598,0.00865985,296.3703653,294.8663316,0.00491873
0.2455,306.5991945,307.905624,0.00408278,300.2403003,302.9414661,0.00869439,296.380798,294.8712859,0.00493664
0.246,306.6173889,307.9308019,0.0041046,300.2543628,302.9662742,0.00872898,296.3912314,294.8762371,0.00495457
0.2465,306.6355628,307.955978,0.00412649,300.2684107,302.991084,0.00876362,296.4016653,294.8811854,0.00497251
0.247,306.6537162,307.9811523,0.00414843,300.282444,303.0158956,0.00879831,296.4120997,294.8861307,0.00499046
0.2475,306.671849,308.0063248,0.00417043,300.2964627,303.0407089,0.00883305,296.4225345,294.891073,0.00500843
0.248,306.6899614,308.0314956,0.00419249,300.3104668,303.065524,0.00886785,296.4329697,294.8960122,0.0050264
0.2485,306.7080534,308.0566647,0.0042146,300.3244563,303.0903407,0.0089027,296.4434053,294.9009484,0.00504439
0.249,306.7261249,308.081832,0.00423678,300.3384312,303.1151591,0.00893761,296.4538411,294.9058815,0.00506238
0.2495,306.7441761,308.1069977,0.00425901,300.3523915,303.1399792,0.00897256,296.4642771,294.9108114,0.00508039
0.25,306.762207,308.1321616,0.0042813,300.3663373,303.1648009,0.00900757,296.4747133,294.9157382,0.00509841
0.2505,306.7802175,308.1573239,0.00430365,300.3802685,303.1896243,0.00904263,296.4851497,294.9206618,0.00511644
0.251,306.7982078,308.1824846,0.00432606,300.3941852,303.2144493,0.00907774,296.495586,294.9255823,0.00513447
0.2515,306.8161778,308.2076436,0.00434853,300.4080873,303.2392758,0.0091129,296.5060224,294.9304995,0.00515252
0.252,306.8341276,308.232801,0.00437105,300.4219748,303.264104,0.00914812,296.5164588,294.9354134,0.00517058
0.2525,306.8520572,308.2579568,0.00439364,300.4358478,303.2889337,0.00918338,296.526895,294.9403241,0.00518865
0.253,306.8699667,308.283111,0.00441628,300.4497062,303.313765,0.0092187,296.5373312,294.9452315,0.00520674
0.2535,306.887856,308.3082636,0.00443898,300.4635502,303.3385978,0.00925407,296.5477671,294.9501356,0.00522483
0.254,306.9057253,308.3334147,0.00446173,300.4773796,303.3634321,0.00928949,296.5582028,294.9550364,0.00524293
0.2545,306.9235744,308.3585642,0.00448455,300.4911944,303.3882679,0.00932497,296.5686382,294.9599338,0.00526104
0.255,306.9414036,308.3837123,0.00450742,300.5049948,303.4131053,0.00936049,296.5790732,294.9648278,0.00527916
0.2555,306.9592127,308.4088588,0.00453035,300.5187807,303.4379441,0.00939607,296.5895079,294.9697184,0.00529729
0.256,306.9770018,308.4340038,0.00455334,300.5325521,303.4627843,0.0094317,296.5999421,294.9746056,0.00531543
0.2565,306.994771,308.4591473,0.00457638,300.5463089,303.487626,0.00946738,296.6103758,294.9794894,0.00533358
0.257,307.0125202,308.4842893,0.00459949,300.5600514,303.5124692,0.00950311,296.620809,294.9843697,0.00535174
0.2575,307.0302496,308.5094299,0.00462265,300.5737793,303.5373137,0.00953889,296.6312416,294.9892465,0.00536991
0.258,307.047959,308.534569,0.00464587,300.5874928,303.5621597,0.00957472,296.6416736,294.9941198,0.00538809
0.2585,307.0656486,308.5597067,0.00466914,300.6011918,303.5870071,0.00961061,296.652105,294.9989895,0.00540628
0.259,307.0833185,308.584843,0.00469248,300.6148763,303.6118559,0.00964654,296.6625355,295.0038557,0.00542448
0.2595,307.1009685,308.6099779,0.00471587,300.6285465,303.636706,0.00968253,296.6729654,295.0087184,0.00544268
0.26,307.1185987,308.6351114,0.00473932,300.6422022,303.6615575,0.00971856,296.6833944,295.0135774,0.0054609
0.2605,307.1362088,308.6602435,0.00476283,300.655844,303.6864104,0.00975465,296.6938216,295.0184329,0.00547912
0.261,307.1537989,308.6853742,0.00478639,300.6694718,303.7112646,0.00979078,296.7042474,295.0232847,0.00549735
0.2615,307.1713693,308.7105035,0.00481001,300.6830853,303.7361201,0.00982697,296.7146721,295.0281328,0.00551559
0.262,307.18892,308.7356315,0.00483369,300.6966844,303.7609769,0.00986321,296.7250957,295.0329773,0.00553383
0.2625,307.206451,308.7607582,0.00485743,300.7102692,303.7858351,0.00989949,296.7355182,295.0378181,0.00555209
0.263,307.2239623,308.7858835,0.00488123,300.7238397,303.8106945,0.00993583,296.7459395,295.0426552,0.00557035
0.2635,307.241454,308.8110075,0.00490508,300.737396,303.8355552,0.00997221,296.7563595,295.0474886,0.00558862
0.264,307.2589261,308.8361302,0.00492899,300.7509379,303.8604172,0.0100087,296.7667783,295.0523182,0.0056069
0.2645,307.2763786,308.8612516,0.00495295,300.7644656,303.8852805,0.0100451,296.7771957,295.0571441,0.00562518
0.265,307.2938115,308.8863717,0.00497698,300.7779791,303.910145,0.0100817,296.7876118,295.0619662,0.00564348
0.2655,307.3112249,308.9114905,0.00500106,300.7914783,303.9350108,0.0101183,296.7980264,295.0667844,0.00566178
0.266,307.3286187,308.936608,0.0050252,300.8049633,303.9598778,0.0101549,296.8084396,295.0715989,0.00568009
0.2665,307.3459931,308.9617243,0.00504939,300.818434,303.9847461,0.0101916,296.8188512,295.0764095,0.00569841
0.267,307.363348,308.9868393,0.00507364,300.8318906,304.0096156,0.0102283,296.8292613,295.0812163,0.00571673
0.2675,307.3806835,309.0119531,0.00509795,300.845333,304.0344862,0.0102651,296.8396698,295.0860193,0.00573506
0.268,307.3979995,309.0370656,0.00512232,300.8587612,304.0593581,0.0103019,296.8500767,295.0908183,0.0057534
0.2685,307.4152961,309.0621769,0.00514674,300.8721753,304.0842312,0.0103388,296.8604819,295.0956135,0.00577175
0.269,307.4325734,309.0872869,0.00517122,300.8855752,304.1091055,0.0103758,296.8708853,295.1004047,0.00579011
0.2695,307.4498312,309.1123954,0.00519575,300.8989611,304.1339813,0.0104127,296.881287,295.1051923,0.00580847
0.27,307.4670698,309.1375018,0.00522034,300.9123328,304.1588592,0.0104498,296.8916868,295.109977,0.00582683
0.2705,307.484289,309.1626071,0.00524498,300.9256904,304.1837381,0.0104869,296.9020848,295.1147576,0.0058452
0.271,307.5014889,309.1877113,0.00526969,300.9390339,304.2086181,0.010524,296.9124809,295.1195342,0.00586358
0.2715,307.5186695,309.2128145,0.00529444,300.9523634,304.2334991,0.0105612,296.9228751,295.1243066,0.00588196
0.272,307.5358309,309.2379167,0.00531926,300.9656788,304.258381,0.0105984,296.9332673,295.1290748,0.00590036
0.2725,307.5529731,309.2630178,0.00534413,300.9789802,304.283264,0.0106357,296.9436575,295.1338389,0.00591875
0.273,307.570096,309.2881179,0.00536906,300.9922676,304.3081479,0.010673,296.9540456,295.1385989,0.00593716
0.2735,307.5871997,309.313217,0.00539405,301.005541,304.3330329,0.0107104,296.9644316,295.1433546,0.00595557
0.274,307.6042843,309.3383151,0.00541909,301.0188004,304.3579188,0.0107478,296.9748155,295.1481062,0.00597399
0.2745,307.6213497,309.3634122,0.00544419,301.0320458,304.3828056,0.0107853,296.9851972,295.1528536,0.00599242
0.275,307.6383959,309.3885083,0.00546935,301.0452773,304.4076935,0.0108228,296.9955767,295.1575968,0.00601085
0.2755,307.655423,309.4136034,0.00549456,301.0584949,304.4325822,0.0108604,297.0059539,295.1623357,0.00602929
0.276,307.6724311,309.4386975,0.00551983,301.0716986,304.4574719,0.010898,297.0163289,295.1670704,0.00604774
0.2765,307.68942,309.4637906,0.00554516,301.0848883,304.4823626,0.0109356,297.0267015,295.1718009,0.00606619
0.277,307.7063899,309.4888828,0.00557054,301.0980642,304.5072542,0.0109733,297.0370717,295.1765271,0.00608465
0.2775,307.7233408,309.5139741,0.00559598,301.1112263,304.5321467,0.0110111,297.0474395,295.181249,0.00610311
0.278,307.7402726,309.5390644,0.00562148,301.1243745,304.5570401,0.0110489,297.0578049,295.1859666,0.00612158
0.2785,307.7571854,309.5641537,0.00564703,301.1375089,304.5819344,0.0110868,297.0681678,295.19068,0.00614006
0.279,307.7740793,309.5892421,0.00567264,301.1506294,304.6068296,0.0111247,297.0785282,295.195389,0.00615854
0.2795,307.7909541,309.6143296,0.00569831,301.1637362,304.6317257,0.0111626,297.0888861,295.2000936,0.00617703
0.28,307.80781,309.6394162,0.00572403,301.1768293,304.6566226,0.0112006,297.0992413,295.204794,0.00619552
0.2805,307.824647,309.6645019,0.00574981,301.1899086,304.6815205,0.0112386,297.109594,295.20949,0.00621402
0.281,307.841465,309.6895866,0.00577564,301.2029741,304.7064192,0.0112767,297.1199439,295.2141816,0.00623252
0.2815,307.8582641,309.7146705,0.00580153,301.216026,304.7313188,0.0113149,297.1302912,295.2188689,0.00625104
0.282,307.8750444,309.7397535,0.00582748,301.2290642,304.7562192,0.011353,297.1406358,295.2235517,0.00626955
0.2825,307.8918058,309.7648356,0.00585349,301.2420887,304.7811205,0.0113913,297.1509776,295.2282302,0.00628807
0.283,307.9085483,309.7899168,0.00587954,301.2550996,304.8060227,0.0114295,297.1613166,295.2329043,0.0063066
0.2835,307.925272,309.8149971,0.00590566,301.2680968,304.8309256,0.0114679,297.1716527,295.2375739,0.00632513
0.284,307.9419787,309.8400766,0.00593183,301.2810781,304.8558294,0.0115062,297.181985,295.2422391,0.00634366
0.2845,307.9586676,309.8651553,0.00595805,301.2940447,304.880734,0.0115447,297.1923138,295.2468998,0.0063622
0.285,307.9753378,309.890233,0.00598432,301.3069975,304.9056394,0.0115831,297.2026396,295.2515561,0.00638074
0.2855,307.9919895,309.91531,0.00601065,301.3199364,304.9305456,0.0116217,297.2129623,295.256208,0.00639929
0.286,308.0086226,309.9403861,0.00603704,301.3328616,304.9554526,0.0116602,297.2232819,295.2608553,0.00641784
0.2865,308.0252372,309.9654614,0.00606348,301.345773,304.9803605,0.0116988,297.2335984,295.2654982,0.00643639
0.287,308.0418334,309.9905358,0.00608997,301.3586707,305.0052691,0.0117375,297.2439117,295.2701365,0.00645495
0.2875,308.058411,310.0156095,0.00611652,301.3715546,305.0301784,0.0117762,297.2542217,295.2747704,0.00647351
0.288,308.0749702,310.0406823,0.00614313,301.3844248,305.0550886,0.011815,297.2645285,295.2793997,0.00649208
0.2885,308.0915109,310.0657544,0.00616979,301.3972812,305.0799995,0.0118538,297.2748321,295.2840245,0.00651065
0.289,308.1080332,310.0908256,0.00619651,301.410124,305.1049111,0.0118926,297.2851323,295.2886447,0.00652923
0.2895,308.1245372,310.1158961,0.00622328,301.422953,305.1298236,0.0119315,297.2954291,295.2932604,0.00654781
0.29,308.1410227,310.1409658,0.00625011,301.4357684,305.1547367,0.0119704,297.3057226,295.2978715,0.00656639
0.2905,308.1574899,310.1660347,0.00627699,301.4485701,305.1796506,0.0120094,297.3160126,295.3024781,0.00658498
0.291,308.1739388,310.1911028,0.00630393,301.4613582,305.2045652,0.0120485,297.3262992,295.30708,0.00660357
0.2915,308.1903693,310.2161702,0.00633092,301.4741327,305.2294806,0.0120875,297.3365823,295.3116774,0.00662216
0.292,308.2067816,310.2412368,0.00635796,301.4868935,305.2543967,0.0121267,297.3468619,295.3162701,0.00664076
0.2925,308.2231755,310.2663027,0.00638506,301.4996407,305.2793135,0.0121658,297.3571379,295.3208582,0.00665936
0.293,308.2395513,310.2913678,0.00641222,301.5123743,305.304231,0.0122051,297.3674103,295.3254417,0.00667797
0.2935,308.2559088,310.3164322,0.00643943,301.5250944,305.3291491,0.0122443,297.3776792,295.3300206,0.00669658
0.294,308.272248,310.3414959,0.00646669,301.5378009,305.354068,0.0122836,297.3879444,295.3345948,0.00671519
0.2945,308.2885691,310.3665589,0.00649401,301.5504938,305.3789876,0.012323,297.3982059,295.3391643,0.0067338
0.295,308.304872,310.3916211,0.00652139,301.5631732,305.4039079,0.0123624,297.4084637,295.3437292,0.00675242
0.2955,308.3211568,310.4166826,0.00654882,301.5758391,305.4288288,0.0124018,297.4187178,295.3482893,0.00677104
0.296,308.3374234,310.4417434,0.0065763,301.5884916,305.4537504,0.0124413,297.4289681,295.3528448,0.00678967
0.2965,308.3536719,310.4668035,0.00660384,301.6011305,305.4786726,0.0124809,297.4392146,295.3573956,0.00680829
0.297,308.3699023,310.491863,0.00663143,301.6137559,305.5035956,0.0125204,297.4494573,295.3619417,0.00682692
0.2975,308.3861146,310.5169217,0.00665908,301.6263679,305.5285191,0.0125601,297.4596962,295.3664831,0.00684556
0.298,308.4023089,310.5419798,0.00668678,301.6389665,305.5534433,0.0125997,297.4699311,295.3710197,0.00686419
0.2985,308.4184851,310.5670372,0.00671453,301.6515517,305.5783682,0.0126395,297.4801622,295.3755516,0.00688283
0.299,308.4346433,310.5920939,0.00674234,301.6641234,305.6032937,0.0126792,297.4903893,295.3800787,0.00690147
0.2995,308.4507835,310.6171499,0.0067702,301.6766818,305.6282198,0.012719,297.5006124,295.3846011,0.00692011
0.3,308.4669057,310.6422053,0.00679812,301.6892268,305.6531465,0.0127589,297.5108316,295.3891188,0.00693876
0.3005,308.48301,310.6672601,0.00682609,301.7017584,305.6780738,0.0127988,297.5210467,295.3936316,0.00695741
0.301,308.4990962,310.6923142,0.00685412,301.7142767,305.7030018,0.0128387,297.5312578,295.3981397,0.00697606
0.3015,308.5151646,310.7173677,0.0068822,301.7267817,305.7279303,0.0128787,297.5414648,295.4026429,0.00699471
0.302,308.5312151,310.7424205,0.00691033,301.7392733,305.7528595,0.0129187,297.5516677,295.4071414,0.00701337
0.3025,308.5472476,310.7674727,0.00693852,301.7517517,305.7777892,0.0129588,297.5618665,295.4116351,0.00703203
0.303,308.5632623,310.7925243,0.00696676,301.7642168,305.8027196,0.0129989,297.5720611,295.4161239,0.00705069
0.3035,308.5792591,310.8175753,0.00699506,301.7766687,305.8276505,0.0130391,297.5822515,295.4206079,0.00706935
0.304,308.5952381,310.8426256,0.00702341,301.7891073,305.852582,0.0130793,297.5924377,295.4250871,0.00708801
0.3045,308.6111992,310.8676754,0.00705181,301.8015327,305.877514,0.0131196,297.6026197,295.4295614,0.00710668
0.305,308.6271425,310.8927246,0.00708027,301.8139449,305.9024466,0.0131599,297.6127974,295.4340308,0.00712535
0.3055,308.6430681,310.9177731,0.00710878,301.8263439,305.9273798,0.0132002,297.6229709,295.4384954,0.00714402
0.306,308.6589759,310.9428211,0.00713734,301.8387297,305.9523135,0.0132406,297.63314,295.4429552,0.00716269
0.3065,308.6748659,310.9678685,0.00716596,301.8511024,305.9772478,0.013281,297.6433049,295.44741,0.00718136
0.307,308.6907382,310.9929153,0.00719463,301.8634619,306.0021826,0.0133215,297.6534653,295.45186,0.00720004
0.3075,308.7065941,311.0179616,0.00722335,301.8758066,306.0271179,0.0133621,297.6636203,295.456305,0.00721871
0.308,308.7224328,311.0430072,0.00725213,301.8881376,306.0520538,0.0134026,297.6737706,295.4607452,0.00723738
0.3085,308.738254,311.0680524,0.00728095,301.9004553,306.0769902,0.0134432,297.6839163,295.4651804,0.00725606
0.309,308.7540577,311.0930969,0.00730983,301.9127598,306.1019271,0.0134839,297.6940575,295.4696108,0.00727474
0.3095,308.7698439,311.1181409,0.00733876,301.9250511,306.1268646,0.0135246,297.704194,295.4740362,0.00729341
0.31,308.7856126,311.1431844,0.00736775,301.9373291,306.1518025,0.0135654,297.714326,295.4784566,0.00731209
0.3105,308.8013638,311.1682273,0.00739679,301.9495939,306.176741,0.0136061,297.7244533,295.4828721,0.00733077
0.311,308.8170975,311.1932697,0.00742588,301.9618455,306.2016799,0.013647,297.734576,295.4872827,0.00734945
0.3115,308.8328139,311.2183116,0.00745502,301.974084,306.2266194,0.0136879,297.744694,295.4916883,0.00736813
0.312,308.8485128,311.2433529,0.00748422,301.9863092,306.2515593,0.0137288,297.7548073,295.496089,0.00738682
0.3125,308.8641944,311.2683938,0.00751347,301.9985214,306.2764997,0.0137698,297.7649158,295.5004846,0.0074055
0.313,308.8798586,311.2934341,0.00754277,302.0107203,306.3014406,0.0138108,297.7750196,295.5048753,0.00742418
0.3135,308.8955055,311.3184739,0.00757212,302.0229062,306.326382,0.0138518,297.7851186,295.509261,0.00744287
0.314,308.911135,311.3435132,0.00760153,302.0350789,306.3513238,0.0138929,297.7952127,295.5136417,0.00746155
0.3145,308.9267472,311.368552,0.00763099,302.0472385,306.3762661,0.0139341,297.8053021,295.5180174,0.00748024
0.315,308.9423422,311.3935903,0.0076605,302.059385,306.4012089,0.0139753,297.8153866,295.5223881,0.00749893
0.3155,308.9579199,311.4186281,0.00769006,302.0715184,306.4261521,0.0140165,297.8254662,295.5267538,0.00751761
0.316,308.9734804,311.4436654,0.00771968,302.0836387,306.4510958,0.0140578,297.8355409,295.5311144,0.0075363
0.3165,308.9890236,311.4687022,0.00774935,302.095746,306.4760399,0.0140991,297.8456107,295.53547,0.00755499
0.317,309.0045497,311.4937386,0.00777907,302.1078403,306.5009844,0.0141405,297.8556755,295.5398206,0.00757367
0.3175,309.0200585,311.5187745,0.00780884,302.1199215,306.5259294,0.0141819,297.8657354,295.5441661,0.00759236
0.318,309.0355503,311.5438099,0.00783867,302.1319897,306.5508748,0.0142233,297.8757903,295.5485066,0.00761105
0.3185,309.0510248,311.5688449,0.00786855,302.1440448,306.5758207,0.0142648,297.8858401,295.552842,0.00762974
0.319,309.0664823,311.5938794,0.00789848,302.156087,306.6007669,0.0143063,297.8958849,295.5571724,0.00764843
0.3195,309.0819227,311.6189135,0.00792846,302.1681162,306.6257136,0.0143479,297.9059247,295.5614977,0.00766712
0.32,309.0973459,311.6439471,0.00795849,302.1801324,306.6506607,0.0143895,297.9159594,295.5658179,0.0076858
0.3205,309.1127522,311.6689802,0.00798858,302.1921357,306.6756082,0.0144312,297.925989,295.570133,0.00770449
0.321,309.1281414,311.694013,0.00801871,302.204126,306.7005561,0.0144729,297.9360134,295.5744431,0.00772318
0.3215,309.1435135,311.7190453,0.0080489,302.2161034,306.7255044,0.0145147,297.9460327,295.578748,0.00774187
0.322,309.1588687,311.7440771,0.00807915,302.2280679,306.7504531,0.0145564,297.9560469,295.5830479,0.00776056
0.3225,309.1742069,311.7691086,0.00810944,302.2400194,306.7754022,0.0145983,297.9660559,295.5873426,0.00777924
0.323,309.1895281,311.7941396,0.00813978,302.2519581,306.8003516,0.0146402,297.9760596,295.5916323,0.00779793
0.3235,309.2048324,311.8191702,0.00817018,302.2638839,306.8253015,0.0146821,297.9860582,295.5959168,0.00781662
0.324,309.2201198,311.8442004,0.00820063,302.2757968,306.8502517,0.014724,297.9960515,295.6001962,0.0078353
0.3245,309.2353903,311.8692302,0.00823113,302.2876968,306.8752023,0.0147661,298.0060395,295.6044704,0.00785399
