time,Rv.p.i,RL.p.i,zDiode.v,CL.v
0,-0,0,2.081433656e-75,0
1e-06,1.236645412e-05,3.341509148e-08,-3.342904401e-05,6.683018296e-05
2.086998144e-06,2.038770276e-05,1.239478741e-07,-0.0001241398379,0.0002478957482
3.566154842e-06,2.626872445e-05,2.974830469e-07,-0.0002985888081,0.0005949660939
5.330134123e-06,2.954663353e-05,5.417891709e-07,-0.0005454568029,0.001083578342
7.579731546e-06,3.132055346e-05,8.774159011e-07,-0.000887034544,0.001754831802
1.039951698e-05,3.227803686e-05,1.31077191e-06,-0.00133223605,0.002621543819
1.409619427e-05,3.300332735e-05,1.884191672e-06,-0.00192853479,0.003768383344
1.91411125e-05,3.383025066e-05,2.668376232e-06,-0.002757277652,0.005336752464
2.662365138e-05,3.502451454e-05,3.831787746e-06,-0.004014966932,0.007663575492
3.925458219e-05,3.703696969e-05,5.795724091e-06,-0.006213976029,0.01159144818
6.17214508e-05,4.061476368e-05,9.289029109e-06,-0.01035762027,0.01857805822
9.376839085e-05,4.571242683e-05,1.427195882e-05,-0.01676481548,0.02854391764
0.0001377232981,5.268907634e-05,2.110656681e-05,-0.02643231494,0.04221313362
0.0001977617014,6.218413251e-05,3.044229424e-05,-0.04105106998,0.06088458847
0.0002804153113,7.519059928e-05,4.329505838e-05,-0.06320248949,0.08659011675
0.0003983657554,9.365141873e-05,6.163699888e-05,-0.09732796491,0.1232739978
0.000578971999,0.0001218003592,8.972169077e-05,-0.1521406022,0.1794433815
0.0008838942131,0.0001692249556,0.0001371316864,-0.2465358258,0.2742633728
0.001433442279,0.0002546198606,0.0002225422914,-0.417281464,0.4450845828
0.002649897412,0.0004433361853,0.0004113309266,-0.7947828786,0.8226618533
0.005967827819,0.0009539805597,0.0009224022083,-1.816722391,1.844804417
0.01149255074,0.001778628384,0.001748493298,-3.468578524,3.496986595
0.01317876409,0.002020787994,0.001991270855,-3.954038321,3.982541709
0.0141160917,0.002152991513,0.002123852449,-4.21914955,4.247704897
0.01468686427,0.002232588216,0.00220369133,-4.3787957,4.407382661
0.01511735271,0.002292149386,0.002263440106,-4.498249945,4.526880213
0.01541630359,0.002333279989,0.002304689329,-4.58042806,4.609378658
0.01557063255,0.002354474503,0.00232590388,-4.621873537,4.65180776
0.0157543704,0.002379820818,0.002351087882,-4.667783595,4.702175765
0.01587209756,0.00239628644,0.002367180346,-4.693286793,4.734360693
0.01598982473,0.002413096078,0.002383236662,-4.71530114,4.766473324
0.0161075519,0.002430461356,0.002399254491,-4.73392049,4.798508982
0.01621749974,0.002447412851,0.002414176601,-4.749998549,4.828353203
0.01629392501,0.002459834572,0.002424525516,-4.760011476,4.849051032
0.01637674305,0.002474094821,0.002435716153,-4.77080397,4.871432305
0.01646337999,0.002490257319,0.002447392539,-4.781577691,4.894785078
0.01659135894,0.0025175248,0.002464573281,-4.797199121,4.929146563
0.01668188215,0.002540412151,0.00247666543,-4.807659323,4.953330861
0.01677389147,0.002568132061,0.002488890789,-4.818451352,4.977781577
0.01686996527,0.002603824215,0.002501566297,-4.829367033,5.003132593
0.01697636934,0.002654755222,0.002515463841,-4.841391366,5.030927682
0.01708564036,0.002724879584,0.002529528066,-4.853402645,5.059056131
0.01720211607,0.002828049759,0.0025442022,-4.866013908,5.0884044
0.0173193058,0.002973332125,0.00255851673,-4.87816456,5.117033461
0.01743935513,0.003180562548,0.002572560148,-4.89021227,5.145120297
0.0175617019,0.003469833047,0.002586053464,-4.901640001,5.172106928
0.01768988163,0.003874616888,0.002599131324,-4.912830603,5.198262648
0.01782675001,0.004435056403,0.002611766263,-4.923548089,5.223532525
0.01796390668,0.005133219352,0.002623013122,-4.933139968,5.246026243
0.01810106336,0.005961647902,0.002632907671,-4.941552518,5.265815342
0.01823822003,0.006907095605,0.002641582038,-4.948934457,5.283164076
