time,pmActuator.x,pmActuator.g_mb.Phi,cActuator.x,cActuator.electroTranslationalConverter.n.i,pmActuator.coil.Phi,pmActuator.g_mLeak1.Phi,pmActuator.g_mLeak2.Phi,pmActuator.armature.mass.v,cActuator.armature.mass.v,pmActuator.armature.a,cActuator.armature.a,pmActuator.g_mLeak2.port_p.Phi,cActuator.l.i,pmActuator.g_ma.port_p.Phi,pmActuator.armature.stopper_xMax.v_rel,cActuator.armature.stopper_xMax.v_rel,pmActuator.coil.i
0.01650761981,0.004032235319,-0.0001654264982,0.003684621907,-0.4256833597,-0.0004075337327,-1.723939611e-06,-1.755025058e-06,0.8030865204,0.8496607204,-3327.247456,26.63953929,-1.755025058e-06,0.4256833597,-0.000404054768,-0.8030865204,-0.8496607204,0.3877141463
0.01651433585,0.004037545124,-0.0001652793104,0.003690328862,-0.4253882978,-0.0004076863389,-1.723912836e-06,-1.7549978e-06,0.776806556,0.8498395705,-4522.47543,26.62107412,-1.7549978e-06,0.4253882978,-0.0004042074282,-0.776806556,-0.8498395705,0.3877081247
0.01652105189,0.004042650469,-0.0001651377902,0.003696037017,-0.4250934333,-0.0004078389379,-1.724431926e-06,-1.75552625e-06,0.7420587332,0.8500182967,-5843.19745,26.60262131,-1.75552625e-06,0.4250934333,-0.0004043589797,-0.7420587332,-0.8500182967,0.387824868
0.01652776793,0.004047491928,-0.0001650035849,0.003701746372,-0.424798766,-0.0004079915104,-1.725653437e-06,-1.756769787e-06,0.698124793,0.850196899,-7250.98807,26.58418084,-1.756769787e-06,0.424798766,-0.0004045090872,-0.698124793,-0.850196899,0.388099586
0.01653017598,0.004049151529,-0.0001649575807,0.00370379377,-0.4246931603,-0.0004080462049,-1.726294164e-06,-1.757422067e-06,0.680041916,0.8502609072,-7768.364634,26.57757196,-1.757422067e-06,0.4246931603,-0.0004045624886,-0.680041916,-0.8502609072,0.3882436854
0.01653186231,0.004050287084,-0.0001649261031,0.003705227626,-0.4246192211,-0.0004080845021,-1.726813542e-06,-1.757950811e-06,0.6666349451,0.8503057218,-8132.608735,26.5729448,-1.757950811e-06,0.4246192211,-0.0004045997377,-0.6666349451,-0.8503057218,0.3883604937
0.01653299764,0.004051038639,-0.00016490527,0.003706193019,-0.4245694482,-0.0004081102835,-1.727197593e-06,-1.758341787e-06,0.6572623328,0.8503358891,-8378.254468,26.56982998,-1.758341787e-06,0.4245694482,-0.0004046247441,-0.6572623328,-0.8503358891,0.3884468669
0.01653325968,0.00405121058,-0.0001649005038,0.003706415842,-0.4245579611,-0.0004081162337,-1.72729027e-06,-1.758436135e-06,0.655059423,0.8503428513,-8431.278886,26.56911112,-1.758436135e-06,0.4245579611,-0.0004046305073,-0.655059423,-0.8503428513,0.3884677099
0.01653337596,0.004051286693,-0.000164898394,0.003706514719,-0.4245528639,-0.000408118874,-1.727331886e-06,-1.758478502e-06,0.6540786783,0.8503459407,-8437.533397,26.56879213,-1.758478502e-06,0.4245528639,-0.0004046330636,-0.6540786783,-0.8503459407,0.3884770694
0.01653453875,0.004052041531,-0.0001648774698,0.003707503512,-0.4245018948,-0.0004081452762,-1.727764711e-06,-1.758919131e-06,0.6442313439,0.8503768328,-8499.796032,26.56560245,-1.758919131e-06,0.4245018948,-0.0004046585923,-0.6442313439,-0.8503768328,0.3885744117
0.01653680194,0.004053477678,-0.0001648376598,0.003709428143,-0.4244027084,-0.0004081966568,-1.728694613e-06,-1.759865801e-06,0.6248590733,0.8504369488,-8619.221154,26.5593953,-1.759865801e-06,0.4244027084,-0.0004047080964,-0.6248590733,-0.8504369488,0.3887835467
0.01653960513,0.004055195227,-0.0001647900494,0.00371181219,-0.4242798866,-0.0004082602827,-1.730008521e-06,-1.761203401e-06,0.6004949033,0.8505113892,-8763.063762,26.55170903,-1.761203401e-06,0.4242798866,-0.0004047690707,-0.6004949033,-0.8505113892,0.3890790448
0.01654303913,0.004057205318,-0.0001647343296,0.003714732997,-0.4241294734,-0.0004083382012,-1.731866393e-06,-1.763094773e-06,0.5701107806,0.8506025515,-8931.421867,26.54229608,-1.763094773e-06,0.4241294734,-0.0004048432401,-0.5701107806,-0.8506025515,0.3894968802
0.01654702823,0.004059407993,-0.0001646732714,0.00371812635,-0.4239548103,-0.0004084286756,-1.73437386e-06,-1.765647453e-06,0.5341140346,0.8507084096,-9113.440391,26.53136555,-1.765647453e-06,0.4239548103,-0.0004049286543,-0.5341140346,-0.8507084096,0.3900608097
0.01655156187,0.004061735158,-0.0001646087624,0.003721983426,-0.423756389,-0.0004085314398,-1.737687791e-06,-1.76902114e-06,0.492367467,0.8508286651,-9298.769078,26.51894822,-1.76902114e-06,0.423756389,-0.0004050247309,-0.492367467,-0.8508286651,0.3908061131
0.01655657905,0.004064087655,-0.0001645435512,0.003726252521,-0.4235369093,-0.0004086450775,-1.741941301e-06,-1.773351348e-06,0.4452637751,0.850961681,-9472.227846,26.50521303,-1.773351348e-06,0.4235369093,-0.0004051297848,-0.4452637751,-0.850961681,0.3917627278
0.01656204222,0.004066378071,-0.0001644800608,0.003730901869,-0.4232980442,-0.0004087686967,-1.747284741e-06,-1.778791139e-06,0.3930964205,0.8511064427,-9617.555051,26.4902647,-1.778791139e-06,0.4232980442,-0.0004052426208,-0.3930964205,-0.8511064427,0.3929644679
0.01656791049,0.004068518608,-0.0001644207251,0.003735896842,-0.4230416123,-0.0004089013216,-1.753861786e-06,-1.785486779e-06,0.3363362377,0.8512618475,-9716.992076,26.47421703,-1.785486779e-06,0.4230416123,-0.0004053619731,-0.3363362377,-0.8512618475,0.3944436458
0.01657416311,0.004070431293,-0.0001643677054,0.003741219978,-0.4227685499,-0.0004090424246,-1.761831488e-06,-1.793600187e-06,0.275429188,0.8514273274,-9752.58388,26.45712861,-1.793600187e-06,0.4227685499,-0.000405486993,-0.275429188,-0.8514273274,0.3962360322
0.01658079876,0.00407204441,-0.0001643229898,0.003746870332,-0.4224789463,-0.0004091919047,-1.77137591e-06,-1.803316711e-06,0.2108192702,0.8516028274,-9706.299489,26.43900503,-1.803316711e-06,0.4224789463,-0.0004056172121,-0.2108192702,-0.8516028274,0.3983825737
0.01658785882,0.004073291915,-0.000164288409,0.003752883359,-0.4221710301,-0.0004093506065,-1.782749833e-06,-1.814895724e-06,0.1427512654,0.8517894204,-9559.416431,26.41973543,-1.814895724e-06,0.4221710301,-0.000405752961,-0.1427512654,-0.8517894204,0.4009405696
0.01659545908,0.00407410309,-0.0001642659232,0.00375935794,-0.4218397963,-0.0004095210154,-1.796372834e-06,-1.82876437e-06,0.07105066978,0.8519901384,-9289.476232,26.39900661,-1.82876437e-06,0.4218397963,-0.0004058958782,-0.07105066978,-0.8519901384,0.4040043835
0.01660395497,0.004074376275,-0.0001642583505,0.003766597314,-0.4214698259,-0.0004097109117,-1.813238308e-06,-1.845933956e-06,-0.006127769235,0.8522143233,-8856.726846,26.37585362,-1.845933956e-06,0.4214698259,-0.0004060517394,0.006127769235,-0.8522143233,0.4077974299
0.01661548431,0.0040737332,-0.0001642761766,0.003776424534,-0.4209682598,-0.0004099674935,-1.838732812e-06,-1.871888168e-06,-0.1039170141,0.8525182385,-8071.833071,26.34446529,-1.871888168e-06,0.4209682598,-0.0004062568725,0.1039170141,-0.8525182385,0.4135311458
0.01662345534,0.004072655151,-0.0001643060601,0.003783220821,-0.4206218297,-0.000410144062,-1.857978753e-06,-1.891481145e-06,-0.1657059548,0.8527281446,-7418.374338,26.32278547,-1.891481145e-06,0.4206218297,-0.0004063946021,0.1657059548,-0.8527281446,0.4178595594
0.01663232951,0.004070902913,-0.0001643546321,0.003790789109,-0.4202364724,-0.0004103397789,-1.88080683e-06,-1.91472085e-06,-0.2280059062,0.8529616304,-6610.381855,26.29866957,-1.91472085e-06,0.4202364724,-0.0004065442512,0.2280059062,-0.8529616304,0.4229935957
0.01664120368,0.004068630481,-0.000164417624,0.003798359469,-0.4198514564,-0.0004105345378,-1.904944512e-06,-1.939293773e-06,-0.2828586063,0.8531949023,-5744.719449,26.27457502,-1.939293773e-06,0.4198514564,-0.0004066902995,0.2828586063,-0.8531949023,0.4284221622
0.01665007785,0.004065905838,-0.0001644931511,0.003805931898,-0.4194667814,-0.0004107282889,-1.930207599e-06,-1.965012394e-06,-0.3298785912,0.8534279604,-4849.762501,26.2505018,-1.965012394e-06,0.4194667814,-0.0004068330689,0.3298785912,-0.8534279604,0.4341038321
0.01665895201,0.004062799287,-0.0001645792647,0.003813506394,-0.4190824472,-0.0004109209903,-1.956406067e-06,-1.991683264e-06,-0.3689274517,0.853660805,-3952.5638,26.22644992,-1.991683264e-06,0.4190824472,-0.000406972901,0.3689274517,-0.853660805,0.4399958697
0.01666782618,0.004059381321,-0.0001646740108,0.003821082955,-0.4186984534,-0.0004111126078,-1.983349675e-06,-2.019112709e-06,-0.4000959086,0.8538934363,-3077.517752,26.20241934,-2.019112709e-06,0.4186984534,-0.0004071101454,0.4000959086,-0.8538934363,0.446055489
0.01667670035,0.004055720715,-0.0001647754828,0.00382866158,-0.4183147999,-0.0004113031147,-2.010853019e-06,-2.047111984e-06,-0.4236756698,0.8541258544,-2245.399875,26.17841006,-2.047111984e-06,0.4183147999,-0.0004072451497,0.4236756698,-0.8541258544,0.4522409932
