time,feedbackA.i1_2,firstOrder2B.y,firstOrder2A.c.v,firstOrder2A.r2.i,firstOrder2A.c.n.v,feedbackA.i1,firstOrder1B.y,firstOrder1A.c.v,firstOrder1A.r2.i,firstOrder1A.c.n.v,addA.i1,addA.i1_2,addA.i2,PIB.x,PIA.c.v,PIA.c.n.i,PIA.i2,addB.y,addA.opAmp.v_out
0.5113744714,0.005,10.60992786,10.60982682,0.01060982682,-0.0007072746363,0.005609078942,9.782045154,9.785493057,0.009785493057,-0.0006523227156,0.009784121889,0.0009992811544,0.01078197692,19.56409031,-9.786807684,-0.0006096704288,0.009480688058,10.78204515,-10.7826842
0.5157360762,0.005,10.64479253,10.64472271,0.01064472271,-0.0007096008737,0.005643970177,9.643860358,9.647378218,0.009647378218,-0.0006431156735,0.009646025462,0.0009992903596,0.01064389658,19.28772072,-9.648678409,-0.0006445489676,0.009325139091,10.64386036,-10.64460618
0.5207158035,0.005,10.61068477,10.6106816,0.0106106816,-0.0007073316176,0.005609933604,9.486289702,9.489879234,0.009489879234,-0.0006326164412,0.009488547475,0.0009993008567,0.01048644186,18.9725794,-9.491161235,-0.0006105052976,0.009184663617,10.4862897,-10.48714919
0.5261569617,0.005,10.52219799,10.52228459,0.01052228459,-0.0007014388767,0.005521548383,9.331370057,9.335014928,0.009335014928,-0.0006222928424,0.009333703814,0.0009993111783,0.01033162473,18.66274011,-9.336277185,-0.0005221185895,0.009073990623,10.33137006,-10.33232617
0.5320658895,0.005,10.40223493,10.40241541,0.01040241541,-0.0006934481311,0.005401695188,9.194570728,9.198241459,0.009198241459,-0.0006131752189,0.009196948578,0.0009993202941,0.01019489572,18.38914146,-9.199484429,-0.0004022682601,0.008997137274,10.19457073,-10.19558917
0.5384149125,0.005,10.27522112,10.27547832,0.01027547832,-0.0006849862222,0.005274775016,9.087380113,9.091040549,0.009091040549,-0.000606028968,0.009089761959,0.0009993274389,0.01008773185,18.17476023,-9.092266639,-0.0002753536317,0.008953386861,10.08738011,-10.08841684
0.5452482805,0.005,10.16034474,10.16064562,0.01016064562,-0.0006773312192,0.005159957625,9.013779179,9.017395114,0.009017395114,-0.0006011195996,0.009016126341,0.0009993323473,0.0100141137,18.02755836,-9.018607928,-0.000160542811,0.008937139553,10.01377918,-10.01479104
0.5526295222,0.005,10.0702767,10.07058085,0.01007058085,-0.0006713273013,0.005069904859,8.972330306,8.975876867,0.008975876867,-0.000598351901,0.008974613629,0.0009993351144,0.009972612531,17.94466061,-8.977080529,-7.049628138e-05,0.008940637954,9.972330306,-9.973283858
0.5606948806,0.005,10.01025202,10.01052157,0.01001052157,-0.0006673236162,0.005009853586,8.95731507,8.960781387,0.008960781387,-0.0005973456028,0.008959520162,0.0009993361205,0.00995752508,17.91463014,-8.961979847,-1.045000671e-05,0.008955560421,9.95731507,-9.958192403
0.5696775771,0.005,9.979397966,9.979606143,0.009979606143,-0.0006652627253,0.004978942284,8.960792718,8.964183484,0.008964183484,-0.0005975723941,0.008962921805,0.0009993358938,0.00996092833,17.92158544,-8.965380017,2.045797824e-05,0.0089744131,9.960792718,-9.961593593
