time,vOut.v_ref,vOut.v_sim,vOut.v_relerr
0.351,-5.313244165,-15,0.968805
0.3515,-5.469812258,-15,0.953146
0.352,-5.625916046,-15,0.937533
0.3525,-5.781401472,-15,0.921983
0.353,-5.936115091,-15,0.906509
0.3535,-6.08990422,-15,0.891128
0.354,-6.242617087,-15,0.875855
0.3545,-6.394102983,-15,0.860704
0.355,-6.54421241,-15,0.845692
0.3555,-6.692797228,-15,0.830831
0.356,-6.839710802,-15,0.816138
0.3565,-6.984808145,-15,0.801626
0.357,-7.127946065,-15,0.78731
0.3575,-7.268983301,-15,0.773205
0.358,-7.407780666,-15,0.759323
0.3585,-7.544201185,-15,0.745679
0.359,-7.678110227,-15,0.732287
0.3595,-7.809375639,-15,0.719158
0.36,-7.937867879,-15,0.706307
0.3605,-8.06346014,-15,0.693746
0.361,-8.186028478,-15,0.681488
0.3615,-8.305451933,-15,0.669544
0.362,-8.421612648,-15,0.657926
0.3625,-8.534395986,-15,0.646647
0.363,-8.643690645,-15,0.635716
0.3635,-8.749388763,-15,0.625144
0.364,-8.851386029,-15,0.614943
0.3645,-8.949581784,-15,0.605122
0.365,-9.043879121,-15,0.595692
0.3655,-9.13418498,-15,0.58666
0.366,-9.220410239,-15,0.578036
0.3665,-9.302469806,-15,0.569829
0.367,-9.380282696,-15,0.562047
0.3675,-9.453772118,-15,0.554697
0.368,-9.522865547,-15,0.547786
0.3685,-9.587494796,-15,0.541323
0.369,-9.647596083,-15,0.535312
0.3695,-9.703110097,-15,0.52976
0.37,-9.753982051,-15,0.524672
0.3705,-9.80016174,-15,0.520053
0.371,-9.841603592,-15,0.515908
0.3715,-9.878266707,-15,0.512242
0.372,-9.910114905,-15,0.509056
0.3725,-9.937116754,-15,0.506356
0.373,-9.959245607,-15,0.504143
0.3735,-9.976479626,-15,0.502419
0.374,-9.988801802,-15,0.501187
0.3745,-9.996199975,-15,0.500447
0.375,-9.998666844,-15,0.5002
0.3755,-9.996199975,-15,0.500447
0.376,-9.988801802,-15,0.501187
0.3765,-9.976479626,-15,0.502419
0.377,-9.959245607,-15,0.504143
0.3775,-9.937116754,-15,0.506356
0.378,-9.910114905,-15,0.509056
0.3785,-9.878266707,-15,0.512242
0.379,-9.841603592,-15,0.515908
0.3795,-9.80016174,-15,0.520053
0.38,-9.753982051,-15,0.524672
0.3805,-9.703110097,-15,0.52976
0.381,-9.647596083,-15,0.535312
0.3815,-9.587494796,-15,0.541323
0.382,-9.522865547,-15,0.547786
0.3825,-9.453772118,-15,0.554697
0.383,-9.380282696,-15,0.562047
0.3835,-9.302469806,-15,0.569829
0.384,-9.220410239,-15,0.578036
0.3845,-9.13418498,-15,0.58666
0.385,-9.043879121,-15,0.595692
0.3855,-8.949581784,-15,0.605122
0.386,-8.851386029,-15,0.614943
0.3865,-8.749388763,-15,0.625144
0.387,-8.643690645,-15,0.635716
0.3875,-8.534395986,-15,0.646647
0.388,-8.421612648,-15,0.657926
0.3885,-8.305451933,-15,0.669544
0.389,-8.186028478,-15,0.681488
0.3895,-8.06346014,-15,0.693746
0.39,-7.937867879,-15,0.706307
0.3905,-7.809375639,-15,0.719158
0.391,-7.678110227,-15,0.732287
0.3915,-7.544201185,-15,0.745679
0.392,-7.407780666,-15,0.759323
0.3925,-7.268983301,-15,0.773205
0.393,-7.127946065,-15,0.78731
0.3935,-6.984808145,-15,0.801626
0.394,-6.839710802,-15,0.816138
0.3945,-6.692797228,-15,0.830831
0.395,-6.54421241,-15,0.845692
0.3955,-6.394102983,-15,0.860704
0.396,-6.242617087,-15,0.875855
0.3965,-6.08990422,-15,0.891128
0.397,-5.936115091,-15,0.906509
0.3975,-5.781401472,-15,0.921983
0.398,-5.625916046,-15,0.937533
0.3985,-5.469812258,-15,0.953146
0.399,-5.313244165,-15,0.968805
0.3995,-5.15636628,-15,0.984495
0.4,-4.999333422,-15,1.0002
0.4005,-4.842300565,-15,1.01591
0.401,-4.685422679,-15,1.0316
0.4015,-4.528854586,-15,1.04725
0.402,-4.372750799,-15,1.06287
0.4025,-4.217265373,-15,1.07842
0.403,-4.062551754,-15,1.09389
0.4035,-3.908762625,-15,1.10927
0.404,-3.756049758,-15,1.12454
0.4045,-3.604563861,-15,1.1397
0.405,-3.454454434,-15,1.15471
0.4055,-3.305869616,-15,1.16957
0.406,-3.158956042,-15,1.18426
0.4065,-3.013858699,-15,1.19877
0.407,-2.870720779,-15,1.21309
0.4075,-2.729683543,-15,1.2272
0.408,-2.590886178,-15,1.24108
0.4085,-2.454465659,-15,1.25472
0.409,-2.320556618,-15,1.26811
0.4095,-2.189291205,-15,1.28124
0.41,-2.060798965,-15,1.29409
0.4105,-1.935206704,-15,1.30665
0.411,-1.812638366,-15,1.31891
0.4115,-1.693214911,-15,1.33086
0.412,-1.577054196,-15,1.34247
0.4125,-1.464270858,-15,1.35375
0.413,-1.354976199,-15,1.36468
0.4135,-1.249278081,-15,1.37526
0.414,-1.147280815,-15,1.38546
0.4145,-1.04908506,-15,1.39528
0.415,-0.9547877231,-15,1.40471
0.4155,-0.8644818644,-15,1.41374
0.416,-0.7782566049,-15,1.42236
0.4165,-0.6961970387,-15,1.43057
0.417,-0.6183841486,-15,1.43835
0.4175,-0.5448947264,-15,1.4457
0.418,-0.4758012975,-15,1.45261
0.4185,-0.4111720486,-15,1.45908
0.419,-0.3510707611,-15,1.46509
0.4195,-0.2955567477,-15,1.47064
0.42,-0.2446847939,-15,1.47573
0.4205,-0.1985051043,-15,1.48035
0.421,-0.1570632526,-15,1.48449
0.4215,-0.120400137,-15,1.48816
0.422,-0.08855193943,-15,1.49134
0.4225,-0.06155009034,-15,1.49404
0.423,-0.03942123726,-15,1.49626
0.4235,-0.02218721869,-15,1.49798
0.424,-0.009865042523,-15,1.49921
0.4245,-0.002466869256,-15,1.49995
0.425,0,-15,1.5002
0.4255,-0.002466869256,-15,1.49995
0.426,-0.009865042523,-15,1.49921
0.4265,-0.02218721869,-15,1.49798
0.427,-0.03942123726,-15,1.49626
0.4275,-0.06155009034,-15,1.49404
0.428,-0.08855193943,-15,1.49134
0.4285,-0.120400137,-15,1.48816
0.429,-0.1570632526,-15,1.48449
0.4295,-0.1985051043,-15,1.48035
0.43,-0.2446847939,-15,1.47573
0.4305,-0.2955567477,-15,1.47064
0.431,-0.3510707611,-15,1.46509
0.4315,-0.4111720486,-15,1.45908
0.432,-0.4758012975,-15,1.45261
0.4325,-0.5448947264,-15,1.4457
0.433,-0.6183841486,-15,1.43835
0.4335,-0.6961970387,-15,1.43057
0.434,-0.7782566049,-15,1.42236
0.4345,-0.8644818644,-15,1.41374
0.435,-0.9547877231,-15,1.40471
0.4355,-1.04908506,-15,1.39528
0.436,-1.147280815,-15,1.38546
0.4365,-1.249278081,-15,1.37526
0.437,-1.354976199,-15,1.36468
0.4375,-1.464270858,-15,1.35375
0.438,-1.577054196,-15,1.34247
0.4385,-1.693214911,-15,1.33086
0.439,-1.812638366,-15,1.31891
0.4395,-1.935206704,-15,1.30665
0.44,-2.060798965,-15,1.29409
0.4405,-2.189291205,-15,1.28124
0.441,-2.320556618,-15,1.26811
0.4415,-2.454465659,-15,1.25472
0.442,-2.590886178,-15,1.24108
0.4425,-2.729683543,-15,1.2272
0.443,-2.870720779,-15,1.21309
0.4435,-3.013858699,-15,1.19877
0.444,-3.158956042,-15,1.18426
0.4445,-3.305869616,-15,1.16957
0.445,-3.454454434,-15,1.15471
0.4455,-3.604563861,-15,1.1397
0.446,-3.756049758,-15,1.12454
0.4465,-3.908762625,-15,1.10927
0.447,-4.062551754,-15,1.09389
0.4475,-4.217265373,-15,1.07842
0.448,-4.372750799,-15,1.06287
0.4485,-4.528854586,-15,1.04725
0.449,-4.685422679,-15,1.0316
0.4495,-4.842300565,-15,1.01591
0.45,-4.999333422,-15,1.0002
0.4505,-5.15636628,-15,0.984495
0.451,-5.313244165,-15,0.968805
0.4515,-5.469812258,-15,0.953146
0.452,-5.625916046,-15,0.937533
0.4525,-5.781401472,-15,0.921983
0.453,-5.936115091,-15,0.906509
0.4535,-6.08990422,-15,0.891128
0.454,-6.242617087,-15,0.875855
0.4545,-6.394102983,-15,0.860704
0.455,-6.54421241,-15,0.845692
0.4555,-6.692797228,-15,0.830831
0.456,-6.839710802,-15,0.816138
0.4565,-6.984808145,-15,0.801626
0.457,-7.127946065,-15,0.78731
0.4575,-7.268983301,-15,0.773205
0.458,-7.407780666,-15,0.759323
0.4585,-7.544201185,-15,0.745679
0.459,-7.678110227,-15,0.732287
0.4595,-7.809375639,-15,0.719158
0.46,-7.937867879,-15,0.706307
0.4605,-8.06346014,-15,0.693746
0.461,-8.186028478,-15,0.681488
0.4615,-8.305451933,-15,0.669544
0.462,-8.421612648,-15,0.657926
0.4625,-8.534395986,-15,0.646647
0.463,-8.643690645,-15,0.635716
0.4635,-8.749388763,-15,0.625144
0.464,-8.851386029,-15,0.614943
0.4645,-8.949581784,-15,0.605122
0.465,-9.043879121,-15,0.595692
0.4655,-9.13418498,-15,0.58666
0.466,-9.220410239,-15,0.578036
0.4665,-9.302469806,-15,0.569829
0.467,-9.380282696,-15,0.562047
0.4675,-9.453772118,-15,0.554697
0.468,-9.522865547,-15,0.547786
0.4685,-9.587494796,-15,0.541323
0.469,-9.647596083,-15,0.535312
0.4695,-9.703110097,-15,0.52976
0.47,-9.753982051,-15,0.524672
0.4705,-9.80016174,-15,0.520053
0.471,-9.841603592,-15,0.515908
0.4715,-9.878266707,-15,0.512242
0.472,-9.910114905,-15,0.509056
0.4725,-9.937116754,-15,0.506356
0.473,-9.959245607,-15,0.504143
0.4735,-9.976479626,-15,0.502419
0.474,-9.988801802,-15,0.501187
0.4745,-9.996199975,-15,0.500447
0.475,-9.998666844,-15,0.5002
0.4755,-9.996199975,-15,0.500447
0.476,-9.988801802,-15,0.501187
0.4765,-9.976479626,-15,0.502419
0.477,-9.959245607,-15,0.504143
0.4775,-9.937116754,-15,0.506356
0.478,-9.910114905,-15,0.509056
0.4785,-9.878266707,-15,0.512242
0.479,-9.841603592,-15,0.515908
0.4795,-9.80016174,-15,0.520053
0.48,-9.753982051,-15,0.524672
0.4805,-9.703110097,-15,0.52976
0.481,-9.647596083,-15,0.535312
0.4815,-9.587494796,-15,0.541323
0.482,-9.522865547,-15,0.547786
0.4825,-9.453772118,-15,0.554697
0.483,-9.380282696,-15,0.562047
0.4835,-9.302469806,-15,0.569829
0.484,-9.220410239,-15,0.578036
0.4845,-9.13418498,-15,0.58666
0.485,-9.043879121,-15,0.595692
0.4855,-8.949581784,-15,0.605122
0.486,-8.851386029,-15,0.614943
0.4865,-8.749388763,-15,0.625144
0.487,-8.643690645,-15,0.635716
0.4875,-8.534395986,-15,0.646647
0.488,-8.421612648,-15,0.657926
0.4885,-8.305451933,-15,0.669544
0.489,-8.186028478,-15,0.681488
0.4895,-8.06346014,-15,0.693746
0.49,-7.937867879,-15,0.706307
0.4905,-7.809375639,-15,0.719158
0.491,-7.678110227,-15,0.732287
0.4915,-7.544201185,-15,0.745679
0.492,-7.407780666,-15,0.759323
0.4925,-7.268983301,-15,0.773205
0.493,-7.127946065,-15,0.78731
0.4935,-6.984808145,-15,0.801626
0.494,-6.839710802,-15,0.816138
0.4945,-6.692797228,-15,0.830831
0.495,-6.54421241,-15,0.845692
0.4955,-6.394102983,-15,0.860704
0.496,-6.242617087,-15,0.875855
0.4965,-6.08990422,-15,0.891128
0.497,-5.936115091,-15,0.906509
0.4975,-5.781401472,-15,0.921983
0.498,-5.625916046,-15,0.937533
0.4985,-5.469812258,-15,0.953146
0.499,-5.313244165,-15,0.968805
0.4995,-5.15636628,-15,0.984495
0.5,-4.999333422,-15,1.0002
0.5005,-4.842300565,-15,1.01591
0.501,-4.685422679,-15,1.0316
0.5015,-4.528854586,-15,1.04725
0.502,-4.372750799,-15,1.06287
0.5025,-4.217265373,-15,1.07842
0.503,-4.062551754,-15,1.09389
0.5035,-3.908762625,-15,1.10927
0.504,-3.756049758,-15,1.12454
0.5045,-3.604563861,-15,1.1397
0.505,-3.454454434,-15,1.15471
0.5055,-3.305869616,-15,1.16957
0.506,-3.158956042,-15,1.18426
0.5065,-3.013858699,-15,1.19877
0.507,-2.870720779,-15,1.21309
0.5075,-2.729683543,-15,1.2272
0.508,-2.590886178,-15,1.24108
0.5085,-2.454465659,-15,1.25472
0.509,-2.320556618,-15,1.26811
0.5095,-2.189291205,-15,1.28124
0.51,-2.060798965,-15,1.29409
0.5105,-1.935206704,-15,1.30665
0.511,-1.812638366,-15,1.31891
0.5115,-1.693214911,-15,1.33086
0.512,-1.577054196,-15,1.34247
0.5125,-1.464270858,-15,1.35375
0.513,-1.354976199,-15,1.36468
0.5135,-1.249278081,-15,1.37526
0.514,-1.147280815,-15,1.38546
0.5145,-1.04908506,-15,1.39528
0.515,-0.9547877231,-15,1.40471
0.5155,-0.8644818644,-15,1.41374
0.516,-0.7782566049,-15,1.42236
0.5165,-0.6961970387,-15,1.43057
0.517,-0.6183841486,-15,1.43835
0.5175,-0.5448947264,-15,1.4457
0.518,-0.4758012975,-15,1.45261
0.5185,-0.4111720486,-15,1.45908
0.519,-0.3510707611,-15,1.46509
0.5195,-0.2955567477,-15,1.47064
0.52,-0.2446847939,-15,1.47573
0.5205,-0.1985051043,-15,1.48035
0.521,-0.1570632526,-15,1.48449
0.5215,-0.120400137,-15,1.48816
0.522,-0.08855193943,-15,1.49134
0.5225,-0.06155009034,-15,1.49404
0.523,-0.03942123726,-15,1.49626
0.5235,-0.02218721869,-15,1.49798
0.524,-0.009865042523,-15,1.49921
0.5245,-0.002466869256,-15,1.49995
0.525,0,-15,1.5002
0.5255,-0.002466869256,-15,1.49995
0.526,-0.009865042523,-15,1.49921
0.5265,-0.02218721869,-15,1.49798
0.527,-0.03942123726,-15,1.49626
0.5275,-0.06155009034,-15,1.49404
0.528,-0.08855193943,-15,1.49134
0.5285,-0.120400137,-15,1.48816
0.529,-0.1570632526,-15,1.48449
0.5295,-0.1985051043,-15,1.48035
0.53,-0.2446847939,-15,1.47573
0.5305,-0.2955567477,-15,1.47064
0.531,-0.3510707611,-15,1.46509
0.5315,-0.4111720486,-15,1.45908
0.532,-0.4758012975,-15,1.45261
0.5325,-0.5448947264,-15,1.4457
0.533,-0.6183841486,-15,1.43835
0.5335,-0.6961970387,-15,1.43057
0.534,-0.7782566049,-15,1.42236
0.5345,-0.8644818644,-15,1.41374
0.535,-0.9547877231,-15,1.40471
0.5355,-1.04908506,-15,1.39528
0.536,-1.147280815,-15,1.38546
0.5365,-1.249278081,-15,1.37526
0.537,-1.354976199,-15,1.36468
0.5375,-1.464270858,-15,1.35375
0.538,-1.577054196,-15,1.34247
0.5385,-1.693214911,-15,1.33086
0.539,-1.812638366,-15,1.31891
0.5395,-1.935206704,-15,1.30665
0.54,-2.060798965,-15,1.29409
0.5405,-2.189291205,-15,1.28124
0.541,-2.320556618,-15,1.26811
0.5415,-2.454465659,-15,1.25472
0.542,-2.590886178,-15,1.24108
0.5425,-2.729683543,-15,1.2272
0.543,-2.870720779,-15,1.21309
0.5435,-3.013858699,-15,1.19877
0.544,-3.158956042,-15,1.18426
0.5445,-3.305869616,-15,1.16957
0.545,-3.454454434,-15,1.15471
0.5455,-3.604563861,-15,1.1397
0.546,-3.756049758,-15,1.12454
0.5465,-3.908762625,-15,1.10927
0.547,-4.062551754,-15,1.09389
0.5475,-4.217265373,-15,1.07842
0.548,-4.372750799,-15,1.06287
0.5485,-4.528854586,-15,1.04725
0.549,-4.685422679,-15,1.0316
0.5495,-4.842300565,-15,1.01591
0.55,-4.999333422,-15,1.0002
0.5505,-5.15636628,-15,0.984495
0.551,-5.313244165,-15,0.968805
0.5515,-5.469812258,-15,0.953146
0.552,-5.625916046,-15,0.937533
0.5525,-5.781401472,-15,0.921983
0.553,-5.936115091,-15,0.906509
0.5535,-6.08990422,-15,0.891128
0.554,-6.242617087,-15,0.875855
0.5545,-6.394102983,-15,0.860704
0.555,-6.54421241,-15,0.845692
0.5555,-6.692797228,-15,0.830831
0.556,-6.839710802,-15,0.816138
0.5565,-6.984808145,-15,0.801626
0.557,-7.127946065,-15,0.78731
0.5575,-7.268983301,-15,0.773205
0.558,-7.407780666,-15,0.759323
0.5585,-7.544201185,-15,0.745679
0.559,-7.678110227,-15,0.732287
0.5595,-7.809375639,-15,0.719158
0.56,-7.937867879,-15,0.706307
0.5605,-8.06346014,-15,0.693746
0.561,-8.186028478,-15,0.681488
0.5615,-8.305451933,-15,0.669544
0.562,-8.421612648,-15,0.657926
0.5625,-8.534395986,-15,0.646647
0.563,-8.643690645,-15,0.635716
0.5635,-8.749388763,-15,0.625144
0.564,-8.851386029,-15,0.614943
0.5645,-8.949581784,-15,0.605122
0.565,-9.043879121,-15,0.595692
0.5655,-9.13418498,-15,0.58666
0.566,-9.220410239,-15,0.578036
0.5665,-9.302469806,-15,0.569829
0.567,-9.380282696,-15,0.562047
0.5675,-9.453772118,-15,0.554697
0.568,-9.522865547,-15,0.547786
0.5685,-9.587494796,-15,0.541323
0.569,-9.647596083,-15,0.535312
0.5695,-9.703110097,-15,0.52976
0.57,-9.753982051,-15,0.524672
0.5705,-9.80016174,-15,0.520053
0.571,-9.841603592,-15,0.515908
0.5715,-9.878266707,-15,0.512242
0.572,-9.910114905,-15,0.509056
0.5725,-9.937116754,-15,0.506356
0.573,-9.959245607,-15,0.504143
0.5735,-9.976479626,-15,0.502419
0.574,-9.988801802,-15,0.501187
0.5745,-9.996199975,-15,0.500447
0.575,-9.998666844,-15,0.5002
0.5755,-9.996199975,-15,0.500447
0.576,-9.988801802,-15,0.501187
0.5765,-9.976479626,-15,0.502419
0.577,-9.959245607,-15,0.504143
0.5775,-9.937116754,-15,0.506356
0.578,-9.910114905,-15,0.509056
0.5785,-9.878266707,-15,0.512242
0.579,-9.841603592,-15,0.515908
0.5795,-9.80016174,-15,0.520053
0.58,-9.753982051,-15,0.524672
0.5805,-9.703110097,-15,0.52976
0.581,-9.647596083,-15,0.535312
0.5815,-9.587494796,-15,0.541323
0.582,-9.522865547,-15,0.547786
0.5825,-9.453772118,-15,0.554697
0.583,-9.380282696,-15,0.562047
0.5835,-9.302469806,-15,0.569829
0.584,-9.220410239,-15,0.578036
0.5845,-9.13418498,-15,0.58666
0.585,-9.043879121,-15,0.595692
0.5855,-8.949581784,-15,0.605122
0.586,-8.851386029,-15,0.614943
0.5865,-8.749388763,-15,0.625144
0.587,-8.643690645,-15,0.635716
0.5875,-8.534395986,-15,0.646647
0.588,-8.421612648,-15,0.657926
0.5885,-8.305451933,-15,0.669544
0.589,-8.186028478,-15,0.681488
0.5895,-8.06346014,-15,0.693746
0.59,-7.937867879,-15,0.706307
0.5905,-7.809375639,-15,0.719158
0.591,-7.678110227,-15,0.732287
0.5915,-7.544201185,-15,0.745679
0.592,-7.407780666,-15,0.759323
0.5925,-7.268983301,-15,0.773205
0.593,-7.127946065,-15,0.78731
0.5935,-6.984808145,-15,0.801626
0.594,-6.839710802,-15,0.816138
0.5945,-6.692797228,-15,0.830831
0.595,-6.54421241,-15,0.845692
0.5955,-6.394102983,-15,0.860704
0.596,-6.242617087,-15,0.875855
0.5965,-6.08990422,-15,0.891128
0.597,-5.936115091,-15,0.906509
0.5975,-5.781401472,-15,0.921983
0.598,-5.625916046,-15,0.937533
0.5985,-5.469812258,-15,0.953146
0.599,-5.313244165,-15,0.968805
0.5995,-5.15636628,-15,0.984495
0.6,-4.999333422,-15,1.0002
0.6005,-4.842300565,-15,1.01591
0.601,-4.685422679,-15,1.0316
0.6015,-4.528854586,-15,1.04725
0.602,-4.372750799,-15,1.06287
0.6025,-4.217265373,-15,1.07842
0.603,-4.062551754,-15,1.09389
0.6035,-3.908762625,-15,1.10927
0.604,-3.756049758,-15,1.12454
0.6045,-3.604563861,-15,1.1397
0.605,-3.454454434,-15,1.15471
0.6055,-3.305869616,-15,1.16957
0.606,-3.158956042,-15,1.18426
0.6065,-3.013858699,-15,1.19877
0.607,-2.870720779,-15,1.21309
0.6075,-2.729683543,-15,1.2272
0.608,-2.590886178,-15,1.24108
0.6085,-2.454465659,-15,1.25472
0.609,-2.320556618,-15,1.26811
0.6095,-2.189291205,-15,1.28124
0.61,-2.060798965,-15,1.29409
0.6105,-1.935206704,-15,1.30665
0.611,-1.812638366,-15,1.31891
0.6115,-1.693214911,-15,1.33086
0.612,-1.577054196,-15,1.34247
0.6125,-1.464270858,-15,1.35375
0.613,-1.354976199,-15,1.36468
0.6135,-1.249278081,-15,1.37526
0.614,-1.147280815,-15,1.38546
0.6145,-1.04908506,-15,1.39528
0.615,-0.9547877231,-15,1.40471
0.6155,-0.8644818644,-15,1.41374
0.616,-0.7782566049,-15,1.42236
0.6165,-0.6961970387,-15,1.43057
0.617,-0.6183841486,-15,1.43835
0.6175,-0.5448947264,-15,1.4457
0.618,-0.4758012975,-15,1.45261
0.6185,-0.4111720486,-15,1.45908
0.619,-0.3510707611,-15,1.46509
0.6195,-0.2955567477,-15,1.47064
0.62,-0.2446847939,-15,1.47573
0.6205,-0.1985051043,-15,1.48035
0.621,-0.1570632526,-15,1.48449
0.6215,-0.120400137,-15,1.48816
0.622,-0.08855193943,-15,1.49134
0.6225,-0.06155009034,-15,1.49404
0.623,-0.03942123726,-15,1.49626
0.6235,-0.02218721869,-15,1.49798
0.624,-0.009865042523,-15,1.49921
0.6245,-0.002466869256,-15,1.49995
0.625,0,-15,1.5002
0.6255,-0.002466869256,-15,1.49995
0.626,-0.009865042523,-15,1.49921
0.6265,-0.02218721869,-15,1.49798
0.627,-0.03942123726,-15,1.49626
0.6275,-0.06155009034,-15,1.49404
0.628,-0.08855193943,-15,1.49134
0.6285,-0.120400137,-15,1.48816
0.629,-0.1570632526,-15,1.48449
0.6295,-0.1985051043,-15,1.48035
0.63,-0.2446847939,-15,1.47573
0.6305,-0.2955567477,-15,1.47064
0.631,-0.3510707611,-15,1.46509
0.6315,-0.4111720486,-15,1.45908
0.632,-0.4758012975,-15,1.45261
0.6325,-0.5448947264,-15,1.4457
0.633,-0.6183841486,-15,1.43835
0.6335,-0.6961970387,-15,1.43057
0.634,-0.7782566049,-15,1.42236
0.6345,-0.8644818644,-15,1.41374
0.635,-0.9547877231,-15,1.40471
0.6355,-1.04908506,-15,1.39528
0.636,-1.147280815,-15,1.38546
0.6365,-1.249278081,-15,1.37526
0.637,-1.354976199,-15,1.36468
0.6375,-1.464270858,-15,1.35375
0.638,-1.577054196,-15,1.34247
0.6385,-1.693214911,-15,1.33086
0.639,-1.812638366,-15,1.31891
0.6395,-1.935206704,-15,1.30665
0.64,-2.060798965,-15,1.29409
0.6405,-2.189291205,-15,1.28124
0.641,-2.320556618,-15,1.26811
0.6415,-2.454465659,-15,1.25472
0.642,-2.590886178,-15,1.24108
0.6425,-2.729683543,-15,1.2272
0.643,-2.870720779,-15,1.21309
0.6435,-3.013858699,-15,1.19877
0.644,-3.158956042,-15,1.18426
0.6445,-3.305869616,-15,1.16957
0.645,-3.454454434,-15,1.15471
0.6455,-3.604563861,-15,1.1397
0.646,-3.756049758,-15,1.12454
0.6465,-3.908762625,-15,1.10927
0.647,-4.062551754,-15,1.09389
0.6475,-4.217265373,-15,1.07842
0.648,-4.372750799,-15,1.06287
0.6485,-4.528854586,-15,1.04725
0.649,-4.685422679,-15,1.0316
0.6495,-4.842300565,-15,1.01591
0.65,-4.999333422,-15,1.0002
0.6505,-5.15636628,-15,0.984495
0.651,-5.313244165,-15,0.968805
0.6515,-5.469812258,-15,0.953146
0.652,-5.625916046,-15,0.937533
0.6525,-5.781401472,-15,0.921983
0.653,-5.936115091,-15,0.906509
0.6535,-6.08990422,-15,0.891128
0.654,-6.242617087,-15,0.875855
0.6545,-6.394102983,-15,0.860704
0.655,-6.54421241,-15,0.845692
0.6555,-6.692797228,-15,0.830831
0.656,-6.839710802,-15,0.816138
0.6565,-6.984808145,-15,0.801626
0.657,-7.127946065,-15,0.78731
0.6575,-7.268983301,-15,0.773205
0.658,-7.407780666,-15,0.759323
0.6585,-7.544201185,-15,0.745679
0.659,-7.678110227,-15,0.732287
0.6595,-7.809375639,-15,0.719158
0.66,-7.937867879,-15,0.706307
0.6605,-8.06346014,-15,0.693746
0.661,-8.186028478,-15,0.681488
0.6615,-8.305451933,-15,0.669544
0.662,-8.421612648,-15,0.657926
0.6625,-8.534395986,-15,0.646647
0.663,-8.643690645,-15,0.635716
0.6635,-8.749388763,-15,0.625144
0.664,-8.851386029,-15,0.614943
0.6645,-8.949581784,-15,0.605122
0.665,-9.043879121,-15,0.595692
0.6655,-9.13418498,-15,0.58666
0.666,-9.220410239,-15,0.578036
0.6665,-9.302469806,-15,0.569829
0.667,-9.380282696,-15,0.562047
0.6675,-9.453772118,-15,0.554697
0.668,-9.522865547,-15,0.547786
0.6685,-9.587494796,-15,0.541323
0.669,-9.647596083,-15,0.535312
0.6695,-9.703110097,-15,0.52976
0.67,-9.753982051,-15,0.524672
0.6705,-9.80016174,-15,0.520053
0.671,-9.841603592,-15,0.515908
0.6715,-9.878266707,-15,0.512242
0.672,-9.910114905,-15,0.509056
0.6725,-9.937116754,-15,0.506356
0.673,-9.959245607,-15,0.504143
0.6735,-9.976479626,-15,0.502419
0.674,-9.988801802,-15,0.501187
0.6745,-9.996199975,-15,0.500447
0.675,-9.998666844,-15,0.5002
0.6755,-9.996199975,-15,0.500447
0.676,-9.988801802,-15,0.501187
0.6765,-9.976479626,-15,0.502419
0.677,-9.959245607,-15,0.504143
0.6775,-9.937116754,-15,0.506356
0.678,-9.910114905,-15,0.509056
0.6785,-9.878266707,-15,0.512242
0.679,-9.841603592,-15,0.515908
0.6795,-9.80016174,-15,0.520053
0.68,-9.753982051,-15,0.524672
0.6805,-9.703110097,-15,0.52976
0.681,-9.647596083,-15,0.535312
0.6815,-9.587494796,-15,0.541323
0.682,-9.522865547,-15,0.547786
0.6825,-9.453772118,-15,0.554697
0.683,-9.380282696,-15,0.562047
0.6835,-9.302469806,-15,0.569829
0.684,-9.220410239,-15,0.578036
0.6845,-9.13418498,-15,0.58666
0.685,-9.043879121,-15,0.595692
0.6855,-8.949581784,-15,0.605122
0.686,-8.851386029,-15,0.614943
0.6865,-8.749388763,-15,0.625144
0.687,-8.643690645,-15,0.635716
0.6875,-8.534395986,-15,0.646647
0.688,-8.421612648,-15,0.657926
0.6885,-8.305451933,-15,0.669544
0.689,-8.186028478,-15,0.681488
0.6895,-8.06346014,-15,0.693746
0.69,-7.937867879,-15,0.706307
0.6905,-7.809375639,-15,0.719158
0.691,-7.678110227,-15,0.732287
0.6915,-7.544201185,-15,0.745679
0.692,-7.407780666,-15,0.759323
0.6925,-7.268983301,-15,0.773205
0.693,-7.127946065,-15,0.78731
0.6935,-6.984808145,-15,0.801626
0.694,-6.839710802,-15,0.816138
0.6945,-6.692797228,-15,0.830831
0.695,-6.54421241,-15,0.845692
0.6955,-6.394102983,-15,0.860704
0.696,-6.242617087,-15,0.875855
0.6965,-6.08990422,-15,0.891128
0.697,-5.936115091,-15,0.906509
0.6975,-5.781401472,-15,0.921983
0.698,-5.625916046,-15,0.937533
0.6985,-5.469812258,-15,0.953146
0.699,-5.313244165,-15,0.968805
0.6995,-5.15636628,-15,0.984495
0.7,-4.999333422,-15,1.0002
0.7005,-4.842300565,-15,1.01591
0.701,-4.685422679,-15,1.0316
0.7015,-4.528854586,-15,1.04725
0.702,-4.372750799,-15,1.06287
0.7025,-4.217265373,-15,1.07842
0.703,-4.062551754,-15,1.09389
0.7035,-3.908762625,-15,1.10927
0.704,-3.756049758,-15,1.12454
0.7045,-3.604563861,-15,1.1397
0.705,-3.454454434,-15,1.15471
0.7055,-3.305869616,-15,1.16957
0.706,-3.158956042,-15,1.18426
