time,cosFM.phi,sinFM.phi,cosAM.phi,sinAM.phi,sine.phi
0.3002,233.8102665,233.8102665,188.6212229,188.6212229,188.6212229
0.3003,233.8545565,233.8545565,188.6840548,188.6840548,188.6840548
0.3004,233.8988147,233.8988147,188.7468866,188.7468866,188.7468866
0.3005,233.943041,233.943041,188.8097185,188.8097185,188.8097185
0.3006,233.9872355,233.9872355,188.8725503,188.8725503,188.8725503
0.3007,234.0313982,234.0313982,188.9353822,188.9353822,188.9353822
0.3008,234.0755292,234.0755292,188.998214,188.998214,188.998214
0.3009,234.1196284,234.1196284,189.0610459,189.0610459,189.0610459
0.301,234.1636959,234.1636959,189.1238777,189.1238777,189.1238777
0.3011,234.2077317,234.2077317,189.1867096,189.1867096,189.1867096
0.3012,234.2517359,234.2517359,189.2495415,189.2495415,189.2495415
0.3013,234.2957085,234.2957085,189.3123733,189.3123733,189.3123733
0.3014,234.3396496,234.3396496,189.3752052,189.3752052,189.3752052
0.3015,234.383559,234.383559,189.438037,189.438037,189.438037
0.3016,234.4274369,234.4274369,189.5008689,189.5008689,189.5008689
0.3017,234.4712834,234.4712834,189.5637007,189.5637007,189.5637007
0.3018,234.5150983,234.5150983,189.6265326,189.6265326,189.6265326
0.3019,234.5588819,234.5588819,189.6893644,189.6893644,189.6893644
0.302,234.602634,234.602634,189.7521963,189.7521963,189.7521963
0.3021,234.6463548,234.6463548,189.8150281,189.8150281,189.8150281
0.3022,234.6900442,234.6900442,189.87786,189.87786,189.87786
0.3023,234.7337023,234.7337023,189.9406918,189.9406918,189.9406918
0.3024,234.7773291,234.7773291,190.0035237,190.0035237,190.0035237
0.3025,234.8209246,234.8209246,190.0663555,190.0663555,190.0663555
0.3026,234.8644889,234.8644889,190.1291874,190.1291874,190.1291874
0.3027,234.908022,234.908022,190.1920192,190.1920192,190.1920192
0.3028,234.951524,234.951524,190.2548511,190.2548511,190.2548511
0.3029,234.9949948,234.9949948,190.317683,190.317683,190.317683
0.303,235.0384345,235.0384345,190.3805148,190.3805148,190.3805148
0.3031,235.0818432,235.0818432,190.4433467,190.4433467,190.4433467
0.3032,235.1252207,235.1252207,190.5061785,190.5061785,190.5061785
0.3033,235.1685673,235.1685673,190.5690104,190.5690104,190.5690104
0.3034,235.2118829,235.2118829,190.6318422,190.6318422,190.6318422
0.3035,235.2551675,235.2551675,190.6946741,190.6946741,190.6946741
0.3036,235.2984213,235.2984213,190.7575059,190.7575059,190.7575059
0.3037,235.3416441,235.3416441,190.8203378,190.8203378,190.8203378
0.3038,235.384836,235.384836,190.8831696,190.8831696,190.8831696
0.3039,235.4279971,235.4279971,190.9460015,190.9460015,190.9460015
0.304,235.4711275,235.4711275,191.0088333,191.0088333,191.0088333
0.3041,235.514227,235.514227,191.0716652,191.0716652,191.0716652
0.3042,235.5572958,235.5572958,191.134497,191.134497,191.134497
0.3043,235.6003339,235.6003339,191.1973289,191.1973289,191.1973289
0.3044,235.6433413,235.6433413,191.2601608,191.2601608,191.2601608
0.3045,235.6863181,235.6863181,191.3229926,191.3229926,191.3229926
0.3046,235.7292643,235.7292643,191.3858245,191.3858245,191.3858245
0.3047,235.7721798,235.7721798,191.4486563,191.4486563,191.4486563
0.3048,235.8150649,235.8150649,191.5114882,191.5114882,191.5114882
0.3049,235.8579193,235.8579193,191.57432,191.57432,191.57432
0.305,235.9007434,235.9007434,191.6371519,191.6371519,191.6371519
0.3051,235.9435369,235.9435369,191.6999837,191.6999837,191.6999837
0.3052,235.9863,235.9863,191.7628156,191.7628156,191.7628156
0.3053,236.0290327,236.0290327,191.8256474,191.8256474,191.8256474
0.3054,236.0717351,236.0717351,191.8884793,191.8884793,191.8884793
0.3055,236.1144071,236.1144071,191.9513111,191.9513111,191.9513111
0.3056,236.1570488,236.1570488,192.014143,192.014143,192.014143
0.3057,236.1996603,236.1996603,192.0769748,192.0769748,192.0769748
0.3058,236.2422415,236.2422415,192.1398067,192.1398067,192.1398067
0.3059,236.2847924,236.2847924,192.2026385,192.2026385,192.2026385
0.306,236.3273133,236.3273133,192.2654704,192.2654704,192.2654704
0.3061,236.3698039,236.3698039,192.3283023,192.3283023,192.3283023
0.3062,236.4122645,236.4122645,192.3911341,192.3911341,192.3911341
0.3063,236.454695,236.454695,192.453966,192.453966,192.453966
0.3064,236.4970954,236.4970954,192.5167978,192.5167978,192.5167978
0.3065,236.5394658,236.5394658,192.5796297,192.5796297,192.5796297
0.3066,236.5818063,236.5818063,192.6424615,192.6424615,192.6424615
0.3067,236.6241167,236.6241167,192.7052934,192.7052934,192.7052934
0.3068,236.6663973,236.6663973,192.7681252,192.7681252,192.7681252
0.3069,236.708648,236.708648,192.8309571,192.8309571,192.8309571
0.307,236.7508688,236.7508688,192.8937889,192.8937889,192.8937889
0.3071,236.7930598,236.7930598,192.9566208,192.9566208,192.9566208
0.3072,236.835221,236.835221,193.0194526,193.0194526,193.0194526
0.3073,236.8773524,236.8773524,193.0822845,193.0822845,193.0822845
0.3074,236.9194541,236.9194541,193.1451163,193.1451163,193.1451163
0.3075,236.9615261,236.9615261,193.2079482,193.2079482,193.2079482
0.3076,237.0035685,237.0035685,193.27078,193.27078,193.27078
0.3077,237.0455812,237.0455812,193.3336119,193.3336119,193.3336119
0.3078,237.0875644,237.0875644,193.3964438,193.3964438,193.3964438
0.3079,237.1295179,237.1295179,193.4592756,193.4592756,193.4592756
0.308,237.171442,237.171442,193.5221075,193.5221075,193.5221075
0.3081,237.2133365,237.2133365,193.5849393,193.5849393,193.5849393
0.3082,237.2552016,237.2552016,193.6477712,193.6477712,193.6477712
0.3083,237.2970372,237.2970372,193.710603,193.710603,193.710603
0.3084,237.3388435,237.3388435,193.7734349,193.7734349,193.7734349
0.3085,237.3806204,237.3806204,193.8362667,193.8362667,193.8362667
0.3086,237.4223679,237.4223679,193.8990986,193.8990986,193.8990986
0.3087,237.4640862,237.4640862,193.9619304,193.9619304,193.9619304
0.3088,237.5057752,237.5057752,194.0247623,194.0247623,194.0247623
0.3089,237.5474349,237.5474349,194.0875941,194.0875941,194.0875941
0.309,237.5890655,237.5890655,194.150426,194.150426,194.150426
0.3091,237.6306669,237.6306669,194.2132578,194.2132578,194.2132578
0.3092,237.6722391,237.6722391,194.2760897,194.2760897,194.2760897
0.3093,237.7137823,237.7137823,194.3389216,194.3389216,194.3389216
0.3094,237.7552964,237.7552964,194.4017534,194.4017534,194.4017534
0.3095,237.7967814,237.7967814,194.4645853,194.4645853,194.4645853
0.3096,237.8382375,237.8382375,194.5274171,194.5274171,194.5274171
0.3097,237.8796646,237.8796646,194.590249,194.590249,194.590249
0.3098,237.9210627,237.9210627,194.6530808,194.6530808,194.6530808
0.3099,237.962432,237.962432,194.7159127,194.7159127,194.7159127
0.31,238.0037724,238.0037724,194.7787445,194.7787445,194.7787445
0.3101,238.045084,238.045084,194.8415764,194.8415764,194.8415764
0.3102,238.0863668,238.0863668,194.9044082,194.9044082,194.9044082
0.3103,238.1276208,238.1276208,194.9672401,194.9672401,194.9672401
0.3104,238.1688461,238.1688461,195.0300719,195.0300719,195.0300719
0.3105,238.2100427,238.2100427,195.0929038,195.0929038,195.0929038
0.3106,238.2512106,238.2512106,195.1557356,195.1557356,195.1557356
0.3107,238.2923499,238.2923499,195.2185675,195.2185675,195.2185675
0.3108,238.3334606,238.3334606,195.2813993,195.2813993,195.2813993
0.3109,238.3745428,238.3745428,195.3442312,195.3442312,195.3442312
0.311,238.4155964,238.4155964,195.4070631,195.4070631,195.4070631
0.3111,238.4566216,238.4566216,195.4698949,195.4698949,195.4698949
0.3112,238.4976183,238.4976183,195.5327268,195.5327268,195.5327268
0.3113,238.5385866,238.5385866,195.5955586,195.5955586,195.5955586
0.3114,238.5795265,238.5795265,195.6583905,195.6583905,195.6583905
0.3115,238.620438,238.620438,195.7212223,195.7212223,195.7212223
0.3116,238.6613213,238.6613213,195.7840542,195.7840542,195.7840542
0.3117,238.7021762,238.7021762,195.846886,195.846886,195.846886
0.3118,238.7430029,238.7430029,195.9097179,195.9097179,195.9097179
0.3119,238.7838014,238.7838014,195.9725497,195.9725497,195.9725497
0.312,238.8245717,238.8245717,196.0353816,196.0353816,196.0353816
0.3121,238.8653139,238.8653139,196.0982134,196.0982134,196.0982134
0.3122,238.906028,238.906028,196.1610453,196.1610453,196.1610453
0.3123,238.946714,238.946714,196.2238771,196.2238771,196.2238771
0.3124,238.9873719,238.9873719,196.286709,196.286709,196.286709
0.3125,239.0280019,239.0280019,196.3495408,196.3495408,196.3495408
0.3126,239.0686039,239.0686039,196.4123727,196.4123727,196.4123727
0.3127,239.109178,239.109178,196.4752046,196.4752046,196.4752046
0.3128,239.1497242,239.1497242,196.5380364,196.5380364,196.5380364
0.3129,239.1902425,239.1902425,196.6008683,196.6008683,196.6008683
0.313,239.230733,239.230733,196.6637001,196.6637001,196.6637001
0.3131,239.2711957,239.2711957,196.726532,196.726532,196.726532
0.3132,239.3116306,239.3116306,196.7893638,196.7893638,196.7893638
0.3133,239.3520378,239.3520378,196.8521957,196.8521957,196.8521957
0.3134,239.3924174,239.3924174,196.9150275,196.9150275,196.9150275
0.3135,239.4327693,239.4327693,196.9778594,196.9778594,196.9778594
0.3136,239.4730936,239.4730936,197.0406912,197.0406912,197.0406912
0.3137,239.5133903,239.5133903,197.1035231,197.1035231,197.1035231
0.3138,239.5536595,239.5536595,197.1663549,197.1663549,197.1663549
0.3139,239.5939011,239.5939011,197.2291868,197.2291868,197.2291868
0.314,239.6341153,239.6341153,197.2920186,197.2920186,197.2920186
0.3141,239.6743021,239.6743021,197.3548505,197.3548505,197.3548505
0.3142,239.7144615,239.7144615,197.4176824,197.4176824,197.4176824
0.3143,239.7545935,239.7545935,197.4805142,197.4805142,197.4805142
0.3144,239.7946982,239.7946982,197.5433461,197.5433461,197.5433461
0.3145,239.8347756,239.8347756,197.6061779,197.6061779,197.6061779
0.3146,239.8748258,239.8748258,197.6690098,197.6690098,197.6690098
0.3147,239.9148487,239.9148487,197.7318416,197.7318416,197.7318416
0.3148,239.9548445,239.9548445,197.7946735,197.7946735,197.7946735
0.3149,239.9948131,239.9948131,197.8575053,197.8575053,197.8575053
0.315,240.0347546,240.0347546,197.9203372,197.9203372,197.9203372
0.3151,240.0746691,240.0746691,197.983169,197.983169,197.983169
0.3152,240.1145565,240.1145565,198.0460009,198.0460009,198.0460009
0.3153,240.1544169,240.1544169,198.1088327,198.1088327,198.1088327
0.3154,240.1942504,240.1942504,198.1716646,198.1716646,198.1716646
0.3155,240.2340569,240.2340569,198.2344964,198.2344964,198.2344964
0.3156,240.2738365,240.2738365,198.2973283,198.2973283,198.2973283
0.3157,240.3135893,240.3135893,198.3601601,198.3601601,198.3601601
0.3158,240.3533153,240.3533153,198.422992,198.422992,198.422992
0.3159,240.3930145,240.3930145,198.4858239,198.4858239,198.4858239
0.316,240.432687,240.432687,198.5486557,198.5486557,198.5486557
0.3161,240.4723328,240.4723328,198.6114876,198.6114876,198.6114876
0.3162,240.5119519,240.5119519,198.6743194,198.6743194,198.6743194
0.3163,240.5515444,240.5515444,198.7371513,198.7371513,198.7371513
0.3164,240.5911103,240.5911103,198.7999831,198.7999831,198.7999831
0.3165,240.6306496,240.6306496,198.862815,198.862815,198.862815
0.3166,240.6701624,240.6701624,198.9256468,198.9256468,198.9256468
0.3167,240.7096488,240.7096488,198.9884787,198.9884787,198.9884787
0.3168,240.7491087,240.7491087,199.0513105,199.0513105,199.0513105
0.3169,240.7885422,240.7885422,199.1141424,199.1141424,199.1141424
0.317,240.8279493,240.8279493,199.1769742,199.1769742,199.1769742
0.3171,240.8673301,240.8673301,199.2398061,199.2398061,199.2398061
0.3172,240.9066846,240.9066846,199.3026379,199.3026379,199.3026379
0.3173,240.9460129,240.9460129,199.3654698,199.3654698,199.3654698
0.3174,240.9853149,240.9853149,199.4283016,199.4283016,199.4283016
0.3175,241.0245908,241.0245908,199.4911335,199.4911335,199.4911335
0.3176,241.0638405,241.0638405,199.5539654,199.5539654,199.5539654
0.3177,241.1030641,241.1030641,199.6167972,199.6167972,199.6167972
0.3178,241.1422617,241.1422617,199.6796291,199.6796291,199.6796291
0.3179,241.1814332,241.1814332,199.7424609,199.7424609,199.7424609
0.318,241.2205788,241.2205788,199.8052928,199.8052928,199.8052928
0.3181,241.2596983,241.2596983,199.8681246,199.8681246,199.8681246
0.3182,241.298792,241.298792,199.9309565,199.9309565,199.9309565
0.3183,241.3378598,241.3378598,199.9937883,199.9937883,199.9937883
0.3184,241.3769018,241.3769018,200.0566202,200.0566202,200.0566202
0.3185,241.415918,241.415918,200.119452,200.119452,200.119452
0.3186,241.4549084,241.4549084,200.1822839,200.1822839,200.1822839
0.3187,241.4938731,241.4938731,200.2451157,200.2451157,200.2451157
0.3188,241.5328121,241.5328121,200.3079476,200.3079476,200.3079476
0.3189,241.5717254,241.5717254,200.3707794,200.3707794,200.3707794
0.319,241.6106132,241.6106132,200.4336113,200.4336113,200.4336113
0.3191,241.6494754,241.6494754,200.4964432,200.4964432,200.4964432
0.3192,241.688312,241.688312,200.559275,200.559275,200.559275
0.3193,241.7271232,241.7271232,200.6221069,200.6221069,200.6221069
0.3194,241.7659089,241.7659089,200.6849387,200.6849387,200.6849387
0.3195,241.8046692,241.8046692,200.7477706,200.7477706,200.7477706
0.3196,241.8434042,241.8434042,200.8106024,200.8106024,200.8106024
0.3197,241.8821137,241.8821137,200.8734343,200.8734343,200.8734343
0.3198,241.920798,241.920798,200.9362661,200.9362661,200.9362661
0.3199,241.9594571,241.9594571,200.999098,200.999098,200.999098
0.32,241.9980909,241.9980909,201.0619298,201.0619298,201.0619298
0.3201,242.0366996,242.0366996,201.1247617,201.1247617,201.1247617
0.3202,242.0752831,242.0752831,201.1875935,201.1875935,201.1875935
0.3203,242.1138415,242.1138415,201.2504254,201.2504254,201.2504254
0.3204,242.1523748,242.1523748,201.3132572,201.3132572,201.3132572
0.3205,242.1908831,242.1908831,201.3760891,201.3760891,201.3760891
0.3206,242.2293665,242.2293665,201.4389209,201.4389209,201.4389209
0.3207,242.2678249,242.2678249,201.5017528,201.5017528,201.5017528
0.3208,242.3062583,242.3062583,201.5645847,201.5645847,201.5645847
0.3209,242.344667,242.344667,201.6274165,201.6274165,201.6274165
0.321,242.3830508,242.3830508,201.6902484,201.6902484,201.6902484
0.3211,242.4214098,242.4214098,201.7530802,201.7530802,201.7530802
0.3212,242.459744,242.459744,201.8159121,201.8159121,201.8159121
0.3213,242.4980536,242.4980536,201.8787439,201.8787439,201.8787439
0.3214,242.5363385,242.5363385,201.9415758,201.9415758,201.9415758
0.3215,242.5745988,242.5745988,202.0044076,202.0044076,202.0044076
0.3216,242.6128345,242.6128345,202.0672395,202.0672395,202.0672395
0.3217,242.6510456,242.6510456,202.1300713,202.1300713,202.1300713
0.3218,242.6892322,242.6892322,202.1929032,202.1929032,202.1929032
0.3219,242.7273944,242.7273944,202.255735,202.255735,202.255735
0.322,242.7655321,242.7655321,202.3185669,202.3185669,202.3185669
0.3221,242.8036455,242.8036455,202.3813987,202.3813987,202.3813987
0.3222,242.8417345,242.8417345,202.4442306,202.4442306,202.4442306
0.3223,242.8797992,242.8797992,202.5070625,202.5070625,202.5070625
0.3224,242.9178396,242.9178396,202.5698943,202.5698943,202.5698943
0.3225,242.9558558,242.9558558,202.6327262,202.6327262,202.6327262
0.3226,242.9938478,242.9938478,202.695558,202.695558,202.695558
0.3227,243.0318157,243.0318157,202.7583899,202.7583899,202.7583899
0.3228,243.0697594,243.0697594,202.8212217,202.8212217,202.8212217
0.3229,243.1076791,243.1076791,202.8840536,202.8840536,202.8840536
0.323,243.1455748,243.1455748,202.9468854,202.9468854,202.9468854
0.3231,243.1834465,243.1834465,203.0097173,203.0097173,203.0097173
0.3232,243.2212943,243.2212943,203.0725491,203.0725491,203.0725491
0.3233,243.2591181,243.2591181,203.135381,203.135381,203.135381
0.3234,243.2969181,243.2969181,203.1982128,203.1982128,203.1982128
0.3235,243.3346943,243.3346943,203.2610447,203.2610447,203.2610447
0.3236,243.3724467,243.3724467,203.3238765,203.3238765,203.3238765
0.3237,243.4101753,243.4101753,203.3867084,203.3867084,203.3867084
0.3238,243.4478803,243.4478803,203.4495402,203.4495402,203.4495402
0.3239,243.4855616,243.4855616,203.5123721,203.5123721,203.5123721
0.324,243.5232193,243.5232193,203.575204,203.575204,203.575204
0.3241,243.5608534,243.5608534,203.6380358,203.6380358,203.6380358
0.3242,243.598464,243.598464,203.7008677,203.7008677,203.7008677
0.3243,243.6360511,243.6360511,203.7636995,203.7636995,203.7636995
0.3244,243.6736147,243.6736147,203.8265314,203.8265314,203.8265314
0.3245,243.711155,243.711155,203.8893632,203.8893632,203.8893632
0.3246,243.7486718,243.7486718,203.9521951,203.9521951,203.9521951
0.3247,243.7861654,243.7861654,204.0150269,204.0150269,204.0150269
0.3248,243.8236356,243.8236356,204.0778588,204.0778588,204.0778588
0.3249,243.8610826,243.8610826,204.1406906,204.1406906,204.1406906
0.325,243.8985064,243.8985064,204.2035225,204.2035225,204.2035225
0.3251,243.9359071,243.9359071,204.2663543,204.2663543,204.2663543
0.3252,243.9732846,243.9732846,204.3291862,204.3291862,204.3291862
0.3253,244.0106391,244.0106391,204.392018,204.392018,204.392018
0.3254,244.0479705,244.0479705,204.4548499,204.4548499,204.4548499
0.3255,244.0852789,244.0852789,204.5176817,204.5176817,204.5176817
0.3256,244.1225644,244.1225644,204.5805136,204.5805136,204.5805136
0.3257,244.159827,244.159827,204.6433455,204.6433455,204.6433455
0.3258,244.1970667,244.1970667,204.7061773,204.7061773,204.7061773
0.3259,244.2342836,244.2342836,204.7690092,204.7690092,204.7690092
0.326,244.2714777,244.2714777,204.831841,204.831841,204.831841
0.3261,244.3086491,244.3086491,204.8946729,204.8946729,204.8946729
0.3262,244.3457977,244.3457977,204.9575047,204.9575047,204.9575047
0.3263,244.3829237,244.3829237,205.0203366,205.0203366,205.0203366
0.3264,244.4200271,244.4200271,205.0831684,205.0831684,205.0831684
0.3265,244.4571079,244.4571079,205.1460003,205.1460003,205.1460003
0.3266,244.4941662,244.4941662,205.2088321,205.2088321,205.2088321
0.3267,244.5312021,244.5312021,205.271664,205.271664,205.271664
0.3268,244.5682154,244.5682154,205.3344958,205.3344958,205.3344958
0.3269,244.6052064,244.6052064,205.3973277,205.3973277,205.3973277
0.327,244.642175,244.642175,205.4601595,205.4601595,205.4601595
0.3271,244.6791213,244.6791213,205.5229914,205.5229914,205.5229914
0.3272,244.7160453,244.7160453,205.5858233,205.5858233,205.5858233
0.3273,244.7529471,244.7529471,205.6486551,205.6486551,205.6486551
0.3274,244.7898267,244.7898267,205.711487,205.711487,205.711487
0.3275,244.8266842,244.8266842,205.7743188,205.7743188,205.7743188
0.3276,244.8635195,244.8635195,205.8371507,205.8371507,205.8371507
0.3277,244.9003328,244.9003328,205.8999825,205.8999825,205.8999825
0.3278,244.9371241,244.9371241,205.9628144,205.9628144,205.9628144
0.3279,244.9738934,244.9738934,206.0256462,206.0256462,206.0256462
0.328,245.0106408,245.0106408,206.0884781,206.0884781,206.0884781
0.3281,245.0473663,245.0473663,206.1513099,206.1513099,206.1513099
0.3282,245.08407,245.08407,206.2141418,206.2141418,206.2141418
0.3283,245.1207519,245.1207519,206.2769736,206.2769736,206.2769736
0.3284,245.157412,245.157412,206.3398055,206.3398055,206.3398055
0.3285,245.1940504,245.1940504,206.4026373,206.4026373,206.4026373
0.3286,245.2306671,245.2306671,206.4654692,206.4654692,206.4654692
0.3287,245.2672622,245.2672622,206.528301,206.528301,206.528301
0.3288,245.3038357,245.3038357,206.5911329,206.5911329,206.5911329
0.3289,245.3403877,245.3403877,206.6539648,206.6539648,206.6539648
0.329,245.3769182,245.3769182,206.7167966,206.7167966,206.7167966
0.3291,245.4134272,245.4134272,206.7796285,206.7796285,206.7796285
0.3292,245.4499148,245.4499148,206.8424603,206.8424603,206.8424603
0.3293,245.4863811,245.4863811,206.9052922,206.9052922,206.9052922
0.3294,245.5228261,245.5228261,206.968124,206.968124,206.968124
0.3295,245.5592497,245.5592497,207.0309559,207.0309559,207.0309559
0.3296,245.5956522,245.5956522,207.0937877,207.0937877,207.0937877
0.3297,245.6320334,245.6320334,207.1566196,207.1566196,207.1566196
0.3298,245.6683958,245.6683958,207.2194514,207.2194514,207.2194514
0.3299,245.7047376,245.7047376,207.2822833,207.2822833,207.2822833
0.33,245.7410581,245.7410581,207.3451151,207.3451151,207.3451151
0.3301,245.7773573,245.7773573,207.407947,207.407947,207.407947
0.3302,245.8136352,245.8136352,207.4707788,207.4707788,207.4707788
0.3303,245.8498918,245.8498918,207.5336107,207.5336107,207.5336107
0.3304,245.8861273,245.8861273,207.5964425,207.5964425,207.5964425
0.3305,245.9223416,245.9223416,207.6592744,207.6592744,207.6592744
0.3306,245.9585348,245.9585348,207.7221063,207.7221063,207.7221063
0.3307,245.994707,245.994707,207.7849381,207.7849381,207.7849381
0.3308,246.0308582,246.0308582,207.84777,207.84777,207.84777
0.3309,246.0669883,246.0669883,207.9106018,207.9106018,207.9106018
0.331,246.1030976,246.1030976,207.9734337,207.9734337,207.9734337
0.3311,246.139186,246.139186,208.0362655,208.0362655,208.0362655
0.3312,246.1752536,246.1752536,208.0990974,208.0990974,208.0990974
0.3313,246.2113004,246.2113004,208.1619292,208.1619292,208.1619292
0.3314,246.2473264,246.2473264,208.2247611,208.2247611,208.2247611
0.3315,246.2833318,246.2833318,208.2875929,208.2875929,208.2875929
0.3316,246.3193165,246.3193165,208.3504248,208.3504248,208.3504248
0.3317,246.3552806,246.3552806,208.4132566,208.4132566,208.4132566
0.3318,246.3912241,246.3912241,208.4760885,208.4760885,208.4760885
0.3319,246.4271471,246.4271471,208.5389203,208.5389203,208.5389203
0.332,246.4630497,246.4630497,208.6017522,208.6017522,208.6017522
0.3321,246.4989318,246.4989318,208.6645841,208.6645841,208.6645841
0.3322,246.5347936,246.5347936,208.7274159,208.7274159,208.7274159
0.3323,246.570635,246.570635,208.7902478,208.7902478,208.7902478
0.3324,246.6064562,246.6064562,208.8530796,208.8530796,208.8530796
0.3325,246.6422571,246.6422571,208.9159115,208.9159115,208.9159115
0.3326,246.6780378,246.6780378,208.9787433,208.9787433,208.9787433
0.3327,246.7137983,246.7137983,209.0415752,209.0415752,209.0415752
0.3328,246.7495387,246.7495387,209.104407,209.104407,209.104407
0.3329,246.7852591,246.7852591,209.1672389,209.1672389,209.1672389
0.333,246.8209595,246.8209595,209.2300707,209.2300707,209.2300707
0.3331,246.8566399,246.8566399,209.2929026,209.2929026,209.2929026
0.3332,246.8923003,246.8923003,209.3557344,209.3557344,209.3557344
0.3333,246.9279409,246.9279409,209.4185663,209.4185663,209.4185663
0.3334,246.9635617,246.9635617,209.4813981,209.4813981,209.4813981
0.3335,246.9991626,246.9991626,209.54423,209.54423,209.54423
0.3336,247.0347439,247.0347439,209.6070618,209.6070618,209.6070618
0.3337,247.0703054,247.0703054,209.6698937,209.6698937,209.6698937
0.3338,247.1058472,247.1058472,209.7327256,209.7327256,209.7327256
0.3339,247.1413695,247.1413695,209.7955574,209.7955574,209.7955574
0.334,247.1768722,247.1768722,209.8583893,209.8583893,209.8583893
0.3341,247.2123553,247.2123553,209.9212211,209.9212211,209.9212211
0.3342,247.247819,247.247819,209.984053,209.984053,209.984053
0.3343,247.2832633,247.2832633,210.0468848,210.0468848,210.0468848
0.3344,247.3186882,247.3186882,210.1097167,210.1097167,210.1097167
0.3345,247.3540938,247.3540938,210.1725485,210.1725485,210.1725485
0.3346,247.38948,247.38948,210.2353804,210.2353804,210.2353804
0.3347,247.424847,247.424847,210.2982122,210.2982122,210.2982122
0.3348,247.4601949,247.4601949,210.3610441,210.3610441,210.3610441
0.3349,247.4955235,247.4955235,210.4238759,210.4238759,210.4238759
0.335,247.5308331,247.5308331,210.4867078,210.4867078,210.4867078
0.3351,247.5661236,247.5661236,210.5495396,210.5495396,210.5495396
0.3352,247.601395,247.601395,210.6123715,210.6123715,210.6123715
0.3353,247.6366475,247.6366475,210.6752033,210.6752033,210.6752033
0.3354,247.6718811,247.6718811,210.7380352,210.7380352,210.7380352
0.3355,247.7070958,247.7070958,210.8008671,210.8008671,210.8008671
0.3356,247.7422916,247.7422916,210.8636989,210.8636989,210.8636989
0.3357,247.7774687,247.7774687,210.9265308,210.9265308,210.9265308
0.3358,247.812627,247.812627,210.9893626,210.9893626,210.9893626
0.3359,247.8477666,247.8477666,211.0521945,211.0521945,211.0521945
0.336,247.8828876,247.8828876,211.1150263,211.1150263,211.1150263
0.3361,247.9179899,247.9179899,211.1778582,211.1778582,211.1778582
0.3362,247.9530737,247.9530737,211.24069,211.24069,211.24069
0.3363,247.988139,247.988139,211.3035219,211.3035219,211.3035219
0.3364,248.0231858,248.0231858,211.3663537,211.3663537,211.3663537
0.3365,248.0582142,248.0582142,211.4291856,211.4291856,211.4291856
0.3366,248.0932241,248.0932241,211.4920174,211.4920174,211.4920174
0.3367,248.1282158,248.1282158,211.5548493,211.5548493,211.5548493
0.3368,248.1631892,248.1631892,211.6176811,211.6176811,211.6176811
0.3369,248.1981443,248.1981443,211.680513,211.680513,211.680513
0.337,248.2330812,248.2330812,211.7433449,211.7433449,211.7433449
0.3371,248.268,248.268,211.8061767,211.8061767,211.8061767
0.3372,248.3029006,248.3029006,211.8690086,211.8690086,211.8690086
0.3373,248.3377832,248.3377832,211.9318404,211.9318404,211.9318404
0.3374,248.3726478,248.3726478,211.9946723,211.9946723,211.9946723
0.3375,248.4074944,248.4074944,212.0575041,212.0575041,212.0575041
0.3376,248.4423231,248.4423231,212.120336,212.120336,212.120336
0.3377,248.4771339,248.4771339,212.1831678,212.1831678,212.1831678
0.3378,248.5119269,248.5119269,212.2459997,212.2459997,212.2459997
0.3379,248.5467021,248.5467021,212.3088315,212.3088315,212.3088315
0.338,248.5814595,248.5814595,212.3716634,212.3716634,212.3716634
0.3381,248.6161993,248.6161993,212.4344952,212.4344952,212.4344952
0.3382,248.6509214,248.6509214,212.4973271,212.4973271,212.4973271
0.3383,248.6856259,248.6856259,212.5601589,212.5601589,212.5601589
0.3384,248.7203128,248.7203128,212.6229908,212.6229908,212.6229908
0.3385,248.7549822,248.7549822,212.6858226,212.6858226,212.6858226
0.3386,248.7896342,248.7896342,212.7486545,212.7486545,212.7486545
0.3387,248.8242687,248.8242687,212.8114864,212.8114864,212.8114864
0.3388,248.8588859,248.8588859,212.8743182,212.8743182,212.8743182
0.3389,248.8934857,248.8934857,212.9371501,212.9371501,212.9371501
0.339,248.9280683,248.9280683,212.9999819,212.9999819,212.9999819
0.3391,248.9626336,248.9626336,213.0628138,213.0628138,213.0628138
0.3392,248.9971817,248.9971817,213.1256456,213.1256456,213.1256456
0.3393,249.0317127,249.0317127,213.1884775,213.1884775,213.1884775
0.3394,249.0662265,249.0662265,213.2513093,213.2513093,213.2513093
0.3395,249.1007234,249.1007234,213.3141412,213.3141412,213.3141412
0.3396,249.1352032,249.1352032,213.376973,213.376973,213.376973
0.3397,249.169666,249.169666,213.4398049,213.4398049,213.4398049
0.3398,249.2041119,249.2041119,213.5026367,213.5026367,213.5026367
0.3399,249.238541,249.238541,213.5654686,213.5654686,213.5654686
0.34,249.2729532,249.2729532,213.6283004,213.6283004,213.6283004
0.3401,249.3073487,249.3073487,213.6911323,213.6911323,213.6911323
0.3402,249.3417274,249.3417274,213.7539642,213.7539642,213.7539642
0.3403,249.3760894,249.3760894,213.816796,213.816796,213.816796
0.3404,249.4104348,249.4104348,213.8796279,213.8796279,213.8796279
0.3405,249.4447636,249.4447636,213.9424597,213.9424597,213.9424597
0.3406,249.4790759,249.4790759,214.0052916,214.0052916,214.0052916
0.3407,249.5133716,249.5133716,214.0681234,214.0681234,214.0681234
