time,Ideal.v_ref,Ideal.v_sim,Ideal.v_relerr
0.1546,0,8.25665294,0.825665
0.1548,0,8.263735866,0.826374
0.155,0,8.270805743,0.827081
0.1552,0,8.277862559,0.827786
0.1554,0,8.284906303,0.828491
0.1556,0,8.291936963,0.829194
0.1558,0,8.29895453,0.829895
0.156,0,8.305958992,0.830596
0.1562,0,8.312950337,0.831295
0.1564,0,8.319928556,0.831993
0.1566,0,8.326893635,0.832689
0.1568,0,8.333845566,0.833385
0.157,0,8.340784336,0.834078
0.1572,0,8.347709935,0.834771
0.1574,0,8.354622352,0.835462
0.1576,0,8.361521576,0.836152
0.1578,0,8.368407596,0.836841
0.158,0,8.3752804,0.837528
0.1582,0,8.38213998,0.838214
0.1584,0,8.388986322,0.838899
0.1586,0,8.395819418,0.839582
0.1588,0,8.402639255,0.840264
0.159,0,8.409445823,0.840945
0.1592,0,8.416239112,0.841624
0.1594,0,8.42301911,0.842302
0.1596,0,8.429785807,0.842979
0.1598,0,8.436539192,0.843654
0.16,0,8.443279255,0.844328
0.1602,0,8.450005985,0.845001
0.1604,0,8.456719371,0.845672
0.1606,0,8.463419403,0.846342
0.1608,0,8.470106069,0.847011
0.161,0,8.476779361,0.847678
0.1612,0,8.483439266,0.848344
0.1614,0,8.490085775,0.849009
0.1616,0,8.496718877,0.849672
0.1618,0,8.503338561,0.850334
0.162,0,8.509944818,0.850994
0.1622,0,8.516537636,0.851654
0.1624,0,8.523117005,0.852312
0.1626,0,8.529682916,0.852968
0.1628,0,8.536235356,0.853624
0.163,0,8.542774317,0.854277
0.1632,0,8.549299788,0.85493
0.1634,0,8.555811758,0.855581
0.1636,0,8.562310217,0.856231
0.1638,0,8.568795155,0.85688
0.164,0,8.575266562,0.857527
0.1642,0,8.581724427,0.858172
0.1644,0,8.588168741,0.858817
0.1646,0,8.594599493,0.85946
0.1648,0,8.601016672,0.860102
0.165,0,8.60742027,0.860742
0.1652,0,8.613810275,0.861381
0.1654,0,8.620186678,0.862019
0.1656,0,8.626549469,0.862655
0.1658,0,8.632898637,0.86329
0.166,0,8.639234172,0.863923
0.1662,0,8.645556065,0.864556
0.1664,0,8.651864305,0.865186
0.1666,0,8.658158883,0.865816
0.1668,0,8.664439789,0.866444
0.167,0,8.670707012,0.867071
0.1672,0,8.676960543,0.867696
0.1674,0,8.683200371,0.86832
0.1676,0,8.689426488,0.868943
0.1678,0,8.695638883,0.869564
0.168,0,8.701837547,0.870184
0.1682,0,8.708022469,0.870802
0.1684,0,8.71419364,0.871419
0.1686,0,8.72035105,0.872035
0.1688,0,8.726494689,0.872649
0.169,0,8.732624548,0.873262
0.1692,0,8.738740617,0.873874
0.1694,0,8.744842887,0.874484
0.1696,0,8.750931347,0.875093
0.1698,0,8.757005988,0.875701
0.17,0,8.7630668,0.876307
0.1702,0,8.769113775,0.876911
0.1704,0,8.775146902,0.877515
0.1706,0,8.781166172,0.878117
0.1708,0,8.787171575,0.878717
0.171,0,8.793163102,0.879316
0.1712,0,8.799140743,0.879914
0.1714,0,8.80510449,0.88051
0.1716,0,8.811054332,0.881105
0.1718,0,8.81699026,0.881699
0.172,0,8.822912264,0.882291
0.1722,0,8.828820337,0.882882
0.1724,0,8.834714467,0.883471
0.1726,0,8.840594646,0.884059
0.1728,0,8.846460865,0.884646
0.173,0,8.852313113,0.885231
0.1732,0,8.858151383,0.885815
0.1734,0,8.863975665,0.886398
0.1736,0,8.869785949,0.886979
0.1738,0,8.875582226,0.887558
0.174,0,8.881364488,0.888136
0.1742,0,8.887132725,0.888713
0.1744,0,8.892886928,0.889289
0.1746,0,8.898627088,0.889863
0.1748,0,8.904353195,0.890435
0.175,0,8.910065242,0.891007
0.1752,0,8.915763218,0.891576
0.1754,0,8.921447115,0.892145
0.1756,0,8.927116924,0.892712
0.1758,0,8.932772636,0.893277
0.176,0,8.938414242,0.893841
0.1762,0,8.944041732,0.894404
0.1764,0,8.949655099,0.894966
0.1766,0,8.955254333,0.895525
0.1768,0,8.960839426,0.896084
0.177,0,8.966410368,0.896641
0.1772,0,8.971967151,0.897197
0.1774,0,8.977509766,0.897751
0.1776,0,8.983038204,0.898304
0.1778,0,8.988552457,0.898855
0.178,0,8.994052516,0.899405
0.1782,0,8.999538372,0.899954
0.1782168534,0,9,0.9
0.1782168534,0,9,0.9
0.1784,0,9.005010016,0.900501
0.1786,0,9.01046744,0.901047
0.1788,0,9.015910636,0.901591
0.179,0,9.021339594,0.902134
0.1792,0,9.026754306,0.902675
0.1794,0,9.032154764,0.903215
0.1796,0,9.037540958,0.903754
0.1798,0,9.042912881,0.904291
0.18,0,9.048270525,0.904827
0.1802,0,9.053613879,0.905361
0.1804,0,9.058942937,0.905894
0.1806,0,9.06425769,0.906426
0.1808,0,9.069558129,0.906956
0.181,0,9.074844245,0.907484
0.1812,0,9.080116032,0.908012
0.1814,0,9.085373479,0.908537
0.1816,0,9.09061658,0.909062
0.1818,0,9.095845325,0.909585
0.182,0,9.101059707,0.910106
0.1822,0,9.106259717,0.910626
0.1824,0,9.111445347,0.911145
0.1826,0,9.116616588,0.911662
0.1828,0,9.121773433,0.912177
0.183,0,9.126915874,0.912692
0.1832,0,9.132043902,0.913204
0.1834,0,9.137157509,0.913716
0.1836,0,9.142256688,0.914226
0.1838,0,9.147341429,0.914734
0.184,0,9.152411726,0.915241
0.1842,0,9.15746757,0.915747
0.1844,0,9.162508953,0.916251
0.1846,0,9.167535867,0.916754
0.1848,0,9.172548304,0.917255
0.185,0,9.177546257,0.917755
0.1852,0,9.182529717,0.918253
0.1854,0,9.187498676,0.91875
0.1856,0,9.192453127,0.919245
0.1858,0,9.197393063,0.919739
0.186,0,9.202318474,0.920232
0.1862,0,9.207229353,0.920723
0.1864,0,9.212125693,0.921213
0.1866,0,9.217007486,0.921701
0.1868,0,9.221874723,0.922187
0.187,0,9.226727399,0.922673
0.1872,0,9.231565504,0.923157
0.1874,0,9.236389031,0.923639
0.1876,0,9.241197972,0.92412
0.1878,0,9.245992321,0.924599
0.188,0,9.250772068,0.925077
0.1882,0,9.255537208,0.925554
0.1884,0,9.260287732,0.926029
0.1886,0,9.265023632,0.926502
0.1888,0,9.269744902,0.926974
0.189,0,9.274451533,0.927445
0.1892,0,9.279143519,0.927914
0.1894,0,9.283820852,0.928382
0.1896,0,9.288483525,0.928848
0.1898,0,9.293131529,0.929313
0.19,0,9.297764859,0.929776
0.1902,0,9.302383506,0.930238
0.1904,0,9.306987463,0.930699
0.1906,0,9.311576724,0.931158
0.1908,0,9.31615128,0.931615
0.191,0,9.320711125,0.932071
0.1912,0,9.325256251,0.932526
0.1914,0,9.329786651,0.932979
0.1916,0,9.334302318,0.93343
0.1918,0,9.338803245,0.93388
0.192,0,9.343289425,0.934329
0.1922,0,9.34776085,0.934776
0.1924,0,9.352217514,0.935222
0.1926,0,9.35665941,0.935666
0.1928,0,9.36108653,0.936109
0.193,0,9.365498867,0.93655
0.1932,0,9.369896416,0.93699
0.1934,0,9.374279168,0.937428
0.1936,0,9.378647116,0.937865
0.1938,0,9.383000255,0.9383
0.194,0,9.387338577,0.938734
0.1942,0,9.391662074,0.939166
0.1944,0,9.395970741,0.939597
0.1946,0,9.40026457,0.940026
0.1948,0,9.404543556,0.940454
0.195,0,9.40880769,0.940881
0.1952,0,9.413056966,0.941306
0.1954,0,9.417291378,0.941729
0.1956,0,9.421510918,0.942151
0.1958,0,9.425715581,0.942572
0.196,0,9.429905359,0.942991
0.1962,0,9.434080246,0.943408
0.1964,0,9.438240235,0.943824
0.1966,0,9.442385321,0.944239
0.1968,0,9.446515495,0.944652
0.197,0,9.450630752,0.945063
0.1972,0,9.454731085,0.945473
0.1974,0,9.458816488,0.945882
0.1976,0,9.462886954,0.946289
0.1978,0,9.466942477,0.946694
0.198,0,9.47098305,0.947098
0.1982,0,9.475008667,0.947501
0.1984,0,9.479019322,0.947902
0.1986,0,9.483015009,0.948302
0.1988,0,9.48699572,0.9487
0.199,0,9.49096145,0.949096
0.1992,0,9.494912192,0.949491
0.1994,0,9.498847941,0.949885
0.1996,0,9.50276869,0.950277
0.1998,0,9.506674433,0.950667
0.2,0,9.510565163,0.951057
0.2002,0,9.514440875,0.951444
0.2004,0,9.518301562,0.95183
0.2006,0,9.522147218,0.952215
0.2008,0,9.525977838,0.952598
0.201,0,9.529793415,0.952979
0.2012,0,9.533593943,0.953359
0.2014,0,9.537379416,0.953738
0.2016,0,9.541149829,0.954115
0.2018,0,9.544905175,0.954491
0.202,0,9.548645447,0.954865
0.2022,0,9.552370642,0.955237
0.2024,0,9.556080752,0.955608
0.2026,0,9.559775771,0.955978
0.2028,0,9.563455694,0.956346
0.203,0,9.567120516,0.956712
0.2032,0,9.570770229,0.957077
0.2034,0,9.574404829,0.95744
0.2036,0,9.57802431,0.957802
0.2038,0,9.581628665,0.958163
0.204,0,9.58521789,0.958522
0.2042,0,9.588791979,0.958879
0.2044,0,9.592350925,0.959235
0.2046,0,9.595894724,0.959589
0.2048,0,9.59942337,0.959942
0.205,0,9.602936857,0.960294
0.2052,0,9.606435179,0.960644
0.2054,0,9.609918332,0.960992
0.2056,0,9.613386309,0.961339
0.2058,0,9.616839106,0.961684
0.206,0,9.620276716,0.962028
0.2062,0,9.623699134,0.96237
0.2064,0,9.627106356,0.962711
0.2066,0,9.630498374,0.96305
0.2068,0,9.633875185,0.963388
0.207,0,9.637236783,0.963724
0.2072,0,9.640583162,0.964058
0.2074,0,9.643914317,0.964391
0.2076,0,9.647230244,0.964723
0.2078,0,9.650530936,0.965053
0.208,0,9.653816388,0.965382
0.2082,0,9.657086596,0.965709
0.2084,0,9.660341554,0.966034
0.2086,0,9.663581257,0.966358
0.2088,0,9.6668057,0.966681
0.209,0,9.670014878,0.967001
0.2092,0,9.673208785,0.967321
0.2094,0,9.676387417,0.967639
0.2096,0,9.679550769,0.967955
0.2098,0,9.682698835,0.96827
0.21,0,9.685831611,0.968583
0.2102,0,9.688949092,0.968895
0.2104,0,9.692051273,0.969205
0.2106,0,9.695138148,0.969514
0.2108,0,9.698209714,0.969821
0.211,0,9.701265965,0.970127
0.2112,0,9.704306896,0.970431
0.2114,0,9.707332503,0.970733
0.2116,0,9.710342781,0.971034
0.2118,0,9.713337724,0.971334
0.212,0,9.716317329,0.971632
0.2122,0,9.719281591,0.971928
0.2124,0,9.722230504,0.972223
0.2126,0,9.725164065,0.972516
0.2128,0,9.728082268,0.972808
0.213,0,9.73098511,0.973099
0.2132,0,9.733872585,0.973387
0.2134,0,9.736744688,0.973674
0.2136,0,9.739601417,0.97396
0.2138,0,9.742442765,0.974244
0.214,0,9.745268728,0.974527
0.2142,0,9.748079302,0.974808
0.2144,0,9.750874483,0.975087
0.2146,0,9.753654265,0.975365
0.2148,0,9.756418646,0.975642
0.215,0,9.759167619,0.975917
0.2152,0,9.761901182,0.97619
0.2154,0,9.764619329,0.976462
0.2156,0,9.767322057,0.976732
0.2158,0,9.77000936,0.977001
0.216,0,9.772681236,0.977268
0.2162,0,9.775337679,0.977534
0.2164,0,9.777978685,0.977798
0.2166,0,9.780604251,0.97806
0.2168,0,9.783214372,0.978321
0.217,0,9.785809043,0.978581
0.2172,0,9.788388262,0.978839
0.2174,0,9.790952023,0.979095
0.2176,0,9.793500323,0.97935
0.2178,0,9.796033158,0.979603
0.218,0,9.798550524,0.979855
0.2182,0,9.801052416,0.980105
0.2184,0,9.803538831,0.980354
0.2186,0,9.806009765,0.980601
0.2188,0,9.808465214,0.980847
0.219,0,9.810905174,0.981091
0.2192,0,9.813329642,0.981333
0.2194,0,9.815738613,0.981574
0.2196,0,9.818132083,0.981813
0.2198,0,9.820510049,0.982051
0.22,0,9.822872507,0.982287
0.2202,0,9.825219454,0.982522
0.2204,0,9.827550885,0.982755
0.2206,0,9.829866797,0.982987
0.2208,0,9.832167187,0.983217
0.221,0,9.83445205,0.983445
0.2212,0,9.836721383,0.983672
0.2214,0,9.838975183,0.983898
0.2216,0,9.841213445,0.984121
0.2218,0,9.843436167,0.984344
0.222,0,9.845643345,0.984564
0.2222,0,9.847834976,0.984783
0.2224,0,9.850011055,0.985001
0.2226,0,9.852171579,0.985217
0.2228,0,9.854316546,0.985432
0.223,0,9.856445951,0.985645
0.2232,0,9.858559792,0.985856
0.2234,0,9.860658065,0.986066
0.2236,0,9.862740766,0.986274
0.2238,0,9.864807893,0.986481
0.224,0,9.866859442,0.986686
0.2242,0,9.86889541,0.98689
0.2244,0,9.870915793,0.987092
0.2246,0,9.872920589,0.987292
0.2248,0,9.874909795,0.987491
0.225,0,9.876883406,0.987688
0.2252,0,9.87884142,0.987884
0.2254,0,9.880783835,0.988078
0.2256,0,9.882710646,0.988271
0.2258,0,9.884621851,0.988462
0.226,0,9.886517447,0.988652
0.2262,0,9.888397431,0.98884
0.2264,0,9.8902618,0.989026
0.2266,0,9.892110551,0.989211
0.2268,0,9.89394368,0.989394
0.227,0,9.895761186,0.989576
0.2272,0,9.897563065,0.989756
0.2274,0,9.899349314,0.989935
0.2276,0,9.901119931,0.990112
0.2278,0,9.902874913,0.990287
0.228,0,9.904614257,0.990461
0.2282,0,9.90633796,0.990634
0.2284,0,9.90804602,0.990805
0.2286,0,9.909738433,0.990974
0.2288,0,9.911415198,0.991142
0.229,0,9.913076311,0.991308
0.2292,0,9.91472177,0.991472
0.2294,0,9.916351572,0.991635
0.2296,0,9.917965715,0.991797
0.2298,0,9.919564196,0.991956
0.23,0,9.921147013,0.992115
0.2302,0,9.922714163,0.992271
0.2304,0,9.924265644,0.992427
0.2306,0,9.925801453,0.99258
0.2308,0,9.927321588,0.992732
0.231,0,9.928826046,0.992883
0.2312,0,9.930314825,0.993031
0.2314,0,9.931787923,0.993179
0.2316,0,9.933245337,0.993325
0.2318,0,9.934687065,0.993469
0.232,0,9.936113105,0.993611
0.2322,0,9.937523455,0.993752
0.2324,0,9.938918112,0.993892
0.2326,0,9.940297074,0.99403
0.2328,0,9.941660338,0.994166
0.233,0,9.943007904,0.994301
0.2332,0,9.944339768,0.994434
0.2334,0,9.945655929,0.994566
0.2336,0,9.946956384,0.994696
0.2338,0,9.948241132,0.994824
0.234,0,9.94951017,0.994951
0.2342,0,9.950763496,0.995076
0.2344,0,9.952001109,0.9952
0.2346,0,9.953223006,0.995322
0.2348,0,9.954429186,0.995443
0.235,0,9.955619646,0.995562
0.2352,0,9.956794385,0.995679
0.2354,0,9.957953401,0.995795
0.2356,0,9.959096692,0.99591
0.2358,0,9.960224256,0.996022
0.236,0,9.961336091,0.996134
0.2362,0,9.962432197,0.996243
0.2364,0,9.96351257,0.996351
0.2366,0,9.964577209,0.996458
0.2368,0,9.965626113,0.996563
0.237,0,9.96665928,0.996666
0.2372,0,9.967676709,0.996768
0.2374,0,9.968678396,0.996868
0.2376,0,9.969664343,0.996966
0.2378,0,9.970634545,0.997063
0.238,0,9.971589003,0.997159
0.2382,0,9.972527714,0.997253
0.2384,0,9.973450677,0.997345
0.2386,0,9.97435789,0.997436
0.2388,0,9.975249353,0.997525
0.239,0,9.976125064,0.997613
0.2392,0,9.97698502,0.997699
0.2394,0,9.977829222,0.997783
0.2396,0,9.978657668,0.997866
0.2398,0,9.979470355,0.997947
0.24,0,9.980267284,0.998027
0.2402,0,9.981048453,0.998105
0.2404,0,9.98181386,0.998181
0.2406,0,9.982563505,0.998256
0.2408,0,9.983297385,0.99833
0.241,0,9.984015501,0.998402
0.2412,0,9.984717851,0.998472
0.2414,0,9.985404433,0.99854
0.2416,0,9.986075247,0.998608
0.2418,0,9.986730292,0.998673
0.242,0,9.987369566,0.998737
0.2422,0,9.987993069,0.998799
0.2424,0,9.988600799,0.99886
0.2426,0,9.989192756,0.998919
0.2428,0,9.989768939,0.998977
0.243,0,9.990329347,0.999033
0.2432,0,9.990873978,0.999087
0.2434,0,9.991402833,0.99914
0.2436,0,9.99191591,0.999192
0.2438,0,9.992413208,0.999241
0.244,0,9.992894726,0.999289
0.2442,0,9.993360465,0.999336
0.2444,0,9.993810423,0.999381
0.2446,0,9.994244599,0.999424
0.2448,0,9.994662993,0.999466
0.245,0,9.995065604,0.999507
0.2452,0,9.995452431,0.999545
0.2454,0,9.995823474,0.999582
0.2456,0,9.996178733,0.999618
0.2458,0,9.996518206,0.999652
0.246,0,9.996841893,0.999684
0.2462,0,9.997149794,0.999715
0.2464,0,9.997441908,0.999744
0.2466,0,9.997718234,0.999772
0.2468,0,9.997978773,0.999798
0.247,0,9.998223524,0.999822
0.2472,0,9.998452486,0.999845
0.2474,0,9.998665659,0.999867
0.2476,0,9.998863043,0.999886
0.2478,0,9.999044638,0.999904
0.248,0,9.999210442,0.999921
0.2482,0,9.999360456,0.999936
0.2484,0,9.999494681,0.999949
0.2486,0,9.999613114,0.999961
0.2488,0,9.999715757,0.999972
0.249,0,9.999802609,0.99998
0.2492,0,9.999873669,0.999987
0.2494,0,9.999928939,0.999993
0.2496,0,9.999968417,0.999997
0.2498,0,9.999992104,0.999999
0.25,0,10,1
0.2502,0,9.999992104,0.999999
0.2504,0,9.999968417,0.999997
0.2506,0,9.999928939,0.999993
0.2508,0,9.999873669,0.999987
0.251,0,9.999802609,0.99998
0.2512,0,9.999715757,0.999972
0.2514,0,9.999613114,0.999961
0.2516,0,9.999494681,0.999949
0.2518,0,9.999360456,0.999936
0.252,0,9.999210442,0.999921
0.2522,0,9.999044638,0.999904
0.2524,0,9.998863043,0.999886
0.2526,0,9.998665659,0.999867
0.2528,0,9.998452486,0.999845
0.253,0,9.998223524,0.999822
0.2532,0,9.997978773,0.999798
0.2534,0,9.997718234,0.999772
0.2536,0,9.997441908,0.999744
0.2538,0,9.997149794,0.999715
0.254,0,9.996841893,0.999684
0.2542,0,9.996518206,0.999652
0.2544,0,9.996178733,0.999618
0.2546,0,9.995823474,0.999582
0.2548,0,9.995452431,0.999545
0.255,0,9.995065604,0.999507
0.2552,0,9.994662993,0.999466
0.2554,0,9.994244599,0.999424
0.2556,0,9.993810423,0.999381
0.2558,0,9.993360465,0.999336
0.256,0,9.992894726,0.999289
0.2562,0,9.992413208,0.999241
0.2564,0,9.99191591,0.999192
0.2566,0,9.991402833,0.99914
0.2568,0,9.990873978,0.999087
0.257,0,9.990329347,0.999033
0.2572,0,9.989768939,0.998977
0.2574,0,9.989192756,0.998919
0.2576,0,9.988600799,0.99886
0.2578,0,9.987993069,0.998799
0.258,0,9.987369566,0.998737
0.2582,0,9.986730292,0.998673
0.2584,0,9.986075247,0.998608
0.2586,0,9.985404433,0.99854
0.2588,0,9.984717851,0.998472
0.259,0,9.984015501,0.998402
0.2592,0,9.983297385,0.99833
0.2594,0,9.982563505,0.998256
0.2596,0,9.98181386,0.998181
0.2598,0,9.981048453,0.998105
0.26,0,9.980267284,0.998027
0.2602,0,9.979470355,0.997947
0.2604,0,9.978657668,0.997866
0.2606,0,9.977829222,0.997783
0.2608,0,9.97698502,0.997699
0.261,0,9.976125064,0.997613
0.2612,0,9.975249353,0.997525
0.2614,0,9.97435789,0.997436
0.2616,0,9.973450677,0.997345
0.2618,0,9.972527714,0.997253
0.262,0,9.971589003,0.997159
0.2622,0,9.970634545,0.997063
0.2624,0,9.969664343,0.996966
0.2626,0,9.968678396,0.996868
0.2628,0,9.967676709,0.996768
0.263,0,9.96665928,0.996666
0.2632,0,9.965626113,0.996563
0.2634,0,9.964577209,0.996458
0.2636,0,9.96351257,0.996351
0.2638,0,9.962432197,0.996243
0.264,0,9.961336091,0.996134
0.2642,0,9.960224256,0.996022
0.2644,0,9.959096692,0.99591
0.2646,0,9.957953401,0.995795
0.2648,0,9.956794385,0.995679
0.265,0,9.955619646,0.995562
0.2652,0,9.954429186,0.995443
0.2654,0,9.953223006,0.995322
0.2656,0,9.952001109,0.9952
0.2658,0,9.950763496,0.995076
0.266,0,9.94951017,0.994951
0.2662,0,9.948241132,0.994824
0.2664,0,9.946956384,0.994696
0.2666,0,9.945655929,0.994566
0.2668,0,9.944339768,0.994434
0.267,0,9.943007904,0.994301
0.2672,0,9.941660338,0.994166
0.2674,0,9.940297074,0.99403
0.2676,0,9.938918112,0.993892
0.2678,0,9.937523455,0.993752
0.268,0,9.936113105,0.993611
0.2682,0,9.934687065,0.993469
0.2684,0,9.933245337,0.993325
0.2686,0,9.931787923,0.993179
0.2688,0,9.930314825,0.993031
0.269,0,9.928826046,0.992883
0.2692,0,9.927321588,0.992732
0.2694,0,9.925801453,0.99258
0.2696,0,9.924265644,0.992427
0.2698,0,9.922714163,0.992271
0.27,0,9.921147013,0.992115
0.2702,0,9.919564196,0.991956
0.2704,0,9.917965715,0.991797
0.2706,0,9.916351572,0.991635
0.2708,0,9.91472177,0.991472
0.271,0,9.913076311,0.991308
0.2712,0,9.911415198,0.991142
0.2714,0,9.909738433,0.990974
0.2716,0,9.90804602,0.990805
0.2718,0,9.90633796,0.990634
0.272,0,9.904614257,0.990461
0.2722,0,9.902874913,0.990287
0.2724,0,9.901119931,0.990112
0.2726,0,9.899349314,0.989935
0.2728,0,9.897563065,0.989756
0.273,0,9.895761186,0.989576
0.2732,0,9.89394368,0.989394
0.2734,0,9.892110551,0.989211
0.2736,0,9.8902618,0.989026
0.2738,0,9.888397431,0.98884
0.274,0,9.886517447,0.988652
0.2742,0,9.884621851,0.988462
0.2744,0,9.882710646,0.988271
0.2746,0,9.880783835,0.988078
0.2748,0,9.87884142,0.987884
0.275,0,9.876883406,0.987688
0.2752,0,9.874909795,0.987491
0.2754,0,9.872920589,0.987292
0.2756,0,9.870915793,0.987092
0.2758,0,9.86889541,0.98689
0.276,0,9.866859442,0.986686
0.2762,0,9.864807893,0.986481
0.2764,0,9.862740766,0.986274
0.2766,0,9.860658065,0.986066
0.2768,0,9.858559792,0.985856
0.277,0,9.856445951,0.985645
0.2772,0,9.854316546,0.985432
0.2774,0,9.852171579,0.985217
0.2776,0,9.850011055,0.985001
0.2778,0,9.847834976,0.984783
0.278,0,9.845643345,0.984564
0.2782,0,9.843436167,0.984344
0.2784,0,9.841213445,0.984121
0.2786,0,9.838975183,0.983898
0.2788,0,9.836721383,0.983672
0.279,0,9.83445205,0.983445
0.2792,0,9.832167187,0.983217
0.2794,0,9.829866797,0.982987
0.2796,0,9.827550885,0.982755
0.2798,0,9.825219454,0.982522
0.28,0,9.822872507,0.982287
0.2802,0,9.820510049,0.982051
0.2804,0,9.818132083,0.981813
0.2806,0,9.815738613,0.981574
0.2808,0,9.813329642,0.981333
0.281,0,9.810905174,0.981091
0.2812,0,9.808465214,0.980847
0.2814,0,9.806009765,0.980601
0.2816,0,9.803538831,0.980354
0.2818,0,9.801052416,0.980105
0.282,0,9.798550524,0.979855
0.2822,0,9.796033158,0.979603
0.2824,0,9.793500323,0.97935
0.2826,0,9.790952023,0.979095
0.2828,0,9.788388262,0.978839
0.283,0,9.785809043,0.978581
0.2832,0,9.783214372,0.978321
0.2834,0,9.780604251,0.97806
0.2836,0,9.777978685,0.977798
0.2838,0,9.775337679,0.977534
0.284,0,9.772681236,0.977268
0.2842,0,9.77000936,0.977001
0.2844,0,9.767322057,0.976732
0.2846,0,9.764619329,0.976462
0.2848,0,9.761901182,0.97619
0.285,0,9.759167619,0.975917
0.2852,0,9.756418646,0.975642
0.2854,0,9.753654265,0.975365
0.2856,0,9.750874483,0.975087
0.2858,0,9.748079302,0.974808
0.286,0,9.745268728,0.974527
0.2862,0,9.742442765,0.974244
0.2864,0,9.739601417,0.97396
0.2866,0,9.736744688,0.973674
0.2868,0,9.733872585,0.973387
0.287,0,9.73098511,0.973099
0.2872,0,9.728082268,0.972808
0.2874,0,9.725164065,0.972516
0.2876,0,9.722230504,0.972223
0.2878,0,9.719281591,0.971928
0.288,0,9.716317329,0.971632
0.2882,0,9.713337724,0.971334
0.2884,0,9.710342781,0.971034
0.2886,0,9.707332503,0.970733
0.2888,0,9.704306896,0.970431
0.289,0,9.701265965,0.970127
0.2892,0,9.698209714,0.969821
0.2894,0,9.695138148,0.969514
0.2896,0,9.692051273,0.969205
0.2898,0,9.688949092,0.968895
0.29,0,9.685831611,0.968583
0.2902,0,9.682698835,0.96827
0.2904,0,9.679550769,0.967955
0.2906,0,9.676387417,0.967639
0.2908,0,9.673208785,0.967321
0.291,0,9.670014878,0.967001
0.2912,0,9.6668057,0.966681
0.2914,0,9.663581257,0.966358
0.2916,0,9.660341554,0.966034
0.2918,0,9.657086596,0.965709
0.292,0,9.653816388,0.965382
0.2922,0,9.650530936,0.965053
0.2924,0,9.647230244,0.964723
0.2926,0,9.643914317,0.964391
0.2928,0,9.640583162,0.964058
0.293,0,9.637236783,0.963724
0.2932,0,9.633875185,0.963388
0.2934,0,9.630498374,0.96305
0.2936,0,9.627106356,0.962711
0.2938,0,9.623699134,0.96237
0.294,0,9.620276716,0.962028
0.2942,0,9.616839106,0.961684
0.2944,0,9.613386309,0.961339
0.2946,0,9.609918332,0.960992
0.2948,0,9.606435179,0.960644
0.295,0,9.602936857,0.960294
0.2952,0,9.59942337,0.959942
0.2954,0,9.595894724,0.959589
0.2956,0,9.592350925,0.959235
0.2958,0,9.588791979,0.958879
0.296,0,9.58521789,0.958522
0.2962,0,9.581628665,0.958163
0.2964,0,9.57802431,0.957802
0.2966,0,9.574404829,0.95744
0.2968,0,9.570770229,0.957077
0.297,0,9.567120516,0.956712
0.2972,0,9.563455694,0.956346
0.2974,0,9.559775771,0.955978
0.2976,0,9.556080752,0.955608
0.2978,0,9.552370642,0.955237
0.298,0,9.548645447,0.954865
0.2982,0,9.544905175,0.954491
0.2984,0,9.541149829,0.954115
0.2986,0,9.537379416,0.953738
0.2988,0,9.533593943,0.953359
0.299,0,9.529793415,0.952979
0.2992,0,9.525977838,0.952598
0.2994,0,9.522147218,0.952215
0.2996,0,9.518301562,0.95183
0.2998,0,9.514440875,0.951444
0.3,0,9.510565163,0.951057
0.3002,0,9.506674433,0.950667
0.3004,0,9.50276869,0.950277
0.3006,0,9.498847941,0.949885
0.3008,0,9.494912192,0.949491
0.301,0,9.49096145,0.949096
0.3012,0,9.48699572,0.9487
0.3014,0,9.483015009,0.948302
0.3016,0,9.479019322,0.947902
0.3018,0,9.475008667,0.947501
0.302,0,9.47098305,0.947098
0.3022,0,9.466942477,0.946694
0.3024,0,9.462886954,0.946289
0.3026,0,9.458816488,0.945882
0.3028,0,9.454731085,0.945473
0.303,0,9.450630752,0.945063
0.3032,0,9.446515495,0.944652
0.3034,0,9.442385321,0.944239
0.3036,0,9.438240235,0.943824
0.3038,0,9.434080246,0.943408
0.304,0,9.429905359,0.942991
0.3042,0,9.425715581,0.942572
0.3044,0,9.421510918,0.942151
0.3046,0,9.417291378,0.941729
0.3048,0,9.413056966,0.941306
0.305,0,9.40880769,0.940881
0.3052,0,9.404543556,0.940454
0.3054,0,9.40026457,0.940026
0.3056,0,9.395970741,0.939597
0.3058,0,9.391662074,0.939166
0.306,0,9.387338577,0.938734
0.3062,0,9.383000255,0.9383
0.3064,0,9.378647116,0.937865
0.3066,0,9.374279168,0.937428
0.3068,0,9.369896416,0.93699
0.307,0,9.365498867,0.93655
0.3072,0,9.36108653,0.936109
0.3074,0,9.35665941,0.935666
0.3076,0,9.352217514,0.935222
0.3078,0,9.34776085,0.934776
0.308,0,9.343289425,0.934329
0.3082,0,9.338803245,0.93388
0.3084,0,9.334302318,0.93343
0.3086,0,9.329786651,0.932979
0.3088,0,9.325256251,0.932526
0.309,0,9.320711125,0.932071
0.3092,0,9.31615128,0.931615
0.3094,0,9.311576724,0.931158
0.3096,0,9.306987463,0.930699
0.3098,0,9.302383506,0.930238
0.31,0,9.297764859,0.929776
0.3102,0,9.293131529,0.929313
0.3104,0,9.288483525,0.928848
0.3106,0,9.283820852,0.928382
0.3108,0,9.279143519,0.927914
0.311,0,9.274451533,0.927445
