time,openTank2.H_ref,openTank2.H_sim,openTank2.H_relerr
0.381,127.2884544,308.3058829,1.17342
0.3813,127.3211785,308.3071103,1.17322
0.3816,127.3538634,308.3083355,1.17301
0.3819,127.386509,308.3095586,1.17281
0.3822,127.4191155,308.3107796,1.17261
0.3825,127.4516829,308.3119985,1.1724
0.3828,127.4842112,308.3132152,1.1722
0.3831,127.5167005,308.3144299,1.172
0.3834,127.5491509,308.3156424,1.1718
0.3837,127.5815623,308.3168528,1.17159
0.384,127.6139349,308.3180611,1.17139
0.3843,127.6462686,308.3192674,1.17119
0.3846,127.6785636,308.3204715,1.17099
0.3849,127.7108198,308.3216735,1.17079
0.3852,127.7430374,308.3228735,1.17059
0.3855,127.7752163,308.3240713,1.17039
0.3858,127.8073566,308.3252671,1.17018
0.3861,127.8394584,308.3264608,1.16998
0.3864,127.8715217,308.3276524,1.16978
0.3867,127.9035465,308.328842,1.16958
0.387,127.9355329,308.3300295,1.16938
0.3873,127.967481,308.3312149,1.16919
0.3876,127.9993908,308.3323983,1.16899
0.3879,128.0312623,308.3335796,1.16879
0.3882,128.0630955,308.3347589,1.16859
0.3885,128.0948906,308.3359361,1.16839
0.3888,128.1266476,308.3371113,1.16819
0.3891,128.1583665,308.3382844,1.16799
0.3894,128.1900473,308.3394555,1.1678
0.3897,128.2216902,308.3406246,1.1676
0.39,128.2532951,308.3417916,1.1674
0.3903,128.2848621,308.3429566,1.1672
0.3906,128.3163912,308.3441196,1.16701
0.3909,128.3478825,308.3452806,1.16681
0.3912,128.3793361,308.3464396,1.16661
0.3915,128.410752,308.3475966,1.16642
0.3918,128.4421302,308.3487515,1.16622
0.3921,128.4734707,308.3499045,1.16603
0.3924,128.5047737,308.3510555,1.16583
0.3927,128.5360391,308.3522044,1.16564
0.393,128.567267,308.3533514,1.16544
0.3933,128.5984575,308.3544964,1.16525
0.3936,128.6296106,308.3556394,1.16505
0.3939,128.6607263,308.3567805,1.16486
0.3942,128.6918048,308.3579196,1.16466
0.3945,128.7228459,308.3590567,1.16447
0.3948,128.7538498,308.3601918,1.16428
0.3951,128.7848166,308.361325,1.16408
0.3954,128.8157462,308.3624563,1.16389
0.3957,128.8466387,308.3635855,1.1637
0.396,128.8774942,308.3647129,1.1635
0.3963,128.9083127,308.3658383,1.16331
0.3966,128.9390942,308.3669617,1.16312
0.3969,128.9698388,308.3680833,1.16293
0.3972,129.0005465,308.3692029,1.16273
0.3975,129.0312174,308.3703205,1.16254
0.3978,129.0618516,308.3714363,1.16235
0.3981,129.092449,308.3725501,1.16216
0.3984,129.1230097,308.3736621,1.16197
0.3987,129.1535337,308.3747721,1.16178
0.399,129.184021,308.3758802,1.16159
0.3993,129.2144718,308.3769864,1.1614
0.3996,129.2448861,308.3780908,1.16121
0.3999,129.2752639,308.3791932,1.16102
0.4002,129.3056052,308.3802937,1.16083
0.4005,129.3359102,308.3813924,1.16064
0.4008,129.3661788,308.3824892,1.16045
0.4011,129.3964112,308.3835841,1.16026
0.4014,129.4266072,308.3846772,1.16007
0.4017,129.4567671,308.3857684,1.15988
0.402,129.4868908,308.3868577,1.1597
0.4023,129.5169783,308.3879452,1.15951
0.4026,129.5470298,308.3890309,1.15932
0.4029,129.5770453,308.3901147,1.15913
0.4032,129.6070247,308.3911966,1.15895
0.4035,129.6369682,308.3922767,1.15876
0.4038,129.6668758,308.393355,1.15857
0.4041,129.6967475,308.3944315,1.15839
0.4044,129.7265834,308.3955061,1.1582
0.4047,129.7563835,308.396579,1.15801
0.405,129.7861478,308.39765,1.15783
0.4053,129.8158765,308.3987192,1.15764
0.4056,129.8455695,308.3997866,1.15746
0.4059,129.8752269,308.4008522,1.15727
0.4062,129.9048488,308.401916,1.15708
0.4065,129.9344351,308.4029781,1.1569
0.4068,129.9639859,308.4040383,1.15672
0.4071,129.9935013,308.4050968,1.15653
0.4074,130.0229813,308.4061535,1.15635
0.4077,130.0524259,308.4072084,1.15616
0.408,130.0818353,308.4082616,1.15598
0.4083,130.1112093,308.409313,1.1558
0.4086,130.1405481,308.4103627,1.15561
0.4089,130.1698518,308.4114106,1.15543
0.4092,130.1991203,308.4124568,1.15525
0.4095,130.2283537,308.4135012,1.15506
0.4098,130.257552,308.4145439,1.15488
0.4101,130.2867154,308.4155849,1.1547
0.4104,130.3158437,308.4166241,1.15452
0.4107,130.3449372,308.4176617,1.15433
0.411,130.3739957,308.4186975,1.15415
0.4113,130.4030194,308.4197316,1.15397
0.4116,130.4320082,308.420764,1.15379
0.4119,130.4609624,308.4217947,1.15361
0.4122,130.4898817,308.4228238,1.15343
0.4125,130.5187664,308.4238511,1.15325
0.4128,130.5476165,308.4248767,1.15307
0.4131,130.576432,308.4259007,1.15289
0.4134,130.6052129,308.426923,1.15271
0.4137,130.6339593,308.4279436,1.15253
0.414,130.6626712,308.4289626,1.15235
0.4143,130.6913487,308.4299799,1.15217
0.4146,130.7199918,308.4309956,1.15199
0.4149,130.7486006,308.4320096,1.15181
0.4152,130.777175,308.433022,1.15163
0.4155,130.8057152,308.4340328,1.15145
0.4158,130.8342211,308.4350419,1.15127
0.4161,130.8626929,308.4360494,1.1511
0.4164,130.8911305,308.4370553,1.15092
0.4167,130.919534,308.4380595,1.15074
0.417,130.9479035,308.4390622,1.15056
0.4173,130.9762389,308.4400632,1.15039
0.4176,131.0045403,308.4410627,1.15021
0.4179,131.0328079,308.4420605,1.15003
0.4182,131.0610415,308.4430568,1.14986
0.4185,131.0892412,308.4440515,1.14968
0.4188,131.1174072,308.4450446,1.1495
0.4191,131.1455393,308.4460362,1.14933
0.4194,131.1736378,308.4470262,1.14915
0.4197,131.2017025,308.4480146,1.14898
0.42,131.2297336,308.4490015,1.1488
0.4203,131.257731,308.4499868,1.14863
0.4206,131.2856949,308.4509706,1.14845
0.4209,131.3136253,308.4519529,1.14828
0.4212,131.3415221,308.4529336,1.1481
0.4215,131.3693855,308.4539128,1.14793
0.4218,131.3972155,308.4548904,1.14775
0.4221,131.4250121,308.4558666,1.14758
0.4224,131.4527754,308.4568413,1.14741
0.4227,131.4805054,308.4578144,1.14723
0.423,131.5082022,308.4587861,1.14706
0.4233,131.5358657,308.4597562,1.14689
0.4236,131.5634961,308.4607249,1.14671
0.4239,131.5910933,308.4616921,1.14654
0.4242,131.6186574,308.4626578,1.14637
0.4245,131.6461885,308.4636221,1.1462
0.4248,131.6736865,308.4645849,1.14602
0.4251,131.7011516,308.4655462,1.14585
0.4254,131.7285837,308.4665061,1.14568
0.4257,131.7559829,308.4674646,1.14551
0.426,131.7833492,308.4684216,1.14534
0.4263,131.8106827,308.4693772,1.14517
0.4266,131.8379834,308.4703313,1.145
0.4269,131.8652514,308.471284,1.14483
0.4272,131.8924866,308.4722354,1.14466
0.4275,131.9196892,308.4731853,1.14449
0.4278,131.9468592,308.4741338,1.14432
0.4281,131.9739966,308.4750809,1.14415
0.4284,132.0011014,308.4760266,1.14398
0.4287,132.0281738,308.4769709,1.14381
0.429,132.0552136,308.4779139,1.14364
0.4293,132.0822211,308.4788555,1.14347
0.4296,132.1091961,308.4797957,1.1433
0.4299,132.1361388,308.4807345,1.14313
0.4302,132.1630492,308.481672,1.14296
0.4305,132.1899273,308.4826082,1.1428
0.4308,132.2167732,308.483543,1.14263
0.4311,132.2435869,308.4844765,1.14246
0.4314,132.2703684,308.4854086,1.14229
0.4317,132.2971179,308.4863395,1.14212
0.432,132.3238352,308.487269,1.14196
0.4323,132.3505205,308.4881972,1.14179
0.4326,132.3771738,308.4891241,1.14162
0.4329,132.4037951,308.4900496,1.14146
0.4332,132.4303845,308.4909739,1.14129
0.4335,132.456942,308.491897,1.14112
0.4338,132.4834676,308.4928187,1.14096
0.4341,132.5099615,308.4937392,1.14079
0.4344,132.5364236,308.4946584,1.14063
0.4347,132.5628539,308.4955763,1.14046
0.435,132.5892525,308.496493,1.1403
0.4353,132.6156195,308.4974084,1.14013
0.4356,132.6419549,308.4983226,1.13997
0.4359,132.6682587,308.4992356,1.1398
0.4362,132.6945309,308.5001473,1.13964
0.4365,132.7207716,308.5010578,1.13947
0.4368,132.7469809,308.5019671,1.13931
0.4371,132.7731587,308.5028752,1.13915
0.4374,132.7993051,308.5037821,1.13898
0.4377,132.8254202,308.5046878,1.13882
0.438,132.851504,308.5055923,1.13866
0.4383,132.8775564,308.5064956,1.13849
0.4386,132.9035777,308.5073977,1.13833
0.4389,132.9295677,308.5082987,1.13817
0.4392,132.9555265,308.5091985,1.138
0.4395,132.9814543,308.5100972,1.13784
0.4398,133.0073509,308.5109947,1.13768
0.4401,133.0332165,308.5118911,1.13752
0.4404,133.059051,308.5127838,1.13736
0.4407,133.0848546,308.5136678,1.1372
0.441,133.1106272,308.5145503,1.13703
0.4413,133.1363689,308.5154316,1.13687
0.4416,133.1620798,308.5163115,1.13671
0.4419,133.1877598,308.5171901,1.13655
0.4422,133.213409,308.5180674,1.13639
0.4425,133.2390275,308.5189433,1.13623
0.4428,133.2646152,308.519818,1.13607
0.4431,133.2901723,308.5206913,1.13591
0.4434,133.3156987,308.5215633,1.13575
0.4437,133.3411945,308.5224339,1.13559
0.444,133.3666597,308.5233033,1.13543
0.4443,133.3920943,308.5241713,1.13527
0.4446,133.4174985,308.525038,1.13511
0.4449,133.4428722,308.5259034,1.13495
0.4452,133.4682155,308.5267675,1.1348
0.4455,133.4935284,308.5276303,1.13464
0.4458,133.5188109,308.5284918,1.13448
0.4461,133.5440632,308.5293519,1.13432
0.4464,133.5692851,308.5302108,1.13416
0.4467,133.5944768,308.5310684,1.134
0.447,133.6196383,308.5319246,1.13385
0.4473,133.6447696,308.5327796,1.13369
0.4476,133.6698707,308.5336333,1.13353
0.4479,133.6949418,308.5344857,1.13338
0.4482,133.7199828,308.5353367,1.13322
0.4485,133.7449938,308.5361865,1.13306
0.4488,133.7699748,308.537035,1.13291
0.4491,133.7949258,308.5378822,1.13275
0.4494,133.8198469,308.5387282,1.13259
0.4497,133.8447381,308.5395728,1.13244
0.45,133.8695995,308.5404162,1.13228
0.4503,133.894431,308.5412582,1.13213
0.4506,133.9192328,308.542099,1.13197
0.4509,133.9440048,308.5429385,1.13182
0.4512,133.9687472,308.5437768,1.13166
0.4515,133.9934598,308.5446137,1.13151
0.4518,134.0181429,308.5454494,1.13135
0.4521,134.0427963,308.5462839,1.1312
0.4524,134.0674201,308.547117,1.13104
0.4527,134.0920143,308.5479489,1.13089
0.453,134.1165791,308.5487795,1.13073
0.4533,134.1411144,308.5496088,1.13058
0.4536,134.1656203,308.5504369,1.13043
0.4539,134.1900967,308.5512637,1.13027
0.4542,134.2145439,308.5520893,1.13012
0.4545,134.2389617,308.5529136,1.12997
0.4548,134.2633502,308.5537367,1.12982
0.4551,134.2877095,308.5545584,1.12966
0.4554,134.3120395,308.555379,1.12951
0.4557,134.3363404,308.5561983,1.12936
0.456,134.3606122,308.5570163,1.12921
0.4563,134.3848548,308.5578331,1.12905
0.4566,134.4090684,308.5586486,1.1289
0.4569,134.4332529,308.5594629,1.12875
0.4572,134.4574084,308.560276,1.1286
0.4575,134.4815349,308.5610878,1.12845
0.4578,134.5056325,308.5618984,1.1283
0.4581,134.5297013,308.5627077,1.12815
0.4584,134.5537411,308.5635158,1.128
0.4587,134.5777521,308.5643227,1.12785
0.459,134.6017343,308.5651283,1.1277
0.4593,134.6256878,308.5659327,1.12755
0.4596,134.6496125,308.5667359,1.1274
0.4599,134.6735086,308.5675378,1.12725
0.4602,134.6973759,308.5683385,1.1271
0.4605,134.7212147,308.569138,1.12695
0.4608,134.7450249,308.5699363,1.1268
0.4611,134.7688065,308.5707334,1.12665
0.4614,134.7925596,308.5715292,1.1265
0.4617,134.8162842,308.5723238,1.12635
0.462,134.8399803,308.5731172,1.1262
0.4623,134.863648,308.5739094,1.12605
0.4626,134.8872874,308.5747004,1.12591
0.4629,134.9108984,308.5754901,1.12576
0.4632,134.9344811,308.5762787,1.12561
0.4635,134.9580355,308.577066,1.12546
0.4638,134.9815616,308.5778522,1.12532
0.4641,135.0050596,308.5786371,1.12517
0.4644,135.0285293,308.5794208,1.12502
0.4647,135.051971,308.5802034,1.12487
0.465,135.0753845,308.5809847,1.12473
0.4653,135.0987699,308.5817648,1.12458
0.4656,135.1221273,308.5825438,1.12444
0.4659,135.1454566,308.5833215,1.12429
0.4662,135.168758,308.5840981,1.12414
0.4665,135.1920315,308.5848734,1.124
0.4668,135.215277,308.5856476,1.12385
0.4671,135.2384946,308.5864206,1.12371
0.4674,135.2616845,308.5871924,1.12356
0.4677,135.2848465,308.587963,1.12342
0.468,135.3079807,308.5887325,1.12327
0.4683,135.3310872,308.5895008,1.12313
0.4686,135.3541659,308.5902678,1.12298
0.4689,135.377217,308.5910338,1.12284
0.4692,135.4002405,308.5917985,1.12269
0.4695,135.4232363,308.5925621,1.12255
0.4698,135.4462046,308.5933244,1.1224
0.4701,135.4691453,308.5940857,1.12226
0.4704,135.4920585,308.5948457,1.12212
0.4707,135.5149442,308.5956046,1.12197
0.471,135.5378025,308.5963623,1.12183
0.4713,135.5606334,308.5971189,1.12169
0.4716,135.5834369,308.5978743,1.12154
0.4719,135.606213,308.5986286,1.1214
0.4722,135.6289619,308.5993816,1.12126
0.4725,135.6516834,308.6001336,1.12112
0.4728,135.6743777,308.6008844,1.12097
0.4731,135.6970448,308.601634,1.12083
0.4734,135.7196847,308.6023825,1.12069
0.4737,135.7422975,308.6031298,1.12055
0.474,135.7648831,308.603876,1.12041
0.4743,135.7874417,308.604621,1.12027
0.4746,135.8099732,308.6053649,1.12012
0.4749,135.8324777,308.6061077,1.11998
0.4752,135.8549552,308.6068493,1.11984
0.4755,135.8774057,308.6075898,1.1197
0.4758,135.8998294,308.6083291,1.11956
0.4761,135.9222261,308.6090673,1.11942
0.4764,135.944596,308.6098044,1.11928
0.4767,135.966939,308.6105403,1.11914
0.477,135.9892553,308.6112751,1.119
0.4773,136.0115448,308.6120088,1.11886
0.4776,136.0338075,308.6127414,1.11872
0.4779,136.0560436,308.6134728,1.11858
0.4782,136.078253,308.6142031,1.11844
0.4785,136.1004358,308.6149323,1.1183
0.4788,136.122592,308.6156604,1.11816
0.4791,136.1447215,308.6163874,1.11803
0.4794,136.1668245,308.6171132,1.11789
0.4797,136.188901,308.617838,1.11775
0.48,136.210951,308.6185616,1.11761
0.4803,136.2329746,308.6192841,1.11747
0.4806,136.2549717,308.6200055,1.11733
0.4809,136.2769425,308.6207258,1.1172
0.4812,136.2988869,308.621445,1.11706
0.4815,136.320805,308.6221631,1.11692
0.4818,136.3426968,308.6228801,1.11678
0.4821,136.3645624,308.623596,1.11665
0.4824,136.3864017,308.6243108,1.11651
0.4827,136.4082149,308.6250244,1.11637
0.483,136.4300019,308.6257371,1.11624
0.4833,136.4517627,308.6264486,1.1161
0.4836,136.4734975,308.627159,1.11596
0.4839,136.4952062,308.6278683,1.11583
0.4842,136.5168888,308.6285766,1.11569
0.4845,136.5385455,308.6292837,1.11556
0.4848,136.5601762,308.6299898,1.11542
0.4851,136.5817809,308.6306948,1.11529
0.4854,136.6033597,308.6313987,1.11515
0.4857,136.6249127,308.6321016,1.11501
0.486,136.6464398,308.6328034,1.11488
0.4863,136.6679411,308.633504,1.11475
0.4866,136.6894166,308.6342037,1.11461
0.4869,136.7108663,308.6349022,1.11448
0.4872,136.7322903,308.6355997,1.11434
0.4875,136.7536887,308.6362961,1.11421
0.4878,136.7750613,308.6369915,1.11407
0.4881,136.7964084,308.6376858,1.11394
0.4884,136.8177298,308.638379,1.11381
0.4887,136.8390257,308.6390711,1.11367
0.489,136.860296,308.6397622,1.11354
0.4893,136.8815408,308.6404523,1.11341
0.4896,136.9027601,308.6411413,1.11327
0.4899,136.923954,308.6418292,1.11314
0.4902,136.9451225,308.6425161,1.11301
0.4905,136.9662656,308.643202,1.11287
0.4908,136.9873833,308.6438868,1.11274
0.4911,137.0084757,308.6445705,1.11261
0.4914,137.0295428,308.6452532,1.11248
0.4917,137.0505846,308.6459349,1.11235
0.492,137.0716013,308.6466155,1.11221
0.4923,137.0925927,308.6472951,1.11208
0.4926,137.1135589,308.6479737,1.11195
0.4929,137.1345,308.6486512,1.11182
0.4932,137.1554159,308.6493277,1.11169
0.4935,137.1763068,308.6500031,1.11156
0.4938,137.1971727,308.6506775,1.11143
0.4941,137.2180135,308.6513509,1.1113
0.4944,137.2388293,308.6520233,1.11116
0.4947,137.2596201,308.6526947,1.11103
0.495,137.2803861,308.653365,1.1109
0.4953,137.3011271,308.6540343,1.11077
0.4956,137.3218432,308.6547026,1.11064
0.4959,137.3425345,308.6553698,1.11051
0.4962,137.363201,308.6560361,1.11038
0.4965,137.3838427,308.6567013,1.11025
0.4968,137.4044597,308.6573656,1.11013
0.4971,137.4250519,308.6580288,1.11
0.4974,137.4456194,308.658691,1.10987
0.4977,137.4661623,308.6593522,1.10974
0.498,137.4866805,308.6600124,1.10961
0.4983,137.5071742,308.6606716,1.10948
0.4986,137.5276432,308.6613298,1.10935
0.4989,137.5480877,308.661987,1.10922
0.4992,137.5685077,308.6626432,1.1091
0.4995,137.5889032,308.6632985,1.10897
0.4998,137.6092742,308.6639527,1.10884
0.5001,137.6296209,308.6646059,1.10871
0.5004,137.6499431,308.6652581,1.10859
0.5007,137.6702409,308.6659094,1.10846
0.501,137.6905144,308.6665597,1.10833
0.5013,137.7107636,308.6672089,1.1082
0.5016,137.7309885,308.6678573,1.10808
0.5019,137.7511892,308.6685046,1.10795
0.5022,137.7713656,308.6691509,1.10782
0.5025,137.7915178,308.6697963,1.1077
0.5028,137.8116459,308.6704407,1.10757
0.5031,137.8317498,308.6710841,1.10744
0.5034,137.8518297,308.6717265,1.10732
0.5037,137.8718854,308.672368,1.10719
0.504,137.8919171,308.6730085,1.10707
0.5043,137.9119248,308.6736481,1.10694
0.5046,137.9319085,308.6742867,1.10682
0.5049,137.9518682,308.6749243,1.10669
0.5052,137.971804,308.6755609,1.10657
0.5055,137.9917159,308.6761966,1.10644
0.5058,138.0116038,308.6768314,1.10632
0.5061,138.0314679,308.6774652,1.10619
0.5064,138.0513082,308.678098,1.10607
0.5067,138.0711247,308.6787299,1.10594
0.507,138.0909174,308.6793609,1.10582
0.5073,138.1106863,308.6799908,1.10569
0.5076,138.1304316,308.6806199,1.10557
0.5079,138.1501531,308.681248,1.10545
0.5082,138.1698511,308.6818752,1.10532
0.5085,138.1895254,308.6825014,1.1052
0.5088,138.2091761,308.6831267,1.10508
0.5091,138.2288032,308.683751,1.10495
0.5094,138.2484068,308.6843744,1.10483
0.5097,138.2679869,308.6849969,1.10471
0.51,138.2875435,308.6856185,1.10458
0.5103,138.3070766,308.6862391,1.10446
0.5106,138.3265864,308.6868588,1.10434
0.5109,138.3460727,308.6874776,1.10422
0.5112,138.3655356,308.6880954,1.10409
0.5115,138.3849753,308.6887123,1.10397
0.5118,138.4043916,308.6893284,1.10385
0.5121,138.4237846,308.6899435,1.10373
0.5124,138.4431543,308.6905576,1.10361
0.5127,138.4625009,308.6911709,1.10349
0.513,138.4818242,308.6917832,1.10336
0.5133,138.5011243,308.6923947,1.10324
0.5136,138.5204013,308.6930052,1.10312
0.5139,138.5396552,308.6936148,1.103
0.5142,138.558886,308.6942236,1.10288
0.5145,138.5780938,308.6948314,1.10276
0.5148,138.5972785,308.6954383,1.10264
0.5151,138.6164402,308.6960443,1.10252
0.5154,138.6355789,308.6966494,1.1024
0.5157,138.6546946,308.6972537,1.10228
0.516,138.6737875,308.697857,1.10216
0.5163,138.6928574,308.6984595,1.10204
0.5166,138.7119045,308.699061,1.10192
0.5169,138.7309287,308.6996617,1.1018
0.5172,138.7499301,308.7002615,1.10168
0.5175,138.7689087,308.7008604,1.10156
0.5178,138.7878646,308.7014584,1.10144
0.5181,138.8067977,308.7020555,1.10132
0.5184,138.8257081,308.7026518,1.10121
0.5187,138.8445959,308.7032471,1.10109
0.519,138.863461,308.7038416,1.10097
0.5193,138.8823034,308.7044353,1.10085
0.5196,138.9011233,308.705028,1.10073
0.5199,138.9199206,308.7056199,1.10061
0.5202,138.9386954,308.706211,1.1005
0.5205,138.9574476,308.7068011,1.10038
0.5208,138.9761774,308.7073904,1.10026
0.5211,138.9948847,308.7079789,1.10014
0.5214,139.0135695,308.7085664,1.10003
0.5217,139.032232,308.7091532,1.09991
0.522,139.0508721,308.709739,1.09979
0.5223,139.0694898,308.710324,1.09968
0.5226,139.0880852,308.7109082,1.09956
0.5229,139.1066583,308.7114915,1.09944
0.5232,139.1252091,308.712074,1.09933
0.5235,139.1437377,308.7126556,1.09921
0.5238,139.162244,308.7132364,1.09909
0.5241,139.1807282,308.7138163,1.09898
0.5244,139.1991902,308.7143954,1.09886
0.5247,139.21763,308.7149736,1.09875
0.525,139.2360477,308.715551,1.09863
0.5253,139.2544434,308.7161276,1.09851
0.5256,139.272817,308.7167034,1.0984
0.5259,139.2911685,308.7172783,1.09828
0.5262,139.3094981,308.7178524,1.09817
0.5265,139.3278057,308.7184256,1.09805
0.5268,139.3460913,308.718998,1.09794
0.5271,139.364355,308.7195697,1.09782
0.5274,139.3825968,308.7201404,1.09771
0.5277,139.4008167,308.7207104,1.09759
0.528,139.4190147,308.7212796,1.09748
0.5283,139.437191,308.7218479,1.09737
0.5286,139.4553454,308.7224154,1.09725
0.5289,139.4734781,308.7229821,1.09714
0.5292,139.491589,308.723548,1.09702
0.5295,139.5096782,308.7241131,1.09691
0.5298,139.5277457,308.7246774,1.0968
0.5301,139.5457916,308.7252409,1.09668
0.5304,139.5638158,308.7258036,1.09657
0.5307,139.5818184,308.7263654,1.09646
0.531,139.5997994,308.7269265,1.09635
0.5313,139.6177589,308.7274868,1.09623
0.5316,139.6356968,308.7280463,1.09612
0.5319,139.6536132,308.728605,1.09601
0.5322,139.6715081,308.7291629,1.09589
0.5325,139.6893816,308.72972,1.09578
0.5328,139.7072336,308.7302763,1.09567
0.5331,139.7250641,308.7308319,1.09556
0.5334,139.7428733,308.7313866,1.09545
0.5337,139.7606611,308.7319406,1.09534
0.534,139.7784276,308.7324938,1.09522
0.5343,139.7961727,308.7330462,1.09511
0.5346,139.8138966,308.7335979,1.095
0.5349,139.8315993,308.7341487,1.09489
0.5352,139.8492807,308.7346988,1.09478
0.5355,139.8669409,308.7352482,1.09467
0.5358,139.8845799,308.7357967,1.09456
0.5361,139.9021978,308.7363445,1.09445
0.5364,139.9197945,308.7368916,1.09434
0.5367,139.9373701,308.7374378,1.09423
0.537,139.9549247,308.7379833,1.09411
0.5373,139.9724582,308.7385281,1.094
0.5376,139.9899707,308.7390721,1.09389
0.5379,140.0074621,308.7396153,1.09378
0.5382,140.0249326,308.7401578,1.09368
0.5385,140.0423822,308.7406995,1.09357
0.5388,140.0598108,308.7412405,1.09346
0.5391,140.0772185,308.7417808,1.09335
0.5394,140.0946053,308.7423203,1.09324
0.5397,140.1119713,308.742859,1.09313
0.54,140.1293165,308.743397,1.09302
0.5403,140.1466409,308.7439343,1.09291
0.5406,140.1639444,308.7444709,1.0928
0.5409,140.1812273,308.7450067,1.09269
0.5412,140.1984894,308.7455417,1.09259
0.5415,140.2157308,308.7460761,1.09248
0.5418,140.2329515,308.7466097,1.09237
0.5421,140.2501516,308.7471426,1.09226
0.5424,140.267331,308.7476747,1.09215
0.5427,140.2844898,308.7482061,1.09204
0.543,140.3016281,308.7487369,1.09194
0.5433,140.3187458,308.7492669,1.09183
0.5436,140.335843,308.7497961,1.09172
0.5439,140.3529197,308.7503247,1.09161
0.5442,140.3699759,308.7508525,1.09151
0.5445,140.3870116,308.7513797,1.0914
0.5448,140.4040269,308.7519061,1.09129
0.5451,140.4210218,308.7524318,1.09119
0.5454,140.4379964,308.7529568,1.09108
0.5457,140.4549505,308.7534811,1.09097
0.546,140.4718844,308.7540047,1.09087
0.5463,140.4887979,308.7545276,1.09076
0.5466,140.5056911,308.7550499,1.09066
0.5469,140.5225641,308.7555714,1.09055
0.5472,140.5394169,308.7560922,1.09044
0.5475,140.5562494,308.7566123,1.09034
0.5478,140.5730618,308.7571317,1.09023
0.5481,140.589854,308.7576505,1.09013
0.5484,140.606626,308.7581686,1.09002
0.5487,140.623378,308.7586859,1.08992
0.549,140.6401098,308.7592026,1.08981
0.5493,140.6568216,308.7597186,1.08971
0.5496,140.6735133,308.760234,1.0896
0.5499,140.6901851,308.7607486,1.0895
0.5502,140.7068368,308.7612626,1.08939
0.5505,140.7234686,308.7617759,1.08929
0.5508,140.7400804,308.7622886,1.08918
0.5511,140.7566723,308.7628006,1.08908
0.5514,140.7732443,308.7633119,1.08897
0.5517,140.7897964,308.7638225,1.08887
0.552,140.8063287,308.7643325,1.08877
0.5523,140.8228411,308.7648418,1.08866
0.5526,140.8393338,308.7653505,1.08856
0.5529,140.8558067,308.7658585,1.08846
0.5532,140.8722598,308.7663658,1.08835
0.5535,140.8886932,308.7668725,1.08825
0.5538,140.9051069,308.7673781,1.08815
0.5541,140.9215009,308.7678803,1.08804
0.5544,140.9378752,308.7683817,1.08794
0.5547,140.9542299,308.7688825,1.08784
0.555,140.970565,308.7693826,1.08773
0.5553,140.9868805,308.769882,1.08763
0.5556,141.0031764,308.7703806,1.08753
0.5559,141.0194528,308.7708786,1.08743
0.5562,141.0357097,308.7713759,1.08733
0.5565,141.0519471,308.7718725,1.08722
0.5568,141.068165,308.7723684,1.08712
0.5571,141.0843634,308.7728636,1.08702
0.5574,141.1005425,308.7733581,1.08692
0.5577,141.1167021,308.7738519,1.08682
0.558,141.1328424,308.774345,1.08671
0.5583,141.1489633,308.7748374,1.08661
0.5586,141.1650649,308.7753291,1.08651
0.5589,141.1811471,308.7758202,1.08641
0.5592,141.1972101,308.7763105,1.08631
0.5595,141.2132538,308.7768002,1.08621
0.5598,141.2292782,308.7772892,1.08611
0.5601,141.2452834,308.7777775,1.08601
0.5604,141.2612694,308.7782651,1.08591
0.5607,141.2772363,308.7787521,1.08581
0.561,141.293184,308.7792383,1.08571
0.5613,141.3091125,308.7797239,1.08561
0.5616,141.325022,308.7802088,1.08551
0.5619,141.3409124,308.780693,1.08541
0.5622,141.3567837,308.7811765,1.08531
0.5625,141.372636,308.7816594,1.08521
0.5628,141.3884693,308.7821416,1.08511
0.5631,141.4042836,308.7826231,1.08501
0.5634,141.4200789,308.7831039,1.08491
0.5637,141.4358553,308.7835841,1.08481
0.564,141.4516127,308.7840636,1.08471
0.5643,141.4673513,308.7845424,1.08461
0.5646,141.483071,308.7850205,1.08451
0.5649,141.4987718,308.785498,1.08442
0.5652,141.5144538,308.7859748,1.08432
0.5655,141.530117,308.786451,1.08422
0.5658,141.5457614,308.7869264,1.08412
0.5661,141.5613871,308.7874013,1.08402
0.5664,141.576994,308.7878754,1.08392
0.5667,141.5925822,308.7883489,1.08383
0.567,141.6081517,308.7888217,1.08373
0.5673,141.6237025,308.7892938,1.08363
0.5676,141.6392347,308.7897653,1.08353
0.5679,141.6547482,308.7902362,1.08343
0.5682,141.6702432,308.7907063,1.08334
0.5685,141.6857196,308.7911759,1.08324
0.5688,141.7011774,308.7916447,1.08314
0.5691,141.7166166,308.7921129,1.08305
0.5694,141.7320374,308.7925805,1.08295
0.5697,141.7474396,308.7930474,1.08285
0.57,141.7628234,308.7935136,1.08276
0.5703,141.7781887,308.7939792,1.08266
0.5706,141.7935357,308.7944441,1.08256
0.5709,141.8088642,308.7949084,1.08247
0.5712,141.8241743,308.795372,1.08237
0.5715,141.839466,308.795835,1.08227
0.5718,141.8547395,308.7962974,1.08218
0.5721,141.8699946,308.796759,1.08208
0.5724,141.8852314,308.7972201,1.08199
0.5727,141.9004499,308.7976805,1.08189
0.573,141.9156502,308.7981402,1.08179
0.5733,141.9308322,308.7985993,1.0817
0.5736,141.9459961,308.7990578,1.0816
