time,L2.i,L3.i,L1.i,L1.ICP.di,L2.ICP.di,C2.vinternal,C1.vinternal,L2.iinternal,L3.iinternal,L1.iinternal
0.007275545918,0.001184723332,0.3226270798,1.157551157,164.9182143,-0.7336899446,-0.6099269721,-1.649917828,0.001184723332,0.3226270798,1.157551157
0.007383692691,0.001102180501,0.3212332358,1.175116051,159.8849795,-0.7686052398,-0.6273033811,-1.597958866,0.001102180501,0.3212332358,1.175116051
0.007524551042,0.001001240057,0.3187470341,1.197159663,153.0535788,-0.6485259476,-0.6497995217,-1.525839661,0.001001240057,0.3187470341,1.197159663
0.007602705542,0.0009532412303,0.3170376379,1.208968853,149.1322271,-0.5867076338,-0.6621970155,-1.484542762,0.0009532412303,0.3170376379,1.208968853
0.007715411382,0.0008877544443,0.3141544969,1.225451,143.3175937,-0.5970934976,-0.6799462838,-1.424368549,0.0008877544443,0.3141544969,1.225451
0.007830498676,0.000813229563,0.3106975727,1.241594352,137.1925498,-0.7055952643,-0.6978872662,-1.362019477,0.000813229563,0.3106975727,1.241594352
0.007945585971,0.0007263191561,0.3067198491,1.257022323,130.887215,-0.7903498413,-0.7156133223,-1.297634715,0.0007263191561,0.3067198491,1.257022323
0.008069261192,0.0006290084204,0.301863604,1.272781024,123.9207647,-0.7633536364,-0.7343882679,-1.225360689,0.0006290084204,0.301863604,1.272781024
0.008192936413,0.0005400913867,0.296404663,1.287666437,116.7665003,-0.6761815256,-0.752843128,-1.150599058,0.0005400913867,0.296404663,1.287666437
0.008316611634,0.0004587836742,0.2903433049,1.301655916,109.4339156,-0.6568242455,-0.7709406618,-1.074726475,0.0004587836742,0.2903433049,1.301655916
0.008470005076,0.0003516502292,0.2819898578,1.317730242,100.1080301,-0.7503996998,-0.7928346321,-0.9794996712,0.0003516502292,0.2819898578,1.317730242
0.008570107154,0.0002737543137,0.2760416522,1.327441069,93.89441776,-0.7976060823,-0.8067612598,-0.9159600028,0.0002737543137,0.2760416522,1.327441069
0.008707543171,0.0001649645364,0.2672405413,1.339750888,85.2129163,-0.7687489739,-0.8253760005,-0.8263048714,0.0001649645364,0.2672405413,1.339750888
0.008844979188,6.436219881e-05,0.2577120903,1.350856384,76.3713416,-0.7000058626,-0.8433596525,-0.7346708606,6.436219881e-05,0.2577120903,1.350856384
0.008982415205,-3.100756974e-05,0.2474646288,1.360736601,67.38503549,-0.7035630735,-0.8606625608,-0.6423393035,-3.100756974e-05,0.2474646288,1.360736601
0.009131152501,-0.0001404796289,0.2355755654,1.370027061,57.51633732,-0.7686749907,-0.8785645125,-0.5416434663,-0.0001404796289,0.2355755654,1.370027061
0.009279889797,-0.0002565469884,0.2228707823,1.377839963,47.52078761,-0.7759763711,-0.8955505569,-0.4391639174,-0.0002565469884,0.2228707823,1.377839963
0.009452236055,-0.0003846128554,0.2071530099,1.385022524,35.80880437,-0.708624138,-0.9140084102,-0.3184353124,-0.0003846128554,0.2071530099,1.385022524
0.009587187668,-0.0004786804604,0.1941179046,1.389231622,26.56085838,-0.696299975,-0.9274878585,-0.223592783,-0.0004786804604,0.1941179046,1.389231622
0.009772327521,-0.0006117531772,0.1752272046,1.392968572,13.79623152,-0.7417488139,-0.9445051765,-0.09343545158,-0.0006117531772,0.1752272046,1.392968572
0.009903868559,-0.0007095826321,0.1611202071,1.39418492,4.694806551,-0.7366272268,-0.9555066178,-0.0003478651161,-0.0007095826321,0.1611202071,1.39418492
0.01009099011,-0.000841762333,0.140112815,1.393850914,-8.264181106,-0.6757607623,-0.9695167749,0.1326068599,-0.000841762333,0.140112815,1.393850914
0.0102251403,-0.0009311181395,0.1244015864,1.392119744,-17.54175258,-0.6639044832,-0.9783255684,0.2273857563,-0.0009311181395,0.1244015864,1.392119744
0.01040457689,-0.001052207291,0.1025806087,1.387862057,-29.90226016,-0.6847564739,-0.9884262752,0.3531658577,-0.001052207291,0.1025806087,1.387862057
0.01054283183,-0.001146293932,0.08517167513,1.383073073,-39.36461086,-0.6692625593,-0.9948500318,0.4496661587,-0.001146293932,0.08517167513,1.383073073
0.01071988068,-0.001260077191,0.06216954264,1.375038538,-51.37305189,-0.6166639604,-1.001288987,0.5723354082,-0.001260077191,0.06216954264,1.375038538
0.01086246611,-0.001346417329,0.04310540992,1.367030673,-60.93223478,-0.6002370301,-1.004972877,0.6696255391,-0.001346417329,0.04310540992,1.367030673
0.01103493069,-0.001450268159,0.01945492951,1.355536234,-72.33173844,-0.6026453451,-1.007587907,0.7852908054,-0.001450268159,0.01945492951,1.355536234
0.01120739528,-0.001552135834,-0.004783935742,1.342093446,-83.52084453,-0.5714697316,-1.008137534,0.8990037899,-0.001552135834,-0.004783935742,1.342093446
0.01137985987,-0.001646411365,-0.02954571431,1.326741435,-94.46686984,-0.52451391,-1.006574008,1.010258393,-0.001646411365,-0.02954571431,1.326741435
0.01155413478,-0.00173583525,-0.05502978318,1.309334428,-105.2485641,-0.5063552581,-1.002804718,1.119399799,-0.00173583525,-0.05502978318,1.309334428
0.01172840969,-0.001822930194,-0.08090701908,1.290075263,-115.717051,-0.4888422251,-0.9967975758,1.22519517,-0.001822930194,-0.08090701908,1.290075263
0.01193062563,-0.001916726587,-0.1113276094,1.265482971,-127.4296186,-0.4358126865,-0.9869821536,1.34367236,-0.001916726587,-0.1113276094,1.265482971
0.01208926395,-0.001982902721,-0.1354156776,1.244562816,-136.2626658,-0.4020467327,-0.9771195797,1.432784201,-0.001982902721,-0.1354156776,1.244562816
0.01229908944,-0.002064526393,-0.1674695997,1.214789591,-147.4254263,-0.3751419732,-0.961131038,1.544987124,-0.002064526393,-0.1674695997,1.214789591
0.01245905448,-0.002121852165,-0.1919766219,1.190554992,-155.5097504,-0.3385249446,-0.9466801755,1.62621148,-0.002121852165,-0.1919766219,1.190554992
0.01263917538,-0.002178342675,-0.2195587054,1.161759206,-164.1437375,-0.2903381043,-0.9280637965,1.712824099,-0.002178342675,-0.2195587054,1.161759206
0.01281929627,-0.002227499799,-0.2470409465,1.131454969,-172.2545984,-0.2576636958,-0.9069689729,1.79380834,-0.002227499799,-0.2470409465,1.131454969
0.01299941716,-0.002271023371,-0.2743332026,1.099738886,-179.8161611,-0.223014765,-0.8834089734,1.869073845,-0.002271023371,-0.2743332026,1.099738886
0.01325388779,-0.002319182956,-0.3123914764,1.052721838,-189.5159865,-0.1554649349,-0.8459655583,1.96534762,-0.002319182956,-0.3123914764,1.052721838
0.01342575346,-0.002342670771,-0.3376497292,1.019637926,-195.3881377,-0.1195136327,-0.8179611638,2.023209164,-0.002342670771,-0.3376497292,1.019637926
