time,controlBus.integerSignal_ref,controlBus.integerSignal_sim,controlBus.integerSignal_relerr,controlBus.booleanSignal_ref,controlBus.booleanSignal_sim,controlBus.booleanSignal_relerr,controlBus.subControlBus.myBooleanSignal_ref,controlBus.subControlBus.myBooleanSignal_sim,controlBus.subControlBus.myBooleanSignal_relerr
0.24,2,2,0,0,0,0,0,0,0
0.2404,2,2,0,0,0,0,0,0,0
0.2408,2,2,0,0,0,0,0,0,0
0.2412,2,2,0,0,0,0,0,0,0
0.2416,2,2,0,0,0,0,0,0,0
0.242,2,2,0,0,0,0,0,0,0
0.2424,2,2,0,0,0,0,0,0,0
0.2428,2,2,0,0,0,0,0,0,0
0.2432,2,2,0,0,0,0,0,0,0
0.2436,2,2,0,0,0,0,0,0,0
0.244,2,2,0,0,0,0,0,0,0
0.2444,2,2,0,0,0,0,0,0,0
0.2448,2,2,0,0,0,0,0,0,0
0.2452,2,2,0,0,0,0,0,0,0
0.2456,2,2,0,0,0,0,0,0,0
0.246,2,2,0,0,0,0,0,0,0
0.2464,2,2,0,0,0,0,0,0,0
0.2468,2,2,0,0,0,0,0,0,0
0.2472,2,2,0,0,0,0,0,0,0
0.2476,2,2,0,0,0,0,0,0,0
0.248,2,2,0,0,0,0,0,0,0
0.2484,2,2,0,0,0,0,0,0,0
0.2488,2,2,0,0,0,0,0,0,0
0.2492,2,2,0,0,0,0,0,0,0
0.2496,2,2,0,0,0,0,0,0,0
0.25,2,2,0,0,0,0,0,0,0
0.2504,2,2,0,0,0,0,0,0,0
0.2508,2,2,0,0,0,0,0,0,0
0.2512,2,2,0,0,0,0,0,0,0
0.2516,2,2,0,0,0,0,0,0,0
0.252,2,2,0,0,0,0,0,0,0
0.2524,2,2,0,0,0,0,0,0,0
0.2528,2,2,0,0,0,0,0,0,0
0.2532,2,2,0,0,0,0,0,0,0
0.2536,2,2,0,0,0,0,0,0,0
0.254,2,2,0,0,0,0,0,0,0
0.2544,2,2,0,0,0,0,0,0,0
0.2548,2,2,0,0,0,0,0,0,0
0.2552,2,2,0,0,0,0,0,0,0
0.2556,2,2,0,0,0,0,0,0,0
0.256,2,2,0,0,0,0,0,0,0
0.2564,2,2,0,0,0,0,0,0,0
0.2568,2,2,0,0,0,0,0,0,0
0.2572,2,2,0,0,0,0,0,0,0
0.2576,2,2,0,0,0,0,0,0,0
0.258,2,2,0,0,0,0,0,0,0
0.2584,2,2,0,0,0,0,0,0,0
0.2588,2,2,0,0,0,0,0,0,0
0.2592,2,2,0,0,0,0,0,0,0
0.2596,2,2,0,0,0,0,0,0,0
0.26,2,2,0,0,0,0,0,0,0
0.2604,2,2,0,0,0,0,0,0,0
0.2608,2,2,0,0,0,0,0,0,0
0.2612,2,2,0,0,0,0,0,0,0
0.2616,2,2,0,0,0,0,0,0,0
0.262,2,2,0,0,0,0,0,0,0
0.2624,2,2,0,0,0,0,0,0,0
0.2628,2,2,0,0,0,0,0,0,0
0.2632,2,2,0,0,0,0,0,0,0
0.2636,2,2,0,0,0,0,0,0,0
0.264,2,2,0,0,0,0,0,0,0
0.2644,2,2,0,0,0,0,0,0,0
0.2648,2,2,0,0,0,0,0,0,0
0.2652,2,2,0,0,0,0,0,0,0
0.2656,2,2,0,0,0,0,0,0,0
0.266,2,2,0,0,0,0,0,0,0
0.2664,2,2,0,0,0,0,0,0,0
0.2668,2,2,0,0,0,0,0,0,0
0.2672,2,2,0,0,0,0,0,0,0
0.2676,2,2,0,0,0,0,0,0,0
0.268,2,2,0,0,0,0,0,0,0
0.2684,2,2,0,0,0,0,0,0,0
0.2688,2,2,0,0,0,0,0,0,0
0.2692,2,2,0,0,0,0,0,0,0
0.2696,2,2,0,0,0,0,0,0,0
0.27,2,2,0,0,0,0,0,0,0
0.2704,2,2,0,0,0,0,0,0,0
0.2708,2,2,0,0,0,0,0,0,0
0.2712,2,2,0,0,0,0,0,0,0
0.2716,2,2,0,0,0,0,0,0,0
0.272,2,2,0,0,0,0,0,0,0
0.2724,2,2,0,0,0,0,0,0,0
0.2728,2,2,0,0,0,0,0,0,0
0.2732,2,2,0,0,0,0,0,0,0
0.2736,2,2,0,0,0,0,0,0,0
0.274,2,2,0,0,0,0,0,0,0
0.2744,2,2,0,0,0,0,0,0,0
0.2748,2,2,0,0,0,0,0,0,0
0.2752,2,2,0,0,0,0,0,0,0
0.2756,2,2,0,0,0,0,0,0,0
0.276,2,2,0,0,0,0,0,0,0
0.2764,2,2,0,0,0,0,0,0,0
0.2768,2,2,0,0,0,0,0,0,0
0.2772,2,2,0,0,0,0,0,0,0
0.2776,2,2,0,0,0,0,0,0,0
0.278,2,2,0,0,0,0,0,0,0
0.2784,2,2,0,0,0,0,0,0,0
0.2788,2,2,0,0,0,0,0,0,0
0.2792,2,2,0,0,0,0,0,0,0
0.2796,2,2,0,0,0,0,0,0,0
0.28,2,2,0,0,0,0,0,0,0
0.2804,2,2,0,0,0,0,0,0,0
0.2808,2,2,0,0,0,0,0,0,0
0.2812,2,2,0,0,0,0,0,0,0
0.2816,2,2,0,0,0,0,0,0,0
0.282,2,2,0,0,0,0,0,0,0
0.2824,2,2,0,0,0,0,0,0,0
0.2828,2,2,0,0,0,0,0,0,0
0.2832,2,2,0,0,0,0,0,0,0
0.2836,2,2,0,0,0,0,0,0,0
0.284,2,2,0,0,0,0,0,0,0
0.2844,2,2,0,0,0,0,0,0,0
0.2848,2,2,0,0,0,0,0,0,0
0.2852,2,2,0,0,0,0,0,0,0
0.2856,2,2,0,0,0,0,0,0,0
0.286,2,2,0,0,0,0,0,0,0
0.2864,2,2,0,0,0,0,0,0,0
0.2868,2,2,0,0,0,0,0,0,0
0.2872,2,2,0,0,0,0,0,0,0
0.2876,2,2,0,0,0,0,0,0,0
0.288,2,2,0,0,0,0,0,0,0
0.2884,2,2,0,0,0,0,0,0,0
0.2888,2,2,0,0,0,0,0,0,0
0.2892,2,2,0,0,0,0,0,0,0
0.2896,2,2,0,0,0,0,0,0,0
0.29,2,2,0,0,0,0,0,0,0
0.2904,2,2,0,0,0,0,0,0,0
0.2908,2,2,0,0,0,0,0,0,0
0.2912,2,2,0,0,0,0,0,0,0
0.2916,2,2,0,0,0,0,0,0,0
0.292,2,2,0,0,0,0,0,0,0
0.2924,2,2,0,0,0,0,0,0,0
0.2928,2,2,0,0,0,0,0,0,0
0.2932,2,2,0,0,0,0,0,0,0
0.2936,2,2,0,0,0,0,0,0,0
0.294,2,2,0,0,0,0,0,0,0
0.2944,2,2,0,0,0,0,0,0,0
0.2948,2,2,0,0,0,0,0,0,0
0.2952,2,2,0,0,0,0,0,0,0
0.2956,2,2,0,0,0,0,0,0,0
0.296,2,2,0,0,0,0,0,0,0
0.2964,2,2,0,0,0,0,0,0,0
0.2968,2,2,0,0,0,0,0,0,0
0.2972,2,2,0,0,0,0,0,0,0
0.2976,2,2,0,0,0,0,0,0,0
0.298,2,2,0,0,0,0,0,0,0
0.2984,2,2,0,0,0,0,0,0,0
0.2988,2,2,0,0,0,0,0,0,0
0.2992,2,2,0,0,0,0,0,0,0
0.2996,2,2,0,0,0,0,0,0,0
0.3,2,2,0,0,0,0,0,0,0
0.3004,2,2,0,0,0,0,0,0,0
0.3008,2,2,0,0,0,0,0,0,0
0.3012,2,2,0,0,0,0,0,0,0
0.3016,2,2,0,0,0,0,0,0,0
0.302,2,2,0,0,0,0,0,0,0
0.3024,2,2,0,0,0,0,0,0,0
0.3028,2,2,0,0,0,0,0,0,0
0.3032,2,2,0,0,0,0,0,0,0
0.3036,2,2,0,0,0,0,0,0,0
0.304,2,2,0,0,0,0,0,0,0
0.3044,2,2,0,0,0,0,0,0,0
0.3048,2,2,0,0,0,0,0,0,0
0.3052,2,2,0,0,0,0,0,0,0
0.3056,2,2,0,0,0,0,0,0,0
0.306,2,2,0,0,0,0,0,0,0
0.3064,2,2,0,0,0,0,0,0,0
0.3068,2,2,0,0,0,0,0,0,0
0.3072,2,2,0,0,0,0,0,0,0
0.3076,2,2,0,0,0,0,0,0,0
0.308,2,2,0,0,0,0,0,0,0
0.3084,2,2,0,0,0,0,0,0,0
0.3088,2,2,0,0,0,0,0,0,0
0.3092,2,2,0,0,0,0,0,0,0
0.3096,2,2,0,0,0,0,0,0,0
0.31,2,2,0,0,0,0,0,0,0
0.3104,2,2,0,0,0,0,0,0,0
0.3108,2,2,0,0,0,0,0,0,0
0.3112,2,2,0,0,0,0,0,0,0
0.3116,2,2,0,0,0,0,0,0,0
0.312,2,2,0,0,0,0,0,0,0
0.3124,2,2,0,0,0,0,0,0,0
0.3128,2,2,0,0,0,0,0,0,0
0.3132,2,2,0,0,0,0,0,0,0
0.3136,2,2,0,0,0,0,0,0,0
0.314,2,2,0,0,0,0,0,0,0
0.3144,2,2,0,0,0,0,0,0,0
0.3148,2,2,0,0,0,0,0,0,0
0.3152,2,2,0,0,0,0,0,0,0
0.3156,2,2,0,0,0,0,0,0,0
0.316,2,2,0,0,0,0,0,0,0
0.3164,2,2,0,0,0,0,0,0,0
0.3168,2,2,0,0,0,0,0,0,0
0.3172,2,2,0,0,0,0,0,0,0
0.3176,2,2,0,0,0,0,0,0,0
0.318,2,2,0,0,0,0,0,0,0
0.3184,2,2,0,0,0,0,0,0,0
0.3188,2,2,0,0,0,0,0,0,0
0.3192,2,2,0,0,0,0,0,0,0
0.3196,2,2,0,0,0,0,0,0,0
0.32,2,2,0,0,0,0,0,0,0
0.3204,2,2,0,0,0,0,0,0,0
0.3208,2,2,0,0,0,0,0,0,0
0.3212,2,2,0,0,0,0,0,0,0
0.3216,2,2,0,0,0,0,0,0,0
0.322,2,2,0,0,0,0,0,0,0
0.3224,2,2,0,0,0,0,0,0,0
0.3228,2,2,0,0,0,0,0,0,0
0.3232,2,2,0,0,0,0,0,0,0
0.3236,2,2,0,0,0,0,0,0,0
0.324,2,2,0,0,0,0,0,0,0
0.3244,2,2,0,0,0,0,0,0,0
0.3248,2,2,0,0,0,0,0,0,0
0.3252,2,2,0,0,0,0,0,0,0
0.3256,2,2,0,0,0,0,0,0,0
0.326,2,2,0,0,0,0,0,0,0
0.3264,2,2,0,0,0,0,0,0,0
0.3268,2,2,0,0,0,0,0,0,0
0.3272,2,2,0,0,0,0,0,0,0
0.3276,2,2,0,0,0,0,0,0,0
0.328,2,2,0,0,0,0,0,0,0
0.3284,2,2,0,0,0,0,0,0,0
0.3288,2,2,0,0,0,0,0,0,0
0.3292,2,2,0,0,0,0,0,0,0
0.3296,2,2,0,0,0,0,0,0,0
0.33,2,2,0,0,0,0,0,0,0
0.3304,2,2,0,0,0,0,0,0,0
0.3308,2,2,0,0,0,0,0,0,0
0.3312,2,2,0,0,0,0,0,0,0
0.3316,2,2,0,0,0,0,0,0,0
0.332,2,2,0,0,0,0,0,0,0
0.3324,2,2,0,0,0,0,0,0,0
0.3328,2,2,0,0,0,0,0,0,0
0.3332,2,2,0,0,0,0,0,0,0
0.3336,2,2,0,0,0,0,0,0,0
0.334,2,2,0,0,0,0,0,0,0
0.3344,2,2,0,0,0,0,0,0,0
0.3348,2,2,0,0,0,0,0,0,0
0.3352,2,2,0,0,0,0,0,0,0
0.3356,2,2,0,0,0,0,0,0,0
0.336,2,2,0,0,0,0,0,0,0
0.3364,2,2,0,0,0,0,0,0,0
0.3368,2,2,0,0,0,0,0,0,0
0.3372,2,2,0,0,0,0,0,0,0
0.3376,2,2,0,0,0,0,0,0,0
0.338,2,2,0,0,0,0,0,0,0
0.3384,2,2,0,0,0,0,0,0,0
0.3388,2,2,0,0,0,0,0,0,0
0.3392,2,2,0,0,0,0,0,0,0
0.3396,2,2,0,0,0,0,0,0,0
0.34,2,2,0,0,0,0,0,0,0
0.3404,2,2,0,0,0,0,0,0,0
0.3408,2,2,0,0,0,0,0,0,0
0.3412,2,2,0,0,0,0,0,0,0
0.3416,2,2,0,0,0,0,0,0,0
0.342,2,2,0,0,0,0,0,0,0
0.3424,2,2,0,0,0,0,0,0,0
0.3428,2,2,0,0,0,0,0,0,0
0.3432,2,2,0,0,0,0,0,0,0
0.3436,2,2,0,0,0,0,0,0,0
0.344,2,2,0,0,0,0,0,0,0
0.3444,2,2,0,0,0,0,0,0,0
0.3448,2,2,0,0,0,0,0,0,0
0.3452,2,2,0,0,0,0,0,0,0
0.3456,2,2,0,0,0,0,0,0,0
0.346,2,2,0,0,0,0,0,0,0
0.3464,2,2,0,0,0,0,0,0,0
0.3468,2,2,0,0,0,0,0,0,0
0.3472,2,2,0,0,0,0,0,0,0
0.3476,2,2,0,0,0,0,0,0,0
0.348,2,2,0,0,0,0,0,0,0
0.3484,2,2,0,0,0,0,0,0,0
0.3488,2,2,0,0,0,0,0,0,0
0.3492,2,2,0,0,0,0,0,0,0
0.3496,2,2,0,0,0,0,0,0,0
0.35,2,2,0,0,0,0,0,0,0
0.3504,2,2,0,0,0,0,0,0,0
0.3508,2,2,0,0,0,0,0,0,0
0.3512,2,2,0,0,0,0,0,0,0
0.3516,2,2,0,0,0,0,0,0,0
0.352,2,2,0,0,0,0,0,0,0
0.3524,2,2,0,0,0,0,0,0,0
0.3528,2,2,0,0,0,0,0,0,0
0.3532,2,2,0,0,0,0,0,0,0
0.3536,2,2,0,0,0,0,0,0,0
0.354,2,2,0,0,0,0,0,0,0
0.3544,2,2,0,0,0,0,0,0,0
0.3548,2,2,0,0,0,0,0,0,0
0.3552,2,2,0,0,0,0,0,0,0
0.3556,2,2,0,0,0,0,0,0,0
0.356,2,2,0,0,0,0,0,0,0
0.3564,2,2,0,0,0,0,0,0,0
0.3568,2,2,0,0,0,0,0,0,0
0.3572,2,2,0,0,0,0,0,0,0
0.3576,2,2,0,0,0,0,0,0,0
0.358,2,2,0,0,0,0,0,0,0
0.3584,2,2,0,0,0,0,0,0,0
0.3588,2,2,0,0,0,0,0,0,0
0.3592,2,2,0,0,0,0,0,0,0
0.3596,2,2,0,0,0,0,0,0,0
0.36,2,2,0,0,0,0,0,0,0
0.3604,2,2,0,0,0,0,0,0,0
0.3608,2,2,0,0,0,0,0,0,0
0.3612,2,2,0,0,0,0,0,0,0
0.3616,2,2,0,0,0,0,0,0,0
0.362,2,2,0,0,0,0,0,0,0
0.3624,2,2,0,0,0,0,0,0,0
0.3628,2,2,0,0,0,0,0,0,0
0.3632,2,2,0,0,0,0,0,0,0
0.3636,2,2,0,0,0,0,0,0,0
0.364,2,2,0,0,0,0,0,0,0
0.3644,2,2,0,0,0,0,0,0,0
0.3648,2,2,0,0,0,0,0,0,0
0.3652,2,2,0,0,0,0,0,0,0
0.3656,2,2,0,0,0,0,0,0,0
0.366,2,2,0,0,0,0,0,0,0
0.3664,2,2,0,0,0,0,0,0,0
0.3668,2,2,0,0,0,0,0,0,0
0.3672,2,2,0,0,0,0,0,0,0
0.3676,2,2,0,0,0,0,0,0,0
0.368,2,2,0,0,0,0,0,0,0
0.3684,2,2,0,0,0,0,0,0,0
0.3688,2,2,0,0,0,0,0,0,0
0.3692,2,2,0,0,0,0,0,0,0
0.3696,2,2,0,0,0,0,0,0,0
0.37,2,2,0,0,0,0,0,0,0
0.3704,2,2,0,0,0,0,0,0,0
0.3708,2,2,0,0,0,0,0,0,0
0.3712,2,2,0,0,0,0,0,0,0
0.3716,2,2,0,0,0,0,0,0,0
0.372,2,2,0,0,0,0,0,0,0
0.3724,2,2,0,0,0,0,0,0,0
0.3728,2,2,0,0,0,0,0,0,0
0.3732,2,2,0,0,0,0,0,0,0
0.3736,2,2,0,0,0,0,0,0,0
0.374,2,2,0,0,0,0,0,0,0
0.3744,2,2,0,0,0,0,0,0,0
0.3748,2,2,0,0,0,0,0,0,0
0.3752,2,2,0,0,0,0,0,0,0
0.3756,2,2,0,0,0,0,0,0,0
0.376,2,2,0,0,0,0,0,0,0
0.3764,2,2,0,0,0,0,0,0,0
0.3768,2,2,0,0,0,0,0,0,0
0.3772,2,2,0,0,0,0,0,0,0
0.3776,2,2,0,0,0,0,0,0,0
0.378,2,2,0,0,0,0,0,0,0
0.3784,2,2,0,0,0,0,0,0,0
0.3788,2,2,0,0,0,0,0,0,0
0.3792,2,2,0,0,0,0,0,0,0
0.3796,2,2,0,0,0,0,0,0,0
0.38,2,2,0,0,0,0,0,0,0
0.3804,2,2,0,0,0,0,0,0,0
0.3808,2,2,0,0,0,0,0,0,0
0.3812,2,2,0,0,0,0,0,0,0
0.3816,2,2,0,0,0,0,0,0,0
0.382,2,2,0,0,0,0,0,0,0
0.3824,2,2,0,0,0,0,0,0,0
0.3828,2,2,0,0,0,0,0,0,0
0.3832,2,2,0,0,0,0,0,0,0
0.3836,2,2,0,0,0,0,0,0,0
0.384,2,2,0,0,0,0,0,0,0
0.3844,2,2,0,0,0,0,0,0,0
0.3848,2,2,0,0,0,0,0,0,0
0.3852,2,2,0,0,0,0,0,0,0
0.3856,2,2,0,0,0,0,0,0,0
0.386,2,2,0,0,0,0,0,0,0
0.3864,2,2,0,0,0,0,0,0,0
0.3868,2,2,0,0,0,0,0,0,0
0.3872,2,2,0,0,0,0,0,0,0
0.3876,2,2,0,0,0,0,0,0,0
0.388,2,2,0,0,0,0,0,0,0
0.3884,2,2,0,0,0,0,0,0,0
0.3888,2,2,0,0,0,0,0,0,0
0.3892,2,2,0,0,0,0,0,0,0
0.3896,2,2,0,0,0,0,0,0,0
0.39,2,2,0,0,0,0,0,0,0
0.3904,2,2,0,0,0,0,0,0,0
0.3908,2,2,0,0,0,0,0,0,0
0.3912,2,2,0,0,0,0,0,0,0
0.3916,2,2,0,0,0,0,0,0,0
0.392,2,2,0,0,0,0,0,0,0
0.3924,2,2,0,0,0,0,0,0,0
0.3928,2,2,0,0,0,0,0,0,0
0.3932,2,2,0,0,0,0,0,0,0
0.3936,2,2,0,0,0,0,0,0,0
0.394,2,2,0,0,0,0,0,0,0
0.3944,2,2,0,0,0,0,0,0,0
0.3948,2,2,0,0,0,0,0,0,0
0.3952,2,2,0,0,0,0,0,0,0
0.3956,2,2,0,0,0,0,0,0,0
0.396,2,2,0,0,0,0,0,0,0
0.3964,2,2,0,0,0,0,0,0,0
0.3968,2,2,0,0,0,0,0,0,0
0.3972,2,2,0,0,0,0,0,0,0
0.3976,2,2,0,0,0,0,0,0,0
0.398,2,2,0,0,0,0,0,0,0
0.3984,2,2,0,0,0,0,0,0,0
0.3988,2,2,0,0,0,0,0,0,0
0.3992,2,2,0,0,0,0,0,0,0
0.3996,2,2,0,0,0,0,0,0,0
0.4,2,2,0,0,0,0,0,0,0
0.4004,2,2,0,0,0,0,0,0,0
0.4008,2,2,0,0,0,0,0,0,0
0.4012,2,2,0,0,0,0,0,0,0
0.4016,2,2,0,0,0,0,0,0,0
0.402,2,2,0,0,0,0,0,0,0
0.4024,2,2,0,0,0,0,0,0,0
0.4028,2,2,0,0,0,0,0,0,0
0.4032,2,2,0,0,0,0,0,0,0
0.4036,2,2,0,0,0,0,0,0,0
0.404,2,2,0,0,0,0,0,0,0
0.4044,2,2,0,0,0,0,0,0,0
0.4048,2,2,0,0,0,0,0,0,0
0.4052,2,2,0,0,0,0,0,0,0
0.4056,2,2,0,0,0,0,0,0,0
0.406,2,2,0,0,0,0,0,0,0
0.4064,2,2,0,0,0,0,0,0,0
0.4068,2,2,0,0,0,0,0,0,0
0.4072,2,2,0,0,0,0,0,0,0
0.4076,2,2,0,0,0,0,0,0,0
0.408,2,2,0,0,0,0,0,0,0
0.4084,2,2,0,0,0,0,0,0,0
0.4088,2,2,0,0,0,0,0,0,0
0.4092,2,2,0,0,0,0,0,0,0
0.4096,2,2,0,0,0,0,0,0,0
0.41,2,2,0,0,0,0,0,0,0
0.4104,2,2,0,0,0,0,0,0,0
0.4108,2,2,0,0,0,0,0,0,0
0.4112,2,2,0,0,0,0,0,0,0
0.4116,2,2,0,0,0,0,0,0,0
0.412,2,2,0,0,0,0,0,0,0
0.4124,2,2,0,0,0,0,0,0,0
0.4128,2,2,0,0,0,0,0,0,0
0.4132,2,2,0,0,0,0,0,0,0
0.4136,2,2,0,0,0,0,0,0,0
0.414,2,2,0,0,0,0,0,0,0
0.4144,2,2,0,0,0,0,0,0,0
0.4148,2,2,0,0,0,0,0,0,0
0.4152,2,2,0,0,0,0,0,0,0
0.4156,2,2,0,0,0,0,0,0,0
0.416,2,2,0,0,0,0,0,0,0
0.4164,2,2,0,0,0,0,0,0,0
0.4168,2,2,0,0,0,0,0,0,0
0.4172,2,2,0,0,0,0,0,0,0
0.4176,2,2,0,0,0,0,0,0,0
0.418,2,2,0,0,0,0,0,0,0
0.4184,2,2,0,0,0,0,0,0,0
0.4188,2,2,0,0,0,0,0,0,0
0.4192,2,2,0,0,0,0,0,0,0
0.4196,2,2,0,0,0,0,0,0,0
0.42,2,2,0,0,0,0,0,0,0
0.4204,2,2,0,0,0,0,0,0,0
0.4208,2,2,0,0,0,0,0,0,0
0.4212,2,2,0,0,0,0,0,0,0
0.4216,2,2,0,0,0,0,0,0,0
0.422,2,2,0,0,0,0,0,0,0
0.4224,2,2,0,0,0,0,0,0,0
0.4228,2,2,0,0,0,0,0,0,0
0.4232,2,2,0,0,0,0,0,0,0
0.4236,2,2,0,0,0,0,0,0,0
0.424,2,2,0,0,0,0,0,0,0
0.4244,2,2,0,0,0,0,0,0,0
0.4248,2,2,0,0,0,0,0,0,0
0.4252,2,2,0,0,0,0,0,0,0
0.4256,2,2,0,0,0,0,0,0,0
0.426,2,2,0,0,0,0,0,0,0
0.4264,2,2,0,0,0,0,0,0,0
0.4268,2,2,0,0,0,0,0,0,0
0.4272,2,2,0,0,0,0,0,0,0
0.4276,2,2,0,0,0,0,0,0,0
0.428,2,2,0,0,0,0,0,0,0
0.4284,2,2,0,0,0,0,0,0,0
0.4288,2,2,0,0,0,0,0,0,0
0.4292,2,2,0,0,0,0,0,0,0
0.4296,2,2,0,0,0,0,0,0,0
0.43,2,2,0,0,0,0,0,0,0
0.4304,2,2,0,0,0,0,0,0,0
0.4308,2,2,0,0,0,0,0,0,0
0.4312,2,2,0,0,0,0,0,0,0
0.4316,2,2,0,0,0,0,0,0,0
0.432,2,2,0,0,0,0,0,0,0
0.4324,2,2,0,0,0,0,0,0,0
0.4328,2,2,0,0,0,0,0,0,0
0.4332,2,2,0,0,0,0,0,0,0
0.4336,2,2,0,0,0,0,0,0,0
0.434,2,2,0,0,0,0,0,0,0
0.4344,2,2,0,0,0,0,0,0,0
0.4348,2,2,0,0,0,0,0,0,0
0.4352,2,2,0,0,0,0,0,0,0
0.4356,2,2,0,0,0,0,0,0,0
0.436,2,2,0,0,0,0,0,0,0
0.4364,2,2,0,0,0,0,0,0,0
0.4368,2,2,0,0,0,0,0,0,0
0.4372,2,2,0,0,0,0,0,0,0
0.4376,2,2,0,0,0,0,0,0,0
0.438,2,2,0,0,0,0,0,0,0
0.4384,2,2,0,0,0,0,0,0,0
0.4388,2,2,0,0,0,0,0,0,0
0.4392,2,2,0,0,0,0,0,0,0
0.4396,2,2,0,0,0,0,0,0,0
0.44,2,2,0,0,0,0,0,0,0
0.4404,2,2,0,0,0,0,0,0,0
0.4408,2,2,0,0,0,0,0,0,0
0.4412,2,2,0,0,0,0,0,0,0
0.4416,2,2,0,0,0,0,0,0,0
0.442,2,2,0,0,0,0,0,0,0
0.4424,2,2,0,0,0,0,0,0,0
0.4428,2,2,0,0,0,0,0,0,0
0.4432,2,2,0,0,0,0,0,0,0
0.4436,2,2,0,0,0,0,0,0,0
0.444,2,2,0,0,0,0,0,0,0
0.4444,2,2,0,0,0,0,0,0,0
0.4448,2,2,0,0,0,0,0,0,0
0.4452,2,2,0,0,0,0,0,0,0
0.4456,2,2,0,0,0,0,0,0,0
0.446,2,2,0,0,0,0,0,0,0
0.4464,2,2,0,0,0,0,0,0,0
0.4468,2,2,0,0,0,0,0,0,0
0.4472,2,2,0,0,0,0,0,0,0
0.4476,2,2,0,0,0,0,0,0,0
0.448,2,2,0,0,0,0,0,0,0
0.4484,2,2,0,0,0,0,0,0,0
0.4488,2,2,0,0,0,0,0,0,0
0.4492,2,2,0,0,0,0,0,0,0
0.4496,2,2,0,0,0,0,0,0,0
0.45,2,2,0,0,0,0,0,0,0
0.4504,2,2,0,0,0,0,0,0,0
0.4508,2,2,0,0,0,0,0,0,0
0.4512,2,2,0,0,0,0,0,0,0
0.4516,2,2,0,0,0,0,0,0,0
0.452,2,2,0,0,0,0,0,0,0
0.4524,2,2,0,0,0,0,0,0,0
0.4528,2,2,0,0,0,0,0,0,0
0.4532,2,2,0,0,0,0,0,0,0
0.4536,2,2,0,0,0,0,0,0,0
0.454,2,2,0,0,0,0,0,0,0
0.4544,2,2,0,0,0,0,0,0,0
0.4548,2,2,0,0,0,0,0,0,0
0.4552,2,2,0,0,0,0,0,0,0
0.4556,2,2,0,0,0,0,0,0,0
0.456,2,2,0,0,0,0,0,0,0
0.4564,2,2,0,0,0,0,0,0,0
0.4568,2,2,0,0,0,0,0,0,0
0.4572,2,2,0,0,0,0,0,0,0
0.4576,2,2,0,0,0,0,0,0,0
0.458,2,2,0,0,0,0,0,0,0
0.4584,2,2,0,0,0,0,0,0,0
0.4588,2,2,0,0,0,0,0,0,0
0.4592,2,2,0,0,0,0,0,0,0
0.4596,2,2,0,0,0,0,0,0,0
0.46,2,2,0,0,0,0,0,0,0
0.4604,2,2,0,0,0,0,0,0,0
0.4608,2,2,0,0,0,0,0,0,0
0.4612,2,2,0,0,0,0,0,0,0
0.4616,2,2,0,0,0,0,0,0,0
0.462,2,2,0,0,0,0,0,0,0
0.4624,2,2,0,0,0,0,0,0,0
0.4628,2,2,0,0,0,0,0,0,0
0.4632,2,2,0,0,0,0,0,0,0
0.4636,2,2,0,0,0,0,0,0,0
0.464,2,2,0,0,0,0,0,0,0
0.4644,2,2,0,0,0,0,0,0,0
0.4648,2,2,0,0,0,0,0,0,0
0.4652,2,2,0,0,0,0,0,0,0
0.4656,2,2,0,0,0,0,0,0,0
0.466,2,2,0,0,0,0,0,0,0
0.4664,2,2,0,0,0,0,0,0,0
0.4668,2,2,0,0,0,0,0,0,0
0.4672,2,2,0,0,0,0,0,0,0
0.4676,2,2,0,0,0,0,0,0,0
0.468,2,2,0,0,0,0,0,0,0
0.4684,2,2,0,0,0,0,0,0,0
0.4688,2,2,0,0,0,0,0,0,0
0.4692,2,2,0,0,0,0,0,0,0
0.4696,2,2,0,0,0,0,0,0,0
0.47,2,2,0,0,0,0,0,0,0
0.4704,2,2,0,0,0,0,0,0,0
0.4708,2,2,0,0,0,0,0,0,0
0.4712,2,2,0,0,0,0,0,0,0
0.4716,2,2,0,0,0,0,0,0,0
0.472,2,2,0,0,0,0,0,0,0
0.4724,2,2,0,0,0,0,0,0,0
0.4728,2,2,0,0,0,0,0,0,0
0.4732,2,2,0,0,0,0,0,0,0
0.4736,2,2,0,0,0,0,0,0,0
0.474,2,2,0,0,0,0,0,0,0
0.4744,2,2,0,0,0,0,0,0,0
0.4748,2,2,0,0,0,0,0,0,0
0.4752,2,2,0,0,0,0,0,0,0
0.4756,2,2,0,0,0,0,0,0,0
0.476,2,2,0,0,0,0,0,0,0
0.4764,2,2,0,0,0,0,0,0,0
0.4768,2,2,0,0,0,0,0,0,0
0.4772,2,2,0,0,0,0,0,0,0
0.4776,2,2,0,0,0,0,0,0,0
0.478,2,2,0,0,0,0,0,0,0
0.4784,2,2,0,0,0,0,0,0,0
0.4788,2,2,0,0,0,0,0,0,0
0.4792,2,2,0,0,0,0,0,0,0
0.4796,2,2,0,0,0,0,0,0,0
0.48,2,2,0,0,0,0,0,0,0
0.4804,2,2,0,0,0,0,0,0,0
0.4808,2,2,0,0,0,0,0,0,0
0.4812,2,2,0,0,0,0,0,0,0
0.4816,2,2,0,0,0,0,0,0,0
0.482,2,2,0,0,0,0,0,0,0
0.4824,2,2,0,0,0,0,0,0,0
