time,dcse.inertiaRotor.w,dcse.friction.phi,dcse.airGapDC.psi_e,dcse.flange.tau,dcse.airGapDC.iaˍt,loadInertia.w,loadInertia.phi,dcse.la.i
0.09535469664,12.31871666,0.5993808333,-0.05025522939,-32.37833819,-13060.39936,12.31871666,0.5993808333,-100.5104588
0.09596884262,12.45848291,0.6069883988,-0.05330341549,-36.40257808,-6731.22703,12.45848291,0.6069883988,-106.606831
0.09650454973,12.59002245,0.6136975036,-0.05434125525,-37.82982417,-1000.513258,12.59002245,0.6136975036,-108.6825105
0.09704025685,12.72285715,0.6204777601,-0.05383742047,-37.14076411,4752.36008,12.72285715,0.6204777601,-107.6748409
0.09757596396,12.84950171,0.6273278442,-0.05180818146,-34.41591886,10362.07285,12.84950171,0.6273278442,-103.6163629
0.09812408477,12.96561125,0.6344035104,-0.04821584687,-29.84529312,15786.96177,12.96561125,0.6344035104,-96.43169373
0.098685447,13.06455529,0.6417107382,-0.04306100426,-23.85823436,20847.11491,13.06455529,0.6417107382,-86.12200851
0.09927659251,13.14301962,0.6494583318,-0.03619677265,-16.93425633,25465.10574,13.14301962,0.6494583318,-72.3935453
0.09990124992,13.19659412,0.6576864667,-0.02760342703,-9.955689538,29385.33189,13.19659412,0.6576864667,-55.20685405
0.100457629,13.22176914,0.6650366546,-0.01905409635,-4.877823091,31922.45873,13.22176914,0.6650366546,-38.10819269
0.1010140081,13.23111918,0.6723961518,-0.009931399852,-1.511415255,33499.17553,13.23111918,0.6723961518,-19.8627997
0.1015703872,13.23181436,0.6797580791,-0.0005093076022,-0.2589145461,34069.08109,13.23181436,0.6797580791,-1.018615204
0.1021267663,13.23205832,0.6871198774,0.008928600817,-1.27064695,33612.01541,13.23205832,0.6871198774,17.85720163
0.1026831454,13.24010825,0.6944836138,0.01809731141,-4.425953738,32137.91072,13.24010825,0.6944836138,36.19462282
0.1033038933,13.26721536,0.7027096,0.02766875788,-10.00439771,29343.3704,13.26721536,0.7027096,55.33751575
0.1039246412,13.32053741,0.7109602583,0.03619662121,-16.94097866,25433.65244,13.32053741,0.7109602583,72.39324243
0.1045453892,13.40357986,0.7192531728,0.04335603096,-24.19595483,20552.74939,13.40357986,0.7192531728,86.71206193
0.1051661371,13.51538342,0.7276067286,0.04887310767,-30.67903989,14884.31075,13.51538342,0.7276067286,97.74621533
0.105786885,13.65065851,0.7360373468,0.05253627679,-35.41423134,8644.843424,13.65065851,0.7360373468,105.0725536
0.1064076329,13.80057674,0.74455701,0.05420512389,-37.68832526,2074.731551,13.80057674,0.74455701,108.4102478
0.106926814,13.9292257,0.7517554435,0.05402093494,-37.43972472,-3490.244827,13.9292257,0.7517554435,108.0418699
0.1074459951,14.05358134,0.7590198456,0.05240138296,-35.2502941,-8959.102791,14.05358134,0.7590198456,104.8027659
0.1079870655,14.17174938,0.76665646,0.04923412642,-31.15653221,-14398.34948,14.17174938,0.76665646,98.46825284
0.1085392913,14.27431548,0.7745117365,0.04454019676,-25.55637213,-19515.66223,14.27431548,0.7745117365,89.08039353
0.1091198,14.35806453,0.7828236696,0.03816983307,-18.85126315,-24257.31614,14.35806453,0.7828236696,76.33966614
0.1097178875,14.41695351,0.7914300268,0.03028827101,-11.98388674,-28299.65429,14.41695351,0.7914300268,60.57654201
0.1103159749,14.45011297,0.8000637132,0.02134314472,-6.104833846,-31350.17365,14.45011297,0.8000637132,42.68628945
0.1109140623,14.46318961,0.8087108658,0.01164747175,-2.0327231,-33304.96041,14.46318961,0.8087108658,23.2949435
0.1115121497,14.46462485,0.8173618849,0.001539932243,-0.3356551548,-34096.65836,14.46462485,0.8173618849,3.079864486
0.1121102372,14.46448566,0.8260127708,-0.008626356531,-1.252925022,-33696.32953,14.46448566,0.8260127708,-17.25271306
0.1127083246,14.47307019,0.8346656861,-0.01849553389,-4.661377787,-32114.72298,14.47307019,0.8346656861,-36.99106778
0.1133552173,14.502644,0.8440363905,-0.02843521088,-10.60199267,-29134.16514,14.502644,0.8440363905,-56.87042175
0.11400211,14.5612352,0.8534352862,-0.03721213463,-17.94065275,-24948.84677,14.5612352,0.8534352862,-74.42426926
0.1146490027,14.6523388,0.8628825531,-0.04446253765,-25.48433548,-19727.17913,14.6523388,0.8628825531,-88.92507531
0.1152958953,14.77415116,0.8723989264,-0.04988473888,-32.00307879,-13683.45652,14.77415116,0.8723989264,-99.76947776
0.115942788,14.91985167,0.8820023135,-0.05325265512,-36.43209521,-7069.138736,14.91985167,0.8820023135,-106.5053102
0.1165000454,15.05638084,0.8903542819,-0.05439719776,-38.00682547,-1125.397904,15.05638084,0.8903542819,-108.7943955
0.1170573028,15.1944849,0.8987831664,-0.05387674785,-37.29543915,4851.116413,15.1944849,0.8987831664,-107.7534957
0.1176145602,15.32574803,0.9072874841,-0.05170807105,-34.38583208,10675.02465,15.32574803,0.9072874841,-103.4161421
0.1181843832,15.44500814,0.9160553102,-0.04785691664,-29.5090779,16285.83588,15.44500814,0.9160553102,-95.71383328
0.118767982,15.54506765,0.9250994,-0.04233038582,-23.16748725,21486.29888,15.54506765,0.9250994,-84.66077164
0.1193770914,15.62173636,0.9345928775,-0.03505559143,-16.00305634,26141.0921,15.62173636,0.9345928775,-70.11118285
