time,coupling.idealGear.flange_b.phi,dcdcInverter2.idealDcDc.signalCurrent.i,dcdcInverter1.idealDcDc.signalCurrent.i,dcdcInverter2.iDCFilter.y,dcdcInverter2.vMotFilter.y,dcdcInverter2.idealDcDc.deadTime.y,dcdcInverter2.iMotFilter.y,dcdcInverter2.vDCFilter.y,dcdcInverter1.iDCFilter.y,dcdcInverter1.vMotFilter.y,dcdcInverter1.idealDcDc.deadTime.y,dcdcInverter1.iMotFilter.y,dcdcInverter1.vDCFilter.y,dcpm2.la.i,dcpm2.inertiaRotor.w,dcpm2.inertiaRotor.flange_b.tau,dcpm1.la.i,coupling.tau,coupling.w,multiSensor.i,multiSensor.v
0.08531916158,-2.458131722,229.0762591,0,232.094789,50,50,458.8017083,98.83952606,0,0,0,-477.6958096,98.83952606,-452.904897,-49.36523558,299.4420356,-487.8200023,-299.4420356,49.36523558,229.0762591,98.8546187
0.09319872319,-2.843632973,220.1406408,0,222.1502648,50,50,439.364926,98.88924868,0,0,0,-511.7803695,98.88924868,-435.435074,-48.34768139,303.793815,-518.9613436,-303.793815,48.34768139,220.1406408,98.8992968
0.1012810377,-3.227802698,215.2847213,0,216.2171497,50,50,427.7591632,98.91891425,0,0,0,-534.9037317,98.91891425,-425.9346847,-46.63164847,307.215619,-539.2116471,-307.215619,46.63164847,215.2847213,98.92357639
0.1097044781,-3.611673626,214.5823747,0,214.49514,50,50,424.3894585,98.9275243,0,0,0,-547.3929815,98.9275243,-424.560193,-44.47849492,309.9249519,-549.0977592,-309.9249519,44.47849492,214.5823747,98.92708813
0.1185268648,-3.993846859,217.7754855,0,216.8426351,50,50,428.983141,98.91578682,0,0,0,-549.9669306,98.91578682,-430.8083658,-42.17705734,312.0543586,-549.5393146,-312.0543586,42.17705734,217.7754855,98.91112257
0.1277089472,-4.370999852,224.0869274,0,222.5756043,50,50,440.197027,98.88712198,0,0,0,-544.2802538,98.88712198,-443.1523757,-40.03647698,313.6963853,-542.3538837,-313.6963853,40.03647698,224.0869274,98.87956536
0.1373270396,-4.747229478,232.4091111,0,230.6267645,50,50,455.9343645,98.84686618,0,0,0,-532.7760321,98.84686618,-459.4168407,-38.29483147,314.9539316,-530.040117,-314.9539316,38.29483147,232.4091111,98.83795444
0.14748965,-5.129854169,241.4638427,0,239.716799,50,50,473.6868845,98.80141601,0,0,0,-518.2407471,98.80141601,-477.0972238,-37.12229096,315.9096621,-515.3622499,-315.9096621,37.12229096,241.4638427,98.79268079
0.1582359693,-5.525401386,249.8512111,0,248.4004397,50,50,490.6303871,98.7579978,0,0,0,-503.6985467,98.7579978,-493.4598732,-36.60921627,316.6229912,-501.24059,-316.6229912,36.60921627,249.8512111,98.75074394
0.1695140386,-5.938402564,256.3023521,0,255.3153619,50,50,504.1120285,98.72342319,0,0,0,-491.9627299,98.72342319,-506.0356236,-36.7244127,317.1415997,-490.294096,-317.1415997,36.7244127,256.3023521,98.71848824
0.1811159947,-6.367495309,260.0428027,0,259.5608552,50,50,512.384502,98.70219572,0,0,0,-484.9165371,98.70219572,-513.3233834,-37.29966723,317.5058794,-484.1507547,-317.5058794,37.29966723,260.0428027,98.69978599
0.1928799438,-6.810848805,261.1073502,0,261.0600688,50,50,515.3049014,98.69469966,0,0,0,-482.8382699,98.69469966,-515.3969954,-38.08906658,317.7560554,-482.8630937,-317.7560554,38.08906658,261.1073502,98.69446325
0.2048884187,-7.273072445,260.1044931,0,260.3589281,50,50,513.9391711,98.69820536,0,0,0,-484.7825431,98.69820536,-513.4435485,-38.87469146,317.92794,-485.3565322,-317.92794,38.87469146,260.1044931,98.69947753
0.2173272258,-7.760773336,257.8340783,0,258.2355647,50,50,509.8025485,98.70882218,0,0,0,-489.3182854,98.70882218,-509.0203113,-39.50049936,318.0465318,-490.1523364,-318.0465318,39.50049936,257.8340783,98.71082961
0.2305216034,-8.284764557,255.1061607,0,255.5089617,50,50,504.4894189,98.72245519,0,0,0,-494.908181,98.72245519,-503.7044022,-39.8748756,318.1287785,-495.7266312,-318.1287785,39.8748756,255.1061607,98.7244692
0.2449296789,-8.860268319,252.6763542,0,252.966154,50,50,499.5331078,98.73516923,0,0,0,-500.0559709,98.73516923,-498.9681716,-39.96206181,318.1856858,-500.6416414,-318.1856858,39.96206181,252.6763542,98.73661823
0.248106419,-8.987193608,252.2751974,0,252.5319136,50,50,498.6865801,98.73734043,0,0,0,-500.9337575,98.73734043,-498.1861149,-39.94528987,318.1949761,-501.4528843,-318.1949761,39.94528987,252.2751974,98.73862401
0.2491760764,-9.029917218,252.1523938,0,252.3976687,50,50,498.4248695,98.73801166,0,0,0,-501.205274,98.73801166,-497.9467025,-39.9373162,318.1978904,-501.7014524,-318.1978904,39.9373162,252.1523938,98.73923803
0.2495287181,-9.044000278,252.1132775,0,252.3547561,50,50,498.3412106,98.73822622,0,0,0,-501.2920901,98.73822622,-497.8704424,-39.93444807,318.1988288,-501.7806604,-318.1988288,39.93444807,252.1132775,98.73943361
0.249831231,-9.056080579,252.0802641,0,252.3184778,50,50,498.270485,98.73840761,0,0,0,-501.365495,98.73840761,-497.80608,-39.93189567,318.199625,-501.8475243,-318.199625,39.93189567,252.0802641,98.73959868
