time,magFluxSensor.Phi_ref,magFluxSensor.Phi_sim,magFluxSensor.Phi_relerr,voltageSensor.v_ref,voltageSensor.v_sim,voltageSensor.v_relerr
0.00175,0,1.790780864e-09,3.17687e-05,0,-0.001790780864,0.47653
0.0018,0,1.820403729e-09,3.22942e-05,0,-0.001820403729,0.484413
0.00185,0,1.847316148e-09,3.27716e-05,0,-0.001847316148,0.491574
0.0019,0,1.871427512e-09,3.31993e-05,0,-0.001871427512,0.49799
0.00195,0,1.892650583e-09,3.35758e-05,0,-0.001892650583,0.503638
0.002,0,1.910901496e-09,3.38996e-05,0,-0.001910901496,0.508494
0.00205,0,1.926099752e-09,3.41692e-05,0,-0.001926099752,0.512538
0.0021,0,1.938168225e-09,3.43833e-05,0,-0.001938168225,0.51575
0.00215,0,1.947033159e-09,3.45406e-05,0,-0.001947033159,0.518109
0.0022,0,1.952624169e-09,3.46398e-05,0,-0.001952624169,0.519597
0.00225,0,1.954874238e-09,3.46797e-05,0,-0.001954874238,0.520195
0.0023,0,1.953719721e-09,3.46592e-05,0,-0.001953719721,0.519888
0.00235,0,1.949100344e-09,3.45773e-05,0,-0.001949100344,0.518659
0.0024,0,1.940959201e-09,3.44328e-05,0,-0.001940959201,0.516493
0.00245,0,1.929242759e-09,3.4225e-05,0,-0.001929242759,0.513375
0.0025,0,1.913900854e-09,3.39528e-05,0,-0.001913900854,0.509292
0.00255,0,1.894886692e-09,3.36155e-05,0,-0.001894886692,0.504233
0.0026,0,1.87215685e-09,3.32123e-05,0,-0.00187215685,0.498184
0.00265,0,1.845671274e-09,3.27424e-05,0,-0.001845671274,0.491136
0.0027,0,1.815393283e-09,3.22053e-05,0,-0.001815393283,0.483079
0.00275,0,1.781289563e-09,3.16003e-05,0,-0.001781289564,0.474004
0.0028,0,1.743330174e-09,3.09269e-05,0,-0.001743330174,0.463903
0.00285,0,1.701488542e-09,3.01846e-05,0,-0.001701488542,0.452769
0.0029,0,1.655741468e-09,2.9373e-05,0,-0.001655741468,0.440596
0.00295,0,1.606069119e-09,2.84918e-05,0,-0.001606069119,0.427378
0.003,0,1.552455036e-09,2.75407e-05,0,-0.001552455036,0.413111
0.00305,0,1.494886127e-09,2.65194e-05,0,-0.001494886127,0.397792
0.0031,0,1.433352673e-09,2.54278e-05,0,-0.001433352673,0.381418
0.00315,0,1.367848324e-09,2.42658e-05,0,-0.001367848324,0.363987
0.0032,0,1.2983701e-09,2.30332e-05,0,-0.0012983701,0.345498
0.00325,0,1.224918394e-09,2.17302e-05,0,-0.001224918394,0.325953
0.0033,0,1.147496965e-09,2.03567e-05,0,-0.001147496965,0.305351
0.00335,0,1.066112945e-09,1.8913e-05,0,-0.001066112945,0.283694
0.0034,0,9.807768369e-10,1.73991e-05,0,-0.0009807768369,0.260986
0.00345,0,8.915025122e-10,1.58154e-05,0,-0.0008915025122,0.23723
0.0035,0,7.983072135e-10,1.41621e-05,0,-0.0007983072135,0.212431
0.00355,0,7.012115539e-10,1.24396e-05,0,-0.0007012115539,0.186594
0.0036,0,6.002395164e-10,1.06483e-05,0,-0.0006002395164,0.159725
0.00365,0,4.954184546e-10,8.78878e-06,0,-0.0004954184546,0.131832
0.0037,0,3.867790924e-10,6.8615e-06,0,-0.0003867790924,0.102923
0.00375,0,2.743555238e-10,4.8671e-06,0,-0.0002743555238,0.0730065
0.0038,0,1.581852135e-10,2.80622e-06,0,-0.0001581852135,0.0420934
0.00385,0,3.830899624e-11,6.79606e-07,0,-3.830899624e-05,0.0101941
0.0039,0,-8.522892285e-11,1.51197e-06,0,8.522892285e-05,0.0226796
0.00395,0,-2.123809683e-10,3.76766e-06,0,0.0002123809683,0.0565149
0.004,0,-3.430961942e-10,6.08657e-06,0,0.0003430961942,0.0912985
0.00405,0,-4.773202846e-10,8.46772e-06,0,0.0004773202846,0.127016
0.0041,0,-6.14995553e-10,1.09101e-05,0,0.000614995553,0.163651
0.00415,0,-7.560609426e-10,1.34126e-05,0,0.0007560609426,0.201189
0.0042,0,-9.004520263e-10,1.59741e-05,0,0.0009004520263,0.239612
0.00425,0,-1.048101007e-09,1.85934e-05,0,0.001048101007,0.278901
0.0043,0,-1.198936716e-09,2.12693e-05,0,0.001198936716,0.319039
0.00435,0,-1.352884616e-09,2.40003e-05,0,0.001352884616,0.360005
0.0044,0,-1.509866799e-09,2.67852e-05,0,0.001509866799,0.401778
0.00445,0,-1.669801986e-09,2.96225e-05,0,0.001669801986,0.444337
0.0045,0,-1.832605527e-09,3.25106e-05,0,0.001832605527,0.487659
0.00455,0,-1.998189404e-09,3.54481e-05,0,0.001998189404,0.531722
0.0046,0,-2.166462226e-09,3.84333e-05,0,0.002166462226,0.576499
0.00465,0,-2.337329234e-09,4.14645e-05,0,0.002337329234,0.621967
0.0047,0,-2.510692297e-09,4.454e-05,0,0.002510692297,0.668099
0.00475,0,-2.686449915e-09,4.76579e-05,0,0.002686449915,0.714869
0.0048,0,-2.864497217e-09,5.08165e-05,0,0.002864497217,0.762248
0.00485,0,-3.044725961e-09,5.40138e-05,0,0.003044725961,0.810207
0.0049,0,-3.227024536e-09,5.72478e-05,0,0.003227024536,0.858717
0.00495,0,-3.41127796e-09,6.05165e-05,0,0.00341127796,0.907747
0.005,0,-3.59736788e-09,6.38177e-05,0,0.00359736788,0.957266
0.00505,0,-3.785172574e-09,6.71494e-05,0,0.003785172574,1.00724
0.0051,0,-3.974566949e-09,7.05093e-05,0,0.003974566949,1.05764
0.00515,0,-4.165422542e-09,7.38951e-05,0,0.004165422542,1.10843
0.0052,0,-4.357607519e-09,7.73045e-05,0,0.004357607519,1.15957
0.00525,0,-4.550986676e-09,8.0735e-05,0,0.004550986676,1.21103
0.0053,0,-4.745421439e-09,8.41843e-05,0,0.004745421439,1.26276
0.00535,0,-4.940769864e-09,8.76498e-05,0,0.004940769864,1.31475
0.0054,0,-5.136886635e-09,9.1129e-05,0,0.005136886635,1.36693
0.00545,0,-5.333623067e-09,9.46191e-05,0,0.005333623067,1.41929
0.0055,0,-5.530827106e-09,9.81175e-05,0,0.005530827106,1.47176
0.00555,0,-5.728343324e-09,0.000101621,0,0.005728343324,1.52432
0.0056,0,-5.926012926e-09,0.000105128,0,0.005926012926,1.57692
0.00565,0,-6.123673746e-09,0.000108635,0,0.006123673746,1.62952
0.0057,0,-6.321160246e-09,0.000112138,0,0.006321160246,1.68207
0.00575,0,-6.518303519e-09,0.000115635,0,0.006518303519,1.73453
0.0058,0,-6.714931288e-09,0.000119124,0,0.006714931288,1.78685
0.00585,0,-6.910867906e-09,0.0001226,0,0.006910867906,1.83899
0.0059,0,-7.105934353e-09,0.00012606,0,0.007105934353,1.8909
0.00595,0,-7.299948242e-09,0.000129502,0,0.007299948242,1.94253
0.006,0,-7.492723813e-09,0.000132922,0,0.007492723813,1.99383
0.00605,0,-7.684071938e-09,0.000136316,0,0.007684071938,2.04474
0.0061,0,-7.873800118e-09,0.000139682,0,0.007873800118,2.09523
0.00615,0,-8.061712482e-09,0.000143016,0,0.008061712482,2.14524
0.0062,0,-8.24760979e-09,0.000146314,0,0.00824760979,2.1947
0.00625,0,-8.431289432e-09,0.000149572,0,0.008431289432,2.24358
0.0063,0,-8.612545428e-09,0.000152788,0,0.008612545428,2.29181
0.00635,0,-8.791168426e-09,0.000155956,0,0.008791168426,2.33934
0.0064,0,-8.966945704e-09,0.000159075,0,0.008966945704,2.38612
0.00645,0,-9.139661172e-09,0.000162139,0,0.009139661172,2.43208
0.0065,0,-9.309095368e-09,0.000165144,0,0.009309095368,2.47717
0.00655,0,-9.475025458e-09,0.000168088,0,0.009475025458,2.52132
0.0066,0,-9.63722524e-09,0.000170965,0,0.00963722524,2.56448
0.00665,0,-9.795465141e-09,0.000173773,0,0.009795465141,2.60659
0.0067,0,-9.949512219e-09,0.000176505,0,0.009949512219,2.64758
0.00675,0,-1.009913016e-08,0.00017916,0,0.01009913016,2.6874
0.0068,0,-1.024407928e-08,0.000181731,0,0.01024407928,2.72597
0.00685,0,-1.038411652e-08,0.000184215,0,0.01038411652,2.76323
0.0069,0,-1.051899546e-08,0.000186608,0,0.01051899546,2.79912
0.00695,0,-1.064846631e-08,0.000188905,0,0.01064846631,2.83358
0.007,0,-1.077227589e-08,0.000191101,0,0.01077227589,2.86652
0.00705,0,-1.089016768e-08,0.000193193,0,0.01089016768,2.89789
0.0071,0,-1.100188177e-08,0.000195175,0,0.01100188177,2.92762
0.00715,0,-1.110715487e-08,0.000197042,0,0.01110715487,2.95563
0.0072,0,-1.120572036e-08,0.000198791,0,0.01120572036,2.98186
0.00725,0,-1.12973082e-08,0.000200416,0,0.0112973082,3.00623
0.0073,0,-1.138164501e-08,0.000201912,0,0.01138164501,3.02868
0.00735,0,-1.145845404e-08,0.000203274,0,0.01145845404,3.04911
0.0074,0,-1.152745515e-08,0.000204498,0,0.01152745515,3.06748
0.00745,0,-1.158836484e-08,0.000205579,0,0.01158836484,3.08368
0.0075,0,-1.164089626e-08,0.000206511,0,0.01164089626,3.09766
0.00755,0,-1.168475916e-08,0.000207289,0,0.01168475916,3.10933
0.0076,0,-1.171965993e-08,0.000207908,0,0.01171965993,3.11862
0.00765,0,-1.174530159e-08,0.000208363,0,0.01174530159,3.12544
0.0077,0,-1.176138379e-08,0.000208648,0,0.01176138379,3.12972
0.00775,0,-1.176760281e-08,0.000208759,0,0.01176760281,3.13138
0.0078,0,-1.176365156e-08,0.000208689,0,0.01176365156,3.13033
0.00785,0,-1.174921959e-08,0.000208432,0,0.01174921959,3.12649
0.0079,0,-1.172399305e-08,0.000207985,0,0.01172399305,3.11977
0.00795,0,-1.168765475e-08,0.00020734,0,0.01168765475,3.1101
0.008,0,-1.163988412e-08,0.000206493,0,0.01163988412,3.09739
0.00805,0,-1.158035721e-08,0.000205437,0,0.01158035721,3.08155
0.0081,0,-1.150874671e-08,0.000204166,0,0.01150874671,3.0625
0.00815,0,-1.142472194e-08,0.000202676,0,0.01142472194,3.04014
0.0082,0,-1.132794884e-08,0.000200959,0,0.01132794884,3.01439
0.00825,0,-1.121809e-08,0.00019901,0,0.01121809,2.98515
0.0083,0,-1.109480462e-08,0.000196823,0,0.01109480462,2.95235
0.00835,0,-1.095774853e-08,0.000194392,0,0.01095774853,2.91588
0.0084,0,-1.080657421e-08,0.00019171,0,0.01080657421,2.87565
0.00845,0,-1.064093073e-08,0.000188771,0,0.01064093073,2.83157
0.0085,0,-1.046046384e-08,0.00018557,0,0.01046046384,2.78355
0.00855,0,-1.026481589e-08,0.000182099,0,0.01026481589,2.73148
0.0086,0,-1.005362585e-08,0.000178352,0,0.01005362585,2.67529
0.00865,0,-9.826529349e-09,0.000174324,0,0.009826529349,2.61486
0.0087,0,-9.583158625e-09,0.000170006,0,0.009583158625,2.55009
0.00875,0,-9.323142551e-09,0.000165394,0,0.009323142551,2.4809
0.0088,0,-9.046106632e-09,0.000160479,0,0.009046106632,2.40718
0.00885,0,-8.751672999e-09,0.000155256,0,0.008751672999,2.32884
0.0089,0,-8.439460415e-09,0.000149717,0,0.008439460415,2.24575
0.00895,0,-8.109084272e-09,0.000143856,0,0.008109084272,2.15784
0.009,0,-7.760156593e-09,0.000137666,0,0.007760156593,2.06499
0.00905,0,-7.392286028e-09,0.00013114,0,0.007392286028,1.9671
0.0091,0,-7.005077858e-09,0.000124271,0,0.007005077858,1.86406
0.00915,0,-6.598133995e-09,0.000117052,0,0.006598133995,1.75577
0.0092,0,-6.171052979e-09,0.000109475,0,0.006171052979,1.64213
0.00925,0,-5.72342998e-09,0.000101534,0,0.00572342998,1.52301
0.0093,0,-5.254856797e-09,9.32218e-05,0,0.005254856797,1.39833
0.00935,0,-4.764921861e-09,8.45303e-05,0,0.004764921861,1.26795
0.0094,0,-4.25321023e-09,7.54524e-05,0,0.00425321023,1.13179
0.00945,0,-3.719303594e-09,6.59809e-05,0,0.003719303594,0.989713
0.0095,0,-3.162780271e-09,5.61081e-05,0,0.003162780271,0.841621
0.00955,0,-2.583215208e-09,4.58265e-05,0,0.002583215208,0.687398
0.0096,0,-1.980179985e-09,3.51286e-05,0,0.001980179985,0.526929
0.00965,0,-1.353242808e-09,2.40067e-05,0,0.001353242808,0.3601
0.0097,0,-7.019685146e-10,1.2453e-05,0,0.0007019685146,0.186795
0.00975,0,-2.591857193e-11,4.59798e-07,0,2.591857193e-05,0.00689698
0.0098,0,6.753489235e-10,1.19808e-05,0,-0.0006753489235,0.179711
0.00985,0,1.402279245e-09,2.48766e-05,0,-0.001402279245,0.373149
0.0099,0,2.155321038e-09,3.82356e-05,0,-0.002155321038,0.573535
0.00995,0,2.934926316e-09,5.20659e-05,0,-0.002934926316,0.780989
0.01,0,3.741550463e-09,6.63755e-05,0,-0.003741550463,0.995633
0.01,0,3.741550463e-09,6.63755e-05,-0.003757961683,-0.003741550463,0.00436705
0.01005,1.878980842e-07,2.168996212e-07,0.000514491,-0.003757961683,-0.003753563964,0.00117024
0.0101,3.757961683e-07,4.340500291e-07,0.00103343,-0.003757961683,-0.003749015211,0.00238067
0.01015,5.636942525e-07,6.508560632e-07,0.00154626,-0.003757961683,-0.003744404829,0.0036075
0.0102,7.515923367e-07,8.673178761e-07,0.00205298,-0.003757961683,-0.003739733094,0.00485066
0.01025,9.394904208e-07,1.083435619e-06,0.0025536,-0.003757961683,-0.003735000278,0.00611007
0.0103,1.127388505e-06,1.299209443e-06,0.00304812,-0.003757961683,-0.003730206658,0.00738566
0.01035,1.315286589e-06,1.514639496e-06,0.00353654,-0.003757961683,-0.003725352508,0.00867736
0.0104,1.503184673e-06,1.729725926e-06,0.00401887,-0.003757961683,-0.003720438101,0.00998509
0.01045,1.691082757e-06,1.94446888e-06,0.0044951,-0.003757961683,-0.003715463712,0.0113088
0.0105,1.878980842e-06,2.158868504e-06,0.00496524,-0.003757961683,-0.003710429614,0.0126484
0.01055,2.066878926e-06,2.37292494e-06,0.00542929,-0.003757961683,-0.003705336081,0.0140038
0.0106,2.25477701e-06,2.586638332e-06,0.00588726,-0.003757961683,-0.003700183386,0.0153749
0.01065,2.442675094e-06,2.800008823e-06,0.00633914,-0.003757961683,-0.003694971803,0.0167617
0.0107,2.630573178e-06,3.013036551e-06,0.00678494,-0.003757961683,-0.003689701603,0.0181641
0.01075,2.818471262e-06,3.225721657e-06,0.00722467,-0.003757961683,-0.003684373059,0.0195821
0.0108,3.006369347e-06,3.438064279e-06,0.00765832,-0.003757961683,-0.003678986445,0.0210154
0.01085,3.194267431e-06,3.650064553e-06,0.00808589,-0.003757961683,-0.003673542031,0.0224642
0.0109,3.382165515e-06,3.861722615e-06,0.0085074,-0.003757961683,-0.00366804009,0.0239283
0.01095,3.570063599e-06,4.073038599e-06,0.00892283,-0.003757961683,-0.003662480894,0.0254076
0.011,3.757961683e-06,4.284012639e-06,0.0093322,-0.003757961683,-0.003656864714,0.0269021
0.01105,3.945859767e-06,4.494644866e-06,0.00973551,-0.003757961683,-0.003651191821,0.0284116
0.0111,4.133757852e-06,4.704935412e-06,0.0101328,-0.003757961683,-0.003645462486,0.0299362
0.01115,4.321655936e-06,4.914884406e-06,0.0105239,-0.003757961683,-0.003639676981,0.0314758
0.0112,4.50955402e-06,5.124491975e-06,0.0109091,-0.003757961683,-0.003633835575,0.0330302
0.01125,4.697452104e-06,5.333758248e-06,0.0112881,-0.003757961683,-0.003627938539,0.0345994
0.0113,4.885350188e-06,5.54268335e-06,0.0116612,-0.003757961683,-0.003621986143,0.0361833
0.01135,5.073248272e-06,5.751267406e-06,0.0120281,-0.003757961683,-0.003615978657,0.0377819
0.0114,5.261146357e-06,5.959510539e-06,0.0123891,-0.003757961683,-0.00360991635,0.0393951
0.01145,5.449044441e-06,6.167412872e-06,0.0127439,-0.003757961683,-0.003603799493,0.0410228
0.0115,5.636942525e-06,6.374974525e-06,0.0130928,-0.003757961683,-0.003597628354,0.042665
0.01155,5.824840609e-06,6.582195618e-06,0.0134356,-0.003757961683,-0.003591403203,0.0443215
0.0116,6.012738693e-06,6.78907627e-06,0.0137723,-0.003757961683,-0.003585124307,0.0459923
0.01165,6.200636777e-06,6.995616598e-06,0.014103,-0.003757961683,-0.003578791937,0.0476774
0.0117,6.388534862e-06,7.201816719e-06,0.0144277,-0.003757961683,-0.003572406359,0.0493766
0.01175,6.576432946e-06,7.407676747e-06,0.0147464,-0.003757961683,-0.003565967842,0.0510899
0.0118,6.76433103e-06,7.613196796e-06,0.015059,-0.003757961683,-0.003559476654,0.0528172
0.01185,6.952229114e-06,7.818376979e-06,0.0153656,-0.003757961683,-0.003552933063,0.0545585
0.0119,7.140127198e-06,8.023217407e-06,0.0156661,-0.003757961683,-0.003546337337,0.0563136
0.01195,7.328025282e-06,8.227718189e-06,0.0159607,-0.003757961683,-0.003539689741,0.0580825
0.012,7.515923367e-06,8.431879436e-06,0.0162492,-0.003757961683,-0.003532990544,0.0598652
0.01205,7.703821451e-06,8.635701254e-06,0.0165317,-0.003757961683,-0.003526240012,0.0616615
0.0121,7.891719535e-06,8.839183749e-06,0.0168081,-0.003757961683,-0.003519438411,0.0634714
0.01215,8.079617619e-06,9.042327028e-06,0.0170786,-0.003757961683,-0.003512586008,0.0652949
0.0122,8.267515703e-06,9.245131194e-06,0.017343,-0.003757961683,-0.00350568307,0.0671318
0.01225,8.455413787e-06,9.44759635e-06,0.0176014,-0.003757961683,-0.003498729861,0.068982
0.0123,8.643311872e-06,9.649722597e-06,0.0178538,-0.003757961683,-0.003491726648,0.0708456
0.01235,8.831209956e-06,9.851510036e-06,0.0181002,-0.003757961683,-0.003484673696,0.0727224
0.0124,9.01910804e-06,1.005295877e-05,0.0183406,-0.003757961683,-0.00347757127,0.0746124
0.01245,9.207006124e-06,1.025406889e-05,0.018575,-0.003757961683,-0.003470419636,0.0765154
0.0125,9.394904208e-06,1.045484049e-05,0.0188034,-0.003757961683,-0.003463219057,0.0784315
0.01255,9.582802292e-06,1.065527368e-05,0.0190258,-0.003757961683,-0.003455969799,0.0803606
0.0126,9.770700377e-06,1.085536854e-05,0.0192421,-0.003757961683,-0.003448672125,0.0823025
0.01265,9.958598461e-06,1.105512517e-05,0.0194525,-0.003757961683,-0.003441326301,0.0842572
0.0127,1.014649654e-05,1.125454366e-05,0.0196569,-0.003757961683,-0.003433932589,0.0862247
0.01275,1.033439463e-05,1.14536241e-05,0.0198553,-0.003757961683,-0.003426491253,0.0882048
0.0128,1.052229271e-05,1.165236658e-05,0.0200476,-0.003757961683,-0.003419002558,0.0901976
0.01285,1.07101908e-05,1.185077119e-05,0.020234,-0.003757961683,-0.003411466765,0.0922029
0.0129,1.089808888e-05,1.204883801e-05,0.0204144,-0.003757961683,-0.003403884138,0.0942206
0.01295,1.108598697e-05,1.224656714e-05,0.0205888,-0.003757961683,-0.00339625494,0.0962508
0.013,1.127388505e-05,1.244395865e-05,0.0207572,-0.003757961683,-0.003388579434,0.0982932
0.01305,1.146178313e-05,1.264101263e-05,0.0209197,-0.003757961683,-0.00338085788,0.100348
0.0131,1.164968122e-05,1.283772916e-05,0.0210761,-0.003757961683,-0.003373090543,0.102415
0.01315,1.18375793e-05,1.303410832e-05,0.0212266,-0.003757961683,-0.003365277683,0.104494
0.0132,1.202547739e-05,1.32301502e-05,0.021371,-0.003757961683,-0.003357419562,0.106585
0.01325,1.221337547e-05,1.342585486e-05,0.0215095,-0.003757961683,-0.003349516441,0.108688
0.0133,1.240127355e-05,1.36212224e-05,0.021642,-0.003757961683,-0.003341568582,0.110803
0.01335,1.258917164e-05,1.381625287e-05,0.0217686,-0.003757961683,-0.003333576246,0.11293
0.0134,1.277706972e-05,1.401094637e-05,0.0218891,-0.003757961683,-0.003325539693,0.115068
0.01345,1.296496781e-05,1.420530296e-05,0.0220037,-0.003757961683,-0.003317459185,0.117218
0.0135,1.315286589e-05,1.439932271e-05,0.0221123,-0.003757961683,-0.00330933498,0.11938
0.01355,1.334076398e-05,1.45930057e-05,0.0222149,-0.003757961683,-0.003301167339,0.121554
0.0136,1.352866206e-05,1.478635199e-05,0.0223116,-0.003757961683,-0.003292956523,0.123739
0.01365,1.371656014e-05,1.497936165e-05,0.0224022,-0.003757961683,-0.00328470279,0.125935
0.0137,1.390445823e-05,1.517203476e-05,0.022487,-0.003757961683,-0.003276406401,0.128143
0.01375,1.409235631e-05,1.536437138e-05,0.0225657,-0.003757961683,-0.003268067614,0.130362
0.0138,1.42802544e-05,1.555637157e-05,0.0226385,-0.003757961683,-0.003259686688,0.132592
0.01385,1.446815248e-05,1.57480354e-05,0.0227053,-0.003757961683,-0.003251263882,0.134833
0.0139,1.465605056e-05,1.593936292e-05,0.0227661,-0.003757961683,-0.003242799454,0.137086
0.01395,1.484394865e-05,1.613035421e-05,0.022821,-0.003757961683,-0.003234293663,0.139349
0.014,1.503184673e-05,1.632100932e-05,0.0228699,-0.003757961683,-0.003225746767,0.141623
0.01405,1.521974482e-05,1.651132831e-05,0.0229128,-0.003757961683,-0.003217159024,0.143909
0.0141,1.54076429e-05,1.670131124e-05,0.0229498,-0.003757961683,-0.00320853069,0.146205
0.01415,1.559554099e-05,1.689095816e-05,0.0229808,-0.003757961683,-0.003199862025,0.148511
0.0142,1.578343907e-05,1.708026913e-05,0.0230059,-0.003757961683,-0.003191153284,0.150829
0.01425,1.597133715e-05,1.726924421e-05,0.023025,-0.003757961683,-0.003182404725,0.153157
0.0143,1.615923524e-05,1.745788344e-05,0.0230382,-0.003757961683,-0.003173616604,0.155495
0.01435,1.634713332e-05,1.764618688e-05,0.0230454,-0.003757961683,-0.003164789179,0.157844
0.0144,1.653503141e-05,1.783415459e-05,0.0230466,-0.003757961683,-0.003155922704,0.160204
0.01445,1.672292949e-05,1.80217866e-05,0.0230419,-0.003757961683,-0.003147017437,0.162573
0.0145,1.691082757e-05,1.820908297e-05,0.0230312,-0.003757961683,-0.003138073633,0.164953
0.01455,1.709872566e-05,1.839604374e-05,0.0230146,-0.003757961683,-0.003129091547,0.167343
0.0146,1.728662374e-05,1.858266896e-05,0.022992,-0.003757961683,-0.003120071435,0.169744
0.01465,1.747452183e-05,1.876895867e-05,0.0229635,-0.003757961683,-0.003111013553,0.172154
0.0147,1.766241991e-05,1.895491292e-05,0.022929,-0.003757961683,-0.003101918155,0.174574
0.01475,1.7850318e-05,1.914053175e-05,0.0228885,-0.003757961683,-0.003092785495,0.177005
0.0148,1.803821608e-05,1.932581521e-05,0.0228422,-0.003757961683,-0.003083615829,0.179445
0.01485,1.822611416e-05,1.951076331e-05,0.0227898,-0.003757961683,-0.00307440941,0.181894
0.0149,1.841401225e-05,1.969537612e-05,0.0227315,-0.003757961683,-0.003065166493,0.184354
0.01495,1.860191033e-05,1.987965366e-05,0.0226673,-0.003757961683,-0.003055887332,0.186823
0.015,1.878980842e-05,2.006359598e-05,0.0225971,-0.003757961683,-0.003046572179,0.189302
0.01505,1.89777065e-05,2.024720309e-05,0.022521,-0.003757961683,-0.003037221289,0.19179
0.0151,1.916560458e-05,2.043047505e-05,0.0224389,-0.003757961683,-0.003027834914,0.194288
0.01515,1.935350267e-05,2.061341188e-05,0.0223509,-0.003757961683,-0.003018413307,0.196795
0.0152,1.954140075e-05,2.079601361e-05,0.022257,-0.003757961683,-0.003008956722,0.199311
0.01525,1.972929884e-05,2.097828027e-05,0.0221571,-0.003757961683,-0.00299946541,0.201837
0.0153,1.991719692e-05,2.11602119e-05,0.0220512,-0.003757961683,-0.002989939624,0.204372
0.01535,2.010509501e-05,2.134180851e-05,0.0219394,-0.003757961683,-0.002980379616,0.206916
0.0154,2.029299309e-05,2.152307013e-05,0.0218217,-0.003757961683,-0.002970785637,0.209469
0.01545,2.048089117e-05,2.17039968e-05,0.021698,-0.003757961683,-0.00296115794,0.212031
0.0155,2.066878926e-05,2.188458852e-05,0.0215684,-0.003757961683,-0.002951496775,0.214602
0.01555,2.085668734e-05,2.206484534e-05,0.0214329,-0.003757961683,-0.002941802394,0.217181
0.0156,2.104458543e-05,2.224476726e-05,0.0212914,-0.003757961683,-0.002932075047,0.21977
0.01565,2.123248351e-05,2.24243543e-05,0.0211439,-0.003757961683,-0.002922314986,0.222367
0.0157,2.142038159e-05,2.26036065e-05,0.0209905,-0.003757961683,-0.00291252246,0.224973
0.01575,2.160827968e-05,2.278252385e-05,0.0208312,-0.003757961683,-0.002902697721,0.227587
0.0158,2.179617776e-05,2.296110639e-05,0.020666,-0.003757961683,-0.002892841017,0.23021
0.01585,2.198407585e-05,2.313935412e-05,0.0204948,-0.003757961683,-0.002882952599,0.232841
0.0159,2.217197393e-05,2.331726706e-05,0.0203176,-0.003757961683,-0.002873032717,0.235481
0.01595,2.235987202e-05,2.349484522e-05,0.0201346,-0.003757961683,-0.002863081619,0.238129
0.016,2.25477701e-05,2.367208862e-05,0.0199455,-0.003757961683,-0.002853099555,0.240785
