time,magFluxSensor.Phi_ref,magFluxSensor.Phi_sim,magFluxSensor.Phi_relerr,voltageSensor.v_ref,voltageSensor.v_sim,voltageSensor.v_relerr
0,0,0,0,0,0,0
5e-05,0,4.042048286e-11,7.17064e-07,0,-4.042048286e-05,0.010756
0.0001,0,8.422277045e-11,1.49412e-06,0,-8.422277045e-05,0.0224118
0.00015,0,1.304006202e-10,2.31332e-06,0,-0.0001304006202,0.0346998
0.0002,0,1.787488333e-10,3.17102e-06,0,-0.0001787488333,0.0475654
0.00025,0,2.290655812e-10,4.06365e-06,0,-0.0002290655812,0.0609547
0.0003,0,2.811524057e-10,4.98768e-06,0,-0.0002811524057,0.0748151
0.00035,0,3.348142189e-10,5.93964e-06,0,-0.0003348142189,0.0890946
0.0004,0,3.898593032e-10,6.91615e-06,0,-0.0003898593032,0.103742
0.00045,0,4.460993115e-10,7.91385e-06,0,-0.0004460993115,0.118708
0.0005,0,5.033492668e-10,8.92947e-06,0,-0.0005033492668,0.133942
0.00055,0,5.614275625e-10,9.95979e-06,0,-0.0005614275625,0.149397
0.0006,0,6.201559624e-10,1.10016e-05,0,-0.0006201559624,0.165025
0.00065,0,6.793596005e-10,1.20519e-05,0,-0.0006793596005,0.180779
0.0007,0,7.388669812e-10,1.31076e-05,0,-0.0007388669812,0.196614
0.00075,0,7.985099793e-10,1.41657e-05,0,-0.0007985099793,0.212485
0.0008,0,8.581238398e-10,1.52232e-05,0,-0.0008581238398,0.228348
0.00085,0,9.17547178e-10,1.62774e-05,0,-0.000917547178,0.244161
0.0009,0,9.766219796e-10,1.73254e-05,0,-0.0009766219796,0.259881
0.00095,0,1.035193601e-09,1.83645e-05,0,-0.001035193601,0.275467
0.001,0,1.093110768e-09,1.93919e-05,0,-0.001093110768,0.290879
0.00105,0,1.150225577e-09,2.04051e-05,0,-0.001150225577,0.306077
0.0011,0,1.206393495e-09,2.14016e-05,0,-0.001206393495,0.321023
0.00115,0,1.261473361e-09,2.23787e-05,0,-0.001261473361,0.33568
0.0012,0,1.315327381e-09,2.33341e-05,0,-0.001315327381,0.350011
0.00125,0,1.367821133e-09,2.42653e-05,0,-0.001367821133,0.36398
0.0013,0,1.418823565e-09,2.51701e-05,0,-0.001418823565,0.377551
0.00135,0,1.468206997e-09,2.60462e-05,0,-0.001468206997,0.390692
0.0014,0,1.515847117e-09,2.68913e-05,0,-0.001515847117,0.403369
0.00145,0,1.561622985e-09,2.77034e-05,0,-0.001561622985,0.415551
0.0015,0,1.605417029e-09,2.84803e-05,0,-0.001605417029,0.427204
0.00155,0,1.647115051e-09,2.922e-05,0,-0.001647115051,0.4383
0.0016,0,1.686606219e-09,2.99206e-05,0,-0.001686606219,0.448809
0.00165,0,1.723783075e-09,3.05801e-05,0,-0.001723783075,0.458702
0.0017,0,1.758541529e-09,3.11967e-05,0,-0.001758541529,0.467951
