time,Transistor1.b.i,Transistor2.b.i,R1.p.i,R4.p.i,R2.p.i,R3.p.i,Transistor1.rtc.p.i,Transistor1.Tr.B.i,C3.v,C2.v,Transistor2.Tr.vcs,Transistor1.Tr.vbe,Transistor2.Tr.vbe,Transistor2.Tr.vbc,Transistor1.Tr.vcs,Transistor2.rtc.p.i,Transistor2.ct.p.i,Transistor1.Tr.iS,Transistor2.Tr.iS,C4.v,C1.v,Transistor2.ct.v,Transistor1.Tr.C.v,Transistor2.Tr.C.v,Transistor1.ct.v,C5.v
3.941708506e-09,0.005511512964,0.003148907384,0.01146205701,0.1271299578,0.1238374372,-0.003148909514,-0.001688920119,-0.0002893513428,-3.148909514e-07,2.616256284,2.271366738,0.7164632722,0.9032997444,-2.271524498,2.616087392,-0.1563747728,1.067552786e-06,-0.001221486893,0.0002924127742,-2.287004215,-0.1867186568,-0.0001577602602,2.616087392,2.271366738,-0.1869942324,-0.9034575047
4.012532249e-09,0.007608909691,0.003130854966,0.01561166599,0.1273362488,0.1229753984,-0.003130858032,-0.001692754429,-0.0002477096593,-3.130858032e-07,2.702460158,2.250740658,0.7213068853,0.9033044962,-2.250897513,2.702290883,-0.1563446502,1.536571362e-06,-0.001212810747,0.0002900333811,-2.266375123,-0.1817740212,-0.0001568558341,2.702290883,2.250740658,-0.1821544667,-0.903461352
4.083355992e-09,0.009650402853,0.003103747819,0.01963916273,0.1275408275,0.1221195193,-0.003103752568,-0.001711437624,-0.0001964916821,-3.103752568e-07,2.788048075,2.230287122,0.7275814845,0.9033069464,-2.230442619,2.787876931,-0.1563012412,2.380011766e-06,-0.001204038693,0.0002875304779,-2.245917246,-0.1753984395,-0.0001554977662,2.787876931,2.230287122,-0.1758809597,-0.9034624442
4.154179736e-09,0.01162770561,0.003060538849,0.02352063915,0.1277435886,0.1212698879,-0.003060546581,-0.00175337214,-0.0001280207192,-3.060546581e-07,2.87301121,2.210017428,0.735233414,0.9033058389,-2.210170761,2.872835873,-0.1562370847,3.874829325e-06,-0.001195080769,0.0002848244117,-2.225641136,-0.1676443727,-0.0001533329971,2.872835873,2.210017428,-0.168225758,-0.9034591719
4.225003479e-09,0.0135390709,0.00298873292,0.02723939965,0.127944356,0.1204266717,-0.002988745972,-0.001833366732,-2.847839112e-05,-2.988745972e-07,2.957332826,2.189950505,0.744196605,0.9032989359,-2.190100241,2.95714949,-0.1561389006,6.540952991e-06,-0.001185778385,0.0002817733117,-2.205564395,-0.1585751128,-0.0001497355206,2.95714949,2.189950505,-0.1592520664,-0.9034486714
4.295827223e-09,0.01539454625,0.002865603709,0.03079132896,0.1281428279,0.1195901784,-0.002865626371,-0.001977855962,0.0001274668156,-2.865626371e-07,3.040982158,2.170118919,0.7543917971,0.9032822253,-2.170262486,3.040784373,-0.1559829175,1.135631746e-05,-0.001175848034,0.0002781227613,-2.185717211,-0.1482642676,-0.0001435667481,3.040784373,2.170118919,-0.1490339949,-0.903425792
4.366650966e-09,0.01722575328,0.002649205414,0.03419478165,0.1283384755,0.118760968,-0.002649245641,-0.002234712014,0.0003867626732,-2.649245641e-07,3.1239032,2.150579841,0.7657246948,0.9032484215,-2.150712566,3.123679729,-0.1557260904,2.015840179e-05,-0.001164775474,0.0002734111737,-2.16615245,-0.1367951643,-0.0001327251953,3.123679729,2.150579841,-0.1376564519,-0.9033811467
4.427146332e-09,0.0188228631,0.002333329171,0.03702725058,0.1285026628,0.1180591992,-0.002333395577,-0.002607447617,0.0007540462995,-2.333395577e-07,3.194080076,2.134196811,0.7762211622,0.9031961847,-2.13431371,3.193819331,-0.1553690658,3.327593981e-05,-0.00115372554,0.0002679258437,-2.149733717,-0.1261507792,-0.0001168997981,3.193819331,2.134196811,-0.1270919223,-0.9033130845
4.479084641e-09,0.02028264876,0.001900534238,0.03946283321,0.1286406964,0.1174623361,-0.001900637005,-0.003113711266,0.001249754034,-1.900637005e-07,3.253766393,2.120440819,0.7857651393,0.9031228649,-2.120536036,3.253455022,-0.1548953711,5.149495399e-05,-0.001142276681,0.0002614338089,-2.135930356,-0.11643881,-9.521677558e-05,3.253455022,2.120440819,-0.1174529424,-0.9032180817
4.524400651e-09,0.02169271365,0.001332966998,0.04165687026,0.1287581095,0.116946725,-0.001333117534,-0.003773298904,0.001894342437,-1.333117534e-07,3.305327499,2.108760395,0.7944405154,0.9030254175,-2.108827176,3.304950169,-0.1542865935,7.542945193e-05,-0.001129976985,0.0002536802896,-2.124189054,-0.1075670481,-6.678166163e-05,3.304950169,2.108760395,-0.1086516838,-0.9030921992
4.564820035e-09,0.0231291241,0.0006086412135,0.0437374002,0.12885962,0.116491808,-0.0006088521708,-0.004612935412,0.002712435707,-6.088521708e-08,3.350819197,2.098686183,0.8024079434,0.902899604,-2.098716676,3.350357904,-0.1535181756,0.0001057028856,-0.001116332531,0.0002443538188,-2.114038,-0.09936569735,-3.049294589e-05,3.350357904,2.098686183,-0.1005221536,-0.9029300969
4.605239418e-09,0.02481940021,-0.0004028899013,0.04601810868,0.1289570472,0.1160427532,0.0004025962721,-0.005788388687,0.003849841746,4.025962721e-08,3.395724676,2.08905042,0.8105453314,0.9027212824,-2.089030235,3.395145837,-0.1524485778,0.0001471252685,-0.001099109831,0.0002318088752,-2.104295278,-0.09091479632,2.018475469e-05,3.395145837,2.08905042,-0.09215576633,-0.9027010977
4.645658802e-09,0.02686952692,-0.001802533195,0.04860350076,0.1290489682,0.1156011419,0.001802129233,-0.007430056883,0.005416763314,1.802129233e-07,3.439885815,2.080007099,0.8187988607,0.9024689919,-2.079916792,3.439142809,-0.1509607864,0.0002024060191,-0.001076928989,0.0002148040118,-2.095103177,-0.08223634796,9.030687267e-05,3.439142809,2.080007099,-0.0835798243,-0.902378685
4.686078185e-09,0.02940600041,-0.003711064244,0.05161873271,0.1291334192,0.1151691574,0.003710518273,-0.009710467152,0.007543042209,3.710518273e-07,3.483084262,2.071768107,0.8271040385,0.902113189,-2.071582183,3.482113215,-0.1488997398,0.000273555881,-0.001047976043,0.0001917075926,-2.086658081,-0.07335292621,0.000185924264,3.482113215,2.071768107,-0.07482322623,-0.9019272647
4.726497569e-09,0.03256423365,-0.006258548631,0.05519802882,0.1292077335,0.1147497643,0.006257829062,-0.01284903878,0.01036503851,6.257829062e-07,3.525023565,2.064619867,0.8353846297,0.9016140109,-2.064306313,3.523738662,-0.1460677845,0.0003605296701,-0.001009972036,0.0001604642833,-2.079226645,-0.06428761636,0.0003135532145,3.523738662,2.064619867,-0.06591582805,-0.9013004577
4.769773833e-09,0.0367687195,-0.00982445691,0.05978821451,0.1292720302,0.1143191671,0.009823525786,-0.01746084503,0.01428749586,9.823525786e-07,3.56808329,2.058605984,0.8441235496,0.9008608367,-2.058113779,3.566337206,-0.1419099392,0.0004665152547,-0.0009561888273,0.000115214997,-2.072796978,-0.05440664587,0.0004922051981,3.566337206,2.058605984,-0.05624508185,-0.9003686315
4.813050098e-09,0.04188997523,-0.01432372199,0.06522679691,0.1293150093,0.1139137693,0.0143225776,-0.02371902441,0.01919526245,1.43225776e-06,3.608623075,2.054872211,0.8526145429,0.8998001803,-2.054154592,3.606251172,-0.1362686045,0.0005733511211,-0.0008853677078,5.458610026e-05,-2.068499071,-0.04437352027,0.0007176183573,3.606251172,2.054872211,-0.04646801903,-0.8990825619
4.850862538e-09,0.04705115799,-0.01896046317,0.07060861177,0.1293296431,0.1135862416,0.01895916462,-0.03081039154,0.02421010591,1.895916462e-06,3.641375837,2.054048218,0.8597328169,0.898541206,-2.053098299,3.638294798,-0.1298747296,0.0006505725808,-0.0008068900255,-1.33745996e-05,-2.067035691,-0.03550591211,0.0009499190747,3.638294798,2.054048218,-0.03785847001,-0.8975912869
4.888674978e-09,0.05264745835,-0.02405696854,0.07637228506,0.1293172215,0.1132898917,0.02405558819,-0.03960836092,0.02967597231,2.405558819e-06,3.671010832,2.056083818,0.8664845335,0.8968870969,-2.054878564,3.667049996,-0.121940279,0.0006915427282,-0.0007113167467,-9.677948509e-05,-2.068277846,-0.02656493644,0.001205253986,3.667049996,2.056083818,-0.02919730936,-0.8956818429
4.926487418e-09,0.05831295089,-0.02925469041,0.08215159985,0.1292718644,0.1130312322,0.02925334549,-0.05019151172,0.03520521209,2.925334549e-06,3.696876779,2.06157389,0.8727930955,0.8947451933,-2.06010823,3.691857627,-0.1123967315,0.0006737670235,-0.000598247007,-0.0001959428785,-2.072813563,-0.01757079039,0.001465659855,3.691857627,2.06157389,-0.02048643794,-0.8932795335
4.964299859e-09,0.06351736696,-0.03402920314,0.08741611179,0.1291877202,0.1128167662,0.03402805173,-0.06248013913,0.04024749428,3.402805173e-06,3.718323376,2.071095503,0.8785901755,0.8920146662,-2.06939064,3.712075362,-0.1013247426,0.0005767962868,-0.0004690266986,-0.0003095411758,-2.081227978,-0.008543759365,0.001704862962,3.712075362,2.071095503,-0.01171962771,-0.8903098032
5.002112299e-09,0.06760495096,-0.03773054669,0.09150999464,0.1290596202,0.1126522953,0.03772976987,-0.07618898808,0.04413523844,3.772976987e-06,3.734770472,2.085138022,0.8838173863,0.8885921091,-2.083247721,3.727151573,-0.08899960111,0.0003891082311,-0.0003271483966,-0.0004342192598,-2.094037982,0.0004958250648,0.001890300311,3.727151573,2.085138022,-0.002884422483,-0.8867018088
5.039924739e-09,0.06988844614,-0.03968418384,0.09374600932,0.1288838599,0.1125420931,0.03968394946,-0.09080489332,0.04618607587,3.968394946e-06,3.745790691,2.104022826,0.8884276084,0.8843825865,-2.102034649,3.736710201,-0.0759118726,0.0001173362425,-0.000178377807,-0.0005644865796,-2.111614014,0.00952762181,0.001988177587,3.736710201,2.104022826,0.006033199503,-0.8823944089
5.077737179e-09,0.06981223984,-0.03936675332,0.09356863005,0.1286589748,0.1124880783,0.03936715995,-0.1056107684,0.04587547042,3.936715995e-06,3.751192172,2.12782845,0.8923877012,0.8793192776,-2.125856176,3.740631095,-0.06274073755,-0.0002038121936,-3.035231521e-05,-0.0006931476295,-2.134102524,0.01853131004,0.001972274382,3.740631095,2.12782845,0.01504069805,-0.8773470032
5.115549619e-09,0.06717371829,-0.03663857744,0.09077539023,0.1283862869,0.1124892034,0.03663959218,-0.1197775666,0.04306233247,3.663959218e-06,3.751079655,2.156345489,0.8956843697,0.8733920355,-2.154509896,3.739101898,-0.05025824499,-0.0005084578998,0.0001085430293,-0.0008124572882,-2.161371313,0.02748661299,0.001835592831,3.739101898,2.156345489,0.02412792707,-0.8715564426
5.15336206e-09,0.06231613224,-0.03192821607,0.08570977584,0.1280699505,0.112541333,0.03192964855,-0.1325273341,0.03816761585,3.192964855e-06,3.7458667,2.189088503,0.8983329682,0.8666750542,-2.187488899,3.732613966,-0.03916448559,-0.000717710934,0.000230959443,-0.0009158960964,-2.193004951,0.03637332443,0.001599603768,3.732613966,2.189088503,0.03325751782,-0.8650754504
5.195031446e-09,0.05544925417,-0.02557295327,0.07855239544,0.1276784414,0.1126498291,0.02557451476,-0.1443010678,0.03148220511,2.557451476e-06,3.735017085,2.229248484,0.9005632292,0.858553894,-2.227967279,3.720586979,-0.02907371221,-0.0007823014534,0.0003414632183,-0.001007277801,-2.232155855,0.04606300296,0.001281205115,3.720586979,2.229248484,0.04329054026,-0.8572726889
5.229618413e-09,0.04953393603,-0.02034914103,0.07234776475,0.1273261556,0.1127730863,0.02035057758,-0.1520959413,0.02588797288,2.035057758e-06,3.722691371,2.265135852,0.9019443068,0.8514356013,-2.26411636,3.707481777,-0.02248589989,-0.0007196839623,0.0004131638398,-0.001065196753,-2.267384442,0.05400489446,0.001019492109,3.707481777,2.265135852,0.05152819766,-0.8504161092
5.264205381e-09,0.04409260787,-0.015770605,0.06657412164,0.1269549412,0.1129198655,0.01577181052,-0.1582057304,0.02087584098,1.577181052e-06,3.70801345,2.30276908,0.9029811312,0.8441366046,-2.301978973,3.692192877,-0.01736798764,-0.0006039258526,0.0004682524395,-0.001108767243,-2.304505879,0.06183926444,0.000790107431,3.692192877,2.30276908,0.05963463404,-0.8433464972
5.298792348e-09,0.03941342577,-0.01204431966,0.06152036609,0.1265695277,0.1130846522,0.01204527458,-0.1628653252,0.01668849039,1.204527458e-06,3.691534778,2.341699828,0.9037485731,0.8367712985,-2.341096407,3.675248246,-0.01347400146,-0.0004783780237,0.0005094147623,-0.001140706764,-2.343047228,0.06955136638,0.0006034205102,3.675248246,2.341699828,0.06758069509,-0.836167878
5.333379315e-09,0.03553071204,-0.009144092587,0.05722161145,0.1261737393,0.1132628402,0.009144824423,-0.1663426829,0.0133319647,9.144824423e-07,3.673715981,2.381571496,0.9043106107,0.8294185454,-2.381113376,3.657081713,-0.01054576356,-0.0003666171714,0.0005393753179,-0.001163590409,-2.382626072,0.07712672004,0.0004581191118,3.657081713,2.381571496,0.07535018444,-0.8289604263
5.367966282e-09,0.03235012085,-0.006942654939,0.05358434746,0.1257705421,0.1134507395,0.006943205781,-0.168885742,0.01070022379,6.943205781e-07,3.654926053,2.422110168,0.9047178803,0.8221320872,-2.421762341,3.638037479,-0.008356224952,-0.0002759451637,0.0005605537433,-0.001179604298,-2.422945791,0.08455112613,0.0003478270675,3.638037479,2.422110168,0.08293362009,-0.8217842602
5.402553249e-09,0.029738485,-0.005294007667,0.05047630015,0.125362183,0.113645462,0.005294418376,-0.1707022488,0.008657626627,5.294418376e-07,3.635453805,2.463109494,0.9050088337,0.8149503038,-2.462844264,3.61838358,-0.006722098904,-0.000205744041,0.0005749335572,-0.001190478217,-2.463781704,0.09181068395,0.0002652298252,3.61838358,2.463109494,0.0903237597,-0.814685074
5.437140217e-09,0.02756700488,-0.004067718234,0.04776963015,0.1249503417,0.1138447729,0.004068023108,-0.1719576477,0.007076584473,4.068023108e-07,3.615522711,2.504415652,0.9052121063,0.8079024361,-2.504211859,3.598326946,-0.005501778012,-0.0001527249225,0.0005840760639,-0.001197534487,-2.50496583,0.09889181314,0.000203792714,3.598326946,2.504415652,0.0975134629,-0.8076986434
5.471727184e-09,0.02572640774,-0.00315811651,0.04535609552,0.1245362656,0.1140469503,0.003158342537,-0.1727801708,0.00584997989,3.158342537e-07,3.595304968,2.5459146,0.9053488558,0.8010121202,-2.545756378,3.578026951,-0.004588387732,-0.0001132265199,0.0005891837816,-0.001201765321,-2.546373438,0.1057812777,0.0001582216597,3.578026951,2.5459146,0.1044949573,-0.8008538985
5.506314151e-09,0.0241294932,-0.002483511305,0.0431495975,0.1241208778,0.1142506666,0.002483679034,-0.1732677559,0.004892603882,2.483679034e-07,3.574933336,2.587521992,0.9054346842,0.7942993726,-2.587397568,3.55760656,-0.003902298017,-8.402214181e-05,0.0005911721238,-0.001203907642,-2.587912222,0.1124662102,0.0001244239332,3.55760656,2.587521992,0.1112597355,-0.7941749487
5.540901118e-09,0.02270894913,-0.001982306902,0.04108399495,0.1237048606,0.1144548943,0.001982431695,-0.1734946305,0.004138606683,1.982431695e-07,3.554510573,2.629175478,0.905481109,0.7877817335,-2.629076164,3.53716111,-0.003384593009,-6.251288366e-05,0.0005907339026,-0.001204505763,-2.629513937,0.1189341366,9.931358829e-05,3.53716111,2.629175478,0.1177986891,-0.7876824199
5.575488086e-09,0.02141385252,-0.001608710915,0.03910960314,0.1232887189,0.1146588326,0.001608804132,-0.1735168658,0.003537938627,1.608804132e-07,3.534116735,2.670828929,0.9054966559,0.7814749457,-2.670748332,3.516765049,-0.00299183574,-4.66957109e-05,0.0005883924045,-0.0012039607,-2.671128112,0.1251729993,8.059642616e-05,3.516765049,2.670828929,0.1241023067,-0.7813943492
5.610075053e-09,0.02020620123,-0.001328954741,0.03718972292,0.1228728263,0.1148618528,0.001329024739,-0.1733768078,0.003052934667,1.329024739e-07,3.513814722,2.712448166,0.9054876611,0.7753933714,-2.712381585,3.496477041,-0.002692041955,-3.506382697e-05,0.0005845431651,-0.001202567701,-2.71271737,0.1311711804,6.658063955e-05,3.496477041,2.712448166,0.1301608704,-0.7753267907
5.64466202e-09,0.01905793353,-0.001118247909,0.03529765765,0.1224574603,0.1150634554,0.00111830081,-0.1731065046,0.002655418942,1.11830081e-07,3.493654462,2.754007809,0.9054588565,0.7695502539,-2.753951784,3.476343812,-0.002461654066,-2.64997045e-05,0.0005794860475,-0.001200544299,-2.754253974,0.1369175235,5.602422552e-05,3.476343812,2.754007809,0.1359646268,-0.7694942297
5.679540179e-09,0.01793930757,-0.000957259837,0.0333984504,0.1220393398,0.1152649129,0.000957300035,-0.1727267524,0.002321837084,9.57300035e-08,3.473508706,2.795837824,0.9054133568,0.763911901,-2.795789866,3.456236031,-0.002281977286,-2.013627922e-05,0.0005733950778,-0.001198028461,-2.796066022,0.1424463799,4.795872185e-05,3.456236031,2.795837824,0.1415494146,-0.7638639422
5.715041787e-09,0.01682558622,-0.0008324926391,0.0314602837,0.1216146732,0.1154677281,0.0008325233209,-0.1722493128,0.00203522004,8.325233209e-08,3.453227185,2.838318693,0.9053529103,0.7584467538,-2.838276985,3.436002254,-0.002139858338,-1.536928653e-05,0.0005663576613,-0.001195102469,-2.838532679,0.1477891437,4.170788429e-05,3.436002254,2.838318693,0.1469478644,-0.758405046
5.751467223e-09,0.01569716497,-0.0007345983116,0.02945633038,0.1211800573,0.1156731683,0.000734621831,-0.1716801952,0.001783675415,7.34621831e-08,3.432683172,2.881791656,0.9052783652,0.7531387094,-2.881754852,3.415515153,-0.002026157093,-1.17813702e-05,0.0005584106463,-0.001191815843,-2.881994271,0.1529613174,3.680337776e-05,3.415515153,2.881791656,0.1521764591,-0.753101906
5.789120787e-09,0.01453699271,-0.0006568617538,0.02736151375,0.1207320642,0.1158824395,0.00065687987,-0.1710210444,0.001558540838,6.5687987e-08,3.411756053,2.926600153,0.905189883,0.7479825643,-2.926567244,3.394653949,-0.001934280513,-9.074791236e-06,0.0005495507993,-0.001188194615,-2.926793581,0.1579670771,3.290877568e-05,3.394653949,2.926600153,0.1572402275,-0.7479496555
5.828315419e-09,0.01332957306,-0.0005943605664,0.02515149418,0.1202671994,0.1160966804,0.0005943746075,-0.1702701471,0.001353443044,5.943746075e-08,3.390331955,2.973094119,0.9050870815,0.7429852741,-2.973064342,3.37330494,-0.001859385949,-7.03347151e-06,0.0005397440834,-0.00118424816,-2.973280058,0.1627980635,2.977746578e-05,3.37330494,2.973094119,0.1621315848,-0.7429554967
5.869385888e-09,0.01206005517,-0.0005434033787,0.02280152636,0.119781759,0.1163169992,0.0005434143542,-0.1694229031,0.001163651707,5.434143542e-08,3.368300078,3.02164432,0.9049690952,0.7381668223,-3.021617095,3.351357788,-0.001797846222,-5.497831983e-06,0.0005289294184,-0.001179972648,-3.021824104,0.1674325002,2.722451037e-05,3.351357788,3.02164432,0.1668294975,-0.7381395978
5.912706464e-09,0.01071342914,-0.0005011587879,0.02028529013,0.1192716367,0.1165445222,0.0005011674687,-0.1684719125,0.0009856600665,5.011674687e-08,3.345547781,3.07266164,0.9048345753,0.7335618869,-3.072636532,3.32870059,-0.001746900075,-4.34835376e-06,0.0005170186979,-0.0011753523,-3.07283633,0.1718334679,2.510805614e-05,3.32870059,3.07266164,0.1712977964,-0.7335367789
5.958705484e-09,0.009274007355,-0.0004654096178,0.01757410181,0.1187321744,0.1167804091,0.0004654165947,-0.1674069429,0.0008169519731,4.654165947e-08,3.321959094,3.126612114,0.9046816627,0.7292236616,-3.126588797,3.305218399,-0.001704430752,-3.494856505e-06,0.0005038961029,-0.001170359897,-3.126782557,0.1759450185,2.331702255e-05,3.305218399,3.126612114,0.1754813181,-0.7292003445
6.007895113e-09,0.007724619478,-0.0004343689316,0.01463547716,0.1181578418,0.1170259204,0.0004343746592,-0.1662144453,0.0006558423497,4.343746592e-08,3.297407958,3.184048941,0.9045078863,0.7252286349,-3.184027179,3.280786513,-0.001668812268,-2.869055948e-06,0.0004894124622,-0.001164954967,-3.184215822,0.1796872442,2.176188405e-05,3.280786513,3.184048941,0.1793010132,-0.7252068731
6.060895473e-09,0.006046220031,-0.0004065483362,0.01143237307,0.1175419963,0.1172824161,0.000406553167,-0.164877145,0.0005014642475,4.06553167e-08,3.271758394,3.245636484,0.9043100567,0.7216856488,-3.245616116,3.25527068,-0.001638828487,-2.419882833e-06,0.0004733811745,-0.001159082084,-3.245800367,0.182947087,2.036807213e-05,3.25527068,3.245636484,0.182644776,-0.7216652807
6.118392377e-09,0.004219974193,-0.0003806708944,0.00792712046,0.1168774258,0.1175509999,0.0003806751084,-0.1633754914,0.0003540221708,3.806751084e-08,3.244900009,3.312096056,0.9040844221,0.7187522065,-3.312076984,3.22856246,-0.001613670276,-2.110945926e-06,0.0004555964178,-0.001152676232,-3.312257423,0.1855622859,1.907161223e-05,3.22856246,3.312096056,0.1853512872,-0.7187331349
6.180661422e-09,0.002243627633,-0.0003557257332,0.004113059855,0.1161618522,0.1178302795,0.0003557295662,-0.161701466,0.0002158996505,3.557295662e-08,3.216972046,3.38365547,0.9038287334,0.7166594827,-3.383637648,3.2008019,-0.001593081924,-1.920134944e-06,0.000435994111,-0.001145716326,-3.383814778,0.1872992539,1.782185962e-05,3.2008019,3.38365547,0.1871870725,-0.7166416609
6.246171392e-09,0.0001766222038,-0.0003312753994,0.0001030270363,0.1154137116,0.1181108713,0.0003312790672,-0.1598999505,9.333374135e-05,3.312790672e-08,3.188912872,3.458471089,0.9035488397,0.7156866466,-3.458454492,3.172922877,-0.001577533088,-1.837507877e-06,0.0004151205712,-0.001138381301,-3.458628842,0.1878876211,1.659689788e-05,3.172922877,3.458471089,0.18787879,-0.7156700497
6.312265219e-09,-0.001884065408,-0.0003070639452,-0.003914892142,0.1146637698,0.1183800854,0.0003070676511,-0.1580538164,-7.768115877e-06,3.070676511e-08,3.161991463,3.533466264,0.9032570305,0.7159866367,-3.53345088,3.146186082,-0.001567601915,-1.8566769e-06,0.000393933733,-0.001130972284,-3.533623024,0.1871915743,1.538390403e-05,3.146186082,3.533466264,0.1872857776,-0.7159712528
6.379833701e-09,-0.003952083188,-0.0002813845587,-0.007966566152,0.1139021549,0.1186408401,0.0002813885263,-0.1561501977,-8.875160503e-05,2.813885263e-08,3.135915986,3.609628142,0.9029509097,0.7176196309,-3.609614045,3.120300966,-0.001563640215,-1.98794324e-06,0.000372275441,-0.001123385654,-3.609784506,0.185147772,1.409736679e-05,3.120300966,3.609628142,0.1853453761,-0.7176055335
6.450049492e-09,-0.006045950261,-0.0002518984673,-0.01208814123,0.1131161319,0.1188963489,0.000251903021,-0.1541681341,-0.0001504126004,2.51903021e-08,3.11036511,3.688230069,0.9026265495,0.720722315,-3.688217449,3.094948297,-0.001567407693,-2.281735494e-06,0.0003499038374,-0.001115474463,-3.68838681,0.1816145571,1.262011367e-05,3.094948297,3.688230069,0.1819168546,-0.7207096949
6.521383841e-09,-0.008101995064,-0.0002162629799,-0.01615309461,0.1123232828,0.119139921,0.0002162686224,-0.1521635222,-0.00019207478,2.162686224e-08,3.086007904,3.767513493,0.9022926344,0.7253141046,-3.767502659,3.070791551,-0.001582262678,-2.82744706e-06,0.0003274432,-0.001107378457,-3.76767172,0.1765842648,1.083477586e-05,3.070791551,3.767513493,0.1769893646,-0.7253032698
6.592718189e-09,-0.0100745197,-0.0001703718272,-0.02006705807,0.1115362289,0.1193675789,0.0001703793846,-0.1501790635,-0.0002169708999,1.703793846e-08,3.063242112,3.846215768,0.9019562018,0.7313169542,-3.846207232,3.048224205,-0.001613420477,-3.787139896e-06,0.0003053563102,-0.001099167664,-3.84637711,0.1701440572,8.535629298e-06,3.048224205,3.846215768,0.1706477832,-0.7313084186
6.664052538e-09,-0.01195542201,-0.0001064349856,-0.02380644004,0.1107550744,0.1195796078,0.0001064459029,-0.1482220079,-0.0002328217967,1.064459029e-08,3.042039225,3.924325561,0.9016185962,0.7386785299,-3.924320228,3.027217024,-0.00167001179,-5.470935899e-06,0.0002837060843,-0.001090744548,-3.924492562,0.1623476276,5.332393872e-06,3.027217024,3.924325561,0.1629453987,-0.7386731975
6.735386887e-09,-0.01374303274,-1.065405589e-05,-0.02735477419,0.1099800097,0.1197763209,1.067091675e-05,-0.1462930268,-0.0002533427678,1.067091675e-09,3.022367913,4.001822233,0.9012800625,0.7473339676,-4.001821699,3.00773861,-0.001768018799,-8.449461367e-06,0.0002624841572,-0.001081938377,-4.001999035,0.153259477,5.33769887e-07,3.00773861,4.001822233,0.1539466287,-0.7473334338
6.806721236e-09,-0.01544694748,0.0001418867785,-0.03070766376,0.1092113768,0.119957997,-0.0001418592823,-0.1443812896,-0.0003031607214,-1.418592823e-08,3.004200296,4.078668752,0.9009387737,0.7572049361,-4.07867586,2.989762167,-0.001935698704,-1.37790693e-05,0.0002415583142,-0.001072446894,-4.078862321,0.1429543817,-7.108524854e-06,2.989762167,4.078668752,0.1437267291,-0.7572120446
6.878055584e-09,-0.01709682822,0.0003966620553,-0.0338816934,0.1084497878,0.1201247701,-0.0003966153435,-0.1424554427,-0.0004268763606,-3.966153435e-08,2.987522985,4.154798856,0.9005890282,0.768197535,-4.154818729,2.973277441,-0.002223636169,-2.340825721e-05,0.0002205757551,-0.001061728256,-4.15502122,0.1315167791,-1.98727643e-05,2.973277441,4.154798856,0.1323716205,-0.7682174078
6.940129403e-09,-0.01853826703,0.0007649380688,-0.0365384568,0.1077936347,0.1202576185,-0.0007648626499,-0.140716353,-0.000656275762,-7.648626499e-08,2.974238148,4.220372371,0.9002680287,0.7785878149,-4.220410695,2.960166513,-0.002641620983,-3.77926901e-05,0.0002017012716,-0.001050660338,-4.220636533,0.120714977,-3.832338971e-05,2.960166513,4.220372371,0.1216418904,-0.7786261383
6.994473417e-09,-0.01986862722,0.001274633929,-0.03884195037,0.1072251994,0.120364123,-0.001274517896,-0.1390783574,-0.001023116005,-1.274517896e-07,2.963587698,4.27715821,0.8999612335,0.7882393875,-4.277222069,2.949679862,-0.003218534784,-5.814266234e-05,0.0001839786408,-0.001038749681,-4.277480063,0.1106645555,-6.385914824e-05,2.949679862,4.27715821,0.1116579869,-0.7883032466
7.043011585e-09,-0.02118416315,0.001960754722,-0.04095111727,0.10672335,0.1204508665,-0.001960583802,-0.1374458856,-0.001561915427,-1.960583802e-07,2.954913353,4.327265657,0.8996512652,0.7972341378,-4.327363891,2.941168765,-0.003993471411,-8.56437816e-05,0.0001663588679,-0.00102536227,-4.327665004,0.1012596854,-9.823379448e-05,2.941168765,4.327265657,0.1023188936,-0.7973323716
7.091549752e-09,-0.0227152029,0.002970596495,-0.04320149918,0.1062285173,0.1205286914,-0.002970345662,-0.1355476321,-0.002401763093,-2.970345662e-07,2.947130856,4.376634601,0.8992856825,0.8065135733,-4.376783428,2.933576093,-0.005136691063,-0.0001256838163,0.0001459158835,-0.001008063911,-4.37714827,0.09148752223,-0.0001488268593,2.933576093,4.376634601,0.09262328237,-0.8066624001
7.14008792e-09,-0.02458859952,0.004443409503,-0.04571734799,0.1057428452,0.1205960118,-0.004443046286,-0.1332332078,-0.003675753166,-4.443046286e-07,2.940398817,4.42503336,0.8988325763,0.8159957665,-4.425255974,2.927075496,-0.006821203615,-0.0001819924899,0.0001210492571,-0.0009850239287,-4.42571548,0.0813847651,-0.0002226147798,2.927075496,4.42503336,0.08261419508,-0.8162183813
7.188626088e-09,-0.02696394301,0.006552623016,-0.04865593398,0.1052694652,0.1206503777,-0.006552109362,-0.1302909203,-0.005548567494,-6.552109362e-07,2.934962229,4.472124621,0.8982447822,0.8255789887,-4.472452908,2.921933137,-0.009288593342,-0.000257363081,8.95293056e-05,-0.0009537057638,-4.473053481,0.07098931002,-0.0003282863618,2.921933137,4.472124621,0.07233750717,-0.8259072751
