time,uniformDensity_y,normalDensity_y,weibullDensity_y
13.0260521,0.125,0.06350036463,0.1823407301
13.06613226,0.125,0.06159148819,0.1798750993
13.10621242,0.125,0.0597160072,0.177404155
13.14629259,0.125,0.05787438791,0.1749295726
13.18637275,0.125,0.05606704216,0.172452967
13.22645291,0.125,0.05429432834,0.1699758937
13.26653307,0.125,0.05255655255,0.1674998501
13.30661323,0.125,0.05085396971,0.1650262768
13.34669339,0.125,0.04918678486,0.1625565585
13.38677355,0.125,0.04755515441,0.1600920254
13.42685371,0.125,0.04595918747,0.1576339541
13.46693387,0.125,0.04439894731,0.1551835692
13.50701403,0.125,0.04287445273,0.1527420437
13.54709419,0.125,0.0413856796,0.1503105009
13.58717435,0.125,0.03993256232,0.147890015
13.62725451,0.125,0.03851499539,0.1454816123
13.66733467,0.125,0.03713283498,0.1430862725
13.70741483,0.125,0.03578590051,0.1407049296
13.74749499,0.125,0.03447397625,0.1383384729
13.78757515,0.125,0.03319681293,0.1359877484
13.82765531,0.125,0.0319541294,0.1336535594
13.86773547,0.125,0.03074561419,0.131336668
13.90781563,0.125,0.02957092719,0.1290377958
13.94789579,0.125,0.02842970126,0.1267576253
13.98797595,0.125,0.0273215438,0.1244968003
14.02805611,0,0.02624603841,0.1222559276
14.06813627,0,0.02520274643,0.1200355775
14.10821643,0,0.02419120852,0.1178362852
14.14829659,0,0.02321094622,0.1156585512
14.18837675,0,0.02226146344,0.113502843
14.22845691,0,0.02134224797,0.1113695954
14.26853707,0,0.02045277297,0.1092592117
14.30861723,0,0.01959249836,0.1071720648
14.34869739,0,0.01876087222,0.1051084978
14.38877756,0,0.01795733222,0.1030688251
14.42885772,0,0.01718130686,0.1010533331
14.46893788,0,0.01643221682,0.09906228137
14.50901804,0,0.01570947619,0.09709590333
14.5490982,0,0.01501249366,0.09515440703
14.58917836,0,0.01434067373,0.09323797613
14.62925852,0,0.01369341778,0.09134677063
14.66933868,0,0.01307012517,0.08948092773
14.70941884,0,0.01247019431,0.0876405626
14.749499,0,0.01189302357,0.08582576917
14.78957916,0,0.0113380123,0.08403662088
14.82965932,0,0.01080456169,0.08227317145
14.86973948,0,0.01029207561,0.0805354556
14.90981964,0,0.009799961469,0.0788234898
14.9498998,0,0.00932763092,0.07713727294
14.98997996,0,0.008874500616,0.07547678707
15.03006012,0,0.008439992868,0.07384199803
15.07014028,0,0.008023536278,0.07223285618
15.11022044,0,0.007624566328,0.07064929697
15.1503006,0,0.007242525922,0.06909124167
15.19038076,0,0.006876865891,0.06755859791
15.23046092,0,0.006527045452,0.06605126034
15.27054108,0,0.006192532638,0.06456911121
15.31062124,0,0.005872804673,0.06311202095
15.3507014,0,0.005567348328,0.06167984875
15.39078156,0,0.005275660224,0.06027244308
15.43086172,0,0.00499724711,0.05888964227
15.47094188,0,0.004731626102,0.05753127501
15.51102204,0,0.004478324894,0.05619716086
15.5511022,0,0.00423688193,0.05488711077
15.59118236,0,0.004006846551,0.05360092754
15.63126253,0,0.003787779115,0.05233840632
15.67134269,0,0.003579251081,0.05109933504
15.71142285,0,0.003380845073,0.04988349487
15.75150301,0,0.003192154918,0.04869066066
15.79158317,0,0.003012785658,0.04752060133
15.83166333,0,0.002842353542,0.04637308032
15.87174349,0,0.002680485991,0.04524785596
15.91182365,0,0.002526821555,0.04414468186
15.95190381,0,0.002381009836,0.04306330728
15.99198397,0,0.002242711402,0.04200347747
16.03206413,0,0.002111597688,0.04096493406
16.07214429,0,0.001987350874,0.03994741536
16.11222445,0,0.001869663748,0.0389506567
16.15230461,0,0.001758239571,0.03797439075
16.19238477,0,0.001652791908,0.0370183478
16.23246493,0,0.001553044468,0.03608225608
16.27254509,0,0.001458730923,0.03516584203
16.31262525,0,0.00136959472,0.03426883055
16.35270541,0,0.00128538889,0.03339094531
16.39278557,0,0.001205875845,0.03253190894
16.43286573,0,0.001130827172,0.03169144335
16.47294589,0,0.001060023418,0.03086926987
16.51302605,0,0.0009932538787,0.03006510955
16.55310621,0,0.0009303163739,0.02927868333
16.59318637,0,0.0008710170275,0.02850971227
16.63326653,0,0.0008151700419,0.02775791773
16.67334669,0,0.0007625974724,0.02702302155
16.71342685,0,0.0007131289996,0.02630474627
16.75350701,0,0.000666601703,0.02560281524
16.79358717,0,0.0006228598336,0.02491695284
16.83366733,0,0.0005817545882,0.02424688461
16.87374749,0,0.0005431438848,0.02359233739
16.91382766,0,0.0005068921395,0.02295303948
16.95390782,0,0.0004728700456,0.02232872074
16.99398798,0,0.0004409543557,0.02171911279
17.03406814,0,0.000411027666,0.02112394902
17.0741483,0,0.000382978204,0.02054296482
17.11422846,0,0.00035669962,0.0199758976
17.15430862,0,0.0003320907817,0.01942248692
17.19438878,0,0.0003090555731,0.0188824746
17.23446894,0,0.0002875026974,0.01835560478
17.2745491,0,0.0002673454845,0.01784162404
17.31462926,0,0.0002485017022,0.01734028143
17.35470942,0,0.0002308933729,0.01685132859
17.39478958,0,0.0002144465942,0.01637451978
17.43486974,0,0.0001990913648,0.01590961197
17.4749499,0,0.0001847614149,0.01545636488
17.51503006,0,0.0001713940418,0.01501454103
17.55511022,0,0.00015892995,0.01458390581
17.59519038,0,0.0001473130964,0.01416422749
17.63527054,0,0.0001364905409,0.01375527731
17.6753507,0,0.0001264123011,0.01335682945
17.71543086,0,0.0001170312124,0.01296866112
17.75551102,0,0.0001083027929,0.01259055257
17.79559118,0,0.0001001851134,0.01222228709
17.83567134,0,9.263867123e-05,0.01186365105
17.8757515,0,8.562626987e-05,0.01151443394
17.91583166,0,7.911290259e-05,0.01117442835
17.95591182,0,7.306564079e-05,0.01084342998
17.99599198,0,6.745352675e-05,0.01052123768
18.03607214,0,6.224747085e-05,0.01020765344
18.0761523,0,5.742015294e-05,0.009902482376
18.11623246,0,5.294592799e-05,0.009605532748
18.15631263,0,4.880073573e-05,0.00931661596
18.19639279,0,4.496201433e-05,0.009035546547
18.23647295,0,4.140861789e-05,0.008762142171
18.27655311,0,3.812073765e-05,0.008496223612
18.31663327,0,3.50798269e-05,0.008237614758
18.35671343,0,3.226852935e-05,0.007986142589
18.39679359,0,2.967061096e-05,0.007741637167
18.43687375,0,2.727089497e-05,0.007503931615
18.47695391,0,2.505520022e-05,0.007272862101
18.51703407,0,2.301028246e-05,0.007048267818
18.55711423,0,2.112377861e-05,0.006829990965
18.59719439,0,1.938415393e-05,0.006617876719
18.63727455,0,1.778065182e-05,0.006411773217
18.67735471,0,1.630324634e-05,0.006211531526
18.71743487,0,1.494259719e-05,0.006017005621
18.75751503,0,1.369000708e-05,0.005828052355
18.79759519,0,1.253738151e-05,0.005644531431
18.83767535,0,1.147719065e-05,0.005466305374
18.87775551,0,1.050243337e-05,0.005293239499
18.91783567,0,9.606603356e-06,0.005125201882
18.95791583,0,8.783657023e-06,0.004962063326
18.99799599,0,8.027983376e-06,0.004803697333
19.03807615,0,7.334375567e-06,0.004649980065
19.07815631,0,6.698004121e-06,0.004500790316
19.11823647,0,6.114391759e-06,0.004356009473
19.15831663,0,5.579389712e-06,0.004215521487
19.19839679,0,5.089155472e-06,0.004079212833
19.23847695,0,4.640131891e-06,0.003946972479
19.27855711,0,4.229027575e-06,0.003818691847
19.31863727,0,3.852798481e-06,0.003694264778
19.35871743,0,3.508630677e-06,0.003573587499
19.3987976,0,3.193924191e-06,0.003456558583
19.43887776,0,2.906277881e-06,0.003343078914
19.47895792,0,2.643475287e-06,0.00323305165
19.51903808,0,2.403471396e-06,0.003126382188
19.55911824,0,2.184380276e-06,0.003022978126
19.5991984,0,1.984463522e-06,0.002922749228
19.63927856,0,1.802119472e-06,0.002825607384
19.67935872,0,1.635873147e-06,0.002731466578
19.71943888,0,1.484366871e-06,0.002640242848
19.75951904,0,1.346351528e-06,0.002551854252
19.7995992,0,1.220678422e-06,0.002466220831
19.83967936,0,1.106291697e-06,0.002383264572
19.87975952,0,1.002221288e-06,0.002302909373
19.91983968,0,9.075763684e-07,0.00222508101
19.95991984,0,8.215392556e-07,0.002149707096
20,0,7.433597574e-07,0.002076717051
