time,thdRMS.rootMeanSquare.mean.x,thdRMS.harmonic.mean2.x,thdRMS.harmonic.mean1.x,thd1.rootMeanSquare.mean.x,thd1.harmonic.mean2.x,thd1.harmonic.mean1.x
0.03068120384,104.5134001,1.003252771,0.02271215627,104.5134001,1.003252771,0.02271215627
0.03116254936,106.382626,1.015484177,0.06289555896,106.382626,1.015484177,0.06289555896
0.03165143191,110.1583338,1.041558806,0.1175220111,110.1583338,1.041558806,0.1175220111
0.03214031446,115.7278151,1.082993914,0.1784228444,115.7278151,1.082993914,0.1784228444
0.03262919701,122.5462578,1.138587606,0.238094241,122.5462578,1.138587606,0.238094241
0.03311807955,129.9047094,1.205120847,0.2905720643,129.9047094,1.205120847,0.2905720643
0.03361841916,137.375697,1.280381359,0.3329549862,137.375697,1.280381359,0.3329549862
0.03415364771,144.9259733,1.364714549,0.3637822632,144.9259733,1.364714549,0.3637822632
0.03468887626,152.0050348,1.450221162,0.3795352622,152.0050348,1.450221162,0.3795352622
0.03522410481,158.8732659,1.535856651,0.3807085665,158.8732659,1.535856651,0.3807085665
0.03575960061,165.8989809,1.621459416,0.3673460946,165.8989809,1.621459416,0.3673460946
0.0362950964,173.3687508,1.706165888,0.3389700165,173.3687508,1.706165888,0.3389700165
0.0368305922,181.3178116,1.787421918,0.2954914952,181.3178116,1.787421918,0.2954914952
0.03737506992,189.5165881,1.861950499,0.2375974187,189.5165881,1.861950499,0.2375974187
0.03791954764,197.034987,1.922887976,0.1708911414,197.034987,1.922887976,0.1708911414
0.03846402536,202.9077968,1.965973771,0.103760828,202.9077968,1.965973771,0.103760828
0.03900850308,206.4794852,1.990221227,0.04671346007,206.4794852,1.990221227,0.04671346007
0.03955298081,207.8519028,1.999068913,0.009929652815,207.8519028,1.999068913,0.009929652815
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04,208.0000162,2.00000009,1.526760797e-08,208.0000162,2.00000009,1.526760797e-08
0.04046584839,208.1674156,2.001053061,0.01077310766,208.1674156,2.001053061,0.01077310766
0.04093169678,209.2729293,2.008159643,0.04151891474,209.2729293,2.008159643,0.04151891474
0.04139754517,211.9543787,2.026132364,0.08786958549,211.9543787,2.026132364,0.08786958549
0.04186339356,216.3773,2.057648961,0.1436180851,216.3773,2.057648961,0.1436180851
0.04232924195,222.2532367,2.102943383,0.2020002348,222.2532367,2.102943383,0.2020002348
0.04279509034,229.0170276,2.160134839,0.2569434623,229.0170276,2.160134839,0.2569434623
0.04327248375,236.2387396,2.227764869,0.3049899173,236.2387396,2.227764869,0.3049899173
0.04378580344,243.7936387,2.306496121,0.3442366841,243.7936387,2.306496121,0.3442366841
0.04429912312,250.8894672,2.387911301,0.3695344715,250.8894672,2.387911301,0.3695344715
0.04481244281,257.596509,2.469991022,0.3810872594,257.596509,2.469991022,0.3810872594
0.04533865591,264.3510146,2.554183662,0.3790841027,264.3510146,2.554183662,0.3790841027
0.04588118317,271.5494445,2.640829708,0.3622396787,271.5494445,2.640829708,0.3622396787
0.04642371043,279.240579,2.726136225,0.3298813621,279.240579,2.726136225,0.3298813621
0.04696623769,287.3740773,2.806961624,0.2822264742,287.3740773,2.806961624,0.2822264742
0.04752053207,295.6321011,2.879777162,0.2203478823,295.6321011,2.879777162,0.2203478823
0.04807482646,302.9165292,2.937114509,0.1513529476,302.9165292,2.937114509,0.1513529476
0.04862912084,308.2468437,2.975247849,0.08489877235,308.2468437,2.975247849,0.08489877235
0.04918341522,311.129532,2.994452432,0.0322610432,311.129532,2.994452432,0.0322610432
0.0497377096,311.9697972,2.99981082,0.003444449509,311.9697972,2.99981082,0.003444449509
0.05029200399,312.041684,3.000261157,0.004264960238,312.041684,3.000261157,0.004264960238
0.05084629837,312.9653091,3.006160809,0.03455394111,312.9653091,3.006160809,0.03455394111
0.05140059275,315.9777424,3.026292961,0.08821106697,315.9777424,3.026292961,0.08821106697
0.05195488713,321.4319953,3.065490785,0.1550844586,321.4319953,3.065490785,0.1550844586
0.05250918152,328.795245,3.123779941,0.2239176273,328.795245,3.123779941,0.2239176273
0.0530634759,337.0766858,3.197271534,0.285204357,337.0766858,3.197271534,0.285204357
0.05363791624,345.659896,3.283405924,0.3343456944,345.659896,3.283405924,0.3343456944
0.05421235658,353.7225739,3.374068932,0.366237449,353.7225739,3.374068932,0.366237449
0.05478679693,361.2669488,3.465887777,0.3808286168,361.2669488,3.465887777,0.3808286168
0.05536123727,368.6434971,3.557796183,0.3786853285,368.6434971,3.557796183,0.3786853285
0.05596453216,376.6958167,3.65407614,0.3582876693,376.6958167,3.65407614,0.3582876693
0.05656782705,385.3697993,3.748221982,0.3186642644,385.3697993,3.748221982,0.3186642644
0.05717112194,394.4747017,3.835335482,0.2606620868,394.4747017,3.835335482,0.2606620868
0.05778206442,403.2550407,3.909059932,0.1881568333,403.2550407,3.909059932,0.1881568333
0.05839300691,410.2643552,3.961443292,0.1121784889,410.2643552,3.961443292,0.1121784889
0.0590039494,414.4595257,3.990090306,0.04711938943,414.4595257,3.990090306,0.04711938943
0.05961489189,415.9049504,3.999403288,0.007391541774,415.9049504,3.999403288,0.007391541774
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06,416.0000375,4.000000189,6.673200984e-08,416.0000375,4.000000189,6.673200984e-08
0.06050044272,416.2070235,4.00130345,0.01240877548,416.2070235,4.00130345,0.01240877548
0.06100088543,417.5618918,4.010050268,0.04755174704,417.5618918,4.010050268,0.04755174704
0.06150132815,420.7928761,4.031934983,0.09971512335,420.7928761,4.031934983,0.09971512335
0.06200177086,425.993295,4.069715001,0.1609823894,425.993295,4.069715001,0.1609823894
0.06250221358,432.6948101,4.122941899,0.2230825419,432.6948101,4.122941899,0.2230825419
0.06300714942,440.2222485,4.189270931,0.2795260863,440.2222485,4.189270931,0.2795260863
0.06355180481,448.3999603,4.270087933,0.3280522597,448.3999603,4.270087933,0.3280522597
0.06409646021,456.144332,4.355614447,0.3612159191,456.144332,4.355614447,0.3612159191
0.0646411156,463.3870447,4.44258054,0.378728192,463.3870447,4.44258054,0.378728192
0.06518854498,470.4162218,4.530167324,0.381077945,470.4162218,4.530167324,0.381077945
0.06578515252,478.2438037,4.625534216,0.3663375523,478.2438037,4.625534216,0.3663375523
0.06638176007,486.6269479,4.719646523,0.3329420833,486.6269479,4.719646523,0.3329420833
0.06697836762,495.5581014,4.808681725,0.2809995544,495.5581014,4.808681725,0.2809995544
0.06757497516,504.4078142,4.886177546,0.2137527573,504.4078142,4.886177546,0.2137527573
0.06817666461,512.0667756,4.94561553,0.1386262465,512.0667756,4.94561553,0.1386262465
0.06877835405,517.2648471,4.982154441,0.06890284582,517.2648471,4.982154441,0.06890284582
0.06938004349,519.6106324,4.997538742,0.01889780723,519.6106324,4.997538742,0.01889780723
0.06998173293,520.0000463,5.000000197,1.684008253e-05,520.0000463,5.000000197,1.684008253e-05
0.07058342238,520.3257101,5.002056127,0.01677818902,520.3257101,5.002056127,0.01677818902
0.07118511182,522.5138817,5.016361528,0.06516540204,522.5138817,5.016361528,0.06516540204
0.07178680126,527.5380001,5.05149792,0.1340933703,527.5380001,5.05149792,0.1340933703
0.07238849071,535.0773963,5.109614644,0.2092907715,535.0773963,5.109614644,0.2092907715
0.07299018015,543.964883,5.186880632,0.2777879539,543.964883,5.186880632,0.2777879539
0.07361675381,553.3514237,5.280123377,0.3328353879,553.3514237,5.280123377,0.3328353879
0.07424332748,562.1405029,5.379007867,0.3674596686,562.1405029,5.379007867,0.3674596686
0.07486990115,570.3338447,5.479184443,0.3815464314,570.3338447,5.479184443,0.3815464314
0.07549647481,578.4054402,5.579426902,0.3757528996,578.4054402,5.579426902,0.3757528996
0.0761548677,587.3616296,5.684177546,0.3478769756,587.3616296,5.684177546,0.3478769756
0.07681326059,597.0556008,5.784887567,0.2971245153,597.0556008,5.784887567,0.2971245153
0.07747165348,606.9277054,5.873902281,0.2262083614,606.9277054,5.873902281,0.2262083614
0.07815233463,615.7983658,5.943645183,0.1416558229,615.7983658,5.943645183,0.1416558229
0.07871324912,620.8432806,5.979309939,0.07574315677,620.8432806,5.979309939,0.07574315677
0.0792741636,623.3819883,5.996077351,0.02569373421,623.3819883,5.996077351,0.02569373421
0.07983507809,623.9924859,5.999953027,0.001365251844,623.9924859,5.999953027,0.001365251844
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08,624.0000256,6.000000188,2.078363657e-07,624.0000256,6.000000188,2.078363657e-07
0.08038902243,624.0980173,6.000615381,0.007541378471,624.0980173,6.000615381,0.007541378471
0.08068729747,624.5269775,6.003339628,0.02310951655,624.5269775,6.003339628,0.02310951655
0.08105870954,625.831649,6.011826131,0.05284689576,625.831649,6.011826131,0.05284689576
0.08143012161,628.2081304,6.027879657,0.09154108785,628.2081304,6.027879657,0.09154108785
0.08181829796,631.8781934,6.053981559,0.1380000672,631.8781934,6.053981559,0.1380000672
0.08221751997,636.7394367,6.090896721,0.1881049661,636.7394367,6.090896721,0.1881049661
0.08263868407,642.6862001,6.13978736,0.2391970876,642.6862001,6.13978736,0.2391970876
0.08309427915,649.5439,6.201688772,0.2882494354,649.5439,6.201688772,0.2882494354
0.08360854251,657.2315166,6.278851378,0.3322430524,657.2315166,6.278851378,0.3322430524
0.08412280587,664.5051519,6.359805298,0.3624198607,664.5051519,6.359805298,0.3624198607
0.08463706922,671.334596,6.441933264,0.3786546238,671.334596,6.441933264,0.3786546238
0.08516695432,678.1390015,6.526712892,0.3812711981,678.1390015,6.526712892,0.3812711981
0.08576186407,685.9295083,6.621820601,0.3672583329,685.9295083,6.621820601,0.3672583329
0.08635677382,694.2628594,6.715769692,0.3347210368,694.2628594,6.715769692,0.3347210368
0.08695168358,703.1533005,6.804891715,0.2836902074,703.1533005,6.804891715,0.2836902074
0.08754659333,712.0046573,6.882860145,0.2171995046,712.0046573,6.882860145,0.2171995046
0.08817976036,720.1006304,6.945863545,0.1382415347,720.1006304,6.945863545,0.1382415347
0.08870189207,724.7661807,6.978787284,0.07695906206,724.7661807,6.978787284,0.07695906206
0.08922402378,727.2492836,6.995224625,0.02924012729,727.2492836,6.995224625,0.02924012729
0.08974615548,727.9726157,6.99982857,0.003227274679,727.9726157,6.99982857,0.003227274679
0.09026828719,728.0323706,7.000202797,0.003603322614,728.0323706,7.000202797,0.003603322614
0.09081747448,728.8732501,7.005565632,0.03232884849,728.8732501,7.005565632,0.03232884849
0.09136666176,731.7218715,7.024538204,0.08443193868,731.7218715,7.024538204,0.08443193868
0.09191584905,736.9752576,7.062079625,0.150183401,736.9752576,7.062079625,0.150183401
0.09246503633,744.1613183,7.118511439,0.2186065273,744.1613183,7.118511439,0.2186065273
0.09301422362,752.3295344,7.190270167,0.2802472009,752.3295344,7.190270167,0.2802472009
0.09362513884,761.4737319,7.281423341,0.3334368812,761.4737319,7.281423341,0.3334368812
0.09423605406,770.0424844,7.377847789,0.3671773862,770.0424844,7.377847789,0.3671773862
0.09484696928,778.0397213,7.475515376,0.3813833644,778.0397213,7.475515376,0.3813833644
0.09546132513,785.9456298,7.57380582,0.3766052741,785.9456298,7.57380582,0.3766052741
0.09613301515,795.052113,7.680734648,0.3491706806,795.052113,7.680734648,0.3491706806
0.09668542731,803.1282339,7.765959553,0.3087187851,803.1282339,7.765959553,0.3087187851
0.09726715216,811.9154141,7.848088232,0.2499828577,811.9154141,7.848088232,0.2499828577
0.09787397546,820.4560347,7.918429946,0.1766266257,820.4560347,7.918429946,0.1766266257
0.09848079876,827.0539297,7.966996123,0.1017972183,827.0539297,7.966996123,0.1017972183
0.09908762205,830.8013578,7.992324472,0.03989610204,830.8013578,7.992324472,0.03989610204
0.09969444535,831.9523483,7.999701346,0.004668106501,831.9523483,7.999701346,0.004668106501
0.1,832.0000483,8.000000294,2.781071688e-07,832.0000483,8.000000294,2.781071688e-07
