time,r_mAirPar.port_n.Phi,coil.Phi,r_mFe.B,r_mFe.mu_r,r_mFe.H,coil.i,r_mLeak.port_p.Phi
0.06681285852,-0.000946550824,-0.001405816977,1.514481318,726.4039895,1659.112501,0.9198130736,0.0004599065368
0.06753656906,-0.0008903435706,-0.001152120366,1.424549713,1447.829633,782.9793065,0.5282278064,0.0002641139032
0.06793816825,-0.0008235326016,-0.0009851329406,1.317652163,3002.023362,349.2825164,0.3261148028,0.0001630574014
0.06829364881,-0.0007160054329,-0.0008241166054,1.145608693,6009.750356,151.6945591,0.2176753808,0.0001088376904
0.06864912937,-0.0005694802941,-0.0006524490506,0.9111684706,6967.50918,104.0665769,0.1659429883,8.297149417e-05
0.06920827711,-0.0003170496147,-0.000365778256,0.5072793834,5796.683677,69.63983707,0.09745728053,4.872864027e-05
0.07037928843,0.0002277950412,0.0002643699041,-0.3644720659,5065.815535,-57.25389178,-0.07314962884,-3.657481442e-05
0.0712497634,0.0006267051527,0.0007180875386,-1.002728244,6946.955729,-114.8626555,-0.1827647812,-9.13823906e-05
0.0716437235,0.0007778236598,0.0009087887415,-1.244517856,4391.106179,-225.5367558,-0.2627919012,-0.0001313959506
0.07182610372,0.0008268011701,0.0009926495449,-1.322881872,2908.650621,-361.9258832,-0.3322872069,-0.0001661436034
0.07200848394,0.000862719575,0.001073254198,-1.38035132,1993.322533,-551.0641958,-0.4218692646,-0.0002109346323
0.07219086416,0.0008891365958,0.001150298921,-1.422618553,1468.754359,-770.7782222,-0.5226845419,-0.000261342271
0.07238656661,0.0009106052468,0.001228699668,-1.456968395,1133.623316,-1022.75473,-0.6364301513,-0.0003182150757
0.07259614782,0.0009282529634,0.001307415234,-1.485204741,912.1632585,-1295.698296,-0.7584506583,-0.0003792253292
0.0728340713,0.0009437215374,0.001389776499,-1.50995446,752.5073636,-1596.773185,-0.8921989769,-0.0004460994885
0.07310506517,0.0009571982563,0.001473968505,-1.53151721,635.9290439,-1916.475876,-1.033596658,-0.0005167983291
0.07342522478,0.0009690654643,0.001559473283,-1.550504743,548.2599581,-2250.488025,-1.180853556,-0.0005904267778
0.07381064624,0.0009790856396,0.001641266041,-1.566537023,483.7822007,-2576.801196,-1.324382277,-0.0006621911386
0.0742939938,0.0009866584858,0.001709653993,-1.578653577,440.2114908,-2853.747862,-1.445999507,-0.0007229997534
0.0749395267,0.0009897809747,0.001739644113,-1.58364956,423.4346722,-2976.204736,-1.499726765,-0.0007498633827
0.07601840254,0.0009781289891,0.001633059894,-1.565006383,489.5907988,-2543.741654,-1.309853468,-0.000654926734
0.07724568346,0.0009258063355,0.001292631461,-1.481290137,940.2258236,-1253.712892,-0.7397377927,-0.0003698688963
0.07777085022,0.0008685462424,0.001087184654,-1.389673988,1866.489546,-592.4851943,-0.4410548211,-0.0002205274106
0.07812551886,0.0007931806692,0.0009320083591,-1.269089071,3917.471369,-257.796139,-0.2800298259,-0.0001400149129
0.0784801875,0.0006674820615,0.0007654834502,-1.067971298,6708.795771,-126.6791515,-0.1965383916,-9.826919579e-05
0.07883485614,0.0005140504218,0.0005893850243,-0.8224806749,6820.368576,-95.96392297,-0.1506692541,-7.533462703e-05
0.07972475883,0.0001009665609,0.0001197214409,-0.1615464974,3463.502991,-37.11693575,-0.03750977515,-1.875488758e-05
0.08090418066,-0.0004459728787,-0.0005121054559,0.7135566059,6539.57437,86.82985659,0.1322646553,6.613232766e-05
0.08143716658,-0.000679698016,-0.0007803064096,1.087516826,6581.445528,131.4936648,0.2012169867,0.0001006084934
0.08170884087,-0.0007779120049,-0.0009091500284,1.244659208,4388.406815,225.7011184,0.2628818724,0.0001314409362
0.08186715845,-0.000820770714,-0.0009812063475,1.313233142,3081.973848,339.080661,0.3211079081,0.000160553954
0.0820326867,-0.0008548945826,-0.00105387491,1.367831332,2173.587391,500.7783874,0.3984182326,0.0001992091163
0.08219821496,-0.000880636917,-0.001123590709,1.409019067,1623.505101,690.6425769,0.4861554078,0.0002430777039
