time,hollowCylinderAxialAir1.Phi.re,hollowCylinderAxialAir1.Phi.im,hollowCylinderAxialAir2.Phi.re,hollowCylinderAxialAir2.Phi.im,constantSource.port_p.reference.gamma
0.08,-0.00303030303,0,-0.00303030303,0,25.13274123
0.081,-0.00303030303,0,-0.00303030303,0,25.44690049
0.082,-0.00303030303,0,-0.00303030303,0,25.76105976
0.083,-0.00303030303,0,-0.00303030303,0,26.07521902
0.084,-0.00303030303,0,-0.00303030303,0,26.38937829
0.085,-0.00303030303,0,-0.00303030303,0,26.70353756
0.086,-0.00303030303,0,-0.00303030303,0,27.01769682
0.087,-0.00303030303,0,-0.00303030303,0,27.33185609
0.088,-0.00303030303,0,-0.00303030303,0,27.64601535
0.089,-0.00303030303,0,-0.00303030303,0,27.96017462
0.09,-0.00303030303,0,-0.00303030303,0,28.27433388
0.091,-0.00303030303,0,-0.00303030303,0,28.58849315
0.092,-0.00303030303,0,-0.00303030303,0,28.90265241
0.093,-0.00303030303,0,-0.00303030303,0,29.21681168
0.094,-0.00303030303,0,-0.00303030303,0,29.53097094
0.095,-0.00303030303,0,-0.00303030303,0,29.84513021
0.096,-0.00303030303,0,-0.00303030303,0,30.15928947
0.097,-0.00303030303,0,-0.00303030303,0,30.47344874
0.098,-0.00303030303,0,-0.00303030303,0,30.78760801
0.099,-0.00303030303,0,-0.00303030303,0,31.10176727
0.1,-0.00303030303,0,-0.00303030303,0,31.41592654
0.101,-0.00303030303,0,-0.00303030303,0,31.7300858
0.102,-0.00303030303,0,-0.00303030303,0,32.04424507
0.103,-0.00303030303,0,-0.00303030303,0,32.35840433
0.104,-0.00303030303,0,-0.00303030303,0,32.6725636
0.105,-0.00303030303,0,-0.00303030303,0,32.98672286
