time,hollowCylinderAxialAir1.Phi.re,hollowCylinderAxialAir1.Phi.im,hollowCylinderAxialAir2.Phi.re,hollowCylinderAxialAir2.Phi.im,constantSource.port_p.reference.gamma
0.106,-0.00303030303,0,-0.00303030303,0,33.30088213
0.107,-0.00303030303,0,-0.00303030303,0,33.61504139
0.108,-0.00303030303,0,-0.00303030303,0,33.92920066
0.109,-0.00303030303,0,-0.00303030303,0,34.24335992
0.11,-0.00303030303,0,-0.00303030303,0,34.55751919
0.111,-0.00303030303,0,-0.00303030303,0,34.87167845
0.112,-0.00303030303,0,-0.00303030303,0,35.18583772
0.113,-0.00303030303,0,-0.00303030303,0,35.49999699
0.114,-0.00303030303,0,-0.00303030303,0,35.81415625
0.115,-0.00303030303,0,-0.00303030303,0,36.12831552
0.116,-0.00303030303,0,-0.00303030303,0,36.44247478
0.117,-0.00303030303,0,-0.00303030303,0,36.75663405
0.118,-0.00303030303,0,-0.00303030303,0,37.07079331
0.119,-0.00303030303,0,-0.00303030303,0,37.38495258
0.12,-0.00303030303,0,-0.00303030303,0,37.69911184
0.121,-0.00303030303,0,-0.00303030303,0,38.01327111
0.122,-0.00303030303,0,-0.00303030303,0,38.32743037
0.123,-0.00303030303,0,-0.00303030303,0,38.64158964
0.124,-0.00303030303,0,-0.00303030303,0,38.9557489
0.125,-0.00303030303,0,-0.00303030303,0,39.26990817
0.126,-0.00303030303,0,-0.00303030303,0,39.58406744
0.127,-0.00303030303,0,-0.00303030303,0,39.8982267
0.128,-0.00303030303,0,-0.00303030303,0,40.21238597
0.129,-0.00303030303,0,-0.00303030303,0,40.52654523
0.13,-0.00303030303,0,-0.00303030303,0,40.8407045
0.131,-0.00303030303,0,-0.00303030303,0,41.15486376
0.132,-0.00303030303,0,-0.00303030303,0,41.46902303
0.133,-0.00303030303,0,-0.00303030303,0,41.78318229
0.134,-0.00303030303,0,-0.00303030303,0,42.09734156
0.135,-0.00303030303,0,-0.00303030303,0,42.41150082
0.136,-0.00303030303,0,-0.00303030303,0,42.72566009
0.137,-0.00303030303,0,-0.00303030303,0,43.03981935
0.138,-0.00303030303,0,-0.00303030303,0,43.35397862
0.139,-0.00303030303,0,-0.00303030303,0,43.66813788
0.14,-0.00303030303,0,-0.00303030303,0,43.98229715
0.141,-0.00303030303,0,-0.00303030303,0,44.29645642
0.142,-0.00303030303,0,-0.00303030303,0,44.61061568
0.143,-0.00303030303,0,-0.00303030303,0,44.92477495
0.144,-0.00303030303,0,-0.00303030303,0,45.23893421
0.145,-0.00303030303,0,-0.00303030303,0,45.55309348
0.146,-0.00303030303,0,-0.00303030303,0,45.86725274
0.147,-0.00303030303,0,-0.00303030303,0,46.18141201
0.148,-0.00303030303,0,-0.00303030303,0,46.49557127
0.149,-0.00303030303,0,-0.00303030303,0,46.80973054
0.15,-0.00303030303,0,-0.00303030303,0,47.1238898
0.151,-0.00303030303,0,-0.00303030303,0,47.43804907
0.152,-0.00303030303,0,-0.00303030303,0,47.75220833
0.153,-0.00303030303,0,-0.00303030303,0,48.0663676
0.154,-0.00303030303,0,-0.00303030303,0,48.38052687
0.155,-0.00303030303,0,-0.00303030303,0,48.69468613
0.156,-0.00303030303,0,-0.00303030303,0,49.0088454
0.157,-0.00303030303,0,-0.00303030303,0,49.32300466
0.158,-0.00303030303,0,-0.00303030303,0,49.63716393
0.159,-0.00303030303,0,-0.00303030303,0,49.95132319
0.16,-0.00303030303,0,-0.00303030303,0,50.26548246
0.161,-0.00303030303,0,-0.00303030303,0,50.57964172
0.162,-0.00303030303,0,-0.00303030303,0,50.89380099
0.163,-0.00303030303,0,-0.00303030303,0,51.20796025
0.164,-0.00303030303,0,-0.00303030303,0,51.52211952
0.165,-0.00303030303,0,-0.00303030303,0,51.83627878
0.166,-0.00303030303,0,-0.00303030303,0,52.15043805
0.167,-0.00303030303,0,-0.00303030303,0,52.46459731
0.168,-0.00303030303,0,-0.00303030303,0,52.77875658
0.169,-0.00303030303,0,-0.00303030303,0,53.09291585
0.17,-0.00303030303,0,-0.00303030303,0,53.40707511
0.171,-0.00303030303,0,-0.00303030303,0,53.72123438
0.172,-0.00303030303,0,-0.00303030303,0,54.03539364
0.173,-0.00303030303,0,-0.00303030303,0,54.34955291
0.174,-0.00303030303,0,-0.00303030303,0,54.66371217
0.175,-0.00303030303,0,-0.00303030303,0,54.97787144
0.176,-0.00303030303,0,-0.00303030303,0,55.2920307
0.177,-0.00303030303,0,-0.00303030303,0,55.60618997
0.178,-0.00303030303,0,-0.00303030303,0,55.92034923
0.179,-0.00303030303,0,-0.00303030303,0,56.2345085
0.18,-0.00303030303,0,-0.00303030303,0,56.54866776
0.181,-0.00303030303,0,-0.00303030303,0,56.86282703
0.182,-0.00303030303,0,-0.00303030303,0,57.1769863
0.183,-0.00303030303,0,-0.00303030303,0,57.49114556
0.184,-0.00303030303,0,-0.00303030303,0,57.80530483
0.185,-0.00303030303,0,-0.00303030303,0,58.11946409
0.186,-0.00303030303,0,-0.00303030303,0,58.43362336
0.187,-0.00303030303,0,-0.00303030303,0,58.74778262
0.188,-0.00303030303,0,-0.00303030303,0,59.06194189
0.189,-0.00303030303,0,-0.00303030303,0,59.37610115
0.19,-0.00303030303,0,-0.00303030303,0,59.69026042
0.191,-0.00303030303,0,-0.00303030303,0,60.00441968
0.192,-0.00303030303,0,-0.00303030303,0,60.31857895
0.193,-0.00303030303,0,-0.00303030303,0,60.63273821
0.194,-0.00303030303,0,-0.00303030303,0,60.94689748
0.195,-0.00303030303,0,-0.00303030303,0,61.26105675
0.196,-0.00303030303,0,-0.00303030303,0,61.57521601
0.197,-0.00303030303,0,-0.00303030303,0,61.88937528
0.198,-0.00303030303,0,-0.00303030303,0,62.20353454
0.199,-0.00303030303,0,-0.00303030303,0,62.51769381
0.2,-0.00303030303,0,-0.00303030303,0,62.83185307
0.201,-0.00303030303,0,-0.00303030303,0,63.14601234
0.202,-0.00303030303,0,-0.00303030303,0,63.4601716
0.203,-0.00303030303,0,-0.00303030303,0,63.77433087
0.204,-0.00303030303,0,-0.00303030303,0,64.08849013
0.205,-0.00303030303,0,-0.00303030303,0,64.4026494
0.206,-0.00303030303,0,-0.00303030303,0,64.71680866
0.207,-0.00303030303,0,-0.00303030303,0,65.03096793
0.208,-0.00303030303,0,-0.00303030303,0,65.34512719
0.209,-0.00303030303,0,-0.00303030303,0,65.65928646
0.21,-0.00303030303,0,-0.00303030303,0,65.97344573
0.211,-0.00303030303,0,-0.00303030303,0,66.28760499
0.212,-0.00303030303,0,-0.00303030303,0,66.60176426
0.213,-0.00303030303,0,-0.00303030303,0,66.91592352
0.214,-0.00303030303,0,-0.00303030303,0,67.23008279
0.215,-0.00303030303,0,-0.00303030303,0,67.54424205
0.216,-0.00303030303,0,-0.00303030303,0,67.85840132
0.217,-0.00303030303,0,-0.00303030303,0,68.17256058
0.218,-0.00303030303,0,-0.00303030303,0,68.48671985
0.219,-0.00303030303,0,-0.00303030303,0,68.80087911
0.22,-0.00303030303,0,-0.00303030303,0,69.11503838
0.221,-0.00303030303,0,-0.00303030303,0,69.42919764
0.222,-0.00303030303,0,-0.00303030303,0,69.74335691
0.223,-0.00303030303,0,-0.00303030303,0,70.05751618
0.224,-0.00303030303,0,-0.00303030303,0,70.37167544
0.225,-0.00303030303,0,-0.00303030303,0,70.68583471
0.226,-0.00303030303,0,-0.00303030303,0,70.99999397
0.227,-0.00303030303,0,-0.00303030303,0,71.31415324
0.228,-0.00303030303,0,-0.00303030303,0,71.6283125
0.229,-0.00303030303,0,-0.00303030303,0,71.94247177
0.23,-0.00303030303,0,-0.00303030303,0,72.25663103
0.231,-0.00303030303,0,-0.00303030303,0,72.5707903
0.232,-0.00303030303,0,-0.00303030303,0,72.88494956
0.233,-0.00303030303,0,-0.00303030303,0,73.19910883
0.234,-0.00303030303,0,-0.00303030303,0,73.51326809
0.235,-0.00303030303,0,-0.00303030303,0,73.82742736
0.236,-0.00303030303,0,-0.00303030303,0,74.14158662
0.237,-0.00303030303,0,-0.00303030303,0,74.45574589
0.238,-0.00303030303,0,-0.00303030303,0,74.76990516
0.239,-0.00303030303,0,-0.00303030303,0,75.08406442
0.24,-0.00303030303,0,-0.00303030303,0,75.39822369
0.241,-0.00303030303,0,-0.00303030303,0,75.71238295
0.242,-0.00303030303,0,-0.00303030303,0,76.02654222
0.243,-0.00303030303,0,-0.00303030303,0,76.34070148
0.244,-0.00303030303,0,-0.00303030303,0,76.65486075
0.245,-0.00303030303,0,-0.00303030303,0,76.96902001
0.246,-0.00303030303,0,-0.00303030303,0,77.28317928
0.247,-0.00303030303,0,-0.00303030303,0,77.59733854
0.248,-0.00303030303,0,-0.00303030303,0,77.91149781
0.249,-0.00303030303,0,-0.00303030303,0,78.22565707
0.25,-0.00303030303,0,-0.00303030303,0,78.53981634
0.251,-0.00303030303,0,-0.00303030303,0,78.85397561
0.252,-0.00303030303,0,-0.00303030303,0,79.16813487
0.253,-0.00303030303,0,-0.00303030303,0,79.48229414
0.254,-0.00303030303,0,-0.00303030303,0,79.7964534
0.255,-0.00303030303,0,-0.00303030303,0,80.11061267
0.256,-0.00303030303,0,-0.00303030303,0,80.42477193
0.257,-0.00303030303,0,-0.00303030303,0,80.7389312
0.258,-0.00303030303,0,-0.00303030303,0,81.05309046
0.259,-0.00303030303,0,-0.00303030303,0,81.36724973
0.26,-0.00303030303,0,-0.00303030303,0,81.68140899
0.261,-0.00303030303,0,-0.00303030303,0,81.99556826
0.262,-0.00303030303,0,-0.00303030303,0,82.30972752
0.263,-0.00303030303,0,-0.00303030303,0,82.62388679
0.264,-0.00303030303,0,-0.00303030303,0,82.93804605
0.265,-0.00303030303,0,-0.00303030303,0,83.25220532
0.266,-0.00303030303,0,-0.00303030303,0,83.56636459
0.267,-0.00303030303,0,-0.00303030303,0,83.88052385
0.268,-0.00303030303,0,-0.00303030303,0,84.19468312
0.269,-0.00303030303,0,-0.00303030303,0,84.50884238
0.27,-0.00303030303,0,-0.00303030303,0,84.82300165
