time,dcpm.flange.phi,PID.I.y,firstOrder.y,dcpm.la.i,loadInertia.w,loadInertia.a,loadInertia.phi
0.1272648398,0.06763146594,6.76369883,8.407923747,99.91710389,5.352889188,211.7576259,0.06763146594
0.1304750946,0.08590667274,6.772097955,8.840509473,99.92571237,6.032599111,211.7021461,0.08590667274
0.1336853493,0.1063636165,6.779634105,9.273083437,99.93329549,6.712113127,211.6357102,0.1063636165
0.139333997,0.1476536195,6.791073723,10.03390208,99.94483951,7.907182534,211.4937161,0.1476536195
0.1454483143,0.1999528549,6.801230484,10.8567918,99.95514689,9.199763251,211.3048708,0.1999528549
0.1562691373,0.3118650501,6.814760133,12.31104421,99.96901656,11.48407727,210.8840478,0.3118650501
0.1688899522,0.4735831326,6.825309569,14.00302257,99.98007778,14.14180797,210.258495,0.4735831326
0.1845882101,0.7214546718,6.833254767,16.09964249,99.98882549,17.43514374,209.286048,0.7214546718
0.2030140425,1.078163634,6.838097017,18.54667009,99.99483482,21.27889524,207.8807367,1.078163634
0.2249432108,1.594620872,6.840297558,21.43510357,99.99872744,25.81600133,205.8527771,1.594620872
0.2505093518,2.321617122,6.8402726,24.76321565,100.0010704,31.04374944,203.0251083,2.321617122
0.2797926002,3.317203047,6.838473555,28.51347057,100.0024737,36.9345955,199.2119825,3.317203047
0.3120861444,4.613012492,6.835287844,32.56021795,100.0033771,43.29117083,194.354205,4.613012492
0.347017844,6.242650106,6.830945994,36.81749686,100.0040467,49.97845035,188.4118614,6.242650106
0.384255025,8.232750157,6.825570497,41.20215177,100.0045934,56.86581553,181.4004673,8.232750157
0.4235274537,10.60387437,6.819247482,45.63846149,100.0050487,63.83432548,173.3861367,10.60387437
0.4645761231,13.3677992,6.81207834,50.05420432,100.0054124,70.77053584,164.4896766,13.3677992
0.5071948229,16.53044384,6.804188387,54.38729275,100.0056772,77.57692063,154.8681687,16.53044384
0.5512243397,20.09295886,6.795725317,58.58611041,100.0058377,84.17240128,144.7022583,20.09295886
0.5965585875,24.05394063,6.786848827,62.61040529,100.0058934,90.49374999,134.1805677,24.05394063
0.6431406254,28.4110175,6.777720751,66.43048841,100.0058487,96.49433087,123.4879761,28.4110175
0.690953048,33.16168686,6.768497636,70.02564069,100.0057122,102.1415977,112.797925,33.16168686
0.7400148354,38.3044167,6.759324154,73.38294376,100.0054957,107.4152573,102.2660714,38.3044167
0.7903744691,43.83909441,6.750329401,76.49577829,100.0052128,112.304911,92.02735788,43.83909441
0.8421060383,49.76747712,6.741624502,79.36262638,100.004878,116.8081733,82.19448504,49.76747712
0.8953055168,56.09342528,6.7333017,81.98598931,100.0045059,120.9289723,72.8579204,56.09342528
0.9500885689,62.82311887,6.725434329,84.37151717,100.0041102,124.6761819,64.08672183,62.82311887
1.006589269,69.96524482,6.718077503,86.52729289,100.0037039,128.0624981,55.929974,69.96524482
1.064960103,77.53124626,6.711269238,88.46326245,100.0032979,131.1035431,48.41854342,77.53124626
1.125373244,85.53567517,6.705031895,90.19077548,100.0029017,133.8171442,41.56702108,85.53567517
1.188023494,93.99673317,6.699373804,91.722214,100.002523,136.2227507,35.37573631,93.99673317
1.253133316,102.9370875,6.694291007,93.07068443,100.0021677,138.3409495,29.83278781,102.9370875
1.320962182,112.3852959,6.689768976,94.24977766,100.0018397,140.1930891,24.91595586,112.3852959
1.391817413,122.3774762,6.685784562,95.27330298,100.0015418,141.8008608,20.59480298,122.3774762
1.466075303,132.9604665,6.682307668,96.15511442,100.001275,143.1860265,16.83241263,132.9604665
1.544215232,144.1969269,6.679302865,96.90894926,100.0010395,144.3701647,13.58704506,144.1969269
1.626880708,156.1744448,6.676730815,97.54830821,100.0008343,145.3744823,10.81355512,156.1744448
1.715001258,169.0236857,6.674549293,98.08641561,100.0006577,146.2197523,8.464379083,169.0236857
1.810078736,182.9609781,6.672713299,98.53638032,100.0005072,146.9265661,6.489540541,182.9609781
1.915074439,198.4201406,6.671171931,98.91211532,100.0003796,147.5167785,4.833187284,198.4201406
2,210.9642059,6.670214705,99.14453725,100.0002998,147.8818717,3.805275531,210.9642059
