time,energy.y_ref,energy.y_sim,energy.y_relerr,superCap.capacitor.v_ref,superCap.capacitor.v_sim,superCap.capacitor.v_relerr
94.24,-452891.8832,0,0.932005,21.44905001,47.99057693,0.552948
94.245,-452923.1545,0,0.932069,21.44604978,47.99057643,0.553011
94.25,-452954.4214,0,0.932134,21.44304956,47.99057593,0.553073
94.255,-452985.6837,0,0.932198,21.44004934,47.99057543,0.553136
94.26,-453016.9415,0,0.932262,21.43704911,47.99057493,0.553198
94.265,-453048.1948,0,0.932327,21.43404889,47.99057443,0.553261
94.27,-453079.4437,0,0.932391,21.43104867,47.99057393,0.553323
94.275,-453110.688,0,0.932455,21.42804844,47.99057343,0.553386
94.28,-453141.9278,0,0.93252,21.42504822,47.99057293,0.553448
94.285,-453173.1631,0,0.932584,21.422048,47.99057243,0.553511
94.29,-453204.394,0,0.932648,21.41904778,47.99057193,0.553573
94.295,-453235.6203,0,0.932712,21.41604755,47.99057143,0.553636
94.3,-453266.8421,0,0.932777,21.41304733,47.99057093,0.553698
94.305,-453298.0594,0,0.932841,21.41004711,47.99057043,0.553761
94.31,-453329.2723,0,0.932905,21.40704688,47.99056993,0.553823
94.315,-453360.4806,0,0.932969,21.40404666,47.99056943,0.553886
94.32,-453391.6844,0,0.933034,21.40104644,47.99056893,0.553948
94.325,-453422.8837,0,0.933098,21.39804621,47.99056843,0.554011
94.33,-453454.0786,0,0.933162,21.39504599,47.99056793,0.554073
94.335,-453485.2689,0,0.933226,21.39204577,47.99056743,0.554136
94.34,-453516.4547,0,0.93329,21.38904555,47.99056693,0.554198
94.345,-453547.636,0,0.933355,21.38604532,47.99056643,0.554261
94.35,-453578.8128,0,0.933419,21.3830451,47.99056593,0.554323
94.355,-453609.9852,0,0.933483,21.38004488,47.99056543,0.554386
94.36,-453641.153,0,0.933547,21.37704465,47.99056493,0.554448
94.365,-453672.3163,0,0.933611,21.37404443,47.99056443,0.554511
94.37,-453703.4751,0,0.933675,21.37104421,47.99056393,0.554573
94.375,-453734.6294,0,0.933739,21.36804399,47.99056343,0.554636
94.38,-453765.7793,0,0.933803,21.36504376,47.99056293,0.554698
94.385,-453796.9246,0,0.933868,21.36204354,47.99056243,0.554761
94.39,-453828.0654,0,0.933932,21.35904332,47.99056193,0.554823
94.395,-453859.2017,0,0.933996,21.3560431,47.99056143,0.554886
94.4,-453890.3335,0,0.93406,21.35304287,47.99056093,0.554948
94.405,-453921.4608,0,0.934124,21.35004265,47.99056043,0.555011
94.41,-453952.5837,0,0.934188,21.34704243,47.99055993,0.555073
94.415,-453983.702,0,0.934252,21.34404221,47.99055943,0.555136
94.42,-454014.8158,0,0.934316,21.34104198,47.99055893,0.555198
94.425,-454045.9251,0,0.93438,21.33804176,47.99055843,0.555261
94.43,-454077.0299,0,0.934444,21.33504154,47.99055793,0.555323
94.435,-454108.1302,0,0.934508,21.33204132,47.99055743,0.555386
94.44,-454139.226,0,0.934572,21.3290411,47.99055693,0.555448
94.445,-454170.3174,0,0.934636,21.32604087,47.99055643,0.555511
94.45,-454201.4042,0,0.9347,21.32304065,47.99055593,0.555573
94.455,-454232.4865,0,0.934764,21.32004043,47.99055543,0.555636
94.46,-454263.5643,0,0.934828,21.31704021,47.99055493,0.555698
94.465,-454294.6376,0,0.934892,21.31403999,47.99055443,0.555761
94.47,-454325.7064,0,0.934956,21.31103976,47.99055393,0.555823
94.475,-454356.7707,0,0.93502,21.30803954,47.99055343,0.555886
94.48,-454387.8305,0,0.935084,21.30503932,47.99055293,0.555948
94.485,-454418.8859,0,0.935147,21.3020391,47.99055243,0.556011
94.49,-454449.9367,0,0.935211,21.29903888,47.99055193,0.556073
94.495,-454480.983,0,0.935275,21.29603865,47.99055143,0.556136
94.5,-454512.0248,0,0.935339,21.29303843,47.99055093,0.556198
94.505,-454543.0621,0,0.935403,21.29003821,47.99055043,0.556261
94.51,-454574.0949,0,0.935467,21.28703799,47.99054993,0.556323
94.515,-454605.1232,0,0.935531,21.28403777,47.99054943,0.556386
94.52,-454636.147,0,0.935595,21.28103755,47.99054893,0.556448
94.525,-454667.1663,0,0.935658,21.27803732,47.99054843,0.556511
94.53,-454698.1811,0,0.935722,21.2750371,47.99054793,0.556573
94.535,-454729.1915,0,0.935786,21.27203688,47.99054743,0.556636
94.54,-454760.1973,0,0.93585,21.26903666,47.99054693,0.556698
94.545,-454791.1986,0,0.935914,21.26603644,47.99054643,0.556761
94.55,-454822.1954,0,0.935977,21.26303622,47.99054593,0.556823
94.555,-454853.1877,0,0.936041,21.26003599,47.99054543,0.556886
94.56,-454884.1755,0,0.936105,21.25703577,47.99054493,0.556948
94.565,-454915.1588,0,0.936169,21.25403555,47.99054443,0.557011
94.57,-454946.1376,0,0.936233,21.25103533,47.99054393,0.557073
94.575,-454977.1119,0,0.936296,21.24803511,47.99054343,0.557136
94.58,-455008.0817,0,0.93636,21.24503489,47.99054293,0.557198
94.585,-455039.047,0,0.936424,21.24203467,47.99054243,0.557261
94.59,-455070.0078,0,0.936487,21.23903444,47.99054193,0.557323
94.595,-455100.9641,0,0.936551,21.23603422,47.99054143,0.557386
94.6,-455131.9159,0,0.936615,21.233034,47.99054093,0.557448
94.605,-455162.8632,0,0.936679,21.23003378,47.99054043,0.557511
94.61,-455193.806,0,0.936742,21.22703356,47.99053993,0.557573
94.615,-455224.7443,0,0.936806,21.22403334,47.99053943,0.557636
94.62,-455255.6781,0,0.93687,21.22103312,47.99053893,0.557698
94.625,-455286.6074,0,0.936933,21.2180329,47.99053843,0.557761
94.63,-455317.5322,0,0.936997,21.21503268,47.99053793,0.557823
94.635,-455348.4525,0,0.93706,21.21203245,47.99053743,0.557886
94.64,-455379.3683,0,0.937124,21.20903223,47.99053693,0.557948
94.645,-455410.2796,0,0.937188,21.20603201,47.99053643,0.558011
94.65,-455441.1864,0,0.937251,21.20303179,47.99053593,0.558073
94.655,-455472.0887,0,0.937315,21.20003157,47.99053543,0.558135
94.66,-455502.9865,0,0.937378,21.19703135,47.99053493,0.558198
94.665,-455533.8798,0,0.937442,21.19403113,47.99053443,0.55826
94.67,-455564.7686,0,0.937506,21.19103091,47.99053393,0.558323
94.675,-455595.6529,0,0.937569,21.18803069,47.99053343,0.558385
94.68,-455626.5327,0,0.937633,21.18503047,47.99053293,0.558448
94.685,-455657.408,0,0.937696,21.18203025,47.99053243,0.55851
94.69,-455688.2788,0,0.93776,21.17903003,47.99053193,0.558573
94.695,-455719.1451,0,0.937823,21.17602981,47.99053143,0.558635
94.7,-455750.0069,0,0.937887,21.17302958,47.99053093,0.558698
94.705,-455780.8642,0,0.93795,21.17002936,47.99053043,0.55876
94.71,-455811.717,0,0.938014,21.16702914,47.99052993,0.558823
94.715,-455842.5653,0,0.938077,21.16402892,47.99052943,0.558885
94.72,-455873.4091,0,0.938141,21.1610287,47.99052893,0.558948
94.725,-455904.2484,0,0.938204,21.15802848,47.99052843,0.55901
94.73,-455935.0832,0,0.938268,21.15502826,47.99052793,0.559073
94.735,-455965.9135,0,0.938331,21.15202804,47.99052743,0.559135
94.74,-455996.7393,0,0.938395,21.14902782,47.99052693,0.559198
94.745,-456027.5606,0,0.938458,21.1460276,47.99052644,0.55926
94.75,-456058.3774,0,0.938521,21.14302738,47.99052594,0.559323
94.755,-456089.1897,0,0.938585,21.14002716,47.99052544,0.559385
94.76,-456119.9975,0,0.938648,21.13702694,47.99052494,0.559448
94.765,-456150.8007,0,0.938712,21.13402672,47.99052444,0.55951
94.77,-456181.5995,0,0.938775,21.1310265,47.99052394,0.559573
94.775,-456212.3938,0,0.938838,21.12802628,47.99052344,0.559635
94.78,-456243.1836,0,0.938902,21.12502606,47.99052294,0.559698
94.785,-456273.9689,0,0.938965,21.12202584,47.99052244,0.55976
94.79,-456304.7497,0,0.939028,21.11902562,47.99052194,0.559823
94.795,-456335.526,0,0.939092,21.1160254,47.99052144,0.559885
94.8,-456366.2978,0,0.939155,21.11302518,47.99052094,0.559948
94.805,-456397.0651,0,0.939218,21.11002496,47.99052044,0.56001
94.81,-456427.8279,0,0.939282,21.10702474,47.99051994,0.560073
94.815,-456458.5861,0,0.939345,21.10402452,47.99051944,0.560135
94.82,-456489.3399,0,0.939408,21.1010243,47.99051894,0.560198
94.825,-456520.0892,0,0.939472,21.09802408,47.99051844,0.56026
94.83,-456550.834,0,0.939535,21.09502386,47.99051794,0.560323
94.835,-456581.5743,0,0.939598,21.09202364,47.99051744,0.560385
94.84,-456612.3101,0,0.939661,21.08902342,47.99051694,0.560448
94.845,-456643.0414,0,0.939725,21.0860232,47.99051644,0.56051
94.85,-456673.7682,0,0.939788,21.08302298,47.99051594,0.560573
94.855,-456704.4904,0,0.939851,21.08002276,47.99051544,0.560635
94.86,-456735.2082,0,0.939914,21.07702254,47.99051494,0.560698
94.865,-456765.9215,0,0.939977,21.07402232,47.99051444,0.56076
94.87,-456796.6303,0,0.940041,21.0710221,47.99051394,0.560823
94.875,-456827.3346,0,0.940104,21.06802188,47.99051344,0.560885
94.88,-456858.0344,0,0.940167,21.06502167,47.99051294,0.560948
94.885,-456888.7297,0,0.94023,21.06202145,47.99051244,0.56101
94.89,-456919.4204,0,0.940293,21.05902123,47.99051194,0.561073
94.895,-456950.1067,0,0.940356,21.05602101,47.99051144,0.561135
94.9,-456980.7885,0,0.94042,21.05302079,47.99051094,0.561198
94.905,-457011.4658,0,0.940483,21.05002057,47.99051044,0.56126
94.91,-457042.1386,0,0.940546,21.04702035,47.99050994,0.561323
94.915,-457072.8069,0,0.940609,21.04402013,47.99050944,0.561385
94.92,-457103.4706,0,0.940672,21.04101991,47.99050894,0.561448
94.925,-457134.1299,0,0.940735,21.03801969,47.99050844,0.56151
94.93,-457164.7847,0,0.940798,21.03501947,47.99050794,0.561573
94.935,-457195.435,0,0.940861,21.03201925,47.99050744,0.561635
94.94,-457226.0808,0,0.940924,21.02901903,47.99050694,0.561698
94.945,-457256.722,0,0.940987,21.02601882,47.99050644,0.56176
94.95,-457287.3588,0,0.941051,21.0230186,47.99050594,0.561823
94.955,-457317.9911,0,0.941114,21.02001838,47.99050544,0.561885
94.96,-457348.6189,0,0.941177,21.01701816,47.99050494,0.561948
94.965,-457379.2422,0,0.94124,21.01401794,47.99050444,0.56201
94.97,-457409.8609,0,0.941303,21.01101772,47.99050394,0.562073
94.975,-457440.4752,0,0.941366,21.0080175,47.99050344,0.562135
94.98,-457471.085,0,0.941429,21.00501728,47.99050294,0.562198
94.985,-457501.6903,0,0.941492,21.00201706,47.99050244,0.56226
94.99,-457532.291,0,0.941555,20.99901685,47.99050194,0.562323
94.995,-457562.8873,0,0.941618,20.99601663,47.99050144,0.562385
95,-457593.4791,0,0.94168,20.99301641,47.99050094,0.562448
95.005,-457624.0664,0,0.941743,20.99001619,47.99050044,0.56251
95.01,-457654.6491,0,0.941806,20.98701597,47.99049994,0.562573
95.015,-457685.2274,0,0.941869,20.98401575,47.99049944,0.562635
95.02,-457715.8012,0,0.941932,20.98101553,47.99049894,0.562698
95.025,-457746.3705,0,0.941995,20.97801532,47.99049844,0.56276
95.03,-457776.9352,0,0.942058,20.9750151,47.99049794,0.562823
95.035,-457807.4955,0,0.942121,20.97201488,47.99049744,0.562885
95.04,-457838.0513,0,0.942184,20.96901466,47.99049694,0.562948
95.045,-457868.6026,0,0.942247,20.96601444,47.99049644,0.56301
95.05,-457899.1493,0,0.94231,20.96301422,47.99049594,0.563073
95.055,-457929.6916,0,0.942372,20.960014,47.99049544,0.563135
95.06,-457960.2294,0,0.942435,20.95701379,47.99049494,0.563198
95.065,-457990.7626,0,0.942498,20.95401357,47.99049444,0.56326
95.07,-458021.2914,0,0.942561,20.95101335,47.99049394,0.563323
95.075,-458051.8157,0,0.942624,20.94801313,47.99049344,0.563385
95.08,-458082.3355,0,0.942686,20.94501291,47.99049294,0.563448
95.085,-458112.8507,0,0.942749,20.9420127,47.99049244,0.56351
95.09,-458143.3615,0,0.942812,20.93901248,47.99049194,0.563572
95.095,-458173.8678,0,0.942875,20.93601226,47.99049144,0.563635
95.1,-458204.3696,0,0.942938,20.93301204,47.99049094,0.563697
95.105,-458234.8668,0,0.943,20.93001182,47.99049044,0.56376
95.11,-458265.3596,0,0.943063,20.9270116,47.99048994,0.563822
95.115,-458295.8479,0,0.943126,20.92401139,47.99048944,0.563885
95.12,-458326.3317,0,0.943189,20.92101117,47.99048894,0.563947
95.125,-458356.8109,0,0.943251,20.91801095,47.99048844,0.56401
95.13,-458387.2857,0,0.943314,20.91501073,47.99048794,0.564072
95.135,-458417.756,0,0.943377,20.91201052,47.99048744,0.564135
95.14,-458448.2218,0,0.943439,20.9090103,47.99048694,0.564197
95.145,-458478.683,0,0.943502,20.90601008,47.99048644,0.56426
95.15,-458509.1398,0,0.943565,20.90300986,47.99048594,0.564322
95.155,-458539.5921,0,0.943627,20.90000964,47.99048544,0.564385
95.16,-458570.0399,0,0.94369,20.89700943,47.99048494,0.564447
95.165,-458600.4831,0,0.943753,20.89400921,47.99048444,0.56451
95.17,-458630.9219,0,0.943815,20.89100899,47.99048394,0.564572
95.175,-458661.3562,0,0.943878,20.88800877,47.99048344,0.564635
95.18,-458691.786,0,0.943941,20.88500856,47.99048294,0.564697
95.185,-458722.2112,0,0.944003,20.88200834,47.99048244,0.56476
95.19,-458752.632,0,0.944066,20.87900812,47.99048194,0.564822
95.195,-458783.0483,0,0.944128,20.8760079,47.99048144,0.564885
95.2,-458813.46,0,0.944191,20.87300769,47.99048094,0.564947
95.205,-458843.8673,0,0.944254,20.87000747,47.99048044,0.56501
95.21,-458874.2701,0,0.944316,20.86700725,47.99047994,0.565072
95.215,-458904.6684,0,0.944379,20.86400703,47.99047944,0.565135
95.22,-458935.0621,0,0.944441,20.86100682,47.99047894,0.565197
95.225,-458965.4514,0,0.944504,20.8580066,47.99047844,0.56526
95.23,-458995.8362,0,0.944566,20.85500638,47.99047794,0.565322
95.235,-459026.2164,0,0.944629,20.85200616,47.99047744,0.565385
95.24,-459056.5922,0,0.944691,20.84900595,47.99047694,0.565447
95.245,-459086.9635,0,0.944754,20.84600573,47.99047644,0.56551
95.25,-459117.3302,0,0.944816,20.84300551,47.99047594,0.565572
95.255,-459147.6925,0,0.944879,20.8400053,47.99047545,0.565635
95.26,-459178.0503,0,0.944941,20.83700508,47.99047495,0.565697
95.265,-459208.4035,0,0.945004,20.83400486,47.99047445,0.56576
95.27,-459238.7523,0,0.945066,20.83100465,47.99047395,0.565822
95.275,-459269.0966,0,0.945129,20.82800443,47.99047345,0.565885
95.28,-459299.4363,0,0.945191,20.82500421,47.99047295,0.565947
95.285,-459329.7716,0,0.945254,20.82200399,47.99047245,0.56601
95.29,-459360.1024,0,0.945316,20.81900378,47.99047195,0.566072
95.295,-459390.4286,0,0.945378,20.81600356,47.99047145,0.566135
95.3,-459420.7504,0,0.945441,20.81300334,47.99047095,0.566197
95.305,-459451.0677,0,0.945503,20.81000313,47.99047045,0.56626
95.31,-459481.3804,0,0.945566,20.80700291,47.99046995,0.566322
95.315,-459511.6887,0,0.945628,20.80400269,47.99046945,0.566385
95.32,-459541.9925,0,0.94569,20.80100248,47.99046895,0.566447
95.325,-459572.2917,0,0.945753,20.79800226,47.99046845,0.56651
95.33,-459602.5865,0,0.945815,20.79500204,47.99046795,0.566572
95.335,-459632.8768,0,0.945877,20.79200183,47.99046745,0.566635
95.34,-459663.1625,0,0.94594,20.78900161,47.99046695,0.566697
95.345,-459693.4438,0,0.946002,20.78600139,47.99046645,0.56676
95.35,-459723.7205,0,0.946064,20.78300118,47.99046595,0.566822
95.355,-459753.9928,0,0.946127,20.78000096,47.99046545,0.566885
95.36,-459784.2606,0,0.946189,20.77700074,47.99046495,0.566947
95.365,-459814.5238,0,0.946251,20.77400053,47.99046445,0.56701
95.37,-459844.7826,0,0.946313,20.77100031,47.99046395,0.567072
95.375,-459875.0368,0,0.946376,20.7680001,47.99046345,0.567135
95.38,-459905.2866,0,0.946438,20.76499988,47.99046295,0.567197
95.385,-459935.5319,0,0.9465,20.76199966,47.99046245,0.56726
95.39,-459965.7726,0,0.946562,20.75899945,47.99046195,0.567322
95.395,-459996.0089,0,0.946625,20.75599923,47.99046145,0.567385
95.4,-460026.2406,0,0.946687,20.75299901,47.99046095,0.567447
95.405,-460056.4679,0,0.946749,20.7499988,47.99046045,0.56751
95.41,-460086.6907,0,0.946811,20.74699858,47.99045995,0.567572
95.415,-460116.9089,0,0.946873,20.74399837,47.99045945,0.567635
95.42,-460147.1227,0,0.946936,20.74099815,47.99045895,0.567697
95.425,-460177.3319,0,0.946998,20.73799793,47.99045845,0.56776
95.43,-460207.5367,0,0.94706,20.73499772,47.99045795,0.567822
95.435,-460237.7369,0,0.947122,20.7319975,47.99045745,0.567885
95.44,-460267.9327,0,0.947184,20.72899729,47.99045695,0.567947
95.445,-460298.124,0,0.947246,20.72599707,47.99045645,0.56801
95.45,-460328.3107,0,0.947308,20.72299685,47.99045595,0.568072
95.455,-460358.493,0,0.947371,20.71999664,47.99045545,0.568135
95.46,-460388.6707,0,0.947433,20.71699642,47.99045495,0.568197
95.465,-460418.844,0,0.947495,20.71399621,47.99045445,0.56826
95.47,-460449.0127,0,0.947557,20.71099599,47.99045395,0.568322
95.475,-460479.177,0,0.947619,20.70799577,47.99045345,0.568385
95.48,-460509.3367,0,0.947681,20.70499556,47.99045295,0.568447
95.485,-460539.492,0,0.947743,20.70199534,47.99045245,0.56851
95.49,-460569.6427,0,0.947805,20.69899513,47.99045195,0.568572
95.495,-460599.789,0,0.947867,20.69599491,47.99045145,0.568635
95.5,-460629.9308,0,0.947929,20.6929947,47.99045095,0.568697
95.505,-460660.068,0,0.947991,20.68999448,47.99045045,0.568759
95.51,-460690.2008,0,0.948053,20.68699427,47.99044995,0.568822
95.515,-460720.329,0,0.948115,20.68399405,47.99044945,0.568884
95.52,-460750.4528,0,0.948177,20.68099383,47.99044895,0.568947
95.525,-460780.572,0,0.948239,20.67799362,47.99044845,0.569009
95.53,-460810.6868,0,0.948301,20.6749934,47.99044795,0.569072
95.535,-460840.797,0,0.948363,20.67199319,47.99044745,0.569134
95.54,-460870.9028,0,0.948425,20.66899297,47.99044695,0.569197
95.545,-460901.004,0,0.948487,20.66599276,47.99044645,0.569259
95.55,-460931.1008,0,0.948549,20.66299254,47.99044595,0.569322
95.555,-460961.193,0,0.948611,20.65999233,47.99044545,0.569384
95.56,-460991.2808,0,0.948673,20.65699211,47.99044495,0.569447
95.565,-461021.364,0,0.948735,20.6539919,47.99044445,0.569509
95.57,-461051.4428,0,0.948797,20.65099168,47.99044395,0.569572
95.575,-461081.517,0,0.948858,20.64799147,47.99044345,0.569634
95.58,-461111.5868,0,0.94892,20.64499125,47.99044295,0.569697
95.585,-461141.652,0,0.948982,20.64199104,47.99044245,0.569759
95.59,-461171.7127,0,0.949044,20.63899082,47.99044195,0.569822
95.595,-461201.769,0,0.949106,20.63599061,47.99044145,0.569884
95.6,-461231.8207,0,0.949168,20.63299039,47.99044095,0.569947
95.605,-461261.868,0,0.94923,20.62999018,47.99044045,0.570009
95.61,-461291.9107,0,0.949291,20.62698996,47.99043995,0.570072
95.615,-461321.949,0,0.949353,20.62398975,47.99043945,0.570134
95.62,-461351.9827,0,0.949415,20.62098953,47.99043895,0.570197
95.625,-461382.012,0,0.949477,20.61798932,47.99043845,0.570259
95.63,-461412.0367,0,0.949539,20.6149891,47.99043795,0.570322
95.635,-461442.057,0,0.9496,20.61198889,47.99043745,0.570384
95.64,-461472.0727,0,0.949662,20.60898867,47.99043695,0.570447
95.645,-461502.0839,0,0.949724,20.60598846,47.99043645,0.570509
95.65,-461532.0907,0,0.949786,20.60298824,47.99043595,0.570572
95.655,-461562.0929,0,0.949847,20.59998803,47.99043545,0.570634
95.66,-461592.0907,0,0.949909,20.59698781,47.99043495,0.570697
95.665,-461622.0839,0,0.949971,20.5939876,47.99043445,0.570759
95.67,-461652.0727,0,0.950033,20.59098739,47.99043395,0.570822
95.675,-461682.0569,0,0.950094,20.58798717,47.99043345,0.570884
95.68,-461712.0366,0,0.950156,20.58498696,47.99043295,0.570947
95.685,-461742.0119,0,0.950218,20.58198674,47.99043245,0.571009
95.69,-461771.9826,0,0.950279,20.57898653,47.99043195,0.571072
95.695,-461801.9489,0,0.950341,20.57598631,47.99043145,0.571134
95.7,-461831.9106,0,0.950403,20.5729861,47.99043095,0.571197
95.705,-461861.8678,0,0.950464,20.56998589,47.99043045,0.571259
95.71,-461891.8206,0,0.950526,20.56698567,47.99042995,0.571322
95.715,-461921.7688,0,0.950588,20.56398546,47.99042945,0.571384
95.72,-461951.7126,0,0.950649,20.56098524,47.99042895,0.571447
95.725,-461981.6518,0,0.950711,20.55798503,47.99042845,0.571509
95.73,-462011.5865,0,0.950772,20.55498481,47.99042795,0.571572
95.735,-462041.5168,0,0.950834,20.5519846,47.99042745,0.571634
95.74,-462071.4425,0,0.950896,20.54898439,47.99042695,0.571697
95.745,-462101.3638,0,0.950957,20.54598417,47.99042645,0.571759
95.75,-462131.2805,0,0.951019,20.54298396,47.99042595,0.571822
95.755,-462161.1927,0,0.95108,20.53998374,47.99042546,0.571884
95.76,-462191.1005,0,0.951142,20.53698353,47.99042496,0.571947
95.765,-462221.0037,0,0.951203,20.53398332,47.99042446,0.572009
95.77,-462250.9024,0,0.951265,20.5309831,47.99042396,0.572072
95.775,-462280.7967,0,0.951326,20.52798289,47.99042346,0.572134
95.78,-462310.6864,0,0.951388,20.52498267,47.99042296,0.572197
95.785,-462340.5716,0,0.951449,20.52198246,47.99042246,0.572259
95.79,-462370.4524,0,0.951511,20.51898225,47.99042196,0.572322
95.795,-462400.3286,0,0.951572,20.51598203,47.99042146,0.572384
95.8,-462430.2003,0,0.951634,20.51298182,47.99042096,0.572447
95.805,-462460.0676,0,0.951695,20.50998161,47.99042046,0.572509
95.81,-462489.9303,0,0.951757,20.50698139,47.99041996,0.572572
95.815,-462519.7885,0,0.951818,20.50398118,47.99041946,0.572634
95.82,-462549.6423,0,0.95188,20.50098097,47.99041896,0.572697
95.825,-462579.4915,0,0.951941,20.49798075,47.99041846,0.572759
95.83,-462609.3362,0,0.952003,20.49498054,47.99041796,0.572822
95.835,-462639.1765,0,0.952064,20.49198032,47.99041746,0.572884
95.84,-462669.0122,0,0.952125,20.48898011,47.99041696,0.572947
95.845,-462698.8434,0,0.952187,20.4859799,47.99041646,0.573009
95.85,-462728.6702,0,0.952248,20.48297968,47.99041596,0.573072
95.855,-462758.4924,0,0.95231,20.47997947,47.99041546,0.573134
95.86,-462788.3101,0,0.952371,20.47697926,47.99041496,0.573197
95.865,-462818.1234,0,0.952432,20.47397904,47.99041446,0.573259
95.87,-462847.9321,0,0.952494,20.47097883,47.99041396,0.573322
95.875,-462877.7363,0,0.952555,20.46797862,47.99041346,0.573384
95.88,-462907.5361,0,0.952616,20.4649784,47.99041296,0.573447
95.885,-462937.3313,0,0.952678,20.46197819,47.99041246,0.573509
95.89,-462967.122,0,0.952739,20.45897798,47.99041196,0.573572
95.895,-462996.9082,0,0.9528,20.45597777,47.99041146,0.573634
95.9,-463026.69,0,0.952861,20.45297755,47.99041096,0.573697
95.905,-463056.4672,0,0.952923,20.44997734,47.99041046,0.573759
95.91,-463086.2399,0,0.952984,20.44697713,47.99040996,0.573822
95.915,-463116.0081,0,0.953045,20.44397691,47.99040946,0.573884
95.92,-463145.7719,0,0.953107,20.4409767,47.99040896,0.573947
95.925,-463175.5311,0,0.953168,20.43797649,47.99040846,0.574009
95.93,-463205.2858,0,0.953229,20.43497627,47.99040796,0.574071
95.935,-463235.0361,0,0.95329,20.43197606,47.99040746,0.574134
95.94,-463264.7818,0,0.953351,20.42897585,47.99040696,0.574196
95.945,-463294.523,0,0.953413,20.42597564,47.99040646,0.574259
95.95,-463324.2597,0,0.953474,20.42297542,47.99040596,0.574321
95.955,-463353.992,0,0.953535,20.41997521,47.99040546,0.574384
95.96,-463383.7197,0,0.953596,20.416975,47.99040496,0.574446
95.965,-463413.4429,0,0.953657,20.41397479,47.99040446,0.574509
95.97,-463443.1616,0,0.953719,20.41097457,47.99040396,0.574571
95.975,-463472.8758,0,0.95378,20.40797436,47.99040346,0.574634
95.98,-463502.5856,0,0.953841,20.40497415,47.99040296,0.574696
95.985,-463532.2908,0,0.953902,20.40197394,47.99040246,0.574759
95.99,-463561.9915,0,0.953963,20.39897372,47.99040196,0.574821
95.995,-463591.6877,0,0.954024,20.39597351,47.99040146,0.574884
96,-463621.3795,0,0.954085,20.3929733,47.99040096,0.574946
96.005,-463651.0667,0,0.954146,20.38997309,47.99040046,0.575009
96.01,-463680.7494,0,0.954207,20.38697287,47.99039996,0.575071
96.015,-463710.4276,0,0.954269,20.38397266,47.99039946,0.575134
96.02,-463740.1013,0,0.95433,20.38097245,47.99039896,0.575196
96.025,-463769.7706,0,0.954391,20.37797224,47.99039846,0.575259
96.03,-463799.4353,0,0.954452,20.37497202,47.99039796,0.575321
96.035,-463829.0955,0,0.954513,20.37197181,47.99039746,0.575384
96.04,-463858.7512,0,0.954574,20.3689716,47.99039696,0.575446
96.045,-463888.4024,0,0.954635,20.36597139,47.99039646,0.575509
96.05,-463918.0492,0,0.954696,20.36297117,47.99039596,0.575571
96.055,-463947.6914,0,0.954757,20.35997096,47.99039546,0.575634
96.06,-463977.3291,0,0.954818,20.35697075,47.99039496,0.575696
96.065,-464006.9623,0,0.954879,20.35397054,47.99039446,0.575759
96.07,-464036.591,0,0.95494,20.35097033,47.99039396,0.575821
96.075,-464066.2152,0,0.955001,20.34797011,47.99039346,0.575884
96.08,-464095.835,0,0.955062,20.3449699,47.99039296,0.575946
96.085,-464125.4502,0,0.955123,20.34196969,47.99039246,0.576009
96.09,-464155.0609,0,0.955184,20.33896948,47.99039196,0.576071
96.095,-464184.6671,0,0.955244,20.33596927,47.99039146,0.576134
96.1,-464214.2688,0,0.955305,20.33296906,47.99039096,0.576196
96.105,-464243.866,0,0.955366,20.32996884,47.99039046,0.576259
96.11,-464273.4588,0,0.955427,20.32696863,47.99038996,0.576321
96.115,-464303.047,0,0.955488,20.32396842,47.99038946,0.576384
96.12,-464332.6307,0,0.955549,20.32096821,47.99038896,0.576446
96.125,-464362.2099,0,0.95561,20.317968,47.99038846,0.576509
96.13,-464391.7846,0,0.955671,20.31496779,47.99038796,0.576571
96.135,-464421.3548,0,0.955732,20.31196757,47.99038746,0.576634
96.14,-464450.9205,0,0.955792,20.30896736,47.99038696,0.576696
96.145,-464480.4818,0,0.955853,20.30596715,47.99038646,0.576759
96.15,-464510.0385,0,0.955914,20.30296694,47.99038596,0.576821
96.155,-464539.5907,0,0.955975,20.29996673,47.99038546,0.576884
96.16,-464569.1384,0,0.956036,20.29696652,47.99038496,0.576946
96.165,-464598.6816,0,0.956096,20.2939663,47.99038446,0.577009
96.17,-464628.2203,0,0.956157,20.29096609,47.99038396,0.577071
96.175,-464657.7545,0,0.956218,20.28796588,47.99038346,0.577134
96.18,-464687.2842,0,0.956279,20.28496567,47.99038296,0.577196
96.185,-464716.8094,0,0.95634,20.28196546,47.99038246,0.577259
96.19,-464746.3302,0,0.9564,20.27896525,47.99038196,0.577321
96.195,-464775.8464,0,0.956461,20.27596504,47.99038146,0.577384
96.2,-464805.3581,0,0.956522,20.27296483,47.99038096,0.577446
96.205,-464834.8653,0,0.956582,20.26996461,47.99038046,0.577509
96.21,-464864.368,0,0.956643,20.2669644,47.99037996,0.577571
96.215,-464893.8662,0,0.956704,20.26396419,47.99037946,0.577634
96.22,-464923.3599,0,0.956765,20.26096398,47.99037896,0.577696
96.225,-464952.8491,0,0.956825,20.25796377,47.99037846,0.577759
96.23,-464982.3338,0,0.956886,20.25496356,47.99037796,0.577821
