time,energy.y,superCap.capacitor.v
134.86,-133198.8153,41.98812672
134.87,-133198.8153,41.98812584
134.88,-133198.8153,41.98812497
134.89,-133198.8153,41.98812409
134.9,-133198.8153,41.98812322
134.91,-133198.8153,41.98812234
134.92,-133198.8153,41.98812147
134.93,-133198.8153,41.98812059
134.94,-133198.8153,41.98811972
134.95,-133198.8153,41.98811884
134.96,-133198.8153,41.98811797
134.97,-133198.8153,41.98811709
134.98,-133198.8153,41.98811622
134.99,-133198.8153,41.98811534
135,-133198.8153,41.98811447
135.01,-133198.8153,41.9881136
135.02,-133198.8153,41.98811272
135.03,-133198.8153,41.98811185
135.04,-133198.8153,41.98811097
135.05,-133198.8153,41.9881101
135.06,-133198.8153,41.98810922
135.07,-133198.8153,41.98810835
135.08,-133198.8153,41.98810747
135.09,-133198.8153,41.9881066
135.1,-133198.8153,41.98810572
135.11,-133198.8153,41.98810485
135.12,-133198.8153,41.98810397
135.13,-133198.8153,41.9881031
135.14,-133198.8153,41.98810222
135.15,-133198.8153,41.98810135
135.16,-133198.8153,41.98810047
135.17,-133198.8153,41.9880996
135.18,-133198.8153,41.98809872
135.19,-133198.8153,41.98809785
135.2,-133198.8153,41.98809697
135.21,-133198.8153,41.9880961
135.22,-133198.8153,41.98809523
135.23,-133198.8153,41.98809435
135.24,-133198.8153,41.98809348
135.25,-133198.8153,41.9880926
135.26,-133198.8153,41.98809173
135.27,-133198.8153,41.98809085
135.28,-133198.8153,41.98808998
135.29,-133198.8153,41.9880891
135.3,-133198.8153,41.98808823
135.31,-133198.8153,41.98808735
135.32,-133198.8153,41.98808648
135.33,-133198.8153,41.9880856
135.34,-133198.8153,41.98808473
135.35,-133198.8153,41.98808385
135.36,-133198.8153,41.98808298
135.37,-133198.8153,41.9880821
135.38,-133198.8153,41.98808123
135.39,-133198.8153,41.98808035
135.4,-133198.8153,41.98807948
135.41,-133198.8153,41.98807861
135.42,-133198.8153,41.98807773
135.43,-133198.8153,41.98807686
135.44,-133198.8153,41.98807598
135.45,-133198.8153,41.98807511
135.46,-133198.8153,41.98807423
135.47,-133198.8153,41.98807336
135.48,-133198.8153,41.98807248
135.49,-133198.8153,41.98807161
135.5,-133198.8153,41.98807073
135.51,-133198.8153,41.98806986
135.52,-133198.8153,41.98806898
135.53,-133198.8153,41.98806811
135.54,-133198.8153,41.98806723
135.55,-133198.8153,41.98806636
135.56,-133198.8153,41.98806548
135.57,-133198.8153,41.98806461
135.58,-133198.8153,41.98806373
135.59,-133198.8153,41.98806286
135.6,-133198.8153,41.98806198
135.61,-133198.8153,41.98806111
135.62,-133198.8153,41.98806024
135.63,-133198.8153,41.98805936
135.64,-133198.8153,41.98805849
135.65,-133198.8153,41.98805761
135.66,-133198.8153,41.98805674
135.67,-133198.8153,41.98805586
135.68,-133198.8153,41.98805499
135.69,-133198.8153,41.98805411
135.7,-133198.8153,41.98805324
135.71,-133198.8153,41.98805236
135.72,-133198.8153,41.98805149
135.73,-133198.8153,41.98805061
135.74,-133198.8153,41.98804974
135.75,-133198.8153,41.98804886
135.76,-133198.8153,41.98804799
135.77,-133198.8153,41.98804711
135.78,-133198.8153,41.98804624
135.79,-133198.8153,41.98804536
135.8,-133198.8153,41.98804449
135.81,-133198.8153,41.98804362
135.82,-133198.8153,41.98804274
135.83,-133198.8153,41.98804187
135.84,-133198.8153,41.98804099
135.85,-133198.8153,41.98804012
135.86,-133198.8153,41.98803924
135.87,-133198.8153,41.98803837
135.88,-133198.8153,41.98803749
135.89,-133198.8153,41.98803662
135.9,-133198.8153,41.98803574
135.91,-133198.8153,41.98803487
135.92,-133198.8153,41.98803399
135.93,-133198.8153,41.98803312
135.94,-133198.8153,41.98803224
135.95,-133198.8153,41.98803137
135.96,-133198.8153,41.98803049
135.97,-133198.8153,41.98802962
135.98,-133198.8153,41.98802874
135.99,-133198.8153,41.98802787
136,-133198.8153,41.98802699
136.01,-133198.8153,41.98802612
136.02,-133198.8153,41.98802525
136.03,-133198.8153,41.98802437
136.04,-133198.8153,41.9880235
136.05,-133198.8153,41.98802262
136.06,-133198.8153,41.98802175
136.07,-133198.8153,41.98802087
136.08,-133198.8153,41.98802
136.09,-133198.8153,41.98801912
136.1,-133198.8153,41.98801825
136.11,-133198.8153,41.98801737
136.12,-133198.8153,41.9880165
136.13,-133198.8153,41.98801562
136.14,-133198.8153,41.98801475
136.15,-133198.8153,41.98801387
136.16,-133198.8153,41.988013
136.17,-133198.8153,41.98801212
136.18,-133198.8153,41.98801125
136.19,-133198.8153,41.98801037
136.2,-133198.8153,41.9880095
136.21,-133198.8153,41.98800863
136.22,-133198.8153,41.98800775
136.23,-133198.8153,41.98800688
136.24,-133198.8153,41.988006
136.25,-133198.8153,41.98800513
136.26,-133198.8153,41.98800425
136.27,-133198.8153,41.98800338
136.28,-133198.8153,41.9880025
136.29,-133198.8153,41.98800163
136.3,-133198.8153,41.98800075
136.31,-133198.8153,41.98799988
136.32,-133198.8153,41.987999
136.33,-133198.8153,41.98799813
136.34,-133198.8153,41.98799725
136.35,-133198.8153,41.98799638
136.36,-133198.8153,41.9879955
136.37,-133198.8153,41.98799463
136.38,-133198.8153,41.98799375
136.39,-133198.8153,41.98799288
136.4,-133198.8153,41.987992
136.41,-133198.8153,41.98799113
136.42,-133198.8153,41.98799026
136.43,-133198.8153,41.98798938
136.44,-133198.8153,41.98798851
136.45,-133198.8153,41.98798763
136.46,-133198.8153,41.98798676
136.47,-133198.8153,41.98798588
136.48,-133198.8153,41.98798501
136.49,-133198.8153,41.98798413
136.5,-133198.8153,41.98798326
136.51,-133198.8153,41.98798238
136.52,-133198.8153,41.98798151
136.53,-133198.8153,41.98798063
136.54,-133198.8153,41.98797976
136.55,-133198.8153,41.98797888
136.56,-133198.8153,41.98797801
136.57,-133198.8153,41.98797713
136.58,-133198.8153,41.98797626
136.59,-133198.8153,41.98797538
136.6,-133198.8153,41.98797451
136.61,-133198.8153,41.98797364
136.62,-133198.8153,41.98797276
136.63,-133198.8153,41.98797189
136.64,-133198.8153,41.98797101
136.65,-133198.8153,41.98797014
136.66,-133198.8153,41.98796926
136.67,-133198.8153,41.98796839
136.68,-133198.8153,41.98796751
136.69,-133198.8153,41.98796664
136.7,-133198.8153,41.98796576
136.71,-133198.8153,41.98796489
136.72,-133198.8153,41.98796401
136.73,-133198.8153,41.98796314
136.74,-133198.8153,41.98796226
136.75,-133198.8153,41.98796139
136.76,-133198.8153,41.98796051
136.77,-133198.8153,41.98795964
136.78,-133198.8153,41.98795876
136.79,-133198.8153,41.98795789
136.8,-133198.8153,41.98795701
136.81,-133198.8153,41.98795614
136.82,-133198.8153,41.98795527
136.83,-133198.8153,41.98795439
136.84,-133198.8153,41.98795352
136.85,-133198.8153,41.98795264
136.86,-133198.8153,41.98795177
136.87,-133198.8153,41.98795089
136.88,-133198.8153,41.98795002
136.89,-133198.8153,41.98794914
136.9,-133198.8153,41.98794827
136.91,-133198.8153,41.98794739
136.92,-133198.8153,41.98794652
136.93,-133198.8153,41.98794564
136.94,-133198.8153,41.98794477
136.95,-133198.8153,41.98794389
136.96,-133198.8153,41.98794302
136.97,-133198.8153,41.98794214
136.98,-133198.8153,41.98794127
136.99,-133198.8153,41.98794039
137,-133198.8153,41.98793952
137.01,-133198.8153,41.98793865
137.02,-133198.8153,41.98793777
137.03,-133198.8153,41.9879369
137.04,-133198.8153,41.98793602
137.05,-133198.8153,41.98793515
137.06,-133198.8153,41.98793427
137.07,-133198.8153,41.9879334
137.08,-133198.8153,41.98793252
137.09,-133198.8153,41.98793165
