time,currentSensor1.i_ref,currentSensor1.i_sim,currentSensor1.i_relerr,currentSensor2.i_ref,currentSensor2.i_sim,currentSensor2.i_relerr,integrator1.y_ref,integrator1.y_sim,integrator1.y_relerr,der1.y_ref,der1.y_sim,der1.y_relerr,integrator2.y_ref,integrator2.y_sim,integrator2.y_relerr,der2.y_ref,der2.y_sim,der2.y_relerr
0.00018069999,73125.055,81260.45238,0.081354,73983.891,1.358838551,0.739825,14.622538,8.351004533,0.14591,-155549940,222338193.2,0.014734,14.142315,3.894409889e-05,0.329977,-157172380,39392.47338,0.0112186
0.00018079999,73109.5,81282.67528,0.0817318,73968.172,1.362782345,0.739668,14.629849,8.35913169,0.145891,-155516850,222120208.9,0.0147242,14.149713,3.908018127e-05,0.330149,-157139010,39483.43234,0.0112162
0.0001809,73093.945,81304.87861,0.0821093,73952.461,1.366735638,0.739511,14.63716,8.367261881,0.145872,-155483760,221902317.3,0.0147144,14.157109,3.921667239e-05,0.330322,-157105630,39574.55618,0.0112138
0.000181,73078.398,81327.05792,0.0824866,73936.758,1.370697656,0.739354,14.644468,8.375393478,0.145853,-155450700,221684561.8,0.0147046,14.164503,3.935354585e-05,0.330495,-157072270,39665.82686,0.0112115
0.0001811,73062.859,81349.21545,0.0828636,73921.047,1.374668809,0.739197,14.651775,8.383527292,0.145834,-155417630,221466920.8,0.0146948,14.171896,3.94908162e-05,0.330667,-157038910,39757.25365,0.0112091
0.0001812,73047.32,81371.35121,0.0832403,73905.344,1.378649112,0.73904,14.659081,8.391663321,0.145814,-155384580,221249394,0.0146851,14.179288,3.962848435e-05,0.33084,-157005550,39848.83671,0.0112067
0.0001813,73031.781,81393.46521,0.0836169,73889.648,1.382638581,0.738883,14.666385,8.399801562,0.145795,-155351520,221031981.5,0.0146753,14.186677,3.976655122e-05,0.331012,-156972210,39940.57624,0.0112043
0.0001814,73016.25,81415.55747,0.0839931,73873.953,1.386637232,0.738726,14.673688,8.407942013,0.145776,-155318480,220814683.2,0.0146655,14.194066,3.990501773e-05,0.331184,-156938860,40032.4724,0.011202
0.0001815,73000.719,81437.62799,0.0843691,73858.258,1.390645081,0.738569,14.680988,8.416084673,0.145756,-155285460,220597499,0.0146558,14.201452,4.004388479e-05,0.331357,-156905540,40124.52535,0.0111996
0.0001816,72985.188,81459.67679,0.0847449,73842.57,1.394662143,0.738412,14.688288,8.424229538,0.145736,-155252420,220380429,0.014646,14.208838,4.018315333e-05,0.331529,-156872210,40216.73529,0.0111972
0.0001817,72969.664,81481.70388,0.0851204,73826.883,1.398688433,0.738255,14.695585,8.432376607,0.145716,-155219390,220163473,0.0146363,14.216221,4.032282426e-05,0.331701,-156838900,40309.10237,0.0111949
0.0001818,72954.148,81503.70926,0.0854956,73811.203,1.402723968,0.738098,14.702882,8.440525878,0.145697,-155186380,219946631,0.0146266,14.223602,4.046289851e-05,0.331873,-156805580,40401.62678,0.0111925
0.0001819,72938.633,81525.69296,0.0858706,73795.523,1.406768764,0.737941,14.710176,8.448677348,0.145677,-155153380,219729903,0.0146168,14.230983,4.0603377e-05,0.332046,-156772270,40494.30869,0.0111901
0.000182,72923.117,81547.65498,0.0862454,73779.852,1.410822835,0.737785,14.717469,8.456831015,0.145657,-155120380,219513288.9,0.0146071,14.238361,4.074426066e-05,0.332218,-156738980,40587.14826,0.0111878
0.0001821,72907.602,81569.59533,0.0866199,73764.18,1.414886199,0.737628,14.724761,8.464986878,0.145637,-155087380,219296788.6,0.0145974,14.245739,4.088555042e-05,0.33239,-156705680,40680.14568,0.0111854
0.0001822,72892.102,81591.51403,0.0869941,73748.508,1.41895887,0.737471,14.732051,8.473144933,0.145616,-155054400,219080402.2,0.0145876,14.253115,4.102724721e-05,0.332562,-156672400,40773.30112,0.011183
0.00018230001,72876.594,81613.41327,0.0873682,73732.844,1.423041273,0.737314,14.73934,8.481305995,0.145596,-155021420,218864107.8,0.0145779,14.260489,4.116936617e-05,0.332734,-156639120,40866.62409,0.0111806
0.00018240001,72861.094,81635.28869,0.087742,73717.18,1.427132608,0.737158,14.746626,8.48946843,0.145576,-154988450,218647948.9,0.0145682,14.267861,4.131187984e-05,0.332906,-156605860,40960.09611,0.0111783
0.00018250001,72845.594,81657.14249,0.0881155,73701.523,1.431233297,0.737001,14.753912,8.497633051,0.145555,-154955490,218431903.5,0.0145585,14.275232,4.145480333e-05,0.333078,-156572590,41053.72667,0.0111759
0.00018259999,72830.102,81678.97031,0.0884887,73685.867,1.435342535,0.736844,14.761195,8.505798223,0.145535,-154922530,218216015,0.0145488,14.282601,4.159810886e-05,0.33325,-156539340,41147.49717,0.0111735
0.00018269999,72814.609,81700.7809,0.0888617,73670.211,1.439461981,0.736688,14.768477,8.51396721,0.145514,-154889570,218000196.8,0.0145391,14.289969,4.174185471e-05,0.333422,-156506100,41241.4453,0.0111712
0.00018279999,72799.125,81722.5699,0.0892345,73654.562,1.44359083,0.736531,14.775759,8.522138377,0.145493,-154856620,217784492.2,0.0145294,14.297336,4.188601318e-05,0.333594,-156472850,41335.55249,0.0111688
0.0001829,72783.641,81744.33951,0.089607,73638.922,1.447729511,0.736375,14.783037,8.530312539,0.145473,-154823700,217568879.4,0.0145197,14.3047,4.20305997e-05,0.333766,-156439620,41429.82836,0.0111664
0.000183,72768.156,81766.08537,0.0899793,73623.273,1.451877214,0.736218,14.790315,8.53848806,0.145452,-154790750,217353401.6,0.01451,14.312063,4.217558629e-05,0.333937,-156406380,41524.25422,0.0111641
0.0001831,72752.68,81787.80967,0.0903513,73607.641,1.456034367,0.736062,14.797591,8.546665754,0.145431,-154757840,217138037.2,0.0145003,14.319425,4.232098833e-05,0.334109,-156373170,41618.83967,0.0111617
0.0001832,72737.211,81809.51244,0.090723,73592,1.460200987,0.735906,14.804866,8.554845619,0.14541,-154724910,216922786.1,0.0144907,14.326785,4.246680676e-05,0.334281,-156339950,41713.58489,0.0111594
0.0001833,72721.734,81831.19367,0.0910946,73576.367,1.46437709,0.735749,14.812139,8.563027654,0.145389,-154692020,216707648.2,0.014481,14.334144,4.261304252e-05,0.334453,-156306750,41808.49004,0.011157
0.0001834,72706.273,81852.85338,0.0914658,73560.742,1.468562691,0.735593,14.81941,8.571211856,0.145367,-154659100,216492623.5,0.0144713,14.3415,4.275969657e-05,0.334624,-156273550,41903.5553,0.0111546
0.0001835,72690.805,81874.49159,0.0918369,73545.117,1.472757806,0.735437,14.82668,8.579398222,0.145346,-154626210,216277712.1,0.0144617,14.348855,4.290676985e-05,0.334796,-156240370,41998.78085,0.0111523
0.0001836,72675.344,81896.10829,0.0922077,73529.492,1.476962452,0.73528,14.833948,8.587586751,0.145325,-154593330,216062913.7,0.014452,14.356209,4.30542633e-05,0.334967,-156207180,42094.16687,0.0111499
0.0001837,72659.891,81917.70351,0.0925781,73513.875,1.481176645,0.735124,14.841215,8.595777441,0.145303,-154560450,215848228.3,0.0144423,14.363562,4.320217789e-05,0.335139,-156174000,42189.71352,0.0111475
0.0001838,72644.43,81939.27726,0.0929485,73498.258,1.4854004,0.734968,14.84848,8.603970289,0.145281,-154527570,215633656,0.0144327,14.370912,4.335051455e-05,0.335311,-156140830,42285.42099,0.0111452
0.0001839,72628.984,81960.82954,0.0933185,73482.648,1.489633734,0.734812,14.855744,8.612165293,0.14526,-154494700,215419196.7,0.0144231,14.378261,4.349927425e-05,0.335482,-156107660,42381.28944,0.0111428
0.000184,72613.531,81982.36037,0.0936883,73467.039,1.493876663,0.734656,14.863006,8.620362452,0.145238,-154461840,215204850.2,0.0144134,14.385609,4.364845794e-05,0.335653,-156074510,42477.31906,0.0111405
0.0001841,72598.086,82003.86976,0.0940579,73451.43,1.498129204,0.734499,14.870267,8.628561762,0.145216,-154428990,214990616.6,0.0144038,14.392955,4.379806658e-05,0.335825,-156041360,42573.51002,0.0111381
0.00018420001,72582.648,82025.35986,0.0944271,73435.828,1.502391798,0.734343,14.877525,8.636764043,0.145194,-154396140,214776474.5,0.0143942,14.400299,4.394811614e-05,0.335996,-156008220,42669.87214,0.0111358
0.00018430001,72567.211,82046.8264,0.0947962,73420.227,1.506663609,0.734187,14.884783,8.644967651,0.145172,-154363300,214562466.5,0.0143845,14.407641,4.409857758e-05,0.336168,-155975090,42766.38632,0.0111334
0.00018440001,72551.773,82068.27152,0.095165,73404.633,1.51094508,0.734031,14.892039,8.653173405,0.14515,-154330460,214348571.2,0.0143749,14.414983,4.424946684e-05,0.336339,-155941950,42863.06237,0.011131
0.00018449999,72536.344,82089.69097,0.0955335,73389.039,1.515235368,0.733875,14.899294,8.66137966,0.145128,-154297650,214134831.3,0.0143653,14.422322,4.440075458e-05,0.33651,-155908830,42959.88108,0.0111287
0.00018459999,72520.914,82111.09332,0.0959018,73373.453,1.519536205,0.73372,14.906547,8.669589698,0.145106,-154264830,213921161.3,0.0143557,14.429661,4.455250229e-05,0.336681,-155875710,43056.88136,0.0111263
0.00018469999,72505.492,82132.4743,0.0962698,73357.867,1.523846749,0.733564,14.913797,8.677801875,0.145083,-154232020,213707603.8,0.0143461,14.436997,4.470468071e-05,0.336852,-155842610,43154.04403,0.011124
0.0001848,72490.07,82153.83604,0.0966377,73342.281,1.528167451,0.733408,14.921047,8.68601701,0.145061,-154199220,213494137.5,0.0143365,14.444332,4.485730609e-05,0.337024,-155809500,43251.37902,0.0111216
0.0001849,72474.648,82175.1743,0.0970053,73326.703,1.532497462,0.733252,14.928296,8.69423346,0.145038,-154166420,213280805,0.0143269,14.451666,4.501034887e-05,0.337195,-155776420,43348.86703,0.0111193
0.000185,72459.234,82196.49122,0.0973726,73311.125,1.53683723,0.733096,14.935542,8.702452041,0.145016,-154133620,213067585,0.0143173,14.458998,4.516382527e-05,0.337366,-155743330,43446.51796,0.0111169
0.0001851,72443.828,82217.78681,0.0977396,73295.555,1.541186771,0.73294,14.942788,8.710672754,0.144993,-154100830,212854477.3,0.0143077,14.466328,4.531773626e-05,0.337537,-155710260,43544.33199,0.0111146
0.0001852,72428.414,82239.06108,0.0981065,73279.984,1.545546102,0.732785,14.950031,8.718895595,0.14497,-154068060,212641481.9,0.0142981,14.473657,4.547208281e-05,0.337708,-155677180,43642.3093,0.0111122
0.0001853,72413.008,82260.31404,0.0984731,73264.422,1.549915239,0.732629,14.957273,8.727120562,0.144947,-154035300,212428598.8,0.0142885,14.480984,4.562686588e-05,0.337879,-155644110,43740.45006,0.0111098
0.0001854,72397.609,82281.54571,0.0988394,73248.859,1.554294197,0.732473,14.964514,8.735347654,0.144924,-154002530,212215827.9,0.014279,14.48831,4.578208647e-05,0.33805,-155611060,43838.75445,0.0111075
0.0001855,72382.211,82302.75609,0.0992055,73233.297,1.558682995,0.732318,14.971753,8.743576867,0.144901,-153969780,212003169.2,0.0142694,14.495634,4.593774553e-05,0.338221,-155578000,43937.22265,0.0111051
0.0001856,72366.812,82323.9452,0.0995713,73217.742,1.563081647,0.732162,14.978991,8.751808201,0.144878,-153937020,211790622.6,0.0142598,14.502956,4.609384406e-05,0.338391,-155544960,44035.85483,0.0111028
0.0001857,72351.422,82345.11305,0.0999369,73202.188,1.567490171,0.732006,14.986226,8.760041652,0.144855,-153904290,211578188,0.0142503,14.510278,4.625038302e-05,0.338562,-155511920,44134.65117,0.0111004
0.0001858,72336.031,82366.25964,0.100302,73186.641,1.571908583,0.731851,14.993461,8.768277219,0.144832,-153871550,211365865.5,0.0142407,14.517597,4.64073634e-05,0.338733,-155478900,44233.61185,0.0110981
0.0001859,72320.648,82387.385,0.100667,73171.094,1.576336899,0.731695,15.000693,8.776514899,0.144808,-153838820,211153655,0.0142312,14.524915,4.656478619e-05,0.338904,-155445870,44332.73704,0.0110957
0.000186,72305.266,82408.48912,0.101032,73155.547,1.580775136,0.73154,15.007925,8.784754691,0.144785,-153806100,210941556.3,0.0142216,14.532231,4.672265236e-05,0.339074,-155412850,44432.02692,0.0110934
0.00018610001,72289.891,82429.57414,0.101397,73140.008,1.585223755,0.731384,15.015155,8.792997417,0.144761,-153773390,210729548.4,0.0142121,14.539546,4.688097876e-05,0.339245,-155379840,44531.49162,0.011091
0.00018620001,72274.508,82450.63584,0.101761,73124.477,1.589681884,0.731229,15.022383,8.801241426,0.144738,-153740690,210517673.5,0.0142025,14.546859,4.70397347e-05,0.339416,-155346850,44631.11144,0.0110887
0.00018630001,72259.141,82471.67634,0.102125,73108.938,1.594149983,0.731074,15.02961,8.80948754,0.144714,-153707980,210305910.3,0.014193,14.554171,4.719893699e-05,0.339586,-155313860,44730.89648,0.0110864
0.00018639999,72243.773,82492.69146,0.102489,73093.406,1.598627172,0.730918,15.036835,8.817734107,0.14469,-153675300,210094301.2,0.0141835,14.561481,4.735855464e-05,0.339757,-155280860,44830.82691,0.011084
0.00018649999,72228.406,82513.68961,0.102853,73077.883,1.603115259,0.730763,15.044058,8.825984424,0.144666,-153642610,209882761.5,0.014174,14.568789,4.751865251e-05,0.339927,-155247870,44930.94289,0.0110817
0.00018659999,72213.039,82534.66659,0.103216,73062.359,1.607613366,0.730608,15.05128,8.83423684,0.144642,-153609920,209671333.3,0.0141644,14.576097,4.767919968e-05,0.340098,-155214910,45031.22463,0.0110793
0.0001867,72197.68,82555.62452,0.103579,73046.844,1.612121961,0.730452,15.058501,8.842492178,0.144618,-153577250,209459995.6,0.0141549,14.583402,4.784021329e-05,0.340268,-155181940,45131.68236,0.011077
0.0001868,72182.328,82576.55921,0.103942,73031.32,1.616640159,0.730297,15.06572,8.850748786,0.144594,-153544590,209248790.6,0.0141454,14.590706,4.800166213e-05,0.340439,-155148980,45232.29616,0.0110746
0.0001869,72166.977,82597.47278,0.104305,73015.812,1.621168426,0.730142,15.072937,8.859007486,0.14457,-153511940,209037697.1,0.0141359,14.598008,4.816356328e-05,0.340609,-155116020,45333.07625,0.0110723
0.000187,72151.625,82618.36522,0.104667,73000.305,1.62570678,0.729987,15.080153,8.867268276,0.144546,-153479280,208826714.9,0.0141264,14.605309,4.832591772e-05,0.34078,-155083070,45434.0228,0.0110699
0.0001871,72136.273,82639.23656,0.10503,72984.797,1.630255236,0.729832,15.087368,8.875531154,0.144521,-153446640,208615844.2,0.0141169,14.612608,4.848872646e-05,0.34095,-155050140,45535.13601,0.0110676
0.0001872,72120.938,82660.0868,0.105392,72969.289,1.634813812,0.729677,15.094581,8.883796118,0.144497,-153414000,208405084.8,0.0141074,14.619905,4.865199051e-05,0.34112,-155017200,45636.41604,0.0110652
0.0001873,72105.594,82680.91596,0.105753,72953.789,1.639382525,0.729522,15.101792,8.892063167,0.144472,-153381360,208194436.7,0.014098,14.627202,4.881571085e-05,0.34129,-154984290,45737.86306,0.0110629
0.0001874,72090.258,82701.72405,0.106115,72938.297,1.643961391,0.729367,15.109002,8.900332297,0.144448,-153348740,207983899.8,0.0140885,14.634497,4.897988851e-05,0.341461,-154951360,45839.47727,0.0110606
0.0001875,72074.922,82722.51107,0.106476,72922.797,1.648550426,0.729212,15.11621,8.908603507,0.144423,-153316130,207773474.1,0.014079,14.641789,4.914452448e-05,0.341631,-154918450,45941.25884,0.0110582
0.0001876,72059.594,82743.27704,0.106837,72907.312,1.653149648,0.729057,15.123417,8.916876795,0.144398,-153283520,207563159.5,0.0140695,14.649081,4.930961976e-05,0.341801,-154885550,46043.20795,0.0110559
0.0001877,72044.266,82764.02196,0.107198,72891.82,1.657759073,0.728902,15.130622,8.925152158,0.144373,-153250910,207352956,0.0140601,14.656371,4.947517538e-05,0.341971,-154852660,46145.32477,0.0110535
0.0001878,72028.945,82784.74586,0.107558,72876.336,1.662378718,0.728747,15.137826,8.933429595,0.144348,-153218320,207142863.6,0.0140506,14.66366,4.964119233e-05,0.342141,-154819760,46247.60948,0.0110512
0.0001879,72013.625,82805.44875,0.107918,72860.859,1.667008601,0.728592,15.145028,8.941709103,0.144323,-153185730,206932882.1,0.0140411,14.670946,4.980767162e-05,0.342311,-154786880,46350.06227,0.0110489
0.00018800001,71998.305,82826.13269,0.108278,72845.383,1.671649201,0.728437,15.152228,8.949991508,0.144298,-153153150,206722990.6,0.0140317,14.678232,4.9974631e-05,0.342481,-154754000,46452.69358,0.0110465
0.00018810001,71982.992,82846.79356,0.108638,72829.906,1.676299608,0.728282,15.159428,8.958275153,0.144273,-153120580,206513231,0.0140222,14.685515,5.014203808e-05,0.342651,-154721140,46555.48307,0.0110442
0.00018820001,71967.68,82867.43345,0.108998,72814.438,1.680960303,0.728128,15.166625,8.966560863,0.144247,-153088000,206303582.2,0.0140128,14.692798,5.030991054e-05,0.342821,-154688270,46658.44117,0.0110418
0.00018829999,71952.375,82888.04824,0.109357,72798.969,1.685630367,0.727973,15.173821,8.974846978,0.144222,-153055440,206094086.1,0.0140034,14.700079,5.04782157e-05,0.342991,-154655410,46761.54741,0.0110395
0.00018839999,71937.07,82908.6462,0.109716,72783.508,1.690311685,0.727818,15.181016,8.983136811,0.144197,-153022900,205884658.8,0.0139939,14.707357,5.06470219e-05,0.343161,-154622560,46864.84323,0.0110372
0.00018849999,71921.773,82929.2232,0.110075,72768.047,1.695003341,0.727664,15.188209,8.991428703,0.144171,-152990340,205675342.3,0.0139845,14.714635,5.081629655e-05,0.34333,-154589730,46968.3082,0.0110348
0.0001886,71906.477,82949.78132,0.110433,72752.586,1.699705823,0.727509,15.1954,8.999723481,0.144145,-152957810,205466115.4,0.0139751,14.721911,5.098605766e-05,0.3435,-154556880,47071.95287,0.0110325
0.0001887,71891.18,82970.31645,0.110791,72737.133,1.704418207,0.727354,15.20259,9.008019484,0.14412,-152925260,205257020.1,0.0139656,14.729186,5.115627231e-05,0.34367,-154524060,47175.75669,0.0110302
0.0001888,71875.891,82990.83066,0.111149,72721.688,1.70914098,0.7272,15.209778,9.01631754,0.144094,-152892740,205048035.3,0.0139562,14.736459,5.132695846e-05,0.34384,-154491230,47279.73019,0.0110278
0.0001889,71860.602,83011.32396,0.111507,72706.234,1.713874159,0.727045,15.216965,9.024617647,0.144068,-152860220,204839161,0.0139468,14.743731,5.149811716e-05,0.344009,-154458420,47383.87356,0.0110255
0.000189,71845.32,83031.79637,0.111865,72690.789,1.718617761,0.726891,15.224151,9.032919801,0.144042,-152827710,204630397.2,0.0139374,14.751,5.166974941e-05,0.344179,-154425620,47488.18698,0.0110232
0.0001891,71830.039,83052.24788,0.112222,72675.352,1.723371802,0.726736,15.231334,9.041224002,0.144016,-152795200,204421743.8,0.013928,14.758268,5.184185626e-05,0.344348,-154392820,47592.67062,0.0110208
0.0001892,71814.758,83072.67853,0.112579,72659.914,1.7281363,0.726582,15.238516,9.049530247,0.14399,-152762700,204213200.7,0.0139186,14.765535,5.201443873e-05,0.344518,-154360020,47697.32466,0.0110185
0.0001893,71799.484,83093.0883,0.112936,72644.477,1.732911273,0.726428,15.245697,9.057838535,0.143963,-152730210,204004767.9,0.0139092,14.7728,5.218749786e-05,0.344687,-154327230,47802.14929,0.0110162
0.0001894,71784.211,83113.47723,0.113293,72629.047,1.737696736,0.726273,15.252876,9.066148862,0.143937,-152697730,203796445.4,0.0138998,14.780064,5.236103467e-05,0.344857,-154294460,47907.14468,0.0110138
0.0001895,71768.945,83133.84531,0.113649,72613.617,1.742492707,0.726119,15.260054,9.074461227,0.143911,-152665250,203588233.1,0.0138904,14.787326,5.253505019e-05,0.345026,-154261680,48012.31102,0.0110115
0.0001896,71753.68,83154.19256,0.114005,72598.195,1.747299204,0.725965,15.26723,9.082775628,0.143884,-152632780,203380131,0.0138811,14.794587,5.270954548e-05,0.345196,-154228930,48117.64848,0.0110092
0.0001897,71738.414,83174.51899,0.114361,72582.773,1.752116243,0.72581,15.274405,9.091092063,0.143858,-152600320,203172138.9,0.0138717,14.801846,5.288452155e-05,0.345365,-154196160,48223.15725,0.0110068
0.0001898,71723.156,83194.82461,0.114717,72567.359,1.756943841,0.725656,15.281578,9.099410529,0.143831,-152567860,202964256.9,0.0138623,14.809103,5.305997946e-05,0.345534,-154163410,48328.8375,0.0110045
0.00018990001,71707.906,83215.11146,0.115072,72551.945,1.7617825,0.725502,15.28875,9.107731857,0.143804,-152535410,202756464.2,0.0138529,14.81636,5.323593785e-05,0.345704,-154130670,48434.70001,0.0110022
0.00019000001,71692.648,83235.3755,0.115427,72536.531,1.76663127,0.725348,15.295919,9.116054381,0.143777,-152502960,202548802.2,0.0138436,14.823614,5.341236258e-05,0.345873,-154097940,48540.72379,0.0109999
0.00019010001,71677.406,83255.61875,0.115782,72521.125,1.771490651,0.725194,15.303088,9.12437893,0.143751,-152470530,202341250.1,0.0138342,14.830867,5.358927227e-05,0.346042,-154065200,48646.9196,0.0109975
0.00019019999,71662.156,83275.8372,0.116137,72505.719,1.776359685,0.72504,15.310255,9.132703838,0.143724,-152438100,202133849.4,0.0138249,14.838118,5.376663243e-05,0.346211,-154032480,48753.26632,0.0109952
0.00019029999,71646.914,83296.03894,0.116491,72490.312,1.781240337,0.724885,15.31742,9.141032431,0.143697,-152405680,201926517,0.0138155,14.845367,5.394451507e-05,0.346381,-153999760,48859.80669,0.0109929
0.00019039999,71631.68,83316.21993,0.116845,72474.922,1.786131652,0.724732,15.324584,9.149363044,0.143669,-152373260,201719294.3,0.0138062,14.852616,5.412288579e-05,0.34655,-153967060,48966.51963,0.0109905
0.0001905,71616.438,83336.38221,0.117199,72459.523,1.791034137,0.724577,15.331747,9.157696507,0.143642,-152340850,201512160.7,0.0137968,14.859862,5.430176357e-05,0.346719,-153934350,49073.41601,0.0109882
0.0001906,71601.211,83356.52175,0.117553,72444.133,1.79594683,0.724424,15.338907,9.166031152,0.143615,-152308450,201305157.4,0.0137875,14.867108,5.448111367e-05,0.346888,-153901650,49180.47465,0.0109859
0.0001907,71585.977,83376.64057,0.117907,72428.742,1.800870238,0.72427,15.346066,9.174367811,0.143587,-152276050,201098263.8,0.0137782,14.874352,5.466095501e-05,0.347057,-153868960,49287.70639,0.0109836
0.0001908,71570.75,83396.7387,0.11826,72413.359,1.805804377,0.724116,15.353225,9.18270648,0.14356,-152243660,200891479.7,0.0137688,14.881594,5.484128865e-05,0.347226,-153836290,49395.11144,0.0109812
0.0001909,71555.531,83416.81614,0.118613,72397.977,1.810749266,0.723962,15.360381,9.191047158,0.143532,-152211280,200684805.2,0.0137595,14.888834,5.502211563e-05,0.347395,-153803600,49502.68995,0.0109789
0.000191,71540.312,83436.87325,0.118966,72382.594,1.815704921,0.723808,15.367536,9.199389844,0.143505,-152178910,200478239.6,0.0137502,14.896073,5.52034349e-05,0.347564,-153770940,49610.44212,0.0109766
0.0001911,71525.094,83456.9103,0.119318,72367.219,1.82067136,0.723654,15.374689,9.207734537,0.143477,-152146540,200271782.6,0.0137409,14.903311,5.538524716e-05,0.347733,-153738270,49718.36813,0.0109743
0.0001912,71509.883,83476.92672,0.11967,72351.852,1.825648601,0.7235,15.381841,9.216081233,0.143449,-152114180,200065434.8,0.0137316,14.910546,5.556755722e-05,0.347901,-153705620,49826.46816,0.010972
0.0001913,71494.672,83496.92253,0.120023,72336.477,1.83063666,0.723347,15.388991,9.224429929,0.143421,-152081820,199859196.3,0.0137223,14.917781,5.575036613e-05,0.34807,-153672980,49934.74238,0.0109696
0.0001914,71479.469,83516.89774,0.120374,72321.117,1.835635555,0.723193,15.39614,9.232780623,0.143393,-152049470,199653067,0.013713,14.925014,5.593367496e-05,0.348239,-153640340,50043.19099,0.0109673
0.0001915,71464.266,83536.85235,0.120726,72305.75,1.840645304,0.723039,15.403287,9.241133314,0.143365,-152017140,199447046.8,0.0137037,14.932245,5.611748476e-05,0.348408,-153607700,50151.81417,0.010965
0.0001916,71449.062,83556.78639,0.121077,72290.391,1.845665924,0.722886,15.410433,9.249487998,0.143337,-151984800,199241135.7,0.0136944,14.939475,5.630179661e-05,0.348576,-153575070,50260.61209,0.0109627
0.0001917,71433.867,83576.69986,0.121428,72275.039,1.850697432,0.722732,15.417577,9.257844675,0.143309,-151952480,199035333.7,0.0136851,14.946704,5.648661157e-05,0.348745,-153542450,50369.58493,0.0109603
0.00019180001,71418.672,83596.59476,0.121779,72259.688,1.855740351,0.722578,15.42472,9.266204179,0.143281,-151920160,198829620.1,0.0136758,14.95393,5.667194927e-05,0.348914,-153509840,50478.74381,0.010958
0.00019190001,71403.484,83616.46713,0.12213,72244.336,1.86079369,0.722425,15.431861,9.274564834,0.143252,-151887840,198624036.1,0.0136666,14.961156,5.685777372e-05,0.349082,-153477230,50588.06708,0.0109557
0.00019200001,71388.297,83636.31895,0.12248,72228.992,1.86585797,0.722271,15.439,9.282927476,0.143224,-151855540,198418561,0.0136573,14.968379,5.704410451e-05,0.349251,-153444640,50697.56581,0.0109534
0.00019209999,71373.109,83656.14629,0.12283,72213.648,1.870932193,0.722118,15.446138,9.291290428,0.143195,-151823250,198213235.8,0.013648,14.975601,5.723090528e-05,0.349419,-153412050,50807.21826,0.0109511
0.00019219999,71357.93,83675.95708,0.12318,72198.305,1.876018406,0.721964,15.453275,9.299657035,0.143167,-151790940,198007978.3,0.0136388,14.982821,5.741825185e-05,0.349588,-153379460,50917.06845,0.0109488
0.00019229999,71342.75,83695.74737,0.12353,72182.969,1.881115613,0.721811,15.46041,9.308025622,0.143138,-151758660,197802829.6,0.0136295,14.990041,5.760610799e-05,0.349756,-153346880,51027.09467,0.0109464
0.0001924,71327.578,83715.51913,0.123879,72167.641,1.886224342,0.721658,15.467544,9.316397024,0.143109,-151726380,197597769.2,0.0136203,14.997258,5.779449364e-05,0.349925,-153314320,51137.30812,0.0109441
0.0001925,71312.406,83735.26844,0.124229,72152.305,1.89134359,0.721504,15.474675,9.324769565,0.14308,-151694110,197392837.9,0.013611,15.004475,5.798337221e-05,0.350093,-153281740,51247.68695,0.0109418
0.0001926,71297.242,83754.99727,0.124578,72136.984,1.896473885,0.721351,15.481806,9.333144079,0.143052,-151661860,197188015.2,0.0136018,15.011689,5.81727636e-05,0.350261,-153249180,51358.24234,0.0109395
0.0001927,71282.07,83774.70565,0.124926,72121.656,1.901615245,0.721198,15.488935,9.341520566,0.143022,-151629580,196983301.2,0.0135925,15.018902,5.83626689e-05,0.35043,-153216640,51468.97448,0.0109372
0.0001928,71266.914,83794.39357,0.125275,72106.336,1.906767686,0.721044,15.496062,9.349899022,0.142993,-151597340,196778695.7,0.0135833,15.026114,5.855308919e-05,0.350598,-153184100,51579.88356,0.0109349
0.0001929,71251.758,83814.06105,0.125623,72091.023,1.911931227,0.720891,15.503188,9.358279445,0.142964,-151565100,196574198.6,0.0135741,15.033323,5.874402558e-05,0.350766,-153151570,51690.96976,0.0109325
0.000193,71236.602,83833.7081,0.125971,72075.711,1.917105886,0.720738,15.510313,9.366661835,0.142935,-151532860,196369810,0.0135648,15.040531,5.893547916e-05,0.350934,-153119020,51802.23325,0.0109302
0.0001931,71221.445,83853.33473,0.126319,72060.398,1.92229168,0.720585,15.517436,9.375046188,0.142906,-151500620,196165529.8,0.0135556,15.047738,5.912745102e-05,0.351102,-153086510,51913.67423,0.0109279
0.0001932,71206.297,83872.94095,0.126666,72045.086,1.927488627,0.720432,15.524557,9.383432502,0.142876,-151468400,195961357.9,0.0135464,15.054944,5.931994226e-05,0.35127,-153053980,52025.29287,0.0109256
0.0001933,71191.156,83892.52678,0.127014,72029.789,1.932696744,0.720279,15.531677,9.391820776,0.142847,-151436190,195757294.4,0.0135372,15.062147,5.951295399e-05,0.351439,-153021490,52137.08937,0.0109233
0.0001934,71176.016,83912.09221,0.127361,72014.484,1.937916051,0.720126,15.538795,9.400211007,0.142817,-151403980,195553339.1,0.013528,15.069349,5.970648731e-05,0.351607,-152988980,52249.0639,0.010921
0.0001935,71160.875,83931.63728,0.127708,71999.188,1.943146563,0.719973,15.545912,9.408603194,0.142787,-151371780,195349492,0.0135188,15.07655,5.990054331e-05,0.351775,-152956480,52361.21664,0.0109187
