time,basicTransformer.i1,basicTransformer.i2,inductor21.iˍt,idealTransformer.p2.i,basicTransformer.i1ˍt,inductor22.i
0.2483201833,0.1545386395,-0.001919045487,-1.237570147,-0.004953206019,-1.230293365,0.004953206019
0.2517695704,0.1525343547,0.002051673503,0.08253243451,-0.0009531736918,0.07751993566,0.0009531736918
0.2552189576,0.1551016392,-0.003062749983,1.398794579,-0.006082774228,1.409970402,0.006082774228
0.2586683448,0.1622178129,-0.01702115678,2.649610963,-0.020102058,2.704689335,0.020102058
0.2621970906,0.1739579211,-0.03976688656,3.80049051,-0.04295637285,3.927003936,0.04295637285
0.2658037008,0.190129843,-0.07070527728,4.784119198,-0.07405074417,5.007728132,0.07405074417
0.2695525506,0.2106444163,-0.1094096776,5.546681735,-0.1129592917,5.891702838,0.1129592917
0.2735144799,0.2353223849,-0.1552176645,6.019045454,-0.1590198825,6.507710714,0.1590198825
0.2778786954,0.2644491079,-0.2081759293,6.109416589,-0.2122852493,6.764093364,0.2122852493
0.2844901426,0.3081391377,-0.2847976162,5.384215982,-0.2893879509,6.278980943,0.2893879509
0.2881197216,0.3297631674,-0.3208787373,4.582167939,-0.3257195833,5.589935805,0.3257195833
0.2924407862,0.3515439185,-0.3549784003,3.322066927,-0.3600860677,4.436571475,0.3600860677
0.2967618507,0.367699458,-0.3771116956,1.818596955,-0.3824371894,3.002299884,0.3824371894
0.3006218673,0.3765541213,-0.3854172334,0.3593351891,-0.3908858328,1.568897922,0.3908858328
0.3040575452,0.3796704387,-0.3832644972,-0.9598881005,-0.3888146556,0.2427690237,0.3888146556
0.3074932232,0.3782415247,-0.3722103376,-2.234568965,-0.3777968668,-1.066714287,0.3777968668
0.3109289012,0.3724296345,-0.3527659481,-3.405524603,-0.358343862,-2.298759708,0.358343862
0.3144924658,0.3621637512,-0.3247002612,-4.452408432,-0.33022418,-3.43374255,0.33022418
