time,C2.vinternal,C1.vinternal,L2.iinternal,L3.iinternal,k2.inductiveCouplePin2.di,k3.inductiveCouplePin2.di,L1.iinternal
0.04649684231,0.5938219078,-2.013636027,0.001672170596,0.5053649075,106.6476551,-0.5404790705,0.9902948587
0.04676952937,0.5229486896,-1.913242087,0.001518828472,0.5324863449,92.15936663,-0.5835081168,1.042402233
0.04704724486,0.4472624632,-1.796558781,0.001351198022,0.5559563279,76.76438501,-0.6229415461,1.092647189
0.04733098553,0.3668942768,-1.663215355,0.001169303145,0.5754402312,60.49029853,-0.65833,1.140643389
0.04761979419,0.2826074137,-1.513912476,0.0009746124949,0.5904646491,43.4923803,-0.688983733,1.185639112
0.04791555654,0.1944310855,-1.348095006,0.0007669140235,0.6007141785,25.77737586,-0.7145026507,1.227298945
0.04821739394,0.1033008203,-1.166866936,0.0005481161973,0.605743684,7.534304482,-0.7341893149,1.26483254
0.04852747425,0.009346730027,-0.9697623215,0.0003182057846,0.6051717153,-11.20938944,-0.7475491206,1.297797292
0.04884586985,-0.08654339279,-0.7577936431,7.898108127e-05,0.5985602193,-30.2745077,-0.7538916357,1.325420311
0.04917554259,-0.1841866093,-0.5303309641,-0.0001695526799,0.5853766578,-49.62160409,-0.7525237278,1.347081527
0.04951897706,-0.2830088885,-0.2873313065,-0.0004265271444,0.5649626304,-69.13200264,-0.7425268916,1.361889416
0.04988436117,-0.3836314664,-0.0251592707,-0.0006944555121,0.5360535835,-88.91960601,-0.7224216886,1.368761798
0.05029010489,-0.4883463779,0.2662610798,-0.0009811768635,0.4957589728,-109.4161804,-0.6889763988,1.365558042
0.05080766588,-0.608628748,0.6311804041,-0.001323308087,0.4329313509,-132.8075984,-0.6301688318,1.345022608
0.05119402808,-0.6869866562,0.8933197279,-0.001556493335,0.3786302176,-147.9238725,-0.5754015138,1.317962294
0.05158911289,-0.755688295,1.147815125,-0.001771297386,0.3175131168,-161.053942,-0.5105968399,1.280364812
0.05198419771,-0.8118245515,1.384714225,-0.001958927257,0.2517059288,-171.6366666,-0.4379593689,1.233301466
0.05237928253,-0.854573069,1.600375692,-0.002116490215,0.1822472434,-179.5159808,-0.3586181232,1.177492454
0.0527325146,-0.8809533435,1.772494491,-0.002229919915,0.1179459334,-184.1773426,-0.2829599153,1.120885917
0.05308574667,-0.895851791,1.922868006,-0.002315987423,0.05240408485,-186.5335564,-0.2038328243,1.05866367
0.05339183129,-0.8993607156,2.034150475,-0.002367609232,-0.004759879877,-186.6919602,-0.1332207289,1.0007928
0.05369791592,-0.8941312169,2.12668753,-0.002397414902,-0.06170466579,-185.1030772,-0.0613669808,0.9398098423
0.05394551527,-0.8835567461,2.187237597,-0.002405362125,-0.1072433533,-182.55125,-0.00280726325,0.8885862123
0.05419311462,-0.8673910875,2.234594296,-0.002398805487,-0.1520117953,-178.8848007,0.05575205468,0.8360020051
0.05444071397,-0.8457472521,2.268472677,-0.002377778679,-0.1957368381,-174.1276698,0.1140047783,0.7823742452
0.05468875206,-0.8187192186,2.288691666,-0.002342336528,-0.2382259178,-168.2991556,0.1716284929,0.7279295161
0.05493682172,-0.7865159482,2.295057971,-0.002292714664,-0.2791462256,-161.4429023,0.2282394104,0.6730844573
0.05518834835,-0.7488001926,2.287327174,-0.002228232769,-0.3187735302,-153.4869462,0.2842122575,0.6174139
0.05544098232,-0.7060390995,2.265233658,-0.002149516123,-0.3564379021,-144.5297854,0.3386334091,0.5617838148
0.05569844122,-0.6577265037,2.228089626,-0.002055421984,-0.3923723885,-134.4654752,0.3919123967,0.5057467094
0.0559588088,-0.6043462042,2.175755577,-0.001946647922,-0.4259603302,-123.3950813,0.443164188,0.4501199367
0.0562236503,-0.5457698169,2.107645689,-0.001822706701,-0.457055588,-111.2918018,0.4922650728,0.3949949391
0.05649314999,-0.4821697238,2.023421955,-0.001683698258,-0.4853001159,-98.19116782,0.5387208179,0.3407996624
0.05676683785,-0.4139456883,1.923110041,-0.001530248042,-0.5102710153,-84.17503601,0.5819451194,0.2881185824
0.05704613024,-0.3410901522,1.806157538,-0.001362066825,-0.5317085162,-69.24122232,0.6216199143,0.2372071156
0.05733007867,-0.2642673677,1.673073982,-0.001180409704,-0.5491494141,-53.52501576,0.6570432646,0.1887959409
0.05762011495,-0.1835874664,1.523472082,-0.000985243379,-0.5622928371,-37.04782516,0.6878334378,0.1432291896
0.05791589348,-0.09972340204,1.357965383,-0.0007778752907,-0.5707272047,-19.94579762,0.7133455955,0.1011882935
0.05821852596,-0.01303246782,1.176578121,-0.0005588430282,-0.5740938898,-2.290255672,0.7330799098,0.06317492381
0.05852863643,0.07588884787,0.9797731777,-0.0003292569404,-0.5719970095,15.79902208,0.7464247709,0.02982425419
0.05884752054,0.1665116036,0.7678085447,-9.002326987e-05,-0.5640150586,34.2163503,0.7527658787,0.001770786474
0.05917722648,0.2583561665,0.5406664921,0.000158161027,-0.5496455196,52.86635211,0.7513797405,-0.02028804596
0.05952106982,0.3510499512,0.2977429105,0.0004150441943,-0.5282121875,71.67567481,0.7413566016,-0.03552079468
0.05988639218,0.4448549195,0.0360129753,0.0006824969374,-0.4985185799,90.70000737,0.7212391546,-0.04282074221
0.06029316839,0.5421174868,-0.2556902482,0.0009694470467,-0.4575559583,110.4181045,0.6876869268,-0.04007374827
0.06080993724,0.6523010509,-0.6194462582,0.001310404338,-0.3945820182,132.7532335,0.6289532077,-0.02015953478
0.06119634917,0.7232625074,-0.8811636708,0.001543149471,-0.3404363337,147.1424657,0.5741859077,0.006449861285
0.06159111178,0.7844077321,-1.134987721,0.001757312165,-0.2798211759,159.5515532,0.5094538339,0.04354507253
0.0619858744,0.8331263186,-1.371246471,0.001944355873,-0.2147961472,169.4556969,0.4369116477,0.0900863253
0.06238063701,0.8686500676,-1.586310826,0.002101398368,-0.1463814271,176.7029137,0.3576833055,0.1453546077
0.06273362515,0.8887771514,-1.757961624,0.002214438103,-0.08321091669,180.8417381,0.2821303762,0.2014706668
0.06308661329,0.8976469361,-1.907911996,0.002300173211,-0.01897790972,182.7168856,0.2031175208,0.2631916976
0.06339248297,0.8961368615,-2.018867133,0.002351555991,0.03691924827,182.4932991,0.1326106141,0.3206200031
0.06369835264,0.88609766,-2.1111181,0.002381170676,0.09248561911,180.5557501,0.06086584949,0.3811544373
0.06394566698,0.8718044164,-2.171444466,0.002388999119,0.1368151668,177.7482246,0.002421791076,0.4319885213
0.06419298131,0.8520801288,-2.218619081,0.002382369009,0.1803150149,173.8495336,-0.0560217021,0.4841796391
0.06444029565,0.827044631,-2.252358093,0.002361313974,0.2227181422,168.883738,-0.1141595565,0.5374118849
0.06468812626,0.7967820523,-2.272485156,0.002325874812,0.263848374,162.8677954,-0.1716892127,0.5914762237
0.06493601205,0.7615160451,-2.278794571,0.002276285421,0.3033710502,155.8463655,-0.2282139919,0.6459460732
0.0651873933,0.7208712475,-2.271036663,0.002211856576,0.3415497907,147.7446923,-0.2841128406,0.7012461084
0.06543991438,0.6753505278,-2.248940404,0.002133208278,0.3777310791,138.6628943,-0.3384706283,0.756512814
0.06569726103,0.6244220145,-2.211817789,0.002039204841,0.4121261998,128.4946358,-0.3916899792,0.8121822257
0.06595755053,0.5685936643,-2.159521445,0.001930527672,0.4441385847,117.3409904,-0.4428934249,0.8674471426
0.06622230635,0.507741873,-2.091471508,0.001806704419,0.4736123528,105.1768692,-0.4919484735,0.9222054709
0.06649173758,0.4420444865,-2.007322463,0.001667821795,0.5001963736,92.03729172,-0.5383664101,0.9760344937
0.06676535916,0.37192037,-1.907102387,0.001514510321,0.5234746956,78.00541998,-0.5815579048,1.028347513
0.06704458296,0.2973659442,-1.790260128,0.001346482547,0.5431848104,63.07978653,-0.6212049153,1.078886789
0.06732847312,0.2190604708,-1.657298107,0.001164983625,0.5588769204,47.39548837,-0.6566072958,1.126925352
0.06761843802,0.1371254842,-1.507839487,0.0009699943139,0.5702475196,30.97581566,-0.6873808649,1.172113654
0.06791415514,0.05224194749,-1.342484647,0.0007628046509,0.576896103,13.95597174,-0.7128836363,1.213774647
0.0682167093,-0.03521614793,-1.161272004,0.0005439696377,0.5784655661,-3.590546707,-0.7326138913,1.251401925
0.06852674475,-0.1246458561,-0.9646513983,0.0003145832318,0.5745662968,-21.54458085,-0.7459621054,1.284362652
0.06884553272,-0.2154985578,-0.7528952714,7.556772611e-05,0.5647806209,-39.7981936,-0.7523136864,1.312018895
0.06917513287,-0.3072821931,-0.5259774674,-0.0001723908364,0.5486070811,-58.25531154,-0.7509468034,1.3336729
0.06951882761,-0.3995928712,-0.2833158181,-0.0004290191152,0.5253690924,-76.83842065,-0.740954097,1.348489069
0.06988394052,-0.4926485626,-0.02189787394,-0.0006961797216,0.4938553941,-95.59687507,-0.7208836167,1.355355283
0.07029023276,-0.5886457022,0.2692909255,-0.0009826616017,0.451018555,-114.9835978,-0.6874231015,1.352144322
0.07081024351,-0.6974566157,0.6351028669,-0.001325539799,0.3853492284,-137.0220418,-0.6283420677,1.331458344
0.07119641541,-0.7664312404,0.8964538051,-0.001557907686,0.3296582144,-151.048788,-0.5735937595,1.304346552
0.07159177556,-0.825373101,1.15043497,-0.001772138506,0.2674773754,-163.0977704,-0.5087484038,1.266660748
0.0719871357,-0.8715741375,1.386784473,-0.001959161262,0.2010264595,-172.6215443,-0.4360755016,1.219502381
0.07238249584,-0.9042935881,1.601859363,-0.002116083319,0.1313346388,-179.471008,-0.3567058568,1.16359409
0.07273552047,-0.9216777874,1.773215268,-0.002228785184,0.06724586899,-183.2382336,-0.2811292482,1.106973907
0.0730885451,-0.927653539,1.922854493,-0.002314172834,0.002226224651,-184.7390879,-0.2021008201,1.044752308
0.07339419199,-0.9235385342,2.033444173,-0.002365215153,-0.05419878076,-184.1920489,-0.1316461754,0.9869430651
0.07369983888,-0.9108278617,2.125352549,-0.002394522515,-0.1101949806,-181.9352394,-0.05996135097,0.9260358661
0.0739466454,-0.894361554,2.185350047,-0.002402127621,-0.1547430638,-178.8784038,-0.001647545471,0.8749743711
0.07419345191,-0.8724523162,2.232249898,-0.002395336507,-0.1984025003,-174.7376381,0.05666218698,0.8225630229
0.07444025843,-0.8452268642,2.265770619,-0.002374183122,-0.2409086727,-169.5375538,0.1146666225,0.7691158034
0.07468774604,-0.8127478121,2.285746044,-0.002338679181,-0.2821150548,-163.290591,0.1721020471,0.714802759
0.07493530339,-0.7752636072,2.291944634,-0.00228906437,-0.3216621325,-156.0450112,0.2285379938,0.6600818621
0.07518648807,-0.7323517343,2.284106631,-0.002224611574,-0.3598326038,-147.7190884,0.2843810302,0.6044966511
0.07543881828,-0.6845607818,2.261954474,-0.00214596173,-0.3959523986,-138.419105,0.3386863779,0.5489407127
0.07569602821,-0.6313213658,2.224789891,-0.002051957619,-0.430238486,-128.0340027,0.3918684716,0.4929619057
0.07595621961,-0.5731667848,2.172460296,-0.001943278481,-0.4620910703,-116.6673906,0.4430452238,0.4373730801
0.07622087449,-0.5099759183,2.104390575,-0.001819465564,-0.4913476137,-104.2953079,0.4920760585,0.3822828893
0.07649025013,-0.4419208451,2.020218915,-0.001680578995,-0.5176608967,-90.95102914,0.5384812446,0.3281037151
0.07676380465,-0.3694473111,1.919987934,-0.00152727542,-0.540609114,-76.72162621,0.5816605627,0.2754343563
0.07704298397,-0.2925399911,1.803132415,-0.001359246568,-0.559930589,-61.60371425,0.6213021652,0.2245239873
0.07732683244,-0.2119013976,1.670160569,-0.001177747131,-0.5751749674,-45.73499784,0.6567018976,0.1761046458
0.07761675318,-0.1276538071,1.520697123,-0.000982760137,-0.5860365837,-29.13912673,0.6874756567,0.1305246902
0.07791243965,-0.04048778187,1.355332703,-0.0007755633738,-0.5921162842,-11.95163192,0.7129824767,0.08845922127
0.07821494613,0.04920958037,1.174121956,-0.0005567321585,-0.5930550973,5.751735154,0.7327184645,0.05041731162
0.07852494761,0.1408354307,0.9774954362,-0.0003273370778,-0.5884631184,23.85273957,0.746076028,0.01702691992
0.0788436765,0.2338235424,0.765749305,-8.832777504e-05,-0.5779217832,42.24048058,0.7524394163,-0.01107197402
0.07917322158,0.3276867089,0.538837192,0.0001596332696,-0.560925477,60.81994055,0.7510880183,-0.03318770756
0.07951681802,0.4220073328,0.2962080989,0.000416240117,-0.5367939751,79.51039198,0.7411162275,-0.04848745572
0.07988179228,0.517019296,0.03484507382,0.0006833636321,-0.5042995525,98.36135685,0.7210753263,-0.05587265436
0.08028771426,0.6149324936,-0.2561378382,0.0009696740038,-0.4603646683,117.8178669,0.6876759001,-0.05325169478
0.08081077323,0.7265706067,-0.6241525197,0.00131461048,-0.3927731345,140.0519631,0.6282391203,-0.03315163918
0.08119677317,0.7968309113,-0.8853887546,0.001546832116,-0.3359351478,154.0866312,0.5734758566,-0.006535849709
0.08159273478,0.8569704933,-1.139731329,0.001761314611,-0.2724543092,166.1432011,0.5084885501,0.03071575212
0.08198869639,0.9040917257,-1.376366745,0.001948487726,-0.2047000627,175.6434636,0.4356540444,0.07746730341
0.082384658,0.9374534816,-1.591636984,0.002105447631,-0.1337153588,182.4388941,0.3561105093,0.1329923693
0.08273776682,0.9551631596,-1.762874269,0.002217954695,-0.06857632331,186.1295788,0.2804704823,0.1892107438
0.08309087563,0.9612787396,-1.912363437,0.002303119936,-0.002536207233,187.5371555,0.2013851644,0.2510285954
0.08339637123,0.9571455351,-2.02272437,0.002353919462,0.05470179539,186.8978586,0.1309393876,0.3084426144
0.08367127942,0.9459751869,-2.106097054,0.002381074722,0.1058322842,184.8534283,0.06648598134,0.36276612
0.08391538634,0.9302030772,-2.166946233,0.002390269763,0.150615709,181.8833295,0.008819636652,0.4127740316
0.08415949325,0.909016829,-2.215019911,0.002385378181,0.1945432726,177.8446193,-0.04888237286,0.4641407943
0.08440360017,0.8825373679,-2.250035718,0.002366425772,0.237356845,172.7606656,-0.1063223203,0.5165635386
0.08464969859,0.8506380965,-2.271909692,0.002333197982,0.2791366076,166.607147,-0.1635776204,0.570169174
0.08489579701,0.8137003427,-2.28017154,0.002285992788,0.3192786397,159.4576791,-0.2198652226,0.6242127316
0.08514542836,0.7713076856,-2.274594732,0.002224116381,0.358077441,151.2315857,-0.2756208954,0.6791470998
0.08539681984,0.7238628622,-2.254807554,0.002147947314,0.3949554603,142.0068191,-0.3300466608,0.734244366
0.08565252346,0.6710114911,-2.220219712,0.002056695021,0.4299700712,131.7142867,-0.383306404,0.789701081
0.08591180422,0.613035214,-2.170484211,0.001950579815,0.4626735084,120.408569,-0.434776134,0.844964615
0.08617527704,0.5499880522,-2.10515773,0.001829458033,0.4927936686,108.1000265,-0.48412832,0.8997453615
0.08644355785,0.4819488009,-2.023783854,0.001693211287,0.5200274722,94.8038546,-0.5309730542,0.9537134115
0.08671618259,0.4093272508,-1.92632894,0.001542401282,0.5439518983,80.6000113,-0.5747104138,1.006288487
0.08699415168,0.3322141291,-1.812378461,0.001376949123,0.5642714082,65.506155,-0.6149704205,1.05714308
0.08727710185,0.2511365536,-1.682153431,0.001197709579,0.5805704981,49.62540486,-0.6511320526,1.105656959
0.08756576696,0.1663921141,-1.535562779,0.00100505843,0.5925066539,33.01603614,-0.6827288326,1.151373424
0.08786040279,0.07849498336,-1.372877622,0.0007998580749,0.599700287,15.77881988,-0.7091877684,1.193712449
0.08816154425,-0.01203096888,-1.19440521,0.0005830035878,0.601779167,-1.9834927,-0.7299583852,1.232097263
0.08847017506,-0.104693941,-1.000361278,0.0003552989264,0.5983573582,-20.17439852,-0.744468073,1.26595049
0.08878717803,-0.1988481146,-0.7912218296,0.0001178962624,0.5890233699,-38.66713447,-0.752092129,1.294607824
0.08911467382,-0.2940539487,-0.5668790718,-0.0001286355067,0.5732829355,-57.37545691,-0.7521394948,1.317406589
0.08945532509,-0.3897920999,-0.3271207762,-0.0003836668529,0.550510552,-76.19753413,-0.743750469,1.333523324
0.08981584701,-0.4862641864,-0.06927389296,-0.000648817418,0.5195862865,-95.17353781,-0.725604985,1.341939116
0.09021139156,-0.5849368733,0.2146198232,-0.0009301382867,0.4780471693,-114.5933253,-0.6950111403,1.340825589
0.09083607006,-0.7219484567,0.6547375659,-0.001343791343,0.397777759,-141.5809457,-0.6250544157,1.317114621
0.09121741485,-0.7923272676,0.9122326375,-0.001572028025,0.3410732446,-155.4575907,-0.5704471983,1.289752691
0.09163366224,-0.8562151827,1.178356422,-0.001795421886,0.2736443407,-168.0676451,-0.5014395336,1.249258733
0.09204990964,-0.9055520774,1.424475421,-0.001988284768,0.2015543402,-177.821406,-0.4238438252,1.198343504
0.09246615703,-0.9394973006,1.646385608,-0.002147307283,0.1260286541,-184.5519448,-0.3390948652,1.137871859
0.09282227212,-0.9558769163,1.814147741,-0.002254425493,0.05965571542,-187.8218675,-0.2618958186,1.07932342
0.09317838722,-0.9603574492,1.959311708,-0.00233344891,-0.007465934117,-188.752373,-0.1814053356,1.0152595
0.09347945824,-0.9548167414,2.063057016,-0.002377584219,-0.0641781734,-187.7043507,-0.1115866533,0.9573840404
0.09374792443,-0.9427044202,2.140087918,-0.002399079738,-0.1142852167,-185.358935,-0.04843297764,0.9033502662
0.09398115946,-0.926759849,2.194715027,-0.002403943347,-0.1571744998,-182.2544206,0.00673148302,0.8548598733
0.0942143945,-0.9058624462,2.237599713,-0.002395946302,-0.1992256479,-178.1750846,0.06182027107,0.8052028059
0.09444762953,-0.8801236888,2.268512689,-0.002375126725,-0.2402137336,-173.1426716,0.1166325023,0.7546447482
0.09468667485,-0.8488638678,2.287598805,-0.002340596904,-0.280890422,-167.024047,0.1721209494,0.7021753338
0.09492572016,-0.8128382059,2.29382703,-0.002292914175,-0.3199915625,-159.9668361,0.2266446057,0.6493385739
0.09517141258,-0.7710570594,2.286792941,-0.00223047476,-0.3583070772,-151.7769896,0.2813721695,0.5949621383
0.09541877014,-0.7243734574,2.265994738,-0.002154235739,-0.394736204,-142.6215255,0.3347461593,0.540468985
0.09567162885,-0.6721526025,2.230640212,-0.00206290773,-0.4295221818,-132.3758186,0.3872436429,0.4853657731
0.09592901009,-0.614663115,2.180249109,-0.001956627967,-0.4621588954,-121.0924121,0.4381570525,0.4302572698
0.09619043646,-0.5521763367,2.114527406,-0.001835638746,-0.4922289172,-108.8244666,0.4869380245,0.3756622902
0.09645772953,-0.4844566839,2.03264202,-0.001699190006,-0.5195556116,-95.52564133,0.5334279842,0.3216598331
0.09672920462,-0.4121987379,1.934863317,-0.001548401946,-0.5435763895,-81.33228364,0.5767819454,0.269081048
0.09700645324,-0.3353268941,1.820542643,-0.001382846016,-0.5640449439,-66.22952251,0.6167434425,0.2181374929
0.09728896419,-0.2543943013,1.6899104,-0.001203421083,-0.580519834,-50.32603484,0.6526400812,0.1694845788
0.09757706368,-0.1698100911,1.543053585,-0.001010752769,-0.592632327,-33.70225679,0.683963838,0.1236484994
0.09787167004,-0.08188823813,1.379881146,-0.0008052418566,-0.6000207388,-16.41996168,0.7101974841,0.08111027783
0.09817244394,0.008589965795,1.20117459,-0.0005883872689,-0.6022861491,1.367174916,0.7307120837,0.04257495693
0.09848126435,0.101402784,1.006611164,-0.0003603453493,-0.5990436671,19.61542796,0.7449890644,0.008509138225
0.09879813045,0.1956395526,0.7972174091,-0.0001229209857,-0.5898848491,38.14558028,0.7523565803,-0.02032110358
0.09912601302,0.2911115535,0.5723257625,0.0001239455547,-0.5742858389,56.92031581,0.7521369275,-0.04332632753
0.0994668447,0.3870835226,0.3322258495,0.0003790620285,-0.5516474726,75.79479305,0.7434595223,-0.05962408047
0.09982825477,0.484004723,0.0736123482,0.0006446976575,-0.5207766965,94.85705999,0.7249582962,-0.06822480885
0.1002251969,0.5832596412,-0.2112998663,0.0009266645242,-0.4791955748,114.3790145,0.6938941306,-0.06725410349
0.1008989558,0.7303394223,-0.6848382374,0.001369876275,-0.3920613782,143.3070317,0.6167667646,-0.04078612054
0.1012335267,0.7916714436,-0.909796882,0.001568288317,-0.3420512921,155.3687848,0.5681314988,-0.0163383302
0.1016399805,0.8544221631,-1.169257571,0.001785733762,-0.276304311,167.7073784,0.5004548606,0.02296986776
0.1019775278,0.8960478592,-1.370356117,0.001944293154,-0.2182599099,175.8895015,0.4380757032,0.06319159599
0.1023266962,0.9285617473,-1.562080107,0.002085219843,-0.1556670723,182.2768298,0.3683678,0.1115206171
0.1026758645,0.9499705782,-1.734953151,0.002201019336,-0.09122396634,186.4770499,0.2942057555,0.1661081462
0.1030250329,0.9600205279,-1.886896557,0.002290278717,-0.02570381415,188.4398869,0.2165601199,0.2262953507
0.103333698,0.9593485324,-2.002318551,0.002346228735,0.03248377513,188.2925215,0.1456723937,0.2835840099
0.1036423631,0.9497146398,-2.098869379,0.002380074242,0.09035313347,186.379537,0.07345849222,0.3441418614
0.1038970453,0.9350806712,-2.163676787,0.002391128205,0.1374770478,183.4839729,0.01329845876,0.3961662975
0.1041517275,0.9145014507,-2.214601193,0.00238684292,0.1837138616,179.4169259,-0.04693037338,0.4496943645
0.1044064097,0.8881095573,-2.251317015,0.002367248639,0.2287683788,174.204444,-0.1068652351,0.5043825481
0.1046610919,0.8560746794,-2.273589323,0.002332467693,0.2723529734,167.879897,-0.1661194242,0.5598799115
0.1049157741,0.8186025278,-2.281275505,0.002282724888,0.3141894286,160.4837615,-0.2243015491,0.6158303409
0.105170803,0.7758720084,-2.274307168,0.002218240033,0.3540634359,152.0512225,-0.2811356606,0.6719510238
0.1054279611,0.7277873164,-2.252466822,0.002138767961,0.3919652447,142.5632705,-0.3366079573,0.7282691005
0.1056873267,0.6745252398,-2.215516363,0.002044444033,0.4275981347,132.0546984,-0.390336403,0.7844216385
0.1059504176,0.6159720107,-2.162975864,0.001934866879,0.4608398142,120.5029783,-0.4421880099,0.8403323265
0.1062167464,0.5524627148,-2.094706691,0.001810447493,0.4912825444,107.974141,-0.4915990124,0.8954660598
0.1064875629,0.4839705073,-2.010218626,0.001670904282,0.5187106613,94.46281577,-0.5383180547,0.9496200029
0.1067625481,0.4108941522,-1.909508865,0.001516805599,0.5427194167,80.0475961,-0.5817656236,1.00223631
0.1070424039,0.3334319275,-1.792351147,0.001348322807,0.5629960962,64.76752698,-0.6215299794,1.052926976
0.1073273399,0.2519746166,-1.658799594,0.001166040565,0.5791722717,48.699632,-0.6570789206,1.101172558
0.1076176654,0.1669609561,-1.509016955,0.0009706664536,0.5908847987,31.93039797,-0.6878889382,1.146439509
0.1079140827,0.07879406802,-1.343106281,0.0007628270907,0.5977769219,14.53929398,-0.7134430399,1.188214417
0.1082169278,-0.01192460624,-1.161534563,0.000543613085,0.5994716715,-3.355083158,-0.7331659508,1.225884946
0.1085274073,-0.1047492038,-0.9644363803,0.0003137282342,0.5955844343,-21.66481325,-0.7465003629,1.258892606
0.1088464593,-0.1990263999,-0.7523026371,7.434954292e-05,0.5856972995,-40.26103981,-0.7528094539,1.286563341
0.1091763791,-0.2943349359,-0.5249624105,-0.0001740042641,0.5692984423,-59.06066325,-0.7513860359,1.308222099
0.1095203081,-0.3902401882,-0.281937666,-0.0004309459226,0.5457096341,-77.97792316,-0.7413181852,1.323023725
0.1098858144,-0.4870699,-0.02004913847,-0.0006985096556,0.5136824355,-97.0773975,-0.7211460627,1.329862081
0.1102923459,-0.5870859909,0.2714876911,-0.0009852432232,0.4701481562,-116.8050962,-0.6875675575,1.326600289
0.1108088458,-0.7000311379,0.635041805,-0.001325956374,0.4039197029,-139.0822655,-0.6288181482,1.306049271
0.1111953559,-0.7725690011,0.8968006845,-0.001558700129,0.3473286004,-153.3887155,-0.5740072731,1.278950512
0.1115901378,-0.8348257517,1.150595661,-0.001772796318,0.2842691018,-165.6663334,-0.5092427179,1.241358214
0.1119849198,-0.8841782396,1.386809986,-0.001959759602,0.2168597003,-175.3975115,-0.4366690673,1.194317871
0.1123797018,-0.9198717431,1.601814945,-0.002116708159,0.1461364447,-182.4331488,-0.3574110851,1.138548335
0.1127326693,-0.9397694472,1.773382961,-0.002229642095,0.0809850318,-186.3522836,-0.2818411085,1.08198855
0.1130856367,-0.9480681065,1.923244128,-0.002315267379,0.01485332098,-187.9821071,-0.2028131732,1.019823062
0.1133914444,-0.9457995573,2.034102809,-0.002366546402,-0.04260769325,-187.5272408,-0.1323048752,0.9620174078
0.113697252,-0.9347701518,2.126259245,-0.002396061555,-0.09966486736,-185.3430261,-0.06056007184,0.9011055246
0.1139444061,-0.9195227447,2.186487212,-0.002403812628,-0.1451233322,-182.3274839,-0.002142667302,0.8499889964
0.1141915601,-0.8987116144,2.233577413,-0.002397121172,-0.1897003152,-178.2135669,0.05627377575,0.7975159536
0.1144387142,-0.872463027,2.267246604,-0.002376020763,-0.2331272863,-173.0261399,0.1143852497,0.744001659
0.1146864396,-0.8408571443,2.287321677,-0.002340542306,-0.2752379628,-166.7809589,0.171902318,0.6896416889
0.1149342294,-0.8041304022,2.293588083,-0.002290920511,-0.3156859699,-159.5246475,0.2284177922,0.6348725802
0.1151855553,-0.7618854838,2.285792175,-0.002226454431,-0.3547501547,-151.1786238,0.2843182693,0.5792577651
0.1154380268,-0.7146493361,2.26366031,-0.00214776924,-0.3917598355,-141.8469073,0.3386801,0.5236712993
0.1156953401,-0.6618665931,2.226500843,-0.002053722908,-0.4269365472,-131.4196908,0.3919087152,0.4676697868
0.1159556091,-0.6040627014,2.174164419,-0.00194499571,-0.4596732229,-120.0006826,0.4431252964,0.4120636267
0.1162203444,-0.5411099233,2.106071984,-0.001821118776,-0.4898128512,-107.5645416,0.4921948318,0.3569555361
0.1164897675,-0.4731861778,2.021873319,-0.001682171528,-0.5170018468,-94.14630311,0.5386308238,0.3027653887
0.1167633785,-0.4007239637,1.921599989,-0.001528791145,-0.5408175712,-79.83128366,0.5818408817,0.2500835939
0.1170425965,-0.3237123142,1.804697132,-0.001360684966,-0.5609967933,-64.61718378,0.6215083397,0.1991645515
0.1173264814,-0.2428474831,1.671668336,-0.00117910031,-0.5770836236,-48.64140995,0.6569319066,0.1507374187
0.1176164383,-0.1582478237,1.522137481,-0.0009840191053,-0.588772383,-31.9271894,0.6877271943,0.1051503333
0.1179121491,-0.0706055449,1.356702268,-0.0007767280987,-0.5956582378,-14.61111384,0.7132524031,0.06308015258
0.1182146892,0.01970191035,1.175405865,-0.0005577882781,-0.5973807471,3.232425244,0.7330051252,0.02503308361
0.1185247099,0.1120677882,0.978693516,-0.0003282879799,-0.593546408,21.48374283,0.7463763314,-0.008359905738
0.1188434697,0.2059383695,0.7668449981,-8.91578094e-05,-0.5837335166,40.03365266,0.7527512069,-0.03646156329
0.119173032,0.3008269062,0.5398309209,0.0001589204387,-0.5674352449,58.78623397,0.7514085992,-0.05857786975
0.1195166568,0.3963363294,0.2970828809,0.000415659712,-0.5439686577,77.6633474,0.7414426234,-0.07387756332
0.1198816452,0.4927250583,0.03560021515,0.0006829134858,-0.5121103453,96.7165348,0.7214052583,-0.08126083671
0.1202875847,0.5922970294,-0.255520835,0.0009693702812,-0.4687948969,116.4020549,0.6880060702,-0.07863644074
0.1208108615,0.7062792789,-0.623851753,0.001314616015,-0.4018360079,138.9419936,0.6285387493,-0.05851879219
0.1211968911,0.7783362187,-0.885225263,0.001546968665,-0.3453797664,153.195882,0.5737617133,-0.0318904806
0.1215929241,0.8403911783,-1.139729777,0.001761598334,-0.2821958269,165.4761773,0.5087499603,0.005380131485
0.1219889571,0.88947505,-1.376517018,0.001948903172,-0.2146499469,175.1956424,0.4358867274,0.05215423485
0.1223849901,0.9248292519,-1.591926309,0.0021059773,-0.1437873787,182.204145,0.3563112158,0.107704913
0.1227381447,0.9443264379,-1.763266755,0.002218565113,-0.07869022423,186.0783284,0.2806444115,0.1639452392
0.1230912992,0.9522294389,-1.912847975,0.002303797932,-0.01262823809,187.6626328,0.2015313189,0.2257860287
