time,spring.w_rel_ref,spring.w_rel_sim,spring.w_rel_relerr
1.2568,-1.717615112e-08,-1.628121316e-08,1.9935e-07
1.2576,-1.699990695e-08,-1.601491606e-08,2.1941e-07
1.2584,-1.682783622e-08,-1.575207376e-08,2.3963e-07
1.2592,-1.665992257e-08,-1.549265882e-08,2.60012e-07
1.26,-1.649614971e-08,-1.523664384e-08,2.80559e-07
1.2608,-1.633650143e-08,-1.498400148e-08,3.01274e-07
1.2616,-1.618096163e-08,-1.473470457e-08,3.22159e-07
1.2624,-1.602951428e-08,-1.448872589e-08,3.43216e-07
1.2632,-1.588214345e-08,-1.424603835e-08,3.64448e-07
1.264,-1.573883329e-08,-1.400661487e-08,3.85857e-07
1.2648,-1.559956803e-08,-1.377042835e-08,4.07447e-07
1.2656,-1.546433202e-08,-1.353745205e-08,4.29219e-07
1.2664,-1.533310966e-08,-1.330765909e-08,4.51176e-07
1.2672,-1.520588546e-08,-1.30810226e-08,4.7332e-07
1.268,-1.508264401e-08,-1.285751583e-08,4.95655e-07
1.2688,-1.496337e-08,-1.263711213e-08,5.18182e-07
1.2696,-1.484804818e-08,-1.241978498e-08,5.40904e-07
1.2704,-1.473666342e-08,-1.220550783e-08,5.63823e-07
1.2712,-1.462920066e-08,-1.199425403e-08,5.86943e-07
1.272,-1.452564493e-08,-1.17859974e-08,6.10266e-07
1.2728,-1.442598136e-08,-1.158071139e-08,6.33793e-07
1.2736,-1.433019514e-08,-1.137836991e-08,6.57529e-07
1.2744,-1.423827158e-08,-1.117894666e-08,6.81475e-07
1.2752,-1.412688715e-08,-1.098241542e-08,7.00442e-07
1.276,-1.399879444e-08,-1.078875e-08,7.15048e-07
1.2768,-1.387229441e-08,-1.059792476e-08,7.29377e-07
1.2776,-1.374733023e-08,-1.040991349e-08,7.43421e-07
1.2784,-1.362384507e-08,-1.022469009e-08,7.57173e-07
1.2792,-1.35017821e-08,-1.004222905e-08,7.70627e-07
1.28,-1.338108449e-08,-9.86250448e-09,7.83775e-07
1.2808,-1.326169539e-08,-9.685490743e-09,7.96612e-07
1.2816,-1.314355799e-08,-9.51116208e-09,8.09128e-07
1.2824,-1.302661544e-08,-9.339492957e-09,8.21319e-07
1.2832,-1.291081092e-08,-9.170457949e-09,8.33176e-07
1.284,-1.279608759e-08,-9.00403152e-09,8.44693e-07
1.2848,-1.268238862e-08,-8.840188248e-09,8.55863e-07
1.2856,-1.256965718e-08,-8.67890293e-09,8.66679e-07
1.2864,-1.245783644e-08,-8.520150141e-09,8.77133e-07
1.2872,-1.234686956e-08,-8.363905013e-09,8.87219e-07
1.288,-1.223669971e-08,-8.210142011e-09,8.96929e-07
1.2888,-1.212727006e-08,-8.058836154e-09,9.06257e-07
1.2896,-1.201852377e-08,-7.909962685e-09,9.15196e-07
1.2904,-1.191040402e-08,-7.763496401e-09,9.23738e-07
1.2912,-1.180285397e-08,-7.619412767e-09,9.31876e-07
1.292,-1.169581679e-08,-7.477686581e-09,9.39603e-07
1.2928,-1.158923565e-08,-7.338293417e-09,9.46912e-07
1.2936,-1.148305371e-08,-7.201208518e-09,9.53795e-07
1.2944,-1.137721415e-08,-7.066407015e-09,9.60247e-07
1.2952,-1.127166012e-08,-6.933864594e-09,9.66258e-07
1.296,-1.11663348e-08,-6.803556718e-09,9.71823e-07
1.2968,-1.106118136e-08,-6.675459074e-09,9.76934e-07
1.2976,-1.095614296e-08,-6.549547127e-09,9.81584e-07
1.2984,-1.085116277e-08,-6.425796673e-09,9.85765e-07
1.2992,-1.074618396e-08,-6.304183509e-09,9.8947e-07
1.3,-1.064114969e-08,-6.184683321e-09,9.92693e-07
1.3008,-1.053600314e-08,-6.06727224e-09,9.95425e-07
1.3016,-1.043068747e-08,-5.951926063e-09,9.97659e-07
1.3024,-1.032514585e-08,-5.838620809e-09,9.99388e-07
1.3032,-1.021932145e-08,-5.727332608e-09,1.00061e-06
1.304,-1.011315742e-08,-5.618037702e-09,1.0013e-06
1.3048,-1.000659696e-08,-5.510712109e-09,1.00147e-06
1.3056,-9.899583205e-09,-5.405332404e-09,1.00111e-06
1.3064,-9.792059343e-09,-5.301874717e-09,1.0002e-06
1.3072,-9.683968535e-09,-5.200315289e-09,9.98749e-07
1.308,-9.57525395e-09,-5.100631029e-09,9.96737e-07
1.3088,-9.465858754e-09,-5.002798287e-09,9.94162e-07
1.3096,-9.355726117e-09,-4.906793527e-09,9.91015e-07
1.3104,-9.244799204e-09,-4.812593546e-09,9.87289e-07
1.3112,-9.133021185e-09,-4.72017514e-09,9.82976e-07
1.312,-9.020335227e-09,-4.629514883e-09,9.7807e-07
1.3128,-8.906684496e-09,-4.540589904e-09,9.72562e-07
1.3136,-8.792012162e-09,-4.453376889e-09,9.66446e-07
1.3144,-8.676261392e-09,-4.367852968e-09,9.59712e-07
1.3152,-8.559375353e-09,-4.283995159e-09,9.52355e-07
1.316,-8.441297213e-09,-4.20178059e-09,9.44367e-07
1.3168,-8.321970139e-09,-4.121186503e-09,9.35739e-07
1.3176,-8.2013373e-09,-4.042190027e-09,9.26464e-07
1.3184,-8.079341862e-09,-3.964768513e-09,9.16535e-07
1.3192,-7.955926995e-09,-3.888899425e-09,9.05944e-07
1.32,-7.831035864e-09,-3.81455989e-09,8.94683e-07
1.3208,-7.704611638e-09,-3.741727927e-09,8.82746e-07
1.3216,-7.576597485e-09,-3.670380555e-09,8.70123e-07
1.3224,-7.446936573e-09,-3.60049579e-09,8.56808e-07
1.3232,-7.315572068e-09,-3.532051096e-09,8.42792e-07
1.324,-7.182447138e-09,-3.465024601e-09,8.28068e-07
1.3248,-7.047504952e-09,-3.399393544e-09,8.12629e-07
1.3256,-6.910688676e-09,-3.335136167e-09,7.96466e-07
1.3264,-6.771941479e-09,-3.272230487e-09,7.79572e-07
1.3272,-6.632266849e-09,-3.210654298e-09,7.62176e-07
1.328,-6.553318053e-09,-3.150385952e-09,7.58015e-07
1.3288,-6.475166172e-09,-3.091403356e-09,7.53744e-07
1.3296,-6.397797925e-09,-3.033684748e-09,7.49367e-07
1.3304,-6.321200028e-09,-2.97720848e-09,7.44885e-07
1.3312,-6.245359197e-09,-2.921952791e-09,7.403e-07
1.332,-6.17026215e-09,-2.867896254e-09,7.35613e-07
1.3328,-6.095895604e-09,-2.815017108e-09,7.30827e-07
1.3336,-6.022246275e-09,-2.763294149e-09,7.25942e-07
1.3344,-5.949300881e-09,-2.712705727e-09,7.20962e-07
1.3352,-5.877046139e-09,-2.663230636e-09,7.15888e-07
1.336,-5.805468764e-09,-2.61484745e-09,7.10722e-07
1.3368,-5.734555475e-09,-2.567534962e-09,7.05464e-07
1.3376,-5.664292989e-09,-2.521272302e-09,7.00118e-07
1.3384,-5.594668021e-09,-2.476038041e-09,6.94685e-07
1.3392,-5.52566729e-09,-2.43181153e-09,6.89167e-07
1.34,-5.457277512e-09,-2.388571452e-09,6.83565e-07
1.3408,-5.389485403e-09,-2.346297046e-09,6.7788e-07
1.3416,-5.322277682e-09,-2.304967439e-09,6.72116e-07
1.3424,-5.255641064e-09,-2.264561871e-09,6.66273e-07
1.3432,-5.189562267e-09,-2.225059803e-09,6.60353e-07
1.344,-5.124028007e-09,-2.186440473e-09,6.54357e-07
1.3448,-5.059025002e-09,-2.148683009e-09,6.48288e-07
1.3456,-4.994539969e-09,-2.11176765e-09,6.42147e-07
1.3464,-4.930559624e-09,-2.075673189e-09,6.35936e-07
1.3472,-4.867070684e-09,-2.040379643e-09,6.29655e-07
1.348,-4.804059867e-09,-2.005866473e-09,6.23307e-07
1.3488,-4.741513889e-09,-1.972113806e-09,6.16893e-07
1.3496,-4.679419467e-09,-1.939101102e-09,6.10415e-07
1.3504,-4.617763318e-09,-1.906808378e-09,6.03874e-07
1.3512,-4.556532159e-09,-1.875215427e-09,5.97272e-07
1.352,-4.495712707e-09,-1.844302266e-09,5.90611e-07
1.3528,-4.435291678e-09,-1.814049355e-09,5.8389e-07
1.3536,-4.375255791e-09,-1.784436376e-09,5.77114e-07
1.3544,-4.315591761e-09,-1.755443568e-09,5.70282e-07
1.3552,-4.256286306e-09,-1.727051502e-09,5.63396e-07
1.356,-4.197326142e-09,-1.699240193e-09,5.56457e-07
1.3568,-4.138697987e-09,-1.671990213e-09,5.49467e-07
1.3576,-4.080388557e-09,-1.6452818e-09,5.42428e-07
1.3584,-4.022384569e-09,-1.619095524e-09,5.35341e-07
1.3592,-3.96467274e-09,-1.59341218e-09,5.28206e-07
1.36,-3.907239788e-09,-1.568212449e-09,5.21026e-07
1.3608,-3.850072429e-09,-1.54347668e-09,5.13802e-07
1.3616,-3.79315738e-09,-1.519185888e-09,5.06535e-07
1.3624,-3.736481357e-09,-1.495320978e-09,4.99226e-07
1.3632,-3.680031079e-09,-1.471862521e-09,4.91877e-07
1.364,-3.623793261e-09,-1.448791864e-09,4.84489e-07
1.3648,-3.567754621e-09,-1.42608958e-09,4.77063e-07
1.3656,-3.511901876e-09,-1.403737349e-09,4.69601e-07
1.3664,-3.456221742e-09,-1.381715964e-09,4.62103e-07
1.3672,-3.400700936e-09,-1.360006663e-09,4.54571e-07
1.368,-3.345326176e-09,-1.338590905e-09,4.47007e-07
1.3688,-3.290084179e-09,-1.317449816e-09,4.39411e-07
1.3696,-3.23496166e-09,-1.296564967e-09,4.31784e-07
1.3704,-3.179945338e-09,-1.275917816e-09,4.24128e-07
1.3712,-3.125021929e-09,-1.255489712e-09,4.16445e-07
1.372,-3.07017815e-09,-1.23526267e-09,4.08734e-07
1.3728,-3.015400717e-09,-1.215217926e-09,4.00997e-07
1.3736,-2.960676349e-09,-1.195337385e-09,3.93235e-07
1.3744,-2.905991761e-09,-1.175603059e-09,3.8545e-07
1.3752,-2.851333672e-09,-1.15599641e-09,3.77642e-07
1.376,-2.796688796e-09,-1.136499783e-09,3.69813e-07
1.3768,-2.742043853e-09,-1.11709475e-09,3.61963e-07
1.3776,-2.687385558e-09,-1.097763769e-09,3.54094e-07
1.3784,-2.632700628e-09,-1.078488743e-09,3.46206e-07
1.3792,-2.577975781e-09,-1.059251908e-09,3.38301e-07
1.38,-2.529517855e-09,-1.040035391e-09,3.31787e-07
1.3808,-2.488257802e-09,-1.020821649e-09,3.26876e-07
1.3816,-2.447526342e-09,-1.00159292e-09,3.22087e-07
1.3824,-2.407319268e-09,-9.818470481e-10,3.17529e-07
1.3832,-2.367632376e-09,-9.563121406e-10,3.14376e-07
1.384,-2.32846146e-09,-9.312595139e-10,3.11231e-07
1.3848,-2.289802315e-09,-9.066825069e-10,3.08095e-07
1.3856,-2.251650736e-09,-8.825741249e-10,3.04966e-07
1.3864,-2.214002516e-09,-8.589281508e-10,3.01847e-07
1.3872,-2.176853451e-09,-8.357374792e-10,2.98738e-07
1.388,-2.140199336e-09,-8.129957818e-10,2.95639e-07
1.3888,-2.104035964e-09,-7.906965083e-10,2.92551e-07
1.3896,-2.068359131e-09,-7.688334414e-10,2.89474e-07
1.3904,-2.03316463e-09,-7.473996977e-10,2.86408e-07
1.3912,-1.998448258e-09,-7.263892821e-10,2.83355e-07
1.392,-1.964205808e-09,-7.057958662e-10,2.80315e-07
1.3928,-1.930433074e-09,-6.856130108e-10,2.77288e-07
1.3936,-1.897125853e-09,-6.658347207e-10,2.74274e-07
1.3944,-1.864279937e-09,-6.464548896e-10,2.71275e-07
1.3952,-1.831891122e-09,-6.274673003e-10,2.68289e-07
1.396,-1.799955203e-09,-6.088661797e-10,2.65319e-07
1.3968,-1.768467973e-09,-5.906450884e-10,2.62364e-07
1.3976,-1.737425228e-09,-5.727985863e-10,2.59424e-07
1.3984,-1.706822763e-09,-5.553206783e-10,2.56501e-07
1.3992,-1.676656371e-09,-5.382053692e-10,2.53594e-07
1.4,-1.646921847e-09,-5.214471077e-10,2.50703e-07
1.4008,-1.617614987e-09,-5.050402319e-10,2.4783e-07
1.4016,-1.588731584e-09,-4.889789684e-10,2.44974e-07
1.4024,-1.560267434e-09,-4.732579884e-10,2.42135e-07
1.4032,-1.53221833e-09,-4.578714075e-10,2.39314e-07
1.404,-1.504580068e-09,-4.428138967e-10,2.36512e-07
1.4048,-1.477348442e-09,-4.280800159e-10,2.33728e-07
1.4056,-1.450519246e-09,-4.136645471e-10,2.30963e-07
1.4064,-1.424088276e-09,-3.995620501e-10,2.28217e-07
1.4072,-1.398051326e-09,-3.85767307e-10,2.2549e-07
1.408,-1.37240419e-09,-3.722752107e-10,2.22782e-07
1.4088,-1.347142664e-09,-3.59080321e-10,2.20094e-07
1.4096,-1.322262541e-09,-3.461778642e-10,2.17426e-07
1.4104,-1.297759616e-09,-3.33562622e-10,2.14778e-07
1.4112,-1.273629685e-09,-3.212297095e-10,2.1215e-07
1.412,-1.249868541e-09,-3.091740197e-10,2.09543e-07
1.4128,-1.226471979e-09,-2.973911117e-10,2.06956e-07
1.4136,-1.203435795e-09,-2.858756565e-10,2.0439e-07
1.4144,-1.180755781e-09,-2.746233241e-10,2.01844e-07
1.4152,-1.158427734e-09,-2.636290075e-10,1.99319e-07
1.416,-1.136447447e-09,-2.528881549e-10,1.96816e-07
1.4168,-1.114810715e-09,-2.423964363e-10,1.94333e-07
1.4176,-1.093513333e-09,-2.321491888e-10,1.91872e-07
1.4184,-1.072551096e-09,-2.221415274e-10,1.89432e-07
1.4192,-1.051919798e-09,-2.123697884e-10,1.87013e-07
1.42,-1.031615233e-09,-2.028289758e-10,1.84615e-07
1.4208,-1.011633197e-09,-1.935148708e-10,1.82239e-07
1.4216,-9.91969484e-10,-1.844233655e-10,1.79884e-07
1.4224,-9.726198882e-10,-1.7555013e-10,1.7755e-07
1.4232,-9.535802046e-10,-1.668909455e-10,1.75238e-07
1.424,-9.348462277e-10,-1.584418152e-10,1.72947e-07
1.4248,-9.164137521e-10,-1.501988534e-10,1.70677e-07
1.4256,-8.982785725e-10,-1.42157619e-10,1.68428e-07
1.4264,-8.804364835e-10,-1.343145595e-10,1.66201e-07
1.4272,-8.628832797e-10,-1.266655669e-10,1.63995e-07
1.428,-8.456147556e-10,-1.192069776e-10,1.6181e-07
1.4288,-8.28626706e-10,-1.119346837e-10,1.59646e-07
1.4296,-8.119149253e-10,-1.048454656e-10,1.57502e-07
1.4304,-7.954752083e-10,-9.793521549e-11,1.55379e-07
1.4312,-7.793033496e-10,-9.120060263e-11,1.53277e-07
1.432,-7.633951437e-10,-8.463785228e-11,1.51195e-07
1.4328,-7.486888295e-10,-7.824385584e-11,1.49344e-07
1.4336,-7.343367002e-10,-7.201450547e-11,1.47534e-07
1.4344,-7.202816152e-10,-6.594702562e-11,1.45755e-07
1.4352,-7.065200507e-10,-6.003775255e-11,1.44006e-07
1.436,-6.930484834e-10,-5.428346661e-11,1.42287e-07
1.4368,-6.798633894e-10,-4.868083714e-11,1.40598e-07
1.4376,-6.669612453e-10,-4.322686653e-11,1.38939e-07
1.4384,-6.543385274e-10,-3.791833514e-11,1.3731e-07
1.4392,-6.419917121e-10,-3.275224536e-11,1.3571e-07
1.44,-6.299172758e-10,-2.772548857e-11,1.3414e-07
1.4408,-6.18111695e-10,-2.283517819e-11,1.326e-07
1.4416,-6.06571446e-10,-1.807831662e-11,1.31089e-07
1.4424,-5.952930051e-10,-1.345223932e-11,1.29607e-07
1.4432,-5.842728489e-10,-8.953948694e-12,1.28154e-07
1.444,-5.735074537e-10,-4.5807802e-12,1.2673e-07
1.4448,-5.629932959e-10,-3.300693052e-13,1.25335e-07
1.4456,-5.527268518e-10,3.800737503e-12,1.23968e-07
1.4464,-5.42704598e-10,7.814415781e-12,1.2263e-07
1.4472,-5.329230107e-10,1.171340802e-11,1.2132e-07
1.448,-5.233785664e-10,1.550004569e-11,1.20037e-07
1.4488,-5.140677415e-10,1.91768823e-11,1.18782e-07
1.4496,-5.049870124e-10,2.274613831e-11,1.17554e-07
1.4504,-4.961328554e-10,2.621036721e-11,1.16354e-07
1.4512,-4.87501747e-10,2.957167844e-11,1.1518e-07
1.452,-4.790901636e-10,3.28320704e-11,1.14032e-07
1.4528,-4.708945815e-10,3.599387455e-11,1.12911e-07
1.4536,-4.629114772e-10,3.905931134e-11,1.11816e-07
1.4544,-4.55137327e-10,4.203015713e-11,1.10746e-07
1.4552,-4.475686073e-10,4.490852135e-11,1.09701e-07
1.456,-4.402017946e-10,4.769618034e-11,1.08681e-07
1.4568,-4.330333653e-10,5.039524353e-11,1.07685e-07
1.4576,-4.260597957e-10,5.300726524e-11,1.06714e-07
1.4584,-4.192775622e-10,5.553413285e-11,1.05766e-07
1.4592,-4.126831412e-10,5.79776227e-11,1.04841e-07
1.46,-4.062730092e-10,6.03391781e-11,1.03939e-07
1.4608,-4.000436424e-10,6.262046437e-11,1.0306e-07
1.4616,-3.939915174e-10,6.482336889e-11,1.02203e-07
1.4624,-3.881131105e-10,6.694877985e-11,1.01367e-07
1.4632,-3.824048981e-10,6.899858462e-11,1.00552e-07
1.464,-3.768633566e-10,7.097367138e-11,9.97572e-08
1.4648,-3.714849625e-10,7.287592751e-11,9.89829e-08
1.4656,-3.66266192e-10,7.470635222e-11,9.82281e-08
1.4664,-3.612035216e-10,7.646605571e-11,9.74924e-08
1.4672,-3.562934277e-10,7.815625924e-11,9.67751e-08
1.468,-3.515323866e-10,7.977818406e-11,9.60759e-08
1.4688,-3.469168749e-10,8.133271834e-11,9.5394e-08
1.4696,-3.424433688e-10,8.28209723e-11,9.47291e-08
1.4704,-3.381083448e-10,8.424383413e-11,9.40804e-08
1.4712,-3.339082793e-10,8.560208098e-11,9.34473e-08
1.472,-3.298396486e-10,8.6886498e-11,9.28271e-08
1.4728,-3.258989292e-10,8.811040786e-11,9.2222e-08
1.4736,-3.220825975e-10,8.927769635e-11,9.16319e-08
1.4744,-3.183871298e-10,9.038958471e-11,9.10564e-08
1.4752,-3.148090025e-10,9.144729418e-11,9.04949e-08
1.476,-3.113446921e-10,9.245249011e-11,8.99472e-08
1.4768,-3.07990675e-10,9.34057276e-11,8.94124e-08
1.4776,-3.047434275e-10,9.430878301e-11,8.88902e-08
1.4784,-3.01599426e-10,9.516254451e-11,8.83801e-08
1.4792,-2.985551469e-10,9.596834438e-11,8.78814e-08
1.48,-2.956070667e-10,9.672740386e-11,8.73938e-08
1.4808,-2.927516617e-10,9.74409442e-11,8.69167e-08
1.4816,-2.899854083e-10,9.810974255e-11,8.64495e-08
1.4824,-2.87304783e-10,9.87352422e-11,8.59917e-08
1.4832,-2.84706262e-10,9.931844236e-11,8.55428e-08
1.484,-2.821863219e-10,9.986034222e-11,8.51022e-08
1.4848,-2.797414389e-10,1.00362163e-10,8.46693e-08
1.4856,-2.773680896e-10,1.00824904e-10,8.42438e-08
1.4864,-2.750627502e-10,1.012494533e-10,8.38248e-08
1.4872,-2.728218973e-10,1.016369211e-10,8.3412e-08
1.488,-2.706420071e-10,1.019883067e-10,8.30046e-08
1.4888,-2.685195561e-10,1.023046092e-10,8.26023e-08
1.4896,-2.664510207e-10,1.025866059e-10,8.22044e-08
1.4904,-2.644328773e-10,1.028354069e-10,8.18102e-08
1.4912,-2.624616023e-10,1.030520114e-10,8.14194e-08
1.492,-2.60533672e-10,1.032369745e-10,8.10311e-08
1.4928,-2.586455629e-10,1.033915176e-10,8.0645e-08
1.4936,-2.567937513e-10,1.035161956e-10,8.02602e-08
1.4944,-2.549747137e-10,1.036121189e-10,7.98764e-08
1.4952,-2.531849265e-10,1.036800645e-10,7.94929e-08
1.496,-2.51420866e-10,3.713822302e-06,0.000827322
1.4968,-2.496790086e-10,-3.741820707e-07,8.32947e-05
1.4976,-2.479558308e-10,-9.835396299e-06,0.00219081
1.4984,-2.46247809e-10,-1.736261622e-05,0.00386753
1.4992,-2.445514194e-10,-1.442565464e-05,0.00321331
1.5,-2.428631386e-10,8.728658718e-06,0.00194439
1.5,-2.428631386e-10,8.728658718e-06,0.00194439
1.5008,2.985764516e-05,6.307647715e-05,0.00739961
1.5016,0.0001123974858,0.0001603008745,0.0106706
1.5024,0.000237591348,0.0002970710889,0.0132493
1.5032,0.0003964564151,0.0004648563749,0.0152363
1.504,0.0005813055833,0.0006563501366,0.0167164
1.5048,0.0007855538573,0.0008655990782,0.0178303
1.5056,0.001003498674,0.001086441513,0.0184758
1.5064,0.001230239561,0.001314194085,0.0187012
1.5072,0.001461589833,0.001545363253,0.0186608
1.508,0.001694006637,0.001776817991,0.0184465
1.5088,0.00192452045,0.00200578979,0.018103
1.5096,0.002150665734,0.002229872654,0.0176436
1.5104,0.002370415241,0.002447023106,0.0170647
1.5112,0.002582108704,0.002655560181,0.0163616
1.512,0.00278445045,0.002854165433,0.0155292
1.5128,0.002976405204,0.003041882931,0.0145854
1.5136,0.003157220039,0.003218119258,0.0135655
1.5144,0.003326337963,0.003382703966,0.0125557
1.5152,0.003483415142,0.003535408367,0.0115817
1.516,0.003628260123,0.003675742477,0.0105769
1.5168,0.003760825871,0.003803823041,0.00957776
1.5176,0.003881181491,0.00391981183,0.00860504
1.5184,0.003989491841,0.004023915635,0.00766802
1.5192,0.004086003352,0.004116386273,0.0067679
1.52,0.004171024157,0.00419752058,0.00590217
1.5208,0.004244919958,0.004267660419,0.00506551
1.5216,0.004308090226,0.004327192671,0.00425513
1.5224,0.004360976116,0.004376549244,0.00346897
1.5232,0.004404031789,0.004416207067,0.00271208
1.524,0.004437738381,0.004446688092,0.00199358
1.5248,0.004462577161,0.004468565195,0.00133385
1.5256,0.004479042271,0.004482212702,0.000706224
1.5264,0.00448761981,0.004488135659,0.000114907
1.5272,0.004488798465,0.004486832194,0.000437994
1.528,0.004483052494,0.004478783942,0.000950834
1.5288,0.004470852802,0.004464456052,0.0014249
1.5296,0.004452651222,0.004444297187,0.00186089
1.5304,0.00442889228,0.004418739519,0.00226156
1.5312,0.004399999269,0.004388198734,0.00262861
1.532,0.004366384602,0.004353074029,0.00296497
1.5328,0.004328439228,0.004313748112,0.0032725
1.5336,0.004286540397,0.004270587206,0.00355363
1.5344,0.004241044605,0.004223941043,0.00380988
1.5352,0.004192295134,0.004174142869,0.00404348
1.536,0.004140614565,0.00412150944,0.00425573
1.5368,0.004086308203,0.004066341025,0.00444776
1.5376,0.004029663115,0.004008921407,0.00462028
1.5384,0.003970948635,0.003949517877,0.00477377
1.5392,0.003910414582,0.003888369633,0.00491059
1.54,0.003848292105,0.003825677119,0.00503756
1.5408,0.003784794693,0.003761768174,0.00512923
1.5416,0.003720156874,0.00369681696,0.00519904
1.5424,0.003654556688,0.003630989768,0.00524961
1.5432,0.003588172093,0.00356444501,0.00528529
1.544,0.003521167528,0.003497333227,0.00530917
1.5448,0.003453702927,0.003429797084,0.00532511
1.5456,0.003385918069,0.003361971371,0.00533421
1.5464,0.003317944038,0.003293983003,0.0053374
1.5472,0.003249901686,0.003225951021,0.00533509
1.548,0.003181903983,0.003157986592,0.00532768
1.5488,0.003114053243,0.003090193005,0.00531495
1.5496,0.003046443528,0.003022665679,0.0052966
1.5504,0.002979161336,0.002955492156,0.00527239
1.5512,0.002912280746,0.002888752101,0.00524108
1.552,0.002845871927,0.002822517308,0.00520232
1.5528,0.002779999434,0.002756851695,0.00515624
1.5536,0.002714720776,0.002691811304,0.00510316
1.5544,0.002650084665,0.002627444305,0.00504322
1.5552,0.002586135441,0.00256379099,0.0049773
1.556,0.002522914173,0.002500883779,0.00490734
1.5568,0.002460456464,0.002438747216,0.00483581
1.5576,0.002398792227,0.002377374517,0.00477087
1.5584,0.002337947484,0.002316789665,0.00471297
1.5592,0.002277946485,0.002257088667,0.00464615
1.56,0.002218809804,0.002198278876,0.00457333
1.5608,0.002160553196,0.002140366788,0.00449659
1.5616,0.002103188561,0.002083358047,0.00441731
1.5624,0.002046729262,0.002027257438,0.00433741
1.5632,0.001991185352,0.001972068892,0.00425826
1.564,0.001936562919,0.001917795486,0.00418051
1.5648,0.001882862906,0.00186443944,0.00410389
1.5656,0.001830091026,0.001812002119,0.00402936
1.5664,0.001778249367,0.001760484033,0.00395729
1.5672,0.001727337505,0.001709884835,0.00388764
1.568,0.001677349636,0.001660203325,0.0038194
1.5688,0.001628285119,0.001611437445,0.00375288
1.5696,0.001580140149,0.001563584284,0.00368787
1.5704,0.001532909636,0.001516640074,0.0036241
1.5712,0.001486584571,0.001470600193,0.00356057
1.572,0.001441159368,0.001425459161,0.00349727
1.5728,0.001396626427,0.001381210646,0.00343392
1.5736,0.001352977562,0.001337847458,0.00337028
1.5744,0.001310201869,0.001295361553,0.00330573
1.5752,0.001268290843,0.001253744031,0.00324035
1.576,0.001227234785,0.001212985136,0.00317416
1.5768,0.001187023857,0.001173074257,0.00310732
1.5776,0.00114764548,0.001133999929,0.00303959
1.5784,0.001109089858,0.00109574983,0.00297154
1.5792,0.001071346161,0.001058310783,0.00290367
1.58,0.00103440359,0.001021668756,0.00283673
1.5808,0.0009982490836,0.0009858088598,0.0027711
1.5816,0.0009628717088,0.0009507123027,0.00270855
1.5824,0.0009282601551,0.0009163613931,0.00265049
1.5832,0.0008944030296,0.0008827621785,0.00259304
1.584,0.00086128763,0.0008499021905,0.00253614
1.5848,0.0008289022937,0.0008177690915,0.00247996
1.5856,0.0007972355146,0.0007863506746,0.00242463
1.5864,0.000766275663,0.0007556348632,0.00237027
1.5872,0.0007360106173,0.0007256097115,0.00231684
1.588,0.0007064286096,0.0006962634044,0.00226433
1.5888,0.0006775181976,0.0006675842574,0.00221282
1.5896,0.0006492679088,0.0006395607165,0.00216231
1.5904,0.0006216659682,0.0006121813583,0.00211273
1.5912,0.0005947007558,0.0005854348902,0.002064
1.592,0.0005683611044,0.0005593101502,0.00201613
1.5928,0.0005426358047,0.0005337961068,0.00196907
1.5936,0.000517513789,0.0005088818591,0.00192279
1.5944,0.0004929841467,0.0004845566369,0.00187726
1.5952,0.0004690361396,0.0004608098007,0.00183244
1.596,0.0004456592169,0.0004376308416,0.00178835
1.5968,0.0004228427254,0.0004150093811,0.0017449
1.5976,0.0004005760828,0.0003929351715,0.00170204
1.5984,0.0003788495355,0.0003713980959,0.00165983
1.5992,0.0003576532482,0.0003503881676,0.00161832
1.6,0.0003369776183,0.0003298955308,0.00157756
1.6008,0.0003168132888,0.0003099104604,0.00153763
1.6016,0.0002971511617,0.0002904233617,0.00149864
1.6024,0.0002779824105,0.0002714247707,0.00146074
1.6032,0.0002592969648,0.000252905354,0.00142375
1.604,0.0002410807038,0.000234855909,0.00138659
1.6048,0.0002233284303,0.0002172673634,0.00135012
1.6056,0.0002060312984,0.0002001307758,0.00131436
1.6064,0.0001891806221,0.0001834373354,0.00127934
1.6072,0.0001727678772,0.0001671783618,0.00124508
1.608,0.0001567847039,0.0001513453054,0.00121164
1.6088,0.0001412229084,0.0001359297473,0.00117907
1.6096,0.0001260743791,0.0001209233989,0.0011474
1.6104,0.0001113287196,0.0001063181027,0.00111613
1.6112,9.697947905e-05,9.210583127e-05,0.00108562
1.612,8.301879943e-05,7.827983533e-05,0.00105562
1.6128,6.943895291e-05,6.483220441e-05,0.00102617
1.6136,5.623234121e-05,5.175325468e-05,0.000997732
1.6144,4.339149507e-05,3.903586446e-05,0.000970231
1.6152,3.090907363e-05,2.667300299e-05,0.000943599
1.616,1.877786395e-05,1.465773046e-05,0.000917774
1.6168,6.990081227e-06,2.983197938e-06,0.000892547
1.6176,-4.461050889e-06,-8.357352551e-06,0.000867914
1.6184,-1.558237235e-05,-1.937058807e-05,0.000843838
1.6192,-2.638070813e-05,-3.006308478e-05,0.000820262
1.62,-3.686277242e-05,-4.044132787e-05,0.000797135
1.6208,-4.703516996e-05,-5.051171167e-05,0.000774411
1.6216,-5.69043973e-05,-6.028053954e-05,0.000752047
1.6224,-6.647684415e-05,-6.975402393e-05,0.000730003
1.6232,-7.57583546e-05,-7.893828639e-05,0.00070834
