time,springPlateB.s,springPlateA.s,spool.s,springPlateB.v,spool.v,springPlateA.v,outerContactA.v_rel,outerContactB.s_rel,innerContactB.s_rel,outerContactB.v_rel,innerContactA.s_rel,friction.v_rel
0.0001800068055,-0.06914563038,-0.09303338052,0.01474869556,1.150871426,-0.01520186436,-0.01745413078,-0.01745413078,0.003145630384,0.002644325941,-1.150871426,0.0009679239246,-0.01520186436
0.0001933204588,-0.06912975736,-0.09303355282,0.01474849653,1.233530836,-0.01468661643,-0.009207166578,-0.009207166578,0.003129757357,0.002628253888,-1.233530836,0.0009679506508,-0.01468661643
0.0002076590815,-0.0691114349,-0.0930336455,0.01474829007,1.322060268,-0.01411450711,-0.004198486916,-0.004198486916,0.003111434898,0.002609724969,-1.322060268,0.0009680644268,-0.01411450711
0.0002235626265,-0.06908963282,-0.09303368505,0.01474807035,1.419612415,-0.01352871392,-0.001069260516,-0.001069260516,0.00308963282,0.00258770317,-1.419612415,0.0009682446036,-0.01352871392
0.0002410380849,-0.06906389375,-0.09303368477,0.01474783893,1.525976107,-0.01297169329,0.0009339459402,0.0009339459402,0.003063893755,0.002561732688,-1.525976107,0.0009684762982,-0.01297169329
0.0002605815862,-0.06903291732,-0.09303365164,0.01474759065,1.643820564,-0.01245342694,0.002366032831,0.002366032831,0.003032917322,0.002530507974,-1.643820564,0.0009687577125,-0.01245342694
0.0002836436965,-0.06899341901,-0.09303358222,0.01474730938,1.781262116,-0.01195733489,0.003605461558,0.003605461558,0.00299341901,0.002490728388,-1.781262116,0.0009691083981,-0.01195733489
0.0003109675595,-0.06894255061,-0.09303346636,0.01474698935,1.941643513,-0.01148430688,0.004856149852,0.004856149852,0.002942550613,0.002439539961,-1.941643513,0.0009695442947,-0.01148430688
0.0003445578676,-0.06887407294,-0.09303327854,0.01474661184,2.134819761,-0.01100702111,0.006325602716,0.006325602716,0.002874072942,0.002370684781,-2.134819761,0.0009701096228,-0.01100702111
0.0003871215262,-0.06877811688,-0.09303296912,0.01474615468,2.372649137,-0.01048336634,0.008226078317,0.008226078317,0.002778116877,0.002274271557,-2.372649137,0.0009708761966,-0.01048336634
0.0004429852046,-0.06863714682,-0.09303243699,0.01474558717,2.671666039,-0.009835719776,0.01085028232,0.01085028232,0.002637146823,0.002132733993,-2.671666039,0.000971975845,-0.009835719776
0.0005157770968,-0.06842922371,-0.09303151672,0.01474490251,3.036120141,-0.008965936881,0.01446493375,0.01446493375,0.002429223706,0.00192412622,-3.036120141,0.0009735807663,-0.008965936881
0.0006092126967,-0.06812546051,-0.09302994113,0.01474412081,3.456552355,-0.007745254601,0.01927662777,0.01927662777,0.00212546051,0.001619581317,-3.456552355,0.0009759380674,-0.007745254601
0.0007335775296,-0.06766545927,-0.09302714617,0.01474326834,3.922094085,-0.00592996468,0.02562850745,0.02562850745,0.001665459265,0.001158727608,-3.922094085,0.0009795854876,-0.00592996468
0.0007733508518,-0.06750695523,-0.0930260878,0.01474304477,4.046186483,-0.005309538192,0.02758249103,0.02758249103,0.00150695523,0.001,-4.046186483,0.0009808674256,-0.005309538192
0.0007733508518,-0.06750695523,-0.0930260878,0.01474304477,4.046186483,-0.005309538192,0.02758249103,0.02758249103,0.00150695523,0.001,-4.046186483,0.0009808674256,-0.005309538192
0.000774422776,-0.06750261646,-0.09302605821,0.0147430391,4.048890958,-0.005261708754,0.02763462045,0.02763462045,0.001502616463,0.0009956555599,-4.048890958,0.000980902693,-0.005261708754
0.0007750236632,-0.06750018319,-0.0930260416,0.01474303595,4.049995497,-0.00520819804,0.02766445171,0.02766445171,0.00150018319,0.00099321914,-4.049995497,0.0009809224538,-0.00520819804
0.0007750688949,-0.0675,-0.09302604034,0.01474303571,4.050066673,-0.005203401054,0.02766672449,0.02766672449,0.0015,0.0009930357149,-4.050066673,0.0009809239406,-0.005203401054
0.0007750688949,-0.0675,-0.09302604034,0.01474303571,4.050066673,-0.005203401054,0.02766672449,0.02766672449,0.0015,0.0009930357149,-4.050066673,0.0009809239406,-0.005203401054
0.0007796406544,-0.0674814916,-0.09302591328,0.01474301386,4.04014511,-0.004180413577,0.02793700069,0.02793700069,0.0014814916,0.0009745054644,-4.04014511,0.0009810728574,-0.004180413577
0.0007818983017,-0.0674723885,-0.09302585001,0.01474300538,4.022713159,-0.003298896852,0.02811757114,0.02811757114,0.0014723885,0.0009653938765,-4.022713159,0.0009811446136,-0.003298896852
0.0007941834455,-0.06742418425,-0.09302549463,0.01474301155,3.785140888,0.005308712914,0.03003711316,0.03003711316,0.00142418425,0.0009171958033,-3.785140888,0.0009814938212,0.005308712914
0.0008064685893,-0.06738032336,-0.09302510369,0.01474315672,3.319257573,0.01901913998,0.03395622247,0.03395622247,0.00138032336,0.0008734800765,-3.319257573,0.0009817395927,0.01901913998
0.0008224457387,-0.0673340782,-0.09302450122,0.01474363491,2.420323924,0.04140982316,0.04193964634,0.04193964634,0.0013340782,0.000827713111,-2.420323924,0.0009818638663,0.04140982316
0.0008405224544,-0.06730177663,-0.0930236413,0.0147446275,1.114904787,0.06823867429,0.05345921973,0.05345921973,0.001301776631,0.0007964041307,-1.114904787,0.0009817312051,0.06823867429
0.0008447408553,-0.0672977696,-0.09302340984,0.01474492784,0.7856394519,0.07398794872,0.05627351033,0.05627351033,0.001297769603,0.0007926974386,-0.7856394519,0.0009816623226,0.07398794872
0.0008477706363,-0.06729572094,-0.09302323635,0.01474515679,0.5719476448,0.07694829806,0.05823737479,0.05823737479,0.001295720935,0.0007908777293,-0.5719476448,0.0009816068609,0.07694829806
0.0008570264307,-0.06729285237,-0.09302267289,0.01474588864,0.0846953835,0.07988481863,0.06318712561,0.06318712561,0.001292852374,0.0007887410116,-0.0846953835,0.0009814384689,0.07988481863
0.0008637979742,-0.06729313222,-0.09302223681,0.01474642494,-0.153835745,0.07810383812,0.06539615749,0.06539615749,0.001293132218,0.0007895571579,0.153835745,0.0009813382487,0.07810383812
0.0008724277725,-0.06729541372,-0.09302166679,0.01474707909,-0.3595806228,0.07312361299,0.06638081274,0.06638081274,0.001295413724,0.0007924928099,0.3595806228,0.0009812541243,0.07312361299
0.0008825553784,-0.0672998671,-0.09302099829,0.01474778134,-0.506235157,0.06534797694,0.06527454852,0.06527454852,0.001299867102,0.0007976484398,0.506235157,0.0009812203693,0.06534797694
0.0008944246462,-0.06730648006,-0.09302024268,0.01474849852,-0.5968582642,0.05548572474,0.06172524504,0.06172524504,0.00130648006,0.000804978584,0.5968582642,0.000981258794,0.05548572474
0.0009081333172,-0.06731500508,-0.09301943514,0.01474918348,-0.638686279,0.04462284913,0.05588274574,0.05588274574,0.001315005077,0.0008141885535,0.638686279,0.0009813813843,0.04462284913
0.0009239659871,-0.0673251944,-0.09301861007,0.01474980122,-0.6430351403,0.03374831439,0.04829644294,0.04829644294,0.001325194398,0.0008249956207,0.6430351403,0.0009815887115,0.03374831439
0.0009421995856,-0.0673367445,-0.09301780793,0.01475032137,-0.6207946271,0.02374540584,0.03981445422,0.03981445422,0.0013367445,0.0008370658718,0.6207946271,0.0009818706987,0.02374540584
0.0009633252423,-0.06734945106,-0.09301705983,0.01475072736,-0.580796006,0.01517869403,0.03128098451,0.03128098451,0.001349451064,0.0008501784268,0.580796006,0.0009822128093,0.01517869403
0.0009879173874,-0.06736310385,-0.0930163916,0.0147510111,-0.5293703038,0.008381022652,0.02342897227,0.02342897227,0.001363103849,0.0008641149531,0.5293703038,0.0009825972996,0.008381022652
0.001017056745,-0.06737765572,-0.09301581326,0.01475117613,-0.4700644419,0.003390992179,0.0166720591,0.0166720591,0.001377655718,0.0008788318467,0.4700644419,0.0009830106142,0.003390992179
0.00105205556,-0.06739295122,-0.09301533196,0.0147512311,-0.4053037292,0.0001252660729,0.01122847323,0.01122847323,0.001392951216,0.0008941823114,0.4053037292,0.0009834369459,0.0001252660729
0.001090231183,-0.06740721829,-0.09301498117,0.0147511997,-0.3436872733,-0.001534802281,0.007437558499,0.007437558499,0.001407218288,0.0009084179901,0.3436872733,0.0009838191303,-0.001534802281
0.001132869034,-0.06742059051,-0.09301472519,0.01475111701,-0.2852883521,-0.002203704074,0.004778087082,0.004778087082,0.001420590513,0.0009217075227,0.2852883521,0.0009841577997,-0.002203704074
0.001181431144,-0.06743306656,-0.09301454238,0.01475100631,-0.2304331786,-0.002280544574,0.002902743915,0.002902743915,0.001433066561,0.0009340728752,0.2304331786,0.0009844513058,-0.002280544574
0.001236775828,-0.06744438192,-0.09301442081,0.01475088594,-0.1804792777,-0.002039950394,0.001599881388,0.001599881388,0.001444381923,0.0009452678675,0.1804792777,0.0009846932489,-0.002039950394
0.001301064243,-0.0674544807,-0.09301434939,0.01475076683,-0.1357957282,-0.001663962309,0.0007035474757,0.0007035474757,0.0014544807,0.0009552475313,0.1357957282,0.0009848837778,-0.001663962309
0.00137681999,-0.06746322005,-0.09301432065,0.01475065647,-0.09708546791,-0.001263298981,0.0001177308277,0.0001177308277,0.001463220048,0.0009638765212,0.09708546791,0.0009850228765,-0.001263298981
0.001468035797,-0.06747050478,-0.09301432758,0.01475055886,-0.06480798043,-0.0008980197414,-0.0002218079225,-0.0002218079225,0.001470504781,0.0009710636413,0.06480798043,0.0009851135559,-0.0008980197414
0.001578324161,-0.06747615899,-0.09301436162,0.01475047736,-0.0397603649,-0.0006024692699,-0.0003621970846,-0.0003621970846,0.001476158986,0.0009766363452,0.0397603649,0.0009851610224,-0.0006024692699
0.001703511802,-0.0674799802,-0.09301440809,0.01475041589,-0.02284463036,-0.0003974904388,-0.0003637764387,-0.0003637764387,0.001479980199,0.000980396094,0.02284463036,0.0009851760143,-0.0003974904388
0.001840750613,-0.06748233053,-0.09301445404,0.01475037109,-0.01245445852,-0.0002678165669,-0.0003011813545,-0.0003011813545,0.001482330531,0.000982701618,0.01245445852,0.0009851748706,-0.0002678165669
0.001990624391,-0.06748369626,-0.0930144933,0.01475033744,-0.006432543562,-0.0001891205006,-0.0002241170536,-0.0002241170536,0.00148369626,0.0009840336948,0.006432543562,0.0009851692615,-0.0001891205006
0.00215382184,-0.0674844457,-0.09301452411,0.01475031076,-0.003144755898,-0.0001425490104,-0.0001570573489,-0.0001570573489,0.001484445703,0.0009847564613,0.003144755898,0.0009851651322,-0.0001425490104
0.002333041985,-0.06748483713,-0.09301454747,0.01475028795,-0.001445611895,-0.0001146775439,-0.0001074587583,-0.0001074587583,0.001484837126,0.00098512508,0.001445611895,0.0009851645748,-0.0001146775439
0.002532450224,-0.06748503137,-0.0930145653,0.014750267,-0.0006219313712,-9.704200148e-05,-7.443490222e-05,-7.443490222e-05,0.001485031371,0.0009852983688,0.0006219313712,0.0009851677042,-9.704200148e-05
0.002758431953,-0.06748512342,-0.09301457956,0.01475024657,-0.0002527995425,-8.455110773e-05,-5.394517933e-05,-5.394517933e-05,0.001485123424,0.0009853699988,0.0002527995425,0.0009851738664,-8.455110773e-05
0.003020054375,-0.06748516638,-0.09301459188,0.01475022586,-0.0001031328375,-7.428546876e-05,-4.156988388e-05,-4.156988388e-05,0.001485166377,0.0009853922365,0.0001031328375,0.0009851822624,-7.428546876e-05
0.003330843497,-0.06748518828,-0.09301460345,0.01475020432,-4.893517094e-05,-6.462581477e-05,-3.364516683e-05,-3.364516683e-05,0.001485188275,0.0009853925968,4.893517094e-05,0.0009851922269,-6.462581477e-05
0.003712157847,-0.06748520268,-0.09301461506,0.01475018162,-3.039886488e-05,-5.470116156e-05,-2.763053789e-05,-2.763053789e-05,0.001485202678,0.0009853843016,3.039886488e-05,0.000985203316,-5.470116156e-05
0.004200670339,-0.0674852153,-0.09301462713,0.01475015759,-2.23482378e-05,-4.403182768e-05,-2.203834513e-05,-2.203834513e-05,0.001485215298,0.0009853728872,2.23482378e-05,0.000985215279,-4.403182768e-05
0.004866494204,-0.06748522799,-0.09301463976,0.01475013233,-1.616080108e-05,-3.231662742e-05,-1.614524116e-05,-1.614524116e-05,0.00148522799,0.0009853603226,1.616080108e-05,0.0009852279092,-3.231662742e-05
0.005864860572,-0.06748524069,-0.09301465245,0.01475010692,-9.681265858e-06,-1.938408416e-05,-9.681135884e-06,-9.681135884e-06,0.001485240686,0.0009853476085,9.681265858e-06,0.0009852406268,-1.938408416e-05
0.007612819653,-0.06748525096,-0.09301466272,0.01475008636,-2.80759268e-06,-5.626627737e-06,-2.807595494e-06,-2.807595494e-06,0.001485250955,0.000985337311,2.80759268e-06,0.0009852509243,-5.626627737e-06
0.01020468157,-0.06748525126,-0.09301466302,0.01475008573,1.840645308e-06,3.676923692e-06,1.840645155e-06,1.840645155e-06,0.001485251256,0.0009853369907,-1.840645308e-06,0.0009852512446,3.676923692e-06
0.01352697387,-0.06748524108,-0.09301465285,0.01475010608,3.876291915e-06,7.751312522e-06,3.876292049e-06,3.876292049e-06,0.001485241081,0.0009853471575,-3.876291915e-06,0.0009852410778,7.751312522e-06
0.01811806386,-0.06748522129,-0.09301463305,0.01475014566,4.560437273e-06,9.120643613e-06,4.560437326e-06,4.560437326e-06,0.001485221288,0.0009853669477,-4.560437273e-06,0.0009852212876,9.120643613e-06
0.02444558573,-0.06748519184,-0.09301460361,0.01475020455,4.697906659e-06,9.395791329e-06,4.697906742e-06,4.697906742e-06,0.001485191841,0.0009853963947,-4.697906659e-06,0.0009851918406,9.395791329e-06
0.0338867542,-0.06748514739,-0.09301455915,0.01475029346,4.711959036e-06,9.42391757e-06,4.711959151e-06,4.711959151e-06,0.001485147388,0.0009854408472,-4.711959036e-06,0.0009851473881,9.42391757e-06
0.04959312431,-0.06748507337,-0.09301448514,0.01475044149,4.712371039e-06,9.424741972e-06,4.712370937e-06,4.712370937e-06,0.001485073375,0.0009855148603,-4.712371039e-06,0.000985073375,9.424741972e-06
0.08259748074,-0.06748491785,-0.09301432961,0.01475075254,4.712329468e-06,9.42465892e-06,4.712329487e-06,4.712329487e-06,0.001484917847,0.0009856703885,-4.712329468e-06,0.0009849178468,9.42465892e-06
0.2011164039,-0.06748435936,-0.09301377113,0.01475186951,4.712022917e-06,9.424045827e-06,4.712022909e-06,4.712022909e-06,0.001484359362,0.0009862288731,-4.712022917e-06,0.0009843593622,9.424045827e-06
0.8095701045,-0.0674814937,-0.09301090546,0.01475760084,4.706335109e-06,9.412670221e-06,4.706335111e-06,4.706335111e-06,0.001481493696,0.0009890945395,-4.706335109e-06,0.0009814936958,9.412670221e-06
3.043203604,-0.06747105331,-0.09300046507,0.01477848162,4.626669501e-06,9.253339001e-06,4.6266695e-06,4.6266695e-06,0.001471053308,0.0009995349269,-4.626669501e-06,0.0009710533084,9.253339001e-06
3.125386254,-0.06747067327,-0.09300008503,0.0147792417,4.62197698e-06,9.243953991e-06,4.621976978e-06,4.621976978e-06,0.001470673269,0.0009999149666,-4.62197698e-06,0.0009706732687,9.243953991e-06
3.141886131,-0.06747059701,-0.09300000878,0.01477939421,4.621023258e-06,9.24204662e-06,4.621023299e-06,4.621023299e-06,0.001470597015,0.0009999912208,-4.621023258e-06,0.0009705970145,9.24204662e-06
3.143668593,-0.06747058921,-0.09300000001,0.01477941079,3.338925618e-06,9.769190286e-06,6.416881717e-06,6.416881717e-06,0.001470589207,0.001,-3.338925618e-06,0.0009705892007,9.769190286e-06
3.143668593,-0.06747058921,-0.09300000001,0.01477941079,3.338925618e-06,9.769190286e-06,6.416881717e-06,6.416881717e-06,0.001470589207,0.001,-3.338925618e-06,0.0009705892007,9.769190286e-06
3.143669459,-0.0674705892,-0.093,0.0147794108,3.336367326e-06,9.770742766e-06,6.42605072e-06,6.42605072e-06,0.001470589204,0.001000000005,-3.336367326e-06,0.0009705891985,9.770742766e-06
3.143669459,-0.0674705892,-0.093,0.0147794108,3.336367326e-06,9.770742766e-06,6.42605072e-06,6.42605072e-06,0.001470589204,0.001000000005,-3.336367326e-06,0.0009705891985,9.770742766e-06
3.144873127,-0.06747058805,-0.09299998712,0.01477942487,4.488600379e-07,1.382199743e-05,1.336870267e-05,1.336870267e-05,0.001470588047,0.001000012918,-4.488600379e-07,0.0009705880135,1.382199743e-05
3.14636175,-0.0674705876,-0.09299996299,0.01477944945,3.224078965e-07,1.917234693e-05,1.884842665e-05,1.884842665e-05,0.001470587595,0.001000037049,-3.224078965e-07,0.0009705875594,1.917234693e-05
3.148241081,-0.06747058681,-0.0929999215,0.01477949172,4.836557098e-07,2.579355118e-05,2.531056517e-05,2.531056517e-05,0.001470586815,0.001000078535,-4.836557098e-07,0.0009705867795,2.579355118e-05
3.151102489,-0.06747058517,-0.09299983512,0.01477957975,6.702096173e-07,3.569763686e-05,3.502764916e-05,3.502764916e-05,0.001470585167,0.001000164916,-6.702096173e-07,0.000970585133,3.569763686e-05
3.156121029,-0.06747058098,-0.0929996176,0.01477980145,9.953429818e-07,5.254845357e-05,5.155336571e-05,5.155336571e-05,0.001470580982,0.001000382436,-9.953429818e-07,0.0009705809488,5.254845357e-05
3.166488553,-0.06747056734,-0.09299891407,0.01478051861,1.627498268e-06,8.536171953e-05,8.373445645e-05,8.373445645e-05,0.001470567342,0.001001085956,-1.627498268e-06,0.0009705673117,8.536171953e-05
3.19579994,-0.06747049627,-0.09299527016,0.0147842336,3.164153327e-06,0.0001651196268,0.000161955661,0.000161955661,0.001470496269,0.001004729867,-3.164153327e-06,0.000970496245,0.0001651196268
3.254740841,-0.06747023964,-0.09298215436,0.01479760601,5.376683675e-06,0.0002799578322,0.0002745812676,0.0002745812676,0.001470239639,0.001017845653,-5.376683675e-06,0.0009702396235,0.0002799578322
3.330391691,-0.06746976245,-0.0929577963,0.01482244126,7.074302419e-06,0.0003680699248,0.0003609956889,0.0003609956889,0.001469762446,0.001042203707,-7.074302419e-06,0.0009697624373,0.0003680699248
3.428435472,-0.06746900634,-0.09291922066,0.01486177301,8.206951776e-06,0.0004268576283,0.0004186507078,0.0004186507078,0.001469006338,0.001080779346,-8.206951776e-06,0.0009690063342,0.0004268576283
3.551854137,-0.06746794995,-0.09286533739,0.01491671265,8.814537831e-06,0.0004583921657,0.00044957764,0.00044957764,0.001467949953,0.001134662607,-8.814537831e-06,0.000967949951,0.0004583921657
3.708736292,-0.06746654283,-0.0927935711,0.01498988607,9.069740554e-06,0.0004716361548,0.0004625664178,0.0004625664178,0.001466542833,0.001206428898,-9.069740554e-06,0.0009665428324,0.0004716361548
3.91004183,-0.06746470814,-0.09270000094,0.01508529092,9.134969737e-06,0.0004750190843,0.0004658841154,0.0004658841154,0.00146470814,0.001299999058,-9.134969737e-06,0.0009647081398,0.0004750190843
4.176787278,-0.06746227267,-0.09257579208,0.01521193525,9.118280426e-06,0.0004741490286,0.0004650307482,0.0004650307482,0.001462272668,0.001424207919,-9.118280426e-06,0.0009622726679,0.0004741490286
4.548829438,-0.0674588901,-0.09240328182,0.01538782808,9.063403357e-06,0.0004712949633,0.00046223156,0.00046223156,0.0014588901,0.001596718184,-9.063403357e-06,0.0009588901002,0.0004712949633
5.11606672,-0.06745377612,-0.09214246982,0.01565375406,8.965787062e-06,0.0004662186464,0.0004572528594,0.0004572528594,0.001453776116,0.001857530179,-8.965787062e-06,0.0009537761157,0.0004662186464
6.105962027,-0.06744499602,-0.09169468758,0.01611031639,8.767927405e-06,0.0004559295113,0.0004471615839,0.0004471615839,0.001444996023,0.002305312418,-8.767927405e-06,0.0009449960233,0.0004559295113
7.517186689,-0.0674328548,-0.09107548956,0.01674165563,8.427437279e-06,0.000438223427,0.0004297959898,0.0004297959898,0.001432854802,0.002924510435,-8.427437279e-06,0.0009328548022,0.000438223427
9.225411779,-0.06741887284,-0.09036241588,0.01746871127,7.926993953e-06,0.0004121996864,0.0004042726924,0.0004042726924,0.001418872843,0.003637584116,-7.926993953e-06,0.0009188728427,0.0004121996864
11.28433591,-0.06740327514,-0.08956694224,0.01827978261,7.203162543e-06,0.0003745596877,0.0003673565252,0.0003673565252,0.001403275143,0.004433057756,-7.203162543e-06,0.000903275143,0.0003745596877
13.65039675,-0.0673873616,-0.08875536358,0.01910727483,6.223541838e-06,0.000323618632,0.0003173950902,0.0003173950902,0.001387361595,0.005244636424,-6.223541838e-06,0.0008873615957,0.000323618632
16.30582695,-0.0673724761,-0.08799621899,0.01988130491,4.961777909e-06,0.0002580061815,0.0002530444036,0.0002530444036,0.001372476098,0.006003781005,-4.961777909e-06,0.0008724760986,0.0002580061815
19.21666483,-0.06736024042,-0.08737221848,0.02051754111,3.421741069e-06,0.0001779236718,0.0001745019307,0.0001745019307,0.001360240417,0.006627781523,-3.421741069e-06,0.0008602404169,0.0001779236718
22.35471002,-0.0673522801,-0.08696626445,0.02093145545,1.635240117e-06,8.502523974e-05,8.338999961e-05,8.338999961e-05,0.001352280096,0.007033735546,-1.635240117e-06,0.0008522800963,8.502523974e-05
25.69431558,-0.0673500992,-0.0868550632,0.0210448376,-3.339261868e-07,-1.737150614e-05,-1.703757997e-05,-1.703757997e-05,0.001350099197,0.007144936796,3.339261868e-07,0.000850099197,-1.737150614e-05
29.21732427,-0.06735492364,-0.08710113533,0.02079394104,-2.39363945e-06,-0.0001244763503,-0.0001220827109,-0.0001220827109,0.001354923635,0.006898864671,2.39363945e-06,0.0008549236358,-0.0001244763503
32.92206636,-0.06736762446,-0.0877489029,0.02013347264,-4.431802982e-06,-0.0002304602228,-0.0002260284198,-0.0002260284198,0.001367624461,0.006251097096,4.431802982e-06,0.0008676244612,-0.0002304602228
36.81648298,-0.06738865549,-0.08882150904,0.01903983547,-6.314734992e-06,-0.0003283716492,-0.0003220569143,-0.0003220569143,0.001388655492,0.005178490964,6.314734992e-06,0.0008886554924,-0.0003283716492
40.9253383,-0.06741800485,-0.09031834585,0.0175136493,-7.891587283e-06,-0.0004103665255,-0.0004024749383,-0.0004024749383,0.001418004847,0.003681654146,7.891587283e-06,0.0009180048474,-0.0004103665255
45.3056469,-0.06745522393,-0.09221653292,0.01557824315,-8.994677969e-06,-0.0004677254173,-0.0004587307394,-0.0004587307394,0.001455223931,0.001783467082,8.994677969e-06,0.0009552239312,-0.0004677254173
46.98885262,-0.06747058597,-0.093,0.01477941403,-9.24143528e-06,-0.0004805560853,-0.0004713146501,-0.0004713146501,0.00147058597,0.001,9.24143528e-06,0.0009705859703,-0.0004805560853
46.98885262,-0.06747058597,-0.093,0.01477941403,-9.24143528e-06,-0.0004805560853,-0.0004713146501,-0.0004713146501,0.00147058597,0.001,9.24143528e-06,0.0009705859703,-0.0004805560853
46.98885262,-0.06747058597,-0.093,0.01477941403,-9.241421453e-06,-0.0004805560862,-0.0004713146499,-0.0004713146499,0.00147058597,0.0009999999999,9.241421453e-06,0.0009705859703,-0.0004805560862
46.98885262,-0.06747058597,-0.093,0.01477941403,-9.241421453e-06,-0.0004805560862,-0.0004713146499,-0.0004713146499,0.00147058597,0.0009999999999,9.241421453e-06,0.0009705859703,-0.0004805560862
46.98889689,-0.06747058741,-0.09300001987,0.01477939284,-7.209027541e-05,-0.0004744678813,-0.0003997349496,-0.0003997349496,0.001470587406,0.0009999802504,7.209027541e-05,0.0009705872838,-0.0004744678813
46.98894625,-0.06747059384,-0.09300003662,0.01477936984,-0.0001867607556,-0.0004567129407,-0.0002781883691,-0.0002781883691,0.001470593836,0.0009999636741,0.0001867607556,0.0009705935368,-0.0004567129407
46.98899936,-0.06747060619,-0.09300004842,0.01477934617,-0.0002657705877,-0.0004347463867,-0.0001761007826,-0.0001761007826,0.001470606193,0.0009999523663,0.0002657705877,0.0009706054114,-0.0004347463867
46.98904147,-0.06747061753,-0.09300005529,0.01477932815,-0.0002670455666,-0.0004217601767,-0.0001574252799,-0.0001574252799,0.001470617532,0.0009999456864,0.0002670455666,0.0009706165529,-0.0004217601767
