time,pump.flowPort_a.h,pump.flowPort_b.h,ambient2.flowPort.h,pipe.flowPort_b.H_flow,pump.h,heatCapacitor.T,pipe.T
0.668,293.15,293.15,316.7335789,-107.6894193,293.15,323.3443836,316.7335789
0.669,293.15,293.15,316.7191778,-109.2681195,293.15,323.3780355,316.7191778
0.67,293.15,293.15,316.7041303,-110.846449,293.15,323.411206,316.7041303
0.671,293.15,293.15,316.6884418,-112.4243999,293.15,323.4438936,316.6884418
0.672,293.15,293.15,316.6721179,-114.0019648,293.15,323.4760967,316.6721179
0.673,293.15,293.15,316.6551637,-115.579136,293.15,323.5078137,316.6551637
0.674,293.15,293.15,316.6375848,-117.1559062,293.15,323.5390433,316.6375848
0.675,293.15,293.15,316.6193866,-118.7322682,293.15,323.5697842,316.6193866
0.676,293.15,293.15,316.6005743,-120.3082149,293.15,323.600035,316.6005743
0.677,293.15,293.15,316.5811535,-121.8837393,293.15,323.6297945,316.5811535
0.678,293.15,293.15,316.5611294,-123.4588346,293.15,323.6590617,316.5611294
0.679,293.15,293.15,316.5405075,-125.0334941,293.15,323.6878353,316.5405075
0.68,293.15,293.15,316.5192931,-126.6077112,293.15,323.7161146,316.5192932
0.681,293.15,293.15,316.4974917,-128.1814795,293.15,323.7438984,316.4974917
0.682,293.15,293.15,316.4751085,-129.7547928,293.15,323.7711861,316.4751085
0.683,293.15,293.15,316.4521493,-131.327644,293.15,323.7979766,316.4521493
0.684,293.15,293.15,316.4286193,-132.900025,293.15,323.8242691,316.4286193
0.685,293.15,293.15,316.4045237,-134.4719295,293.15,323.8500633,316.4045237
0.686,293.15,293.15,316.3798681,-136.0433514,293.15,323.8753582,316.3798681
0.687,293.15,293.15,316.3546579,-137.6142848,293.15,323.9001535,316.3546579
0.688,293.15,293.15,316.3288986,-139.1847237,293.15,323.9244484,316.3288986
0.689,293.15,293.15,316.3025957,-140.7546624,293.15,323.9482426,316.3025957
0.69,293.15,293.15,316.2757547,-142.3240952,293.15,323.9715357,316.2757547
0.691,293.15,293.15,316.2483809,-143.8930166,293.15,323.9943272,316.2483809
0.692,293.15,293.15,316.2204799,-145.4614212,293.15,324.0166169,316.2204799
0.693,293.15,293.15,316.192057,-147.0293039,293.15,324.0384046,316.192057
0.694,293.15,293.15,316.1631177,-148.5966594,293.15,324.05969,316.1631177
0.695,293.15,293.15,316.1336674,-150.1634829,293.15,324.0804731,316.1336674
0.696,293.15,293.15,316.1037115,-151.7297694,293.15,324.1007538,316.1037115
0.697,293.15,293.15,316.0732552,-153.2955142,293.15,324.120532,316.0732552
0.698,293.15,293.15,316.0423041,-154.8607128,293.15,324.1398079,316.0423041
0.699,293.15,293.15,316.0108635,-156.4253607,293.15,324.1585816,316.0108635
0.7,293.15,293.15,315.9789386,-157.9894535,293.15,324.1768532,315.9789386
0.701,293.15,293.15,315.9465348,-159.552987,293.15,324.194623,315.9465348
0.702,293.15,293.15,315.9136575,-161.1159572,293.15,324.2118913,315.9136575
0.703,293.15,293.15,315.880312,-162.6783601,293.15,324.2286584,315.880312
0.704,293.15,293.15,315.8465044,-164.2401886,293.15,324.2449244,315.8465044
0.705,293.15,293.15,315.8122392,-165.8014375,293.15,324.2606899,315.8122392
0.706,293.15,293.15,315.7775217,-167.3621029,293.15,324.2759554,315.7775217
0.707,293.15,293.15,315.7423573,-168.9221809,293.15,324.2907214,315.7423573
0.708,293.15,293.15,315.7067514,-170.4816677,293.15,324.3049885,315.7067514
0.709,293.15,293.15,315.6707095,-172.0405595,293.15,324.3187572,315.6707095
0.71,293.15,293.15,315.6342369,-173.5988529,293.15,324.3320282,315.6342369
0.711,293.15,293.15,315.597339,-175.1565442,293.15,324.3448021,315.597339
0.712,293.15,293.15,315.5600212,-176.7136303,293.15,324.3570797,315.5600212
0.713,293.15,293.15,315.5222886,-178.2701079,293.15,324.3688617,315.5222886
0.714,293.15,293.15,315.4841467,-179.8259739,293.15,324.380149,315.4841467
0.715,293.15,293.15,315.4456007,-181.3812253,293.15,324.3909425,315.4456007
0.716,293.15,293.15,315.4066558,-182.9358592,293.15,324.4012429,315.4066558
0.717,293.15,293.15,315.3673172,-184.4898729,293.15,324.4110514,315.3673172
0.718,293.15,293.15,315.3275903,-186.0432639,293.15,324.4203687,315.3275903
0.719,293.15,293.15,315.28748,-187.5960295,293.15,324.4291961,315.28748
0.72,293.15,293.15,315.2469917,-189.1481675,293.15,324.4375346,315.2469917
0.721,293.15,293.15,315.2061304,-190.6996755,293.15,324.4453854,315.2061304
0.722,293.15,293.15,315.1649012,-192.2505515,293.15,324.4527495,315.1649012
0.723,293.15,293.15,315.1233093,-193.8007933,293.15,324.4596282,315.1233093
0.724,293.15,293.15,315.0813596,-195.3503992,293.15,324.4660228,315.0813596
0.725,293.15,293.15,315.0390574,-196.8993672,293.15,324.4719346,315.0390574
0.726,293.15,293.15,314.9964074,-198.4476959,293.15,324.4773649,314.9964074
0.727,293.15,293.15,314.9534149,-199.9953835,293.15,324.4823152,314.9534149
0.728,293.15,293.15,314.9100846,-201.5424287,293.15,324.4867869,314.9100846
0.729,293.15,293.15,314.8664217,-203.0888303,293.15,324.4907814,314.8664217
0.73,293.15,293.15,314.8224314,-204.6345848,293.15,324.4943003,314.8224314
0.731,293.15,293.15,314.7781197,-206.1796821,293.15,324.4973448,314.7781197
0.732,293.15,293.15,314.7334902,-207.7241258,293.15,324.4999163,314.7334902
0.733,293.15,293.15,314.6885478,-209.2679144,293.15,324.5020167,314.6885478
0.734,293.15,293.15,314.6432976,-210.8110464,293.15,324.5036474,314.6432976
0.735,293.15,293.15,314.5977447,-212.3535205,293.15,324.5048102,314.5977447
0.736,293.15,293.15,314.551894,-213.8953352,293.15,324.5055067,314.551894
0.737,293.15,293.15,314.5057506,-215.4364893,293.15,324.5057386,314.5057506
0.738,293.15,293.15,314.4593192,-216.976982,293.15,324.5055077,314.4593192
0.739,293.15,293.15,314.4126049,-218.516812,293.15,324.5048158,314.4126049
0.74,293.15,293.15,314.3656126,-220.0559787,293.15,324.5036645,314.3656126
0.741,293.15,293.15,314.318347,-221.5944811,293.15,324.5020558,314.318347
0.742,293.15,293.15,314.2708129,-223.1323188,293.15,324.4999915,314.2708129
0.743,293.15,293.15,314.2230152,-224.669491,293.15,324.4974735,314.2230152
0.744,293.15,293.15,314.1749586,-226.2059974,293.15,324.4945036,314.1749586
0.745,293.15,293.15,314.1266478,-227.7418377,293.15,324.4910838,314.1266478
0.746,293.15,293.15,314.0780875,-229.2770116,293.15,324.4872161,314.0780875
0.747,293.15,293.15,314.0292823,-230.811519,293.15,324.4829024,314.0292823
0.748,293.15,293.15,313.9802369,-232.3453599,293.15,324.4781447,313.9802369
0.749,293.15,293.15,313.930956,-233.8785344,293.15,324.4729452,313.930956
0.75,293.15,293.15,313.8814439,-235.4110427,293.15,324.4673057,313.8814439
0.751,293.15,293.15,313.8317054,-236.9428851,293.15,324.4612286,313.8317054
0.752,293.15,293.15,313.7817448,-238.474062,293.15,324.4547158,313.7817448
0.753,293.15,293.15,313.7315667,-240.004574,293.15,324.4477695,313.7315667
0.754,293.15,293.15,313.6811755,-241.5344217,293.15,324.4403919,313.6811755
0.755,293.15,293.15,313.6305757,-243.0636057,293.15,324.4325851,313.6305757
0.756,293.15,293.15,313.5797715,-244.5921271,293.15,324.4243515,313.5797715
0.757,293.15,293.15,313.5287675,-246.1199867,293.15,324.4156933,313.5287675
0.758,293.15,293.15,313.4775678,-247.6471855,293.15,324.4066128,313.4775678
0.759,293.15,293.15,313.4261767,-249.1737249,293.15,324.3971123,313.4261767
0.76,293.15,293.15,313.3745986,-250.6996059,293.15,324.387194,313.3745986
0.761,293.15,293.15,313.3228377,-252.22483,293.15,324.3768605,313.3228377
0.762,293.15,293.15,313.2708982,-253.7493988,293.15,324.3661141,313.2708982
0.763,293.15,293.15,313.2187785,-255.2713582,293.15,324.3549549,313.2187785
0.764,293.15,293.15,313.166353,-256.7233198,293.15,324.3433219,313.166353
0.765,293.15,293.15,313.1138797,-258.1804822,293.15,324.3313103,313.1138797
0.766,293.15,293.15,313.0613376,-259.6449489,293.15,324.3189185,313.0613376
0.767,293.15,293.15,313.0087073,-261.1185199,293.15,324.3061451,313.0087073
0.768,293.15,293.15,312.9559714,-262.6026914,293.15,324.2929891,312.9559714
0.769,293.15,293.15,312.9031144,-264.0986562,293.15,324.2794494,312.9031144
0.77,293.15,293.15,312.8501225,-265.6073032,293.15,324.2655255,312.8501225
0.771,293.15,293.15,312.7969838,-267.129218,293.15,324.2512168,312.7969838
0.772,293.15,293.15,312.7436881,-268.6646822,293.15,324.2365232,312.7436881
0.773,293.15,293.15,312.6902271,-270.2136742,293.15,324.2214448,312.6902271
0.774,293.15,293.15,312.6365946,-271.7758684,293.15,324.2059819,312.6365946
0.775,293.15,293.15,312.5827857,-273.3506358,293.15,324.1901349,312.5827857
0.776,293.15,293.15,312.5287978,-274.9370437,293.15,324.1739046,312.5287978
0.777,293.15,293.15,312.4746299,-276.5338558,293.15,324.1572921,312.4746299
0.778,293.15,293.15,312.4202829,-278.1395322,293.15,324.1402987,312.4202829
0.779,293.15,293.15,312.3657595,-279.7522292,293.15,324.1229257,312.3657595
0.78,293.15,293.15,312.3110642,-281.3697998,293.15,324.105175,312.3110642
0.781,293.15,293.15,312.2562035,-282.9897931,293.15,324.0870485,312.2562035
0.782,293.15,293.15,312.2011855,-284.6094547,293.15,324.0685484,312.2011855
0.783,293.15,293.15,312.1460203,-286.2257265,293.15,324.0496772,312.1460203
0.784,293.15,293.15,312.0907198,-287.8352469,293.15,324.0304376,312.0907198
0.785,293.15,293.15,312.0352976,-289.4343505,293.15,324.0108324,312.0352976
0.786,293.15,293.15,311.9797692,-291.0190685,293.15,323.990865,311.9797692
0.787,293.15,293.15,311.9241522,-292.5851283,293.15,323.9705386,311.9241522
0.788,293.15,293.15,311.8684656,-294.1279537,293.15,323.9498569,311.8684656
0.789,293.15,293.15,311.8127304,-295.642665,293.15,323.9288239,311.8127304
0.79,293.15,293.15,311.7569696,-297.1240786,293.15,323.9074437,311.7569696
0.791,293.15,293.15,311.7012079,-298.5667077,293.15,323.8857205,311.7012079
0.792,293.15,293.15,311.6454716,-299.9647615,293.15,323.8636592,311.6454716
0.793,293.15,293.15,311.5897893,-301.3121458,293.15,323.8412644,311.5897893
0.794,293.15,293.15,311.534191,-302.6024625,293.15,323.8185413,311.534191
0.795,293.15,293.15,311.4787089,-303.8290103,293.15,323.7954952,311.4787089
0.796,293.15,293.15,311.4233767,-304.984784,293.15,323.7721317,311.4233767
0.797,293.15,293.15,311.36823,-306.0624747,293.15,323.7484567,311.36823
0.798,293.15,293.15,311.3133066,-307.05447,293.15,323.724476,311.3133066
0.799,293.15,293.15,311.2586455,-307.9528541,293.15,323.7001962,311.2586455
0.8,293.15,293.15,311.2042881,-308.7494071,293.15,323.6756236,311.2042881
0.801,293.15,293.15,311.1502774,-309.4356058,293.15,323.650765,311.1502774
0.802,293.15,293.15,311.0966581,-310.0026234,293.15,323.6256276,311.0966581
0.803,293.15,293.15,311.0434769,-310.4413293,293.15,323.6002184,311.0434769
0.804,293.15,293.15,310.9907824,-310.7422894,293.15,323.5745451,310.9907824
0.805,293.15,293.15,310.9386248,-310.8957658,293.15,323.5486153,310.9386248
0.806,293.15,293.15,310.88716,-310.8883492,293.15,323.5224105,310.88716
0.807,293.15,293.15,310.8365189,-310.8369386,293.15,323.4959348,310.8365189
0.808,293.15,293.15,310.7866152,-310.7865029,293.15,323.4692236,310.7866152
0.809,293.15,293.15,310.7374328,-310.7369864,293.15,323.442286,310.7374328
0.81,293.15,293.15,310.6889556,-310.6883368,293.15,323.4151312,310.6889556
0.811,293.15,293.15,310.641168,-310.6405049,293.15,323.3877679,310.641168
0.812,293.15,293.15,310.5940548,-310.5934447,293.15,323.3602047,310.5940548
0.813,293.15,293.15,310.5476008,-310.5471134,293.15,323.3324502,310.5476008
0.814,293.15,293.15,310.5017914,-310.5014715,293.15,323.3045126,310.5017914
0.815,293.15,293.15,310.4566121,-310.4564826,293.15,323.2764,310.4566121
0.816,293.15,293.15,310.4120488,-310.4121137,293.15,323.2481204,310.4120488
0.817,293.15,293.15,310.3680877,-310.3683348,293.15,323.2196813,310.3680877
0.818,293.15,293.15,310.3247153,-310.3251193,293.15,323.1910904,310.3247153
0.819,293.15,293.15,310.2819184,-310.2824436,293.15,323.1623551,310.2819184
0.82,293.15,293.15,310.2396842,-310.2402875,293.15,323.1334824,310.2396842
0.821,293.15,293.15,310.1979999,-310.1986339,293.15,323.1044793,310.1979999
0.822,293.15,293.15,310.1568535,-310.1574691,293.15,323.0753527,310.1568535
0.823,293.15,293.15,310.1162327,-310.1167823,293.15,323.0461092,310.1162327
0.824,293.15,293.15,310.0761261,-310.0765661,293.15,323.0167551,310.0761261
0.825,293.15,293.15,310.0365222,-310.0368165,293.15,322.9872967,310.0365222
0.826,293.15,293.15,309.99741,-309.9975322,293.15,322.9577401,309.99741
0.827,293.15,293.15,309.9587787,-309.9587157,293.15,322.928091,309.9587787
0.828,293.15,293.15,309.9206178,-309.9203723,293.15,322.8983553,309.9206178
0.829,293.15,293.15,309.8829173,-309.8825107,293.15,322.8685383,309.8829173
0.83,293.15,293.15,309.8456673,-309.8451428,293.15,322.8386455,309.8456673
0.831,293.15,293.15,309.8088582,-309.8082836,293.15,322.8086818,309.8088582
0.832,293.15,293.15,309.7724809,-309.7719514,293.15,322.7786523,309.7724809
0.833,293.15,293.15,309.7365263,-309.7361678,293.15,322.7485617,309.7365263
0.834,293.15,293.15,309.7009859,-309.7009574,293.15,322.7184145,309.7009859
0.835,293.15,293.15,309.6658862,-309.6658862,293.15,322.6881938,309.6658862
0.836,293.15,293.15,309.6311748,-309.6311748,293.15,322.657931,309.6311748
0.837,293.15,293.15,309.5968422,-309.5968422,293.15,322.6276312,309.5968422
0.838,293.15,293.15,309.5628815,-309.5628815,293.15,322.5972979,309.5628815
0.839,293.15,293.15,309.5292863,-309.5292863,293.15,322.5669344,309.5292863
0.84,293.15,293.15,309.4960499,-309.4960499,293.15,322.536544,309.4960499
0.841,293.15,293.15,309.463166,-309.463166,293.15,322.5061299,309.463166
0.842,293.15,293.15,309.4306281,-309.4306281,293.15,322.4756954,309.4306281
0.843,293.15,293.15,309.3984302,-309.3984302,293.15,322.4452434,309.3984302
0.844,293.15,293.15,309.366566,-309.366566,293.15,322.4147772,309.366566
0.845,293.15,293.15,309.3350293,-309.3350293,293.15,322.3842997,309.3350293
0.846,293.15,293.15,309.3038143,-309.3038143,293.15,322.3538139,309.3038143
0.847,293.15,293.15,309.2729151,-309.2729151,293.15,322.3233228,309.2729151
0.848,293.15,293.15,309.2423258,-309.2423258,293.15,322.2928291,309.2423258
0.849,293.15,293.15,309.2120407,-309.2120407,293.15,322.2623358,309.2120407
0.85,293.15,293.15,309.1820541,-309.1820541,293.15,322.2318455,309.1820541
0.851,293.15,293.15,309.1523606,-309.1523606,293.15,322.2013611,309.1523606
0.852,293.15,293.15,309.1229547,-309.1229547,293.15,322.1708851,309.1229547
0.853,293.15,293.15,309.093831,-309.093831,293.15,322.1404202,309.093831
0.854,293.15,293.15,309.0649842,-309.0649842,293.15,322.1099689,309.0649842
0.855,293.15,293.15,309.0364091,-309.0364091,293.15,322.0795337,309.0364091
0.856,293.15,293.15,309.0081006,-309.0081006,293.15,322.0491171,309.0081006
0.857,293.15,293.15,308.9800537,-308.9800537,293.15,322.0187215,308.9800537
0.858,293.15,293.15,308.9522636,-308.9522636,293.15,321.9883493,308.9522636
0.859,293.15,293.15,308.9247252,-308.9247252,293.15,321.9580027,308.9247252
0.86,293.15,293.15,308.897434,-308.897434,293.15,321.9276839,308.897434
0.861,293.15,293.15,308.8703851,-308.8703851,293.15,321.8973952,308.8703851
0.862,293.15,293.15,308.8435741,-308.8435741,293.15,321.8671388,308.8435741
0.863,293.15,293.15,308.8169965,-308.8169965,293.15,321.8369166,308.8169965
0.864,293.15,293.15,308.7906478,-308.7906478,293.15,321.8067308,308.7906478
0.865,293.15,293.15,308.7645238,-308.7645238,293.15,321.7765833,308.7645238
0.866,293.15,293.15,308.7386201,-308.7386201,293.15,321.7464761,308.7386201
0.867,293.15,293.15,308.7129328,-308.7129328,293.15,321.7164111,308.7129328
0.868,293.15,293.15,308.6874577,-308.6874577,293.15,321.68639,308.6874577
0.869,293.15,293.15,308.6621909,-308.6621909,293.15,321.6564146,308.6621909
0.87,293.15,293.15,308.6371285,-308.6371285,293.15,321.6264868,308.6371285
0.871,293.15,293.15,308.6122668,-308.6122668,293.15,321.596608,308.6122668
0.872,293.15,293.15,308.5876019,-308.5876019,293.15,321.5667801,308.5876019
0.873,293.15,293.15,308.5631304,-308.5631304,293.15,321.5370045,308.5631304
0.874,293.15,293.15,308.5388487,-308.5388487,293.15,321.5072828,308.5388487
0.875,293.15,293.15,308.5147534,-308.5147534,293.15,321.4776164,308.5147534
0.876,293.15,293.15,308.4908411,-308.4908411,293.15,321.4480068,308.4908411
0.877,293.15,293.15,308.4671087,-308.4671087,293.15,321.4184552,308.4671087
0.878,293.15,293.15,308.4435528,-308.4435528,293.15,321.3889631,308.4435528
0.879,293.15,293.15,308.4201705,-308.4201705,293.15,321.3595316,308.4201705
0.88,293.15,293.15,308.3969587,-308.3969587,293.15,321.3301621,308.3969587
0.881,293.15,293.15,308.3739146,-308.3739146,293.15,321.3008555,308.3739146
0.882,293.15,293.15,308.3510353,-308.3510353,293.15,321.2716131,308.3510353
0.883,293.15,293.15,308.3283182,-308.3283182,293.15,321.2424359,308.3283182
0.884,293.15,293.15,308.3057605,-308.3057605,293.15,321.2133249,308.3057605
0.885,293.15,293.15,308.2833597,-308.2833597,293.15,321.184281,308.2833597
0.886,293.15,293.15,308.2611135,-308.2611135,293.15,321.1553052,308.2611135
0.887,293.15,293.15,308.2390193,-308.2390193,293.15,321.1263982,308.2390193
0.888,293.15,293.15,308.2170749,-308.2170749,293.15,321.0975609,308.2170749
0.889,293.15,293.15,308.1952782,-308.1952782,293.15,321.068794,308.1952782
0.89,293.15,293.15,308.173627,-308.173627,293.15,321.0400982,308.173627
0.891,293.15,293.15,308.1521193,-308.1521193,293.15,321.0114741,308.1521193
0.892,293.15,293.15,308.1307531,-308.1307531,293.15,320.9829223,308.1307531
0.893,293.15,293.15,308.1095267,-308.1095267,293.15,320.9544433,308.1095267
0.894,293.15,293.15,308.0884382,-308.0884382,293.15,320.9260377,308.0884382
0.895,293.15,293.15,308.0674861,-308.0674861,293.15,320.8977058,308.0674861
0.896,293.15,293.15,308.0466686,-308.0466686,293.15,320.869448,308.0466686
0.897,293.15,293.15,308.0259844,-308.0259844,293.15,320.8412646,308.0259844
0.898,293.15,293.15,308.005432,-308.005432,293.15,320.813156,308.005432
0.899,293.15,293.15,307.9850102,-307.9850102,293.15,320.7851223,307.9850102
0.9,293.15,293.15,307.9647196,-307.9647196,293.15,320.7571625,307.9647196
0.901,293.15,293.15,307.9445655,-307.9445655,293.15,320.7292728,307.9445655
0.902,293.15,293.15,307.924533,-307.924533,293.15,320.7014618,307.924533
0.903,293.15,293.15,307.9046206,-307.9046206,293.15,320.6737297,307.9046206
0.904,293.15,293.15,307.8848271,-307.8848271,293.15,320.6460769,307.8848271
0.905,293.15,293.15,307.8651509,-307.8651509,293.15,320.6185035,307.8651509
0.906,293.15,293.15,307.8455908,-307.8455908,293.15,320.5910098,307.8455908
0.907,293.15,293.15,307.8261454,-307.8261454,293.15,320.5635961,307.8261454
0.908,293.15,293.15,307.8068134,-307.8068134,293.15,320.5362627,307.8068134
0.909,293.15,293.15,307.7875934,-307.7875934,293.15,320.5090098,307.7875934
0.91,293.15,293.15,307.7684842,-307.7684842,293.15,320.4818376,307.7684842
0.911,293.15,293.15,307.7494846,-307.7494846,293.15,320.4547463,307.7494846
0.912,293.15,293.15,307.7305931,-307.7305931,293.15,320.4277362,307.7305931
0.913,293.15,293.15,307.7118086,-307.7118086,293.15,320.4008074,307.7118086
0.914,293.15,293.15,307.6931299,-307.6931299,293.15,320.3739602,307.6931299
0.915,293.15,293.15,307.6745558,-307.6745558,293.15,320.3471948,307.6745558
0.916,293.15,293.15,307.656085,-307.656085,293.15,320.3205112,307.656085
0.917,293.15,293.15,307.6377164,-307.6377164,293.15,320.2939098,307.6377164
0.918,293.15,293.15,307.6194488,-307.6194488,293.15,320.2673906,307.6194488
0.919,293.15,293.15,307.6012811,-307.6012811,293.15,320.2409539,307.6012811
0.92,293.15,293.15,307.5832121,-307.5832121,293.15,320.2145997,307.5832121
0.921,293.15,293.15,307.5652408,-307.5652408,293.15,320.1883283,307.5652408
0.922,293.15,293.15,307.5473659,-307.5473659,293.15,320.1621397,307.5473659
0.923,293.15,293.15,307.5295866,-307.5295866,293.15,320.136034,307.5295866
0.924,293.15,293.15,307.5119016,-307.5119016,293.15,320.1100115,307.5119016
0.925,293.15,293.15,307.49431,-307.49431,293.15,320.0840721,307.49431
0.926,293.15,293.15,307.4768106,-307.4768106,293.15,320.0582161,307.4768106
0.927,293.15,293.15,307.4594026,-307.4594026,293.15,320.0324434,307.4594026
0.928,293.15,293.15,307.4420849,-307.4420849,293.15,320.0067542,307.4420849
0.929,293.15,293.15,307.4248564,-307.4248564,293.15,319.9811486,307.4248564
0.93,293.15,293.15,307.4077164,-307.4077164,293.15,319.9556265,307.4077164
0.931,293.15,293.15,307.3906637,-307.3906637,293.15,319.9301881,307.3906637
0.932,293.15,293.15,307.3736975,-307.3736975,293.15,319.9048335,307.3736975
0.933,293.15,293.15,307.3568169,-307.3568169,293.15,319.8795626,307.3568169
0.934,293.15,293.15,307.3400209,-307.3400209,293.15,319.8543755,307.3400209
0.935,293.15,293.15,307.3233087,-307.3233087,293.15,319.8292722,307.3233087
0.936,293.15,293.15,307.3066794,-307.3066794,293.15,319.8042528,307.3066794
0.937,293.15,293.15,307.2901322,-307.2901322,293.15,319.7793172,307.2901322
0.938,293.15,293.15,307.2736662,-307.2736662,293.15,319.7544655,307.2736662
0.939,293.15,293.15,307.2572806,-307.2572806,293.15,319.7296976,307.2572806
0.94,293.15,293.15,307.2409746,-307.2409746,293.15,319.7050136,307.2409746
0.941,293.15,293.15,307.2247474,-307.2247474,293.15,319.6804134,307.2247474
0.942,293.15,293.15,307.2085983,-307.2085983,293.15,319.6558969,307.2085983
0.943,293.15,293.15,307.1925264,-307.1925264,293.15,319.6314642,307.1925264
0.944,293.15,293.15,307.1765312,-307.1765312,293.15,319.6071152,307.1765312
0.945,293.15,293.15,307.1606118,-307.1606118,293.15,319.5828498,307.1606118
0.946,293.15,293.15,307.1447675,-307.1447675,293.15,319.5586679,307.1447675
0.947,293.15,293.15,307.1289977,-307.1289977,293.15,319.5345696,307.1289977
0.948,293.15,293.15,307.1133017,-307.1133017,293.15,319.5105547,307.1133017
0.949,293.15,293.15,307.0976788,-307.0976788,293.15,319.4866231,307.0976788
0.95,293.15,293.15,307.0821284,-307.0821284,293.15,319.4627748,307.0821284
0.951,293.15,293.15,307.06665,-307.06665,293.15,319.4390096,307.06665
0.952,293.15,293.15,307.0512428,-307.0512428,293.15,319.4153273,307.0512428
0.953,293.15,293.15,307.0359062,-307.0359062,293.15,319.391728,307.0359062
0.954,293.15,293.15,307.0206398,-307.0206398,293.15,319.3682115,307.0206398
0.955,293.15,293.15,307.005443,-307.005443,293.15,319.3447775,307.005443
0.956,293.15,293.15,306.9903152,-306.9903152,293.15,319.3214261,306.9903152
0.957,293.15,293.15,306.9752559,-306.9752559,293.15,319.298157,306.9752559
0.958,293.15,293.15,306.9602646,-306.9602646,293.15,319.27497,306.9602646
0.959,293.15,293.15,306.9453408,-306.9453408,293.15,319.251865,306.9453408
0.96,293.15,293.15,306.9304841,-306.9304841,293.15,319.2288419,306.9304841
0.961,293.15,293.15,306.9156939,-306.9156939,293.15,319.2059004,306.9156939
0.962,293.15,293.15,306.9009699,-306.9009699,293.15,319.1830403,306.9009699
0.963,293.15,293.15,306.8863116,-306.8863116,293.15,319.1602614,306.8863116
0.964,293.15,293.15,306.8717187,-306.8717187,293.15,319.1375635,306.8717187
0.965,293.15,293.15,306.8571906,-306.8571906,293.15,319.1149465,306.8571906
0.966,293.15,293.15,306.8427292,-306.8427292,293.15,319.0924089,306.8427292
0.967,293.15,293.15,306.8283347,-306.8283347,293.15,319.0699502,306.8283347
0.968,293.15,293.15,306.8140024,-306.8140024,293.15,319.0475726,306.8140024
0.969,293.15,293.15,306.7997321,-306.7997321,293.15,319.0252756,306.7997321
0.97,293.15,293.15,306.7855233,-306.7855233,293.15,319.0030592,306.7855233
0.971,293.15,293.15,306.7713757,-306.7713757,293.15,318.980923,306.7713757
0.972,293.15,293.15,306.757289,-306.757289,293.15,318.9588669,306.757289
0.973,293.15,293.15,306.7432627,-306.7432627,293.15,318.9368907,306.7432627
0.974,293.15,293.15,306.7292966,-306.7292966,293.15,318.9149941,306.7292966
0.975,293.15,293.15,306.7153903,-306.7153903,293.15,318.8931768,306.7153903
0.976,293.15,293.15,306.7015433,-306.7015433,293.15,318.8714388,306.7015433
0.977,293.15,293.15,306.6877554,-306.6877554,293.15,318.8497798,306.6877554
0.978,293.15,293.15,306.6740263,-306.6740263,293.15,318.8281995,306.6740263
0.979,293.15,293.15,306.6603555,-306.6603555,293.15,318.8066977,306.6603555
0.98,293.15,293.15,306.6467427,-306.6467427,293.15,318.7852742,306.6467427
0.981,293.15,293.15,306.6331876,-306.6331876,293.15,318.7639288,306.6331876
0.982,293.15,293.15,306.6196899,-306.6196899,293.15,318.7426612,306.6196899
0.983,293.15,293.15,306.6062492,-306.6062492,293.15,318.7214713,306.6062492
0.984,293.15,293.15,306.5928651,-306.5928651,293.15,318.7003588,306.5928651
0.985,293.15,293.15,306.5795374,-306.5795374,293.15,318.6793236,306.5795374
0.986,293.15,293.15,306.5662658,-306.5662658,293.15,318.6583652,306.5662658
0.987,293.15,293.15,306.5530498,-306.5530498,293.15,318.6374837,306.5530498
0.988,293.15,293.15,306.5398892,-306.5398892,293.15,318.6166786,306.5398892
0.989,293.15,293.15,306.5267836,-306.5267836,293.15,318.5959499,306.5267836
0.99,293.15,293.15,306.5137328,-306.5137328,293.15,318.5752973,306.5137328
0.991,293.15,293.15,306.5007364,-306.5007364,293.15,318.5547205,306.5007364
0.992,293.15,293.15,306.4877941,-306.4877941,293.15,318.5342194,306.4877941
0.993,293.15,293.15,306.4749055,-306.4749055,293.15,318.5137937,306.4749055
0.994,293.15,293.15,306.4620705,-306.4620705,293.15,318.4934431,306.4620705
0.995,293.15,293.15,306.4492886,-306.4492886,293.15,318.4731676,306.4492886
0.996,293.15,293.15,306.4365597,-306.4365597,293.15,318.4529668,306.4365597
0.997,293.15,293.15,306.4238832,-306.4238832,293.15,318.4328405,306.4238832
0.998,293.15,293.15,306.4112591,-306.4112591,293.15,318.4127886,306.4112591
0.999,293.15,293.15,306.3986869,-306.3986869,293.15,318.3928107,306.3986869
1,293.15,293.15,306.3861664,-306.3861664,293.15,318.3729067,306.3861664
1.001,293.15,293.15,306.3736973,-306.3736973,293.15,318.3530764,306.3736973
1.002,293.15,293.15,306.3612793,-306.3612793,293.15,318.3333194,306.3612793
1.003,293.15,293.15,306.3489121,-306.3489121,293.15,318.3136356,306.3489121
1.004,293.15,293.15,306.3365955,-306.3365955,293.15,318.2940248,306.3365955
1.005,293.15,293.15,306.3243291,-306.3243291,293.15,318.2744868,306.3243291
1.006,293.15,293.15,306.3121126,-306.3121126,293.15,318.2550213,306.3121126
1.007,293.15,293.15,306.2999459,-306.2999459,293.15,318.235628,306.2999459
1.008,293.15,293.15,306.2878286,-306.2878286,293.15,318.2163069,306.2878286
1.009,293.15,293.15,306.2757604,-306.2757604,293.15,318.1970576,306.2757604
