time,pump.flowPort_a.h,pump.flowPort_b.h,ambient2.flowPort.h,pipe.flowPort_b.H_flow,pump.h,heatCapacitor.T,pipe.T
0.335,293.15,293.15,301.6823767,-98.04791932,293.15,308.4693953,301.6823767
0.336,293.15,293.15,301.7226407,-96.55221926,293.15,308.5015478,301.7226407
0.337,293.15,293.15,301.763125,-95.05617836,293.15,308.5337819,301.763125
0.338,293.15,293.15,301.8038313,-93.55979488,293.15,308.5660993,301.8038313
0.339,293.15,293.15,301.8447615,-92.06306711,293.15,308.5985013,301.8447615
0.34,293.15,293.15,301.8859175,-90.56599339,293.15,308.6309895,301.8859175
0.341,293.15,293.15,301.9273011,-89.06857208,293.15,308.6635654,301.9273011
0.342,293.15,293.15,301.9689141,-87.5708016,293.15,308.6962306,301.9689141
0.343,293.15,293.15,302.0107585,-86.0726804,293.15,308.7289867,302.0107585
0.344,293.15,293.15,302.0528361,-84.57420696,293.15,308.7618351,302.0528361
0.345,293.15,293.15,302.0951487,-83.0753798,293.15,308.7947774,302.0951487
0.346,293.15,293.15,302.1376984,-81.5761975,293.15,308.8278153,302.1376984
0.347,293.15,293.15,302.1804868,-80.07665865,293.15,308.8609502,302.1804868
0.348,293.15,293.15,302.223516,-78.5767619,293.15,308.8941839,302.223516
0.349,293.15,293.15,302.2667879,-77.07650592,293.15,308.9275179,302.2667879
0.35,293.15,293.15,302.3103042,-75.57588943,293.15,308.9609538,302.3103042
0.351,293.15,293.15,302.3540671,-74.07491119,293.15,308.9944932,302.3540671
0.352,293.15,293.15,302.3980783,-72.57356999,293.15,309.0281378,302.3980783
0.353,293.15,293.15,302.4423398,-71.07186467,293.15,309.0618893,302.4423398
0.354,293.15,293.15,302.4868535,-69.56979409,293.15,309.0957492,302.4868535
0.355,293.15,293.15,302.5316214,-68.06735718,293.15,309.1297193,302.5316214
0.356,293.15,293.15,302.5766453,-66.56455286,293.15,309.1638013,302.5766453
0.357,293.15,293.15,302.6219273,-65.06138014,293.15,309.1979967,302.6219273
0.358,293.15,293.15,302.6674693,-63.55783804,293.15,309.2323074,302.6674693
0.359,293.15,293.15,302.7132732,-62.05392562,293.15,309.2667349,302.7132732
0.36,293.15,293.15,302.7591879,-60.5625873,293.15,309.3012832,302.7591879
0.361,293.15,293.15,302.8048599,-59.10165116,293.15,309.3359469,302.8048599
0.362,293.15,293.15,302.8509831,-57.60697942,293.15,309.3707126,302.8509831
0.363,293.15,293.15,302.897548,-56.08291251,293.15,309.4055847,302.897548
0.364,293.15,293.15,302.9445452,-54.53366401,293.15,309.4405674,302.9445452
0.365,293.15,293.15,302.9919655,-52.96332062,293.15,309.4756647,302.9919655
0.366,293.15,293.15,303.0397994,-51.3758422,293.15,309.5108805,303.0397994
0.367,293.15,293.15,303.0880375,-49.77506172,293.15,309.5462184,303.0880375
0.368,293.15,293.15,303.1366706,-48.16468531,293.15,309.5816822,303.1366706
0.369,293.15,293.15,303.1856894,-46.54829222,293.15,309.6172752,303.1856894
0.37,293.15,293.15,303.2350846,-44.92933485,293.15,309.6530007,303.2350846
0.371,293.15,293.15,303.2848469,-43.31113874,293.15,309.6888618,303.2848469
0.372,293.15,293.15,303.334967,-41.69690255,293.15,309.7248617,303.334967
0.373,293.15,293.15,303.3854357,-40.0896981,293.15,309.761003,303.3854357
0.374,293.15,293.15,303.4362438,-38.49247033,293.15,309.7972885,303.4362438
0.375,293.15,293.15,303.4873822,-36.90803733,293.15,309.8337208,303.4873822
0.376,293.15,293.15,303.5388415,-35.33909032,293.15,309.8703022,303.5388415
0.377,293.15,293.15,303.5906127,-33.78819365,293.15,309.9070351,303.5906127
0.378,293.15,293.15,303.6426866,-32.25778482,293.15,309.9439214,303.6426866
0.379,293.15,293.15,303.695054,-30.75017447,293.15,309.9809632,303.695054
0.38,293.15,293.15,303.7477059,-29.26754638,293.15,310.0181623,303.7477059
0.381,293.15,293.15,303.8006331,-27.81195743,293.15,310.0555203,303.8006331
0.382,293.15,293.15,303.8538266,-26.3853377,293.15,310.0930387,303.8538266
0.383,293.15,293.15,303.9072773,-24.98949035,293.15,310.130719,303.9072773
0.384,293.15,293.15,303.9609761,-23.62609171,293.15,310.1685623,303.9609761
0.385,293.15,293.15,304.014914,-22.29669124,293.15,310.2065698,304.014914
0.386,293.15,293.15,304.069082,-21.00271154,293.15,310.2447422,304.069082
0.387,293.15,293.15,304.1234712,-19.74544834,293.15,310.2830804,304.1234712
0.388,293.15,293.15,304.1780724,-18.52607051,293.15,310.3215851,304.1780724
0.389,293.15,293.15,304.2328768,-17.34562007,293.15,310.3602567,304.2328768
0.39,293.15,293.15,304.2878754,-16.20501215,293.15,310.3990955,304.2878754
0.391,293.15,293.15,304.3430593,-15.10503505,293.15,310.4381017,304.3430593
0.392,293.15,293.15,304.3984195,-14.04635018,293.15,310.4772753,304.3984195
0.393,293.15,293.15,304.4539472,-13.02949211,293.15,310.5166163,304.4539472
0.394,293.15,293.15,304.5096335,-12.05486853,293.15,310.5561244,304.5096335
0.395,293.15,293.15,304.5654695,-11.12276027,293.15,310.5957991,304.5654695
0.396,293.15,293.15,304.6214464,-10.23332131,293.15,310.6356399,304.6214464
0.397,293.15,293.15,304.6775553,-9.386578763,293.15,310.6756462,304.6775553
0.398,293.15,293.15,304.7337875,-8.582432869,293.15,310.7158169,304.7337875
0.399,293.15,293.15,304.7901342,-7.820657014,293.15,310.7561512,304.7901342
0.4,293.15,293.15,304.8465865,-7.10089772,293.15,310.7966479,304.8465865
0.401,293.15,293.15,304.9031357,-6.422674648,293.15,310.8373056,304.9031357
0.402,293.15,293.15,304.959773,-5.785380595,293.15,310.8781231,304.959773
0.403,293.15,293.15,305.0164899,-5.188281494,293.15,310.9190985,305.0164899
0.404,293.15,293.15,305.0732774,-4.63051642,293.15,310.9602303,305.0732774
0.405,293.15,293.15,305.130127,-4.11109758,293.15,311.0015165,305.130127
0.406,293.15,293.15,305.1870299,-3.628910323,293.15,311.042955,305.1870299
0.407,293.15,293.15,305.2439775,-3.182713134,293.15,311.0845438,305.2439775
0.408,293.15,293.15,305.3009612,-2.771137634,293.15,311.1262804,305.3009612
0.409,293.15,293.15,305.3579724,-2.392688584,293.15,311.1681623,305.3579724
0.41,293.15,293.15,305.4150023,-2.045743881,293.15,311.2101871,305.4150023
0.411,293.15,293.15,305.4720426,-1.72855456,293.15,311.2523518,305.4720426
0.412,293.15,293.15,305.5290844,-1.439244793,293.15,311.2946535,305.5290844
0.413,293.15,293.15,305.5861194,-1.175811891,293.15,311.3370892,305.5861194
0.414,293.15,293.15,305.6431389,-0.9361263011,293.15,311.3796556,305.6431389
0.415,293.15,293.15,305.7001345,-0.7179316079,293.15,311.4223494,305.7001345
0.416,293.15,293.15,305.7570977,-0.5188445343,293.15,311.4651671,305.7570977
0.417,293.15,293.15,305.8140199,-0.3363549403,293.15,311.5081049,305.8140199
0.418,293.15,293.15,305.8708926,-0.1678258236,293.15,311.5511591,305.8708926
0.419,293.15,293.15,305.9277075,-0.01049331936,293.15,311.5943258,305.9277075
0.42,293.15,293.15,305.9295551,-0.003652262941,293.15,311.6377246,305.9843088
0.421,293.15,293.15,305.9295551,-0.002046168255,293.15,311.6812569,306.0407765
0.422,293.15,293.15,305.9295551,-0.0007482110787,293.15,311.7249165,306.0971169
0.423,293.15,293.15,305.9295551,0.0002723927774,293.15,311.768701,306.1533324
0.424,293.15,293.15,305.9295551,0.00104508674,293.15,311.8126081,306.2094253
0.425,293.15,293.15,305.9295551,0.001597973473,293.15,311.8566355,306.265398
0.426,293.15,293.15,305.9295551,0.001957814872,293.15,311.9007809,306.3212526
0.427,293.15,293.15,305.9295551,0.002150032073,293.15,311.945042,306.3769915
0.428,293.15,293.15,305.9295551,0.002198705444,293.15,311.9894167,306.4326168
0.429,293.15,293.15,305.9295551,0.002126574591,293.15,312.0339027,306.4881307
0.43,293.15,293.15,305.9295551,0.001955038355,293.15,312.078498,306.5435354
0.431,293.15,293.15,305.9295551,0.001704154813,293.15,312.1232004,306.5988331
0.432,293.15,293.15,305.9295551,0.001392641277,293.15,312.1680078,306.6540256
0.433,293.15,293.15,305.9295551,0.001037874296,293.15,312.2129182,306.7091152
0.434,293.15,293.15,305.9295551,0.0006558896536,293.15,312.2579296,306.7641038
0.435,293.15,293.15,305.9295551,0.0002613823694,293.15,312.30304,306.8189935
0.436,293.15,293.15,305.9295551,-0.000132293301,293.15,312.3482473,306.8737861
0.437,293.15,293.15,305.9295551,-0.0005131238663,293.15,312.3935498,306.9284836
0.438,293.15,293.15,305.9295551,-0.0008704365996,293.15,312.4389456,306.9830879
0.439,293.15,293.15,305.9295551,-0.001194899538,293.15,312.4844326,307.0376008
0.44,293.15,293.15,305.9295551,-0.001478521483,293.15,312.5300093,307.0920242
0.441,293.15,293.15,305.9295551,-0.001714652001,293.15,312.5756736,307.1463598
0.442,293.15,293.15,305.9295551,-0.001897981422,293.15,312.621424,307.2006095
0.443,293.15,293.15,305.9295551,-0.002024540839,293.15,312.6672586,307.2547749
0.444,293.15,293.15,305.9295551,-0.002091702112,293.15,312.7131757,307.3088577
0.445,293.15,293.15,305.9295551,-0.002098177864,293.15,312.7591738,307.3628596
0.446,293.15,293.15,305.9295551,-0.00204402148,293.15,312.8052512,307.4167823
0.447,293.15,293.15,305.9295551,-0.001930627114,293.15,312.8514062,307.4706273
0.448,293.15,293.15,305.9295551,-0.00176072968,293.15,312.8976373,307.5243962
0.449,293.15,293.15,305.9295551,-0.001538404858,293.15,312.9439429,307.5780905
0.45,293.15,293.15,305.9295551,-0.001269069093,293.15,312.9903217,307.6317118
0.451,293.15,293.15,305.9295551,-0.0009594795923,293.15,313.036772,307.6852615
0.452,293.15,293.15,305.9295551,-0.0006177343292,293.15,313.0832925,307.738741
0.453,293.15,293.15,305.9295551,-0.0002532720403,293.15,313.1298817,307.7921518
0.454,293.15,293.15,305.9295551,0.000123127773,293.15,313.1765383,307.8454952
0.455,293.15,293.15,305.9295551,0.0004993448455,293.15,313.2232609,307.8987726
0.456,293.15,293.15,305.9295551,0.0008619181473,293.15,313.2700482,307.9519853
0.457,293.15,293.15,305.9295551,0.001196045885,293.15,313.316899,308.0051345
0.458,293.15,293.15,305.9295551,0.001485585499,293.15,313.3638119,308.0582216
0.459,293.15,293.15,305.9295551,0.001713053669,293.15,313.4107858,308.1112476
0.46,293.15,293.15,305.9295551,0.001859626307,293.15,313.4578195,308.1642139
0.461,293.15,293.15,305.9295551,0.001905138561,293.15,313.5049119,308.2171216
0.462,293.15,293.15,305.9295551,0.001828084818,293.15,313.5520618,308.2699717
0.463,293.15,293.15,305.9295551,0.001605618698,293.15,313.5992681,308.3227654
0.464,293.15,293.15,305.9295551,0.001213553055,293.15,313.6465298,308.3755037
0.465,293.15,293.15,305.9295551,0.0006263599842,293.15,313.6938458,308.4281876
0.466,293.15,293.15,305.9295551,-6.723015329e-34,293.15,313.7412209,308.4808126
0.467,293.15,293.15,305.9295551,-4.406770788e-33,293.15,313.7886677,308.5333658
0.468,293.15,293.15,305.9295551,-9.075410688e-33,293.15,313.8361615,308.585872
0.469,293.15,293.15,305.9295551,-1.457202431e-32,293.15,313.8837015,308.638332
0.47,293.15,293.15,305.9295551,-2.07931165e-32,293.15,313.931287,308.6907464
0.471,293.15,293.15,305.9295551,-2.763789392e-32,293.15,313.9789175,308.743116
0.472,293.15,293.15,305.9295551,-3.5008265e-32,293.15,314.0265921,308.7954414
0.473,293.15,293.15,305.9295551,-4.280883995e-32,293.15,314.0743102,308.8477232
0.474,293.15,293.15,305.9295551,-5.094693079e-32,293.15,314.1220712,308.8999622
0.475,293.15,293.15,305.9295551,-5.93325513e-32,293.15,314.1698744,308.952159
0.476,293.15,293.15,305.9295551,-6.787841706e-32,293.15,314.2177192,309.0043143
0.477,293.15,293.15,305.9295551,-7.649994545e-32,293.15,314.2656048,309.0564287
0.478,293.15,293.15,305.9295551,-8.51152556e-32,293.15,314.3135307,309.1085028
0.479,293.15,293.15,305.9295551,-9.364516847e-32,293.15,314.3614962,309.1605373
0.48,293.15,293.15,305.9295551,-1.020132068e-31,293.15,314.4095007,309.2125328
0.481,293.15,293.15,305.9295551,-1.10145595e-31,293.15,314.4575435,309.2644899
0.482,293.15,293.15,305.9295551,-1.179712595e-31,293.15,314.5056241,309.3164093
0.483,293.15,293.15,305.9295551,-1.254218283e-31,293.15,314.5537418,309.3682916
0.484,293.15,293.15,305.9295551,-1.324316314e-31,293.15,314.6018961,309.4201374
0.485,293.15,293.15,305.9295551,-1.389377002e-31,293.15,314.6500862,309.4719472
0.486,293.15,293.15,305.9295551,-1.448797684e-31,293.15,314.6983117,309.5237217
0.487,293.15,293.15,305.9295551,-1.502002711e-31,293.15,314.7465719,309.5754615
0.488,293.15,293.15,305.9295551,-1.548443454e-31,293.15,314.7948663,309.6271671
0.489,293.15,293.15,305.9295551,-1.5875983e-31,293.15,314.8431943,309.6788392
0.49,293.15,293.15,305.9295551,-1.618972656e-31,293.15,314.8915552,309.7304782
0.491,293.15,293.15,305.9295551,-1.642098944e-31,293.15,314.9399486,309.7820848
0.492,293.15,293.15,305.9295551,-1.656536608e-31,293.15,314.9883739,309.8336596
0.493,293.15,293.15,305.9295551,-1.661872106e-31,293.15,315.0368304,309.885203
0.494,293.15,293.15,305.9295551,-1.657718915e-31,293.15,315.0853178,309.9367157
0.495,293.15,293.15,305.9295551,-1.643717532e-31,293.15,315.1338354,309.9881981
0.496,293.15,293.15,305.9295551,-1.619535468e-31,293.15,315.1823826,310.0396508
0.497,293.15,293.15,305.9295551,-1.584867256e-31,293.15,315.2309591,310.0910744
0.498,293.15,293.15,305.9295551,-1.539434443e-31,293.15,315.2795641,310.1424693
0.499,293.15,293.15,305.9295551,-1.482985597e-31,293.15,315.3281973,310.1938361
0.5,293.15,293.15,305.9295551,-1.415296301e-31,293.15,315.3768581,310.2451753
0.501,293.15,293.15,305.9295551,-1.336169159e-31,293.15,315.425546,310.2964875
0.502,293.15,293.15,305.9295551,-1.245433791e-31,293.15,315.4742604,310.347773
0.503,293.15,293.15,305.9295551,-1.142946835e-31,293.15,315.523001,310.3990324
0.504,293.15,293.15,305.9295551,-1.028591946e-31,293.15,315.5717672,310.4502663
0.505,293.15,293.15,305.9295551,-9.022797993e-32,293.15,315.6205585,310.501475
0.506,293.15,293.15,305.9295551,-7.63948086e-32,293.15,315.6693744,310.552659
0.507,293.15,293.15,305.9295551,-6.135615158e-32,293.15,315.7182145,310.6038189
0.508,293.15,293.15,305.9295551,-4.511118161e-32,293.15,315.7670783,310.6549551
0.509,293.15,293.15,305.9295551,-2.766177323e-32,293.15,315.8159654,310.7060681
0.51,293.15,293.15,305.9295551,-9.012502758e-33,293.15,315.8648752,310.7571583
0.511,293.15,293.15,305.9295551,1.08293517e-32,293.15,315.9138074,310.8082261
0.512,293.15,293.15,305.9295551,3.185381024e-32,293.15,315.9627614,310.859272
0.513,293.15,293.15,305.9295551,5.40481912e-32,293.15,316.0117369,310.9102965
0.514,293.15,293.15,305.9295551,7.739711111e-32,293.15,316.0607335,310.9613
0.515,293.15,293.15,305.9295551,1.018824847e-31,293.15,316.1097506,311.0122828
0.516,293.15,293.15,305.9295551,1.27483525e-31,293.15,316.1587879,311.0632455
0.517,293.15,293.15,305.9295551,1.54176743e-31,293.15,316.207845,311.1141884
0.518,293.15,293.15,305.9295551,1.819359483e-31,293.15,316.2569215,311.165112
0.519,293.15,293.15,305.9295551,2.107322484e-31,293.15,316.3060168,311.2160166
0.52,293.15,293.15,305.9295551,2.405340492e-31,293.15,316.3551308,311.2669027
0.521,293.15,293.15,305.9295551,2.713070546e-31,293.15,316.4042629,311.3177706
0.522,293.15,293.15,305.9295551,3.030142669e-31,293.15,316.4534128,311.3686207
0.523,293.15,293.15,305.9295551,3.356159866e-31,293.15,316.5025801,311.4194534
0.524,293.15,293.15,305.9295551,3.690698123e-31,293.15,316.5517644,311.4702691
0.525,293.15,293.15,305.9295551,4.033306409e-31,293.15,316.6009653,311.5210681
0.526,293.15,293.15,305.9295551,4.383506675e-31,293.15,316.6501826,311.5718509
0.527,293.15,293.15,305.9295551,4.740793854e-31,293.15,316.6994158,311.6226177
0.528,293.15,293.15,305.9295551,5.104635862e-31,293.15,316.7486646,311.6733689
0.529,293.15,293.15,305.9295551,5.474473595e-31,293.15,316.7979286,311.7241048
0.53,293.15,293.15,305.9295551,5.849720934e-31,293.15,316.8472076,311.7748259
0.531,293.15,293.15,305.9295551,6.229764739e-31,293.15,316.8965011,311.8255324
0.532,293.15,293.15,305.9295551,6.613964855e-31,293.15,316.9458089,311.8762246
0.533,293.15,293.15,305.9295551,7.001654108e-31,293.15,316.9951306,311.9269029
0.534,293.15,293.15,305.9295551,7.392138305e-31,293.15,317.0444659,311.9775676
0.535,293.15,293.15,305.9295551,7.784696237e-31,293.15,317.0938145,312.028219
0.536,293.15,293.15,305.9295551,8.178579676e-31,293.15,317.1431761,312.0788574
0.537,293.15,293.15,305.9295551,8.573013376e-31,293.15,317.1925504,312.1294831
0.538,293.15,293.15,305.9295551,8.967195075e-31,293.15,317.2419371,312.1800963
0.539,293.15,293.15,305.9295551,9.36029549e-31,293.15,317.291336,312.2306975
0.54,293.15,293.15,305.9295551,9.751458323e-31,293.15,317.3407467,312.2812868
0.541,293.15,293.15,305.9295551,1.013980026e-30,293.15,317.3901689,312.3318645
0.542,293.15,293.15,305.9295551,1.052441096e-30,293.15,317.4396025,312.382431
0.543,293.15,293.15,305.9295551,1.090435307e-30,293.15,317.4890471,312.4329864
0.544,293.15,293.15,305.9295551,1.127866222e-30,293.15,317.5385025,312.483531
0.545,293.15,293.15,305.9295551,1.164634703e-30,293.15,317.5879684,312.5340651
0.546,293.15,293.15,305.9295551,1.200638909e-30,293.15,317.6374446,312.5845889
0.547,293.15,293.15,305.9295551,1.235774297e-30,293.15,317.6869308,312.6351026
0.548,293.15,293.15,305.9295551,1.269933623e-30,293.15,317.7364269,312.6856065
0.549,293.15,293.15,305.9295551,1.303006941e-30,293.15,317.7859326,312.7361009
0.55,293.15,293.15,305.9295551,1.334881604e-30,293.15,317.8354476,312.7865859
0.551,293.15,293.15,305.9295551,1.365442261e-30,293.15,317.8849718,312.8370617
0.552,293.15,293.15,305.9295551,1.394570862e-30,293.15,317.9345049,312.8875286
0.553,293.15,293.15,305.9295551,1.422146653e-30,293.15,317.9840467,312.9379867
0.554,293.15,293.15,305.9295551,1.448046179e-30,293.15,318.0335971,312.9884364
0.555,293.15,293.15,305.9295551,1.472143285e-30,293.15,318.0831558,313.0388776
0.556,293.15,293.15,305.9295551,1.49430911e-30,293.15,318.1327227,313.0893107
0.557,293.15,293.15,305.9295551,1.514412095e-30,293.15,318.1822976,313.1397359
0.558,293.15,293.15,305.9295551,1.532317978e-30,293.15,318.2318802,313.1901532
0.559,293.15,293.15,305.9295551,1.547889795e-30,293.15,318.2814705,313.2405629
0.56,293.15,293.15,305.9295551,1.56098788e-30,293.15,318.3310683,313.2909651
0.561,293.15,293.15,305.9295551,1.571469866e-30,293.15,318.3806734,313.3413601
0.562,293.15,293.15,305.9295551,1.579190684e-30,293.15,318.4302856,313.3917478
0.563,293.15,293.15,305.9295551,1.584002562e-30,293.15,318.4799049,313.4421286
0.564,293.15,293.15,305.9295551,1.585755028e-30,293.15,318.529531,313.4925024
0.565,293.15,293.15,305.9295551,1.584294908e-30,293.15,318.5791639,313.5428695
0.566,293.15,293.15,305.9295551,1.579466324e-30,293.15,318.6288034,313.59323
0.567,293.15,293.15,305.9295551,1.571110699e-30,293.15,318.6784494,313.6435841
0.568,293.15,293.15,305.9295551,1.559066753e-30,293.15,318.7281018,313.6939317
0.569,293.15,293.15,305.9295551,1.543170504e-30,293.15,318.7777604,313.7442731
0.57,293.15,293.15,305.9295551,1.523255268e-30,293.15,318.8274252,313.7946083
0.571,293.15,293.15,305.9295551,1.499151661e-30,293.15,318.877096,313.8449374
0.572,293.15,293.15,305.9295551,1.470687595e-30,293.15,318.9267728,313.8952606
0.573,293.15,293.15,305.9295551,1.437688282e-30,293.15,318.9764555,313.9455779
0.574,293.15,293.15,305.9295551,1.39997623e-30,293.15,319.026144,313.9958894
0.575,293.15,293.15,305.9295551,1.357371247e-30,293.15,319.0758382,314.0461952
0.576,293.15,293.15,305.9295551,1.30969044e-30,293.15,319.1255381,314.0964953
0.577,293.15,293.15,305.9295551,1.256748211e-30,293.15,319.1752436,314.1467899
0.578,293.15,293.15,305.9295551,1.198356263e-30,293.15,319.2249546,314.1970789
0.579,293.15,293.15,305.9295551,1.134323598e-30,293.15,319.274671,314.2473624
0.58,293.15,293.15,305.9295551,1.064456512e-30,293.15,319.324393,314.2976405
0.581,293.15,293.15,305.9295551,9.885586032e-31,293.15,319.3741203,314.3479132
0.582,293.15,293.15,305.9295551,9.064307667e-31,293.15,319.4238529,314.3981805
0.583,293.15,293.15,305.9295551,8.178711956e-31,293.15,319.4735909,314.4484425
0.584,293.15,293.15,305.9295551,7.226753813e-31,293.15,319.5233342,314.4986993
0.585,293.15,293.15,305.9295551,6.206361136e-31,293.15,319.5730828,314.5489507
0.586,293.15,293.15,305.9295551,5.115434803e-31,293.15,319.6228366,314.5991968
0.587,293.15,293.15,305.9295551,3.951848676e-31,293.15,319.6725958,314.6494377
0.588,293.15,293.15,305.9295551,2.713449599e-31,293.15,319.7223602,314.6996733
0.589,293.15,293.15,305.9295551,1.398057395e-31,293.15,319.7721299,314.7499036
0.59,293.15,293.15,305.9295551,3.464873881e-34,293.15,319.8219049,314.8001286
0.591,293.15,293.15,305.9295551,-0.1223929774,293.15,319.8716092,314.850665
0.592,293.15,293.15,305.9295551,-0.3333411758,293.15,319.9213441,314.9010033
0.593,293.15,293.15,305.9295551,-0.6293954609,293.15,319.971104,314.9511094
0.594,293.15,293.15,305.9295551,-1.007400173,293.15,320.020883,315.0009513
0.595,293.15,293.15,305.9295551,-1.464249788,293.15,320.0706752,315.0504981
0.596,293.15,293.15,305.9295551,-1.996888922,293.15,320.1204746,315.0997197
0.597,293.15,293.15,305.9295551,-2.602312323,293.15,320.1702754,315.148587
0.598,293.15,293.15,305.9295551,-3.277564879,293.15,320.2200717,315.1970717
0.599,293.15,293.15,305.9295551,-4.019741614,293.15,320.2698576,315.2451466
0.6,293.15,293.15,305.9295551,-4.825987688,293.15,320.3196273,315.2927853
0.601,293.15,293.15,305.9295551,-5.693498398,293.15,320.3693749,315.3399624
0.602,293.15,293.15,305.9295551,-6.619519178,293.15,320.4190945,315.3866534
0.603,293.15,293.15,305.9295551,-7.601345598,293.15,320.4687803,315.4328348
0.604,293.15,293.15,305.9295551,-8.636323367,293.15,320.5184265,315.478484
0.605,293.15,293.15,305.9295551,-9.721848327,293.15,320.5680273,315.5235792
0.606,293.15,293.15,305.9295551,-10.85536646,293.15,320.6175768,315.5680997
0.607,293.15,293.15,305.9295551,-12.03437388,293.15,320.6670693,315.6120256
0.608,293.15,293.15,305.9295551,-13.25641685,293.15,320.7164989,315.6553381
0.609,293.15,293.15,305.9295551,-14.51909175,293.15,320.7658599,315.6980191
0.61,293.15,293.15,305.9295551,-15.82004511,293.15,320.8151465,315.7400517
0.611,293.15,293.15,305.9295551,-17.15697359,293.15,320.8643528,315.7814197
0.612,293.15,293.15,305.9295551,-18.527624,293.15,320.9134732,315.8221078
0.613,293.15,293.15,305.9295551,-19.92979328,293.15,320.9625019,315.8621019
0.614,293.15,293.15,305.9295551,-21.36132849,293.15,321.0114332,315.9013887
0.615,293.15,293.15,305.9295551,-22.82012686,293.15,321.0602612,315.9399557
0.616,293.15,293.15,305.9295551,-24.30413572,293.15,321.1089804,315.9777915
0.617,293.15,293.15,305.9295551,-25.81135255,293.15,321.1575849,316.0148854
0.618,293.15,293.15,305.9295551,-27.33982499,293.15,321.206069,316.0512281
0.619,293.15,293.15,305.9295551,-28.88765079,293.15,321.2544271,316.0868106
0.62,293.15,293.15,305.9295551,-30.45297784,293.15,321.3026535,316.1216254
0.621,293.15,293.15,305.9295551,-32.03400418,293.15,321.3507424,316.1556655
0.622,293.15,293.15,305.9295551,-33.62897796,293.15,321.3986882,316.1889251
0.623,293.15,293.15,305.9295551,-35.23619751,293.15,321.4464852,316.2213993
0.624,293.15,293.15,305.9295551,-36.85401125,293.15,321.4941277,316.253084
0.625,293.15,293.15,305.9295551,-38.48081776,293.15,321.5416102,316.2839761
0.626,293.15,293.15,305.9295551,-40.11506576,293.15,321.5889269,316.3140735
0.627,293.15,293.15,305.9295551,-41.7552541,293.15,321.6360723,316.3433748
0.628,293.15,293.15,305.9295551,-43.39993177,293.15,321.6830407,316.3718799
0.629,293.15,293.15,305.9295551,-45.0476979,293.15,321.7298264,316.3995893
0.63,293.15,293.15,305.9295551,-46.69720173,293.15,321.776424,316.4265045
0.631,293.15,293.15,305.9295551,-48.34714268,293.15,321.8228276,316.4526281
0.632,293.15,293.15,305.9295551,-49.99627027,293.15,321.8690319,316.4779635
0.633,293.15,293.15,305.9295551,-51.64338418,293.15,321.9150312,316.502515
0.634,293.15,293.15,305.9295551,-53.28733422,293.15,321.9608199,316.5262879
0.635,293.15,293.15,305.9295551,-54.92702032,293.15,322.0063924,316.5492884
0.636,293.15,293.15,305.9295551,-56.56139258,293.15,322.0517432,316.5715236
0.637,293.15,293.15,305.9295551,-58.18945121,293.15,322.0968668,316.5930016
0.638,293.15,293.15,305.9295551,-59.81024655,293.15,322.1417576,316.6137314
0.639,293.15,293.15,305.9295551,-61.42287912,293.15,322.1864101,316.6337228
0.64,293.15,293.15,305.9295551,-63.02649952,293.15,322.2308186,316.6529868
0.641,293.15,293.15,305.9295551,-64.62030854,293.15,322.2749779,316.6715352
0.642,293.15,293.15,305.9295551,-66.20355706,293.15,322.3188822,316.6893806
0.643,293.15,293.15,305.9295551,-67.77554614,293.15,322.3625262,316.7065366
0.644,293.15,293.15,305.9295551,-69.33562693,293.15,322.4059043,316.723018
0.645,293.15,293.15,305.9295551,-70.88320076,293.15,322.449011,316.7388401
0.646,293.15,293.15,305.9295551,-72.41771907,293.15,322.4918409,316.7540193
0.647,293.15,293.15,305.9295551,-73.93868344,293.15,322.5343886,316.7685732
0.648,293.15,293.15,305.9295551,-75.44564561,293.15,322.5766484,316.7825198
0.649,293.15,293.15,305.9295551,-76.93820742,293.15,322.6186151,316.7958786
0.65,293.15,293.15,305.9295551,-78.41602088,293.15,322.6602832,316.8086695
0.651,293.15,293.15,305.9295551,-79.87878811,293.15,322.7016472,316.8209138
0.652,293.15,293.15,305.9295551,-81.32626138,293.15,322.7427017,316.8326334
0.653,293.15,293.15,305.9295551,-82.75824309,293.15,322.7834412,316.8438512
0.654,293.15,293.15,305.9295551,-84.1745858,293.15,322.8238605,316.8545911
0.655,293.15,293.15,320.5005556,-87.65778967,293.15,322.863971,316.8595606
0.656,293.15,293.15,313.1590207,-88.15657825,293.15,322.9037008,316.8540442
0.657,293.15,293.15,318.1424577,-90.46081153,293.15,322.9429769,316.8478128
0.658,293.15,293.15,316.8413684,-91.88385279,293.15,322.9817967,316.8408717
0.659,293.15,293.15,316.832184,-93.46580167,293.15,323.0201576,316.833226
0.66,293.15,293.15,316.8248811,-95.04746436,293.15,323.0580573,316.824881
0.661,293.15,293.15,316.8158423,-96.62883192,293.15,323.0954933,316.815842
0.662,293.15,293.15,316.8061141,-98.2098955,293.15,323.1324635,316.8061142
0.663,293.15,293.15,316.7957026,-99.7906464,293.15,323.1689656,316.7957028
0.664,293.15,293.15,316.7846132,-101.3710761,293.15,323.2049976,316.7846133
0.665,293.15,293.15,316.7728512,-102.9511763,293.15,323.2405573,316.7728508
0.666,293.15,293.15,316.7604209,-104.5309388,293.15,323.2756428,316.7604206
0.667,293.15,293.15,316.7473283,-106.1103563,293.15,323.3102522,316.7473283
