time,Transistor1.Tr.vbcˍt,Transistor1.Tr.vbeˍt,Transistor2.Tr.vbcˍt,Gnd4.p.i,R1.i,R2.i,R4.i,Transistor1.Tr.C.i,Transistor1.Tr.vcs,Transistor1.ct.v,Transistor2.Tr.vcs,Transistor2.ct.v,Transistor2.Tr.vbe,Transistor1.b.i,Transistor2.Tr.C.i,Transistor2.b.i,C4.v,C3.v,C2.v,C1.v,Transistor2.Tr.C.v,C5.v,Transistor1.Tr.C.v
2.169434752e-09,-336443509.7,-11838395.64,-1195217469,-0.005205706854,-0.04959262459,0.1425646679,0.1273581765,0.131832418,0.7303499644,0.08033474764,2.263423999,-0.0002608284702,0.8189925459,-0.02701244698,0.007583560757,0.00520615799,-2.264182355,-5.205706854e-07,0.7435332062,0.07898412529,2.263423999,-0.8192533743,0.7303499644
2.179977649e-09,-344123420.1,-12603648.31,-1188441462,-0.00570133851,-0.05026687791,0.1425530276,0.1272322397,0.1311974216,0.7315774953,0.07797501053,2.275964953,-0.0002856614947,0.821198669,-0.02756198884,0.008110786696,0.005701827217,-2.276776032,-5.70133851e-07,0.7446972374,0.07659691109,2.275964953,-0.8214843305,0.7315774953
2.190520546e-09,-352163814.9,-13443184.53,-1181171623,-0.006237729453,-0.05097033318,0.1425407104,0.1271070159,0.1305237409,0.7328765897,0.07560399739,2.288429858,-0.0003125366684,0.8234055719,-0.02814474627,0.008685535034,0.006238257909,-2.289298412,-6.237729453e-07,0.7459289638,0.07419676008,2.288429858,-0.8237181085,0.7328765897
2.201063443e-09,-360599561.9,-14363033.14,-1173369804,-0.006817270843,-0.05170522746,0.1425276743,0.1269825564,0.1298080012,0.7342517663,0.07322224532,2.300813194,-0.0003415737928,0.8256117828,-0.02876297663,0.009311656328,0.006817841315,-2.30174436,-6.817270843e-07,0.7472325664,0.07178409649,2.300813194,-0.8259533566,0.7342517663
2.21160634e-09,-369467709.4,-15369516.46,-1164993384,-0.007442330603,-0.05247376011,0.1425138741,0.1268589167,0.1290466376,0.7357079239,0.0708302916,2.313109011,-0.0003728914979,0.827815766,-0.02941889886,0.009993207013,0.007442945297,-2.314108332,-7.442330603e-07,0.7486125877,0.06935934666,2.313109011,-0.8281886575,0.7357079239
2.222149238e-09,-378807227,-16469252.05,-1155997969,-0.008115190045,-0.05327805315,0.1424992605,0.1267361565,0.1282359022,0.7372503604,0.06842867162,2.325310906,-0.000406604072,0.8300159239,-0.03011465379,0.01073444691,0.00811585106,-2.326384351,-8.115190045e-07,0.7500739506,0.06692293893,2.325310906,-0.830422528,0.7372503604
2.231550931e-09,-387566127.6,-17534333.74,-1147419341,-0.008757317688,-0.05402712848,0.1424854994,0.1266274784,0.127468088,0.7387032496,0.06627929341,2.336107219,-0.0004387768263,0.831973349,-0.03077038933,0.0114494196,0.00875802189,-2.337252161,-8.757317688e-07,0.7514500584,0.06474077395,2.336107219,-0.8324121258,0.7387032496
2.240952624e-09,-396762762.6,-18684051.92,-1138274458,-0.009440566039,-0.05480752354,0.1424710087,0.1265195995,0.126655008,0.7402336303,0.06412302231,2.34681818,-0.0004730097873,0.8339251996,-0.03146070963,0.01221866035,0.009441314613,-2.348040046,-9.440566039e-07,0.7528991311,0.06254998683,2.34681818,-0.8343982094,0.7402336303
2.250354317e-09,-406427534.9,-19923690.19,-1128531978,-0.01016617122,-0.05562040678,0.1424557451,0.1264125718,0.1257936888,0.7418461242,0.06196022486,2.357438268,-0.0005093648864,0.8358702265,-0.03218679499,0.01304554649,0.01016696538,-2.358742823,-1.016617122e-06,0.754425493,0.06035088511,2.357438268,-0.8363795914,0.7418461242
2.25975601e-09,-416592120.8,-21258600.99,-1118155384,-0.01093518313,-0.05646676493,0.1424396625,0.1263064501,0.1248810829,0.7435456392,0.05979125958,2.36796164,-0.0005478947126,0.8378071482,-0.03294964344,0.01393352694,0.01093602389,-2.369354993,-1.093518313e-06,0.7560337474,0.05814377741,2.36796164,-0.8383550429,0.7435456392
2.269157703e-09,-427288749,-22694247.07,-1107108296,-0.01174841732,-0.05734736498,0.1424227122,0.1262012926,0.1239140856,0.7453373739,0.05761647502,2.378382124,-0.0005886401103,0.8397346538,-0.03375003274,0.01488611333,0.01174930537,-2.379870736,-1.174841732e-06,0.7577287825,0.05592897338,2.378382124,-0.8403232939,0.7453373739
2.278559396e-09,-438549972.8,-24236181.37,-1095353931,-0.01260641422,-0.05826271487,0.1424048422,0.126097161,0.1228895559,0.7472268197,0.05543620773,2.388693218,-0.0006316281407,0.8416514065,-0.03458848114,0.01590685642,0.01260734999,-2.390283904,-1.260641422e-06,0.7595157753,0.05370678367,2.388693218,-0.8422830347,0.7472268197
2.287961089e-09,-450408411.7,-25890024.18,-1082855481,-0.01350939601,-0.05921302152,0.1423859981,0.1259941198,0.12180434,0.7492197603,0.05325078014,2.398888089,-0.0006768699152,0.8435560471,-0.03546520531,0.0169993202,0.01351037951,-2.400588021,-1.350939601e-06,0.7614001943,0.05147751987,2.398888089,-0.844232917,0.7492197603
2.297362782e-09,-462896452.1,-27661437.83,-1069576430,-0.01445722192,-0.06019814698,0.142366122,0.1258922372,0.1206552976,0.7513222687,0.05106049829,2.408959579,-0.0007243583613,0.8454471977,-0.03638007656,0.01816705216,0.01445825278,-2.410776284,-1.445722192e-06,0.7633877984,0.04924149446,2.408959579,-0.846171556,0.7513222687
2.306764475e-09,-476045908.6,-29556099.22,-1055480929,-0.01544934318,-0.06121756363,0.1423451537,0.1257915844,0.1194393333,0.7535407015,0.04886564958,2.418900207,-0.0007740659632,0.8473234663,-0.03733257603,0.01941354999,0.01545042058,-2.420841562,-1.544934318e-06,0.7654846348,0.04699902078,2.418900207,-0.8480975322,0.7535407015
2.315187281e-09,-488411784.7,-31363393.06,-1042139099,-0.01637524079,-0.06215936366,0.142325389,0.1257025168,0.1182906503,0.7556320334,0.04689567394,2.427688327,-0.0008204554966,0.8489905682,-0.03821726721,0.02059995392,0.01637635945,-2.429748322,-1.637524079e-06,0.7674610984,0.04498481058,2.427688327,-0.8498110237,0.7556320334
2.323610088e-09,-501356483.8,-33277827.96,-1028081255,-0.01733474101,-0.06312685249,0.1423046495,0.1256145516,0.1170837315,0.7578266732,0.04492242031,2.436359371,-0.0008685284117,0.8506435949,-0.03913033731,0.02185466603,0.01733589875,-2.438544838,-1.733474101e-06,0.7695350463,0.04296590344,2.436359371,-0.8515121233,0.7578266732
2.332032894e-09,-514898187.8,-35303726.22,-1013295368,-0.01832650411,-0.06411869679,0.1422828862,0.1255277465,0.1158165852,0.7601297255,0.04294604916,2.444907357,-0.0009182176061,0.8522815308,-0.04007045864,0.0231799643,0.01832769911,-2.447225353,-1.832650411e-06,0.771711384,0.04094252623,2.444907357,-0.8531997484,0.7601297255
2.340455701e-09,-529055637.2,-37445031.53,-997758480.4,-0.01934878909,-0.06513320646,0.1422600482,0.1254421607,0.1144873406,0.7625464418,0.04096670349,2.453326136,-0.0009694358305,0.8539033648,-0.04103594599,0.02457797103,0.01935001903,-2.455783933,-1.934878909e-06,0.7739951758,0.03891490619,2.453326136,-0.8548728006,0.7625464418
2.348878507e-09,-543845898.6,-39705586.44,-981451456.4,-0.02039945267,-0.06616830794,0.1422360837,0.1253578553,0.1130942753,0.7650822055,0.03898450752,2.461609409,-0.001022075683,0.8555080916,-0.04202473038,0.02605064909,0.02040071476,-2.464214474,-2.039945267e-06,0.7763916331,0.036883271,2.461609409,-0.8565301673,0.7650822055
2.357301314e-09,-559284017.8,-42089112.05,-964357192.3,-0.02147594112,-0.06722152671,0.142210939,0.1252748928,0.1116358432,0.7677425162,0.03699956577,2.469750744,-0.001076009198,0.8570947145,-0.04303434154,0.02759976934,0.02147723208,-2.472510721,-2.147594112e-06,0.7789061005,0.0348478487,2.469750744,-0.8581707237,0.7677425162
2.36572412e-09,-575382710.7,-44599184.49,-946461152.2,-0.02257527865,-0.06828997281,0.1421845596,0.1251933371,0.1101107031,0.77053297,0.03501196233,2.477743597,-0.001131087262,0.8586622475,-0.04406189343,0.02922688013,0.02257659469,-2.480666285,-2.257527865e-06,0.7815440403,0.03280886766,2.477743597,-0.8597933348,0.77053297
2.374146927e-09,-592152041.5,-47239207.75,-927751679.5,-0.02369405711,-0.06937032915,0.1421568899,0.1251132534,0.1085177487,0.7734592381,0.03302176021,2.485581335,-0.001187139101,0.860209718,-0.04510407259,0.03093327571,0.02369539391,-2.488674662,-2.369405711e-06,0.784311013,0.03076655658,2.485581335,-0.8613968571,0.7734592381
2.382569733e-09,-609599095.7,-50012382.52,-908220343.1,-0.02482842886,-0.07045884335,0.1421278734,0.1250347074,0.1068561385,0.776527043,0.03102900096,2.49325726,-0.001243971922,0.8617361689,-0.04615712992,0.0327199643,0.02482978159,-2.496529256,-2.482842886e-06,0.7872126569,0.02872114447,2.49325726,-0.8629801409,0.776527043
2.39099254e-09,-627727650.9,-52921670.76,-887862281.6,-0.02597410371,-0.07155132368,0.1420974534,0.1249577659,0.1051253266,0.7797421313,0.0290337044,2.500764642,-0.001301370762,0.8632406614,-0.0472168767,0.03458763586,0.02597546704,-2.504223405,-2.597410371e-06,0.790254664,0.02667286056,2.500764642,-0.8645420321,0.7797421313
2.399415346e-09,-646537849.1,-55969755.14,-866676544.8,-0.02712635057,-0.07264313988,0.1420655725,0.1248824959,0.1033250924,0.7831102448,0.02703586863,2.508096746,-0.001359098566,0.8647222763,-0.04827868536,0.03653663009,0.02712771861,-2.511750409,-2.712635057e-06,0.793442754,0.02462193436,2.508096746,-0.8660813748,0.7831102448
2.407838153e-09,-666025875.3,-59158992.6,-844666427.2,-0.02828000423,-0.07372922944,0.1420321735,0.1248089644,0.1014555711,0.7866370887,0.02503547037,2.515246871,-0.001416896531,0.8661801165,-0.04933749578,0.0385669051,0.02828137061,-2.519103562,-2.828000423e-06,0.7967826458,0.02256859558,2.515246871,-0.867597013,0.7866370887
2.416260959e-09,-686183648,-62491361.03,-821839787.3,-0.0294294779,-0.07480410992,0.1419971997,0.1247372382,0.09951728243,0.7903282975,0.0230324655,2.522208381,-0.001474484736,0.8676133086,-0.05038782763,0.0406780069,0.02943083577,-2.526276181,-2.94294779e-06,0.8002800258,0.02051307411,2.522208381,-0.8690877933,0.7903282975
2.424683766e-09,-706998524.9,-65968397.89,-798209350.8,-0.03056878196,-0.07586189795,0.1419605949,0.1246673835,0.09751115781,0.7941893991,0.02102678999,2.528974746,-0.001531563077,0.8690210043,-0.05142379936,0.04286904053,0.03057012398,-2.53326165,-3.056878196e-06,0.8039405149,0.01845560002,2.528974746,-0.8705525674,0.7941893991
2.433106572e-09,-728453031.3,-69591129.82,-773792988.8,-0.03169154925,-0.07689633542,0.1419223037,0.1245994655,0.09543856651,0.7982257758,0.01901836124,2.535539586,-0.001587812539,0.8704023822,-0.05243915443,0.04513864306,0.03169286769,-2.54005345,-3.169154925e-06,0.8077696324,0.01639640352,2.535539586,-0.8719901947,0.7982257758
2.441529379e-09,-750524616,-73359992.05,-748613968.4,-0.03279106766,-0.07790082359,0.1418822724,0.124533548,0.09330133864,0.8024426249,0.01700707969,2.541896708,-0.001642896826,0.8717566487,-0.05342729538,0.04748495908,0.03279235438,-2.546645204,-3.279106766e-06,0.8117727587,0.01433571492,2.541896708,-0.8733995455,0.8024426249
2.449952185e-09,-773185440.4,-77274736.78,-722701167.7,-0.03386032021,-0.07886846547,0.141840449,0.1244696928,0.09110178546,0.8068449168,0.01499283097,2.548040156,-0.001696464369,0.8730830395,-0.05438132627,0.04990561931,0.03386156674,-2.553030717,-3.386032021e-06,0.8159550953,0.01227376466,2.548040156,-0.8747795038,0.8068449168
2.458374992e-09,-796402210.3,-81334329.55,-696089250.3,-0.03489203336,-0.07979211732,0.1417967838,0.1244079598,0.08884271593,0.8114373523,0.01297548844,2.553964251,-0.001748150751,0.8743808208,-0.05529410416,0.05239772282,0.03489323096,-2.559204024,-3.489203336e-06,0.8203216239,0.01021078323,2.553964251,-0.8761289715,0.8114373523
2.466797798e-09,-820136053.6,-85536833.48,-668818791.6,-0.03587873393,-0.08066444957,0.1417512294,0.1243484057,0.08652744901,0.8162243191,0.01095491619,2.559663645,-0.001797581557,0.8756492904,-0.05615830004,0.05495782354,0.03587987367,-2.565159428,-3.587873393e-06,0.824877064,0.008147001192,2.559663645,-0.877446872,0.8162243191
2.475220605e-09,-844342455.7,-89879281.18,-640936350.4,-0.03681281509,-0.08147801777,0.1417037417,0.1242910845,0.08415982098,0.821209848,0.008930972637,2.565133361,-0.001844375677,0.8768877793,-0.05696646981,0.0575819218,0.03681388792,-2.570891553,-3.681281509e-06,0.8296258301,0.006082649146,2.565133361,-0.878732155,0.821209848
2.483643411e-09,-868971257.8,-94357535.2,-612494477.8,-0.03768661185,-0.08222534394,0.1416542801,0.1242360461,0.08174418692,0.8263975694,0.006903514492,2.57036884,-0.001888149096,0.8780956526,-0.05771113565,0.06026546146,0.03768760869,-2.576395386,-3.768661185e-06,0.8345719881,0.004017957709,2.57036884,-0.8799838017,0.8263975694
2.492066218e-09,-893966727.9,-98966138.59,-583551656.3,-0.0384924863,-0.08289900853,0.1416028079,0.1241833367,0.07928541589,0.8317906705,0.004872401401,2.575365995,-0.001928519157,0.8792723115,-0.05838487795,0.06300333341,0.03849339816,-2.581666328,-3.84924863e-06,0.8397192121,0.001953157503,2.575365995,-0.8812008307,0.8317906705
2.500489024e-09,-919267714.2,-103698158.4,-554172160.2,-0.03922292281,-0.08349175302,0.1415492926,0.1241329977,0.07678887876,0.8373918541,0.002837501037,2.580121245,-0.001965109338,0.8804171953,-0.05898043797,0.06578988614,0.03922374091,-2.586700233,-3.922292281e-06,0.845070742,-0.0001115208609,2.580121245,-0.8823823047,0.8373918541
2.509036047e-09,-945186101.3,-108617135.3,-523983058.4,-0.03987947006,-0.08400331808,0.1414928712,0.1240843767,0.07422293269,0.8432905865,0.0007685960558,2.584696235,-0.001997997157,0.8815459521,-0.05949765827,0.06866096227,0.03988018421,-2.591562331,-3.987947006e-06,0.8507128798,-0.002206286858,2.584696235,-0.8835439493,0.8432905865
2.517812786e-09,-971979119.1,-113779831,-492671325.3,-0.04045733049,-0.08442718187,0.1414326899,0.1240370619,0.07156075242,0.8495749396,-0.001360209665,2.589129061,-0.002026942198,0.8826699207,-0.05993026208,0.07164744155,0.0404579293,-2.596293805,-4.045733049e-06,0.8567310148,-0.004356722769,2.589129061,-0.8846968629,0.8495749396
2.527006677e-09,-1000146263,-119293843,-459630692.5,-0.04095006874,-0.08475358065,0.1413671898,0.1239903681,0.06875064743,0.8564059548,-0.003594950343,2.593482322,-0.002051621914,0.883808619,-0.0602690023,0.07480868068,0.04095053814,-2.60096319,-4.095006874e-06,0.8632810196,-0.006608400458,2.593482322,-0.8858602409,0.8564059548
2.536777517e-09,-1030079152,-125251833.4,-424369939.5,-0.04133919158,-0.08496099454,0.1412948074,0.1239439885,0.06575042919,0.8639442145,-0.005975308947,2.597781728,-0.002071109674,0.8849748372,-0.0604931042,0.07819420343,0.0413395151,-2.605601148,-4.133919158e-06,0.8705192574,-0.008999964157,2.597781728,-0.8870459469,0.8639442145
2.546548357e-09,-1059883285,-131285857.7,-389100857.6,-0.04158251622,-0.08501820352,0.1412195634,0.1239009686,0.06274744292,0.871768916,-0.008361183485,2.601743733,-0.002083292628,0.8860952654,-0.06057068077,0.08159409282,0.04158268753,-2.609903142,-4.158251622e-06,0.8780436603,-0.01138971752,2.601743733,-0.888178558,0.871768916
2.556319198e-09,-1089425714,-137364518.4,-353957938.4,-0.04167374992,-0.08492009232,0.1411414637,0.1238613127,0.05975371604,0.8798782631,-0.01075247044,2.605369185,-0.002087855552,0.8871695256,-0.06049661444,0.08499540873,0.04167376355,-2.613868726,-4.167374992e-06,0.8858536347,-0.01377730116,2.605369185,-0.8892573811,0.8798782631
2.566090038e-09,-1118571549,-143453204.5,-319087330.7,-0.04160863291,-0.08466364661,0.141060526,0.1238250127,0.05678151461,0.888269248,-0.01314896143,2.608660246,-0.002084585141,0.8881973525,-0.06026788879,0.08838487586,0.04160848556,-2.617498734,-4.160863291e-06,0.8939473995,-0.01616235587,2.608660246,-0.8902819377,0.888269248
2.575860879e-09,-1147186092,-149513733.3,-284635177.9,-0.04138512075,-0.08424820003,0.1409767803,0.1237920469,0.05384314592,0.8969376593,-0.01555033092,2.611620399,-0.002073379086,0.8891786089,-0.05988383505,0.09174907251,0.04138481147,-2.620795306,-4.138512075e-06,0.9023219739,-0.01854452267,2.611620399,-0.891251988,0.8969376593
2.585631719e-09,-1175137776,-155504873.4,-250745775.6,-0.04100359261,-0.08367563439,0.1408902682,0.1237623811,0.05095075157,0.9058781094,-0.01795612621,2.614254426,-0.00205425651,0.8901132969,-0.05934633222,0.09507463738,0.04100312302,-2.62376189,-4.100359261e-06,0.9109731845,-0.02092344282,2.614254426,-0.8921675535,0.9058781094
2.594206725e-09,-1199028040,-160670479.1,-221564071.5,-0.04054062015,-0.08304712215,0.1408121068,0.1237390278,0.04845956105,0.9139433648,-0.02007067276,2.616302113,-0.002031054685,0.8908953661,-0.05875161232,0.09795105714,0.04054001246,-2.626097219,-4.054062015e-06,0.9187893209,-0.02300825338,2.616302113,-0.8929264208,0.9139433648
2.602781732e-09,-1222224610,-165719354.5,-193029870.5,-0.03996186914,-0.0823059034,0.1407318989,0.1237181399,0.04602041149,0.922208067,-0.02218769482,2.61810809,-0.002002052656,0.8916418942,-0.05804700789,0.1007791814,0.03996112939,-2.628186008,-3.996186914e-06,0.9268101081,-0.02509004521,2.61810809,-0.8936439468,0.922208067
2.611356738e-09,-1244661232,-170621090.5,-165206972.4,-0.03927268578,-0.08145838794,0.140649694,0.1236996704,0.04364041129,0.9306665603,-0.02430663023,2.619677883,-0.001967518317,0.8923531836,-0.05723892539,0.103550813,0.03927182097,-2.630032964,-3.927268578e-06,0.9350306014,-0.0271685765,2.619677883,-0.8943207019,0.9306665603
2.61897698e-09,-1263911159,-174829285.7,-141136137.6,-0.03857292918,-0.08062232679,0.1405750106,0.1236852434,0.04158033556,0.9383409073,-0.02619073366,2.620879627,-0.001932455297,0.8929560466,-0.05644026906,0.1059603185,0.03857196007,-2.631475659,-3.857292918e-06,0.9424989409,-0.02901274712,2.620879627,-0.8948885019,0.9383409073
2.626597222e-09,-1282464230,-178878769.4,-117751694.4,-0.03779707516,-0.07971498464,0.1404988359,0.123672642,0.03957625563,0.9461587808,-0.02807535513,2.621904365,-0.001893580224,0.8935317639,-0.05557255247,0.1083143288,0.03779601034,-2.632735798,-3.779707516e-06,0.9501164064,-0.03085398275,2.621904365,-0.8954253441,0.9461587808
2.634217464e-09,-1300290441,-182751108.3,-95083263.82,-0.03695167197,-0.07874353361,0.1404212152,0.1236618208,0.03763184055,0.9541152919,-0.0299599671,2.622757087,-0.001851221191,0.8940807617,-0.05464294444,0.1106083492,0.03695052047,-2.633817922,-3.695167197e-06,0.957878476,-0.03269211432,2.622757087,-0.8959319829,0.9541152919
2.640961933e-09,-1315440691,-186017340,-75643162.45,-0.03615116102,-0.07783645795,0.1403513473,0.1236536893,0.03596321696,0.9612689532,-0.03162753219,2.623372519,-0.001811112156,0.8945447738,-0.05377474978,0.112585495,0.0361499408,-2.634631068,-3.615116102e-06,0.9648652749,-0.03431626968,2.623372519,-0.8963558859,0.9612689532
2.647706402e-09,-1329982209,-189122534,-56822648.94,-0.03530722908,-0.07689094469,0.1402804185,0.1236468788,0.03434565942,0.968523587,-0.03329425184,2.623861106,-0.001768828154,0.8949886239,-0.05286984927,0.1145101367,0.03530594862,-2.63531212,-3.530722908e-06,0.971958153,-0.0359377443,2.623861106,-0.896757452,0.968523587
2.653653503e-09,-1342294074,-191720275.6,-40744465.25,-0.03453153793,-0.07602999858,0.1402170236,0.1236419399,0.03296292208,0.9750013475,-0.03476289479,2.624189808,-0.001729963719,0.8953636093,-0.05204614868,0.1161620079,0.0345302113,-2.635806008,-3.453153793e-06,0.9782976397,-0.03736520222,2.624189808,-0.897093573,0.9750013475
2.658958692e-09,-1352867538,-193922927.5,-26824016.66,-0.03381803713,-0.07524393693,0.1401598191,0.1236383553,0.03176460831,0.9808416316,-0.03607196201,2.624404589,-0.001694215558,0.8956854209,-0.05129444493,0.1175987868,0.03381667509,-2.636164468,-3.381803713e-06,0.9840180924,-0.03863668425,2.624404589,-0.8973796365,0.9808416316
2.663653521e-09,-1361901322,-195779916.1,-14839779.42,-0.0331720924,-0.0745365491,0.140108698,0.1236358131,0.03073220203,0.9860569815,-0.0372294229,2.624534618,-0.001661852388,0.8959604167,-0.05061835144,0.1188407266,0.03317070358,-2.636418691,-3.31720924e-06,0.9891302017,-0.03976034048,2.624534618,-0.8976222691,0.9860569815
2.667676611e-09,-1369400930,-197301327.3,-4822003.418,-0.03260929814,-0.07392316868,0.1400645293,0.1236340946,0.02986864365,0.9905602019,-0.03822041796,2.624602281,-0.001633655418,0.8961888862,-0.05003245115,0.1198825794,0.03260788976,-2.636590539,-3.260929814e-06,0.9935470663,-0.04072204052,2.624602281,-0.8978225417,0.9905602019
2.670356113e-09,-1374272520,-198278580.2,1721275.992,-0.0322303694,-0.07351159763,0.1400349305,0.1236331811,0.02930436111,0.9935765144,-0.03887996754,2.624625395,-0.001614670522,0.8963374357,-0.04963952197,0.1205649092,0.03222894971,-2.636681886,-3.22303694e-06,0.9965069505,-0.04136194364,2.624625395,-0.8979521062,0.9935765144
2.673035616e-09,-1379045199,-199226904.8,8159857.485,-0.03184859933,-0.07309801546,0.1400051896,0.1236324495,0.02874879495,0.9966061635,-0.03953910099,2.62463126,-0.001595543346,0.8964831314,-0.04924485267,0.1212379254,0.03184716972,-2.636755052,-3.184859933e-06,0.999481043,-0.04200134363,2.62463126,-0.8980786748,0.9966061635
2.675715118e-09,-1383719733,-200146257.2,14495039.06,-0.03146435204,-0.07268277579,0.1399753089,0.1236318971,0.02820195665,0.9996489105,-0.04019779338,2.624620135,-0.001576292128,0.896626008,-0.0488487966,0.1219015848,0.03146291386,-2.636810294,-3.146435204e-06,1.002469106,-0.04264023321,2.624620135,-0.8982023001,0.9996489105
2.678423479e-09,-1388345239,-201046075.9,20793302.74,-0.03107381593,-0.07226173339,0.1399449669,0.1236315183,0.02765810135,1.002737497,-0.04086310695,2.62459189,-0.001556725903,0.8967675941,-0.04844741926,0.1225628498,0.03107237044,-2.636848175,-3.107381593e-06,1.005503307,-0.04328547792,2.62459189,-0.89832432,1.002737497
2.681164327e-09,-1392925031,-201926613.4,27059702.54,-0.03067676793,-0.07183463635,0.1399141206,0.123631316,0.02711679971,1.005876256,-0.04153589092,2.624546178,-0.001536833498,0.8969080201,-0.04804050421,0.1232222532,0.03067531642,-2.636868403,-3.067676793e-06,1.008587936,-0.04393791613,2.624546178,-0.8984448536,1.005876256
2.683959107e-09,-1397490730,-202793428.8,33338423.92,-0.03027040003,-0.07139846142,0.1398825247,0.1236312944,0.02657423683,1.009090111,-0.0422213587,2.62448211,-0.001516474228,0.8970482883,-0.0476251992,0.1238844685,0.03026894375,-2.636870557,-3.027040003e-06,1.011747535,-0.04460261866,2.62448211,-0.8985647625,1.009090111
2.686823354e-09,-1402061488,-203649422,39657354.24,-0.02985275601,-0.07095111915,0.1398499965,0.1236314628,0.02602800368,1.012397545,-0.04292325623,2.624398466,-0.00149555009,0.8971890257,-0.04719954996,0.1245524854,0.0298512963,-2.636853715,-2.985275601e-06,1.015000345,-0.04528323373,2.624398466,-0.8986845758,1.012397545
2.689771976e-09,-1406653142,-204496631.8,46040471.97,-0.02942199415,-0.07049065442,0.1398163581,0.1236318344,0.02547602654,1.015816591,-0.04364515752,2.624293671,-0.001473968817,0.8973307657,-0.04676173879,0.1252289087,0.02942053236,-2.636816562,-2.942199415e-06,1.018364193,-0.04598324445,2.624293671,-0.8988047345,1.015816591
2.692817908e-09,-1411276249,-205335889.8,52505058.86,-0.0289766051,-0.07001547528,0.1397814506,0.1236324257,0.02491680959,1.019363255,-0.04439013522,2.624165869,-0.001451654795,0.8974738872,-0.04631030291,0.1259156571,0.02897514269,-2.636757435,-2.89766051e-06,1.021854936,-0.04670565036,2.624165869,-0.898925542,1.019363255
2.695972918e-09,-1415937567,-206167126,59063666.14,-0.0285153163,-0.06952424545,0.1397451266,0.1236332564,0.02434926591,1.023052413,-0.04516095673,2.624012941,-0.001428544274,0.8976186609,-0.04584403269,0.1266141664,0.02851385484,-2.636674358,-2.85153163e-06,1.025487339,-0.04745315837,2.624012941,-0.8990472051,1.023052413
2.699247817e-09,-1420640523,-206989478.7,65724696.21,-0.02803708165,-0.06901586856,0.1397072471,0.1236343493,0.02377266826,1.026898026,-0.04596013393,2.623832524,-0.001404584849,0.8977652633,-0.04536195736,0.1273254462,0.02803562282,-2.636565068,-2.803708165e-06,1.029275293,-0.0482282318,2.623832524,-0.8991698481,1.026898026
2.702652781e-09,-1425385806,-207801424.9,72493184.45,-0.02754105297,-0.06848945301,0.1396676783,0.1236357297,0.02318658249,1.030913509,-0.04679000181,2.623622014,-0.001379734034,0.8979137955,-0.04486331243,0.1280501588,0.02753959856,-2.63642703,-2.754105297e-06,1.033232168,-0.04903316743,2.623622014,-0.8992935295,1.030913509
2.706197618e-09,-1430171808,-208600879.3,79371384.56,-0.02702656098,-0.06794428702,0.139626289,0.1236374256,0.02259081776,1.03511202,-0.04765278059,2.623378569,-0.001353958303,0.8980642971,-0.04434751692,0.1287886779,0.02702511294,-2.636257437,-2.702656098e-06,1.037371102,-0.04987015643,2.623378569,-0.8994182555,1.03511202
2.709891951e-09,-1434994925,-209385264.8,86359155.27,-0.02649310777,-0.06737982559,0.1395829479,0.1236394678,0.02198539404,1.039506674,-0.04855061847,2.623099104,-0.00132723272,0.8982167555,-0.0438141622,0.1295411264,0.02649166819,-2.636053217,-2.649310777e-06,1.041705213,-0.05074132658,2.623099104,-0.8995439882,1.039506674
2.713745332e-09,-1439849721,-210151563,93454183.28,-0.0259403699,-0.06679568836,0.1395375228,0.1236418898,0.02137052369,1.044110668,-0.04948561692,2.622780285,-0.001299541086,0.8983711113,-0.04326301115,0.1303073967,0.02593894098,-2.635811025,-2.59403699e-06,1.046247721,-0.05164876748,2.622780285,-0.8996706523,1.044110668
2.717767468e-09,-1444729231,-210896382.3,100652387.2,-0.02536818582,-0.0661916405,0.1394898779,0.1236447277,0.02074657735,1.048937552,-0.05045988249,2.622418516,-0.001270875314,0.8985272679,-0.04269398145,0.1310871914,0.02536676992,-2.635527235,-2.536818582e-06,1.05101221,-0.05259458157,2.622418516,-0.8997981432,1.048937552
2.721968349e-09,-1449625082,-211615998.4,107948097.3,-0.02477655868,-0.06556758916,0.1394398722,0.1236480208,0.02011406912,1.054001372,-0.05147555372,2.62200992,-0.001241235569,0.8986850962,-0.0421071439,0.1318800389,0.02477515826,-2.635197924,-2.477655868e-06,1.056012779,-0.05358091092,2.62200992,-0.8999263317,1.054001372
2.726358407e-09,-1454527650,-212306396.4,115334272,-0.02416565476,-0.06492357489,0.1393873577,0.1236518115,0.01947363853,1.059316869,-0.05253483592,2.621550322,-0.001210630186,0.8988444391,-0.04150271597,0.1326853143,0.02416427241,-2.634818853,-2.416565476e-06,1.061264232,-0.05460997171,2.621550322,-0.9000550693,1.059316869
2.730948659e-09,-1459426155,-212963302.6,122802649.2,-0.02353580554,-0.06425976593,0.1393321774,0.1236561456,0.01882603802,1.064899654,-0.05364003084,2.621035218,-0.001179075778,0.8990051158,-0.04088105852,0.1335022528,0.02353444395,-2.634385444,-2.353580554e-06,1.066782258,-0.05568408377,2.621035218,-0.9001841916,1.064899654
