time,C2.vinternal,C1.vinternal,L2.iinternal,L3.p.i,L1.p.i,k1.inductiveCouplePin1.di,L2.ICP.di,L1.iinternal,L3.iinternal
0.0009723960334,-0.00259802085,-0.6812357834,0.001754294626,0.01575818511,0.03250843271,66.28616356,-0.4485926638,0.03250843271,0.01575818511
0.001045907309,-0.003220272961,-0.7537281038,0.001626663649,0.01813083663,0.03755810655,71.09520159,-2.776592139,0.03755810655,0.01813083663
0.001121132953,-0.003950143641,-0.8084065275,0.001387410322,0.02071229104,0.04309076102,75.9965683,-3.214259089,0.04309076102,0.02071229104
0.00121790838,-0.00503712712,-0.8497591552,0.00116737648,0.02426972138,0.05074920231,82.26780159,-0.9169832455,0.05074920231,0.02426972138
0.001288100438,-0.005936536726,-0.8710858596,0.001190309447,0.02701901325,0.05668224708,86.77687988,1.557801728,0.05668224708,0.02701901325
0.001360451767,-0.006967185863,-0.8992046419,0.001377992033,0.02999812886,0.06312729315,91.37294947,3.422740091,0.06312729315,0.02999812886
0.001440384859,-0.008234259999,-0.9474460818,0.001675692439,0.0334509956,0.07063153363,96.37652269,3.674518351,0.07063153363,0.0334509956
0.001547224029,-0.01014926909,-1.038096894,0.001959533746,0.03830841864,0.08128014137,102.9398026,1.26853776,0.08128014137,0.03830841864
0.001617751888,-0.01155849726,-1.102184643,0.001974192844,0.04165613718,0.08869091828,107.2038258,-0.8000353279,0.08869091828,0.04165613718
0.001692185241,-0.01317590895,-1.161067567,0.001856629715,0.04530746012,0.09683640707,111.6549574,-2.143864845,0.09683640707,0.04530746012
0.001771948797,-0.01506254955,-1.207489601,0.001681381703,0.04935600694,0.1059309322,116.3730746,-1.961693769,0.1059309322,0.04935600694
0.001868039992,-0.01755398276,-1.24465861,0.001579304989,0.05442217504,0.1173833889,121.9772012,0.04306657527,0.1173833889,0.05442217504
0.001936861814,-0.01949035323,-1.268353008,0.001640868844,0.05817589279,0.1259142688,125.9245401,1.689157597,0.1259142688,0.05817589279
0.002015443825,-0.0218615054,-1.30294057,0.00182235518,0.0625831606,0.1359841659,130.3502972,2.717332134,0.1359841659,0.0625831606
0.002098645292,-0.02456336114,-1.353517431,0.002041572677,0.06737893481,0.1470209061,134.9334417,2.296908151,0.1470209061,0.06737893481
0.002189555875,-0.02774659883,-1.42043907,0.002176795955,0.07275621578,0.1595108987,139.8218092,0.5546403003,0.1595108987,0.07275621578
0.002263470174,-0.03051670983,-1.474416012,0.002161440591,0.0772255013,0.1699899259,143.7114704,-0.8944352369,0.1699899259,0.0772255013
0.002337384473,-0.03345344253,-1.52014514,0.002063731352,0.08177867737,0.1807538384,147.5309348,-1.581794101,0.1807538384,0.08177867737
0.002422682225,-0.03705356291,-1.559192195,0.00194061892,0.08713616883,0.1935228661,151.8521776,-1.088469193,0.1935228661,0.08713616883
0.002507979977,-0.04088434517,-1.588052103,0.001904422711,0.09260235012,0.2066562873,156.0729837,0.3125034924,0.2066562873,0.09260235012
0.002593277729,-0.04495031129,-1.616732584,0.001990536466,0.09817153339,0.2201449736,160.1798412,1.60041696,0.2201449736,0.09817153339
0.002678575481,-0.04925563533,-1.653686864,0.002149192153,0.1038332403,0.2339786672,164.1610307,1.920808443,0.2339786672,0.1038332403
0.002783184053,-0.05486775965,-1.711732251,0.002305319901,0.1108840138,0.2513991172,168.8663973,0.8576855371,0.2513991172,0.1108840138
0.002862266589,-0.0593565183,-1.758242769,0.002325438319,0.1162806843,0.2648898864,172.2981498,-0.3302287952,0.2648898864,0.1162806843
0.002941349125,-0.06405949731,-1.799417401,0.0022648888,0.1217277532,0.278647968,175.6274199,-1.08176424,0.278647968,0.1217277532
0.00302438817,-0.06923042092,-1.832723486,0.002172561656,0.127497829,0.2933733238,179.0149695,-0.9853656282,0.2933733238,0.127497829
0.003121897586,-0.07560942127,-1.861108344,0.002121799304,0.1343347669,0.3110170714,182.8456786,0.04419576898,0.3110170714,0.1343347669
0.003192927814,-0.0804665751,-1.879817377,0.002155623535,0.1393519784,0.3241004825,185.5285313,0.8725330419,0.3241004825,0.1393519784
0.003273282898,-0.08617657768,-1.904516763,0.002248698604,0.1450577102,0.3391267341,188.4466029,1.328371306,0.3391267341,0.1450577102
0.003359150941,-0.09253199596,-1.937455934,0.002354809432,0.1511792791,0.3554371221,191.4231388,1.011615597,0.3554371221,0.1511792791
0.003446483442,-0.09926544639,-1.975094809,0.002406427558,0.157419128,0.3722813316,194.3010042,0.125296026,0.3722813316,0.157419128
0.003533815943,-0.1062711857,-2.010505003,0.002379142774,0.163662976,0.3893704529,197.0326769,-0.6812947966,0.3893704529,0.163662976
0.003621148444,-0.1135492136,-2.038340714,0.002305866867,0.1699037924,0.4066918942,199.6216026,-0.8719603448,0.4066918942,0.1699037924
0.00371664275,-0.1218187494,-2.059442644,0.002244186537,0.1767178247,0.4258833009,202.2873925,-0.3175824896,0.4258833009,0.1767178247
0.003791970138,-0.128570906,-2.072579196,0.0022450503,0.1820800237,0.4411962277,204.2634456,0.3351904036,0.4411962277,0.1820800237
0.003867297526,-0.1355244549,-2.086517418,0.002289388838,0.1874246798,0.4566536238,206.1224256,0.7820148904,0.4566536238,0.1874246798
0.003951186634,-0.1435043878,-2.105668034,0.002358437015,0.193347458,0.4740269901,208.0508679,0.7671511513,0.4740269901,0.193347458
0.004046985558,-0.1529195462,-2.131442854,0.002406743744,0.2000604706,0.4940562839,210.0694961,0.1718031111,0.4940562839,0.2000604706
0.004113500791,-0.1596448415,-2.14915161,0.002400914866,0.2046827384,0.5080724584,211.3577523,-0.3360343699,0.5080724584,0.2046827384
0.0041851659,-0.1670619267,-2.165356639,0.002362153779,0.2096224886,0.5232661467,212.643867,-0.6970803023,0.5232661467,0.2096224886
0.004263895663,-0.175412914,-2.178035787,0.002304191979,0.2149965822,0.5400592401,213.9359091,-0.7034973281,0.5400592401,0.2149965822
0.004359783339,-0.18586735,-2.18699169,0.002256065627,0.2214609431,0.5606417507,215.3366765,-0.2419284538,0.5606417507,0.2214609431
0.00442580866,-0.1932447825,-2.191180936,0.002253469639,0.225855751,0.5748880427,216.1879436,0.1540841974,0.5748880427,0.225855751
0.004495467963,-0.2011843561,-2.195996557,0.002274926538,0.2304377548,0.5899758624,216.9832276,0.4236083889,0.5899758624,0.2304377548
0.004570707968,-0.2099377221,-2.202954414,0.00230850256,0.2353178835,0.6063302546,217.72184,0.4133496295,0.6063302546,0.2353178835
0.004668641779,-0.2216031461,-2.214192682,0.002330934772,0.241551911,0.6276922085,218.4959131,-0.009850603852,0.6276922085,0.241551911
0.004720485933,-0.2279009562,-2.219948365,0.002322847065,0.2447938139,0.6390286208,218.8209446,-0.2998765028,0.6390286208,0.2447938139
0.004792121917,-0.2367398699,-2.226016295,0.002289304419,0.2492029294,0.6547174122,219.175042,-0.607374406,0.6547174122,0.2492029294
0.004863757901,-0.2457348755,-2.228745719,0.002241264851,0.2535268836,0.6704276535,219.4199174,-0.6913201673,0.6704276535,0.2535268836
0.004956837393,-0.2576504768,-2.227171979,0.002185406689,0.2590121538,0.6908597956,219.5748467,-0.4559737597,0.6908597956,0.2590121538
0.005030144788,-0.2672120614,-2.223294882,0.002163356694,0.2632215034,0.7069566236,219.5654006,-0.1438156486,0.7069566236,0.2632215034
0.005107080146,-0.2774103237,-2.218719052,0.00216283159,0.267528763,0.7238445498,219.4288314,0.1019231653,0.7238445498,0.267528763
0.005184015503,-0.287771612,-2.214961186,0.002173330232,0.2717170275,0.7407169337,219.161252,0.1297127277,0.7407169337,0.2717170275
0.005265597751,-0.2989315689,-2.211943516,0.002176565237,0.2760213241,0.7585801907,218.7345162,-0.08410376009,0.7585801907,0.2760213241
0.005330642833,-0.3079529627,-2.209365827,0.002162780543,0.2793475201,0.7727938345,218.289941,-0.343031247,0.7727938345,0.2793475201
0.005408603615,-0.3189054845,-2.204567099,0.002125062882,0.2832059884,0.789787281,217.6369738,-0.603383855,0.789787281,0.2832059884
0.005486960321,-0.3300619215,-2.196634155,0.002073152373,0.286938785,0.8068106292,216.8503814,-0.6858078818,0.8068106292,0.286938785
0.005586240815,-0.3444019386,-2.181871098,0.002011702825,0.2914524917,0.8282826312,215.6670989,-0.51005097,0.8282826312,0.2914524917
0.005665595871,-0.3560207151,-2.167567098,0.001980594704,0.2948812172,0.8453542901,214.5706492,-0.2750510888,0.8453542901,0.2948812172
0.005749547536,-0.368456417,-2.151798322,0.001965361804,0.2983292077,0.8633140615,213.2639546,-0.115030637,0.8633140615,0.2983292077
0.005833499201,-0.3810323435,-2.136411565,0.001955721259,0.3015863128,0.8811577906,211.8062377,-0.1488002513,0.8811577906,0.3015863128
0.005930110548,-0.3956676049,-2.118792953,0.00193099918,0.3050897522,0.9015322811,209.9435631,-0.3849923422,0.9015322811,0.3050897522
0.006009146346,-0.4077615011,-2.103119237,0.001891764132,0.3077549057,0.9180602479,208.2749609,-0.5983430857,0.9180602479,0.3077549057
0.006101215042,-0.4219767481,-2.081848772,0.001830068889,0.3106254198,0.9371402737,206.1700304,-0.7083846722,0.9371402737,0.3106254198
0.006202418881,-0.4377468756,-2.054195804,0.001761998931,0.3134833244,0.9578801318,203.6586923,-0.6032798963,0.9578801318,0.3134833244
0.006303622719,-0.4536527793,-2.023427012,0.001711427464,0.3160221999,0.9783554138,200.9415272,-0.3981488218,0.9783554138,0.3160221999
0.006404826558,-0.4696780983,-1.991658986,0.001677494859,0.3182335795,0.9985453138,198.0191148,-0.3043747013,0.9985453138,0.3182335795
0.006509421673,-0.4863480408,-1.958736839,0.001641440956,0.3201653857,1.0190899,194.7852953,-0.4165087083,1.0190899,0.3201653857
0.006614016788,-0.5031085331,-1.924652213,0.001586827924,0.321728431,1.039285089,191.3391098,-0.627069,1.039285089,0.321728431
0.006718611903,-0.5199400723,-1.887512696,0.001513810118,0.3229148211,1.059108969,187.6862919,-0.7403267439,1.059108969,0.3229148211
0.006836471834,-0.5389664936,-1.841097726,0.001429625502,0.3237921959,1.080975352,183.3285318,-0.656424568,1.080975352,0.3237921959
0.006954331765,-0.5580289455,-1.791347941,0.001362172091,0.3241742486,1.102313251,178.7189149,-0.496380463,1.102313251,0.3241742486
0.007072191695,-0.5770979659,-1.74047244,0.001306799365,0.3240516602,1.123093213,173.8615431,-0.4767822865,1.123093213,0.3240516602
0.007197147787,-0.5972888267,-1.685635424,0.001238551097,0.3233601654,1.144482838,168.4483297,-0.632686196,1.144482838,0.3233601654
0.00727854759,-0.6104102422,-1.648520262,0.001182516725,0.322594392,1.158045981,164.7810513,-0.7365648517,1.158045981,0.322594392
0.007387521471,-0.6279170903,-1.59605865,0.001099240245,0.3211757169,1.175727868,159.7033748,-0.7672119059,1.175727868,0.3211757169
0.007519933926,-0.6490650669,-1.52826043,0.00100424477,0.3188406284,1.196452469,153.2823477,-0.653222638,1.196452469,0.3188406284
0.007607284585,-0.6629212401,-1.482109292,0.0009505595526,0.3169301421,1.209651204,148.8996325,-0.5845801776,1.209651204,0.3169301421
0.007720508072,-0.6807449432,-1.421632774,0.0008847030401,0.3140123968,1.226180765,143.0502899,-0.6004885474,1.226180765,0.3140123968
0.007837386618,-0.6989545101,-1.3582357,0.0008083453344,0.3104741764,1.242538044,136.820155,-0.7126707314,1.242538044,0.3104741764
0.007954265165,-0.7169405587,-1.29266793,0.0007194490362,0.3063987169,1.258156225,130.4046556,-0.7926439531,1.258156225,0.3063987169
0.008081708566,-0.7362607743,-1.217924993,0.0006195574377,0.3013414589,1.274319084,123.2090649,-0.7550622911,1.274319084,0.3013414589
0.008209151967,-0.7552371216,-1.140691125,0.0005291975206,0.2956442399,1.28955216,115.8150393,-0.6676929372,1.28955216,0.2956442399
0.008336595368,-0.7738288537,-1.062409104,0.0004455913828,0.2893074019,1.303830823,108.2330706,-0.6639132836,1.303830823,0.2893074019
0.008491661045,-0.7958726419,-0.9658733227,0.0003352440792,0.2807362022,1.31988372,98.77200135,-0.7645107975,1.31988372,0.2807362022
0.00860658853,-0.8117611104,-0.8924281946,0.0002445799894,0.2737768125,1.33082477,91.60643441,-0.8003727382,1.33082477,0.2737768125
0.008766323593,-0.8331476241,-0.7872671834,0.0001207230628,0.2632538383,1.344649292,81.45015546,-0.7362291869,1.344649292,0.2632538383
0.008881641284,-0.848043947,-0.7100785338,3.887351407e-05,0.2550484561,1.353612653,73.98766718,-0.69157282,1.353612653,0.2550484561
0.009025193477,-0.8659016074,-0.6135025254,-6.146162395e-05,0.2441297347,1.363558857,64.56103916,-0.721000453,1.363558857,0.2441297347
0.009168745669,-0.8829465931,-0.5159369945,-0.0001695976191,0.2324408084,1.372142029,55.00106024,-0.7795387947,1.372142029,0.2324408084
0.009312297861,-0.8991241817,-0.4165772224,-0.0002815358097,0.2199960613,1.379344504,45.32822782,-0.765650485,1.379344504,0.2199960613
0.009460516353,-0.9148606515,-0.3126136298,-0.0003904697649,0.2063714152,1.385316689,35.24312001,-0.7060434362,1.385316689,0.2063714152
0.009608734845,-0.9295576919,-0.2084618894,-0.0004937213909,0.1919786522,1.389787973,25.07922607,-0.7000419054,1.389787973,0.1919786522
0.009768111439,-0.9441373141,-0.09640844892,-0.00060862722,0.1756700749,1.392909792,14.08762411,-0.7410570482,1.392909792,0.1756700749
0.009927488033,-0.9573828237,0.01642716803,-0.0007269107503,0.1585285487,1.394276493,3.059163752,-0.7303319689,1.394276493,0.1585285487
0.0100948657,-0.9697859734,0.1353552185,-0.0008443791606,0.1396663971,1.393818366,-8.532467995,-0.6747686998,1.393818366,0.1396663971
0.01026224337,-0.9805741342,0.2534699767,-0.0009558121996,0.1199637302,1.391421364,-20.10325496,-0.6676157998,1.391421364,0.1199637302
0.01042962103,-0.9896789197,0.3706682303,-0.001069364447,0.09946453828,1.387091655,-31.62094215,-0.6851363602,1.387091655,0.09946453828
0.0105969987,-0.9970357805,0.4873537625,-0.001182135645,0.07821644126,1.380840871,-43.05290813,-0.6535359625,1.380840871,0.07821644126
0.01076437637,-1.002584295,0.6028645042,-0.00128730299,0.05627015437,1.372685993,-54.3678839,-0.6076917595,1.372685993,0.05627015437
0.01093794623,-1.006368231,0.7204981456,-0.001391776366,0.03283113471,1.362242097,-65.94501763,-0.6021530912,1.362242097,0.03283113471
0.01111151608,-1.008089889,0.8360343739,-0.001496162757,0.008760102732,1.349805071,-77.32837493,-0.594266257,1.349805071,0.008760102732
0.01132402841,-1.007314165,0.9745700573,-0.001616780303,-0.02147650637,1.331917666,-90.95189566,-0.53754144,1.331917666,-0.02147650637
0.01148006531,-1.004678146,1.073434767,-0.001698182398,-0.04414639934,1.316962115,-100.7025618,-0.510766521,1.316962115,-0.04414639934
0.0116770186,-0.9988035957,1.194334695,-0.001797585331,-0.07323967913,1.295943779,-112.6645167,-0.4969636506,1.295943779,-0.07323967913
0.01183881761,-0.9918196476,1.290502207,-0.001875517882,-0.09747071758,1.276941503,-122.1725878,-0.462029723,1.276941503,-0.09747071758
0.01201307662,-0.9820945434,1.390443362,-0.001951788799,-0.1238270442,1.25478474,-132.0611758,-0.4155665469,1.25478474,-0.1238270442
0.01218885006,-0.9699502799,1.486836762,-0.002022305032,-0.1506084667,1.230724215,-141.6371227,-0.3898277354,1.230724215,-0.1506084667
0.01236462349,-0.9554477343,1.578722895,-0.002088714327,-0.1775065474,1.205017831,-150.7833973,-0.3624332233,1.205017831,-0.1775065474
0.01258564633,-0.9338555064,1.687655861,-0.002162459281,-0.2113681251,1.170478623,-161.6312723,-0.303417489,1.170478623,-0.2113681251
0.01274681202,-0.9157552899,1.761909041,-0.002208405256,-0.2359993051,1.143825294,-169.0552329,-0.2693223356,1.143825294,-0.2359993051
0.0129372709,-0.8918151491,1.843750823,-0.002256722337,-0.2649437967,1.110835049,-177.2708619,-0.2368277264,1.110835049,-0.2649437967
0.01312772978,-0.8651334741,1.919149924,-0.002297505886,-0.2936095022,1.076339821,-184.8542402,-0.1889454543,1.076339821,-0.2936095022
0.01331818865,-0.8357421802,1.987687802,-0.002328695437,-0.3218892057,1.040462646,-191.7783497,-0.140775569,1.040462646,-0.3218892057
0.01352093103,-0.8015253721,2.052710449,-0.002353182894,-0.351448835,1.000896783,-198.3969213,-0.1011166104,1.000896783,-0.351448835
0.01366899883,-0.7746621358,2.095005471,-0.002365708953,-0.3726105349,0.9711948062,-202.7252245,-0.06666174558,0.9711948062,-0.3726105349
0.01385470472,-0.7387837793,2.141694496,-0.002373486352,-0.3985581293,0.9330901954,-207.5346178,-0.01735656102,0.9330901954,-0.3985581293
0.0139993187,-0.7091980872,2.172959902,-0.002373521212,-0.4182496986,0.9028369958,-210.7930095,0.01580515456,0.9028369958,-0.4182496986
0.01414393268,-0.6782085388,2.199706463,-0.002369082674,-0.4374417528,0.8721438704,-213.6176965,0.04569591523,0.8721438704,-0.4374417528
0.01428854667,-0.6458529503,2.221947784,-0.002360108227,-0.4560902207,0.8410739777,-216.0027655,0.07933930298,0.8410739777,-0.4560902207
0.01446563898,-0.6044302965,2.242970553,-0.002342044561,-0.4781231573,0.8026066873,-218.317549,0.1245476276,0.8026066873,-0.4781231573
0.0146427313,-0.5611022948,2.256997726,-0.002316331639,-0.499198516,0.7637890278,-219.9586619,0.1646701663,0.7637890278,-0.499198516
0.0148225124,-0.5152582906,2.264059554,-0.002283354172,-0.5195370753,0.7241467614,-220.9303434,0.2025892395,0.7241467614,-0.5195370753
0.01501301087,-0.4647485603,2.263700771,-0.002240561645,-0.5398421106,0.6820223011,-221.1930855,0.2473066602,0.6820223011,-0.5398421106
0.01520350935,-0.4123741278,2.255213932,-0.00218923888,-0.5587800308,0.6399230353,-220.6659243,0.2905004045,0.6399230353,-0.5587800308
0.01542874671,-0.3482273906,2.234697334,-0.002118681773,-0.5792949312,0.590384859,-219.0262957,0.3358257865,0.590384859,-0.5792949312
0.01565398408,-0.281897812,2.203008776,-0.002037688708,-0.5976550853,0.5413393295,-216.2932702,0.3837903671,0.5413393295,-0.5976550853
0.01589526248,-0.2087066166,2.156787067,-0.001939148622,-0.6147975744,0.4896253715,-212.1683043,0.4316435528,0.4896253715,-0.6147975744
0.01613654088,-0.1336204412,2.098121094,-0.001829754808,-0.6291980572,0.4390538259,-206.8281214,0.4753368473,0.4390538259,-0.6291980572
0.01642578706,-0.04158549135,2.011921158,-0.001684571519,-0.6426815698,0.3803404829,-198.8681278,0.5275412437,0.3803404829,-0.6426815698
0.01671503325,0.05207800259,1.909019555,-0.001525425667,-0.6518784619,0.324167946,-189.271734,0.5721835369,0.324167946,-0.6518784619
0.01700427944,0.1467391643,1.790319893,-0.001353654964,-0.656645805,0.2709984188,-178.1180253,0.6148408545,0.2709984188,-0.656645805
0.01734489005,0.2586072626,1.631560339,-0.001136983381,-0.6564353983,0.2128296798,-163.1126872,0.6560813753,0.2128296798,-0.6564353983
0.01762481701,0.350144903,1.486959812,-0.0009490256623,-0.65147084,0.1690639849,-149.3801253,0.686049146,0.1690639849,-0.65147084
0.01798377987,0.4659625692,1.284749541,-0.000697296635,-0.6387330298,0.1188490277,-130.1024547,0.7149329632,0.1188490277,-0.6387330298
0.01827626296,0.5582095441,1.107713723,-0.0004854141765,-0.6230752488,0.08324811378,-113.1661152,0.73290184,0.08324811378,-0.6230752488
0.01862802096,0.6655851735,0.8824348998,-0.0002252010245,-0.5980497043,0.04720597943,-91.55211755,0.7451268016,0.04720597943,-0.5980497043
0.01897977896,0.7679574681,0.6462748902,3.788952681e-05,-0.566425494,0.01896998676,-68.82770318,0.7490918542,0.01896998676,-0.566425494
0.01933287349,0.8645404469,0.4011623178,0.000301599364,-0.5282997648,-0.001178125472,-45.17939091,0.7432553558,-0.001178125472,-0.5282997648
0.01973588228,0.9658103881,0.1154057494,0.0005980536315,-0.4774040192,-0.01383187386,-17.53452527,0.7257676314,-0.01383187386,-0.4774040192
0.02013889106,1.05606144,-0.1723509205,0.0008850322275,-0.4192390492,-0.01527468889,10.38243704,0.6966467629,-0.01527468889,-0.4192390492
0.02065043543,1.152584055,-0.5332487811,0.001228520415,-0.3361156173,-0.0009479367495,45.50833751,0.6434227185,-0.0009479367495,-0.3361156173
0.02106539612,1.214495769,-0.8164891319,0.00148442356,-0.2621764784,0.02371101381,73.17130815,0.5880667196,0.02371101381,-0.2621764784
0.02149347083,1.261736409,-1.094244518,0.001722054486,-0.1809979695,0.06091657975,100.392388,0.5205136656,0.06091657975,-0.1809979695
0.02192154554,1.291171784,-1.352363407,0.001928678575,-0.09609670876,0.1094016023,125.7903773,0.4433791494,0.1094016023,-0.09609670876
0.02234962026,1.302152021,-1.586165695,0.002100545798,-0.008820746043,0.1682861366,148.9064783,0.3582757579,0.1682861366,-0.008820746043
0.02271515357,1.296644906,-1.763356257,0.002217403976,0.06652737989,0.225999877,166.5234227,0.2804308988,0.225999877,0.06652737989
0.02304327564,1.279974945,-1.902735552,0.00229748636,0.134031518,0.2829783807,180.4685892,0.2072353354,0.2829783807,0.134031518
0.02337139771,1.25229062,-2.021946461,0.002353178223,0.2007348535,0.3442210101,192.4914833,0.1319150634,0.3442210101,0.2007348535
0.02365207233,1.220006981,-2.106947048,0.002381006082,0.2566676356,0.3994999985,201.1533513,0.06624197133,0.3994999985,0.2566676356
0.02389688583,1.185515415,-2.167749154,0.002390166131,0.3042754187,0.4495381626,207.4305074,0.008559430488,0.4495381626,0.3042754187
0.02414169933,1.145282226,-2.215740101,0.002385188566,0.3505116566,0.5009631803,212.4776382,-0.04922001335,0.5009631803,0.3505116566
0.02438651283,1.099491618,-2.250631941,0.00236608864,0.3951222142,0.5534701174,216.264868,-0.1067330093,0.5534701174,0.3951222142
0.02463187681,1.048237597,-2.272247362,0.002332892754,0.4379545853,0.6068680643,218.7739452,-0.1637258857,0.6068680643,0.4379545853
0.02487853837,0.9915517523,-2.280368209,0.002285532856,0.4788771552,0.6610074594,219.9828844,-0.2200948977,0.6610074594,0.4788771552
0.02512797067,0.9292518024,-2.274650538,0.002223662166,0.5178454146,0.7158909968,219.8588645,-0.2757412969,0.7158909968,0.5178454146
0.02537907816,0.8617981214,-2.254777352,0.002147561219,0.5543950296,0.7709405382,218.3670472,-0.3300776302,0.7709405382,0.5543950296
0.02563529554,0.7884391876,-2.220024218,0.002056105784,0.5886924929,0.8265452107,215.4408116,-0.3834255356,0.8265452107,0.5886924929
0.0258939481,0.7101456644,-2.170333656,0.001950235394,0.6200318354,0.8817344028,211.0674595,-0.4347608662,0.8817344028,0.6200318354
0.0261578326,0.6263365357,-2.104848933,0.001828915224,0.6483988142,0.9366847514,205.165946,-0.4842120863,0.9366847514,0.6483988142
0.02642580202,0.5376707258,-2.023520027,0.001692808963,0.6732845061,0.9906981879,197.7264928,-0.5310249116,0.9906981879,0.6732845061
0.02669836843,0.4443604198,-1.92605215,0.001542011544,0.6943673434,1.043396418,188.7181272,-0.5748074848,1.043396418,0.6943673434
0.02697637839,0.3465526477,-1.81205228,0.001376498522,0.7113191205,1.094418606,178.1005968,-0.6151363265,1.094418606,0.7113191205
0.02725894719,0.245079426,-1.681974374,0.001197449309,0.7237047101,1.143054401,165.9127816,-0.6513359691,1.143054401,0.7237047101
0.02754773961,0.1399462275,-1.535286708,0.001004637154,0.731212055,1.189006133,152.1015808,-0.6830508854,1.189006133,0.731212055
0.02784188283,0.03216220299,-1.372832655,0.0007996747258,0.7334351577,1.231517402,136.7432036,-0.7095880121,1.231517402,0.7334351577
0.02814302942,-0.07808463999,-1.194302643,0.0005826742521,0.7300106097,1.270175739,119.8052007,-0.7305034881,1.270175739,0.7300106097
0.02845111215,-0.1898645444,-1.000526479,0.0003551860986,0.7205557288,1.30427157,101.3629087,-0.7451493147,1.30427157,0.7205557288
0.0287678879,-0.3027739214,-0.7914308667,0.000117709522,0.7046308826,1.333244,81.40566844,-0.7529538766,1.333244,0.7046308826
0.02909464894,-0.4160572798,-0.5674442041,-0.0001285833208,0.6817548867,1.356362551,59.97004657,-0.7532082005,1.356362551,0.6817548867
0.02943465939,-0.5293787638,-0.3279341437,-0.0003835403254,0.6512239144,1.372862212,36.99011252,-0.7450710754,1.372862212,0.6512239144
0.02979365621,-0.6427423484,-0.07089446183,-0.0006481039681,0.6118818274,1.381713208,12.26565697,-0.7272764647,1.381713208,0.6118818274
0.03018656987,-0.7579423382,0.2115325027,-0.0009283143896,0.5609839843,1.381181098,-14.9726245,-0.6972331031,1.381181098,0.5609839843
0.03073343053,-0.9000429402,0.5986744225,-0.001294282803,0.4778243328,1.362705894,-52.43299199,-0.6378773246,1.362705894,0.4778243328
0.03112419496,-0.9867575964,0.8654120067,-0.001533304538,0.41073468,1.337125122,-78.33123342,-0.5839042773,1.337125122,0.41073468
0.03152711119,-1.061852307,1.126989851,-0.001755789674,0.3359707047,1.300383036,-103.8079613,-0.5190088597,1.300383036,0.3359707047
