time,U,medium.u,medium.uˍt,medium.T
0,111844529.5,112340.4,1004.43357,300
1e-06,111844530.5,112340.401,1004.43357,300.0000002
0.0001841782651,111844713.7,112340.585,1004.43357,300.0000442
0.002015960916,111846545.4,112342.4249,1004.43357,300.000484
0.02033378743,111864863.3,112360.8239,1004.43357,300.0048814
0.2035120525,112048041.5,112544.8143,1004.43357,300.0488562
2.035294703,113879824.2,114384.7183,1004.43357,300.4886038
20.35312121,132197650.7,132783.7582,1004.43357,304.8860799
100,211844529.5,212783.757,1004.43357,324.0065385
