time,Capacitor1.v_ref,Capacitor1.v_sim,Capacitor1.v_relerr,HeatCapacitor1.T_ref,HeatCapacitor1.T_sim,HeatCapacitor1.T_relerr
1.078,4.830550013,4.89171565,0.0122371,297.6792165,230.2794462,0.224685
1.079,4.821148842,4.883769658,0.0125282,297.6815867,230.3491753,0.22446
1.08,4.811407972,4.875446294,0.0128118,297.6839564,230.4188366,0.224236
1.081,4.801321459,4.866736904,0.0130873,297.6863253,230.4884304,0.224012
1.082,4.790883385,4.857632797,0.0133542,297.6886937,230.5579567,0.223788
1.083,4.780087778,4.848125246,0.0136119,297.6910615,230.6274155,0.223564
1.084,4.768928619,4.838205484,0.0138598,297.6934286,230.696807,0.223341
1.085,4.757399851,4.827864711,0.0140975,297.6957952,230.7661312,0.223118
1.086,4.745495366,4.817094088,0.0143244,297.6981612,230.8353883,0.222895
1.087,4.733209008,4.80588474,0.0145398,297.7005266,230.9045784,0.222672
1.088,4.720534425,4.794227756,0.0147434,297.7028915,230.9737015,0.222449
1.089,4.707465379,4.782114187,0.0149346,297.7052558,231.0427576,0.222227
1.09,4.693995536,4.769535049,0.0151128,297.7076195,231.111747,0.222005
1.091,4.680118477,4.756481318,0.0152775,297.7099828,231.1806696,0.221783
1.092,4.665827716,4.742943937,0.0154282,297.7123455,231.2495256,0.221561
1.093,4.651116693,4.728910611,0.0155638,297.7147076,231.318315,0.22134
1.094,4.635978771,4.714375492,0.0156844,297.7170692,231.387038,0.221119
1.095,4.620406937,4.699341189,0.0157919,297.7194303,231.4556945,0.220898
1.096,4.604394411,4.683792512,0.0158847,297.7217909,231.5242847,0.220677
1.097,4.587934304,4.667714855,0.0159613,297.7241508,231.5928085,0.220456
1.098,4.571019569,4.65109419,0.0160201,297.7265103,231.6612662,0.220236
1.099,4.553643057,4.633917069,0.01606,297.7288692,231.7296577,0.220016
1.1,4.535797511,4.616170628,0.0160798,297.7312275,231.7979831,0.219796
1.101,4.517475566,4.59784258,0.0160786,297.7335852,231.8662425,0.219576
1.102,4.498669315,4.578921221,0.0160556,297.7359424,231.9344359,0.219357
1.103,4.479371114,4.559395428,0.01601,297.7382989,232.0025634,0.219137
1.104,4.459573261,4.539254657,0.0159414,297.7406549,232.070625,0.218918
1.105,4.439267795,4.518488946,0.0158493,297.7430102,232.1386207,0.2187
1.106,4.418446603,4.497088912,0.0157335,297.7453648,232.2065507,0.218481
1.107,4.397101425,4.475045756,0.0155939,297.7477187,232.2744149,0.218263
1.108,4.375223844,4.452351256,0.0154305,297.750072,232.3422134,0.218044
1.109,4.352804762,4.428997773,0.0152435,297.7524245,232.4099463,0.217826
1.11,4.329835275,4.404978248,0.0150334,297.7547762,232.4776135,0.217609
1.110138028,4.326621118,4.401610192,0.0150026,297.7551008,232.4869484,0.217579
1.111,4.3063078,4.380286203,0.0148004,297.7571272,232.5452151,0.217391
1.112,4.282219797,4.354915741,0.0145439,297.7594773,232.6127512,0.217174
1.113,4.257571208,4.328861544,0.0142627,297.7618266,232.6802217,0.216957
1.114,4.232362179,4.302118876,0.0139558,297.764175,232.7476267,0.21674
1.115,4.206592681,4.274688162,0.0136235,297.7665225,232.8149663,0.216523
1.116,4.180263094,4.246576634,0.013267,297.768869,232.8822403,0.216307
1.117,4.153373651,4.217783439,0.0128861,297.7712145,232.949449,0.216091
1.118,4.125924153,4.188309083,0.012481,297.773559,233.0165922,0.215875
1.119,4.097916081,4.158154126,0.0120515,297.7759025,233.0836701,0.215659
1.12,4.069348937,4.127319176,0.0115978,297.7782449,233.1506825,0.215443
1.121,4.040223196,4.095804891,0.0111199,297.7805862,233.2176297,0.215228
1.122,4.010540627,4.063611981,0.0106177,297.7829263,233.2845114,0.215013
1.123,3.980300275,4.030741205,0.0100914,297.7852652,233.3513279,0.214798
1.124,3.949503322,3.997193371,0.00954108,297.7876029,233.418079,0.214583
1.125,3.918150872,3.962969341,0.00896658,297.7899393,233.4847648,0.214369
1.126,3.886243104,3.928070022,0.00836808,297.7922744,233.5513853,0.214154
1.127,3.853781818,3.892496376,0.00774541,297.7946081,233.6179405,0.21394
1.128,3.820767559,3.856249412,0.00709866,297.7969404,233.6844304,0.213726
1.129,3.787201421,3.81933019,0.00642782,297.7992713,233.750855,0.213513
1.13,3.753084943,3.781739823,0.00573282,297.8016006,233.8172142,0.213299
1.131,3.718419025,3.743479469,0.0050137,297.8039284,233.8835082,0.213086
1.132,3.683205177,3.704550341,0.00427041,297.8062545,233.9497368,0.212873
1.133,3.647444785,3.664953699,0.00350291,297.808579,234.0159002,0.21266
1.134,3.611139053,3.624690855,0.00271123,297.8109017,234.0819981,0.212447
1.135,3.574289906,3.58376317,0.00189526,297.8132226,234.1480308,0.212235
1.136,3.536898599,3.542172057,0.00105503,297.8155417,234.2139981,0.212023
1.137,3.498966749,3.499918977,0.000190507,297.8178589,234.2799,0.211811
1.138,3.460496301,3.457005444,0.000698397,297.8201741,234.3457366,0.211599
1.139,3.421488918,3.413433018,0.0016117,297.8224873,234.4115077,0.211388
1.14,3.381946439,3.369203314,0.00254945,297.8247985,234.4772134,0.211176
1.141,3.341870771,3.324317971,0.00351169,297.8271075,234.5428537,0.210965
1.142,3.301263898,3.278777374,0.00449875,297.8294143,234.6084285,0.210754
1.143,3.260127982,3.232581797,0.00551101,297.8317188,234.6739377,0.210544
1.144,3.218465104,3.18573206,0.00654872,297.834021,234.7393815,0.210333
1.145,3.176277472,3.138229119,0.00761212,297.8363209,234.8047597,0.210123
1.146,3.133567363,3.090074063,0.00870146,297.8386182,234.8700724,0.209913
1.147,3.090337126,3.041268114,0.00981696,297.8409131,234.9353194,0.209703
1.147228978,3.080365412,3.030001175,0.0100761,297.8414382,234.9502503,0.209655
1.148,3.046589078,2.991812628,0.0109588,297.8432054,235.0005008,0.209493
1.149,3.002325132,2.941709092,0.0121271,297.845495,235.0656164,0.209284
1.15,2.957546611,2.89095913,0.0133218,297.8477819,235.1306664,0.209075
1.151,2.912254809,2.839564497,0.0145427,297.8500659,235.1956506,0.208866
1.152,2.866451304,2.787527081,0.0157899,297.8523472,235.260569,0.208657
1.153,2.820137624,2.734848904,0.0170632,297.8546254,235.3254216,0.208448
1.154,2.773315619,2.681532122,0.0183626,297.8569007,235.3902083,0.20824
1.155,2.725986878,2.627579024,0.0196879,297.8591729,235.454929,0.208032
1.156,2.67815376,2.572992031,0.0210391,297.861442,235.5195838,0.207824
1.157,2.629818072,2.517773699,0.0224161,297.8637078,235.5841726,0.207616
1.158,2.580982109,2.461926716,0.0238188,297.8659703,235.6486954,0.207408
1.159,2.531647988,2.405468625,0.025244,297.8682294,235.713152,0.207201
1.15982408,2.490619912,2.358448745,0.0264428,297.8700886,235.7662197,0.20703
1.16,2.481817999,2.348352207,0.0267018,297.8704851,235.7775425,0.206994
1.161,2.431513755,2.290586457,0.0281945,297.8727372,235.8418669,0.206787
1.162,2.380793985,2.232231695,0.029722,297.8749855,235.906125,0.20658
1.163,2.329722229,2.173360015,0.0312825,297.8772298,235.9703165,0.206374
1.164,2.27836663,2.114055286,0.0328729,297.8794699,236.0344413,0.206167
1.165,2.226795831,2.054413151,0.0344876,297.8817057,236.0984993,0.205961
1.166,2.1750776,1.99454103,0.0361189,297.8839368,236.1624902,0.205755
1.167,2.123279606,1.934558116,0.0377565,297.8861633,236.2264138,0.20555
1.168,2.071469033,1.874595376,0.0393874,297.8883848,236.2902699,0.205344
1.169,2.019712015,1.814795555,0.0409965,297.8906013,236.3540583,0.205139
1.17,1.968073467,1.755313169,0.0425658,297.8928128,236.4177788,0.204934
1.171,1.916618053,1.696256878,0.0440864,297.895019,236.4814312,0.204729
1.172,1.865407465,1.637691518,0.0455579,297.8972199,236.5450158,0.204524
1.173,1.814503723,1.579724032,0.0469711,297.8994154,236.6085324,0.20432
1.174,1.763965459,1.522453284,0.048318,297.9016054,236.6719812,0.204116
1.175,1.713849162,1.46597191,0.0495914,297.9037901,236.7353621,0.203912
1.176,1.664209351,1.410366325,0.050785,297.9059692,236.7986752,0.203708
1.177,1.615097552,1.355716816,0.0518929,297.9081428,236.8619207,0.203504
1.178,1.566562915,1.302097492,0.0529101,297.910311,236.9250986,0.203301
1.179,1.518651879,1.249571957,0.0538333,297.9124737,236.9882091,0.203098
1.18,1.471407938,1.1981995,0.0546593,297.9146309,237.0512524,0.202895
1.181,1.424871847,1.148033109,0.0553856,297.9167828,237.1142287,0.202692
1.182,1.3790812,1.099119466,0.0560104,297.9189293,237.1771382,0.20249
1.183,1.334070679,1.051498952,0.0565326,297.9210705,237.239981,0.202287
1.184,1.289871865,1.005205645,0.0569516,297.9232066,237.3027574,0.202085
1.185,1.246513222,0.960267321,0.0572676,297.9253375,237.3654676,0.201883
1.186,1.204020129,0.9167054507,0.0574815,297.9274633,237.4281119,0.201681
1.187,1.162414789,0.874534877,0.0575945,297.9295842,237.4906905,0.20148
1.188,1.121716152,0.8337537286,0.057611,297.9317002,237.5532036,0.201278
1.189,1.081941276,0.7943705149,0.0575327,297.9338115,237.6156514,0.201077
1.19,1.043103344,0.7563807814,0.057363,297.9359181,237.6780342,0.200876
1.191,1.00521311,0.7197768089,0.0571057,297.9380201,237.7403523,0.200676
1.192,0.9682790689,0.6845476141,0.0567646,297.9401177,237.8026057,0.200475
1.193,0.9323066404,0.6506789489,0.0563437,297.9422109,237.8647949,0.200275
1.194,0.8972992574,0.6181533011,0.0558472,297.9442999,237.9269198,0.200075
1.195,0.8632577829,0.5869498939,0.0552794,297.9463847,237.9889809,0.199875
1.196,0.8301809405,0.5570404955,0.0546457,297.9484655,238.0509783,0.199675
1.197,0.7980653863,0.5284021473,0.05395,297.9505424,238.1129121,0.199475
1.198,0.7669057417,0.5010032793,0.0531976,297.9526154,238.1747825,0.199276
1.199,0.7366949541,0.4748112016,0.0523936,297.9546847,238.2365899,0.199077
1.2,0.7074241167,0.4497928212,0.0515429,297.9567503,238.2983342,0.198878
1.201,0.6790828984,0.4259146424,0.05065,297.9588124,238.3600157,0.198679
1.202,0.6516595385,0.4031427662,0.0497194,297.960871,238.4216345,0.198481
1.203,0.6251409583,0.3814428904,0.0487553,297.9629263,238.4831908,0.198282
1.204,0.5995129591,0.3607803101,0.0477619,297.9649782,238.5446848,0.198084
1.205,0.5747603265,0.3411197059,0.0467432,297.967027,238.6061165,0.197886
1.206,0.5508668209,0.3224208948,0.0457039,297.9690726,238.6674861,0.197688
1.207,0.5278154975,0.3046505938,0.0446474,297.9711151,238.7287938,0.197491
1.208,0.5055887144,0.287771627,0.0435775,297.9731547,238.7900396,0.197294
1.209,0.4841680824,0.27174774,0.0424978,297.9751914,238.8512237,0.197096
1.21,0.4635348831,0.2565436005,0.0414116,297.9772252,238.9123462,0.196899
1.211,0.4436699639,0.2421247982,0.040322,297.9792562,238.9734071,0.196703
1.212,0.4245536469,0.2284578443,0.0392318,297.9812844,239.0344067,0.196506
1.213,0.4061662642,0.2155101722,0.0381435,297.98331,239.0953449,0.19631
1.214,0.3884879187,0.203250137,0.0370595,297.9853329,239.1562219,0.196113
1.215,0.3714984065,0.1916466697,0.0359819,297.9873533,239.2170378,0.195917
1.216,0.3551777858,0.1806680809,0.0349132,297.9893711,239.2777927,0.195722
1.217,0.3395060461,0.170285502,0.033855,297.9913864,239.3384866,0.195526
1.218,0.3244630636,0.1604700903,0.0328092,297.9933992,239.3991196,0.195331
1.219,0.3100291578,0.1511940789,0.0317773,297.9954096,239.4596919,0.195135
1.22,0.2961846941,0.1424307764,0.0307607,297.9974176,239.5202035,0.19494
1.221,0.2829100979,0.1341545674,0.0297607,297.9994233,239.5806544,0.194746
1.222,0.2701863418,0.126340912,0.0287784,298.0014266,239.6410449,0.194551
1.223,0.2579945301,0.1189663462,0.0278146,298.0034276,239.7013748,0.194356
1.224,0.2463159846,0.1120084816,0.0268702,298.0054264,239.7616443,0.194162
1.225,0.2351326069,0.1054458728,0.0259457,298.0074229,239.8218535,0.193968
1.226,0.2244265015,0.09925726162,0.0250419,298.0094172,239.8820025,0.193774
1.227,0.2141801193,0.09342289639,0.0241592,298.0114093,239.9420912,0.193581
1.228,0.2043764815,0.08792388442,0.023298,298.0133991,240.0021199,0.193387
1.229,0.1949988674,0.08274214416,0.0224586,298.0153869,240.0620884,0.193194
1.23,0.1860309931,0.07786040518,0.0216411,298.0173724,240.121997,0.193001
1.231,0.1774571198,0.07326220823,0.0208457,298.0193559,240.1818457,0.192808
1.232,0.1692617989,0.06893190517,0.0200724,298.0213372,240.2416345,0.192615
1.233,0.1614300761,0.06485465901,0.0193213,298.0233164,240.3013635,0.192423
1.234,0.1539475065,0.06101644392,0.0185922,298.0252935,240.3610328,0.19223
1.235,0.1467999531,0.05740404519,0.0178849,298.0272685,240.4206424,0.192038
1.236,0.1399738016,0.05400487768,0.0171993,298.0292415,240.4801924,0.191846
1.237,0.1334559037,0.05080642567,0.0165352,298.0312124,240.5396829,0.191654
1.238,0.1272334315,0.0477974306,0.0158923,298.0331813,240.5991139,0.191463
1.239,0.1212940809,0.04496717451,0.0152703,298.0351481,240.6584855,0.191272
1.24,0.1156259689,0.04230543342,0.0146688,298.0371129,240.7177977,0.19108
1.241,0.110217545,0.03980247728,0.0140876,298.0390756,240.7770506,0.190889
1.242,0.1050577547,0.03744907003,0.0135261,298.0410364,240.8362443,0.190699
1.243,0.1001359276,0.03523646958,0.0129841,298.0429951,240.8953788,0.190508
1.244,0.09544173458,0.03315642778,0.0124611,298.0449518,240.9544542,0.190318
1.245,0.0909652912,0.03120119045,0.0119567,298.0469066,241.0134706,0.190127
1.246,0.08669707375,0.02936349737,0.0114704,298.0488593,241.0724279,0.189937
1.247,0.08262789141,0.02763688831,0.0110017,298.0508101,241.1313263,0.189747
1.248,0.07874895016,0.02601453415,0.0105503,298.0527588,241.1901659,0.189558
1.249,0.07505179047,0.0244895306,0.0101157,298.0547056,241.2489466,0.189368
1.25,0.07152827147,0.02305642954,0.00969749,298.0566505,241.3076686,0.189179
1.251,0.06817060231,0.02171000225,0.00929511,298.0585933,241.3663318,0.18899
1.252,0.06497130078,0.02044523947,0.00890808,298.0605342,241.4249365,0.188801
1.253,0.06192318465,0.01925735135,0.00853592,298.0624732,241.4834825,0.188612
1.254,0.05901937816,0.01814176747,0.00817816,298.0644101,241.5419701,0.188424
1.255,0.05625328934,0.01709413687,0.00783435,298.0663452,241.6003991,0.188236
1.256,0.05361860266,0.01611032797,0.00750407,298.0682783,241.6587698,0.188047
1.257,0.05110927147,0.01518642865,0.00718688,298.0702094,241.7170822,0.187859
1.258,0.0487195099,0.01431874622,0.00688237,298.0721386,241.7753362,0.187672
1.259,0.04644378366,0.0135038074,0.00659012,298.0740658,241.833532,0.187484
1.26,0.04427679434,0.01273835837,0.00630972,298.0759912,241.8916697,0.187297
1.261,0.04221347537,0.0120193647,0.00604077,298.0779145,241.9497492,0.18711
1.262,0.04024898102,0.01134401143,0.00578286,298.079836,242.0077707,0.186923
1.263,0.03837867683,0.010709703,0.00553558,298.0817555,242.0657342,0.186736
1.264,0.03659815625,0.01011406329,0.00529853,298.0836731,242.1236398,0.186549
1.265,0.03490319201,0.009555011525,0.00507127,298.0855888,242.1814875,0.186363
1.266,0.03328973485,0.009030067829,0.0048535,298.0875025,242.2392773,0.186176
1.267,0.03175391888,0.00853711985,0.00464486,298.0894144,242.2970094,0.18599
1.268,0.03029204584,0.008074260334,0.00444499,298.0913243,242.3546838,0.185804
1.269,0.02890057586,0.007639674489,0.00425355,298.0932323,242.4123006,0.185619
1.27,0.02757628529,0.007231639994,0.00407024,298.0951384,242.4698598,0.185433
1.271,0.02631591521,0.006848526992,0.00389473,298.0970426,242.5273614,0.185248
1.272,0.02511638751,0.006488798094,0.00372672,298.0989449,242.5848056,0.185063
1.273,0.02397477053,0.006151008378,0.0035659,298.1008453,242.6421923,0.184878
1.274,0.02288825712,0.005833805388,0.00341199,298.1027438,242.6995217,0.184693
1.275,0.02185417066,0.005535929135,0.0032647,298.1046403,242.7567938,0.184508
1.276,0.02087020059,0.00525622245,0.0031238,298.106535,242.8140086,0.184324
1.277,0.01993379257,0.00499362997,0.002989,298.1084278,242.8711663,0.18414
1.278,0.01904262918,0.004746971934,0.00286005,298.1103187,242.9282668,0.183956
1.279,0.01819448963,0.004515320635,0.00273672,298.1122077,242.9853103,0.183772
1.28,0.01738724257,0.004297789442,0.00261873,298.1140948,243.0422967,0.183588
1.281,0.01661911198,0.0040935328,0.00250592,298.11598,243.0992262,0.183405
1.282,0.01588813541,0.003901746233,0.00239805,298.1178634,243.1560988,0.183221
1.283,0.01519246175,0.003721666339,0.0022949,298.1197448,243.2129145,0.183038
1.284,0.01453035279,0.003552570795,0.00219626,298.1216244,243.2696735,0.182855
1.285,0.01390016529,0.003393778354,0.00210195,298.1235021,243.3263757,0.182672
1.286,0.0133005143,0.003244648845,0.00201182,298.1253779,243.3830212,0.18249
1.287,0.01272982921,0.003104583174,0.00192567,298.1272519,243.4396102,0.182307
1.288,0.01218670135,0.002973023325,0.00184333,298.1291239,243.4961425,0.182125
1.289,0.01166978503,0.002849452356,0.00176464,298.1309941,243.5526184,0.181943
1.29,0.01117782384,0.002733403242,0.00168943,298.1328624,243.6090378,0.181761
1.291,0.01070964152,0.002624448377,0.00161756,298.1347289,243.6654009,0.18158
1.292,0.01026405488,0.002522094007,0.00154889,298.1365935,243.7217075,0.181398
1.293,0.009839956919,0.002425959967,0.00148328,298.1384562,243.777958,0.181217
1.294,0.009436286675,0.002335682863,0.00142058,298.1403171,243.8341522,0.181036
1.295,0.009052097216,0.002250916072,0.00136067,298.1421761,243.8902902,0.180855
1.296,0.008686439838,0.002171329745,0.00130344,298.1440332,243.9463721,0.180674
1.297,0.008338386861,0.002096610805,0.00124876,298.1458885,244.0023979,0.180493
1.298,0.008007065434,0.002026462948,0.00119651,298.147742,244.0583678,0.180313
1.299,0.007691639062,0.001960606641,0.00114658,298.1495936,244.1142817,0.180133
1.3,0.007391429392,0.001898779123,0.00109888,298.1514433,244.1701398,0.179953
1.301,0.007105641083,0.001840734407,0.00105332,298.1532912,244.225942,0.179773
1.302,0.006833565087,0.001786243276,0.00100979,298.1551372,244.2816884,0.179593
1.303,0.006574522761,0.001735093288,0.000968198,298.1569814,244.3373791,0.179414
1.304,0.006327885272,0.001687095417,0.000928457,298.1588238,244.3930142,0.179234
1.305,0.006093095112,0.001642073638,0.000890491,298.1606643,244.4485936,0.179055
1.306,0.005869548628,0.001599820241,0.000854221,298.1625029,244.5041175,0.178876
1.307,0.005656698035,0.00156018161,0.000819567,298.1643398,244.5595859,0.178697
1.308,0.005454020243,0.00152301063,0.000786455,298.1661748,244.6149988,0.178519
1.309,0.00526103873,0.001488166694,0.000754818,298.1680079,244.6703564,0.17834
1.31,0.005077293852,0.001455515694,0.000724589,298.1698392,244.7256586,0.178162
1.311,0.004902330514,0.001424930026,0.000695704,298.1716687,244.7809056,0.177984
1.312,0.004735723308,0.00139628859,0.000668102,298.1734964,244.8360974,0.177806
1.313,0.004577065385,0.001369476788,0.000641724,298.1753222,244.8912339,0.177628
1.314,0.00442599818,0.001344386527,0.000616521,298.1771463,244.9463154,0.177451
1.315,0.004282147932,0.001320916214,0.000592437,298.1789685,245.0013418,0.177274
1.316,0.004145164357,0.001298970763,0.000569422,298.1807888,245.0563132,0.177096
1.317,0.004014713737,0.001278461586,0.000547427,298.1826074,245.1112297,0.176919
1.318,0.003890482325,0.001259306603,0.000526405,298.1844241,245.1660913,0.176743
1.319,0.003772198907,0.001241431644,0.000506317,298.186239,245.220898,0.176566
1.32,0.003659563049,0.00122477818,0.000487114,298.1880521,245.27565,0.176389
1.321,0.003552302227,0.001209256277,0.00046876,298.1898634,245.3303473,0.176213
1.322,0.003450154946,0.001194807939,0.000451215,298.1916729,245.3849898,0.176037
1.323,0.003352887168,0.001181377502,0.000434442,298.1934806,245.4395778,0.175861
1.324,0.003260280268,0.001168911638,0.000418409,298.1952864,245.4941112,0.175685
1.325,0.003172102096,0.001157359353,0.000403078,298.1970905,245.5485901,0.17551
1.326,0.003088141073,0.001146671985,0.000388419,298.1988928,245.6030145,0.175334
1.327,0.003008194446,0.001136803209,0.000374399,298.2006932,245.6573846,0.175159
1.328,0.002932088615,0.001127709031,0.000360992,298.2024919,245.7117003,0.174984
1.329,0.002859641568,0.001119347793,0.000348171,298.2042887,245.7659617,0.174809
1.33,0.002790678637,0.00111168017,0.000335908,298.2060838,245.8201689,0.174634
1.331,0.002725036167,0.001104669171,0.000324178,298.2078771,245.8743219,0.17446
1.332,0.002662558684,0.001098280139,0.000312957,298.2096686,245.9284208,0.174285
1.333,0.00260311176,0.001092480751,0.000302224,298.2114582,245.9824656,0.174111
1.334,0.00254654937,0.001087241019,0.000291956,298.2132461,246.0364563,0.173937
1.335,0.002492738342,0.001082533288,0.000282132,298.2150322,246.0903932,0.173763
1.336,0.002441551259,0.001078339613,0.00027273,298.2168166,246.1442761,0.17359
1.337,0.002392870266,0.0010746269,0.000263734,298.2185991,246.1981051,0.173416
1.338,0.002346587492,0.001071370928,0.000255126,298.2203799,246.2518804,0.173243
1.339,0.002302589909,0.001068552471,0.000246887,298.2221589,246.3056019,0.17307
1.34,0.002260773353,0.001066153071,0.000239001,298.2239361,246.3592697,0.172897
1.341,0.002221037891,0.001064155036,0.000231451,298.2257115,246.4128839,0.172724
1.342,0.002183296115,0.001062541441,0.000224223,298.2274851,246.4664445,0.172551
1.343,0.002147460248,0.001061296129,0.000217303,298.229257,246.5199515,0.172379
1.344,0.002113442813,0.001060403707,0.000210676,298.2310271,246.5734051,0.172206
1.345,0.002081162414,0.001059849552,0.000204328,298.2327955,246.6268052,0.172034
1.346,0.002050540882,0.001059619806,0.000198248,298.234562,246.680152,0.171862
1.347,0.002021515027,0.001059701378,0.000192425,298.2363268,246.7334454,0.171691
1.348,0.001994010951,0.001060081943,0.000186846,298.2380899,246.7866856,0.171519
1.349,0.001967962532,0.001060749946,0.000181501,298.2398512,246.8398726,0.171348
1.35,0.00194330656,0.001061694594,0.000176379,298.2416107,246.8930064,0.171176
1.351,0.001919984193,0.001062905865,0.000171471,298.2433684,246.9460871,0.171005
1.352,0.001897943779,0.001064374501,0.000166768,298.2451244,246.9991147,0.170834
1.352708859,0.001883065529,0.001065566763,0.000163552,298.2463681,247.0366717,0.170713
1.353,0.001877133353,0.001066092013,0.000162261,298.2468787,247.0520894,0.170664
1.354,0.001857988086,0.001067999838,0.000158049,298.2486312,247.1050111,0.170493
1.355,0.001841686565,0.001070367407,0.000154314,298.2503819,247.1578799,0.170323
1.356,0.001829330123,0.001072974907,0.00015132,298.252131,247.2106958,0.170152
1.357,0.001821819773,0.00107554886,0.000149302,298.2538783,247.263459,0.169982
1.358,0.001820314413,0.001078014795,0.000148508,298.2556238,247.3161694,0.169812
1.359,0.001825911424,0.001080497249,0.000149131,298.2573677,247.3688272,0.169643
1.36,0.001839705828,0.001083319766,0.000151326,298.2591098,247.4214323,0.169473
1.361,0.001862714471,0.001087004899,0.000155192,298.2608503,247.4739848,0.169304
1.362,0.00189592349,0.001092287154,0.000160779,298.2625891,247.5264848,0.169134
1.363,0.001940562522,0.001100712956,0.000168024,298.2643262,247.5789324,0.168965
1.364,0.001997761723,0.001114139603,0.000176781,298.2660616,247.6313275,0.168797
1.365,0.002068619978,0.0011342668,0.000186931,298.2677954,247.6836704,0.168628
1.366,0.002154255233,0.001162774366,0.00019836,298.2695275,247.7359609,0.168459
1.367,0.002255775555,0.001201322236,0.000210959,298.271258,247.7881993,0.168291
1.368,0.002374277998,0.00125155046,0.000224618,298.2729869,247.8403855,0.168123
1.369,0.002510877496,0.001315086437,0.000239235,298.2747141,247.8925196,0.167955
1.37,0.002666682925,0.001393539224,0.000254711,298.2764398,247.9446017,0.167787
1.371,0.002842832132,0.001488497608,0.000270954,298.2781638,247.9966318,0.167619
1.372,0.003040530173,0.001601552276,0.000287888,298.2798863,248.0486101,0.167452
1.373,0.003260857293,0.001734294566,0.000305411,298.2816071,248.1005365,0.167284
1.374,0.003504942222,0.001888316459,0.000323429,298.2833264,248.1524111,0.167117
1.375,0.003773913688,0.002065210589,0.000341851,298.2850442,248.2042341,0.16695
1.376,0.004069166726,0.002266570235,0.000360635,298.2867604,248.2560054,0.166783
1.377,0.0043917337,0.002493989324,0.000379671,298.288475,248.3077251,0.166616
1.378,0.004742773512,0.002749062431,0.000398871,298.2901882,248.3593933,0.16645
1.379,0.005123446733,0.003033386799,0.000418147,298.2918998,248.41101,0.166284
1.38,0.005535202674,0.003348596725,0.000437462,298.2936099,248.4625754,0.166117
1.381,0.005979269323,0.003696313337,0.000456738,298.2953186,248.5140894,0.165951
1.382,0.006456771802,0.004078189182,0.00047587,298.2970257,248.5655522,0.165785
1.383,0.006968924211,0.004495896259,0.000494765,298.2987314,248.6169637,0.16562
1.384,0.007517365372,0.004951126014,0.000513413,298.3004356,248.6683242,0.165454
1.385,0.008103293437,0.005445589348,0.000531712,298.3021384,248.7196336,0.165289
1.386,0.008727935911,0.005981016609,0.000549561,298.3038398,248.770892,0.165124
1.387,0.009392738821,0.006559160014,0.000566898,298.3055397,248.8220994,0.164959
1.388,0.01009937359,0.007181822873,0.000583698,298.3072383,248.873256,0.164794
1.389,0.01084903268,0.007850782032,0.000599843,298.3089354,248.9243617,0.164629
1.39,0.01164309328,0.008567894986,0.000615238,298.3106311,248.9754168,0.164464
1.391,0.01248336039,0.009335055031,0.000629864,298.3123255,249.0264211,0.1643
1.392,0.01337119498,0.01015419126,0.000643608,298.3140186,249.0773748,0.164136
1.393,0.01430802045,0.01102726858,0.000656362,298.3157102,249.128278,0.163972
1.394,0.01529568127,0.01195628768,0.000668094,298.3174006,249.1791307,0.163808
1.395,0.01633576722,0.01294328505,0.000678715,298.3190896,249.229933,0.163644
1.396,0.01742976638,0.013990333,0.000688108,298.3207774,249.280685,0.163481
1.397,0.01857951931,0.01509958885,0.00069621,298.3224638,249.3313866,0.163317
1.398,0.01978680916,0.01627319643,0.000702949,298.324149,249.382038,0.163154
1.399,0.02105320328,0.01751339449,0.00070819,298.3258329,249.4326393,0.162991
1.4,0.02238078,0.01882249199,0.000711887,298.3275155,249.4831905,0.162828
1.401,0.02377132765,0.02020285622,0.000713924,298.3291969,249.5336917,0.162665
1.402,0.02522658046,0.02165691276,0.000714164,298.3308771,249.5841429,0.162503
1.403,0.02674885669,0.02318714552,0.000712572,298.3325561,249.6345443,0.16234
1.404,0.02833991309,0.02479609673,0.000708992,298.3342339,249.6848958,0.162178
1.405,0.03000173383,0.02648636691,0.0007033,298.3359105,249.7351975,0.162016
1.406,0.03173675684,0.02826065702,0.000695444,298.337586,249.7854496,0.161854
1.407,0.03354686046,0.03012170371,0.000685252,298.3392602,249.835652,0.161692
1.408,0.03543426351,0.03207232574,0.000672604,298.3409334,249.8858049,0.161531
1.409,0.03740148775,0.03411547096,0.000657415,298.3426054,249.9359083,0.161369
1.41,0.03945056624,0.03625417843,0.000639484,298.3442763,249.9859623,0.161208
1.411,0.04158417344,0.03849157839,0.000618718,298.3459462,250.0359669,0.161047
1.412,0.04380467661,0.0408308923,0.000594949,298.3476149,250.0859222,0.160886
1.413,0.04611450631,0.04327543283,0.000567998,298.3492826,250.1358283,0.160725
1.414,0.04851655706,0.04582860383,0.000537764,298.3509492,250.1856852,0.160564
1.415,0.05101320726,0.04849390613,0.000504023,298.3526148,250.2354931,0.160404
1.416,0.0536074406,0.05127501932,0.000466635,298.3542794,250.2852519,0.160243
1.417,0.05630205046,0.05417560426,0.000425426,298.355943,250.3349617,0.160083
1.418,0.05909977625,0.05719955584,0.000380167,298.3576056,250.3846227,0.159923
1.419,0.06200395301,0.0603509142,0.000330714,298.3592672,250.4342348,0.159763
