time,impedance.z.re_ref,impedance.z.re_sim,impedance.z.re_relerr,impedance.z.im_ref,impedance.z.im_sim,impedance.z.im_relerr
0.085,0.009999990235,0.007,0.299999,-4.754679916e-06,0,0.00404339
0.08505,0.009999990215,0.007,0.299999,-4.75960905e-06,0,0.00404758
0.0851,0.009999990194,0.007,0.299999,-4.764543294e-06,0,0.00405178
0.08515,0.009999990174,0.007,0.299999,-4.769482653e-06,0,0.00405598
0.0852,0.009999990154,0.007,0.299999,-4.774427133e-06,0,0.00406018
0.08525,0.009999990133,0.007,0.299999,-4.779376738e-06,0,0.00406439
0.0853,0.009999990113,0.007,0.299999,-4.784331475e-06,0,0.00406861
0.08535,0.009999990092,0.007,0.299999,-4.789291348e-06,0,0.00407282
0.0854,0.009999990072,0.007,0.299999,-4.794256363e-06,0,0.00407705
0.08545,0.009999990051,0.007,0.299999,-4.799226525e-06,0,0.00408127
0.0855,0.00999999003,0.007,0.299999,-4.804201839e-06,0,0.0040855
0.08555,0.00999999001,0.007,0.299999,-4.809182311e-06,0,0.00408974
0.0856,0.009999989989,0.007,0.299999,-4.814167946e-06,0,0.00409398
0.08565,0.009999989968,0.007,0.299999,-4.81915875e-06,0,0.00409822
0.0857,0.009999989947,0.007,0.299999,-4.824154727e-06,0,0.00410247
0.08575,0.009999989926,0.007,0.299999,-4.829155884e-06,0,0.00410672
0.0858,0.009999989906,0.007,0.299999,-4.834162225e-06,0,0.00411098
0.08585,0.009999989885,0.007,0.299999,-4.839173756e-06,0,0.00411524
0.0859,0.009999989864,0.007,0.299999,-4.844190483e-06,0,0.00411951
0.08595,0.009999989843,0.007,0.299999,-4.84921241e-06,0,0.00412378
0.086,0.009999989822,0.007,0.299999,-4.854239543e-06,0,0.00412806
0.08605,0.0099999898,0.007,0.299999,-4.859271888e-06,0,0.00413234
0.0861,0.009999989779,0.007,0.299999,-4.86430945e-06,0,0.00413662
0.08615,0.009999989758,0.007,0.299999,-4.869352234e-06,0,0.00414091
0.0862,0.009999989737,0.007,0.299999,-4.874400245e-06,0,0.0041452
0.08625,0.009999989716,0.007,0.299999,-4.87945349e-06,0,0.0041495
0.0863,0.009999989694,0.007,0.299999,-4.884511973e-06,0,0.0041538
0.08635,0.009999989673,0.007,0.299999,-4.889575701e-06,0,0.00415811
0.0864,0.009999989651,0.007,0.299999,-4.894644677e-06,0,0.00416242
0.08645,0.00999998963,0.007,0.299999,-4.899718909e-06,0,0.00416673
0.0865,0.009999989608,0.007,0.299999,-4.904798401e-06,0,0.00417105
0.08655,0.009999989587,0.007,0.299999,-4.909883158e-06,0,0.00417538
0.0866,0.009999989565,0.007,0.299999,-4.914973187e-06,0,0.0041797
0.08665,0.009999989544,0.007,0.299999,-4.920068493e-06,0,0.00418404
0.0867,0.009999989522,0.007,0.299999,-4.925169081e-06,0,0.00418837
0.08675,0.0099999895,0.007,0.299999,-4.930274956e-06,0,0.00419272
0.0868,0.009999989478,0.007,0.299999,-4.935386124e-06,0,0.00419706
0.08685,0.009999989457,0.007,0.299999,-4.940502591e-06,0,0.00420141
0.0869,0.009999989435,0.007,0.299999,-4.945624363e-06,0,0.00420577
0.08695,0.009999989413,0.007,0.299999,-4.950751443e-06,0,0.00421013
0.087,0.009999989391,0.007,0.299999,-4.955883839e-06,0,0.00421449
0.08705,0.009999989369,0.007,0.299999,-4.961021556e-06,0,0.00421886
0.0871,0.009999989347,0.007,0.299999,-4.966164598e-06,0,0.00422324
0.08715,0.009999989325,0.007,0.299999,-4.971312972e-06,0,0.00422762
0.0872,0.009999989303,0.007,0.299999,-4.976466684e-06,0,0.004232
0.08725,0.00999998928,0.007,0.299999,-4.981625738e-06,0,0.00423639
0.0873,0.009999989258,0.007,0.299999,-4.98679014e-06,0,0.00424078
0.08735,0.009999989236,0.007,0.299999,-4.991959896e-06,0,0.00424517
0.0874,0.009999989214,0.007,0.299999,-4.997135011e-06,0,0.00424957
0.08745,0.009999989191,0.007,0.299999,-5.002315492e-06,0,0.00425398
0.0875,0.009999989169,0.007,0.299999,-5.007501342e-06,0,0.00425839
0.08755,0.009999989146,0.007,0.299999,-5.012692569e-06,0,0.0042628
0.0876,0.009999989124,0.007,0.299999,-5.017889177e-06,0,0.00426722
0.08765,0.009999989101,0.007,0.299999,-5.023091173e-06,0,0.00427165
0.0877,0.009999989079,0.007,0.299999,-5.028298561e-06,0,0.00427608
0.08775,0.009999989056,0.007,0.299999,-5.033511348e-06,0,0.00428051
0.0878,0.009999989033,0.007,0.299999,-5.038729538e-06,0,0.00428495
0.08785,0.00999998901,0.007,0.299999,-5.043953138e-06,0,0.00428939
0.0879,0.009999988988,0.007,0.299999,-5.049182153e-06,0,0.00429384
0.08795,0.009999988965,0.007,0.299999,-5.054416589e-06,0,0.00429829
0.088,0.009999988942,0.007,0.299999,-5.059656452e-06,0,0.00430274
0.08805,0.009999988919,0.007,0.299999,-5.064901746e-06,0,0.0043072
0.0881,0.009999988896,0.007,0.299999,-5.070152478e-06,0,0.00431167
0.08815,0.009999988873,0.007,0.299999,-5.075408653e-06,0,0.00431614
0.0882,0.00999998885,0.007,0.299999,-5.080670277e-06,0,0.00432061
0.08825,0.009999988827,0.007,0.299999,-5.085937356e-06,0,0.00432509
0.0883,0.009999988804,0.007,0.299999,-5.091209895e-06,0,0.00432958
0.08835,0.00999998878,0.007,0.299999,-5.0964879e-06,0,0.00433406
0.0884,0.009999988757,0.007,0.299999,-5.101771376e-06,0,0.00433856
0.08845,0.009999988734,0.007,0.299999,-5.107060329e-06,0,0.00434306
0.0885,0.00999998871,0.007,0.299999,-5.112354766e-06,0,0.00434756
0.08855,0.009999988687,0.007,0.299999,-5.117654691e-06,0,0.00435206
0.0886,0.009999988663,0.007,0.299999,-5.12296011e-06,0,0.00435658
0.08865,0.00999998864,0.007,0.299999,-5.128271029e-06,0,0.00436109
0.0887,0.009999988616,0.007,0.299999,-5.133587454e-06,0,0.00436561
0.08875,0.009999988593,0.007,0.299999,-5.138909391e-06,0,0.00437014
0.0888,0.009999988569,0.007,0.299999,-5.144236844e-06,0,0.00437467
0.08885,0.009999988545,0.007,0.299999,-5.14956982e-06,0,0.00437921
0.0889,0.009999988522,0.007,0.299999,-5.154908325e-06,0,0.00438375
0.08895,0.009999988498,0.007,0.299999,-5.160252364e-06,0,0.00438829
0.089,0.009999988474,0.007,0.299999,-5.165601942e-06,0,0.00439284
0.08905,0.00999998845,0.007,0.299999,-5.170957067e-06,0,0.00439739
0.0891,0.009999988426,0.007,0.299999,-5.176317743e-06,0,0.00440195
0.08915,0.009999988402,0.007,0.299999,-5.181683977e-06,0,0.00440652
0.0892,0.009999988378,0.007,0.299999,-5.187055773e-06,0,0.00441108
0.08925,0.009999988354,0.007,0.299999,-5.192433138e-06,0,0.00441566
0.0893,0.00999998833,0.007,0.299999,-5.197816078e-06,0,0.00442023
0.08935,0.009999988306,0.007,0.299999,-5.203204598e-06,0,0.00442482
0.0894,0.009999988281,0.007,0.299999,-5.208598704e-06,0,0.0044294
0.08945,0.009999988257,0.007,0.299999,-5.213998402e-06,0,0.004434
0.0895,0.009999988233,0.007,0.299999,-5.219403697e-06,0,0.00443859
0.08955,0.009999988208,0.007,0.299999,-5.224814597e-06,0,0.00444319
0.0896,0.009999988184,0.007,0.299999,-5.230231105e-06,0,0.0044478
0.08965,0.009999988159,0.007,0.299999,-5.235653229e-06,0,0.00445241
0.0897,0.009999988135,0.007,0.299999,-5.241080973e-06,0,0.00445703
0.08975,0.00999998811,0.007,0.299999,-5.246514344e-06,0,0.00446165
0.0898,0.009999988085,0.007,0.299999,-5.251953348e-06,0,0.00446627
0.08985,0.009999988061,0.007,0.299999,-5.257397991e-06,0,0.0044709
0.0899,0.009999988036,0.007,0.299999,-5.262848277e-06,0,0.00447554
0.08995,0.009999988011,0.007,0.299999,-5.268304214e-06,0,0.00448018
0.09,0.009999987986,0.007,0.299999,-5.273765807e-06,0,0.00448482
0.09005,0.009999987961,0.007,0.299999,-5.279233061e-06,0,0.00448947
0.0901,0.009999987936,0.007,0.299999,-5.284705983e-06,0,0.00449413
0.09015,0.009999987911,0.007,0.299999,-5.290184579e-06,0,0.00449878
0.0902,0.009999987886,0.007,0.299999,-5.295668854e-06,0,0.00450345
0.09025,0.009999987861,0.007,0.299999,-5.301158815e-06,0,0.00450812
0.0903,0.009999987836,0.007,0.299999,-5.306654467e-06,0,0.00451279
0.09035,0.009999987811,0.007,0.299999,-5.312155816e-06,0,0.00451747
0.0904,0.009999987785,0.007,0.299999,-5.317662868e-06,0,0.00452215
0.09045,0.00999998776,0.007,0.299999,-5.323175629e-06,0,0.00452684
0.0905,0.009999987735,0.007,0.299999,-5.328694105e-06,0,0.00453153
0.09055,0.009999987709,0.007,0.299999,-5.334218302e-06,0,0.00453623
0.0906,0.009999987684,0.007,0.299999,-5.339748226e-06,0,0.00454093
0.09065,0.009999987658,0.007,0.299999,-5.345283882e-06,0,0.00454564
0.0907,0.009999987633,0.007,0.299999,-5.350825277e-06,0,0.00455035
0.09075,0.009999987607,0.007,0.299999,-5.356372416e-06,0,0.00455507
0.0908,0.009999987581,0.007,0.299999,-5.361925306e-06,0,0.00455979
0.09085,0.009999987555,0.007,0.299999,-5.367483953e-06,0,0.00456452
0.0909,0.00999998753,0.007,0.299999,-5.373048362e-06,0,0.00456925
0.09095,0.009999987504,0.007,0.299999,-5.378618539e-06,0,0.00457399
0.091,0.009999987478,0.007,0.299999,-5.384194491e-06,0,0.00457873
0.09105,0.009999987452,0.007,0.299999,-5.389776223e-06,0,0.00458348
0.0911,0.009999987426,0.007,0.299999,-5.395363741e-06,0,0.00458823
0.09115,0.0099999874,0.007,0.299999,-5.400957052e-06,0,0.00459299
0.0912,0.009999987374,0.007,0.299999,-5.406556162e-06,0,0.00459775
0.09125,0.009999987347,0.007,0.299999,-5.412161075e-06,0,0.00460251
0.0913,0.009999987321,0.007,0.299999,-5.417771799e-06,0,0.00460728
0.09135,0.009999987295,0.007,0.299999,-5.42338834e-06,0,0.00461206
0.0914,0.009999987268,0.007,0.299999,-5.429010703e-06,0,0.00461684
0.09145,0.009999987242,0.007,0.299999,-5.434638894e-06,0,0.00462163
0.0915,0.009999987216,0.007,0.299999,-5.44027292e-06,0,0.00462642
0.09155,0.009999987189,0.007,0.299999,-5.445912787e-06,0,0.00463122
0.0916,0.009999987163,0.007,0.299999,-5.4515585e-06,0,0.00463602
0.09165,0.009999987136,0.007,0.299999,-5.457210066e-06,0,0.00464082
0.0917,0.009999987109,0.007,0.299999,-5.462867491e-06,0,0.00464563
0.09175,0.009999987082,0.007,0.299999,-5.468530781e-06,0,0.00465045
0.0918,0.009999987056,0.007,0.299999,-5.474199941e-06,0,0.00465527
0.09185,0.009999987029,0.007,0.299999,-5.479874979e-06,0,0.0046601
0.0919,0.009999987002,0.007,0.299999,-5.4855559e-06,0,0.00466493
0.09195,0.009999986975,0.007,0.299999,-5.491242709e-06,0,0.00466976
0.092,0.009999986948,0.007,0.299999,-5.496935415e-06,0,0.00467461
0.09205,0.009999986921,0.007,0.299999,-5.502634021e-06,0,0.00467945
0.0921,0.009999986894,0.007,0.299999,-5.508338535e-06,0,0.0046843
0.09215,0.009999986867,0.007,0.299999,-5.514048963e-06,0,0.00468916
0.0922,0.009999986839,0.007,0.299999,-5.519765311e-06,0,0.00469402
0.09225,0.009999986812,0.007,0.299999,-5.525487584e-06,0,0.00469889
0.0923,0.009999986785,0.007,0.299999,-5.53121579e-06,0,0.00470376
0.09235,0.009999986757,0.007,0.299999,-5.536949933e-06,0,0.00470863
0.0924,0.00999998673,0.007,0.299999,-5.542690022e-06,0,0.00471352
0.09245,0.009999986702,0.007,0.299999,-5.54843606e-06,0,0.0047184
0.0925,0.009999986675,0.007,0.299999,-5.554188056e-06,0,0.00472329
0.09255,0.009999986647,0.007,0.299999,-5.559946014e-06,0,0.00472819
0.0926,0.009999986619,0.007,0.299999,-5.565709941e-06,0,0.00473309
0.09265,0.009999986592,0.007,0.299999,-5.571479844e-06,0,0.004738
0.0927,0.009999986564,0.007,0.299999,-5.577255728e-06,0,0.00474291
0.09275,0.009999986536,0.007,0.299999,-5.583037599e-06,0,0.00474783
0.0928,0.009999986508,0.007,0.299999,-5.588825465e-06,0,0.00475275
0.09285,0.00999998648,0.007,0.299999,-5.594619331e-06,0,0.00475768
0.0929,0.009999986452,0.007,0.299999,-5.600419202e-06,0,0.00476261
0.09295,0.009999986424,0.007,0.299999,-5.606225087e-06,0,0.00476755
0.093,0.009999986396,0.007,0.299999,-5.61203699e-06,0,0.00477249
0.09305,0.009999986367,0.007,0.299999,-5.617854918e-06,0,0.00477744
0.0931,0.009999986339,0.007,0.299999,-5.623678877e-06,0,0.00478239
0.09315,0.009999986311,0.007,0.299999,-5.629508874e-06,0,0.00478735
0.0932,0.009999986282,0.007,0.299999,-5.635344914e-06,0,0.00479231
0.09325,0.009999986254,0.007,0.299999,-5.641187005e-06,0,0.00479728
0.0933,0.009999986225,0.007,0.299999,-5.647035152e-06,0,0.00480225
0.09335,0.009999986197,0.007,0.299999,-5.652889361e-06,0,0.00480723
0.0934,0.009999986168,0.007,0.299999,-5.658749639e-06,0,0.00481221
0.09345,0.009999986139,0.007,0.299999,-5.664615992e-06,0,0.0048172
0.0935,0.009999986111,0.007,0.299999,-5.670488427e-06,0,0.0048222
0.09355,0.009999986082,0.007,0.299999,-5.676366949e-06,0,0.00482719
0.0936,0.009999986053,0.007,0.299999,-5.682251566e-06,0,0.0048322
0.09365,0.009999986024,0.007,0.299999,-5.688142283e-06,0,0.00483721
0.0937,0.009999985995,0.007,0.299999,-5.694039106e-06,0,0.00484222
0.09375,0.009999985966,0.007,0.299999,-5.699942043e-06,0,0.00484724
0.0938,0.009999985937,0.007,0.299999,-5.705851098e-06,0,0.00485227
0.09385,0.009999985908,0.007,0.299999,-5.71176628e-06,0,0.0048573
0.0939,0.009999985879,0.007,0.299999,-5.717687593e-06,0,0.00486233
0.09395,0.009999985849,0.007,0.299999,-5.723615045e-06,0,0.00486737
0.094,0.00999998582,0.007,0.299999,-5.729548642e-06,0,0.00487242
0.09405,0.00999998579,0.007,0.299999,-5.73548839e-06,0,0.00487747
0.0941,0.009999985761,0.007,0.299999,-5.741434295e-06,0,0.00488253
0.09415,0.009999985731,0.007,0.299999,-5.747386364e-06,0,0.00488759
0.0942,0.009999985702,0.007,0.299999,-5.753344604e-06,0,0.00489266
0.09425,0.009999985672,0.007,0.299999,-5.75930902e-06,0,0.00489773
0.0943,0.009999985642,0.007,0.299999,-5.765279619e-06,0,0.00490281
0.09435,0.009999985613,0.007,0.299999,-5.771256408e-06,0,0.00490789
0.0944,0.009999985583,0.007,0.299999,-5.777239392e-06,0,0.00491298
0.09445,0.009999985553,0.007,0.299999,-5.783228579e-06,0,0.00491807
0.0945,0.009999985523,0.007,0.299999,-5.789223975e-06,0,0.00492317
0.09455,0.009999985493,0.007,0.299999,-5.795225585e-06,0,0.00492827
0.0946,0.009999985463,0.007,0.299999,-5.801233418e-06,0,0.00493338
0.09465,0.009999985433,0.007,0.299999,-5.807247478e-06,0,0.0049385
0.0947,0.009999985402,0.007,0.299999,-5.813267773e-06,0,0.00494362
0.09475,0.009999985372,0.007,0.299999,-5.819294309e-06,0,0.00494874
0.0948,0.009999985342,0.007,0.299999,-5.825327093e-06,0,0.00495387
0.09485,0.009999985311,0.007,0.299999,-5.83136613e-06,0,0.00495901
0.0949,0.009999985281,0.007,0.299999,-5.837411428e-06,0,0.00496415
0.09495,0.00999998525,0.007,0.299999,-5.843462993e-06,0,0.00496929
0.095,0.00999998522,0.007,0.299999,-5.849520831e-06,0,0.00497445
0.09505,0.009999985189,0.007,0.299999,-5.855584949e-06,0,0.0049796
0.0951,0.009999985158,0.007,0.299999,-5.861655353e-06,0,0.00498476
0.09515,0.009999985128,0.007,0.299999,-5.867732051e-06,0,0.00498993
0.0952,0.009999985097,0.007,0.299999,-5.873815048e-06,0,0.00499511
0.09525,0.009999985066,0.007,0.299999,-5.87990435e-06,0,0.00500028
0.0953,0.009999985035,0.007,0.299999,-5.885999966e-06,0,0.00500547
0.09535,0.009999985004,0.007,0.299999,-5.8921019e-06,0,0.00501066
0.0954,0.009999984973,0.007,0.299999,-5.89821016e-06,0,0.00501585
0.09545,0.009999984942,0.007,0.299999,-5.904324753e-06,0,0.00502105
0.0955,0.00999998491,0.007,0.299998,-5.910445683e-06,0,0.00502626
0.09555,0.009999984879,0.007,0.299998,-5.91657296e-06,0,0.00503147
0.0956,0.009999984848,0.007,0.299998,-5.922706588e-06,0,0.00503668
0.09565,0.009999984816,0.007,0.299998,-5.928846575e-06,0,0.0050419
0.0957,0.009999984785,0.007,0.299998,-5.934992926e-06,0,0.00504713
0.09575,0.009999984753,0.007,0.299998,-5.94114565e-06,0,0.00505236
0.0958,0.009999984722,0.007,0.299998,-5.947304751e-06,0,0.0050576
0.09585,0.00999998469,0.007,0.299998,-5.953470238e-06,0,0.00506284
0.0959,0.009999984658,0.007,0.299998,-5.959642116e-06,0,0.00506809
0.09595,0.009999984626,0.007,0.299998,-5.965820392e-06,0,0.00507335
0.096,0.009999984594,0.007,0.299998,-5.972005073e-06,0,0.00507861
0.09605,0.009999984562,0.007,0.299998,-5.978196165e-06,0,0.00508387
0.0961,0.00999998453,0.007,0.299998,-5.984393675e-06,0,0.00508914
0.09615,0.009999984498,0.007,0.299998,-5.99059761e-06,0,0.00509442
0.0962,0.009999984466,0.007,0.299998,-5.996807976e-06,0,0.0050997
0.09625,0.009999984434,0.007,0.299998,-6.003024781e-06,0,0.00510499
0.0963,0.009999984402,0.007,0.299998,-6.00924803e-06,0,0.00511028
0.09635,0.009999984369,0.007,0.299998,-6.01547773e-06,0,0.00511558
0.0964,0.009999984337,0.007,0.299998,-6.021713889e-06,0,0.00512088
0.09645,0.009999984304,0.007,0.299998,-6.027956512e-06,0,0.00512619
0.0965,0.009999984272,0.007,0.299998,-6.034205607e-06,0,0.0051315
0.09655,0.009999984239,0.007,0.299998,-6.040461179e-06,0,0.00513682
0.0966,0.009999984206,0.007,0.299998,-6.046723237e-06,0,0.00514215
0.09665,0.009999984174,0.007,0.299998,-6.052991786e-06,0,0.00514748
0.0967,0.009999984141,0.007,0.299998,-6.059266834e-06,0,0.00515281
0.09675,0.009999984108,0.007,0.299998,-6.065548387e-06,0,0.00515816
0.0968,0.009999984075,0.007,0.299998,-6.071836451e-06,0,0.0051635
0.09685,0.009999984042,0.007,0.299998,-6.078131034e-06,0,0.00516886
0.0969,0.009999984009,0.007,0.299998,-6.084432142e-06,0,0.00517421
0.09695,0.009999983976,0.007,0.299998,-6.090739783e-06,0,0.00517958
0.097,0.009999983942,0.007,0.299998,-6.097053962e-06,0,0.00518495
0.09705,0.009999983909,0.007,0.299998,-6.103374687e-06,0,0.00519032
0.0971,0.009999983876,0.007,0.299998,-6.109701964e-06,0,0.0051957
0.09715,0.009999983842,0.007,0.299998,-6.116035801e-06,0,0.00520109
0.0972,0.009999983809,0.007,0.299998,-6.122376203e-06,0,0.00520648
0.09725,0.009999983775,0.007,0.299998,-6.128723178e-06,0,0.00521188
0.0973,0.009999983742,0.007,0.299998,-6.135076733e-06,0,0.00521728
0.09735,0.009999983708,0.007,0.299998,-6.141436875e-06,0,0.00522269
0.0974,0.009999983674,0.007,0.299998,-6.147803609e-06,0,0.00522811
0.09745,0.00999998364,0.007,0.299998,-6.154176944e-06,0,0.00523353
0.0975,0.009999983606,0.007,0.299998,-6.160556886e-06,0,0.00523895
0.09755,0.009999983572,0.007,0.299998,-6.166943441e-06,0,0.00524438
0.0976,0.009999983538,0.007,0.299998,-6.173336617e-06,0,0.00524982
0.09765,0.009999983504,0.007,0.299998,-6.179736421e-06,0,0.00525526
0.0977,0.00999998347,0.007,0.299998,-6.186142859e-06,0,0.00526071
0.09775,0.009999983435,0.007,0.299998,-6.192555938e-06,0,0.00526616
0.0978,0.009999983401,0.007,0.299998,-6.198975665e-06,0,0.00527162
0.09785,0.009999983367,0.007,0.299998,-6.205402048e-06,0,0.00527709
0.0979,0.009999983332,0.007,0.299998,-6.211835092e-06,0,0.00528256
0.09795,0.009999983298,0.007,0.299998,-6.218274805e-06,0,0.00528803
0.098,0.009999983263,0.007,0.299998,-6.224721194e-06,0,0.00529352
0.09805,0.009999983228,0.007,0.299998,-6.231174266e-06,0,0.005299
0.0981,0.009999983193,0.007,0.299998,-6.237634027e-06,0,0.0053045
0.09815,0.009999983159,0.007,0.299998,-6.244100485e-06,0,0.00531
0.0982,0.009999983124,0.007,0.299998,-6.250573646e-06,0,0.0053155
0.09825,0.009999983089,0.007,0.299998,-6.257053517e-06,0,0.00532101
0.0983,0.009999983054,0.007,0.299998,-6.263540106e-06,0,0.00532653
0.09835,0.009999983018,0.007,0.299998,-6.27003342e-06,0,0.00533205
0.0984,0.009999982983,0.007,0.299998,-6.276533464e-06,0,0.00533758
0.09845,0.009999982948,0.007,0.299998,-6.283040247e-06,0,0.00534311
0.0985,0.009999982912,0.007,0.299998,-6.289553775e-06,0,0.00534865
0.09855,0.009999982877,0.007,0.299998,-6.296074056e-06,0,0.00535419
0.0986,0.009999982842,0.007,0.299998,-6.302601095e-06,0,0.00535975
0.09865,0.009999982806,0.007,0.299998,-6.309134901e-06,0,0.0053653
0.0987,0.00999998277,0.007,0.299998,-6.315675481e-06,0,0.00537086
0.09875,0.009999982735,0.007,0.299998,-6.32222284e-06,0,0.00537643
0.0988,0.009999982699,0.007,0.299998,-6.328776987e-06,0,0.00538201
0.09885,0.009999982663,0.007,0.299998,-6.335337928e-06,0,0.00538759
0.0989,0.009999982627,0.007,0.299998,-6.341905671e-06,0,0.00539317
0.09895,0.009999982591,0.007,0.299998,-6.348480222e-06,0,0.00539876
0.099,0.009999982555,0.007,0.299998,-6.355061588e-06,0,0.00540436
0.09905,0.009999982518,0.007,0.299998,-6.361649778e-06,0,0.00540996
0.0991,0.009999982482,0.007,0.299998,-6.368244796e-06,0,0.00541557
0.09915,0.009999982446,0.007,0.299998,-6.374846652e-06,0,0.00542118
0.0992,0.009999982409,0.007,0.299998,-6.381455351e-06,0,0.0054268
0.09925,0.009999982373,0.007,0.299998,-6.388070902e-06,0,0.00543243
0.0993,0.009999982336,0.007,0.299998,-6.39469331e-06,0,0.00543806
0.09935,0.0099999823,0.007,0.299998,-6.401322583e-06,0,0.0054437
0.0994,0.009999982263,0.007,0.299998,-6.407958729e-06,0,0.00544934
0.09945,0.009999982226,0.007,0.299998,-6.414601754e-06,0,0.00545499
0.0995,0.009999982189,0.007,0.299998,-6.421251666e-06,0,0.00546065
0.09955,0.009999982152,0.007,0.299998,-6.427908471e-06,0,0.00546631
0.0996,0.009999982115,0.007,0.299998,-6.434572177e-06,0,0.00547197
0.09965,0.009999982078,0.007,0.299998,-6.44124279e-06,0,0.00547765
0.0997,0.009999982041,0.007,0.299998,-6.447920319e-06,0,0.00548333
0.09975,0.009999982004,0.007,0.299998,-6.454604771e-06,0,0.00548901
0.0998,0.009999981967,0.007,0.299998,-6.461296151e-06,0,0.0054947
0.09985,0.009999981929,0.007,0.299998,-6.467994468e-06,0,0.0055004
0.0999,0.009999981892,0.007,0.299998,-6.474699729e-06,0,0.0055061
0.09995,0.009999981854,0.007,0.299998,-6.481411941e-06,0,0.00551181
0.1,0.009999981816,0.007,0.299998,-6.488131112e-06,0,0.00551752
0.10005,0.009999981779,0.007,0.299998,-6.494857247e-06,0,0.00552324
0.1001,0.009999981741,0.007,0.299998,-6.501590356e-06,0,0.00552897
0.10015,0.009999981703,0.007,0.299998,-6.508330444e-06,0,0.0055347
0.1002,0.009999981665,0.007,0.299998,-6.515077519e-06,0,0.00554044
0.10025,0.009999981627,0.007,0.299998,-6.521831589e-06,0,0.00554618
0.1003,0.009999981589,0.007,0.299998,-6.52859266e-06,0,0.00555193
0.10035,0.009999981551,0.007,0.299998,-6.53536074e-06,0,0.00555768
0.1004,0.009999981512,0.007,0.299998,-6.542135836e-06,0,0.00556345
0.10045,0.009999981474,0.007,0.299998,-6.548917956e-06,0,0.00556921
0.1005,0.009999981436,0.007,0.299998,-6.555707106e-06,0,0.00557499
0.10055,0.009999981397,0.007,0.299998,-6.562503294e-06,0,0.00558077
0.1006,0.009999981359,0.007,0.299998,-6.569306527e-06,0,0.00558655
0.10065,0.00999998132,0.007,0.299998,-6.576116813e-06,0,0.00559234
0.1007,0.009999981281,0.007,0.299998,-6.582934159e-06,0,0.00559814
0.10075,0.009999981242,0.007,0.299998,-6.589758572e-06,0,0.00560394
0.1008,0.009999981203,0.007,0.299998,-6.59659006e-06,0,0.00560975
0.10085,0.009999981164,0.007,0.299998,-6.603428629e-06,0,0.00561557
0.1009,0.009999981125,0.007,0.299998,-6.610274288e-06,0,0.00562139
0.10095,0.009999981086,0.007,0.299998,-6.617127043e-06,0,0.00562722
0.101,0.009999981047,0.007,0.299998,-6.623986902e-06,0,0.00563305
0.10105,0.009999981008,0.007,0.299998,-6.630853872e-06,0,0.00563889
0.1011,0.009999980968,0.007,0.299998,-6.637727961e-06,0,0.00564474
0.10115,0.009999980929,0.007,0.299998,-6.644609176e-06,0,0.00565059
0.1012,0.009999980889,0.007,0.299998,-6.651497524e-06,0,0.00565645
0.10125,0.00999998085,0.007,0.299998,-6.658393013e-06,0,0.00566231
0.1013,0.00999998081,0.007,0.299998,-6.66529565e-06,0,0.00566818
0.10135,0.00999998077,0.007,0.299998,-6.672205443e-06,0,0.00567406
0.1014,0.00999998073,0.007,0.299998,-6.679122399e-06,0,0.00567994
0.10145,0.00999998069,0.007,0.299998,-6.686046525e-06,0,0.00568583
0.1015,0.00999998065,0.007,0.299998,-6.692977829e-06,0,0.00569172
0.10155,0.00999998061,0.007,0.299998,-6.699916318e-06,0,0.00569762
0.1016,0.00999998057,0.007,0.299998,-6.706862e-06,0,0.00570353
0.10165,0.009999980529,0.007,0.299998,-6.713814883e-06,0,0.00570944
0.1017,0.009999980489,0.007,0.299998,-6.720774973e-06,0,0.00571536
0.10175,0.009999980449,0.007,0.299998,-6.727742278e-06,0,0.00572129
0.1018,0.009999980408,0.007,0.299998,-6.734716806e-06,0,0.00572722
0.10185,0.009999980367,0.007,0.299998,-6.741698563e-06,0,0.00573316
0.1019,0.009999980327,0.007,0.299998,-6.748687559e-06,0,0.0057391
0.10195,0.009999980286,0.007,0.299998,-6.7556838e-06,0,0.00574505
0.102,0.009999980245,0.007,0.299998,-6.762687293e-06,0,0.005751
0.10205,0.009999980204,0.007,0.299998,-6.769698046e-06,0,0.00575697
0.1021,0.009999980163,0.007,0.299998,-6.776716067e-06,0,0.00576293
0.10215,0.009999980122,0.007,0.299998,-6.783741363e-06,0,0.00576891
0.1022,0.009999980081,0.007,0.299998,-6.790773942e-06,0,0.00577489
0.10225,0.009999980039,0.007,0.299998,-6.797813811e-06,0,0.00578088
0.1023,0.009999979998,0.007,0.299998,-6.804860978e-06,0,0.00578687
0.10235,0.009999979956,0.007,0.299998,-6.811915451e-06,0,0.00579287
0.1024,0.009999979915,0.007,0.299998,-6.818977236e-06,0,0.00579887
0.10245,0.009999979873,0.007,0.299998,-6.826046342e-06,0,0.00580488
0.1025,0.009999979831,0.007,0.299998,-6.833122776e-06,0,0.0058109
0.10255,0.009999979789,0.007,0.299998,-6.840206546e-06,0,0.00581693
0.1026,0.009999979748,0.007,0.299998,-6.847297659e-06,0,0.00582296
0.10265,0.009999979706,0.007,0.299998,-6.854396123e-06,0,0.00582899
0.1027,0.009999979663,0.007,0.299998,-6.861501946e-06,0,0.00583504
0.10275,0.009999979621,0.007,0.299998,-6.868615135e-06,0,0.00584109
0.1028,0.009999979579,0.007,0.299998,-6.875735697e-06,0,0.00584714
