time,SaturatingInductance1.i,Inductance1.i,SaturatingInductance1.Psi
5.55,-0.7359040589,-0.8365497339,-0.8365497339
5.56,-0.7217783061,-0.8272199644,-0.8272199644
5.57,-0.7076366328,-0.8178074715,-0.8178074715
5.58,-0.6934827636,-0.8083131989,-0.8083131989
5.59,-0.679320213,-0.7987380994,-0.7987380994
5.6,-0.665152285,-0.7890831348,-0.7890831348
5.61,-0.651085941,-0.7793492692,-0.7793492692
5.62,-0.6370365016,-0.769537469,-0.769537469
5.63,-0.6230107257,-0.7596487159,-0.7596487159
5.64,-0.6090410351,-0.7496839988,-0.7496839988
5.65,-0.595150749,-0.7396443142,-0.7396443142
5.66,-0.5813540834,-0.7295306657,-0.7295306657
5.67,-0.5676561516,-0.7193440646,-0.7193440646
5.68,-0.5540529639,-0.7090855292,-0.7090855292
5.69,-0.5405314277,-0.6987560853,-0.6987560853
5.7,-0.5270693476,-0.6883567662,-0.6883567662
5.71,-0.5136482752,-0.6778886124,-0.6778886124
5.72,-0.5004386096,-0.6673526706,-0.6673526706
5.73,-0.4873120726,-0.6567499941,-0.6567499941
5.74,-0.4743238029,-0.6460816432,-0.6460816432
5.75,-0.4615043434,-0.6353486848,-0.6353486848
5.76,-0.4488596418,-0.6245521919,-0.6245521919
5.77,-0.4363710498,-0.6136932441,-0.6136932441
5.78,-0.4239953238,-0.6027729274,-0.6027729274
5.79,-0.4117503697,-0.591792334,-0.591792334
5.8,-0.3996987678,-0.5807525619,-0.5807525619
5.81,-0.3878115102,-0.5696547151,-0.5696547151
5.82,-0.3761291273,-0.5584999033,-0.5584999033
5.83,-0.3646534629,-0.5472892418,-0.5472892418
5.84,-0.3533476738,-0.5360238519,-0.5360238519
5.85,-0.3421688382,-0.5247048599,-0.5247048599
5.86,-0.3312075351,-0.513333398,-0.513333398
5.87,-0.3204222268,-0.5019106032,-0.5019106032
5.88,-0.3098510735,-0.4904376177,-0.4904376177
5.89,-0.2994872294,-0.4789155888,-0.4789155888
5.9,-0.2892788435,-0.4673456687,-0.4673456687
5.91,-0.2792456949,-0.4557290144,-0.4557290144
5.92,-0.269392755,-0.4440667876,-0.4440667876
5.93,-0.2597349995,-0.4323601546,-0.4323601546
5.94,-0.2502836223,-0.4206102858,-0.4206102858
5.95,-0.2410084163,-0.4088183563,-0.4088183563
5.96,-0.231861156,-0.3969855452,-0.3969855452
5.97,-0.2229041283,-0.385113036,-0.385113036
5.98,-0.2141038649,-0.3732020158,-0.3732020158
5.99,-0.2054852717,-0.3612536757,-0.3612536757
6,-0.1970389246,-0.3492692105,-0.3492692105
6.01,-0.1887210698,-0.3372498185,-0.3372498185
6.02,-0.1805404781,-0.3251967019,-0.3251967019
6.03,-0.1725038853,-0.3131110659,-0.3131110659
6.04,-0.1646103247,-0.3009941191,-0.3009941191
6.05,-0.156862949,-0.2888470731,-0.2888470731
6.06,-0.1492420417,-0.2766711425,-0.2766711425
6.07,-0.1417159813,-0.2644675451,-0.2644675451
6.08,-0.1343178384,-0.2522375011,-0.2522375011
6.09,-0.1270254217,-0.2399822336,-0.2399822336
6.1,-0.1198435696,-0.2277029681,-0.2277029681
6.11,-0.1127653474,-0.2154009324,-0.2154009324
6.12,-0.1057720468,-0.2030773567,-0.2030773567
6.13,-0.09886114695,-0.1907334735,-0.1907334735
6.14,-0.09203445738,-0.178370517,-0.178370517
6.15,-0.08528461417,-0.1659897238,-0.1659897238
6.16,-0.07860786478,-0.1535923316,-0.1535923316
6.17,-0.07199627253,-0.1411795803,-0.1411795803
6.18,-0.06543912328,-0.1287527111,-0.1287527111
6.19,-0.05893872105,-0.1163129667,-0.1163129667
6.2,-0.05248655441,-0.1038615912,-0.1038615912
6.21,-0.04607801936,-0.09139982961,-0.09139982961
6.22,-0.03970794637,-0.07892892807,-0.07892892807
6.23,-0.03337060043,-0.06645013359,-0.06645013359
6.24,-0.02705997091,-0.05396469416,-0.05396469416
6.25,-0.02077217412,-0.04147385833,-0.04147385833
6.26,-0.01450146513,-0.02897887515,-0.02897887515
6.27,-0.008242689338,-0.01648099409,-0.01648099409
6.28,-0.001990742945,-0.003981464892,-0.003981464892
6.2832,9.264235499e-06,1.852837859e-05,1.852837859e-05
