time,expSine1.y,expSine2.y,sinc.y
0.9539078156,-0.008420432952,0.001038981816,-0.03311788892
0.9559118236,-0.008255248015,0.001551084868,-0.03272642532
0.9579158317,-0.00806013563,0.002046788603,-0.03220719667
0.9599198397,-0.007836474371,0.002524424541,-0.03156278553
0.9619238477,-0.00758573029,0.002982429978,-0.0307962565
0.9639278557,-0.007309449287,0.003419352175,-0.02991114219
0.9659318637,-0.007009249307,0.003833852017,-0.02891142738
0.9679358717,-0.0066868124,0.00422470715,-0.02780153153
0.9699398798,-0.00634387669,0.004590814574,-0.02658628964
0.9719438878,-0.005982228264,0.004931192718,-0.0252709315
0.9739478958,-0.00560369304,0.005244982973,-0.02386105958
0.9759519038,-0.005210128633,0.005531450712,-0.02236262543
0.9779559118,-0.004803416252,0.005789985779,-0.02078190496
0.9799599198,-0.004385452668,0.00602010248,-0.01912547237
0.9819639279,-0.003958142273,0.00622143906,-0.01740017315
0.9839679359,-0.00352338927,0.006393756706,-0.0156130961
0.9859719439,-0.003083090018,0.006536938063,-0.01377154444
0.9879759519,-0.002639125559,0.006650985298,-0.01188300629
0.9899799599,-0.002193354357,0.006736017724,-0.009955124475
0.9919839679,-0.00174760527,0.006792268987,-0.007995665864
0.993987976,-0.001303670782,0.006820083866,-0.006012490372
0.995991984,-0.0008633005135,0.006819914678,-0.004013519679
0.997995992,-0.0004281950347,0.006792317324,-0.002006705858
1,-8.251605225e-18,0.006737946999,-3.898171833e-17
